CON_MAT_ICFES;QUIMICA_ICFES;PG_ICFES;FISICA_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;LOCALIDAD;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIF;EPA_UNO;NOTA_PROGB;NOTA_FIS_UNO;NCP_UNO;NOTA_TEXTOS;NOTA_CFJC;NAP_UNO;PROMEDIO_TRES;RENDIMIENTO_TRES
67.01;70.24;489.12;58.27;79.55;56.82;0;11;58.8;39.285714285714285;45.0;2;35.0;35.0;0.0;40.0;45.0;0;38.333333333333336;2.0
64.24;62.42;460.85;65.37;58.06;61.56;0;20;54.54;32.32142857142857;25.0;2;35.0;32.5;4.0;40.0;40.0;1;27.166666666111112;1.0
67.13;64.8;473.69;60.41;79.55;51.06;0;11;52.45;39.285714285714285;35.0;2;45.0;30.0;0.0;50.0;45.0;0;38.333333333333336;2.0
73.57;67.0;482.04;55.86;94.47;50.78;1;11;54.54;37.5;30.0;2;45.0;30.0;0.0;50.0;45.0;0;36.666666666666664;2.0
77.8;64.8;518.4;60.41;65.1;57.16;0;10;65.94;39.107142857142854;40.0;2;45.0;27.5;3.0;45.0;45.0;1;16.58823529411765;1.0
70.26;70.81;473.81;53.11;77.14;49.05;0;11;63.4;40.0;40.0;2;40.0;35.0;0.0;45.0;45.0;0;40.5;3.0
64.24;64.8;488.33;57.99;69.92;66.64;0;10;63.4;36.535714285714285;30.0;2;40.0;29.5;3.0;50.0;38.0;1;24.0;1.0
53.81;50.5;434.09;66.0;41.03;50.92;0;11;61.76;35.0;30.0;2;40.0;30.0;0.0;40.0;40.0;0;34.77777777777778;2.0
73.57;59.89;466.5;58.27;50.86;46.76;0;1;54.54;35.357142857142854;30.0;2;45.0;25.0;3.0;45.0;45.0;1;24.566666666666666;1.0
82.69;62.42;498.57;53.11;61.22;73.34;0;20;56.64;38.92857142857143;35.0;2;45.0;30.0;0.0;50.0;40.0;0;36.72222222222222;2.0
54.03;52.57;443.47;53.43;45.94;61.16;0;10;56.64;33.92857142857143;30.0;2;40.0;25.0;3.0;40.0;40.0;1;27.277777778333334;1.0
47.41;50.94;424.04;50.09;40.89;53.85;0;10;56.57;36.785714285714285;30.0;2;45.0;30.0;0.0;45.0;45.0;0;32.638888888888886;2.0
61.53;56.4;475.92;62.86;79.55;57.16;0;7;54.54;39.642857142857146;35.0;2;45.0;30.0;0.0;50.0;45.0;0;38.72222222222222;2.0
70.26;60.27;484.29;70.76;54.9;61.56;0;8;52.45;38.57142857142857;35.0;2;45.0;30.0;0.0;45.0;45.0;0;37.77777777777778;2.0
64.16;57.93;475.42;55.86;88.94;56.82;0;20;68.74;37.857142857142854;40.0;2;40.0;30.0;0.0;45.0;35.0;0;31.75;2.0
64.16;59.89;436.84;42.59;61.22;56.82;0;10;48.37;34.642857142857146;27.5;2;45.0;25.0;7.0;45.0;40.0;2;29.61111111111111;1.0
58.94;60.27;453.56;65.37;59.64;53.07;0;20;58.8;37.142857142857146;30.0;2;45.0;30.0;0.0;50.0;40.0;0;17.083333333333332;1.0
70.26;64.8;462.82;57.99;65.1;57.16;0;8;48.26;40.714285714285715;35.0;2;50.0;35.0;0.0;45.0;45.0;0;38.44444444444444;2.0
88.88;64.33;512.2;60.67;67.51;58.93;0;20;54.54;37.142857142857146;30.0;2;45.0;35.0;0.0;45.0;35.0;0;32.333333333333336;2.0
73.57;59.89;499.96;50.94;79.55;56.82;1;20;75.79;41.07142857142857;40.0;2;45.0;35.0;0.0;45.0;45.0;0;37.5;2.0
70.26;56.4;474.61;57.99;37.51;61.56;0;7;56.7;36.07142857142857;35.0;2;45.0;25.0;3.0;40.0;40.0;1;33.55555555555556;2.0
82.69;56.4;473.64;53.11;72.32;51.06;0;10;54.6;36.607142857142854;30.0;2;45.0;27.5;3.0;45.0;45.0;1;29.25;1.0
64.09;61.37;472.11;63.27;62.69;56.75;0;20;55.4;35.714285714285715;30.0;2;45.0;25.0;3.0;50.0;35.0;1;35.94444444444444;2.0
61.0;59.09;488.99;53.57;52.09;67.41;0;8;62.59;38.214285714285715;40.0;2;45.0;30.0;0.0;40.0;35.0;0;37.05555555555556;2.0
82.45;57.93;463.75;53.43;77.14;54.77;0;9;48.26;36.42857142857143;35.0;2;45.0;25.0;3.0;45.0;40.0;1;7.555555555555555;1.0
77.58;57.93;467.14;48.33;54.9;54.77;0;9;56.7;34.55357142857143;27.5;2;50.0;21.25;7.0;45.0;40.0;2;22.055555555555557;1.0
82.45;57.93;477.39;50.94;59.64;58.93;0;7;65.94;35.714285714285715;35.0;2;35.0;30.0;0.0;45.0;40.0;0;33.583333333333336;2.0
70.26;54.59;462.1;55.56;45.94;59.3;0;8;61.03;37.32142857142857;30.0;2;45.0;32.5;0.0;45.0;40.0;0;32.02777777777778;2.0
70.11;64.33;481.88;58.27;54.9;63.55;0;8;56.64;38.92857142857143;40.0;2;45.0;30.0;0.0;45.0;35.0;0;35.5;2.0
70.11;62.0;454.68;58.27;54.9;56.82;0;20;52.45;37.857142857142854;30.0;2;45.0;35.0;0.0;45.0;45.0;0;33.111111111666666;2.0
67.01;59.89;464.09;58.27;74.73;58.93;0;8;50.47;38.92857142857143;35.0;2;45.0;35.0;0.0;45.0;40.0;0;34.166666666666664;2.0
70.26;54.59;461.35;60.41;67.51;57.16;0;10;61.03;33.92857142928572;30.0;2;45.0;16.66666667;3.0;45.0;40.0;1;20.735294118235295;1.0
67.01;59.89;474.19;53.43;50.86;54.77;0;8;58.8;34.642857142857146;30.0;2;35.0;30.0;0.0;40.0;45.0;0;36.0;2.0
77.8;60.27;499.93;55.56;83.41;61.56;0;19;52.45;38.57142857142857;35.0;2;40.0;40.0;0.0;40.0;40.0;0;41.44444444444444;3.0
77.58;67.0;507.62;55.86;69.92;58.93;0;8;63.4;33.07142857142857;30.0;2;30.0;35.0;0.0;39.0;35.0;0;38.27777777777778;2.0
70.26;56.4;466.51;57.99;69.92;49.05;1;8;54.54;33.57142857142857;30.0;2;30.0;30.0;0.0;40.0;45.0;0;31.708333333333332;2.0
70.11;54.3;465.4;53.43;52.09;52.77;0;20;58.8;33.214285714285715;30.0;2;30.0;30.0;0.0;40.0;45.0;0;31.694444444444443;2.0
70.26;56.4;472.77;65.37;65.1;59.3;0;6;52.45;39.285714285714285;35.0;2;35.0;45.0;0.0;40.0;45.0;0;38.888888888888886;2.0
62.84;62.83;509.68;56.34;81.77;68.0;0;18;71.24;36.785714285714285;35.0;2;35.0;35.0;0.0;40.0;40.0;0;28.333333333333332;1.0
74.12;51.89;467.77;60.0;53.32;57.49;1;6;57.88;33.57142857142857;30.0;2;30.0;30.0;0.0;40.0;45.0;0;35.72222222222222;2.0
70.26;56.4;487.71;57.99;83.41;57.16;0;19;63.42;36.07142857142857;35.0;2;35.0;30.0;0.0;40.0;45.0;0;35.333333333333336;2.0
70.26;60.27;468.45;57.99;67.51;53.07;0;18;56.64;33.035714285714285;30.0;2;32.5;30.0;0.0;35.0;45.0;0;35.888888888888886;2.0
64.16;62.0;471.06;55.86;58.06;58.93;0;16;56.64;34.285714285714285;30.0;2;35.0;30.0;0.0;40.0;40.0;0;33.0;2.0
64.24;58.28;485.75;60.41;77.14;59.3;0;18;63.4;34.642857142857146;30.0;2;35.0;30.0;0.0;40.0;45.0;0;35.138888888888886;2.0
70.11;57.93;474.1;63.1;69.92;56.82;0;7;58.8;38.57142857142857;40.0;2;40.0;35.0;0.0;40.0;35.0;0;33.77777777777778;2.0
67.01;54.3;441.96;63.1;56.48;56.82;0;20;52.45;37.142857142857146;35.0;2;40.0;35.0;0.0;40.0;35.0;0;32.333333333333336;2.0
70.11;62.0;476.94;55.86;74.73;50.78;0;18;50.37;39.642857142857146;40.0;2;35.0;40.0;0.0;40.0;45.0;0;40.166666666666664;3.0
70.26;62.42;480.17;53.11;49.63;63.98;0;7;54.54;36.07142857142857;35.0;2;30.0;35.0;0.0;40.0;45.0;0;37.5;2.0
61.49;62.0;478.04;65.6;62.69;58.93;1;6;54.54;38.92857142857143;40.0;2;30.0;40.0;0.0;40.0;50.0;0;43.05555555555556;3.0
67.19;57.04;453.99;63.27;50.37;59.08;0;6;55.4;33.92857142857143;35.0;2;35.0;25.0;3.0;40.0;40.0;1;31.13888888888889;2.0
88.88;56.08;492.45;58.27;53.32;54.77;0;10;61.03;37.5;35.0;2;45.0;30.0;0.0;40.0;35.0;0;35.72222222222222;2.0
95.93;59.25;484.24;46.84;44.74;49.87;0;10;53.22;32.5;40.0;2;30.0;25.0;3.0;35.0;30.0;1;18.52777777777778;1.0
73.76;62.42;477.22;65.37;47.17;61.56;0;20;52.45;41.07142857142857;45.0;2;45.0;35.0;0.0;40.0;40.0;0;12.272727272727273;1.0
46.62;56.08;418.33;53.43;52.09;48.79;0;10;54.54;29.821428570714286;30.0;1;27.5;23.33333333;6.0;35.0;40.0;2;23.333333333333332;1.0
77.8;62.42;490.98;53.11;61.22;47.0;0;9;61.03;36.785714285714285;40.0;2;40.0;30.0;0.0;35.0;35.0;0;35.0;2.0
61.53;62.42;479.09;65.37;67.51;57.16;0;18;52.45;36.607142857142854;40.0;2;45.0;27.5;3.0;30.0;45.0;1;32.27777777777778;2.0
70.11;59.89;460.78;55.86;56.48;50.78;0;9;54.54;36.339285714285715;35.0;2;45.0;26.25;3.0;40.0;35.0;1;28.13888888888889;1.0
73.76;64.8;470.65;60.41;50.86;51.06;0;8;56.64;39.285714285714285;35.0;2;45.0;35.0;0.0;45.0;40.0;0;34.5;2.0
70.26;62.42;469.52;57.99;67.51;51.06;0;20;58.8;38.57142857142857;40.0;2;45.0;30.0;0.0;40.0;45.0;0;31.86111111111111;2.0
74.56;57.04;458.77;58.4;47.79;56.75;0;15;57.65;37.67857142857143;35.0;2;45.0;32.5;0.0;40.0;35.0;0;32.33333333388889;2.0
67.01;64.33;490.84;63.1;74.73;52.77;0;7;58.84;39.642857142857146;40.0;2;45.0;30.0;0.0;40.0;50.0;0;35.22222222222222;2.0
67.01;62.0;469.75;55.86;48.4;56.82;0;5;56.64;36.607142857142854;35.0;2;45.0;27.5;3.0;40.0;35.0;1;34.666666666666664;2.0
70.26;52.83;461.8;55.56;61.22;57.16;0;11;52.45;32.05357142928572;30.0;2;45.0;21.66666667;4.0;40.0;40.0;2;2.8125;1.0
70.11;67.0;470.02;55.86;74.73;69.2;0;7;58.84;36.25;35.0;2;40.0;27.5;3.0;40.0;40.0;1;32.99999999944444;2.0
70.11;67.0;504.01;60.67;69.92;56.82;0;12;50.37;38.57142857142857;35.0;2;45.0;35.0;0.0;40.0;40.0;0;35.0;2.0
67.01;56.08;457.44;58.27;50.86;58.93;0;10;56.64;30.714285715;27.5;1;25.0;26.66666667;10.0;40.0;45.0;3;20.194444444444443;1.0
67.01;54.3;501.71;53.43;79.55;63.55;0;10;54.54;37.67857142857143;40.0;2;45.0;27.5;3.0;35.0;40.0;1;34.333333333333336;2.0
55.8;54.05;465.32;63.43;51.56;68.0;0;20;57.14;21.225000000714285;19.75;1;18.8;20.66666667;12.0;30.0;20.0;5;15.0;1.0
64.24;62.42;463.19;55.56;65.1;53.07;0;10;56.64;42.5;40.0;2;45.0;40.0;0.0;45.0;45.0;0;43.0;3.0
67.13;67.52;468.11;50.58;72.32;55.09;0;11;58.8;35.714285714285715;35.0;2;40.0;30.0;0.0;35.0;45.0;0;30.416666666666668;2.0
67.01;59.89;454.29;55.86;62.69;50.78;1;5;56.64;33.57142857142857;30.0;2;30.0;30.0;0.0;40.0;45.0;0;37.833333333333336;2.0
56.43;52.83;444.52;67.99;65.1;47.0;0;11;52.45;36.607142857142854;35.0;2;45.0;27.5;3.0;40.0;40.0;1;36.111111111111114;2.0
64.24;49.37;463.46;57.99;74.73;57.16;1;20;54.54;34.642857143571426;30.0;2;40.0;26.66666667;3.0;45.0;40.0;1;38.666666666666664;2.0
65.16;54.01;442.98;61.41;67.6;55.99;0;8;57.32;33.75;30.0;2;35.0;27.5;3.0;40.0;45.0;1;22.124999999444444;1.0
64.16;54.3;454.11;60.67;52.09;46.76;0;11;54.54;33.017857142857146;27.5;2;45.0;25.75;7.0;35.0;30.0;2;32.111111111111114;2.0
61.53;60.27;474.39;55.56;59.64;53.07;0;9;56.64;32.857142857142854;30.0;2;30.0;30.0;0.0;40.0;35.0;0;33.55555555555556;2.0
73.76;56.4;476.36;45.15;69.92;55.09;1;11;63.4;38.57142857142857;35.0;2;45.0;30.0;0.0;45.0;40.0;0;37.27777777777778;2.0
64.24;62.42;472.04;53.11;83.41;66.64;0;20;56.64;35.00000000071429;30.0;2;45.0;26.66666667;3.0;40.0;40.0;1;24.194444443888887;1.0
73.76;62.42;451.88;53.11;67.51;55.09;0;20;50.47;36.785714285714285;35.0;2;40.0;30.0;0.0;40.0;45.0;0;31.47222222222222;2.0
67.13;56.4;459.42;55.56;62.69;57.16;0;8;54.6;36.607142857142854;40.0;2;35.0;27.5;3.0;40.0;40.0;1;36.333333333333336;2.0
67.13;52.83;484.24;55.56;79.55;61.56;0;10;48.26;33.392857142857146;25.0;2;40.0;27.5;7.0;45.0;35.0;2;37.166666666666664;2.0
64.24;58.28;471.63;53.11;88.94;63.98;0;20;61.03;29.642857142142855;25.0;1;30.0;23.33333333;7.0;45.0;30.0;2;25.388888888833335;1.0
63.73;64.78;480.95;59.61;67.6;57.84;0;12;56.57;42.857142857142854;45.0;2;45.0;45.0;0.0;40.0;35.0;0;34.52777777777778;2.0
68.11;55.74;466.32;48.62;62.69;55.46;0;20;56.52;34.642857142857146;27.5;2;40.0;35.0;4.0;40.0;40.0;1;35.94444444444444;2.0
62.48;53.73;451.57;66.01;44.92;53.65;0;11;58.49;35.714285714285715;30.0;2;40.0;35.0;0.0;40.0;40.0;0;38.55555555555556;2.0
65.27;48.74;445.05;53.74;46.35;57.54;0;12;52.61;42.5;40.0;2;45.0;45.0;0.0;45.0;40.0;0;37.72222222222222;2.0
59.93;59.76;474.32;58.78;59.9;59.74;0;20;54.57;33.857142857142854;23.5;2;40.0;35.0;4.0;45.0;30.0;1;8.166666666666666;1.0
73.57;56.08;438.17;53.43;67.51;50.78;0;4;54.54;33.42857142857143;27.0;2;35.0;35.0;4.0;40.0;35.0;1;36.94444444444444;2.0
65.19;57.48;450.47;53.06;54.64;43.87;1;18;62.84;36.07142857142857;35.0;2;35.0;35.0;0.0;45.0;30.0;0;26.866666666666667;1.0
67.13;49.37;441.23;57.99;49.63;55.09;0;20;54.54;29.900000000000002;24.75;1;40.0;18.2;7.0;40.0;30.0;2;7.0;1.0
62.48;53.73;460.16;53.06;58.59;55.63;0;10;54.57;34.285714285714285;27.5;2;40.0;30.0;4.0;45.0;35.0;1;34.75;2.0
69.99;54.01;437.21;56.51;49.65;45.64;0;20;53.22;38.214285714285715;35.0;2;45.0;35.0;0.0;40.0;30.0;0;35.083333333333336;2.0
64.24;54.59;438.08;60.41;54.9;49.05;0;20;54.6;29.978571429285715;21.8;1;45.0;26.66666667;8.0;30.0;30.0;3;13.666666666666666;1.0
60.49;55.7;465.88;64.0;62.69;58.09;0;10;57.32;37.5;30.0;2;50.0;35.0;0.0;40.0;40.0;0;25.52777777777778;1.0
68.11;59.76;448.03;58.78;59.9;51.5;0;20;44.17;35.357142857142854;30.0;2;40.0;35.0;0.0;40.0;35.0;0;34.333333333333336;2.0
67.01;64.33;483.17;58.27;83.41;69.2;1;20;52.45;38.214285714285715;40.0;2;40.0;35.0;0.0;40.0;40.0;0;32.22222222222222;2.0
70.11;50.85;439.26;58.27;45.94;42.51;1;11;46.1;38.035714285714285;30.0;2;45.0;40.0;0.0;45.0;35.0;0;32.22222222222222;2.0
72.55;65.59;490.42;72.97;83.41;62.54;0;7;51.21;43.214285714285715;40.0;2;50.0;40.0;0.0;45.0;45.0;0;41.05555555555556;3.0
67.13;51.1;447.38;60.41;49.63;53.07;0;20;52.45;32.67857142857143;25.0;2;40.0;27.5;7.0;40.0;40.0;2;14.777777777777779;1.0
63.76;67.3;451.43;52.72;46.06;55.27;0;21;55.65;38.57142857142857;30.0;2;50.0;35.0;0.0;45.0;40.0;0;27.000000000555556;1.0
62.56;53.91;459.61;58.78;62.69;59.74;0;20;62.84;36.07142857142857;30.0;2;45.0;30.0;0.0;40.0;40.0;0;33.77777777777778;2.0
61.53;60.27;453.64;53.11;53.32;55.09;0;8;61.03;38.92857142857143;30.0;2;45.0;40.0;0.0;45.0;45.0;0;34.611111111111114;2.0
77.58;56.08;430.18;50.94;48.4;48.79;0;20;54.6;27.64285714357143;14.0;1;45.0;13.66666667;7.0;40.0;40.0;2;5.0;1.0
61.49;56.08;459.35;60.67;54.9;54.77;0;20;50.37;36.07142857142857;30.0;2;45.0;30.0;0.0;40.0;40.0;0;31.25;2.0
70.11;62.0;439.5;50.94;59.64;48.79;0;7;58.8;37.142857142857146;30.0;2;45.0;35.0;0.0;45.0;35.0;0;32.72222222222222;2.0
60.48;52.46;460.16;61.03;62.81;51.89;0;20;61.16;40.357142857142854;35.0;2;45.0;40.0;0.0;45.0;45.0;0;32.888888888888886;2.0
59.86;55.55;455.67;53.06;46.35;62.19;0;20;62.61;36.07142857142857;30.0;2;45.0;35.0;0.0;40.0;35.0;0;30.527777778333334;2.0
77.8;58.28;440.57;50.58;48.4;47.0;0;10;48.26;40.357142857142854;35.0;2;45.0;40.0;0.0;45.0;45.0;0;35.22222222222222;2.0
77.8;47.62;449.45;45.15;61.22;57.16;0;7;54.54;30.785714286428572;30.0;2;30.0;23.66666667;3.0;40.0;35.0;1;11.222222222222221;1.0
71.12;53.91;407.27;58.78;43.48;55.46;0;8;54.57;36.42857142857143;35.0;2;40.0;30.0;0.0;40.0;40.0;0;22.125;1.0
62.48;55.55;439.9;55.56;54.64;39.49;1;18;64.83;36.785714285714285;30.0;2;45.0;30.0;0.0;45.0;40.0;0;28.5;1.0
58.3;55.14;461.02;63.27;51.23;61.56;0;7;65.43;30.0;25.0;2;30.0;30.0;4.0;35.0;35.0;1;24.888888889444445;1.0
62.56;53.91;440.57;58.78;59.9;47.62;0;8;58.49;37.142857142857146;35.0;2;40.0;35.0;0.0;35.0;45.0;0;28.88888888888889;1.0
72.5;61.3;487.14;58.23;73.83;84.33;0;9;60.8;35.0;35.0;2;35.0;30.0;0.0;40.0;35.0;0;31.9375;2.0
54.74;53.73;459.55;63.26;47.79;47.86;0;8;62.61;42.5;40.0;2;45.0;40.0;0.0;45.0;45.0;0;40.111111111111114;3.0
62.56;50.44;428.19;63.99;47.79;55.46;0;20;48.57;16.0;6.6;1;8.2;6.0;10.0;35.0;45.0;3;1.7777777776666666;1.0
65.27;52.15;460.44;61.34;42.76;55.46;1;6;60.51;33.035714285714285;30.0;2;32.5;30.0;0.0;40.0;35.0;0;32.58333333277778;2.0
46.45;51.1;416.32;50.58;45.94;49.05;0;11;52.45;38.214285714285715;35.0;2;40.0;35.0;0.0;40.0;45.0;0;36.333333333333336;2.0
64.24;67.52;430.05;55.56;54.9;47.0;0;19;48.26;34.642857142857146;35.0;2;35.0;30.0;0.0;40.0;35.0;0;34.77777777777778;2.0
79.77;57.72;465.08;48.79;53.84;53.91;0;8;58.39;40.0;35.0;2;45.0;40.0;0.0;40.0;45.0;0;33.5;2.0
67.13;52.83;435.76;62.86;50.86;55.09;0;7;56.64;32.142857142857146;30.0;2;30.0;30.0;0.0;35.0;40.0;0;33.97222222222222;2.0
65.27;59.76;469.58;56.25;52.09;55.46;0;20;56.52;33.035714285714285;40.0;2;27.5;30.0;3.0;35.0;30.0;1;36.888888888888886;2.0
61.4;57.36;431.92;55.85;45.98;51.94;0;8;56.79;35.357142857142854;30.0;2;40.0;30.0;0.0;40.0;40.0;0;37.361111111111114;2.0
68.11;55.74;457.85;45.94;57.27;47.62;0;10;62.61;28.557142857142857;30.0;1;30.0;11.6;3.0;40.0;40.0;1;15.66666666888889;1.0
62.82;61.18;449.52;64.0;79.55;60.25;0;20;53.22;36.785714285714285;30.0;2;45.0;35.0;0.0;40.0;35.0;0;40.0;2.0
58.94;50.85;442.66;58.27;59.64;48.79;0;9;56.64;36.785714285714285;35.0;2;35.0;35.0;0.0;40.0;45.0;0;33.02777777777778;2.0
82.16;51.98;448.93;45.3;69.92;64.77;1;8;64.83;34.285714285714285;30.0;2;40.0;30.0;0.0;35.0;40.0;0;33.388888888888886;2.0
74.32;53.36;459.19;58.4;66.91;56.75;0;10;51.14;43.214285714285715;40.0;2;50.0;40.0;0.0;45.0;40.0;0;44.166666666666664;3.0
61.49;57.93;444.4;58.27;59.64;48.79;0;20;54.54;34.285714285714285;30.0;2;40.0;30.0;0.0;35.0;40.0;0;35.111111111111114;2.0
64.16;62.0;461.65;53.43;59.64;56.82;0;11;58.84;34.392857142857146;32.5;2;35.0;30.5;0.0;35.0;45.0;0;31.47222222222222;2.0
62.48;59.56;452.27;60.63;43.48;59.85;0;21;56.52;34.642857142857146;25.0;2;45.0;35.0;4.0;35.0;40.0;1;26.916666666666668;1.0
73.57;59.89;463.25;53.43;72.32;56.82;0;10;50.37;29.202380952142857;25.0;1;35.0;32.5;6.0;30.0;23.0;3;27.61111111111111;1.0
68.03;50.26;429.6;60.63;43.48;51.72;0;16;56.52;33.07142857214286;35.0;2;30.0;27.66666667;3.0;35.0;40.0;1;0.8181818181818182;1.0
67.01;56.08;440.54;58.27;72.32;52.77;1;21;52.45;35.42857142928572;35.0;2;40.0;23.66666667;3.0;40.0;45.0;1;0.42857142857142855;1.0
62.52;60.51;438.34;63.26;50.67;56.94;0;20;44.61;35.714285714285715;45.0;2;25.0;30.0;3.0;35.0;45.0;1;31.416666666666668;2.0
69.99;52.34;460.21;58.93;52.09;55.99;0;8;61.76;34.464285714285715;27.5;2;45.0;27.5;7.0;35.0;45.0;2;32.916666666666664;2.0
64.24;54.59;453.25;50.58;56.48;51.06;0;6;54.6;36.607142857142854;35.0;2;45.0;27.5;3.0;35.0;45.0;1;17.033333333333335;1.0
62.48;53.73;464.21;55.56;43.48;51.72;0;1;62.61;32.50000000071429;30.0;2;35.0;26.66666667;3.0;30.0;45.0;1;33.72222222222222;2.0
64.16;56.08;442.88;60.67;47.17;50.78;0;12;46.1;38.214285714285715;35.0;2;50.0;30.0;0.0;35.0;45.0;0;34.166666666666664;2.0
59.86;67.7;457.37;60.63;65.1;53.65;1;4;50.62;42.142857142857146;40.0;2;45.0;40.0;0.0;45.0;40.0;0;39.0;2.0
73.57;62.0;477.59;45.57;67.51;66.19;0;10;54.54;37.142857142857146;30.0;2;45.0;30.0;0.0;50.0;45.0;0;29.277777778333334;1.0
61.53;54.59;448.1;57.99;83.41;53.07;1;19;54.54;40.357142857142854;30.0;2;50.0;40.0;0.0;45.0;45.0;0;37.55555555555556;2.0
57.29;57.48;430.25;60.63;52.09;43.87;0;20;56.52;39.642857142857146;35.0;2;45.0;35.0;0.0;45.0;45.0;0;33.833333333333336;2.0
71.12;57.67;429.44;56.25;61.22;49.56;0;7;52.61;31.666666665714285;23.33333333;2;35.0;30.0;4.0;40.0;40.0;1;23.0;1.0
54.74;59.56;431.83;47.97;43.48;57.69;0;6;50.62;35.0;30.0;2;40.0;25.0;3.0;45.0;45.0;1;11.5;1.0
64.16;57.93;440.62;53.43;61.22;46.76;0;15;58.8;38.57142857142857;35.0;2;45.0;35.0;0.0;40.0;45.0;0;35.94444444444444;2.0
58.94;58.28;461.13;55.56;58.06;53.07;0;20;54.6;35.0;30.0;2;40.0;30.0;0.0;40.0;40.0;0;31.805555555555557;2.0
61.49;57.93;467.45;58.27;67.51;56.82;0;6;61.03;33.57142857142857;30.0;2;40.0;30.0;0.0;35.0;30.0;0;3.0;1.0
63.73;59.94;444.24;52.53;55.84;53.85;0;11;56.57;35.75;35.0;2;40.0;27.5;3.0;40.0;33.0;1;30.444444444444443;2.0
71.05;41.56;440.37;60.63;57.27;51.72;0;19;58.49;36.785714285714285;30.0;2;45.0;35.0;0.0;40.0;40.0;0;35.111111111111114;2.0
56.43;70.81;446.64;55.56;72.32;57.16;0;16;56.64;38.214285714285715;27.5;2;45.0;40.0;4.0;45.0;40.0;1;31.75;2.0
70.23;64.14;495.36;57.57;71.12;57.49;0;4;62.78;43.214285714285715;40.0;2;50.0;40.0;0.0;45.0;45.0;0;38.611111111111114;2.0
68.11;57.67;453.1;48.62;77.14;57.54;1;8;56.52;35.714285714285715;30.0;2;40.0;30.0;0.0;45.0;40.0;0;30.944444444444443;2.0
77.8;60.27;473.28;47.95;88.94;66.64;0;20;56.64;37.142857142857146;30.0;2;45.0;35.0;0.0;45.0;30.0;0;15.0;1.0
64.24;58.28;452.93;57.99;40.45;51.06;0;4;58.84;32.142857142857146;32.5;2;30.0;30.0;0.0;30.0;40.0;0;33.083333333333336;2.0
61.4;41.62;463.15;58.23;49.65;62.36;0;10;58.76;33.214285714285715;30.0;2;35.0;30.0;0.0;40.0;30.0;0;23.055555556111113;1.0
58.94;62.42;448.43;55.56;40.45;57.16;1;8;50.37;35.714285714285715;35.0;2;40.0;30.0;0.0;35.0;45.0;0;32.388888888888886;2.0
61.49;54.3;451.32;48.33;52.09;54.77;0;8;65.94;32.285714285714285;30.0;2;30.0;29.0;3.0;35.0;45.0;1;18.777777776666667;1.0
64.24;52.83;451.1;50.58;49.63;51.06;0;20;54.54;30.714285714285715;30.0;2;25.0;35.0;3.0;30.0;35.0;1;10.0;1.0
51.6;52.57;443.98;58.27;56.48;52.77;0;6;65.94;31.428571428571427;30.0;2;27.5;27.5;6.0;35.0;45.0;2;29.52777777777778;1.0
64.24;54.59;438.39;50.58;59.64;53.07;0;6;58.8;33.392857142857146;30.0;2;40.0;27.5;3.0;35.0;40.0;1;31.666666666666668;2.0
99.48;69.64;509.71;75.93;89.24;66.77;1;8;59.4;39.285714285714285;32.5;2;45.0;35.0;0.0;45.0;50.0;0;37.083333333333336;2.0
69.01;61.96;480.0;69.72;58.47;63.99;0;20;70.87;35.0;27.5;2;35.0;30.0;4.0;45.0;50.0;1;31.11111111111111;2.0
66.17;86.89;484.84;76.27;71.98;68.87;0;8;59.4;36.42857142857143;30.0;2;40.0;30.0;0.0;45.0;50.0;0;33.833333333333336;2.0
74.62;72.45;509.44;69.72;94.05;83.7;1;13;70.74;37.857142857142854;35.0;2;40.0;30.0;0.0;45.0;50.0;0;33.94444444444444;2.0
75.41;64.44;488.94;66.68;79.81;75.95;0;20;70.87;35.357142857142854;30.0;2;35.0;30.0;0.0;45.0;50.0;0;39.22222222222222;2.0
79.26;64.44;478.89;69.72;60.44;72.69;0;20;77.28;33.142857143571426;24.75;2;40.0;26.66666667;7.0;45.0;45.0;2;30.47222222222222;2.0
69.01;78.83;505.79;69.72;88.85;72.69;0;8;67.92;29.714285714285715;18.5;1;35.0;24.0;7.0;45.0;40.0;2;13.666666666666666;1.0
66.17;78.39;507.21;76.27;71.98;78.77;0;20;65.03;35.357142857142854;30.0;2;35.0;30.0;0.0;45.0;45.0;0;36.77777777777778;2.0
68.39;63.93;477.23;76.27;75.1;71.9;0;15;62.11;36.07142857142857;30.0;2;40.0;30.0;0.0;45.0;45.0;0;30.805555555555557;2.0
78.36;66.99;535.95;69.72;69.93;95.26;0;8;73.83;37.5;30.0;2;40.0;35.0;0.0;45.0;50.0;0;29.61111111111111;1.0
71.35;71.97;478.36;66.93;58.01;65.98;0;16;77.1;39.285714285714285;35.0;2;40.0;35.0;0.0;45.0;50.0;0;37.111111111111114;2.0
66.17;82.67;516.49;69.72;58.01;79.57;0;8;65.03;32.92857142928572;24.0;2;35.0;26.66666667;7.0;45.0;50.0;2;13.333333333333334;1.0
79.26;71.97;476.83;66.93;68.41;65.98;0;8;67.92;33.07142857142857;22.0;2;35.0;30.0;4.0;45.0;45.0;1;31.0;2.0
