CON_MAT_ICFES;QUIMICA_ICFES;PG_ICFES;FISICA_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;LOCALIDAD;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIF;EPA_UNO;NOTA_PROGB;NOTA_FIS_UNO;NCP_UNO;NOTA_TEXTOS;NOTA_CFJC;NAP_UNO;PROMEDIO_TRES;RENDIMIENTO_TRES
66.0;54.0;396.0;63.0;59.0;58.0;0;10;52.0;29.928571428571427;15.0;1;33.0;32.0;4.0;39.0;44.0;1;12.666666666666666;1.0
65.0;56.0;399.0;62.0;56.0;60.0;0;1;52.0;38.785714285714285;35.0;2;43.0;40.0;0.0;36.0;39.0;0;35.47222222222222;2.0
66.0;58.0;406.0;61.0;77.0;57.0;1;5;50.0;30.5;22.0;2;37.0;26.0;7.0;37.0;43.0;2;13.333333333333334;1.0
51.0;63.0;415.0;65.0;43.0;58.0;0;9;57.0;36.07142857142857;33.0;2;37.0;30.0;0.0;44.0;44.0;0;33.77777777777778;2.0
60.0;55.0;410.0;63.0;74.0;76.0;0;20;54.0;35.0;27.5;2;36.0;37.0;4.0;39.0;41.0;1;11.0;1.0
60.0;55.0;406.0;59.0;68.0;59.0;1;11;63.0;39.642857142857146;30.0;2;47.0;41.0;0.0;44.0;44.0;0;37.47222222222222;2.0
64.0;52.0;399.0;59.0;52.0;55.0;0;11;54.0;27.476190477142858;23.66666667;1;26.66666667;23.33333333;10.0;32.0;44.0;3;12.666666666666666;1.0
75.0;65.0;428.0;62.0;83.0;57.0;0;18;56.0;40.785714285714285;40.0;2;45.0;34.0;0.0;41.0;50.0;0;35.916666666666664;2.0
62.0;60.0;422.0;59.0;59.0;60.0;0;8;61.0;38.857142857142854;33.0;2;42.0;36.0;0.0;46.0;44.0;0;36.5;2.0
64.0;55.0;405.0;63.0;49.0;59.0;0;16;58.0;26.845238093571428;22.33333333;1;27.5;17.33333333;10.0;34.0;42.0;3;10.0;1.0
63.0;63.0;381.0;52.0;41.0;59.0;0;10;54.0;33.857142857142854;27.0;2;36.0;31.0;4.0;40.0;43.0;1;36.75000000055556;2.0
68.0;49.0;365.0;49.0;43.0;55.0;1;15;59.0;33.92857142857143;35.0;2;33.0;28.0;3.0;36.0;43.0;1;10.666666666666666;1.0
63.0;59.0;419.0;49.0;55.0;59.0;0;20;58.0;41.285714285714285;38.0;2;46.0;40.0;0.0;41.0;44.0;0;41.27777777777778;3.0
86.0;47.0;382.0;51.0;53.0;48.0;1;18;54.0;35.964285714285715;36.0;2;39.0;28.5;3.0;36.0;44.0;1;21.166666667333335;1.0
99.0;72.0;508.0;87.0;88.0;68.0;0;20;61.0;38.357142857142854;38.0;2;45.0;41.0;1.0;40.0;8.0;1;16.933333333333334;1.0
91.0;62.0;475.0;72.0;59.0;58.0;0;10;61.0;40.785714285714285;42.0;2;39.0;40.0;0.0;38.0;44.0;0;43.888888888888886;3.0
81.0;66.0;466.0;77.0;77.0;64.0;0;8;67.0;30.535714285714285;27.5;1;31.0;26.5;8.0;40.0;42.0;3;9.333333333333334;1.0
97.0;60.0;467.0;64.0;83.0;63.0;0;3;71.0;37.642857142857146;34.0;2;45.0;31.0;0.0;39.0;45.0;0;33.861111111111114;2.0
97.0;64.0;463.0;60.0;70.0;64.0;0;10;57.0;30.30952380857143;13.33333333;2;36.0;33.0;4.0;42.0;46.0;1;2.5;1.0
81.0;65.0;456.0;69.0;77.0;56.0;0;7;70.0;36.107142857142854;40.0;2;40.0;32.0;1.0;35.0;26.5;1;36.611111111111114;2.0
85.0;59.0;449.0;73.0;57.0;64.0;0;8;57.0;28.714285714285715;15.0;1;33.0;34.0;4.0;36.0;35.0;1;2.0;1.0
91.0;64.0;460.0;57.0;68.0;59.0;0;20;64.0;41.714285714285715;35.0;2;44.0;43.0;0.0;50.0;46.0;0;41.166666666666664;3.0
74.0;70.0;473.0;67.0;89.0;73.0;0;8;64.0;36.642857142857146;30.0;2;34.0;41.0;0.0;44.0;44.0;0;36.55555555555556;2.0
96.0;59.0;441.0;62.0;65.0;59.0;0;10;53.0;38.5;32.0;2;38.0;39.0;0.0;44.0;45.0;0;40.22222222222222;3.0
91.0;73.0;444.0;65.0;75.0;52.0;1;18;53.0;37.5;39.0;2;32.0;35.0;0.0;44.0;47.0;0;37.333333333333336;2.0
90.0;58.0;452.0;61.0;63.0;72.0;0;20;61.0;38.714285714285715;33.0;2;39.0;40.0;0.0;42.0;47.0;0;39.0;2.0
84.0;61.0;445.0;66.0;96.0;63.0;0;20;63.0;35.57142857142857;38.0;2;32.0;33.0;0.0;39.0;38.0;0;29.611111111666666;1.0
76.0;64.0;462.0;65.0;61.0;71.0;0;8;63.0;38.642857142857146;33.0;2;42.0;38.0;0.0;41.0;45.0;0;38.22222222222222;2.0
77.0;61.0;438.0;73.0;80.0;59.0;0;9;52.0;39.785714285714285;31.0;2;39.0;43.0;0.0;46.0;48.0;0;36.55555555555556;2.0
69.0;62.0;462.0;68.0;66.0;68.0;0;20;58.0;36.857142857142854;32.0;2;43.0;33.0;0.0;41.0;45.0;0;32.416666666666664;2.0
81.0;57.0;448.0;67.0;65.0;69.0;0;16;55.0;33.357142857142854;30.0;2;34.0;34.0;0.0;36.0;37.0;0;13.166666666666666;1.0
85.0;63.0;454.0;55.0;48.0;69.0;0;8;67.0;34.785714285714285;30.0;2;35.0;36.0;0.0;39.0;36.0;0;39.333333333333336;2.0
85.0;59.0;443.0;60.0;59.0;61.0;0;4;61.0;38.785714285714285;30.0;2;45.0;41.0;0.0;41.0;45.0;0;37.388888888888886;2.0
80.0;66.0;447.0;62.0;61.0;59.0;0;5;63.0;37.5;35.0;2;40.0;33.0;0.0;39.0;41.0;0;30.97222222222222;2.0
90.0;73.0;438.0;57.0;83.0;57.0;0;12;58.0;37.714285714285715;34.0;2;38.0;36.0;0.0;46.0;41.0;0;32.80555555555556;2.0
90.0;58.0;424.0;64.0;52.0;58.0;0;11;53.0;36.92857142857143;35.0;2;33.0;39.0;0.0;38.0;39.0;0;33.916666666666664;2.0
74.0;82.0;457.0;62.0;53.0;71.0;0;20;55.0;33.785714285714285;32.0;2;35.0;30.0;0.0;37.0;37.0;0;32.5;2.0
77.0;60.0;438.0;66.0;83.0;68.0;0;10;64.0;35.357142857142854;32.0;2;32.0;35.0;0.0;43.0;45.0;0;38.611111111111114;2.0
81.0;59.0;446.0;65.0;80.0;64.0;0;8;55.0;35.42857142857143;32.0;2;41.0;30.0;0.0;38.0;41.0;0;32.22222222222222;2.0
90.0;61.0;410.0;65.0;45.0;53.0;0;20;53.0;34.42857142928572;35.0;2;30.0;27.66666667;3.0;40.0;44.0;1;22.444444444444443;1.0
77.0;61.0;441.0;65.0;75.0;62.0;0;13;61.0;36.42857142857143;30.0;2;37.0;35.0;0.0;47.0;46.0;0;36.22222222222222;2.0
85.0;55.0;416.0;70.0;59.0;54.0;1;20;50.0;36.0;33.0;2;44.0;27.0;3.0;40.0;45.0;1;34.30555555555556;2.0
76.0;66.0;449.0;60.0;83.0;73.0;0;20;63.0;39.714285714285715;37.0;2;43.0;39.0;0.0;40.0;42.0;0;38.72222222222222;2.0
77.0;55.0;446.0;61.0;94.0;77.0;0;10;64.0;37.92857142857143;31.0;2;41.0;39.0;0.0;38.0;44.0;0;32.80555555555556;2.0
80.0;55.0;432.0;65.0;63.0;59.0;0;3;52.0;37.357142857142854;31.0;2;40.0;37.0;0.0;44.0;45.0;0;38.638888888888886;2.0
73.0;67.0;436.0;67.0;75.0;64.0;0;11;55.0;37.785714285714285;32.0;2;37.0;40.0;0.0;45.0;42.0;0;37.416666666666664;2.0
80.0;61.0;442.0;55.0;63.0;73.0;0;18;68.0;32.52380952285714;26.33333333;2;27.0;36.0;7.0;42.0;41.0;2;20.166666666666668;1.0
85.0;59.0;424.0;65.0;52.0;57.0;0;7;48.0;33.785714285714285;27.5;2;30.0;37.0;4.0;42.0;47.0;1;13.666666666666666;1.0
77.0;54.0;426.0;67.0;50.0;61.0;1;18;59.0;38.357142857142854;33.0;2;48.0;33.0;0.0;40.0;43.0;0;17.944444444444443;1.0
77.0;56.0;431.0;64.0;77.0;52.0;1;10;57.0;35.5;35.0;2;33.0;35.0;0.0;38.0;41.0;0;37.55555555555556;2.0
74.0;60.0;438.0;66.0;57.0;68.0;0;20;55.0;39.285714285714285;35.0;2;36.0;42.0;0.0;46.0;46.0;0;34.94444444444444;2.0
70.0;62.0;438.0;66.0;75.0;58.0;0;19;61.0;38.214285714285715;32.0;2;38.0;37.0;0.0;45.0;45.0;0;35.27777777777778;2.0
80.0;64.0;426.0;62.0;48.0;59.0;0;11;54.0;39.42857142857143;37.0;2;39.0;35.0;0.0;46.0;46.0;0;27.333333333888888;1.0
77.0;73.0;427.0;65.0;57.0;59.0;0;6;48.0;35.42857142857143;27.0;2;42.0;35.0;4.0;39.0;47.0;1;35.02777777777778;2.0
80.0;65.0;437.0;59.0;58.0;60.0;0;10;56.0;35.142857142857146;30.5;2;37.0;33.0;0.0;40.0;42.0;0;33.5;2.0
68.0;59.0;444.0;62.0;63.0;59.0;1;9;68.0;39.92857142857143;45.0;2;38.0;35.0;0.0;38.0;38.0;0;34.97222222222222;2.0
64.0;57.0;432.0;73.0;50.0;69.0;0;9;57.0;33.92857142857143;26.5;2;30.0;32.0;4.0;46.0;49.0;1;34.94444444444444;2.0
67.0;63.0;440.0;65.0;57.0;61.0;0;20;67.0;36.57142857142857;37.0;2;32.0;33.0;0.0;43.0;46.0;0;30.444444444444443;2.0
70.0;61.0;430.0;67.0;60.0;67.0;0;8;55.0;35.857142857142854;32.0;2;35.0;33.0;0.0;47.0;41.0;0;34.638888888888886;2.0
64.0;61.0;422.0;74.0;68.0;59.0;1;11;57.0;36.0;30.0;2;36.0;39.0;0.0;41.0;44.0;0;39.44444444444444;2.0
85.0;51.0;433.0;57.0;60.0;64.0;0;16;57.0;38.142857142857146;35.0;2;38.0;34.0;0.0;46.0;40.0;0;32.111111111111114;2.0
55.0;64.0;453.0;65.0;72.0;59.0;0;11;65.0;38.42857142857143;34.0;2;38.0;36.0;0.0;44.0;47.0;0;15.0;1.0
77.0;55.0;417.0;62.0;56.0;54.0;0;1;64.0;35.92857142857143;30.0;2;39.0;32.0;0.0;42.0;47.0;0;35.25;2.0
76.0;62.0;437.0;59.0;65.0;63.0;0;20;60.0;38.42857142857143;34.0;2;38.0;36.0;0.0;46.0;44.0;0;39.388888888888886;2.0
56.0;61.0;436.0;67.0;53.0;59.0;0;20;74.0;34.285714285714285;32.0;2;33.0;30.0;0.0;38.0;40.0;0;33.02777777777778;2.0
77.0;66.0;421.0;62.0;48.0;64.0;0;7;57.0;34.464285714285715;31.0;2;36.0;30.5;0.0;40.0;39.0;0;33.05555555555556;2.0
73.0;62.0;432.0;61.0;72.0;63.0;0;5;57.0;27.630952380714284;24.0;1;32.0;29.0;9.0;37.0;15.33333333;4;31.72222222222222;2.0
77.0;69.0;439.0;55.0;56.0;56.0;1;7;61.0;36.57142857142857;35.0;2;40.0;30.0;0.0;39.0;40.0;0;22.266666666666666;1.0
70.0;58.0;440.0;64.0;55.0;66.0;0;15;50.0;34.75;32.0;2;36.0;31.5;0.0;37.0;36.0;0;35.666666666666664;2.0
74.0;55.0;427.0;64.0;52.0;61.0;0;19;55.0;40.0;35.0;2;43.0;40.0;0.0;45.0;42.0;0;32.416666666666664;2.0
70.0;55.0;429.0;60.0;72.0;55.0;0;20;67.0;39.714285714285715;30.0;2;47.0;39.0;0.0;48.0;48.0;0;36.111111111111114;2.0
67.0;65.0;436.0;64.0;68.0;68.0;0;20;55.0;38.357142857142854;34.0;2;32.0;39.0;0.0;47.0;49.0;0;23.0;1.0
64.0;63.0;419.0;70.0;65.0;55.0;1;10;61.0;40.42857142857143;37.0;2;44.0;38.0;0.0;44.0;48.0;0;36.611111111111114;2.0
77.0;57.0;406.0;65.0;60.0;54.0;1;4;55.0;37.357142857142854;34.0;2;42.0;30.0;0.0;44.0;45.0;0;34.166666666666664;2.0
77.0;61.0;406.0;65.0;77.0;53.0;0;8;55.0;31.976190475714287;30.0;2;41.0;25.33333333;4.0;39.0;16.66666667;2;32.416666666666664;2.0
77.0;54.0;419.0;62.0;56.0;64.0;0;1;57.0;35.357142857142854;33.0;2;35.0;33.0;0.0;38.0;39.0;0;34.861111111111114;2.0
68.0;52.0;410.0;67.0;65.0;54.0;0;10;65.0;35.642857142857146;33.0;2;37.0;31.0;0.0;38.0;39.0;0;35.5;2.0
77.0;70.0;429.0;53.0;59.0;59.0;0;11;67.0;40.92857142857143;42.0;2;38.0;41.0;0.0;41.0;39.0;0;41.611111111111114;3.0
74.0;55.0;416.0;65.0;56.0;64.0;0;6;52.0;35.57142857142857;31.0;2;41.0;34.0;0.0;36.0;44.0;0;35.44444444444444;2.0
73.0;62.0;421.0;61.0;72.0;56.0;0;19;62.0;35.142857142857146;30.0;2;37.0;30.0;0.0;45.0;43.0;0;32.94444444444444;2.0
72.0;49.0;422.0;62.0;58.0;53.0;0;9;58.0;32.83333333428571;25.66666667;2;30.0;36.0;4.0;39.0;44.0;1;12.166666666666666;1.0
65.0;65.0;427.0;57.0;72.0;63.0;1;15;68.0;40.214285714285715;40.0;2;38.0;41.0;0.0;39.0;40.0;0;37.611111111111114;2.0
45.43;43.56;365.58;55.16;48.65;50.99;0;8;57.88;31.392857142857142;31.0;2;31.0;16.5;3.0;46.0;46.0;1;5.333333333333333;1.0
60.6;59.53;409.78;54.57;60.9;57.8;0;1;50.31;41.214285714285715;37.0;2;40.0;43.0;0.0;44.0;47.0;0;30.277777778333334;2.0
67.0;55.0;380.0;50.0;51.0;52.0;0;20;52.0;31.178571428571427;25.0;2;33.0;27.5;7.0;38.0;40.0;2;14.0;1.0
62.82;48.97;371.53;54.12;0.0;45.64;1;6;55.25;40.214285714285715;35.0;2;48.0;43.0;0.0;40.0;35.0;0;39.94444444444444;2.0
46.0;47.0;361.0;46.0;48.0;48.0;0;10;52.0;35.142857142857146;34.0;2;33.0;24.0;3.0;46.0;47.0;1;14.666666666666666;1.0
73.0;53.0;419.0;59.0;72.0;65.0;0;11;59.0;26.75;15.0;1;30.0;23.5;7.0;41.0;40.0;2;3.0;1.0
81.0;51.0;409.0;53.0;68.0;57.0;0;20;67.0;32.357142857142854;30.0;2;33.0;28.0;3.0;36.0;38.0;1;34.55555555555556;2.0
78.0;62.0;480.0;90.0;57.0;56.0;0;7;63.0;35.57142857142857;28.5;2;47.0;32.0;4.0;39.0;36.0;1;35.0;2.0
74.79;83.24;477.01;67.16;68.41;73.09;0;16;58.33;41.57142857142857;38.0;2;45.0;44.0;0.0;40.0;38.0;0;34.833333333333336;2.0
73.0;62.0;456.0;74.0;60.0;57.0;0;19;67.0;38.285714285714285;35.0;2;43.0;37.0;0.0;39.0;35.0;0;38.72222222222222;2.0
73.85;71.9;456.09;76.23;79.4;66.5;0;1;54.28;36.285714285714285;34.0;2;36.0;38.0;0.0;36.0;45.0;0;32.0;2.0
78.0;58.0;439.0;74.0;43.0;54.0;0;8;60.0;26.892857142857142;22.0;1;34.0;18.0;8.0;36.0;39.0;3;13.0;1.0
73.0;57.0;450.0;62.0;55.0;67.0;0;20;70.0;31.678571428571427;28.0;2;35.0;27.5;7.0;34.0;43.0;2;21.25;1.0
78.55;59.53;421.57;69.63;61.66;53.82;0;20;58.25;36.785714285714285;37.0;2;42.0;31.0;0.0;40.0;34.0;0;13.666666666666666;1.0
73.0;60.0;451.0;64.0;55.0;61.0;0;11;57.0;36.357142857142854;36.0;2;30.0;38.0;0.0;41.0;34.0;0;37.666666666666664;2.0
73.0;67.0;440.0;60.0;80.0;62.0;0;13;75.0;36.285714285714285;30.5;2;36.0;39.0;0.0;41.0;34.0;0;35.083333333333336;2.0
77.0;64.0;427.0;72.0;51.0;68.0;0;11;46.0;33.0;26.5;2;43.0;29.0;7.0;36.0;38.0;2;33.55555555555556;2.0
91.0;60.0;437.0;50.0;51.0;62.0;1;20;60.0;37.464285714285715;29.5;2;47.0;36.0;4.0;41.0;42.0;1;36.44444444444444;2.0
70.26;58.28;429.93;62.86;52.09;59.3;0;11;63.4;32.42857142857143;24.5;2;37.0;30.0;4.0;43.0;35.0;1;8.166666666666666;1.0
74.0;59.0;426.0;67.0;53.0;59.0;0;11;55.0;34.57142857142857;30.0;2;38.0;32.0;0.0;38.0;42.0;0;21.333333333333332;1.0
78.0;52.0;411.0;66.0;89.0;52.0;1;10;57.0;38.285714285714285;30.0;2;48.0;36.0;0.0;43.0;39.0;0;36.166666666666664;2.0
76.0;55.0;436.0;55.0;50.0;63.0;0;19;63.0;42.0;36.0;2;50.0;43.0;0.0;44.0;36.0;0;27.833333333333332;1.0
76.0;62.0;437.0;52.0;75.0;69.0;0;11;68.0;32.25;26.0;2;37.0;30.5;4.0;36.0;42.0;1;35.361111111111114;2.0
65.0;54.0;439.0;55.0;65.0;59.0;0;10;78.0;34.07142857142857;30.0;2;37.0;30.0;0.0;39.0;39.0;0;34.80555555555556;2.0
64.0;60.0;442.0;61.0;53.0;63.0;0;20;57.0;36.42857142857143;36.0;2;39.0;33.0;0.0;37.0;40.0;0;31.36111111111111;2.0
68.62;58.69;397.99;70.27;58.59;47.62;0;16;54.48;36.42857142857143;37.0;2;33.0;38.0;0.0;37.0;33.0;0;28.083333333333332;1.0
73.0;56.0;418.0;60.0;77.0;54.0;0;10;63.0;33.857142857142854;30.0;2;31.0;40.0;0.0;34.0;38.0;0;12.666666666666666;1.0
62.0;67.0;430.0;65.0;59.0;64.0;0;20;54.0;26.916666665714285;22.33333333;1;32.0;25.5;8.0;35.0;10.0;3;14.333333333333334;1.0
58.0;65.0;432.0;66.0;63.0;52.0;0;7;67.0;34.142857142857146;31.0;2;37.0;30.0;0.0;38.0;36.0;0;10.0;1.0
67.0;64.0;421.0;65.0;68.0;71.0;0;20;55.0;39.142857142857146;35.0;2;39.0;39.0;0.0;46.0;43.0;0;32.97222222222222;2.0
73.0;62.0;418.0;59.0;77.0;52.0;0;16;55.0;31.357142857142858;32.0;2;26.0;30.0;3.0;40.0;30.0;1;31.444444444444443;2.0
71.0;58.0;403.0;63.0;50.0;60.0;0;18;59.0;35.82142857142857;35.0;2;37.0;34.0;0.0;35.0;32.5;0;6.0;1.0
79.0;57.0;406.0;58.0;56.0;58.0;0;16;58.0;42.0;38.0;2;46.0;40.0;0.0;46.0;40.0;0;40.611111111111114;3.0
74.0;55.0;415.0;60.0;46.0;67.0;0;20;57.0;23.892857142857142;30.0;1;8.0;9.5;6.0;43.0;36.0;2;30.0;1.0
74.0;52.0;386.0;66.0;43.0;46.0;0;18;54.0;32.90476190571429;26.66666667;2;37.0;31.0;4.0;38.0;40.0;1;34.97222222222222;2.0
73.0;52.0;409.0;60.0;48.0;59.0;0;12;57.0;35.214285714285715;37.0;2;30.0;33.0;0.0;41.0;31.0;0;29.194444443888887;1.0
84.0;71.0;396.0;55.0;52.0;56.0;1;8;47.0;31.928571428571427;28.5;2;31.0;34.0;4.0;34.0;38.0;1;13.333333333333334;1.0
75.0;56.0;419.0;56.0;42.0;66.0;0;20;54.0;32.76190476285714;22.66666667;2;46.0;30.0;4.0;37.0;36.0;1;15.333333333333334;1.0
69.0;58.0;414.0;55.0;61.0;56.0;0;10;67.0;23.892857142857142;22.0;1;23.5;23.5;12.0;38.0;26.0;5;2.4;1.0
72.0;54.0;405.0;55.0;72.0;57.0;1;11;63.0;34.214285714285715;28.0;2;43.0;31.0;4.0;34.0;43.0;1;31.166666666666668;2.0
70.0;54.0;415.0;55.0;55.0;57.0;0;8;64.0;30.964285714285715;27.5;2;32.0;28.5;7.0;37.0;35.0;2;28.194444444444443;1.0
77.8;54.59;396.05;57.99;42.76;49.05;0;19;52.54;8.285714285714286;0.0;1;12.0;6.0;14.0;18.0;26.0;6;20.0;1.0
67.0;57.0;410.0;62.0;70.0;62.0;0;20;52.0;20.5;13.0;1;35.0;13.0;11.0;29.0;22.0;5;23.0;1.0
67.0;56.0;414.0;59.0;56.0;62.0;0;8;59.0;37.5;30.0;2;48.0;37.0;0.0;32.0;42.0;0;33.30555555555556;2.0
81.0;51.0;406.0;50.0;83.0;52.0;0;9;59.0;28.928571427857143;30.0;1;30.0;15.33333333;3.0;37.0;32.0;1;9.0;1.0
60.0;58.0;410.0;63.0;50.0;58.0;0;20;63.0;32.5;32.0;2;31.0;30.0;0.0;36.0;36.0;0;30.861111111666666;2.0
73.0;54.0;406.0;57.0;57.0;59.0;0;20;59.0;35.214285714285715;34.0;2;36.0;33.0;0.0;38.0;40.0;0;26.0;1.0
76.0;51.0;400.0;57.0;52.0;59.0;0;14;58.0;34.142857142857146;27.0;2;47.0;28.0;7.0;35.0;39.0;2;34.5;2.0
61.0;61.0;410.0;60.0;65.0;54.0;0;6;61.0;37.857142857142854;30.0;2;49.0;37.0;0.0;37.0;42.0;0;33.94444444444444;2.0
67.0;65.0;412.0;57.0;48.0;63.0;0;18;52.0;31.452380951428573;25.33333333;2;31.0;32.0;4.0;36.0;44.0;1;35.888888888888886;2.0
64.0;55.0;403.0;60.0;61.0;59.0;0;19;62.0;29.999999999285713;31.0;1;30.0;22.33333333;3.0;35.0;31.0;1;8.666666666666666;1.0
81.0;56.0;389.0;52.0;65.0;50.0;0;11;48.0;38.0;37.0;2;40.0;36.0;0.0;42.0;36.0;0;33.44444444444444;2.0
61.0;58.0;404.0;60.0;52.0;54.0;0;8;67.0;34.964285714285715;33.0;2;43.0;27.5;3.0;35.0;36.0;1;31.0;2.0
55.0;55.0;427.0;57.0;70.0;61.0;1;10;67.0;40.142857142857146;41.0;2;45.0;31.0;0.0;42.0;43.0;0;35.72222222222222;2.0
73.0;62.0;404.0;55.0;51.0;58.0;0;16;53.0;28.35714285642857;31.0;1;34.0;24.33333333;5.0;14.0;37.0;2;12.333333333333334;1.0
67.0;57.0;411.0;57.0;60.0;69.0;0;3;52.0;25.785714285714285;15.0;1;31.0;19.0;7.0;39.0;39.0;2;22.0;1.0
67.0;56.0;402.0;59.0;57.0;63.0;0;20;52.0;30.464285714285715;30.0;2;31.0;26.5;3.0;33.0;31.0;1;7.166666666666667;1.0
77.0;56.0;384.0;59.0;77.0;48.0;0;6;50.0;37.285714285714285;34.0;2;42.0;36.0;0.0;40.0;30.0;0;34.416666666666664;2.0
69.0;62.0;402.0;55.0;42.0;54.0;0;2;63.0;37.5;31.0;2;47.0;35.0;0.0;40.0;39.0;0;33.19444444444444;2.0
55.0;50.0;396.0;70.0;39.0;44.0;0;8;53.0;35.285714285714285;33.5;2;33.0;36.0;0.0;40.0;36.0;0;38.77777777777778;2.0
77.0;52.0;397.0;53.0;72.0;57.0;0;20;57.0;39.714285714285715;38.0;2;39.0;42.0;0.0;41.0;34.0;0;33.02777777777778;2.0
69.0;45.0;392.0;57.0;54.0;54.0;0;18;70.0;29.785714285;23.0;1;34.0;27.33333333;7.0;32.0;43.0;2;13.666666666666666;1.0
68.0;58.0;398.0;57.0;45.0;57.0;0;7;61.0;35.714285714285715;37.0;2;40.0;31.0;0.0;33.0;30.0;0;27.11111111111111;1.0
55.0;58.0;398.0;66.0;56.0;51.0;0;20;57.0;35.714285714285715;35.0;2;33.0;34.0;0.0;40.0;31.0;0;34.638888888888886;2.0
69.0;50.0;389.0;57.0;59.0;52.0;1;15;60.0;35.42857142857143;30.0;2;42.0;34.0;0.0;38.0;38.0;0;35.52777777777778;2.0
58.0;52.0;404.0;60.0;51.0;53.0;0;18;67.0;36.92857142857143;36.0;2;37.0;35.0;0.0;42.0;30.0;0;31.38888888888889;2.0
64.0;53.0;386.0;61.0;45.0;54.0;0;8;62.0;31.35714285642857;30.0;2;43.0;12.33333333;3.0;41.0;30.0;1;30.333333333333332;2.0
68.0;56.0;392.0;58.0;55.0;55.0;0;7;56.0;34.0;30.0;2;36.0;32.0;0.0;38.0;42.0;0;31.388888888333334;2.0
65.0;52.0;411.0;54.0;54.0;60.0;1;20;60.0;36.59523809428572;30.33333333;2;48.0;32.0;0.0;39.0;42.0;0;16.333333333333332;1.0
61.0;61.0;416.0;55.0;50.0;73.0;0;20;57.0;27.928571428571427;18.0;1;33.0;31.0;4.0;30.0;31.0;1;45.0;3.0
74.0;60.0;407.0;47.0;68.0;56.0;0;20;53.0;39.642857142857146;38.0;2;38.0;42.0;0.0;41.0;35.0;0;33.97222222222222;2.0
58.38;57.63;400.66;59.37;81.98;55.79;0;20;60.38;39.857142857142854;39.0;2;41.0;40.0;0.0;38.0;45.0;0;16.055555555555557;1.0
58.0;57.0;410.0;60.0;51.0;62.0;0;11;52.0;33.5;34.0;2;30.0;30.0;0.0;39.0;34.0;0;21.466666666666665;1.0
80.0;60.0;398.0;45.0;94.0;60.0;0;20;50.0;36.0;31.0;2;40.0;31.0;0.0;43.0;47.0;0;33.638888888888886;2.0
66.56;57.27;395.57;52.29;75.1;55.21;1;11;62.45;34.92857142857143;36.0;2;38.0;30.0;0.0;36.0;39.0;0;39.0;2.0
69.0;58.0;391.0;55.0;57.0;54.0;0;20;54.0;35.0;34.0;2;34.0;32.0;0.0;39.0;36.0;0;32.50000000055556;2.0
64.0;59.0;403.0;53.0;50.0;62.0;0;15;59.0;29.035714285714285;16.0;1;34.0;28.5;7.0;38.0;46.0;2;6.0;1.0
65.19;57.48;395.93;53.06;54.64;43.87;1;11;62.84;38.214285714285715;42.0;2;35.0;39.0;1.0;38.0;40.0;1;29.638888889444445;1.0
73.57;62.0;396.39;50.94;65.1;52.77;0;18;48.26;33.619047619999996;25.66666667;2;41.0;31.0;4.0;43.0;30.0;1;14.0;1.0
64.0;49.0;381.0;61.0;51.0;50.0;1;11;59.0;37.17857142857143;34.0;2;46.0;31.5;0.0;39.0;32.0;0;33.111111111111114;2.0
60.0;64.0;387.0;57.0;52.0;51.0;0;11;66.0;36.142857142857146;32.0;2;39.0;36.0;0.0;38.0;31.0;0;32.638888888888886;2.0
64.0;52.0;390.0;60.0;55.0;55.0;0;20;53.0;31.428571428571427;25.5;2;36.0;30.0;4.0;34.0;39.0;1;14.0;1.0
58.0;54.0;389.0;66.0;58.0;54.0;0;18;50.0;34.07142857142857;31.0;2;37.0;30.0;0.0;37.0;38.0;0;34.25;2.0
74.32;55.14;377.46;48.49;42.2;52.41;0;4;53.24;36.92857142785714;37.0;2;48.0;27.33333333;3.0;39.0;35.0;1;31.666666666666668;2.0
66.56;50.15;368.54;54.74;53.27;47.34;0;5;54.28;35.357142857142854;33.0;2;45.0;30.0;0.0;36.0;36.0;0;31.47222222222222;2.0
67.0;58.0;367.0;50.0;61.0;54.0;0;10;53.0;33.92857142857143;36.0;2;30.0;30.0;0.0;40.0;33.0;0;32.52777777722222;2.0
68.0;60.0;442.0;67.0;59.0;78.0;0;8;56.0;36.214285714285715;32.0;2;40.0;33.0;0.0;40.0;44.0;0;32.75;2.0
48.0;58.0;363.0;50.0;45.0;52.0;0;18;57.0;32.92857142857143;30.0;2;30.0;30.0;0.0;43.0;41.0;0;32.833333333333336;2.0
49.0;55.0;376.0;51.0;51.0;59.0;0;18;59.0;36.5;35.0;2;35.0;37.0;0.0;39.0;33.0;0;18.933333333333334;1.0
58.38;65.81;378.79;59.57;50.1;53.24;0;11;54.35;37.0;33.0;2;45.0;30.0;0.0;41.0;37.0;0;35.47222222222222;2.0
61.0;62.0;379.0;60.0;50.0;47.0;0;18;50.0;34.0;33.0;2;30.0;32.0;0.0;39.0;36.0;0;14.0;1.0
70.0;60.0;398.0;45.0;60.0;58.0;0;19;59.0;35.92857142857143;25.5;2;48.0;32.0;4.0;43.0;43.0;1;37.94444444444444;2.0
61.49;54.3;382.79;55.86;53.32;58.93;0;4;56.64;34.57142857142857;32.0;2;36.0;35.0;0.0;35.0;39.0;0;31.333333333888888;2.0
