PROMEDIO_SEIS;PROMEDIO_SIETE;PROMEDIO_OCHO;NOTA_CALIDAD_DOS;PROMEDIO_NUEVE;NAA_NUEVE;NOTA_GRADO_UNO;NOTA_LOG_DOS;NOTA_FINANZAS;NOTA_HISTORIA;RENDIMIENTO_DIEZ
35;38;37;42;38;8;50;39;33;42;3
42;0;0;0;0;0;0;0;0;0;2
41;0;0;0;0;0;0;0;0;0;2
34;0;0;0;0;0;0;0;0;0;2
34;36;38;36;35;8;37;30;32;44;3
40;38;37;44;36;8;50;30;31;37;3
0;0;0;0;0;0;0;0;0;0;2
39;39;39;45;37;8;48;37;37;40;3
39;39;37;39;38;7;35;37;27;44;3
38;43;42;49;41;8;43;46;36;39;3
38;43;42;47;34;7;50;43;30;30;3
35;37;41;45;37;7;46;35;30;35;3
36;39;32;30;33;6;0;31;29;41;3
0;0;0;0;0;0;0;0;0;0;2
37;37;0;0;0;0;0;0;0;0;2
33;38;39;41;38;8;50;40;34;34;3
38;39;39;44;36;8;40;33;31;43;3
20;3;0;0;0;0;0;0;0;0;2
39;39;38;48;37;8;45;41;31;41;3
37;32;0;0;0;0;0;0;0;0;2
37;13;0;0;0;0;0;0;0;0;2
38;36;38;41;35;8;42;32;31;37;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;42;41;43;38;7;50;40;26;37;3
0;0;0;0;0;0;0;0;0;0;2
41;44;42;40;44;8;38;43;33;46;3
34;35;37;42;36;7;45;31;27;34;3
39;40;40;47;40;8;50;34;31;45;3
39;42;43;48;40;8;43;44;30;43;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;36;38;44;39;8;42;35;31;44;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;41;40;42;37;6;22;40;25;43;3
32;32;28;0;28;0;0;0;0;0;2
40;38;36;44;35;8;30;31;30;45;3
0;0;0;0;0;0;0;0;0;0;2
39;41;39;46;34;7;50;31;32;36;3
0;0;0;0;0;0;0;0;0;0;2
39;44;41;45;40;8;42;43;33;41;3
38;39;41;45;42;8;43;42;37;45;3
35;39;39;43;40;8;50;36;38;39;3
0;0;0;0;0;0;0;0;0;0;2
35;37;35;45;35;7;45;38;30;37;3
39;37;42;45;38;8;50;32;33;44;3
33;38;36;42;28;5;48;30;24;30;3
40;41;42;47;41;8;50;44;37;39;3
0;0;0;0;0;0;0;0;0;0;2
39;41;39;46;38;8;45;37;37;45;3
35;37;34;42;36;7;45;33;26;35;3
38;39;42;44;42;8;50;45;30;43;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
44;0;41;0;0;0;0;0;0;0;2
38;36;35;41;38;7;45;30;29;45;3
34;36;39;49;34;7;43;32;30;33;3
0;0;0;0;0;0;0;0;0;0;2
41;43;40;43;41;8;42;48;34;41;3
0;0;0;0;0;0;0;0;0;0;2
36;41;35;44;35;8;48;39;32;32;3
35;37;36;40;35;7;45;34;28;41;3
35;35;37;41;32;7;40;33;34;30;3
0;0;0;0;0;0;0;0;0;0;2
36;38;37;41;37;7;47;41;29;45;3
31;30;18;0;29;5;0;34;25;37;3
33;35;35;38;35;7;45;30;30;28;3
0;0;0;0;0;0;0;0;0;0;2
39;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;37;37;41;37;8;35;34;36;40;3
43;42;50;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;41;38;41;40;8;45;39;35;45;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;35;30;38;34;6;0;32;28;35;3
35;34;28;32;33;5;0;36;29;0;3
37;40;36;41;39;6;50;40;23;44;3
39;40;39;42;37;7;50;38;28;38;3
33;0;0;0;0;0;0;0;0;0;2
44;0;0;0;0;0;0;0;0;0;2
38;39;38;42;39;8;45;43;30;44;3
44;0;0;0;0;0;0;0;0;0;2
41;40;42;44;38;7;50;39;30;39;3
0;0;0;0;0;0;0;0;0;0;2
39;41;37;49;38;7;50;41;28;38;3
41;42;38;45;40;8;46;38;30;44;3
0;0;0;0;0;0;0;0;0;0;2
35;38;38;45;37;7;43;32;27;41;3
38;40;42;46;40;7;50;46;27;43;3
40;37;40;45;36;8;45;44;30;40;3
42;39;40;46;37;8;40;42;30;45;3
36;37;50;0;0;0;0;0;0;0;2
40;37;40;45;38;8;45;39;33;36;3
0;0;0;0;0;0;0;0;0;0;2
40;43;40;49;40;8;46;38;32;49;3
37;38;37;43;39;7;46;37;27;47;3
0;0;0;0;0;0;0;0;0;0;2
36;38;37;44;38;7;42;44;28;34;3
34;36;39;39;28;2;0;23;23;23;3
32;38;35;41;36;7;47;41;24;37;3
0;0;0;0;0;0;0;0;0;0;2
43;41;41;48;41;8;44;47;40;43;3
35;38;39;50;41;8;50;41;30;43;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;35;37;40;33;7;0;30;34;35;3
39;40;41;49;39;8;46;39;30;48;3
0;0;0;0;0;0;0;0;0;0;2
37;41;43;46;40;7;40;38;29;46;3
39;40;43;46;38;8;45;33;30;45;3
0;0;37;0;0;0;0;0;0;0;2
35;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;42;40;46;39;8;45;36;41;40;3
38;40;37;45;33;6;25;34;30;43;3
44;40;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;43;42;46;44;8;41;50;45;46;3
35;39;35;37;37;7;50;41;31;39;3
39;42;43;46;39;8;50;43;30;43;3
36;43;37;48;39;8;48;41;35;50;3
37;42;41;42;39;7;46;38;31;39;3
37;39;39;44;39;7;50;41;29;40;3
35;41;36;40;41;7;40;41;23;40;3
39;30;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
33;38;34;30;30;6;0;36;18;30;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;42;40;44;43;8;47;42;41;43;3
43;44;43;48;40;8;50;43;31;44;3
38;38;37;44;39;8;45;43;31;44;3
37;39;39;46;40;8;45;36;30;44;3
36;37;43;41;40;8;50;33;30;44;3
42;43;40;47;40;8;50;42;32;46;3
37;38;39;41;39;8;50;38;30;46;3
0;0;0;0;0;0;0;0;0;0;2
34;41;39;41;37;7;45;32;21;39;3
36;39;39;40;37;8;50;30;32;37;3
0;0;0;0;0;0;0;0;0;0;2
12;9;3;0;7;0;0;0;0;7;2
41;41;40;45;41;8;40;32;36;43;3
42;41;39;43;37;8;50;44;30;43;3
12;0;0;0;0;0;0;0;0;0;2
38;41;40;44;41;8;43;42;40;43;3
38;41;38;48;41;8;50;43;30;48;3
25;35;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
35;40;37;47;39;8;45;41;34;38;3
39;42;43;48;42;8;47;31;41;45;3
39;41;39;42;38;8;50;36;35;38;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;43;38;40;39;8;50;41;31;34;3
18;26;0;0;23;0;0;0;0;23;2
35;37;38;42;32;7;50;30;28;40;3
37;36;37;41;39;8;48;43;32;43;3
0;0;0;0;0;0;0;0;0;0;2
38;41;44;43;39;8;40;43;30;42;3
0;0;0;0;0;0;0;0;0;0;2
39;40;39;41;41;8;46;42;34;45;3
34;36;36;45;38;7;50;42;26;41;3
37;42;39;42;39;8;50;36;34;45;3
39;43;40;41;40;8;40;39;33;48;3
36;38;34;32;34;7;40;38;28;36;3
0;0;0;0;0;0;0;0;0;0;2
38;40;38;43;40;8;45;43;31;41;3
39;40;40;45;40;8;45;42;30;47;3
0;0;0;0;0;0;0;0;0;0;2
39;41;39;46;39;8;40;38;41;42;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;39;39;45;38;8;47;35;30;44;3
0;0;0;0;0;0;0;0;0;0;2
36;42;37;41;34;7;50;41;30;39;3
0;0;0;0;0;0;0;0;0;0;2
35;34;34;38;36;8;45;34;30;38;3
0;0;0;0;0;0;0;0;0;0;2
38;40;44;46;40;8;45;33;45;45;3
37;42;38;39;35;7;45;36;34;34;3
38;40;39;46;39;8;42;38;32;45;3
35;34;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
35;40;38;45;39;8;40;43;32;41;3
35;38;36;41;36;8;45;37;30;39;3
0;0;0;0;0;0;0;0;0;0;2
35;39;40;46;35;6;23;42;33;45;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;36;37;43;38;7;50;33;28;44;3
0;0;0;0;0;0;0;0;0;0;2
38;44;43;48;38;8;44;37;30;40;3
36;38;38;50;33;6;50;27;29;30;3
40;45;40;48;38;8;45;39;30;45;3
0;0;0;0;0;0;0;0;0;0;2
39;43;44;47;38;8;46;32;30;44;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
44;44;38;36;40;8;50;43;38;42;3
37;39;39;44;40;8;45;40;46;35;3
41;41;42;50;38;8;43;36;32;45;3
41;46;42;48;39;7;50;37;36;41;3
0;0;0;0;0;0;0;0;0;0;2
39;40;38;42;37;7;45;31;31;27;3
36;41;37;44;34;5;0;35;28;44;3
38;40;40;42;37;7;42;32;29;38;3
38;44;42;48;40;8;43;41;31;49;3
0;0;0;0;0;0;0;0;0;0;2
34;35;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;40;35;42;29;3;0;25;26;0;3
38;42;40;45;37;8;44;30;30;42;3
0;0;0;0;0;0;0;0;0;0;2
38;38;40;44;38;8;50;37;30;43;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;40;44;48;39;8;45;41;30;43;3
36;41;41;47;36;7;0;39;30;40;3
38;38;26;34;24;1;0;0;0;11;3
39;41;39;45;37;7;50;30;25;45;3
40;37;40;40;35;7;48;37;29;41;3
41;42;42;45;35;7;43;34;28;34;3
0;0;41;0;0;0;0;0;0;0;2
37;38;34;39;31;6;0;30;30;33;3
41;42;39;44;35;6;50;40;29;41;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;40;33;44;32;5;0;37;20;36;3
38;41;38;33;34;7;0;40;33;43;3
0;0;0;0;0;0;0;0;0;0;2
39;38;37;40;35;6;42;34;25;22;3
41;44;41;45;38;8;50;45;35;37;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
42;44;42;47;39;7;44;38;28;43;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
43;44;43;46;38;7;45;43;30;40;3
0;0;0;0;0;0;0;0;0;0;2
39;44;42;47;39;8;50;37;30;45;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
40;46;43;45;41;8;50;44;32;42;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
43;46;42;46;39;8;44;44;31;45;3
0;0;0;0;0;0;0;0;0;0;2
41;45;43;50;40;7;43;45;40;46;3
0;0;48;0;0;0;0;0;0;0;2
37;40;41;47;39;8;48;38;30;41;3
0;0;0;0;0;0;0;0;0;0;2
40;38;41;46;38;8;50;40;30;43;3
0;0;0;0;0;0;0;0;0;0;2
39;46;44;50;43;8;50;45;45;43;3
41;40;36;44;41;8;50;41;30;40;3
0;0;0;0;0;0;0;0;0;0;2
39;41;41;46;37;8;45;36;31;44;3
36;37;34;37;33;6;40;31;29;34;3
33;37;36;39;38;8;45;39;30;34;3
0;0;0;0;0;0;0;0;0;0;2
36;39;38;44;35;7;50;40;28;36;3
0;0;0;0;0;0;0;0;0;0;2
29;2;22;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;32;30;36;28;5;0;30;39;36;3
0;0;0;0;0;0;0;0;0;0;2
42;45;43;46;41;8;43;41;33;42;3
0;0;0;0;0;0;0;0;0;0;2
40;0;0;0;0;0;0;0;0;0;2
36;40;38;44;35;7;44;30;25;39;3
36;33;38;44;32;7;45;30;41;31;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;43;44;46;37;8;45;41;30;37;3
36;41;42;46;38;8;50;34;31;43;3
31;35;36;40;0;0;0;0;0;0;2
35;36;37;50;39;8;40;40;30;43;3
36;40;39;45;40;8;31;30;38;47;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;41;41;48;37;8;40;40;31;43;3
41;44;45;48;40;8;50;40;32;43;3
0;0;0;0;0;0;0;0;0;0;2
34;40;38;43;33;6;0;30;32;43;3
43;45;44;43;41;7;50;44;34;43;3
0;0;0;0;0;0;0;0;0;0;2
43;43;40;43;38;8;48;44;31;46;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;37;39;41;31;4;0;33;23;42;3
0;0;0;0;0;0;0;0;0;0;2
35;38;38;42;36;7;45;38;27;37;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;43;44;45;37;6;50;44;28;43;3
38;43;42;47;39;8;48;49;43;31;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;44;40;43;37;8;45;39;35;35;3
31;43;0;0;0;0;0;0;0;0;2
32;37;36;45;33;7;45;32;25;36;3
36;42;38;46;37;8;45;41;32;38;3
0;0;0;0;0;0;0;0;0;0;2
36;36;36;32;29;4;0;30;20;36;3
35;39;37;39;35;6;0;35;30;36;3
36;43;45;45;37;8;47;34;30;35;3
36;40;36;37;34;7;45;32;31;34;3
0;0;0;0;0;0;0;0;0;0;2
40;40;43;43;35;7;0;39;34;31;3
33;32;35;34;29;4;0;32;23;31;3
0;0;0;0;0;0;0;0;0;0;2
43;44;44;48;40;8;49;45;45;44;3
37;42;43;43;38;8;45;43;30;45;3
0;0;0;0;0;0;0;0;0;0;2
39;39;37;46;37;8;50;40;33;43;3
41;42;40;43;39;8;45;42;30;47;3
32;34;35;40;32;4;0;0;35;37;3
0;0;0;0;0;0;0;0;0;0;2
33;35;34;41;34;7;45;36;30;37;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;45;41;50;36;7;47;43;34;40;3
36;37;39;41;31;7;23;33;31;40;3
38;43;42;44;35;7;50;31;26;38;3
0;0;0;0;0;0;0;0;0;0;2
38;40;33;34;35;5;0;36;23;27;3
0;0;0;0;0;0;0;0;0;0;2
36;37;37;40;34;7;45;30;26;40;3
38;43;36;46;36;7;0;42;33;38;3
28;38;36;0;19;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
40;42;41;43;37;7;44;37;31;40;3
0;0;0;0;0;0;0;0;0;0;2
35;40;36;40;31;5;50;36;26;39;3
39;42;39;43;39;8;45;31;30;43;3
38;39;40;38;38;8;50;34;30;34;3
35;40;36;38;37;7;50;35;24;35;3
0;0;0;0;0;0;0;0;0;0;2
41;40;38;43;36;6;47;36;28;44;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;43;44;43;41;8;50;38;31;42;3
41;44;41;48;37;7;50;34;30;45;3
37;41;37;36;39;8;48;37;40;44;3
37;41;39;44;37;8;45;43;31;48;3
0;0;0;0;0;0;0;0;0;0;2
39;38;40;43;38;8;45;35;30;46;3
36;41;40;45;36;7;48;30;27;37;3
35;32;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
35;38;36;39;38;8;50;39;30;35;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;42;39;42;37;8;45;38;31;39;3
0;0;0;0;0;0;0;0;0;0;2
37;44;44;45;35;8;47;36;30;34;3
37;39;37;39;33;7;50;31;26;40;3
0;0;0;0;0;0;0;0;0;0;2
40;42;41;44;37;8;50;38;30;38;3
40;43;42;43;36;7;50;34;30;37;3
17;23;10;0;0;0;0;0;0;0;2
35;34;35;37;37;8;50;31;33;37;3
36;40;38;43;35;7;45;40;30;46;3
0;0;0;0;0;0;0;0;0;0;2
40;42;41;46;39;8;50;35;34;44;3
36;42;39;35;38;8;50;39;30;42;3
0;0;0;0;0;0;0;0;0;0;2
38;39;38;42;36;7;45;40;29;42;3
35;35;35;43;31;6;50;32;30;35;3
0;0;0;0;0;0;0;0;0;0;2
31;25;30;0;11;1;0;0;0;29;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;43;41;44;37;8;43;36;31;36;3
39;37;36;40;36;7;45;33;28;31;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;39;42;42;37;8;45;31;30;40;3
0;0;0;0;0;0;0;0;0;0;2
40;39;39;45;35;6;45;42;28;36;3
0;0;0;0;0;0;0;0;0;0;2
38;43;38;42;28;4;0;38;20;40;3
39;42;44;44;37;7;45;34;28;46;3
40;44;40;43;36;8;50;39;32;46;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;37;35;42;36;8;45;36;30;38;3
43;45;44;50;40;8;50;41;40;44;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;36;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
26;22;37;0;0;0;0;0;0;0;2
33;36;36;36;37;5;50;0;34;43;3
0;0;0;0;0;0;0;0;0;0;2
36;37;43;43;30;6;0;31;30;34;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;38;34;35;35;6;0;34;40;43;3
36;40;36;42;38;8;45;38;30;32;3
0;0;0;0;0;0;0;0;0;0;2
37;36;35;34;35;6;0;30;41;42;3
37;42;45;43;35;8;50;36;32;38;3
0;0;0;0;0;0;0;0;0;0;2
38;40;39;45;39;8;50;39;30;39;3
38;40;37;45;33;7;0;35;30;34;3
38;42;37;42;40;8;48;40;33;34;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;40;43;43;38;7;45;40;28;38;3
37;39;34;30;32;5;0;34;33;41;3
0;0;0;0;0;0;0;0;0;0;2
38;40;44;46;37;8;45;34;30;47;3
34;42;41;40;35;7;50;35;32;42;3
36;41;39;45;37;7;45;41;26;42;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
43;41;36;0;30;1;0;0;30;0;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
40;43;41;42;36;7;48;37;30;38;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;39;38;43;34;7;45;30;28;46;3
0;0;0;0;0;0;0;0;0;0;2
38;39;38;45;34;6;45;36;29;36;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
23;0;37;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;37;37;42;34;4;50;0;26;35;3
33;37;36;43;31;6;0;40;23;30;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
35;36;30;32;33;4;0;0;31;40;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;35;37;36;31;6;0;33;25;37;3
0;0;0;0;0;0;0;0;0;0;2
35;36;38;0;25;1;0;36;16;0;3
30;32;31;0;22;2;0;15;0;41;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;40;20;20;25;2;0;0;15;37;3
41;41;41;44;39;8;45;46;30;43;3
45;0;18;0;0;0;0;0;0;0;2
38;42;41;50;42;8;50;45;33;40;3
39;38;35;37;39;8;43;41;36;36;3
0;0;14;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;35;42;41;36;7;50;30;27;33;3
41;40;43;50;44;8;45;45;39;46;3
39;43;40;44;40;8;40;47;31;40;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;4;0;0;0;0;0;0;0;2
36;40;39;40;31;6;0;33;35;45;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;42;44;43;40;8;50;41;31;33;3
0;44;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;42;37;38;28;3;0;0;0;38;3
40;41;43;42;39;8;42;40;30;40;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
40;42;43;44;36;8;45;35;30;40;3
40;41;40;50;40;8;42;45;36;38;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;42;44;45;42;8;50;41;31;44;3
35;43;37;43;35;6;0;35;29;42;3
0;0;0;0;0;0;0;0;0;0;2
41;43;43;50;41;8;50;43;30;47;3
0;2;0;0;0;0;0;0;0;0;2
33;38;35;40;34;7;0;33;32;36;3
35;34;0;0;0;0;0;0;0;0;2
36;35;34;41;33;6;45;31;27;44;3
38;40;38;43;34;5;0;38;30;35;3
0;0;0;0;0;0;0;0;0;0;2
40;40;38;43;32;5;50;40;27;38;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;39;39;41;31;6;0;39;30;33;3
11;0;18;0;0;0;0;0;0;0;2
36;39;37;43;35;7;0;39;47;36;3
40;40;42;43;35;6;0;42;30;35;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;39;36;42;32;7;47;32;30;38;3
37;37;33;38;32;6;40;32;35;34;3
36;36;34;38;27;4;0;21;25;38;3
36;38;34;38;34;6;45;39;24;43;3
37;38;39;41;36;8;41;36;31;42;3
36;39;37;45;35;6;50;33;29;47;3
34;38;42;41;37;7;50;35;33;44;3
37;39;39;45;36;5;0;38;31;40;3
38;40;37;37;37;7;50;42;29;32;3
37;42;39;46;36;7;46;36;26;43;3
36;38;40;40;35;7;50;32;33;40;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
44;43;45;46;41;8;49;37;30;48;3
0;0;0;0;0;0;0;0;0;0;2
40;40;42;45;40;8;49;45;30;43;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
33;35;30;37;31;3;0;0;25;37;3
37;39;38;44;33;5;0;22;44;34;3
0;0;0;0;0;0;0;0;0;0;2
38;41;40;48;39;7;50;44;33;49;3
40;43;44;48;41;8;50;50;32;44;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;41;39;41;35;6;0;41;31;45;3
30;37;32;0;36;2;0;0;0;0;3
37;38;41;46;41;8;47;33;43;44;3
32;40;9;7;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;42;40;45;37;7;50;45;28;36;3
42;43;43;46;41;8;50;48;34;48;3
0;0;0;0;0;0;0;0;0;0;2
40;38;37;43;35;6;0;40;26;31;3
37;37;40;41;35;5;0;42;24;37;3
0;0;0;0;0;0;0;0;0;0;2
41;47;43;46;44;8;50;50;45;44;3
38;35;37;39;35;6;0;42;31;27;3
37;39;35;38;38;8;45;41;30;36;3
32;34;35;34;33;3;0;31;0;0;3
0;0;0;0;0;0;0;0;0;0;2
35;38;39;44;35;6;0;35;33;44;3
0;0;0;0;0;0;0;0;0;0;2
38;40;38;44;34;6;0;45;25;32;3
0;0;0;0;0;0;0;0;0;0;2
41;45;46;45;43;8;50;50;45;46;3
40;40;41;48;36;7;50;37;34;42;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;38;33;41;25;1;0;0;26;25;3
0;0;0;0;0;0;0;0;0;0;2
34;41;39;36;32;6;0;36;31;37;3
40;42;40;44;39;8;45;37;32;44;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
30;33;33;39;34;2;0;0;0;0;3
26;0;0;0;0;0;0;0;0;0;2
40;42;39;44;35;6;0;41;32;38;3
0;0;0;0;0;0;0;0;0;0;2
35;41;39;46;39;8;50;35;32;46;3
0;0;0;0;0;0;0;0;0;0;2
39;42;41;45;39;8;49;45;32;44;3
0;0;0;0;0;0;0;0;0;0;2
43;45;41;46;41;7;47;47;37;40;3
0;0;0;0;0;0;0;0;0;0;2
32;32;40;0;33;5;0;0;37;30;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;35;39;44;36;6;0;37;41;39;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
