PROMEDIO_SEIS;PROMEDIO_SIETE;PROMEDIO_OCHO;NOTA_CALIDAD_DOS;PROMEDIO_NUEVE;NAA_NUEVE;NOTA_GRADO_UNO;NOTA_LOG_DOS;NOTA_FINANZAS;NOTA_HISTORIA;RENDIMIENTO_DIEZ
37;39;41;44;39;8;50;41;38;45;3
39;39;43;38;35;7;50;42;33;35;3
37;40;37;44;34;7;0;39;31;40;3
34;31;34;41;31;4;0;39;22;42;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
42;41;45;43;43;8;50;42;33;48;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;38;38;47;33;5;0;34;22;44;3
43;43;44;46;42;8;50;43;34;48;3
39;43;40;44;39;8;45;42;31;48;3
38;41;37;41;36;6;0;38;32;34;3
43;38;0;0;0;0;0;0;0;0;2
40;42;40;44;41;7;0;45;41;36;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;38;38;46;38;8;45;48;34;43;3
0;0;0;0;0;0;0;0;0;0;2
40;41;40;47;39;8;50;48;32;43;3
34;39;39;39;36;7;0;35;39;47;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;3;0;0;0;0;0;0;0;0;2
41;44;41;46;38;7;0;44;30;43;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
40;42;43;43;38;6;0;45;46;40;3
35;38;41;0;33;1;0;0;0;33;2
42;0;0;0;0;0;0;0;0;0;2
36;37;40;42;35;6;0;40;30;37;3
41;37;0;0;0;0;0;0;0;0;2
39;42;40;44;37;8;50;39;32;43;3
0;0;0;0;0;0;0;0;0;0;2
43;43;40;47;42;8;45;43;35;47;3
40;41;43;45;39;8;47;43;30;44;3
40;39;37;40;35;6;0;38;33;39;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;40;38;43;33;6;48;37;24;20;3
0;0;41;0;0;0;0;0;0;0;2
24;42;36;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
42;41;41;0;0;0;0;0;0;0;2
38;38;38;42;38;8;45;40;37;47;3
34;39;34;34;31;4;0;33;27;38;3
32;38;38;41;36;2;0;0;31;42;3
34;39;39;45;33;5;0;35;18;46;3
38;41;40;48;35;7;0;41;31;31;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
33;36;34;41;33;5;0;34;32;45;3
36;38;31;37;31;3;0;0;27;36;3
0;0;0;0;0;0;0;0;0;0;2
40;39;40;43;36;6;0;40;45;32;3
35;32;33;38;33;5;0;26;30;42;3
40;40;39;44;33;6;47;42;27;30;3
41;44;41;43;39;8;50;40;33;43;3
0;0;0;0;0;0;0;0;0;0;2
0;7;0;0;0;0;0;0;0;0;2
23;37;36;0;35;2;0;0;0;30;3
37;40;36;39;33;6;0;34;33;37;3
39;40;37;39;35;7;0;37;36;43;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;41;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;38;39;46;37;7;0;42;33;46;3
0;0;0;0;0;0;0;0;0;0;2
36;40;35;39;33;3;0;39;0;39;3
33;36;32;38;29;5;0;22;31;42;3
0;0;0;0;0;0;0;0;0;0;2
39;38;39;44;37;8;45;38;32;43;3
36;39;36;41;35;4;0;33;29;46;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
40;41;40;42;36;8;45;37;41;43;3
0;0;0;0;0;0;0;0;0;0;2
37;39;37;43;36;8;50;41;30;38;3
0;0;0;0;0;0;0;0;0;0;2
38;39;39;44;36;6;0;39;29;46;3
0;0;0;0;43;1;0;0;0;43;2
0;0;0;0;0;0;0;0;0;0;2
44;0;0;0;0;0;0;0;0;0;2
32;36;31;37;32;6;0;34;30;37;3
34;39;36;39;31;3;0;27;26;35;3
39;41;42;43;38;7;0;44;32;40;3
0;0;0;0;0;0;0;0;0;0;2
36;34;37;40;32;4;0;41;29;0;3
40;38;44;46;39;6;0;41;28;45;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;39;38;40;40;5;0;0;30;50;3
37;41;35;40;31;4;0;31;28;38;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
30;40;31;30;33;3;0;0;0;41;3
37;41;40;46;35;6;0;37;30;42;3
39;38;35;41;36;6;0;37;35;49;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
33;37;36;44;38;4;0;0;30;37;3
0;0;0;0;0;0;0;0;0;0;2
37;39;38;41;38;7;0;36;43;39;3
39;45;41;41;35;7;0;37;32;47;3
37;41;39;43;35;6;0;37;28;40;3
0;0;0;0;0;0;0;0;0;0;2
34;38;32;34;36;5;0;36;34;45;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;40;40;42;35;6;0;37;28;41;3
38;41;39;42;36;8;44;37;33;40;3
34;40;37;44;35;7;45;38;30;48;3
35;38;34;34;32;4;0;26;31;35;3
35;38;38;40;36;7;0;33;37;36;3
36;42;45;40;40;8;45;45;45;34;3
0;0;0;0;0;0;0;0;0;0;2
36;38;34;41;36;6;0;38;33;37;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;35;37;43;35;8;46;39;34;36;3
0;0;0;0;0;0;0;0;0;0;2
40;43;42;44;41;8;50;38;36;49;3
0;0;0;0;0;0;0;0;0;0;2
32;39;37;44;36;4;0;0;33;45;3
36;39;33;41;33;4;0;0;32;35;3
0;0;0;0;0;0;0;0;0;0;2
38;41;38;47;36;5;0;33;31;46;3
38;39;37;41;36;6;45;36;26;45;3
0;0;0;0;0;0;0;0;0;0;2
30;35;21;0;46;1;0;0;0;46;2
40;40;38;46;38;7;0;32;32;46;3
40;40;43;49;36;5;0;38;29;46;3
0;0;0;0;0;0;0;0;0;0;2
33;38;41;0;43;1;0;0;0;43;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
42;0;0;0;0;0;0;0;0;0;2
36;41;42;40;37;7;45;43;40;38;3
39;42;39;44;35;7;44;39;30;41;3
0;35;0;0;0;0;0;0;0;0;2
36;43;38;48;37;7;0;32;32;38;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
40;41;43;43;35;7;45;37;31;40;3
34;42;0;0;0;0;0;0;0;0;2
43;45;44;44;44;8;49;45;41;44;3
0;0;0;0;0;0;0;0;0;0;2
37;39;36;42;32;5;0;32;30;37;3
40;45;41;48;36;6;0;40;32;46;3
0;0;0;0;41;1;0;0;0;41;2
0;34;30;30;0;0;0;0;0;0;2
40;41;37;40;34;6;0;43;31;30;3
41;39;39;44;37;6;0;37;45;48;3
38;40;39;42;33;5;0;30;34;48;3
38;41;38;48;37;7;0;39;30;45;3
0;0;0;0;0;0;0;0;0;0;2
39;42;39;45;37;7;0;40;30;44;3
0;42;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
21;0;0;0;7;0;0;0;0;7;2
26;30;0;0;31;1;0;0;0;31;2
0;0;0;0;0;0;0;0;0;0;2
25;32;41;0;40;2;0;0;0;45;3
42;40;39;46;37;7;0;34;30;48;3
38;39;37;43;38;6;0;38;33;39;3
34;38;34;41;36;5;0;37;40;40;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;39;38;43;37;7;0;43;30;49;3
0;0;0;0;0;0;0;0;0;0;2
42;40;39;43;37;6;0;43;30;44;3
0;0;0;0;0;0;0;0;0;0;2
28;38;32;42;30;1;0;0;0;38;3
15;0;0;0;0;0;0;0;0;0;2
43;38;38;41;38;7;0;38;42;43;3
40;40;35;43;32;6;0;36;30;40;3
38;40;39;41;36;6;0;40;34;42;3
34;38;36;43;34;4;0;0;39;30;3
35;37;38;42;33;5;0;40;32;0;3
34;41;40;43;36;6;0;32;31;47;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;41;41;39;36;7;0;31;42;42;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;37;35;36;34;5;0;42;28;41;3
0;0;0;0;0;0;0;0;0;0;2
39;42;41;44;39;6;0;36;42;48;3
32;38;31;37;37;2;0;0;0;37;3
33;39;37;43;37;4;0;0;39;38;3
34;40;33;34;32;3;0;29;25;41;3
41;41;38;41;32;6;0;35;30;40;3
0;0;0;0;0;0;0;0;0;0;2
39;40;42;49;37;7;0;37;30;47;3
33;39;32;34;40;2;0;0;0;44;3
33;36;36;43;32;4;0;30;29;40;3
0;0;0;0;0;0;0;0;0;0;2
34;35;36;35;39;3;0;0;40;43;3
41;43;40;44;37;6;0;37;30;47;3
37;43;36;43;34;5;0;31;0;42;3
32;37;38;37;41;2;0;0;0;47;3
0;0;45;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
10;0;0;0;24;0;0;0;0;24;2
38;41;40;45;35;7;0;36;30;35;3
37;38;38;46;38;7;0;33;48;45;3
35;38;40;42;35;6;0;36;40;37;3
0;0;0;0;0;0;0;0;0;0;2
38;39;36;43;40;2;0;0;0;37;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
35;42;37;42;36;4;0;0;30;40;3
0;0;22;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
35;37;34;41;33;5;0;0;30;38;3
35;38;40;0;36;1;0;0;36;0;3
35;39;37;44;34;7;0;35;31;35;3
35;38;32;44;33;2;0;0;27;0;3
36;37;35;41;33;6;0;34;30;35;3
38;40;40;45;37;7;0;34;32;37;3
34;32;35;36;35;3;0;0;0;32;3
36;41;40;38;40;1;0;0;0;40;3
35;39;39;41;36;4;0;0;41;0;3
35;39;32;36;34;5;0;34;33;0;3
16;0;43;0;38;1;0;0;0;38;2
34;39;37;42;33;6;0;30;31;36;3
38;43;41;44;37;7;0;35;40;46;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
40;42;39;39;36;7;0;39;36;38;3
0;0;0;0;0;0;0;0;0;0;2
36;42;38;42;38;3;0;0;27;40;3
33;41;37;47;37;6;0;30;30;48;3
38;41;37;43;37;7;0;36;48;40;3
0;0;0;0;0;0;0;0;0;0;2
0;0;41;0;0;0;0;0;0;0;2
30;40;33;0;22;1;0;0;0;30;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
32;38;34;41;31;3;0;35;27;39;3
38;42;38;38;34;7;0;36;31;41;3
33;36;28;0;36;2;0;0;30;42;3
0;0;0;0;0;0;0;0;0;0;2
34;40;38;42;28;3;0;24;25;33;3
36;42;40;41;34;6;0;33;42;42;3
0;0;0;0;0;0;0;0;0;0;2
37;42;39;45;32;6;0;32;31;38;3
35;39;35;44;36;6;0;35;31;46;3
0;0;0;0;0;0;0;0;0;0;2
33;38;35;35;33;5;0;0;34;38;3
38;42;40;46;37;8;45;44;30;48;3
0;0;0;0;0;0;0;0;0;0;2
36;41;41;45;35;6;0;35;32;42;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;40;39;46;36;7;0;37;30;42;3
40;44;43;44;36;7;0;32;31;44;3
39;41;42;45;35;6;0;31;37;45;3
34;37;37;45;33;5;0;0;30;36;3
33;41;37;43;30;2;0;0;24;33;3
34;41;38;38;34;4;0;0;0;38;3
0;0;0;0;0;0;0;0;0;0;2
11;0;29;0;0;0;0;0;0;0;2
40;43;42;40;42;6;0;35;50;44;3
36;0;0;0;0;0;0;0;0;0;2
37;36;0;0;0;0;0;0;0;0;2
0;0;40;0;0;0;0;0;0;0;2
33;40;35;42;36;3;0;0;0;42;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;42;37;0;38;7;0;45;47;46;3
34;39;42;42;32;6;0;30;32;35;3
0;0;0;0;0;0;0;0;0;0;2
34;39;37;44;39;2;0;0;0;41;3
32;41;36;45;33;3;0;30;27;0;3
39;41;38;44;34;5;0;31;30;46;3
33;40;25;32;23;2;0;0;3;0;3
26;33;0;0;36;1;0;0;0;36;2
35;41;36;38;34;2;0;35;0;0;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;42;38;45;35;5;0;37;29;44;3
36;37;37;23;29;2;0;20;36;45;3
0;0;0;0;0;0;0;0;0;0;2
41;39;37;39;32;5;0;42;27;38;3
0;0;0;0;0;0;0;0;0;0;2
28;42;42;0;27;1;0;0;19;36;3
16;0;40;0;0;0;0;0;0;0;2
0;0;29;0;0;0;0;0;0;0;2
37;0;40;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
40;0;0;0;0;0;0;0;0;0;2
39;41;41;45;38;7;0;31;46;45;3
0;0;0;0;0;0;0;0;0;0;2
37;43;41;49;33;5;0;31;33;46;3
16;32;0;0;24;0;0;0;24;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;43;37;0;37;4;0;32;0;44;3
29;34;19;31;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;41;35;41;40;4;0;0;42;44;3
0;0;0;0;0;0;0;0;0;0;2
34;41;40;46;33;5;0;36;28;46;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;31;0;0;0;0;0;0;0;0;2
29;37;42;0;0;0;0;0;0;0;2
0;0;43;0;5;0;0;0;0;5;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;38;45;0;41;1;0;0;0;41;2
20;42;30;0;39;1;0;0;0;39;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
33;33;0;0;28;0;0;0;0;28;2
40;44;36;43;36;3;0;0;25;40;3
38;39;38;45;35;4;0;0;30;44;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
31;40;0;0;0;0;0;0;0;0;2
37;40;36;42;35;4;0;0;26;45;3
34;43;40;46;40;3;0;0;0;47;3
37;42;38;45;38;3;0;0;0;47;3
29;39;38;0;34;1;0;0;0;34;2
34;38;26;0;29;1;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;41;40;43;38;3;0;0;21;44;3
26;0;0;0;41;1;0;0;0;41;2
37;37;37;45;30;3;0;9;24;46;3
34;36;32;36;38;3;0;0;0;47;3
37;40;34;43;42;2;0;0;0;47;3
34;42;47;0;0;0;0;0;0;0;2
38;38;30;0;34;2;0;0;26;0;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
31;0;0;0;0;0;0;0;0;0;2
36;40;34;43;35;4;0;0;29;35;3
39;44;38;43;0;0;0;0;0;0;2
37;43;40;0;36;2;0;0;41;31;3
34;41;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;38;36;40;35;2;0;0;26;0;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;43;43;46;40;4;0;0;30;44;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
35;38;33;41;29;2;0;0;18;38;3
0;0;0;0;0;0;0;0;0;0;2
34;38;37;0;37;3;0;0;0;43;3
38;42;40;0;44;1;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;43;39;45;32;3;0;33;46;0;3
37;39;34;39;34;5;0;34;30;39;3
38;36;40;41;37;3;0;0;0;45;3
0;0;0;0;0;0;0;0;0;0;2
35;37;40;36;43;2;0;0;0;43;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
35;40;38;41;36;6;0;39;36;38;3
15;25;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
41;42;38;47;39;6;0;36;43;47;3
36;38;37;42;34;5;0;30;0;36;3
0;0;0;0;0;0;0;0;0;0;2
30;0;0;0;0;0;0;0;0;0;2
38;40;36;45;38;4;0;0;32;44;3
42;45;39;43;42;7;0;50;45;47;3
34;37;32;0;36;3;0;0;21;48;3
15;0;0;0;0;0;0;0;0;0;2
41;44;39;43;42;5;0;40;50;0;3
36;43;38;46;34;4;0;0;30;35;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
46;32;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;42;44;44;36;2;0;0;0;34;3
33;39;41;43;40;4;0;0;37;46;3
0;0;0;0;0;0;0;0;0;0;2
33;36;37;30;29;1;0;0;0;20;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;40;34;42;35;4;0;0;37;31;3
0;0;0;0;0;0;0;0;0;0;2
27;36;37;38;0;0;0;0;0;0;2
46;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;42;42;44;0;0;0;0;0;0;2
36;43;39;47;37;3;0;0;41;40;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;44;40;0;39;4;0;38;0;39;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
21;41;0;0;0;0;0;0;0;0;2
30;40;37;43;33;1;0;0;26;0;3
36;39;34;0;36;3;0;0;31;41;3
33;40;41;44;30;1;0;0;23;0;3
11;0;38;0;0;0;0;0;0;0;2
31;38;46;0;33;1;0;0;0;26;2
0;0;0;0;0;0;0;0;0;0;2
37;41;37;41;34;2;0;0;30;0;3
0;0;0;0;0;0;0;0;0;0;2
33;39;39;40;38;1;0;0;38;0;3
15;36;35;0;32;1;0;0;0;32;2
31;37;35;35;44;2;0;0;0;47;3
36;42;45;44;0;0;0;0;0;0;2
0;30;35;0;0;0;0;0;0;0;2
43;45;38;0;0;0;0;0;0;0;2
38;41;39;0;44;4;0;45;42;0;3
36;42;33;35;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;41;44;0;44;1;0;0;0;44;2
37;43;33;40;36;2;0;0;26;39;3
38;45;38;45;44;4;0;0;0;48;3
37;40;43;42;38;3;0;0;30;43;3
0;0;0;0;0;0;0;0;0;0;2
35;42;36;0;38;2;0;0;28;46;3
40;44;37;46;40;3;0;0;0;40;3
37;39;37;46;0;0;0;0;0;0;2
39;43;28;46;40;3;0;0;0;41;3
0;0;0;0;0;0;0;0;0;0;2
34;40;36;45;31;1;0;0;0;0;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;41;29;0;43;1;0;0;0;43;2
37;40;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;42;40;43;40;4;0;0;37;44;3
26;45;47;47;41;3;0;0;0;44;3
0;0;0;0;0;0;0;0;0;0;2
31;40;33;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;43;42;45;43;3;0;45;0;0;3
0;0;0;0;0;0;0;0;0;0;2
38;41;33;43;0;0;0;0;0;0;2
37;40;36;46;34;4;0;0;35;37;3
0;0;0;0;0;0;0;0;0;0;2
36;44;40;45;46;4;0;0;0;48;3
39;44;38;0;34;1;0;0;22;47;3
0;0;0;0;0;0;0;0;0;0;2
37;41;34;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
33;43;41;0;39;3;0;0;43;44;3
30;41;36;47;37;1;0;0;27;47;3
37;39;37;0;43;2;0;0;0;43;3
35;35;42;43;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;44;36;46;0;0;0;0;0;0;2
38;40;41;0;42;2;0;0;0;44;3
0;0;0;0;0;0;0;0;0;0;2
36;42;41;0;44;1;0;0;0;44;2
0;0;0;0;0;0;0;0;0;0;2
0;30;0;0;0;0;0;0;0;0;2
36;41;43;43;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;41;39;40;42;1;0;0;0;42;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
35;41;44;47;38;4;0;0;0;45;3
34;39;46;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
39;43;44;47;41;4;0;0;41;45;3
35;41;42;0;40;2;0;0;36;44;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
45;0;0;0;0;0;0;0;0;0;2
33;40;29;0;29;0;0;0;29;0;2
0;0;0;0;0;0;0;0;0;0;2
35;39;37;46;36;2;0;0;30;43;3
0;0;0;0;0;0;0;0;0;0;2
41;42;40;47;37;4;0;36;0;0;3
0;0;0;0;0;0;0;0;0;0;2
37;40;39;47;37;3;0;0;28;42;3
33;38;37;0;34;2;0;0;0;40;3
0;0;0;0;0;0;0;0;0;0;2
37;41;46;0;41;3;0;0;0;38;3
36;43;43;0;42;2;0;0;0;45;3
34;37;41;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
40;0;32;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;23;0;0;0;0;23;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
38;42;35;45;49;1;0;0;0;0;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;43;47;0;38;2;0;0;30;46;3
34;39;38;0;40;1;0;0;40;0;3
33;40;33;0;44;1;0;0;0;44;2
0;21;36;0;22;0;0;0;0;22;2
37;42;47;0;40;2;0;0;36;45;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;40;40;0;0;0;0;0;0;0;2
37;40;37;45;41;1;0;0;0;0;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
31;38;44;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;41;39;0;31;2;0;0;31;32;3
33;42;0;0;0;0;0;0;0;0;2
30;43;42;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
33;33;40;42;42;2;0;0;0;38;3
36;43;39;43;45;1;0;0;0;0;3
32;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
33;39;45;45;39;2;0;0;0;44;3
0;0;0;0;0;0;0;0;0;0;2
36;41;40;46;46;1;0;0;0;46;3
0;0;0;0;0;0;0;0;0;0;2
38;44;39;41;42;1;0;0;0;0;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;39;34;40;45;1;0;0;0;0;3
40;36;38;0;0;0;0;0;0;0;2
36;38;0;0;0;0;0;0;0;0;2
0;0;34;0;0;0;0;0;0;0;2
33;39;37;46;35;1;0;0;0;0;3
33;40;42;41;37;1;0;0;0;37;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
31;41;0;0;0;0;0;0;0;0;2
30;40;42;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;39;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
5;40;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;44;0;0;0;0;0;0;0;2
35;41;48;0;42;1;0;0;42;0;3
38;42;43;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
45;43;46;0;0;0;0;0;0;0;2
36;39;44;0;46;1;0;0;0;46;2
37;40;39;0;45;1;0;0;0;45;2
0;0;0;0;0;0;0;0;0;0;2
40;38;45;0;0;0;0;0;0;0;2
37;42;44;0;43;1;0;0;0;43;2
42;42;43;0;0;0;0;0;0;0;2
37;41;34;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
36;0;46;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;37;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;14;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
34;42;48;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;40;0;0;0;0;0;0;0;0;2
37;41;43;0;47;1;0;0;0;47;2
0;0;0;0;0;0;0;0;0;0;2
32;40;38;0;41;1;0;0;0;41;2
36;36;23;0;0;0;0;0;0;0;2
39;36;0;0;0;0;0;0;0;0;2
35;41;39;0;41;1;0;0;0;41;2
0;0;0;0;0;0;0;0;0;0;2
32;38;36;0;27;0;0;0;27;0;2
0;0;34;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
29;0;0;0;0;0;0;0;0;0;2
35;37;42;0;43;1;0;0;0;43;2
0;0;0;0;0;0;0;0;0;0;2
32;38;39;36;36;1;0;0;0;36;3
0;0;0;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
37;40;40;0;0;0;0;0;0;0;2
36;0;45;0;0;0;0;0;0;0;2
35;41;39;0;0;0;0;0;0;0;2
0;0;0;0;0;0;0;0;0;0;2
33;39;48;0;0;0;0;0;0;0;2
34;41;47;0;0;0;0;0;0;0;2
33;38;0;0;0;0;0;0;0;0;2
41;0;0;0;0;0;0;0;0;0;2
