PG_ICFES,DEPARTAMENTO
327.0,BOGOTA
330.0,BOGOTA
331.0,TOLIMA
337.0,NO REGISTRA
325.0,CUNDINAMARCA
328.0,NO REGISTRA
334.0,BOGOTA
339.0,BOGOTA
326.0,NO REGISTRA
342.0,BOGOTA
328.0,BOGOTA
332.0,NO REGISTRA
377.0,NO REGISTRA
487.0,BOGOTA
362.0,NO REGISTRA
368.0,NO REGISTRA
368.0,NO REGISTRA
377.0,NO REGISTRA
355.0,NO REGISTRA
443.0,BOGOTA
359.0,NO REGISTRA
482.0,BOGOTA
398.0,NO REGISTRA
368.0,NO REGISTRA
437.0,HUILA
398.0,NO REGISTRA
384.0,NO REGISTRA
362.0,NO REGISTRA
361.0,NO REGISTRA
416.0,NO REGISTRA
350.0,NO REGISTRA
396.0,NO REGISTRA
372.0,NO REGISTRA
373.0,NO REGISTRA
415.0,NO REGISTRA
432.0,BOGOTA
383.0,NO REGISTRA
363.0,NO REGISTRA
375.0,NO REGISTRA
357.0,NO REGISTRA
380.0,NO REGISTRA
383.0,NO REGISTRA
373.0,NO REGISTRA
375.0,NO REGISTRA
378.0,NO REGISTRA
405.0,NO REGISTRA
362.0,NO REGISTRA
402.0,NO REGISTRA
407.0,NO REGISTRA
358.0,NO REGISTRA
392.0,NO REGISTRA
385.0,NO REGISTRA
378.0,NO REGISTRA
365.0,NO REGISTRA
355.0,NO REGISTRA
375.0,NO REGISTRA
373.0,NO REGISTRA
359.0,NO REGISTRA
411.0,NO REGISTRA
387.0,NO REGISTRA
379.0,NO REGISTRA
370.0,NO REGISTRA
376.0,NO REGISTRA
380.0,NO REGISTRA
390.0,NO REGISTRA
359.0,NO REGISTRA
397.0,NO REGISTRA
366.0,NO REGISTRA
356.0,NO REGISTRA
380.0,NO REGISTRA
357.0,NO REGISTRA
380.0,NO REGISTRA
385.0,NO REGISTRA
401.0,NO REGISTRA
477.0,BOGOTA
377.0,NO REGISTRA
376.0,NO REGISTRA
394.0,NO REGISTRA
362.0,NO REGISTRA
377.0,NO REGISTRA
390.0,NO REGISTRA
394.0,NO REGISTRA
467.0,BOGOTA
355.0,NO REGISTRA
359.0,NO REGISTRA
385.0,NO REGISTRA
348.0,NO REGISTRA
372.0,NO REGISTRA
383.0,NO REGISTRA
480.0,BOGOTA
385.0,NO REGISTRA
378.0,NO REGISTRA
447.0,NO REGISTRA
383.0,NO REGISTRA
366.0,NO REGISTRA
435.0,BOGOTA
389.0,NO REGISTRA
382.0,NO REGISTRA
380.0,NO REGISTRA
371.0,NO REGISTRA
367.0,NO REGISTRA
379.0,NO REGISTRA
433.0,BOGOTA
370.0,NO REGISTRA
370.0,NO REGISTRA
365.0,NO REGISTRA
401.0,NO REGISTRA
368.0,NO REGISTRA
388.0,PUTUMAYO
342.0,NO REGISTRA
310.0,NO REGISTRA
305.0,NO REGISTRA
322.0,NO REGISTRA
362.0,NO REGISTRA
361.0,NO REGISTRA
353.0,NO REGISTRA
360.0,NO REGISTRA
360.0,NO REGISTRA
355.0,NO REGISTRA
352.0,NO REGISTRA
359.0,NO REGISTRA
354.0,NO REGISTRA
367.0,NO REGISTRA
360.0,NO REGISTRA
420.0,BOGOTA
436.0,CUNDINAMARCA
425.0,BOGOTA
431.71,BOGOTA
359.0,NO REGISTRA
351.0,NO REGISTRA
352.0,NO REGISTRA
358.0,NO REGISTRA
363.0,NO REGISTRA
387.0,NO REGISTRA
385.0,NO REGISTRA
381.0,NO REGISTRA
355.0,NO REGISTRA
377.0,NO REGISTRA
360.0,NO REGISTRA
355.0,NO REGISTRA
359.0,NO REGISTRA
358.0,NO REGISTRA
350.0,NO REGISTRA
348.0,NO REGISTRA
355.0,NO REGISTRA
357.0,NO REGISTRA
344.0,NO REGISTRA
340.0,NO REGISTRA
346.0,NO REGISTRA
340.0,NO REGISTRA
346.0,NO REGISTRA
355.0,NO REGISTRA
347.0,NO REGISTRA
343.0,NO REGISTRA
345.0,NO REGISTRA
337.0,NO REGISTRA
347.0,NO REGISTRA
343.0,NO REGISTRA
348.0,NO REGISTRA
356.0,NO REGISTRA
340.0,NO REGISTRA
348.0,NO REGISTRA
343.0,NO REGISTRA
341.0,NO REGISTRA
336.0,NO REGISTRA
340.0,NO REGISTRA
335.0,NO REGISTRA
343.0,NO REGISTRA
347.0,NO REGISTRA
344.0,NO REGISTRA
314.0,NO REGISTRA
328.0,NO REGISTRA
337.0,NO REGISTRA
340.0,NO REGISTRA
310.0,NO REGISTRA
395.0,BOGOTA
457.0,BOGOTA
406.0,BOGOTA
452.0,CUNDINAMARCA
409.0,NO REGISTRA
443.0,CUNDINAMARCA
508.0,HUILA
397.0,CUNDINAMARCA
413.0,CUNDINAMARCA
336.0,NO REGISTRA
335.0,NO REGISTRA
350.0,NO REGISTRA
342.0,NO REGISTRA
324.0,NO REGISTRA
366.0,NO REGISTRA
352.0,NO REGISTRA
334.0,NO REGISTRA
404.0,NO REGISTRA
349.0,NO REGISTRA
357.0,NO REGISTRA
358.0,NO REGISTRA
337.0,NO REGISTRA
378.0,NO REGISTRA
372.0,NO REGISTRA
357.0,NO REGISTRA
375.0,NO REGISTRA
330.0,NO REGISTRA
351.0,NO REGISTRA
337.0,NO REGISTRA
365.0,NO REGISTRA
334.0,NO REGISTRA
351.0,NO REGISTRA
372.0,NO REGISTRA
352.0,NO REGISTRA
394.0,NO REGISTRA
329.0,NO REGISTRA
368.0,NO REGISTRA
379.0,NO REGISTRA
365.0,NO REGISTRA
358.0,NO REGISTRA
315.0,NO REGISTRA
351.0,NO REGISTRA
415.0,BOGOTA
436.0,BOGOTA
446.0,BOGOTA
411.0,BOGOTA
408.0,BOGOTA
396.0,CUNDINAMARCA
438.0,BOGOTA
448.0,BOGOTA
280.0,NO REGISTRA
388.0,BOGOTA
337.0,NO REGISTRA
317.0,NO REGISTRA
327.0,NO REGISTRA
387.0,BOGOTA
323.0,NO REGISTRA
338.0,NO REGISTRA
333.0,NO REGISTRA
339.0,NO REGISTRA
323.0,NO REGISTRA
335.0,NO REGISTRA
330.0,NO REGISTRA
320.0,NO REGISTRA
393.0,CUNDINAMARCA
321.0,NO REGISTRA
410.0,BOGOTA
324.0,NO REGISTRA
322.0,NO REGISTRA
313.0,NO REGISTRA
322.0,NO REGISTRA
316.0,NO REGISTRA
324.0,NO REGISTRA
326.0,NO REGISTRA
323.0,NO REGISTRA
325.0,NO REGISTRA
322.0,NO REGISTRA
338.0,NO REGISTRA
268.0,NO REGISTRA
368.0,NO REGISTRA
366.0,NO REGISTRA
357.0,NO REGISTRA
352.0,NO REGISTRA
359.0,NO REGISTRA
345.0,NO REGISTRA
366.0,NO REGISTRA
371.0,NO REGISTRA
574.0,BOGOTA
309.0,NO REGISTRA
351.0,NO REGISTRA
356.0,NO REGISTRA
363.0,NO REGISTRA
407.0,NO REGISTRA
361.0,NO REGISTRA
362.0,NO REGISTRA
352.0,NO REGISTRA
366.0,NO REGISTRA
378.0,NO REGISTRA
352.0,NO REGISTRA
374.0,NO REGISTRA
355.0,NO REGISTRA
385.0,NO REGISTRA
361.0,NO REGISTRA
362.0,NO REGISTRA
361.0,NO REGISTRA
351.0,NO REGISTRA
448.0,BOGOTA
348.0,NO REGISTRA
377.0,NO REGISTRA
356.0,NO REGISTRA
362.0,NO REGISTRA
354.0,NO REGISTRA
356.0,NO REGISTRA
346.0,NO REGISTRA
346.0,NO REGISTRA
363.0,NO REGISTRA
358.0,NO REGISTRA
354.0,NO REGISTRA
354.0,NO REGISTRA
346.0,NO REGISTRA
366.0,NO REGISTRA
425.0,BOGOTA
366.0,NO REGISTRA
382.0,NO REGISTRA
349.0,NO REGISTRA
368.0,NO REGISTRA
373.0,NO REGISTRA
356.0,NO REGISTRA
343.0,NO REGISTRA
354.0,NO REGISTRA
363.0,NO REGISTRA
360.0,NO REGISTRA
373.0,NO REGISTRA
487.0,BOGOTA
352.0,NO REGISTRA
350.0,NO REGISTRA
319.0,NO REGISTRA
358.0,NO REGISTRA
359.0,NO REGISTRA
383.0,NO REGISTRA
357.0,NO REGISTRA
371.0,NO REGISTRA
360.0,NO REGISTRA
376.0,NO REGISTRA
364.0,NO REGISTRA
368.0,NO REGISTRA
347.0,NO REGISTRA
352.0,NO REGISTRA
368.0,NO REGISTRA
347.0,NO REGISTRA
355.0,NO REGISTRA
365.0,NO REGISTRA
367.0,NO REGISTRA
373.0,NO REGISTRA
362.0,NO REGISTRA
358.0,NO REGISTRA
358.0,NO REGISTRA
357.0,NO REGISTRA
329.0,NO REGISTRA
351.0,NO REGISTRA
364.0,NO REGISTRA
366.0,NO REGISTRA
379.0,NO REGISTRA
388.0,NO REGISTRA
372.0,NO REGISTRA
396.0,NO REGISTRA
350.0,NO REGISTRA
346.0,NO REGISTRA
358.0,NO REGISTRA
351.0,NO REGISTRA
360.0,NO REGISTRA
341.0,NO REGISTRA
376.0,NO REGISTRA
353.0,NO REGISTRA
352.0,NO REGISTRA
361.0,NO REGISTRA
372.0,NO REGISTRA
366.0,NO REGISTRA
333.0,NO REGISTRA
366.0,NO REGISTRA
337.0,NO REGISTRA
370.0,NO REGISTRA
387.0,NO REGISTRA
363.0,NO REGISTRA
356.0,NO REGISTRA
353.0,NO REGISTRA
348.0,NO REGISTRA
355.0,NO REGISTRA
353.0,NO REGISTRA
343.0,NO REGISTRA
344.0,NO REGISTRA
340.0,NO REGISTRA
348.0,NO REGISTRA
357.0,NO REGISTRA
349.0,NO REGISTRA
349.0,NO REGISTRA
338.0,NO REGISTRA
348.0,NO REGISTRA
354.0,NO REGISTRA
380.0,NO REGISTRA
351.0,NO REGISTRA
333.0,NO REGISTRA
290.0,NO REGISTRA
361.0,NO REGISTRA
327.0,NO REGISTRA
359.0,NO REGISTRA
341.0,NO REGISTRA
366.0,NO REGISTRA
340.0,NO REGISTRA
344.0,NO REGISTRA
333.0,NO REGISTRA
349.0,NO REGISTRA
351.0,NO REGISTRA
405.0,BOYACA
331.0,NO REGISTRA
351.0,NO REGISTRA
345.0,NO REGISTRA
318.0,NO REGISTRA
334.0,NO REGISTRA
397.0,BOGOTA
346.0,NO REGISTRA
341.0,NO REGISTRA
360.0,NO REGISTRA
349.0,NO REGISTRA
345.0,NO REGISTRA
337.0,NO REGISTRA
331.0,NO REGISTRA
362.0,NO REGISTRA
346.0,NO REGISTRA
362.0,NO REGISTRA
355.0,NO REGISTRA
350.0,NO REGISTRA
353.0,NO REGISTRA
340.0,NO REGISTRA
365.0,NO REGISTRA
333.0,NO REGISTRA
404.0,BOGOTA
383.0,NO REGISTRA
333.0,NO REGISTRA
358.0,NO REGISTRA
329.0,NO REGISTRA
336.0,NO REGISTRA
407.0,META
344.0,NO REGISTRA
355.0,NO REGISTRA
353.0,NO REGISTRA
432.0,BOGOTA
377.0,NO REGISTRA
327.0,NO REGISTRA
341.0,NO REGISTRA
327.0,NO REGISTRA
342.0,NO REGISTRA
341.0,NO REGISTRA
337.0,NO REGISTRA
339.0,NO REGISTRA
337.0,NO REGISTRA
365.0,NO REGISTRA
364.0,NO REGISTRA
345.0,NO REGISTRA
340.0,NO REGISTRA
331.0,NO REGISTRA
336.0,NO REGISTRA
362.0,NO REGISTRA
392.0,NO REGISTRA
341.0,NO REGISTRA
344.0,NO REGISTRA
337.0,NO REGISTRA
339.0,NO REGISTRA
338.0,NO REGISTRA
349.0,NO REGISTRA
335.0,NO REGISTRA
350.0,NO REGISTRA
334.0,NO REGISTRA
344.0,NO REGISTRA
342.0,NO REGISTRA
356.0,NO REGISTRA
375.0,NO REGISTRA
341.0,NO REGISTRA
344.0,NO REGISTRA
341.0,NO REGISTRA
357.0,NO REGISTRA
334.0,NO REGISTRA
341.0,NO REGISTRA
332.0,NO REGISTRA
338.0,NO REGISTRA
327.0,NO REGISTRA
399.0,CUNDINAMARCA
339.0,NO REGISTRA
368.0,NO REGISTRA
353.0,NO REGISTRA
346.0,NO REGISTRA
339.0,NO REGISTRA
311.0,NO REGISTRA
348.0,NO REGISTRA
334.0,NO REGISTRA
342.0,NO REGISTRA
342.0,NO REGISTRA
351.0,NO REGISTRA
364.0,NO REGISTRA
390.0,BOGOTA
371.0,NO REGISTRA
333.0,NO REGISTRA
332.0,NO REGISTRA
328.0,NO REGISTRA
332.0,NO REGISTRA
322.0,NO REGISTRA
340.0,NO REGISTRA
331.0,NO REGISTRA
320.0,NO REGISTRA
334.0,NO REGISTRA
330.0,NO REGISTRA
326.0,NO REGISTRA
328.0,NO REGISTRA
323.0,NO REGISTRA
335.0,NO REGISTRA
333.0,NO REGISTRA
321.0,NO REGISTRA
341.0,NO REGISTRA
328.0,NO REGISTRA
322.0,NO REGISTRA
327.0,NO REGISTRA
320.0,NO REGISTRA
331.0,NO REGISTRA
323.0,NO REGISTRA
331.0,NO REGISTRA
412.0,BOGOTA
328.0,NO REGISTRA
336.0,NO REGISTRA
325.0,NO REGISTRA
354.0,NO REGISTRA
355.0,NO REGISTRA
305.0,NO REGISTRA
370.0,NO REGISTRA
362.0,NO REGISTRA
378.0,NO REGISTRA
346.0,NO REGISTRA
295.0,NO REGISTRA
362.0,NO REGISTRA
351.0,NO REGISTRA
367.0,NO REGISTRA
352.0,NO REGISTRA
355.0,NO REGISTRA
368.0,NO REGISTRA
351.0,NO REGISTRA
353.0,NO REGISTRA
361.0,NO REGISTRA
365.0,NO REGISTRA
374.0,NO REGISTRA
357.0,NO REGISTRA
353.0,NO REGISTRA
383.0,NO REGISTRA
381.0,NO REGISTRA
373.0,NO REGISTRA
346.0,NO REGISTRA
361.0,NO REGISTRA
387.0,NO REGISTRA
347.0,NO REGISTRA
361.0,NO REGISTRA
358.0,NO REGISTRA
358.0,NO REGISTRA
363.0,NO REGISTRA
368.0,NO REGISTRA
355.0,NO REGISTRA
352.0,NO REGISTRA
352.0,NO REGISTRA
363.0,NO REGISTRA
349.0,NO REGISTRA
352.0,NO REGISTRA
344.0,NO REGISTRA
359.0,NO REGISTRA
351.0,NO REGISTRA
348.0,NO REGISTRA
317.0,NO REGISTRA
354.0,NO REGISTRA
356.0,NO REGISTRA
320.0,NO REGISTRA
347.0,NO REGISTRA
357.0,NO REGISTRA
365.0,NO REGISTRA
350.0,NO REGISTRA
379.0,NO REGISTRA
343.0,NO REGISTRA
367.0,NO REGISTRA
355.0,NO REGISTRA
360.0,NO REGISTRA
345.0,NO REGISTRA
347.0,NO REGISTRA
366.0,NO REGISTRA
352.0,NO REGISTRA
347.0,NO REGISTRA
362.0,NO REGISTRA
349.0,NO REGISTRA
316.0,NO REGISTRA
348.0,NO REGISTRA
353.0,NO REGISTRA
330.0,NO REGISTRA
365.0,NO REGISTRA
314.0,NO REGISTRA
360.0,NO REGISTRA
350.0,NO REGISTRA
358.0,NO REGISTRA
345.0,NO REGISTRA
389.0,NO REGISTRA
347.0,NO REGISTRA
288.0,NO REGISTRA
353.0,NO REGISTRA
349.0,NO REGISTRA
349.0,NO REGISTRA
371.0,NO REGISTRA
347.0,NO REGISTRA
391.0,NO REGISTRA
354.0,NO REGISTRA
361.0,NO REGISTRA
355.0,NO REGISTRA
362.0,NO REGISTRA
345.0,NO REGISTRA
340.0,NO REGISTRA
349.0,NO REGISTRA
364.0,NO REGISTRA
313.0,NO REGISTRA
376.0,NO REGISTRA
377.0,NO REGISTRA
375.0,NO REGISTRA
380.0,NO REGISTRA
361.0,NO REGISTRA
330.0,NO REGISTRA
357.0,NO REGISTRA
309.0,NO REGISTRA
354.0,NO REGISTRA
385.0,NO REGISTRA
356.0,NO REGISTRA
349.0,NO REGISTRA
345.0,NO REGISTRA
350.0,NO REGISTRA
491.0,CUNDINAMARCA
352.0,NO REGISTRA
346.0,NO REGISTRA
343.0,NO REGISTRA
340.0,NO REGISTRA
345.0,NO REGISTRA
348.0,NO REGISTRA
433.0,BOGOTA
348.0,NO REGISTRA
338.0,NO REGISTRA
348.0,NO REGISTRA
342.0,NO REGISTRA
336.0,NO REGISTRA
343.0,NO REGISTRA
348.0,NO REGISTRA
341.0,NO REGISTRA
350.0,NO REGISTRA
351.0,NO REGISTRA
375.0,NO REGISTRA
282.0,NO REGISTRA
340.0,NO REGISTRA
382.0,NO REGISTRA
342.0,NO REGISTRA
324.0,NO REGISTRA
341.0,NO REGISTRA
337.0,NO REGISTRA
343.0,NO REGISTRA
337.0,NO REGISTRA
347.0,NO REGISTRA
358.0,NO REGISTRA
368.0,NO REGISTRA
344.0,NO REGISTRA
364.0,NO REGISTRA
353.0,NO REGISTRA
343.0,NO REGISTRA
334.0,NO REGISTRA
340.0,NO REGISTRA
337.0,NO REGISTRA
344.0,NO REGISTRA
349.0,NO REGISTRA
349.0,NO REGISTRA
337.0,NO REGISTRA
330.0,NO REGISTRA
338.0,NO REGISTRA
343.0,NO REGISTRA
336.0,NO REGISTRA
336.0,NO REGISTRA
336.0,NO REGISTRA
352.0,NO REGISTRA
392.0,NO REGISTRA
395.0,NO REGISTRA
333.0,NO REGISTRA
332.0,NO REGISTRA
360.0,NO REGISTRA
337.0,NO REGISTRA
342.0,NO REGISTRA
347.0,NO REGISTRA
344.0,NO REGISTRA
337.0,NO REGISTRA
343.0,NO REGISTRA
334.0,NO REGISTRA
355.0,NO REGISTRA
337.0,NO REGISTRA
375.0,NO REGISTRA
341.0,NO REGISTRA
349.0,NO REGISTRA
348.0,NO REGISTRA
336.0,NO REGISTRA
358.0,NO REGISTRA
334.0,NO REGISTRA
333.0,NO REGISTRA
355.0,NO REGISTRA
338.0,NO REGISTRA
337.0,NO REGISTRA
392.0,NO REGISTRA
349.0,NO REGISTRA
366.0,NO REGISTRA
336.0,NO REGISTRA
338.0,NO REGISTRA
343.0,NO REGISTRA
349.0,NO REGISTRA
343.0,NO REGISTRA
339.0,NO REGISTRA
339.0,NO REGISTRA
343.0,NO REGISTRA
337.0,NO REGISTRA
349.0,NO REGISTRA
339.0,NO REGISTRA
332.0,NO REGISTRA
333.0,NO REGISTRA
332.0,NO REGISTRA
331.0,NO REGISTRA
348.0,NO REGISTRA
370.0,NO REGISTRA
351.0,NO REGISTRA
314.0,NO REGISTRA
349.0,NO REGISTRA
370.0,NO REGISTRA
353.0,NO REGISTRA
342.0,NO REGISTRA
333.0,NO REGISTRA
322.0,NO REGISTRA
345.0,NO REGISTRA
347.0,NO REGISTRA
336.0,NO REGISTRA
345.0,NO REGISTRA
343.0,NO REGISTRA
333.0,NO REGISTRA
332.0,NO REGISTRA
337.0,NO REGISTRA
352.0,NO REGISTRA
342.0,NO REGISTRA
366.0,NO REGISTRA
354.0,NO REGISTRA
360.0,NO REGISTRA
337.0,NO REGISTRA
344.0,NO REGISTRA
348.0,NO REGISTRA
332.0,NO REGISTRA
331.0,NO REGISTRA
327.0,NO REGISTRA
330.0,NO REGISTRA
323.0,NO REGISTRA
328.0,NO REGISTRA
338.0,NO REGISTRA
327.0,NO REGISTRA
333.0,NO REGISTRA
340.0,NO REGISTRA
331.0,NO REGISTRA
330.0,NO REGISTRA
335.0,NO REGISTRA
330.0,NO REGISTRA
323.0,NO REGISTRA
329.0,NO REGISTRA
325.0,NO REGISTRA
333.0,NO REGISTRA
339.0,NO REGISTRA
327.0,NO REGISTRA
335.0,NO REGISTRA
319.0,NO REGISTRA
