NOTA_DIF;NOTA_SUELOS;NOTA_POO;NOTA_FIS_DOS;NOTA_TOP;NOTA_EYB;IDIOMA_ICFES;NOTA_HIST;NOTA_ECUA;NOTA_PROGB;LITERATURA_ICFES;NCA_TRES;NOTA_FOTO;NOTA_FIS_UNO;NOTA_CFJC;VECES_SUELOS;EPA_TRES;NOTA_MULTI;NAP_TRES;VECES_POO;NOTA_INT;NAC_TRES;NAP_UNO;CAR_TRES;VECES_FOTO;NCC_TRES;NCA_UNO;NAA_TRES;VECES_MULTI;NCP_TRES;VECES_HIST;VECES_CFJC;VECES_ECUA;VECES_FIS_DOS;VECES_TOP;EPA_DOS;CREDITOS_ECUA;CREDITOS_FIS_DOS;CREDITOS_CFJC;CREDITOS_FOTO;CREDITOS_MULTI;CREDITOS_POO;CREDITOS_SUELOS;PROMEDIO_DOS;PROMEDIO_UNO;PROMEDIO_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
30;46;50;39;32;38;66.03;45;42;40;65.03;18.0;41;32;31;1;2;49;0;1;43;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;38.529411764705884;35.2;43.94444444444444;3.0;41.588235294117645
38;33;43;34;30;45;59.67;30;38;38;59.4;18.0;39;30;39;1;2;31;0;1;37;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;34.411764705882355;36.86666666666667;36.333333333333336;2.0;35.705882352941174
23;0;15;0;36;44;48.86;30;0;36;59.4;1.0;7;0;36;0;1;0;2;1;0;3;1;0;1;6.0;11.0;1;0;5.0;1;1;0;0;1;2;3;3;1;2;3;3;3;35.0;31.466666666666665;15.833333333333334;2.0;38.0
30;9;0;0;30;37;66.95;30;0;0;59.27;0.0;19;22;0;1;1;0;2;0;6;2;0;0;1;5.0;15.0;0;0;5.0;1;0;0;0;1;1;3;3;1;2;3;3;3;23.928571428571427;32.666666666666664;13.0;0.0;0.0
35;44;34;34;36;39;64.24;30;37;32;62.21;18.0;35;38;35;1;2;35;0;1;35;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;35.64705882352941;35.666666666666664;36.5;2.0;37.294117647058826
39;0;0;15;0;42;82.38;30;12;0;62.21;0.0;0;31;0;0;1;20;3;0;30;3;0;0;0;9.0;15.0;0;1;9.0;1;0;1;1;0;2;3;3;1;2;3;3;3;32.18181818181818;33.733333333333334;15.666666666666666;0.0;0.0
33;35;44;39;39;37;52.54;35;38;38;70.87;18.0;39;35;39;1;2;31;0;1;30;7;0;2;2;18.0;15.0;7;1;0.0;1;2;1;1;1;2;3;3;1;2;3;3;3;34.705882352941174;32.46666666666667;37.666666666666664;2.0;37.705882352941174
32;0;0;0;34;40;45.84;30;0;48;62.21;1.0;0;30;39;0;2;0;0;0;20;1;0;0;0;1.0;15.0;1;0;0.0;1;1;0;0;1;2;3;3;1;2;3;3;3;30.470588235294116;34.333333333333336;39.0;0.0;0.0
35;46;47;39;35;42;59.21;40;43;48;62.11;18.0;38;42;40;1;2;42;0;1;34;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;39.529411764705884;35.666666666666664;42.611111111111114;3.0;43.11764705882353
34;31;36;30;35;32;44.51;40;30;33;56.41;18.0;40;34;32;1;2;30;0;1;30;7;0;2;2;18.0;15.0;7;2;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;32.705882352941174;34.733333333333334;32.388888888888886;2.0;32.64705882352941
33;34;34;0;31;40;64.24;40;0;30;56.55;9.0;31;31;33;1;2;0;0;1;22;4;0;0;1;9.0;15.0;4;0;0.0;1;1;0;0;1;2;3;3;1;2;3;3;3;30.11764705882353;35.06666666666667;33.22222222222222;2.0;37.57142857142857
30;36;31;38;41;42;58.01;30;38;31;77.28;18.0;37;39;42;1;2;32;0;1;31;7;0;1;1;18.0;15.0;7;1;0.0;1;1;2;1;1;2;3;3;1;2;3;3;3;35.294117647058826;33.333333333333336;35.611111111111114;3.0;40.1764705882353
35;37;49;34;41;38;85.05;35;43;50;56.55;18.0;47;35;41;1;2;31;0;1;31;7;0;1;1;18.0;15.0;7;1;0.0;1;1;2;1;1;2;3;3;1;2;3;3;3;40.294117647058826;38.333333333333336;39.833333333333336;2.0;37.470588235294116
30;31;40;30;33;40;81.98;30;30;38;62.11;18.0;30;31;33;1;2;30;0;1;36;7;0;2;1;18.0;15.0;7;2;0.0;1;1;1;2;1;2;3;3;1;2;3;3;3;35.411764705882355;32.0;32.0;2.0;35.1764705882353
32;39;33;0;39;44;59.21;30;0;30;59.4;9.0;31;40;41;1;2;0;0;1;30;4;1;0;1;9.0;12.0;4;0;0.0;1;1;0;0;1;2;3;3;1;2;3;3;3;35.705882352941174;31.933333333333334;35.44444444444444;3.0;43.0
31;31;37;34;31;40;41.66;35;31;30;59.4;18.0;34;32;45;1;2;30;0;1;35;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;32.588235294117645;33.6;33.44444444444444;2.0;35.470588235294116
30;36;0;0;38;36;88.85;30;0;0;70.87;4.0;16;36;32;1;1;0;1;0;30;3;0;0;1;6.0;15.0;2;0;2.0;1;1;0;0;1;2;3;3;1;2;3;3;3;35.785714285714285;31.066666666666666;28.666666666666668;1.0;25.0
30;33;50;42;36;37;48.42;30;31;42;59.4;18.0;35;37;35;1;2;31;0;1;37;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;39.294117647058826;35.0;37.0;3.0;40.35294117647059
30;46;33;33;35;37;71.98;39;34;38;67.92;18.0;42;33;30;1;2;32;0;1;30;7;0;1;1;18.0;15.0;7;2;0.0;2;1;1;1;1;2;3;3;1;2;3;3;3;35.05882352941177;36.2;36.0;2.0;38.1764705882353
31;41;0;0;34;47;57.29;30;0;27;50.6;6.0;40;30;44;1;2;0;0;0;27;3;0;0;1;6.0;15.0;3;0;0.0;1;1;0;0;1;2;3;3;1;2;3;3;3;32.705882352941174;31.933333333333334;41.166666666666664;2.0;36.44444444444444
30;34;35;33;31;40;54.92;30;39;30;70.87;18.0;30;31;39;2;2;33;0;2;34;7;0;5;3;18.0;15.0;7;2;0.0;1;2;1;1;1;2;3;3;1;2;3;3;3;32.23529411764706;32.0;34.5;3.0;42.05882352941177
31;33;44;32;39;35;49.66;30;33;34;59.27;18.0;37;30;40;1;2;33;0;1;44;7;0;2;1;18.0;15.0;7;2;0.0;1;1;1;2;1;2;3;3;1;2;3;3;3;37.64705882352941;35.2;35.5;2.0;37.529411764705884
31;31;33;32;34;42;43.11;30;34;31;50.6;15.0;36;31;30;1;2;25;1;1;31;7;0;2;1;18.0;15.0;6;3;3.0;1;2;1;1;1;2;3;3;1;2;3;3;3;32.64705882352941;30.733333333333334;31.5;2.0;38.142857142857146
20;29;0;0;34;32;56.82;30;0;14;67.92;2.0;30;0;0;1;1;0;1;0;0;2;2;0;1;5.0;8.0;1;0;3.0;2;0;0;0;1;1;3;3;1;2;3;3;3;27.90909090909091;27.8;29.4;0.0;0.0
35;0;35;32;36;0;83.41;42;35;38;63.4;12.0;0;38;0;0;2;38;0;3;40;4;0;3;0;12.0;15.0;4;2;0.0;3;0;1;3;3;2;3;3;1;2;3;3;3;38.8;37.93333333333333;35.0;1.0;24.625
30;45;44;35;33;42;65.57;35;30;33;70.87;18.0;38;37;34;1;2;31;0;1;37;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;35.8235294117647;36.666666666666664;36.94444444444444;2.0;37.94117647058823
30;44;50;34;31;44;59.67;35;40;41;59.27;18.0;38;33;30;1;2;30;0;1;38;7;0;1;1;18.0;15.0;7;3;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;35.705882352941174;34.0;38.888888888888886;2.0;33.8235294117647
35;41;45;36;42;41;53.27;35;30;37;62.11;18.0;33;39;36;1;2;42;0;1;33;7;0;1;1;18.0;15.0;7;2;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;38.1764705882353;38.0;38.0;3.0;41.470588235294116
30;35;32;35;30;38;88.85;30;31;32;64.91;18.0;38;32;34;1;2;32;0;1;31;7;0;1;1;18.0;15.0;7;3;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;33.05882352941177;31.0;33.611111111111114;2.0;39.411764705882355
15;0;0;0;0;40;60.44;40;0;30;67.8;0.0;0;0;0;0;1;0;0;0;0;0;3;0;0;0.0;6.0;0;0;0.0;1;0;0;0;0;2;3;3;1;2;3;3;3;31.75;23.866666666666667;0.0;1.0;11.0
26;31;0;0;34;38;58.01;30;0;36;67.8;5.0;36;0;0;1;2;0;0;0;0;2;2;0;1;5.0;8.0;2;0;0.0;1;0;0;0;1;2;3;3;1;2;3;3;3;35.27272727272727;30.533333333333335;33.0;4.0;46.0
30;32;30;35;32;40;59.21;30;35;41;53.63;18.0;32;38;32;1;2;30;0;1;33;7;0;1;1;18.0;15.0;7;2;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;36.64705882352941;34.0;32.333333333333336;2.0;35.588235294117645
30;38;40;36;38;40;64.24;40;32;30;62.21;18.0;33;30;39;1;2;30;0;1;30;7;0;2;1;18.0;15.0;7;3;0.0;1;2;1;1;1;2;3;3;1;2;3;3;3;33.8235294117647;34.4;35.166666666666664;2.0;35.23529411764706
33;47;50;40;31;44;75.1;45;43;39;67.8;18.0;38;30;37;1;2;33;0;1;39;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;36.588235294117645;39.733333333333334;41.77777777777778;2.0;39.529411764705884
30;0;0;0;33;37;69.93;45;0;44;62.11;1.0;13;7;44;0;1;0;1;0;1;2;0;0;1;3.0;15.0;1;0;2.0;1;1;0;0;1;1;3;3;1;2;3;3;3;22.176470588235293;35.6;23.333333333333332;0.0;0.0
37;43;38;40;38;32;59.67;45;38;36;56.41;18.0;30;42;39;1;2;34;0;1;32;7;0;1;1;18.0;15.0;7;1;0.0;1;1;2;1;1;2;3;3;1;2;3;3;3;37.294117647058826;37.86666666666667;37.666666666666664;2.0;36.94117647058823
30;44;36;31;36;37;64.24;45;31;38;67.8;18.0;33;37;36;1;2;30;0;1;31;7;0;1;1;18.0;15.0;7;2;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;35.94117647058823;35.46666666666667;34.333333333333336;2.0;32.88235294117647
32;36;32;30;32;35;48.86;45;30;42;59.4;18.0;43;30;30;1;2;30;0;1;36;7;0;1;1;18.0;15.0;7;1;0.0;1;2;1;1;1;2;3;3;1;2;3;3;3;35.1764705882353;35.0;32.77777777777778;2.0;35.705882352941174
30;0;0;0;0;0;75.52;45;0;0;64.91;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.0;15.0;0;0;0.0;1;0;0;0;0;1;3;3;1;2;3;3;3;0.0;36.666666666666664;0.0;0.0;0.0
15;22;0;0;9;12;73.68;45;0;0;59.27;0.0;0;0;0;1;1;0;1;0;0;1;2;0;0;3.0;8.0;0;0;3.0;1;0;0;0;1;1;3;3;1;2;3;3;3;8.625;31.0;22.0;0.0;0.0
30;47;41;0;35;40;69.93;35;0;31;67.8;9.0;36;35;30;1;2;0;0;1;26;4;0;1;2;9.0;15.0;4;0;0.0;1;1;0;0;1;2;3;3;1;2;3;3;3;32.588235294117645;36.0;40.666666666666664;2.0;37.0
39;38;41;36;41;39;50.1;45;34;50;64.91;18.0;41;31;38;1;2;33;0;1;37;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;38.64705882352941;38.4;37.0;2.0;35.88235294117647
32;33;37;34;34;45;54.92;40;43;47;62.21;18.0;35;30;39;2;2;32;0;1;30;7;0;1;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;36.0;35.2;35.888888888888886;2.0;37.76470588235294
45;46;47;38;45;42;56.09;45;38;41;59.4;18.0;42;48;40;1;2;42;0;1;38;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;43.05882352941177;41.0;42.05555555555556;2.0;37.705882352941174
41;42;41;37;32;42;79.4;40;34;31;65.03;18.0;34;30;35;1;2;36;0;1;30;7;0;1;1;18.0;15.0;7;3;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;34.411764705882355;37.6;37.388888888888886;3.0;40.470588235294116
30;35;50;35;38;37;73.24;45;35;34;56.41;18.0;36;37;32;1;2;34;0;1;30;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;34.705882352941174;35.0;37.27777777777778;2.0;35.1764705882353
45;43;44;39;45;40;55.62;45;45;44;59.4;18.0;46;43;40;1;2;48;0;1;46;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;44.588235294117645;42.333333333333336;43.833333333333336;2.0;38.8235294117647
30;36;45;38;33;42;69.93;35;34;36;59.4;18.0;36;36;38;1;2;33;0;1;30;7;0;1;1;18.0;15.0;7;2;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;34.94117647058823;34.0;37.111111111111114;2.0;39.411764705882355
24;24;15;0;35;36;58.01;40;0;33;59.27;0.0;20;0;0;1;1;0;3;1;0;3;2;0;1;8.0;10.0;0;0;8.0;1;0;0;0;1;2;3;3;1;2;3;3;3;32.45454545454545;30.466666666666665;19.625;0.0;0.0
31;0;0;0;34;35;68.86;35;0;22;67.8;3.0;35;0;32;0;2;0;0;0;11;2;1;1;1;3.0;12.0;2;0;0.0;1;2;0;0;1;1;3;3;1;2;3;3;3;19.823529411764707;33.0;34.0;2.0;34.0
23;0;0;0;0;37;52.08;23;0;13;59.27;0.0;0;0;0;0;1;0;1;0;0;1;6;0;0;1.0;1.0;0;0;1.0;3;1;0;0;0;1;3;3;1;2;3;3;3;22.0;21.0;0.0;0.0;0.0
30;44;33;38;30;39;61.66;40;37;30;62.11;18.0;32;30;38;1;2;30;0;1;34;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;32.470588235294116;33.333333333333336;36.0;2.0;37.1764705882353
35;38;37;36;44;37;62.94;40;35;31;77.28;18.0;37;30;39;1;2;33;0;1;30;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;34.529411764705884;37.06666666666667;36.111111111111114;2.0;39.529411764705884
30;46;47;42;41;43;64.7;40;38;48;56.55;18.0;36;40;39;1;2;36;0;1;30;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;39.470588235294116;35.666666666666664;41.0;2.0;38.1764705882353
32;46;50;30;40;42;71.98;45;39;33;65.03;18.0;32;33;35;1;2;34;0;1;30;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;36.705882352941174;38.2;38.666666666666664;2.0;39.05882352941177
30;43;41;37;40;35;44.51;35;30;42;56.55;18.0;34;30;30;1;2;30;0;1;32;7;0;2;1;18.0;15.0;7;2;0.0;1;1;2;1;1;2;3;3;1;2;3;3;3;34.8235294117647;34.13333333333333;35.611111111111114;2.0;35.470588235294116
30;40;37;31;38;33;44.51;35;30;38;59.4;18.0;36;30;31;1;2;30;0;1;32;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;34.588235294117645;32.333333333333336;33.72222222222222;2.0;37.588235294117645
34;38;0;26;33;32;79.4;40;34;30;62.21;9.0;37;31;36;1;2;18;2;0;34;6;0;3;1;15.0;15.0;4;2;6.0;1;1;2;2;1;2;3;3;1;2;3;3;3;32.1764705882353;34.86666666666667;30.533333333333335;2.0;35.0
30;44;40;40;31;35;58.47;40;37;39;56.55;18.0;36;43;35;1;2;34;0;1;30;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;35.529411764705884;35.0;38.44444444444444;3.0;41.411764705882355
30;31;37;34;30;35;61.66;40;34;37;62.11;18.0;32;38;39;1;2;30;0;1;33;7;0;2;1;18.0;15.0;7;2;0.0;1;2;1;1;1;2;3;3;1;2;3;3;3;34.294117647058826;33.53333333333333;33.388888888888886;2.0;37.705882352941174
40;46;43;39;31;38;61.66;40;41;49;77.1;18.0;37;46;41;1;2;38;0;1;34;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;38.88235294117647;39.0;40.888888888888886;3.0;40.1764705882353
38;34;31;30;38;45;69.93;30;30;30;65.03;18.0;35;31;37;1;2;33;0;1;32;7;0;1;1;18.0;15.0;7;2;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;33.705882352941174;33.46666666666667;32.27777777777778;2.0;34.76470588235294
25;0;0;0;32;43;57.29;30;0;26;65.03;0.0;0;0;19;1;1;0;2;0;0;2;1;1;0;4.0;11.0;0;0;4.0;2;2;0;0;1;2;3;3;1;2;3;3;3;32.36363636363637;30.0;4.75;0.0;0.0
30;31;37;32;32;40;68.41;45;33;42;62.21;18.0;33;37;35;1;2;31;0;1;32;7;0;1;2;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;35.76470588235294;35.4;32.94444444444444;2.0;39.705882352941174
30;34;41;0;32;35;82.38;40;0;37;70.87;9.0;30;20;40;1;2;0;0;1;30;4;0;0;1;9.0;15.0;4;0;0.0;1;1;0;0;1;2;3;3;1;2;3;3;3;32.88235294117647;33.53333333333333;36.111111111111114;2.0;32.5
30;0;0;0;39;34;75.52;36;0;0;67.92;0.0;0;0;19;0;1;0;1;0;1;1;1;0;0;1.0;13.0;0;0;1.0;4;1;0;0;1;1;3;3;1;2;3;3;3;23.5;31.133333333333333;19.0;0.0;0.0
27;29;0;0;32;37;55.62;40;0;26;65.03;3.0;30;0;34;1;2;0;1;0;0;3;1;1;1;6.0;11.0;2;0;3.0;1;2;0;0;1;2;3;3;1;2;3;3;3;32.09090909090909;33.86666666666667;30.166666666666668;2.0;39.0
30;30;0;0;18;36;47.15;45;0;15;62.21;3.0;0;5;0;1;2;0;0;0;14;1;0;0;0;3.0;15.0;1;0;0.0;1;0;0;0;1;1;3;3;1;2;3;3;3;19.58823529411765;34.0;30.0;2.0;35.0
34;30;0;0;32;30;69.93;40;0;30;50.6;5.0;35;5;20;1;2;0;1;0;23;3;0;2;2;6.0;15.0;2;0;1.0;1;2;0;0;1;1;3;3;1;2;3;3;3;25.058823529411764;35.86666666666667;30.0;0.0;0.0
30;34;33;34;33;35;58.47;45;34;36;73.83;18.0;30;41;35;1;2;33;0;1;30;7;0;3;2;18.0;15.0;7;3;0.0;1;1;2;1;1;2;3;3;1;2;3;3;3;35.1764705882353;34.0;33.27777777777778;2.0;36.94117647058823
30;30;42;32;36;35;68.86;40;37;34;64.91;18.0;33;33;40;1;2;30;0;2;33;7;0;2;1;18.0;15.0;7;1;0.0;1;1;3;1;1;2;3;3;1;2;3;3;3;35.1764705882353;34.46666666666667;34.388888888888886;2.0;37.11764705882353
35;39;50;37;43;37;67.41;40;43;50;65.03;18.0;42;32;36;1;2;42;0;1;34;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;39.64705882352941;38.666666666666664;41.833333333333336;3.0;42.1764705882353
30;29;0;0;36;30;59.21;45;0;30;62.21;1.0;0;23;41;1;2;0;1;0;3;2;0;1;0;4.0;15.0;1;0;3.0;1;2;0;0;1;1;3;3;1;2;3;3;3;24.529411764705884;32.666666666666664;32.0;0.0;0.0
31;36;35;35;38;38;53.27;30;33;43;65.03;18.0;38;30;38;1;2;33;0;1;35;7;0;1;1;18.0;15.0;7;3;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;37.64705882352941;32.46666666666667;35.0;2.0;38.411764705882355
33;37;43;0;36;40;62.13;40;0;32;56.41;9.0;38;24;42;1;2;0;0;1;32;4;0;1;1;9.0;15.0;4;0;0.0;1;2;0;0;1;2;3;3;1;2;3;3;3;33.64705882352941;34.733333333333334;39.77777777777778;1.0;23.666666666666668
30;32;34;32;34;39;69.93;40;45;33;65.03;18.0;30;30;39;1;2;35;0;1;30;7;0;2;1;18.0;15.0;7;3;0.0;1;1;2;1;1;2;3;3;1;2;3;3;3;33.529411764705884;34.333333333333336;35.166666666666664;2.0;33.76470588235294
30;30;33;31;34;33;54.45;40;36;33;59.4;18.0;37;30;35;1;2;30;0;1;30;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;32.470588235294116;35.6;32.72222222222222;2.0;34.11764705882353
30;33;42;32;33;33;65.57;40;36;38;70.87;18.0;40;30;32;1;2;30;0;1;30;7;0;2;2;18.0;15.0;7;2;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;34.05882352941177;34.2;35.05555555555556;2.0;38.76470588235294
30;0;0;0;36;35;62.94;45;0;31;53.63;1.0;0;30;30;0;2;0;0;0;17;1;0;0;0;1.0;15.0;1;0;0.0;1;1;0;0;2;1;3;3;1;2;3;3;3;28.647058823529413;34.666666666666664;30.0;0.0;0.0
30;31;37;38;41;35;53.27;40;37;39;53.5;18.0;39;31;33;1;2;36;0;1;30;7;0;1;2;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;35.529411764705884;33.86666666666667;36.0;2.0;39.411764705882355
30;36;0;0;34;42;54.45;40;0;0;53.63;6.0;34;0;39;1;2;0;0;0;40;3;0;0;1;6.0;15.0;3;0;0.0;1;1;0;0;1;2;3;3;1;2;3;3;3;36.81818181818182;33.333333333333336;35.833333333333336;0.0;0.0
30;35;47;30;36;42;81.98;45;30;33;59.4;18.0;30;30;40;1;2;34;0;1;33;7;0;1;1;18.0;15.0;7;2;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;33.88235294117647;37.333333333333336;34.888888888888886;2.0;38.588235294117645
30;44;50;36;35;35;65.57;40;30;35;67.8;18.0;30;36;39;1;2;31;0;1;31;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;34.64705882352941;33.0;37.333333333333336;2.0;37.588235294117645
30;31;44;39;37;40;64.24;45;31;32;64.91;18.0;43;32;42;1;2;32;0;1;31;7;0;2;2;18.0;15.0;7;2;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;34.705882352941174;34.333333333333336;36.611111111111114;2.0;37.529411764705884
35;32;50;37;40;38;68.41;45;41;50;73.83;18.0;46;36;38;1;2;31;0;1;40;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;41.0;39.333333333333336;39.05555555555556;2.0;37.64705882352941
30;36;39;31;33;49;71.98;40;32;40;67.8;18.0;35;31;37;1;2;36;0;2;30;7;0;3;1;18.0;15.0;7;2;0.0;1;1;1;2;1;2;3;3;1;2;3;3;3;36.294117647058826;35.93333333333333;34.94444444444444;2.0;38.11764705882353
37;32;50;33;39;45;77.13;45;30;32;70.74;18.0;46;32;39;1;2;32;0;1;30;7;0;1;2;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;35.470588235294116;35.86666666666667;36.77777777777778;2.0;39.88235294117647
30;36;32;35;30;33;58.47;45;31;45;56.55;18.0;31;33;32;1;2;34;0;1;34;7;0;2;3;18.0;15.0;7;2;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;35.64705882352941;35.4;33.22222222222222;2.0;34.470588235294116
36;35;21;25;32;33;54.45;45;0;30;62.11;3.0;25;30;25;1;1;17;5;1;36;6;0;1;1;15.0;15.0;1;1;12.0;1;2;0;1;1;2;3;3;1;2;3;3;3;32.8235294117647;37.93333333333333;24.6;0.0;0.0
15;10;0;0;31;33;50.87;45;0;0;62.21;0.0;11;0;10;1;1;0;3;0;0;3;2;0;1;6.0;8.0;0;0;6.0;1;1;0;0;1;1;3;3;1;2;3;3;3;19.875;30.0;10.333333333333334;1.0;7.0
31;31;0;30;38;37;58.01;45;24;27;56.55;12.0;39;30;32;1;2;32;1;0;30;6;0;3;1;15.0;15.0;5;1;3.0;1;3;2;2;1;2;3;3;1;2;3;3;3;31.705882352941178;36.06666666666667;30.733333333333334;2.0;34.8
22;0;0;0;16;13;69.93;40;0;0;64.91;0.0;0;0;0;0;1;0;0;0;0;0;4;0;0;0.0;5.0;0;0;0.0;1;0;0;0;1;1;3;3;1;2;3;3;3;9.25;23.266666666666666;0.0;0.0;0.0
39;35;44;31;42;38;47.58;30;41;43;64.91;18.0;30;34;41;1;2;42;0;1;38;7;0;1;1;18.0;15.0;7;1;0.0;1;2;1;1;1;2;3;3;1;2;3;3;3;37.64705882352941;36.733333333333334;37.77777777777778;2.0;37.705882352941174
25;0;0;0;0;0;81.98;45;0;0;59.27;0.0;0;0;0;0;1;0;0;0;0;0;2;0;0;0.0;8.0;0;0;0.0;1;0;0;0;0;1;3;3;1;2;3;3;3;0.0;32.333333333333336;0.0;0.0;0.0
23;33;0;0;32;30;56.82;40;0;5;59.4;5.0;32;0;0;2;2;0;0;0;0;2;1;2;2;5.0;11.0;2;0;0.0;1;0;0;0;1;1;3;3;1;2;3;3;3;21.272727272727273;30.8;32.6;0.0;0.0
30;0;0;0;37;0;62.94;45;36;22;73.83;3.0;26;36;25;0;1;13;3;0;35;4;0;2;2;9.0;15.0;1;1;6.0;1;3;1;0;1;2;3;3;1;2;3;3;3;32.8;38.733333333333334;24.88888888888889;2.0;33.5
32;31;0;0;30;32;73.68;40;0;38;70.87;6.0;36;31;38;1;2;0;0;0;19;3;0;1;2;6.0;15.0;3;0;0.0;1;1;0;0;1;2;3;3;1;2;3;3;3;30.41176470588235;33.86666666666667;33.833333333333336;3.0;42.0
30;44;32;31;34;32;58.47;30;30;35;64.91;18.0;31;34;45;2;2;32;0;1;32;7;0;3;2;18.0;15.0;7;3;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;33.05882352941177;33.333333333333336;34.111111111111114;2.0;37.529411764705884
26;0;0;0;29;27;55.62;40;0;0;67.8;0.0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.0;11.0;0;0;0.0;1;0;0;0;1;1;3;3;1;2;3;3;3;23.25;31.933333333333334;0.0;0.0;0.0
28;0;0;0;29;0;50.1;30;0;7;59.27;0.0;0;0;0;0;1;0;0;0;0;0;2;0;0;0.0;8.0;0;0;0.0;1;0;0;0;1;1;3;3;1;2;3;3;3;19.333333333333332;27.066666666666666;0.0;0.0;0.0
20;21;0;0;30;32;58.01;40;0;12;62.11;0.0;4;0;0;1;1;0;2;0;0;2;1;0;1;5.0;11.0;0;0;5.0;1;0;0;0;1;1;3;3;1;2;3;3;3;25.181818181818183;30.333333333333332;14.2;0.0;0.0
31;38;43;36;35;38;48.42;45;31;36;64.91;18.0;30;30;36;2;2;32;0;1;31;7;0;5;2;18.0;15.0;7;2;0.0;1;1;2;3;1;2;3;3;1;2;3;3;3;33.94117647058823;34.266666666666666;35.333333333333336;2.0;37.529411764705884
35;27;0;0;30;36;68.31;47;0;33;60.16;2.0;34;0;2;1;1;0;2;0;0;3;0;0;1;6.0;15.0;1;0;4.0;1;1;0;0;1;2;3;3;1;2;3;3;3;33.27272727272727;36.6;25.166666666666668;2.0;35.0
38;34;42;30;32;43;69.93;47;31;33;58.33;18.0;37;37;36;1;2;30;0;1;30;7;0;0;1;18.0;15.0;7;1;0.0;1;1;1;1;1;2;3;3;1;2;3;3;3;35.23529411764706;38.733333333333334;33.94444444444444;2.0;39.705882352941174
