NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_ESTADISTICA_UNO;NOTA_TERMODINAMICA;NOTA_TGS;NOTA_EE_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NOTA_ECONOMIA_UNO;VECES_ECONOMIA_UNO;CREDITOS_ECONOMIA_UNO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_ESTADISTICA_DOS;VECES_ESTADISTICA_DOS;CREDITOS_ESTADISTICA_DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MECANICA;VECES_MECANICA;CREDITOS_MECANICA;NOTA_PROCESOSQ;VECES_PROCESOSQ;CREDITOS_PROCESOSQ;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;RENDIMIENTO_CINCO;PROMEDIO_CINCO
831;39.6;44.0;33.29411764705883;34.0;29.0;30.0;32.0;33.1574074074074;5;34.0;34.0;29.5;25.66666666666667;39.0;36.38888888888889;2;18;16;2;7;6;1;2;34.0;1;2;35.0;1;3;45.0;1;3;32.0;2;3;26.0;2;2;33.0;1;3;50;1;2;2;34.76470588235294
1250;35.5;39.0;34.8235294117647;32.0;33.0;38.0;30.0;37.22222222222222;7;40.0;32.0;30.0;31.5;47.0;36.33333333333334;1;18;16;2;7;6;1;2;41.0;1;2;30.0;1;3;32.0;1;3;38.0;1;3;26.5;2;2;43.0;1;3;45;1;2;2;38.0
1265;30.15384615384615;0.0;31.4;30.0;21.0;34.0;0.0;32.28571428571428;2;0.0;0.0;0.0;33.0;0.0;27.5;1;4;2;2;2;1;1;1;32.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;23.0;2;2;0.0;0;3;0;0;2;1;25.45
1466;38.6;44.0;33.61764705882353;32.0;36.0;34.0;40.0;35.34375;6;31.0;39.0;41.0;32.5;0.0;37.09375;1;16;16;0;6;6;0;2;41.0;1;2;31.5;2;3;33.0;1;3;37.0;1;3;36.0;1;2;45.0;1;3;0;0;2;2;37.58823529411764
2;31.8;36.0;31.65625;22.5;30.0;30.0;32.0;37.93333333333333;6;35.0;40.0;0.0;35.0;39.0;30.13888888888889;2;18;13;5;7;5;2;2;22.5;2;2;35.0;1;3;30.0;1;3;30.0;1;3;35.0;1;2;27.5;2;3;30;1;2;2;36.33333333333334
6;35.33333333333334;40.0;35.0;30.0;30.0;35.0;35.0;40.73333333333333;6;35.0;40.0;0.0;40.0;50.0;36.55555555555556;0;18;18;0;7;7;0;2;35.0;1;2;40.0;1;3;35.0;1;3;30.0;1;3;40.0;1;2;35.0;1;3;44;1;2;3;41.81818181818182
8;38.07692307692308;0.0;36.25;30.0;35.0;0.0;0.0;38.33333333333334;3;30.0;40.0;0.0;0.0;0.0;35.0;0;2;2;0;1;1;0;2;35.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;35.0
9;38.66666666666666;50.0;34.3125;35.0;30.0;35.0;37.0;40.73333333333333;6;35.0;45.0;0.0;45.0;45.0;36.38888888888889;0;18;18;0;7;7;0;2;35.0;1;2;35.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;40.0;1;3;40;1;2;2;35.38461538461539
10;33.66666666666666;40.0;34.5625;35.0;30.0;28.5;38.0;37.53333333333333;6;35.0;30.0;0.0;40.0;40.0;35.88888888888889;1;18;18;0;7;7;0;2;40.0;1;2;30.0;1;3;45.0;1;3;35.0;1;3;30.0;1;2;30.0;2;3;43;1;2;2;33.40909090909091
11;32.53333333333333;39.0;30.83333333333333;22.5;27.5;28.66666666666667;38.0;30.30769230769231;4;25.0;30.0;0.0;30.0;0.0;31.63888888888889;1;18;15;3;7;6;1;2;30.0;1;2;28.5;2;3;35.0;1;3;30.0;1;3;30.0;1;2;35.0;1;3;32;1;2;2;32.2
15;37.93333333333333;32.0;39.0625;40.0;30.0;45.0;50.0;40.33333333333334;6;40.0;40.0;0.0;45.0;42.0;43.61111111111111;0;18;18;0;7;7;0;2;35.0;1;2;50.0;1;3;50.0;1;3;40.0;1;3;35.0;1;2;45.0;1;3;45;1;2;3;43.53846153846154
17;26.81818181818182;45.0;21.2;0.0;0.0;0.0;30.5;50.0;1;0.0;0.0;0.0;0.0;50.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
19;31.15384615384615;0.0;28.125;30.0;27.5;0.0;0.0;26.45454545454545;3;7.0;40.0;0.0;30.0;0.0;24.09090909090909;1;11;8;3;4;3;1;1;40.0;1;2;1.666666666666667;3;3;30.0;1;3;0.0;0;3;0.0;0;2;30.0;1;3;0;0;2;1;8.0
20;37.2;39.0;36.375;30.0;30.0;35.0;46.0;42.2;6;35.0;45.0;0.0;45.0;42.0;41.66666666666666;0;18;18;0;7;7;0;2;40.0;1;2;40.0;1;3;50.0;1;3;40.0;1;3;35.0;1;2;40.0;1;3;45;1;2;2;36.61538461538461
22;41.66666666666666;45.0;40.89285714285715;45.0;40.0;0.0;50.0;43.125;3;40.0;45.0;0.0;45.0;0.0;38.07692307692308;0;13;13;0;5;5;0;2;35.0;1;2;35.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;40.0;1;3;0;0;2;2;36.66666666666666
24;35.33333333333334;35.0;32.3125;30.0;22.5;38.0;33.0;33.15384615384615;3;25.0;35.0;0.0;30.0;28.0;28.875;1;16;13;3;6;5;1;1;30.0;1;2;20.66666666666667;3;3;30.0;1;3;30.0;1;3;35.0;1;2;30.0;1;3;0;0;2;1;27.88461538461538
27;38.33333333333334;35.0;36.625;40.0;30.0;30.0;38.0;38.06666666666667;6;30.0;45.0;0.0;35.0;50.0;35.27777777777778;0;18;18;0;7;7;0;2;30.0;1;2;40.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;35.0;1;3;40;1;2;2;35.45454545454545
28;37.0;45.0;38.0;40.0;35.0;40.0;39.0;37.53333333333333;6;30.0;35.0;0.0;40.0;46.0;38.77777777777778;1;18;18;0;7;7;0;2;35.0;2;2;40.0;1;3;35.0;1;3;45.0;1;3;30.0;1;2;40.0;1;3;44;1;2;2;36.23076923076923
31;33.13333333333333;41.0;30.46875;30.0;27.5;30.0;45.0;37.73333333333333;6;40.0;40.0;0.0;35.0;43.0;40.38888888888889;0;18;18;0;7;7;0;2;40.0;1;2;45.0;1;3;45.0;1;3;30.0;1;3;35.0;1;2;45.0;1;3;41;1;2;3;40.61538461538461
32;37.66666666666666;40.0;34.25;35.0;25.0;42.0;37.0;37.66666666666666;6;30.0;40.0;0.0;40.0;45.0;31.35185185185185;3;18;16;2;7;6;1;2;32.5;2;2;30.0;1;3;30.0;2;3;30.0;1;3;26.66666666666667;3;2;30.0;1;3;43;1;2;2;34.15384615384615
33;35.0;0.0;30.0;30.0;25.0;0.0;0.0;26.08333333333333;2;13.25;30.0;0.0;0.0;0.0;34.375;1;8;8;0;3;3;0;2;40.0;1;2;0.0;0;3;35.0;1;3;0.0;0;3;0.0;0;2;30.0;2;3;0;0;2;1;14.4
40;33.6;32.0;33.125;32.5;27.5;35.0;35.0;41.13333333333333;6;40.0;45.0;0.0;45.0;41.0;38.05555555555556;1;18;18;0;7;7;0;2;35.0;2;2;45.0;1;3;45.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;45;1;2;2;37.13333333333333
41;36.33333333333334;35.0;30.25;30.0;27.5;30.0;32.0;34.66666666666666;6;30.0;40.0;0.0;35.0;37.0;34.38888888888889;1;18;18;0;7;7;0;2;45.0;1;2;30.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;35.0;1;3;32;2;2;2;32.8
44;33.46666666666667;36.0;30.15625;30.0;22.5;35.0;30.0;32.0;5;21.66666666666667;30.0;0.0;35.0;35.0;29.83333333333333;3;18;10;8;7;4;3;1;30.0;1;2;22.5;2;3;35.0;1;3;30.0;1;3;28.0;3;2;27.5;2;3;38;1;2;2;36.16666666666666
45;38.0;50.0;32.90625;30.0;27.5;35.0;37.0;40.4;6;35.0;40.0;0.0;50.0;45.0;38.61111111111111;0;18;18;0;7;7;0;2;40.0;1;2;35.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;45.0;1;3;45;1;2;2;33.46153846153846
46;36.33333333333334;45.0;40.625;35.0;45.0;45.0;40.0;41.46666666666667;6;35.0;45.0;0.0;45.0;45.0;37.77777777777778;0;18;18;0;7;7;0;2;40.0;1;2;45.0;1;3;35.0;1;3;40.0;1;3;30.0;1;2;30.0;1;3;45;1;2;2;38.23076923076923
52;34.66666666666666;40.0;32.40625;25.0;27.5;35.0;43.0;35.2;6;30.0;30.0;0.0;35.0;40.0;34.05555555555556;1;18;18;0;7;7;0;2;35.0;1;2;30.0;1;3;30.0;1;3;35.0;1;3;40.0;1;2;30.0;2;3;44;1;2;2;34.76666666666667
53;38.0;45.0;35.40625;35.0;27.5;35.0;42.0;39.4;6;40.0;30.0;0.0;45.0;50.0;39.16666666666666;0;18;18;0;7;7;0;2;45.0;1;2;40.0;1;3;45.0;1;3;40.0;1;3;30.0;1;2;30.0;1;3;45;1;2;2;35.45454545454545
59;33.0;35.0;30.0;30.0;25.0;0.0;0.0;26.0;1;15.5;35.0;0.0;0.0;0.0;22.02564102564103;1;13;6;7;5;2;3;1;21.66666666666667;3;2;0.0;0;3;45.0;1;3;1.0;1;3;0.0;1;2;35.0;1;3;0;0;2;1;21.875
60;37.66666666666666;45.0;35.75;35.0;32.5;40.0;36.0;39.2;6;35.0;40.0;0.0;40.0;40.0;33.61111111111111;2;18;16;2;7;6;1;2;40.0;1;2;30.0;1;3;40.0;1;3;30.0;2;3;27.5;2;2;30.0;1;3;40;1;2;2;38.15384615384615
61;36.33333333333334;40.0;34.71875;27.5;30.0;30.0;34.0;38.93333333333333;6;30.0;50.0;0.0;35.0;35.0;34.58333333333334;1;18;18;0;7;7;0;2;50.0;1;2;35.0;1;3;32.5;2;3;30.0;1;3;30.0;1;2;30.0;1;3;40;1;2;2;35.86666666666667
62;38.0;40.0;36.1875;35.0;40.0;30.0;42.0;40.86666666666667;6;35.0;45.0;0.0;45.0;45.0;39.72222222222222;0;18;18;0;7;7;0;2;45.0;1;2;35.0;1;3;45.0;1;3;40.0;1;3;35.0;1;2;35.0;1;3;45;1;2;2;36.23076923076923
63;31.37777777777778;32.0;32.78125;32.5;25.0;41.0;45.0;31.53333333333333;5;35.0;30.0;0.0;40.0;14.0;33.08333333333334;1;18;15;3;7;6;1;2;30.0;1;2;24.5;2;3;45.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;36;1;2;2;33.84615384615385
66;33.66666666666666;45.0;35.15625;27.5;40.0;30.0;45.0;40.93333333333333;6;35.0;45.0;0.0;45.0;40.0;37.66666666666666;0;18;18;0;7;7;0;2;45.0;1;2;45.0;1;3;45.0;1;3;30.0;1;3;30.0;1;2;30.0;1;3;39;1;2;3;40.46153846153846
70;32.11111111111111;40.0;33.6875;30.0;35.0;35.0;32.0;35.4;5;25.0;30.0;0.0;40.0;40.0;32.75;1;18;15;3;7;6;1;2;40.0;1;2;40.0;1;3;22.5;2;3;30.0;1;3;35.0;1;2;30.0;1;3;36;1;2;2;31.0
72;27.0;15.0;30.0;30.0;15.0;0.0;0.0;28.75;1;0.0;22.5;0.0;0.0;0.0;20.9375;1;8;2;6;3;1;2;1;35.0;1;2;0.0;0;3;15.0;1;3;0.0;0;3;0.0;0;2;17.5;2;3;0;0;2;1;15.0
74;30.42222222222222;39.0;29.53125;22.5;33.33333333333334;25.0;30.0;36.0;6;30.0;35.0;0.0;35.0;43.0;29.83333333333333;3;18;12;6;7;5;2;1;30.0;2;2;30.0;1;3;25.0;2;3;35.0;1;3;30.0;1;2;25.0;2;3;36;1;2;2;31.66666666666667
78;35.66666666666666;40.0;35.78125;35.0;27.5;30.0;35.0;39.8;6;30.0;45.0;0.0;45.0;40.0;32.94444444444444;0;18;18;0;7;7;0;2;40.0;1;2;30.0;1;3;35.0;1;3;30.0;1;3;30.0;1;2;30.0;1;3;39;1;2;2;39.87179487179488
79;33.24444444444445;41.0;36.09375;27.5;40.0;35.0;40.0;39.4;6;45.0;30.0;0.0;45.0;40.0;36.38888888888889;0;18;18;0;7;7;0;2;40.0;1;2;40.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;40;1;2;2;34.15384615384615
81;30.26666666666667;37.0;34.375;30.0;35.0;40.0;40.0;33.1;4;27.5;40.0;0.0;35.0;38.0;30.27777777777778;3;18;10;8;7;4;3;1;35.0;1;2;30.0;1;3;27.5;2;3;35.0;1;3;27.5;2;2;27.5;2;3;30;1;2;2;35.46666666666667
82;39.93333333333333;37.0;40.3125;40.0;35.0;30.0;45.0;42.0;6;50.0;40.0;0.0;45.0;35.0;37.94444444444444;0;18;18;0;7;7;0;2;40.0;1;2;40.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;40.0;1;3;39;1;2;3;40.75555555555556
84;37.33333333333334;40.0;31.60714285714286;35.0;22.5;0.0;30.0;34.44444444444444;2;23.33333333333333;40.0;0.0;0.0;0.0;33.75;0;16;16;0;6;6;0;2;40.0;1;2;30.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;30.0;1;3;0;0;2;2;33.4375
89;36.66666666666666;40.0;33.6875;30.0;30.0;30.0;37.0;38.53333333333333;6;40.0;40.0;0.0;45.0;40.0;39.94444444444444;0;18;18;0;7;7;0;2;40.0;1;2;45.0;1;3;45.0;1;3;40.0;1;3;35.0;1;2;35.0;1;3;37;1;2;2;38.66666666666666
90;32.8;36.0;33.78125;22.5;30.0;37.0;42.0;43.46666666666667;6;45.0;50.0;0.0;34.0;40.0;32.72222222222222;0;18;18;0;7;7;0;2;40.0;1;2;30.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;37;1;2;2;35.1
91;37.46666666666667;36.0;39.375;40.0;35.0;40.0;50.0;38.46666666666667;6;30.0;40.0;0.0;45.0;45.0;40.33333333333334;0;18;18;0;7;7;0;2;30.0;1;2;45.0;1;3;40.0;1;3;40.0;1;3;35.0;1;2;45.0;1;3;43;1;2;2;38.84615384615385
95;30.4;38.0;32.78125;25.0;27.5;41.0;45.0;36.4;6;35.0;35.0;0.0;45.0;40.0;35.16666666666666;1;18;15;3;7;6;1;2;30.0;1;2;30.0;1;3;43.0;1;3;35.0;1;3;45.0;1;2;28.33333333333333;3;3;37;1;2;2;34.88235294117647
98;33.0;40.0;34.375;30.0;30.0;35.0;45.0;33.23333333333333;5;25.0;32.5;0.0;30.0;45.0;36.08333333333334;1;18;18;0;7;7;0;2;40.0;1;2;40.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;32.5;2;3;41;1;2;2;36.15384615384615
100;36.2;44.0;30.09375;27.5;25.0;28.5;36.0;34.2;6;30.0;30.0;0.0;45.0;30.0;35.38888888888889;0;18;18;0;7;7;0;2;30.0;1;2;30.0;1;3;45.0;1;3;35.0;1;3;30.0;1;2;35.0;1;3;41;1;2;2;30.45454545454545
102;34.0;40.0;33.5625;25.0;25.0;41.0;40.0;35.06666666666667;5;25.0;35.0;0.0;35.0;40.0;31.91666666666667;3;18;15;3;7;6;1;2;35.0;1;2;27.5;2;3;30.0;2;3;30.0;1;3;40.0;1;2;30.0;2;3;36;1;2;2;33.65384615384615
107;37.33333333333334;50.0;34.6875;28.33333333333333;35.0;45.0;40.0;33.93333333333333;6;30.0;35.0;0.0;30.0;40.0;33.33333333333334;2;18;13;5;7;5;2;2;35.0;1;2;26.66666666666667;3;3;45.0;1;3;35.0;1;3;25.0;2;2;30.0;1;3;35;1;2;2;30.90909090909091
108;31.33333333333333;40.0;33.1875;30.0;35.0;32.0;31.0;36.66666666666666;6;30.0;40.0;0.0;30.0;40.0;34.63888888888889;1;18;15;3;7;6;1;2;45.0;1;2;35.0;1;3;30.0;1;3;30.0;1;3;40.0;1;2;27.5;2;3;43;1;2;2;31.13636363636364
110;35.0;35.0;31.71875;27.5;27.5;30.0;40.0;34.6;6;30.0;35.0;0.0;35.0;30.0;35.66666666666666;1;18;18;0;7;7;0;2;30.0;2;2;35.0;1;3;35.0;1;3;40.0;1;3;35.0;1;2;40.0;1;3;31;1;2;2;35.93333333333333
112;31.83333333333333;35.0;34.15625;32.5;20.0;38.0;44.0;35.33333333333334;5;20.0;40.0;0.0;33.0;40.0;28.38888888888889;5;18;7;11;7;3;4;1;45.0;1;2;18.0;2;3;27.5;2;3;20.0;3;3;27.5;2;2;32.5;2;3;36;1;2;2;32.88461538461539
113;34.0;40.0;32.875;30.0;30.0;30.0;38.0;34.4;6;40.0;30.0;0.0;30.0;35.0;32.72222222222222;1;18;18;0;7;7;0;2;45.0;1;2;30.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;30.0;2;3;32;1;2;2;37.15384615384615
126;34.46666666666667;41.0;35.0625;35.0;30.0;26.5;44.0;40.13333333333333;6;35.0;45.0;0.0;34.0;44.0;35.0;0;18;18;0;7;7;0;2;35.0;1;2;35.0;1;3;40.0;1;3;30.0;1;3;30.0;1;2;35.0;1;3;40;1;2;2;34.76923076923077
129;24.1;10.0;26.83333333333333;20.0;27.0;0.0;0.0;28.19230769230769;3;22.5;30.0;0.0;32.0;0.0;28.04166666666667;3;16;9;7;6;3;3;1;22.5;4;2;37.0;1;3;21.0;4;3;31.0;1;3;11.33333333333333;3;2;38.0;1;3;0;0;2;1;28.83333333333333
131;35.46666666666667;41.0;33.125;30.0;30.0;29.0;41.0;41.13333333333333;6;40.0;45.0;0.0;32.0;44.0;38.22222222222222;0;18;18;0;7;7;0;2;40.0;1;2;35.0;1;3;45.0;1;3;35.0;1;3;35.0;1;2;35.0;1;3;44;1;2;2;38.46153846153846
132;35.0;40.0;34.08823529411764;30.0;22.5;30.0;41.0;38.13333333333333;6;30.0;35.0;0.0;40.0;40.0;35.0;1;18;18;0;7;7;0;2;30.0;1;2;30.0;2;3;35.0;1;3;35.0;1;3;35.0;1;2;40.0;1;3;40;1;2;2;34.15384615384615
138;28.18181818181818;0.0;25.41666666666667;30.0;14.66666666666667;0.0;0.0;36.0;2;0.0;40.0;0.0;0.0;0.0;11.65384615384615;2;13;2;11;5;1;4;1;30.0;1;2;0.0;0;3;21.66666666666667;3;3;4.5;2;3;2.0;1;2;3.0;1;3;0;0;2;1;19.175
140;33.66666666666666;40.0;34.25;25.0;40.0;34.5;37.0;34.9;5;27.5;30.0;0.0;40.0;45.0;32.16666666666666;3;18;13;5;7;5;2;2;35.0;1;2;35.0;1;3;32.5;2;3;27.5;2;3;25.0;2;2;30.0;1;3;42;1;2;2;31.13636363636364
141;32.06666666666667;38.0;37.35294117647059;40.0;40.0;30.0;50.0;33.66666666666666;5;25.0;35.0;0.0;30.0;40.0;32.77777777777778;1;18;15;3;7;6;1;2;30.0;1;2;35.0;1;3;25.0;2;3;35.0;1;3;30.0;1;2;35.0;1;3;40;1;2;2;31.59090909090909
142;36.8;41.0;38.625;35.0;40.0;33.0;36.0;40.33333333333334;6;45.0;45.0;0.0;30.0;37.0;36.66666666666666;0;18;18;0;7;7;0;2;35.0;1;2;30.0;1;3;40.0;1;3;35.0;1;3;35.0;1;2;35.0;1;3;50;1;2;2;35.07692307692308
145;31.77777777777778;40.0;31.96428571428572;30.0;22.5;0.0;40.0;35.0;4;32.0;35.0;0.0;32.0;0.0;19.25;1;16;5;11;6;2;4;1;35.0;1;2;4.0;1;3;25.0;2;3;5.0;1;3;8.0;1;2;40.0;1;3;0;0;2;1;29.23076923076923
151;17.73076923076923;35.0;18.69047619047619;12.42857142857143;0.0;0.0;0.0;8.84375;0;0.0;4.0;0.0;14.0;0.0;30.0;0;2;2;0;1;1;0;2;30.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
154;30.6;37.0;29.625;25.0;25.0;29.5;35.0;33.86666666666667;6;30.0;40.0;0.0;30.0;41.0;31.27777777777778;1;18;15;3;7;6;1;2;35.0;1;2;29.0;2;3;30.0;1;3;30.0;1;3;35.0;1;2;30.0;1;3;33;1;2;2;34.07692307692308
155;31.94444444444445;45.0;31.84375;35.0;30.0;31.0;40.0;35.2;6;30.0;30.0;0.0;31.5;50.0;32.5;1;18;18;0;7;7;0;2;35.0;1;2;30.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;35.0;2;3;40;1;2;2;34.3235294117647
158;32.0;45.0;36.6875;35.0;30.0;37.0;39.0;36.4;5;30.0;40.0;0.0;40.0;43.0;32.25;3;18;13;5;7;5;2;2;27.5;2;2;22.5;2;3;35.0;1;3;35.0;1;3;30.0;2;2;30.0;1;3;49;1;2;2;34.5
161;33.66666666666666;40.0;34.21875;35.0;35.0;30.0;30.0;35.30769230769231;5;30.0;30.0;0.0;35.0;37.0;36.52777777777778;1;18;15;3;7;6;1;2;50.0;1;2;22.5;2;3;40.0;1;3;35.0;1;3;30.0;1;2;35.0;1;3;50;1;2;2;37.30769230769231
162;31.0;40.0;31.375;30.0;25.0;39.0;47.0;36.53333333333333;5;40.0;45.0;0.0;35.0;40.0;34.94444444444444;1;18;16;2;7;6;1;2;35.0;1;2;30.0;1;3;40.0;1;3;35.0;1;3;28.5;2;2;35.0;1;3;41;1;2;2;32.69230769230769
164;39.33333333333334;50.0;37.4375;45.0;35.0;19.5;40.0;39.22222222222221;5;35.0;45.0;0.0;40.0;47.0;34.38888888888889;2;18;15;3;7;6;1;2;40.0;1;2;40.0;1;3;30.0;2;3;21.33333333333333;3;3;30.0;1;2;45.0;1;3;35;1;2;1;29.75384615384615
166;30.66666666666667;35.0;33.125;30.0;40.0;35.0;35.0;33.0;4;25.0;40.0;0.0;27.0;40.0;30.94444444444444;3;18;9;9;7;4;3;1;40.0;1;2;28.5;2;3;30.0;1;3;29.5;2;3;36.0;1;2;25.0;2;3;33;1;2;2;33.26923076923077
168;32.66666666666666;40.0;32.84375;35.0;30.0;30.0;34.0;32.63333333333333;5;22.5;35.0;0.0;35.0;30.0;29.05555555555556;4;18;10;8;7;4;3;1;35.0;1;2;30.0;2;3;26.66666666666667;3;3;30.0;1;3;29.0;2;2;25.0;3;3;30;1;2;2;32.0
173;30.5;40.0;29.39583333333333;22.5;22.5;24.66666666666667;38.0;35.33333333333334;6;35.0;30.0;0.0;35.0;40.0;29.91666666666667;3;18;9;9;7;4;3;1;35.0;1;2;25.0;3;3;30.0;1;3;26.0;2;3;30.0;1;2;22.5;2;3;49;1;2;2;32.72727272727273
177;36.66666666666666;40.0;39.6875;30.0;35.0;40.0;45.0;41.93333333333333;6;40.0;40.0;0.0;45.0;42.0;42.77777777777778;0;18;18;0;7;7;0;2;40.0;1;2;40.0;1;3;45.0;1;3;40.0;1;3;40.0;1;2;45.0;1;3;50;1;2;3;42.92307692307692
181;33.66666666666666;35.0;31.25;35.0;22.5;0.0;35.0;30.0;1;27.5;27.5;0.0;0.0;0.0;25.40625;5;16;8;8;6;3;3;1;40.0;1;2;19.0;2;3;32.5;2;3;21.0;2;3;9.5;2;2;30.0;2;3;0;0;2;1;29.27272727272727
183;39.33333333333334;40.0;42.8125;40.0;40.0;40.0;40.0;39.53333333333333;6;35.0;35.0;0.0;45.0;40.0;42.5;0;18;18;0;7;7;0;2;45.0;1;2;45.0;1;3;35.0;1;3;40.0;1;3;45.0;1;2;45.0;1;3;45;1;2;3;41.53846153846154
186;36.66666666666666;45.0;36.6875;35.0;35.0;35.0;41.0;40.33333333333334;6;35.0;45.0;0.0;40.0;48.0;38.83333333333334;0;18;18;0;7;7;0;2;45.0;1;2;30.0;1;3;45.0;1;3;40.0;1;3;45.0;1;2;30.0;1;3;42;1;2;3;41.0
187;37.2;44.0;36.5625;35.0;35.0;30.0;45.0;35.66666666666666;6;35.0;30.0;0.0;30.0;40.0;35.72222222222222;0;18;18;0;7;7;0;2;35.0;1;2;35.0;1;3;35.0;1;3;40.0;1;3;30.0;1;2;35.0;1;3;39;1;2;2;36.2
188;32.55555555555556;35.0;31.28125;22.5;29.66666666666667;31.0;36.0;36.0;5;28.33333333333333;45.0;0.0;33.0;34.5;35.61111111111111;1;18;16;2;7;6;1;2;40.0;1;2;30.0;1;3;35.0;1;3;45.0;1;3;22.5;2;2;42.0;1;3;30;1;2;2;31.45454545454545
189;32.53333333333333;39.0;28.4375;22.5;22.5;33.0;37.0;35.2;6;30.0;35.0;0.0;34.0;39.0;29.83333333333333;2;18;12;6;7;5;2;1;35.0;1;2;30.0;1;3;25.0;2;3;24.0;2;3;32.0;1;2;30.0;1;3;38;1;2;2;31.69230769230769
199;34.55555555555555;50.0;32.75;30.0;35.0;30.0;37.0;35.33333333333334;6;30.0;35.0;0.0;40.0;35.0;29.11111111111111;3;18;9;9;7;4;3;1;35.0;1;2;30.0;1;3;25.0;2;3;28.0;2;3;35.0;1;2;25.0;2;3;30;1;2;2;33.46153846153846
202;30.51282051282051;0.0;29.42307692307692;30.0;22.5;0.0;0.0;22.89285714285714;2;10.5;35.0;9.0;26.0;0.0;22.625;2;8;0;8;3;0;3;1;27.5;2;2;0.0;0;3;20.0;3;3;0.0;0;3;0.0;0;2;22.0;1;3;0;0;2;2;32.5
204;34.33333333333334;45.0;38.88235294117647;30.0;45.0;40.0;43.0;41.33333333333334;6;40.0;40.0;0.0;40.0;45.0;38.33333333333334;0;18;18;0;7;7;0;2;40.0;1;2;40.0;1;3;35.0;1;3;35.0;1;3;40.0;1;2;40.0;1;3;40;1;2;2;40.0
218;28.97435897435897;0.0;28.33333333333333;35.0;23.33333333333333;0.0;0.0;28.27272727272727;1;21.5;35.0;0.0;29.5;0.0;23.4;0;10;5;5;4;2;2;1;45.0;1;2;0.0;0;3;36.0;1;3;0.0;0;3;0.0;1;2;12.0;1;3;0;0;2;1;22.83333333333333
228;37.30769230769231;40.0;33.75;30.0;30.0;0.0;0.0;36.66666666666666;3;35.0;40.0;0.0;0.0;0.0;33.125;0;8;8;0;3;3;0;2;35.0;1;2;0.0;0;3;30.0;1;3;0.0;0;3;0.0;0;2;35.0;1;3;0;0;2;1;28.75
230;32.8;36.0;33.78125;35.0;30.0;39.0;40.0;35.36666666666667;5;30.0;40.0;0.0;40.0;45.0;34.08333333333334;1;18;18;0;7;7;0;2;35.0;1;2;34.0;1;3;30.0;1;3;30.5;2;3;30.0;1;2;34.0;1;3;49;1;2;2;30.90909090909091
236;34.0;35.0;32.5625;35.0;25.0;39.0;34.0;37.26666666666667;6;30.0;45.0;0.0;35.0;45.0;31.61111111111111;2;18;16;2;7;6;1;2;35.0;1;2;35.0;1;3;30.0;1;3;30.0;1;3;29.0;2;2;30.0;2;3;33;1;2;2;37.5
238;37.93333333333333;47.0;35.15625;30.0;30.0;35.0;40.0;36.8;6;35.0;40.0;0.0;32.5;41.0;39.61111111111111;0;18;18;0;7;7;0;2;40.0;1;2;30.0;1;3;40.0;1;3;40.0;1;3;40.0;1;2;45.0;1;3;44;1;2;2;35.53846153846154
241;28.46153846153846;30.0;25.0;15.0;0.0;0.0;0.0;31.25;1;0.0;35.0;0.0;0.0;0.0;30.0;0;2;2;0;1;1;0;2;30.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
