NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_ESTADISTICA_UNO;NOTA_TERMODINAMICA;NOTA_TGS;NOTA_EE_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NOTA_ECONOMIA_UNO;VECES_ECONOMIA_UNO;CREDITOS_ECONOMIA_UNO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_ESTADISTICA_DOS;VECES_ESTADISTICA_DOS;CREDITOS_ESTADISTICA_DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MECANICA;VECES_MECANICA;CREDITOS_MECANICA;NOTA_PROCESOSQ;VECES_PROCESOSQ;CREDITOS_PROCESOSQ;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;RENDIMIENTO_CINCO;PROMEDIO_CINCO
581;28.05769230769231;0.0;31.02222222222222;35.0;23.66666666666667;23.66666666666667;0.0;33.38461538461539;4;31.5;27.5;0.0;35.0;0.0;33.8;0;5;5;0;2;2;0;2;35.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;33.0;1;3;0;0;2;2;31.21428571428572
585;36.66666666666666;45.0;36.52941176470588;30.0;36.0;31.5;46.0;36.69444444444444;7;31.5;37.0;31.0;30.0;37.0;39.97222222222222;1;18;18;0;7;7;0;2;42.0;1;2;43.0;1;3;46.0;1;3;36.0;1;3;33.0;1;2;35.5;2;3;44;1;2;2;37.0
587;35.56666666666667;48.0;36.64705882352941;30.0;33.0;36.0;49.0;38.88888888888889;7;35.0;32.0;36.0;36.0;50.0;37.52777777777778;1;18;18;0;7;7;0;2;41.0;1;2;33.5;2;3;32.0;1;3;33.0;1;3;30.0;1;2;46.0;1;3;50;1;2;2;39.14705882352941
589;32.7;34.0;34.05882352941177;30.0;37.0;34.0;30.0;34.88888888888889;6;25.0;30.0;33.0;34.0;48.0;33.21875;2;16;14;2;6;5;1;2;39.0;1;2;31.5;2;3;30.0;1;3;32.0;1;3;23.5;2;2;42.0;1;3;0;0;2;2;35.35294117647059
593;35.53333333333333;36.0;33.76470588235294;35.0;30.0;35.0;39.0;36.61111111111111;7;36.0;34.0;35.0;35.0;46.0;34.38888888888889;0;18;18;0;7;7;0;2;38.0;1;2;30.0;1;3;32.0;1;3;34.0;1;3;31.0;1;2;31.0;1;3;50;1;2;3;41.29411764705883
599;31.66666666666667;42.0;28.35555555555555;25.0;19.33333333333333;28.66666666666667;0.0;37.57142857142857;3;0.0;0.0;0.0;42.0;0.0;32.0;0;2;2;0;1;1;0;2;32.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;31.5
605;33.73333333333333;42.0;31.35294117647059;25.5;23.33333333333333;32.5;47.0;30.97222222222222;5;22.33333333333333;26.5;37.0;31.0;39.0;37.66666666666666;2;18;18;0;7;7;0;2;33.0;1;2;31.0;2;3;44.0;1;3;37.0;1;3;31.0;2;2;38.0;1;3;50;1;2;2;35.76470588235294
607;35.26666666666667;43.0;34.73529411764706;33.5;33.0;30.0;36.0;38.05555555555556;7;35.0;40.0;31.0;35.0;44.0;38.5;0;18;18;0;7;7;0;2;42.0;1;2;39.0;1;3;42.0;1;3;39.0;1;3;30.0;1;2;31.0;1;3;48;1;2;3;41.6764705882353
608;33.93333333333333;45.0;32.76470588235294;25.0;37.0;30.0;34.0;38.77777777777778;7;41.0;34.0;39.0;31.0;44.0;39.0;0;18;18;0;7;7;0;2;34.0;1;2;30.0;1;3;39.0;1;3;42.0;1;3;30.0;1;2;47.0;1;3;50;1;2;2;39.64705882352941
609;34.66666666666666;50.0;35.1764705882353;30.0;35.0;29.5;44.0;34.41666666666666;6;28.5;34.0;30.0;38.0;35.0;37.44444444444444;0;18;18;0;7;7;0;2;35.0;1;2;40.0;1;3;31.0;1;3;35.0;1;3;33.0;1;2;40.0;1;3;50;1;2;2;37.35294117647059
614;37.73333333333333;43.0;34.88235294117647;32.0;35.0;30.0;41.0;36.61111111111111;7;35.0;37.0;31.0;33.0;42.0;35.61111111111111;0;18;18;0;7;7;0;2;39.0;1;2;37.0;1;3;34.0;1;3;35.0;1;3;33.0;1;2;33.0;1;3;40;1;2;2;40.0
615;26.76666666666667;10.0;29.35294117647059;27.66666666666667;28.0;32.0;35.0;21.8125;3;7.333333333333333;32.0;19.0;32.5;0.0;29.75;1;4;2;2;2;1;1;1;30.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;29.5;2;2;0.0;0;3;0;0;2;1;19.25
617;31.76923076923077;0.0;30.85333333333334;30.0;22.6;30.0;0.0;34.625;5;33.0;23.0;36.0;44.0;0.0;29.0;1;10;5;5;4;2;2;1;40.0;1;2;21.0;1;3;0.0;0;3;0.0;0;3;22.5;2;2;34.0;1;3;0;0;2;2;36.58333333333334
618;29.75641025641026;0.0;20.46666666666667;23.33333333333333;3.0;35.0;0.0;15.71428571428571;1;0.0;0.0;0.0;15.0;0.0;34.4;0;5;5;0;2;2;0;2;32.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;36.0;1;3;0;0;2;1;22.5
619;38.0;41.0;35.64705882352941;35.0;35.0;30.0;38.0;36.16666666666666;7;30.0;35.0;30.0;35.0;48.0;35.58333333333334;1;18;18;0;7;7;0;2;31.0;1;2;30.0;1;3;32.5;2;3;39.0;1;3;31.0;1;2;42.0;1;3;43;1;2;2;36.35294117647059
622;35.53333333333333;44.0;36.0;30.0;30.0;35.0;41.0;36.0;7;33.0;31.0;35.0;32.0;42.0;41.16666666666666;0;18;18;0;7;7;0;2;41.0;1;2;40.0;1;3;40.0;1;3;44.0;1;3;41.0;1;2;37.0;1;3;47;1;2;2;38.58823529411764
624;35.73333333333333;49.0;38.26470588235294;40.0;30.5;40.0;47.0;39.0;7;32.0;45.0;33.0;35.0;46.0;39.5;0;18;18;0;7;7;0;2;42.0;1;2;43.0;1;3;33.0;1;3;38.0;1;3;40.0;1;2;43.0;1;3;38;1;2;3;40.47058823529412
625;30.77777777777778;46.0;28.91176470588235;23.5;22.33333333333333;35.0;33.0;35.94444444444444;7;33.0;44.0;37.0;36.0;30.0;32.74074074074074;3;18;11;7;7;4;3;1;26.66666666666667;3;2;38.0;1;3;29.0;2;3;34.0;1;3;28.5;2;2;30.0;1;3;43;1;2;2;36.02941176470588
627;33.8;46.0;37.94117647058823;30.0;35.0;32.0;50.0;38.83333333333334;6;41.0;32.0;25.0;37.0;50.0;32.84375;1;16;13;3;6;5;1;2;40.0;1;2;18.5;2;3;33.0;1;3;34.0;1;3;30.0;1;2;43.0;1;3;0;0;2;2;39.41176470588236
628;35.33333333333334;40.0;35.66666666666666;35.0;30.0;40.0;0.0;27.42857142857143;2;0.0;0.0;0.0;32.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;21.0
632;33.66666666666666;43.0;35.35294117647059;30.0;32.0;30.0;40.0;38.5;7;36.0;32.0;35.0;36.0;48.0;40.72222222222222;0;18;18;0;7;7;0;2;46.0;1;2;36.0;1;3;40.0;1;3;41.0;1;3;33.0;1;2;44.0;1;3;46;1;2;3;40.35294117647059
635;35.2;46.0;30.41176470588235;30.0;23.0;35.0;35.0;32.5625;5;30.0;35.0;36.0;33.0;0.0;33.07291666666667;3;16;11;5;6;4;2;2;34.0;1;2;37.5;2;3;27.0;2;3;30.0;1;3;24.33333333333333;3;2;43.0;1;3;0;0;2;2;34.58823529411764
637;38.2;44.0;36.23529411764706;35.0;30.0;40.0;38.0;34.63888888888889;6;30.0;30.0;26.5;34.0;42.0;36.80555555555556;1;18;18;0;7;7;0;2;42.0;1;2;32.0;1;3;33.5;2;3;34.0;1;3;35.0;1;2;42.0;1;3;42;1;2;2;36.1764705882353
639;33.53333333333333;44.0;35.3235294117647;30.0;33.0;32.5;45.0;37.83333333333334;7;33.0;30.0;34.0;34.0;47.0;35.0;0;18;18;0;7;7;0;2;41.0;1;2;33.0;1;3;34.0;1;3;33.0;1;3;36.0;1;2;30.0;1;3;43;1;2;2;37.08823529411764
641;37.0;46.0;38.58823529411764;40.0;30.0;40.0;43.0;39.88888888888889;7;40.0;36.0;30.0;40.0;49.0;40.9375;0;16;16;0;6;6;0;2;41.0;1;2;39.0;1;3;41.0;1;3;46.0;1;3;33.0;1;2;43.0;1;3;0;0;2;3;40.94117647058823
644;31.53846153846154;0.0;33.38666666666667;30.0;40.0;25.4;0.0;27.07692307692308;3;16.0;30.0;20.66666666666667;41.0;0.0;30.0;0;2;2;0;1;1;0;2;30.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;27.0
648;36.2;47.0;36.29411764705883;33.0;35.0;35.0;45.0;36.47222222222222;6;33.0;36.0;28.5;40.0;48.0;40.72222222222222;0;18;18;0;7;7;0;2;31.0;1;2;40.0;1;3;45.0;1;3;40.0;1;3;36.0;1;2;46.0;1;3;43;1;2;3;40.41176470588236
650;34.67777777777778;43.0;33.85294117647059;33.0;27.5;35.0;46.0;39.33333333333334;7;44.0;41.0;39.0;37.0;40.0;41.33333333333334;0;18;18;0;7;7;0;2;42.0;1;2;35.0;1;3;44.0;1;3;46.0;1;3;30.0;1;2;43.0;1;3;48;1;2;2;34.1764705882353
652;35.86666666666667;45.0;35.3235294117647;27.5;31.0;40.0;46.0;36.72222222222222;6;26.33333333333333;33.0;33.0;36.0;50.0;39.05555555555556;0;18;18;0;7;7;0;2;35.0;1;2;33.0;1;3;38.0;1;3;38.0;1;3;34.0;1;2;46.0;1;3;50;1;2;3;40.29411764705883
662;32.46666666666667;42.0;30.17647058823529;25.0;22.5;28.5;48.0;30.63888888888889;3;28.0;20.66666666666667;38.0;28.0;46.0;34.125;1;16;14;2;6;5;1;2;41.0;1;2;31.0;1;3;30.0;1;3;30.0;1;3;28.0;2;2;45.0;1;3;0;0;2;2;35.47058823529412
668;34.43333333333333;37.0;34.6078431372549;35.0;35.0;27.66666666666667;40.0;34.44444444444444;6;36.0;30.0;28.0;39.0;41.0;35.55555555555556;2;18;12;6;7;5;2;2;36.0;1;2;27.0;2;3;43.0;1;3;33.0;1;3;38.0;1;2;29.0;2;3;48;1;2;2;35.38235294117647
675;28.38461538461538;10.0;25.296875;35.0;7.75;20.25;37.0;40.0;1;0.0;0.0;0.0;0.0;0.0;30.0;0;2;2;0;1;1;0;2;30.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;5.666666666666667
681;30.0;0.0;20.63095238095238;14.75;16.75;17.66666666666667;0.0;32.5;2;0.0;0.0;0.0;30.0;0.0;24.28571428571428;0;7;0;7;3;0;3;1;25.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;18.0;1;2;28.0;1;3;0;0;2;1;26.0
683;35.13333333333333;33.0;36.88235294117647;30.0;35.0;35.0;41.0;31.33333333333333;7;30.0;32.0;30.0;30.0;34.0;32.33333333333334;2;18;12;6;7;5;2;2;35.0;1;2;27.0;2;3;27.0;2;3;34.0;1;3;33.0;1;2;34.0;1;3;40;1;2;2;36.70588235294117
685;35.66666666666666;47.0;35.8235294117647;36.0;33.0;33.0;45.0;33.0;5;30.0;25.5;28.5;30.0;45.0;34.75;1;16;13;3;6;5;1;2;37.0;1;2;37.0;1;3;30.0;1;3;27.66666666666667;3;3;36.0;1;2;42.0;1;3;0;0;2;2;37.88235294117647
690;23.89743589743589;0.0;22.125;20.5;0.0;30.0;0.0;39.0;2;0.0;0.0;0.0;38.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
704;36.06666666666667;44.0;39.52941176470588;39.0;40.0;35.0;43.0;36.16666666666666;7;35.0;30.0;35.0;30.0;38.0;37.33333333333334;0;18;18;0;7;7;0;2;44.0;1;2;30.0;1;3;31.0;1;3;35.0;1;3;35.0;1;2;42.0;1;3;50;1;2;2;37.94117647058823
749;36.56410256410256;0.0;33.83333333333334;35.0;31.0;30.0;0.0;33.75;5;31.0;40.0;30.0;11.0;0.0;34.21875;3;16;13;3;6;5;1;2;31.0;3;2;32.5;2;3;27.0;2;3;33.0;1;3;35.0;1;2;46.0;1;3;0;0;2;1;28.78888888888889
751;36.53333333333333;45.0;39.70588235294117;42.0;39.0;41.0;41.0;41.0;7;44.0;41.0;38.0;36.0;42.0;40.22222222222222;0;18;18;0;7;7;0;2;46.0;1;2;38.0;1;3;39.0;1;3;44.0;1;3;40.0;1;2;35.0;1;3;42;1;2;2;39.94117647058823
803;37.8;45.0;35.58823529411764;38.0;28.0;33.0;42.0;37.88888888888889;7;41.0;37.0;32.0;35.0;39.0;40.61111111111111;0;18;18;0;7;7;0;2;42.0;1;2;43.0;1;3;45.0;1;3;36.0;1;3;32.0;1;2;43.0;1;3;41;1;2;2;38.88235294117647
804;32.15384615384615;0.0;22.0;0.0;44.0;14.0;0.0;40.0;2;0.0;0.0;0.0;39.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;24.5
806;33.53333333333333;37.0;32.4;28.0;22.0;35.0;0.0;35.57142857142857;2;0.0;0.0;0.0;22.5;0.0;26.6;0;5;3;2;2;1;1;1;14.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;3;0;0;2;1;16.71428571428572
807;35.6;31.0;35.79411764705883;31.5;33.0;32.0;42.0;36.52777777777778;6;28.5;36.0;35.0;31.0;46.0;37.22222222222222;0;18;18;0;7;7;0;2;36.0;1;2;30.0;1;3;45.0;1;3;37.0;1;3;30.0;1;2;34.0;1;3;50;1;2;2;38.23529411764706
808;43.07692307692308;0.0;38.26666666666667;37.0;35.0;41.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
809;38.0;44.0;36.41176470588236;30.0;30.0;41.0;46.0;38.0;7;39.0;37.0;31.0;34.0;46.0;43.05555555555556;0;18;18;0;7;7;0;2;46.0;1;2;40.0;1;3;40.0;1;3;45.0;1;3;41.0;1;2;42.0;1;3;50;1;2;3;40.64705882352941
810;39.46666666666667;43.0;38.70588235294117;30.0;41.0;36.0;41.0;37.11111111111111;7;36.0;30.0;39.0;46.0;38.0;34.55555555555556;1;18;18;0;7;7;0;2;33.0;1;2;33.0;1;3;37.0;1;3;35.0;1;3;30.0;2;2;35.0;1;3;38;1;2;2;36.08823529411764
812;38.6;38.0;32.06666666666667;34.0;34.0;26.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
813;39.93333333333333;43.0;37.58823529411764;34.0;34.0;40.0;41.0;37.38888888888889;7;30.0;35.0;33.0;33.0;46.0;40.0;0;18;18;0;7;7;0;2;41.0;1;2;37.0;1;3;39.0;1;3;44.0;1;3;36.0;1;2;38.0;1;3;46;1;2;3;41.05882352941177
821;40.73333333333333;50.0;36.1764705882353;31.0;31.0;41.0;46.0;38.94444444444444;7;31.0;36.0;48.0;45.0;39.0;39.66666666666666;1;18;18;0;7;7;0;2;34.0;2;2;39.0;1;3;40.0;1;3;42.0;1;3;32.0;1;2;47.0;1;3;39;1;2;3;40.1764705882353
825;36.13333333333333;34.0;36.1764705882353;33.0;32.66666666666666;35.0;47.0;36.80555555555556;6;29.5;47.0;41.0;30.0;43.0;38.94444444444444;1;18;16;2;7;6;1;2;35.0;1;2;37.0;1;3;39.0;1;3;37.0;1;3;27.0;2;2;46.0;1;3;50;1;2;2;34.8235294117647
829;38.6;50.0;32.86666666666667;30.0;30.0;31.0;0.0;36.03125;5;23.5;35.0;41.0;32.0;0.0;32.69230769230769;1;13;8;5;5;3;2;2;33.0;1;2;0.0;0;3;45.0;1;3;23.0;1;3;23.5;2;2;36.0;1;3;0;0;2;2;33.58333333333334
832;38.2;48.0;35.52941176470588;30.0;30.0;36.0;45.0;35.05555555555556;5;28.0;29.0;37.0;31.0;43.0;38.05555555555556;1;18;16;2;7;6;1;2;30.0;1;2;34.0;1;3;46.0;1;3;44.0;1;3;23.0;3;2;39.0;1;3;45;1;2;2;38.0
840;34.86666666666667;43.0;35.85294117647059;26.5;35.0;34.0;43.0;38.88888888888889;7;30.0;34.0;36.0;42.0;44.0;39.75;0;16;16;0;6;6;0;2;43.0;1;2;42.0;1;3;41.0;1;3;37.0;1;3;32.0;1;2;42.0;1;3;0;0;2;2;39.8235294117647
841;34.03333333333333;41.0;33.94117647058823;24.5;30.5;32.0;46.0;38.0625;6;35.0;46.0;35.0;31.0;0.0;32.53125;2;16;11;5;6;4;2;2;36.0;1;2;32.0;1;3;27.5;2;3;39.0;1;3;24.0;2;2;35.0;1;3;0;0;2;2;32.76470588235294
842;38.93333333333333;49.0;37.70588235294117;34.0;33.0;42.0;44.0;35.44444444444444;6;38.0;38.0;32.0;30.0;48.0;41.33333333333334;0;18;18;0;7;7;0;2;48.0;1;2;31.0;1;3;46.0;1;3;40.0;1;3;34.0;1;2;45.0;1;3;47;1;2;3;40.5
844;38.73333333333333;40.0;40.41176470588236;44.0;38.0;30.0;46.0;38.63888888888889;7;32.5;35.0;41.0;35.0;45.0;39.72222222222222;1;18;16;2;7;6;1;2;40.0;1;2;35.0;1;3;35.0;1;3;44.0;1;3;29.5;2;2;46.0;1;3;48;1;2;3;40.41176470588236
846;32.95;44.0;32.0;25.0;28.5;35.0;27.0;33.30555555555556;7;31.5;30.0;32.0;30.0;31.0;38.33333333333334;0;18;18;0;7;7;0;2;32.0;1;2;36.0;1;3;44.0;1;3;39.0;1;3;30.0;1;2;45.0;1;3;37;1;2;2;35.70588235294117
847;36.75555555555555;44.0;34.47058823529412;35.0;26.5;31.0;46.0;41.61111111111111;7;32.0;48.0;41.0;45.0;49.0;37.94444444444444;0;18;18;0;7;7;0;2;34.0;1;2;40.0;1;3;33.0;1;3;41.0;1;3;30.0;1;2;39.0;1;3;48;1;2;3;41.05882352941177
850;37.13333333333333;44.0;34.41176470588236;31.0;33.0;34.0;39.0;38.33333333333334;6;36.0;37.0;46.0;41.0;24.0;39.5;1;16;16;0;6;6;0;2;40.0;1;2;36.0;1;3;48.0;1;3;37.0;1;3;33.0;2;2;41.0;1;3;0;0;2;2;37.88235294117647
874;34.53333333333333;36.0;25.67647058823529;14.66666666666667;16.0;30.0;45.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;3;41.0
879;39.86666666666667;47.0;42.88235294117647;37.0;47.0;38.0;49.0;42.11111111111111;7;50.0;43.0;35.0;34.0;44.0;44.72222222222222;0;18;18;0;7;7;0;2;33.0;1;2;40.0;1;3;50.0;1;3;50.0;1;3;39.0;1;2;47.0;1;3;50;1;2;3;42.05882352941177
883;36.0;44.0;38.29411764705883;34.0;37.0;40.0;47.0;36.33333333333334;7;31.0;38.0;30.0;30.0;46.0;40.16666666666666;0;18;18;0;7;7;0;2;38.0;1;2;39.0;1;3;41.0;1;3;42.0;1;3;30.0;1;2;43.0;1;3;46;1;2;3;40.52941176470588
898;30.6;39.0;34.29411764705883;24.33333333333333;36.0;40.0;42.0;33.33333333333334;5;26.33333333333333;33.0;30.0;22.5;42.0;30.1574074074074;4;18;10;8;7;4;3;1;31.5;2;2;24.5;2;3;25.0;2;3;34.0;1;3;23.66666666666667;3;2;30.0;1;3;46;1;2;2;32.64705882352941
913;34.33333333333334;17.0;41.26666666666667;35.0;40.0;42.0;0.0;38.0;6;40.0;30.0;36.0;32.0;0.0;31.625;2;16;13;3;6;5;1;2;31.0;2;2;39.0;1;3;21.0;2;3;36.0;1;3;33.0;1;2;30.0;1;3;0;0;2;2;35.57142857142857
914;35.86666666666667;44.0;37.58823529411764;45.0;33.0;30.0;35.0;33.83333333333334;6;40.0;31.5;28.5;33.0;31.0;38.69444444444444;1;18;15;3;7;6;1;2;42.0;1;2;38.0;1;3;42.0;1;3;28.5;2;3;33.0;1;2;41.0;1;3;49;1;2;2;38.35294117647059
915;36.86666666666667;44.0;39.64705882352941;50.0;30.0;34.0;46.0;37.25;6;40.0;29.33333333333333;32.5;33.0;42.0;38.5;0;18;18;0;7;7;0;2;31.0;1;2;40.0;1;3;45.0;1;3;33.0;1;3;30.0;1;2;41.0;1;3;47;1;2;2;38.44117647058823
985;38.46666666666667;42.0;43.05882352941177;36.0;40.0;46.0;50.0;40.25;5;42.0;47.0;30.0;29.5;0.0;39.625;0;16;16;0;6;6;0;2;42.0;1;2;40.0;1;3;39.0;1;3;40.0;1;3;35.0;1;2;41.0;1;3;0;0;2;3;41.8235294117647
987;38.46153846153846;0.0;23.4;6.5;31.0;42.0;0.0;2.25;0;5.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;8.0
1044;38.2;44.0;40.11764705882353;36.0;35.0;38.0;41.0;39.83333333333334;7;38.0;33.0;39.0;33.0;50.0;38.44444444444444;0;18;18;0;7;7;0;2;48.0;1;2;42.0;1;3;34.0;1;3;34.0;1;3;38.0;1;2;36.0;1;3;41;1;2;2;38.41176470588236
1045;33.93333333333333;45.0;32.33333333333334;38.0;32.0;0.0;0.0;30.09090909090909;1;27.0;24.0;42.0;26.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
1046;32.63333333333333;31.0;32.79411764705883;30.5;26.5;31.0;43.0;35.33333333333334;7;41.0;31.0;38.0;32.5;30.0;32.05555555555556;2;18;12;6;7;5;2;2;32.0;1;2;24.0;2;3;26.0;3;3;32.0;1;3;37.0;1;2;33.0;1;3;47;1;2;2;33.35294117647059
1047;33.9;34.0;37.85294117647059;42.0;30.0;35.0;43.0;39.33333333333334;7;33.0;44.0;40.0;30.0;49.0;35.66666666666666;2;18;18;0;7;7;0;2;34.0;1;2;30.0;2;3;35.0;1;3;35.0;1;3;32.0;2;2;38.0;1;3;48;1;2;2;33.64705882352941
1050;34.63333333333333;32.0;33.02941176470588;36.0;27.0;32.0;32.0;37.5;7;36.0;39.0;36.0;31.0;45.0;40.22222222222222;1;18;16;2;7;6;1;2;38.0;1;2;38.0;1;3;42.0;1;3;43.0;1;3;28.5;2;2;42.0;1;3;48;1;2;2;34.41176470588236
1051;36.4;40.0;38.05882352941177;44.0;41.0;33.0;42.0;38.61111111111111;7;32.0;48.0;40.0;33.0;44.0;41.5;0;18;18;0;7;7;0;2;39.0;1;2;41.0;1;3;42.0;1;3;38.0;1;3;35.0;1;2;46.0;1;3;49;1;2;2;39.05882352941177
1055;37.13333333333333;36.0;31.0;26.0;24.0;40.0;0.0;31.90625;5;34.0;33.0;41.0;33.0;0.0;22.90625;2;16;6;10;6;2;4;1;8.0;1;2;31.0;1;3;12.0;2;3;27.5;2;3;17.0;1;2;35.0;1;3;0;0;2;1;22.4
1056;39.06666666666667;50.0;37.52941176470588;32.0;38.0;32.0;48.0;40.88888888888889;7;40.0;38.0;48.0;35.0;43.0;38.66666666666666;0;18;18;0;7;7;0;2;35.0;1;2;47.0;1;3;33.0;1;3;34.0;1;3;30.0;1;2;42.0;1;3;49;1;2;2;39.11764705882353
1060;37.73333333333333;45.0;38.08823529411764;45.0;30.5;32.0;47.0;38.80555555555556;6;25.5;43.0;44.0;42.0;49.0;36.35185185185185;1;18;16;2;7;6;1;2;34.0;1;2;35.0;1;3;31.0;1;3;34.0;1;3;28.66666666666667;3;2;43.0;1;3;50;1;2;3;40.05882352941177
1061;36.26666666666667;42.0;37.52941176470588;30.0;36.0;34.0;47.0;39.0;7;33.0;34.0;48.0;34.0;49.0;42.16666666666666;0;18;18;0;7;7;0;2;32.0;1;2;42.0;1;3;43.0;1;3;40.0;1;3;44.0;1;2;44.0;1;3;50;1;2;2;38.58823529411764
1065;33.13333333333333;35.0;30.9;14.0;25.5;30.0;0.0;28.40625;4;33.0;37.0;8.0;41.0;0.0;32.0;0;5;5;0;2;2;0;2;35.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;30.0;1;3;0;0;2;0;0.0
1075;33.6;42.0;36.79411764705883;26.5;39.0;40.0;33.0;37.0;7;35.0;34.0;37.0;32.0;44.0;39.16666666666666;0;18;18;0;7;7;0;2;38.0;1;2;39.0;1;3;35.0;1;3;35.0;1;3;32.0;1;2;48.0;1;3;47;1;2;2;35.29411764705883
1081;34.03333333333333;43.0;32.26470588235294;25.66666666666667;22.0;32.0;33.0;39.11111111111111;7;30.0;37.0;37.0;30.0;46.0;36.0;2;18;13;5;7;5;2;2;35.0;1;2;35.0;1;3;29.0;2;3;40.0;1;3;25.0;2;2;44.0;1;3;42;1;2;2;35.8235294117647
1085;36.73333333333333;49.0;37.0;40.0;30.0;0.0;0.0;32.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;34.2
1087;30.95555555555556;37.0;30.5;27.33333333333333;27.0;30.0;0.0;32.96875;4;24.5;31.0;37.0;25.0;0.0;31.38461538461538;1;13;11;2;5;4;1;2;30.0;1;2;0.0;0;3;30.0;1;3;31.0;1;3;28.5;2;2;36.0;1;3;0;0;2;1;29.87777777777778
1089;32.15384615384615;0.0;34.0;33.0;22.33333333333333;41.0;0.0;24.85714285714286;2;0.0;0.0;0.0;30.0;0.0;22.0;0;5;0;5;2;0;2;1;16.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;26.0;1;3;0;0;2;1;21.25
1091;36.15555555555555;42.0;35.88235294117647;39.0;30.0;27.5;43.0;37.55555555555556;7;37.0;30.0;43.0;31.0;45.0;35.72222222222222;0;18;18;0;7;7;0;2;30.0;1;2;41.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;43.0;1;3;38;1;2;2;34.88235294117647
1100;34.76666666666667;44.0;35.41176470588236;30.0;35.0;32.0;40.0;39.16666666666666;7;36.0;39.0;47.0;35.0;38.0;42.27777777777778;1;18;18;0;7;7;0;2;47.0;1;2;47.0;1;3;48.0;1;3;30.0;1;3;32.5;2;2;43.0;1;3;49;1;2;3;42.58823529411764
1111;34.55555555555555;43.0;35.94117647058823;34.0;32.0;30.0;48.0;37.02777777777778;6;22.5;44.0;40.0;33.0;48.0;35.30555555555556;2;18;13;5;7;5;2;2;43.0;1;2;35.0;1;3;27.5;2;3;34.0;1;3;23.0;2;2;38.0;1;3;50;1;2;2;34.23529411764706
1114;29.0;0.0;32.27272727272727;31.0;0.0;41.0;0.0;37.5;2;0.0;0.0;0.0;42.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
