PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;IDIOMA_ICFES;LOCALIDAD;RENDIMIENTO_UNO;PROMEDIO_UNO;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;CAR_UNO;NCC_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS;NCC_DOS;NCA_DOS;NAA_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_PBASICA;NOTA_EE_DOS;RENDIMIENTO_TRES;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_ESTADISTICA_UNO;NOTA_TERMODINAMICA;NOTA_TGS;NOTA_EE_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO;NOTA_ECUACIONES;NOTA_ESTADISTICA_DOS;NOTA_FISICA_DOS;NOTA_MECANICA;NOTA_PROCESOSQ;RENDIMIENTO_CINCO;PROMEDIO_CINCO;NOTA_EE_CUATRO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;RENDIMIENTO_SEIS;PROMEDIO_SEIS;NCA_SEIS;NOTA_PLINEAL;NOTA_DISENO;NOTA_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE;NOTA_IECONOMICA;NAA_SIETE;NOTA_GRAFOS;NOTA_CALIDAD_UNO;NOTA_ERGONOMIA;NOTA_EI_CINCO;RENDIMIENTO_OCHO;PROMEDIO_OCHO;PROMEDIO_NUEVE;RENDIMIENTO_NUEVE
469.1;74.12;50.22;57.25;71.12;20;2.0;36.0;20;57.49;0;15.0;7;35.0;45.0;30.0;45.0;35.0;35.0;35.0;2.0;33.6764705882353;17.0;11.0;5;27.5;25.0;35.0;45.0;40.0;2.0;33.888888888888886;7;30.0;35.0;30.0;30.0;45.0;2.0;37.05555555555556;33.0;41.0;35.0;30.0;32.0;2.0;37.05882352941177;50;33.0;39.0;50.0;42.0;35.0;2.0;38.794117647058826;14.0;26.5;45.0;46;2.0;38.333333333333336;36.0;8;48.0;38.0;41.0;43.0;2.0;37.10714285714285;36.9375;2.0
486.67;59.02;60.61;66.18;81.05;9;1.0;21.363636363636363;8;62.36;0;11.0;1;15.0;50.0;15.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
443.77;62.52;67.96;46.54;47.14;9;2.0;34.266666666666666;9;66.69;0;15.0;7;35.0;40.0;30.0;30.0;35.0;30.0;37.0;2.0;35.0;15.0;15.0;6;35.0;30.0;30.0;40.0;0.0;1.0;28.9375;4;40.0;25.5;10.5;35.0;0.0;1.0;29.0;31.0;0.0;0.0;0.0;0.0;1.0;27.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
483.7;55.8;53.97;57.31;47.66;11;2.0;37.46666666666667;11;61.19;0;15.0;7;30.0;45.0;30.0;45.0;45.0;35.0;46.0;2.0;34.35294117647059;17.0;14.0;6;30.0;25.0;35.0;45.0;37.0;2.0;35.222222222222165;7;30.0;35.0;31.333333333333;30.0;50.0;2.0;36.4375;36.0;35.0;32.0;30.0;44.0;2.0;36.8235294117647;0;39.0;40.0;48.0;36.0;35.0;3.0;40.35294117647059;17.0;38.0;41.0;46;2.0;36.266666666666666;39.0;8;35.0;40.0;40.0;35.0;2.0;39.71428571428572;38.5;2.0
443.29;75.98;47.54;49.3;83.41;10;2.0;35.86666666666667;10;53.85;0;15.0;7;35.0;40.0;30.0;35.0;31.0;35.0;48.0;1.0;29.88235294117647;17.0;11.0;5;30.0;22.5;30.0;30.0;39.0;1.0;28.847222222222165;4;23.25;30.0;25.333333333333;33.0;49.0;2.0;31.031250000000064;23.5;21.666666666667;32.0;30.0;45.0;2.0;33.64705882352941;0;31.0;36.0;35.0;38.0;38.0;2.0;37.294117647058826;15.0;35.0;39.0;36;2.0;39.06666666666667;27.0;8;40.0;32.0;42.0;44.0;3.0;41.07142857142857;31.96875;2.0
408.88;52.06;52.53;44.28;49.65;8;2.0;33.8888888888888;8;46.34;1;15.0;6;21.833333333333;45.0;30.0;40.0;34.0;35.0;49.0;1.0;29.38235294117647;17.0;11.0;5;20.0;30.0;30.0;37.0;33.0;2.0;31.1944444444445;5;24.666666666667;27.5;30.0;31.0;36.0;2.0;33.22222222222222;15.0;45.0;31.0;31.0;39.0;2.0;34.94117647058823;38;39.0;38.0;38.0;36.0;35.0;2.0;34.705882352941174;17.0;30.0;42.0;35;2.0;37.86666666666667;30.0;8;36.0;39.0;41.0;38.0;2.0;37.85714285714285;35.75;2.0
439.56;66.5;60.61;52.16;65.86;11;2.0;35.2;11;50.07;0;15.0;7;35.0;35.0;30.0;40.0;40.0;40.0;34.0;2.0;35.8235294117647;17.0;17.0;7;30.0;30.0;35.0;40.0;42.0;2.0;32.833333333333336;7;30.0;30.0;30.0;35.0;43.0;2.0;34.833333333333336;40.0;40.0;30.0;30.0;31.0;2.0;37.94117647058823;41;33.0;41.0;50.0;41.0;45.0;2.0;34.705882352941174;14.0;26.0;40.0;36;2.0;34.333333333333336;30.0;7;32.0;35.0;44.0;32.0;2.0;38.642857142857146;31.46875;2.0
461.99;59.02;58.23;63.57;76.45;1;2.0;34.0;20;62.36;0;15.0;7;30.0;45.0;30.0;40.0;35.0;40.0;30.0;2.0;33.14705882352941;17.0;11.0;5;30.0;27.5;30.0;40.0;48.0;2.0;31.9444444444445;6;24.666666666667;35.0;30.0;33.0;30.0;2.0;34.666666666666664;30.0;47.0;30.0;26.5;32.0;2.0;36.33333333333335;40;31.0;39.0;50.0;43.0;34.0;2.0;34.61764705882353;15.0;31.5;39.0;13;2.0;39.4;48.0;8;34.5;41.0;40.0;41.0;2.0;38.785714285714285;32.86666666666667;2.0
451.26;66.83;50.22;53.59;57.27;9;1.0;27.0;10;53.11;1;11.0;4;13.0;40.0;30.0;40.0;0.0;35.0;0.0;1.0;11.875000000000124;8.0;0.0;0;0.0;0.0;15.0;21.666666666667;0.0;1.0;30.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
411.5;65.16;58.93;48.97;54.57;4;2.0;35.2;4;53.95;1;15.0;6;22.5;45.0;30.0;45.0;45.0;35.0;44.0;2.0;35.05882352941177;17.0;17.0;7;30.0;35.0;30.0;40.0;43.0;2.0;36.888888888888886;7;30.0;45.0;30.0;30.0;47.0;2.0;35.72222222222222;30.0;40.0;35.0;30.0;30.0;2.0;38.11764705882353;44;35.0;35.0;48.0;41.0;37.0;2.0;39.02941176470589;14.0;29.5;40.0;44;3.0;40.73333333333333;42.0;8;49.0;45.0;41.0;34.0;2.0;38.07142857142857;36.5;2.0
436.51;59.02;55.85;53.84;65.86;7;2.0;34.13333333333333;11;51.94;1;15.0;6;22.5;45.0;30.0;45.0;40.0;35.0;41.0;2.0;34.588235294117645;17.0;17.0;7;30.0;30.0;30.0;45.0;39.0;2.0;36.44444444444444;7;35.0;45.0;30.0;30.0;43.0;2.0;34.375;30.0;35.0;35.0;35.0;30.0;2.0;37.88235294117647;0;34.0;38.0;48.0;48.0;34.0;2.0;37.47058823529412;14.0;29.0;45.0;42;3.0;40.53333333333333;45.0;8;47.0;45.0;42.0;38.0;2.0;39.642857142857146;32.625;2.0
440.62;61.4;55.85;57.36;65.86;14;2.0;36.833333333333336;13;57.84;1;15.0;7;35.0;45.0;30.0;40.0;40.0;32.5;40.0;2.0;33.94117647058823;17.0;14.0;6;30.0;25.0;30.0;40.0;41.0;2.0;32.55555555555556;4;28.5;35.0;28.5;27.5;40.0;2.0;35.05555555555556;35.0;30.0;33.0;30.0;47.0;2.0;36.23529411764706;33;40.0;36.0;42.0;37.0;33.0;2.0;34.55882352941177;14.0;27.5;39.0;31;2.0;37.53333333333333;31.0;8;46.0;40.0;40.0;35.0;2.0;33.642857142857146;37.125;2.0
474.88;85.53;48.49;64.0;50.37;20;2.0;34.46666666666667;20;59.08;0;15.0;7;35.0;35.0;30.0;45.0;34.0;40.0;32.0;2.0;31.33333333333333;15.0;7.0;3;25.0;25.0;27.5;45.0;0.0;1.0;27.609375;3;28.0;31.0;29.5;30.0;0.0;1.0;16.53846153846154;11.0;11.333333333333;0.0;13.0;20.666666666667;2.0;30.63636363636364;0;0.0;39.0;36.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1.0;30.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
458.13;61.4;50.98;57.36;53.32;8;2.0;32.8;8;60.01;1;15.0;6;20.0;40.0;30.0;40.0;45.0;40.0;36.0;2.0;31.91176470588235;17.0;11.0;5;25.0;30.0;30.0;40.0;35.0;2.0;37.888888888888886;7;34.0;41.0;33.0;35.0;44.0;2.0;35.361111111111114;35.0;29.5;33.0;30.0;42.0;2.0;35.23529411764706;44;39.0;40.0;35.0;41.0;32.0;2.0;36.35294117647059;17.0;35.0;40.0;31;2.0;34.6;40.0;8;37.0;36.0;40.0;36.0;2.0;38.21428571428572;35.89583333333337;2.0
446.44;58.3;56.0;53.36;71.12;18;2.0;34.46666666666667;14;54.55;0;15.0;7;30.0;45.0;30.0;35.0;35.0;40.0;36.0;2.0;33.588235294117645;17.0;14.0;6;30.0;25.0;35.0;35.0;43.0;2.0;32.833333333333336;7;30.0;30.0;35.0;35.0;38.0;2.0;35.77777777777778;35.0;35.0;38.0;30.0;30.0;2.0;34.64705882352941;40;33.0;39.0;45.0;37.0;31.0;2.0;34.26470588235294;14.0;26.5;38.0;33;2.0;39.0;32.0;8;48.0;43.0;42.0;41.0;2.0;33.785714285714285;35.8125;2.0
433.56;66.35;54.91;54.29;33.63;10;1.0;29.63636363636364;10;60.0;1;11.0;4;19.0;40.0;30.0;40.0;0.0;40.0;0.0;2.0;31.597222222222168;12.0;4.0;2;27.5;0.0;28.333333333333;40.0;0.0;1.0;25.0;2;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
435.13;61.26;57.26;44.28;48.43;6;2.0;35.333333333333336;6;48.23;1;15.0;6;22.5;45.0;30.0;40.0;40.0;40.0;50.0;2.0;35.794117647058826;17.0;17.0;7;35.0;32.5;30.0;40.0;43.0;2.0;37.55555555555556;7;35.0;45.0;35.0;30.0;43.0;2.0;37.72222222222222;40.0;38.0;40.0;30.0;31.0;2.0;37.23529411764706;45;35.0;40.0;45.0;41.0;34.0;3.0;40.64705882352941;17.0;37.0;45.0;44;2.0;39.333333333333336;37.0;8;49.0;42.0;45.0;31.0;3.0;40.21428571428572;38.1875;2.0
433.14;67.33;48.9;53.94;48.92;9;2.0;37.266666666666666;9;58.72;0;15.0;7;30.0;50.0;30.0;45.0;36.0;40.0;46.0;2.0;36.23529411764706;17.0;17.0;7;30.0;30.0;30.0;45.0;43.0;2.0;33.05555555555556;7;30.0;30.0;30.5;30.0;43.0;2.0;36.77777777777778;27.0;35.0;38.0;37.0;44.0;2.0;35.8235294117647;43;32.0;38.0;47.0;34.0;40.0;2.0;34.911764705882355;12.0;26.5;42.0;32;2.0;37.93333333333333;28.5;8;41.0;38.0;39.0;43.0;2.0;37.5;42.25;3.0
450.03;64.09;48.49;57.04;62.69;20;1.0;17.272727272727273;6;52.41;0;11.0;1;15.0;15.0;15.0;40.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
422.43;67.54;51.73;52.34;58.45;8;2.0;39.4;0;58.09;0;15.0;7;40.0;40.0;40.0;35.0;40.0;40.0;38.0;2.0;37.5;16.0;16.0;6;40.0;40.0;30.0;40.0;45.0;2.0;33.46666666666667;4;27.5;40.0;0.0;31.5;35.0;2.0;33.388888888888886;35.0;35.0;35.0;30.0;30.0;2.0;32.30769230769231;38;35.0;30.0;42.5;0.0;0.0;2.0;31.4;9.0;28.5;35.0;0;2.0;34.55555555555556;30.0;5;31.0;38.0;35.0;0.0;2.0;36.72727272727273;33.76923076923077;2.0
455.92;67.13;55.56;58.28;52.09;7;2.0;38.2;8;55.09;1;15.0;6;25.0;45.0;40.0;45.0;45.0;40.0;44.0;2.0;38.1764705882353;17.0;17.0;7;30.0;35.0;35.0;45.0;47.0;2.0;35.972222222222165;5;28.5;35.0;27.333333333333;30.0;50.0;1.0;26.34375;3.0;26.0;32.5;32.0;31.0;2.0;38.833333333333336;0;0.0;40.0;0.0;44.0;43.0;2.0;35.0;3.0;0.0;0.0;0;0.0;0.0;34.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
487.77;84.99;55.16;59.28;51.23;18;2.0;39.73333333333333;16;57.49;0;15.0;7;35.0;45.0;40.0;40.0;35.0;40.0;48.0;2.0;36.91176470588236;17.0;17.0;7;30.0;32.5;30.0;45.0;45.0;2.0;33.666666666666664;7;31.0;33.0;31.0;30.0;43.0;2.0;36.5;38.0;30.0;30.0;40.0;41.0;2.0;35.411764705882355;45;33.0;37.0;50.0;39.0;34.0;2.0;36.41176470588236;17.0;32.0;42.0;42;2.0;37.13333333333333;30.0;8;44.0;31.0;41.0;32.0;2.0;36.21428571428572;34.1875;2.0
478.1;58.94;57.99;56.4;44.71;8;1.0;15.0;8;69.68;0;11.0;0;15.0;15.0;15.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
460.51;70.26;50.58;58.28;62.69;6;1.0;15.909090909090908;5;55.09;0;11.0;0;15.0;20.0;15.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
466.26;73.57;48.33;56.08;72.32;8;2.0;37.0;8;48.79;0;13.0;6;35.0;45.0;30.0;45.0;38.0;40.0;0.0;2.0;33.166666666666664;15.0;12.0;5;30.0;27.5;30.0;40.0;0.0;2.0;34.53125;5;40.0;38.0;30.0;30.0;0.0;1.0;27.656249999999936;10.333333333333;16.5;32.0;36.0;38.0;1.0;22.875;0;0.0;25.0;0.0;0.0;0.0;1.0;27.5;3.0;17.0;0.0;0;1.0;30.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
421.91;53.2;58.93;50.66;39.54;8;1.0;15.0;20;60.25;0;11.0;0;15.0;15.0;15.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
462.1;60.48;61.03;57.31;69.4;13;2.0;33.18181818181818;20;57.36;0;11.0;5;35.0;35.0;30.0;30.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;2.0;40.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
479.54;84.99;60.0;55.37;50.37;16;2.0;33.8;7;62.31;0;15.0;7;30.0;35.0;30.0;45.0;38.0;40.0;33.0;2.0;37.294117647058826;17.0;17.0;7;30.0;35.0;35.0;45.0;42.0;2.0;38.333333333333336;7;30.0;50.0;35.0;30.0;50.0;2.0;36.77777777777778;32.0;33.0;39.0;39.0;30.0;2.0;36.88235294117647;49;33.0;40.0;50.0;32.0;46.0;2.0;38.23529411764706;17.0;32.0;46.0;45;3.0;40.8;31.0;8;40.0;43.0;44.0;40.0;2.0;37.285714285714285;38.1875;2.0
452.54;61.49;60.67;50.85;56.48;8;2.0;38.06666666666667;6;48.79;0;15.0;7;30.0;45.0;35.0;35.0;45.0;45.0;43.0;2.0;33.26470588235294;17.0;11.0;5;30.0;22.5;30.0;45.0;46.0;2.0;35.27777777777778;7;30.0;32.0;30.0;30.0;42.0;2.0;34.3125;30.0;32.0;40.0;31.0;31.0;2.0;38.588235294117645;0;38.0;41.0;30.0;44.0;42.0;3.0;40.1764705882353;17.0;34.0;47.0;45;2.0;39.86666666666667;35.5;8;42.0;40.0;39.0;42.0;2.0;37.07142857142857;37.1875;2.0
471.63;73.57;48.33;56.08;67.51;16;2.0;33.2;16;56.82;1;15.0;6;20.0;45.0;30.0;40.0;36.0;40.0;43.0;2.0;31.264705882352946;17.0;8.0;4;27.0;30.0;39.0;27.5;44.0;2.0;31.944444444444443;5;31.0;29.0;32.0;30.0;48.0;2.0;38.55555555555556;35.0;47.0;34.0;33.0;32.0;2.0;38.52941176470589;48;30.0;42.0;50.0;47.0;42.0;2.0;38.088235294117645;17.0;30.5;38.0;48;2.0;38.266666666666666;40.0;8;42.0;44.0;39.0;38.0;2.0;37.5;38.75;2.0
480.94;64.24;50.58;67.52;72.32;20;2.0;38.86666666666667;20;63.98;0;15.0;7;35.0;45.0;30.0;40.0;40.0;45.0;49.0;2.0;37.76470588235294;17.0;17.0;7;30.0;45.0;30.0;45.0;31.0;2.0;38.55555555555556;7;35.0;45.0;35.0;36.0;31.0;2.0;33.47222222222222;28.5;33.0;31.0;28.0;35.0;2.0;34.8235294117647;42;31.0;35.0;50.0;34.0;32.0;2.0;39.588235294117645;17.0;35.0;46.0;39;2.0;39.333333333333336;43.0;8;38.0;34.0;44.0;35.0;2.0;37.142857142857146;35.3125;2.0
466.16;66.83;52.72;51.89;58.59;8;3.0;40.8;8;59.82;0;15.0;7;40.0;45.0;40.0;40.0;45.0;40.0;36.0;2.0;38.88235294117647;17.0;17.0;7;40.0;30.0;35.0;50.0;38.0;2.0;37.833333333333336;7;35.0;40.0;30.0;38.0;35.0;2.0;35.111111111111114;34.0;38.0;30.0;31.0;36.0;2.0;35.411764705882355;40;33.0;41.0;50.0;30.0;34.0;2.0;36.70588235294117;17.0;30.0;40.0;42;2.0;38.13333333333333;38.0;8;38.0;33.0;43.0;44.0;2.0;34.92857142857143;35.75;2.0
481.97;73.76;50.58;52.83;69.92;9;3.0;41.6;9;55.09;0;15.0;7;40.0;45.0;35.0;45.0;50.0;40.0;42.0;2.0;37.41176470588236;17.0;17.0;7;30.0;30.0;40.0;45.0;43.0;2.0;35.5625;6;30.0;33.0;35.0;30.0;0.0;2.0;37.625;42.0;37.0;37.0;39.0;32.0;2.0;34.46153846153846;0;32.0;42.0;0.0;44.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
455.54;70.23;57.57;64.14;46.92;20;3.0;43.333333333333336;20;62.31;0;15.0;7;40.0;45.0;40.0;45.0;50.0;45.0;45.0;3.0;42.05882352941177;17.0;17.0;7;35.0;35.0;45.0;50.0;45.0;3.0;43.888888888888886;7;40.0;50.0;40.0;35.0;50.0;3.0;40.16666666666666;39.0;40.0;37.0;46.0;35.0;3.0;41.05882352941177;47;38.0;45.0;46.0;40.0;46.0;3.0;44.35294117647059;17.0;41.0;50.0;46;4.0;46.0;40.0;8;50.0;45.0;50.0;37.0;3.0;42.0;42.625;3.0
427.8;75.27;54.12;54.01;52.09;5;2.0;30.87179487179477;5;49.87;1;13.0;5;13.833333333333;45.0;35.0;45.0;33.0;40.0;0.0;1.0;25.25;12.0;4.0;2;25.0;0.0;27.5;35.0;0.0;1.0;15.0;1;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.8;0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
367.65;52.06;52.53;46.0;37.51;19;2.0;34.4;14;50.09;1;15.0;6;30.0;45.0;25.0;45.0;36.0;40.0;37.0;1.0;29.32333333333333;15.0;9.0;4;22.75;17.2;35.0;40.0;0.0;2.0;32.92857142857143;3;0.0;0.0;0.0;30.0;0.0;1.0;27.5;0.0;0.0;0.0;33.0;0.0;2.0;30.642857142857142;0;0.0;0.0;0.0;41.0;31.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
464.59;74.56;51.08;51.64;61.22;20;1.0;24.09090909090909;20;52.41;0;11.0;3;15.0;35.0;20.0;35.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;2.0;40.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
491.07;61.49;60.67;54.3;74.73;10;2.0;35.666666666666664;10;58.93;0;15.0;7;30.0;40.0;30.0;45.0;37.0;40.0;43.0;2.0;33.088235294117645;17.0;14.0;6;30.0;27.5;30.0;35.0;40.0;2.0;35.22222222222222;7;30.0;42.0;33.0;33.0;39.0;2.0;36.30555555555556;36.0;33.0;29.5;30.0;42.0;2.0;39.88235294117647;46;42.0;40.0;42.0;44.0;38.0;2.0;37.88235294117647;17.0;30.0;39.0;48;2.0;36.73333333333333;40.0;7;47.0;41.0;41.0;34.0;2.0;39.67857142857143;37.0;2.0
475.11;67.01;45.57;64.33;54.9;20;2.0;36.86666666666667;20;56.82;1;15.0;6;27.5;45.0;30.0;45.0;40.0;40.0;49.0;2.0;34.94117647058823;17.0;14.0;6;30.0;29.0;35.0;40.0;46.0;2.0;35.166666666666664;6;36.0;24.0;33.0;30.0;42.0;2.0;37.53125;29.5;50.0;39.0;32.0;37.0;2.0;37.76470588235294;0;30.0;40.0;32.0;46.0;45.0;2.0;37.47058823529412;14.0;27.0;41.0;46;2.0;39.86666666666667;33.0;8;40.0;46.0;39.0;41.0;2.0;37.785714285714285;34.22916666666663;2.0
450.99;70.26;53.11;56.4;49.63;1;2.0;39.2;1;44.9;0;15.0;7;35.0;45.0;35.0;45.0;40.0;40.0;44.0;2.0;37.05882352941177;17.0;17.0;7;30.0;45.0;35.0;45.0;35.0;2.0;34.05555555555556;6;29.0;35.0;30.0;30.0;33.0;2.0;35.166666666666664;32.0;31.0;31.0;30.0;35.0;2.0;35.705882352941174;48;35.0;39.0;47.0;34.0;32.0;2.0;37.85294117647059;17.0;31.5;46.0;45;3.0;40.4;34.0;8;42.0;38.0;42.0;44.0;2.0;36.642857142857146;33.6875;2.0
458.67;70.26;57.99;51.1;61.22;8;3.0;40.86666666666667;8;55.09;0;15.0;7;35.0;45.0;35.0;45.0;45.0;45.0;49.0;2.0;37.41176470588236;17.0;17.0;7;35.0;30.0;35.0;45.0;43.0;2.0;36.833333333333336;7;30.0;50.0;30.0;35.0;44.0;2.0;37.375;43.0;37.0;30.0;39.0;36.0;2.0;39.41176470588236;0;38.0;47.0;44.0;44.0;46.0;2.0;39.52941176470589;17.0;30.0;46.0;44;3.0;43.13333333333333;35.0;8;40.0;44.0;40.0;43.0;2.0;39.0;39.6875;2.0
466.49;70.11;60.67;54.3;54.9;6;2.0;31.8888888888888;8;56.82;2;15.0;5;23.333333333333;45.0;25.0;45.0;32.0;45.0;33.0;2.0;30.705882352941178;17.0;13.0;5;35.0;30.0;27.5;31.0;27.0;2.0;30.75;5;25.5;31.0;32.5;31.0;0.0;1.0;29.46875;35.0;24.5;31.0;15.5;35.0;2.0;30.07692307692308;0;18.5;36.0;0.0;33.0;0.0;1.0;29.7;5.0;26.0;0.0;0;2.0;34.0;31.0;3;35.0;34.0;0.0;0.0;2.0;39.25;0.0;0.0
452.49;67.13;57.99;67.52;59.64;11;1.0;29.41025641025631;11;55.09;2;13.0;4;23.333333333333;40.0;30.0;45.0;17.0;40.0;0.0;2.0;33.86666666666667;15.0;15.0;6;30.0;36.0;30.0;40.0;0.0;2.0;30.375000000000064;4;30.0;28.0;22.666666666667;31.0;0.0;2.0;31.307692307692307;30.0;0.0;30.0;34.0;33.0;2.0;34.5;0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
439.44;73.76;53.11;52.83;67.51;1;2.0;38.66666666666666;1;51.06;0;15.0;7;30.0;45.0;30.0;50.0;45.0;40.0;50.0;2.0;31.764705882353;17.0;14.0;6;30.0;22.666666666667;30.0;35.0;41.0;2.0;35.44444444444444;6;29.5;31.5;40.0;30.0;45.0;2.0;33.833333333333336;32.0;33.0;30.0;31.0;36.0;2.0;35.47058823529412;42;35.0;40.0;30.0;41.0;40.0;2.0;35.23529411764706;12.0;24.0;42.0;43;2.0;38.2;29.0;8;39.0;32.0;42.0;37.0;2.0;39.142857142857146;35.875;2.0
486.15;73.57;53.43;59.89;67.51;8;3.0;40.06666666666667;8;54.77;0;15.0;7;30.0;45.0;40.0;50.0;45.0;45.0;43.0;3.0;41.41176470588236;17.0;17.0;7;40.0;45.0;35.0;45.0;47.0;2.0;38.72222222222222;7;30.0;40.0;40.0;30.0;46.0;2.0;37.833333333333336;42.0;39.0;33.0;30.0;35.0;3.0;41.41176470588236;48;35.0;39.0;50.0;44.0;48.0;3.0;41.41176470588236;17.0;38.0;50.0;47;3.0;42.333333333333336;47.0;8;40.0;40.0;44.0;45.0;2.0;39.285714285714285;38.625;2.0
