NOTA_FOGEP;NOTA_EI_OP_DI;NOTA_EI_OP_CII;NOTA_EI_OP_CI;NOTA_EI_OP_AIII;NOTA_ING_ECONOMICA;VECES_FOGEP;NOTA_GRADO_UNO;NOTA_GRADO_DOS;VECES_EI_OP_DI;NOTA_EI_OP_BIII;NCP_NUEVE;NOTA_GES_CAL_VAL_SOFT;NOTA_SIS_OP;VECES_EI_OP_BIII;VECES_GRADO_UNO;VECES_EI_OP_CII;NCA_NUEVE;NAC_OCHO;NAC_NUEVE;VECES_EI_OP_CI;VECES_GRADO_DOS;VECES_GES_CAL_VAL_SOFT;VECES_EI_OP_AIII;CAR_NUEVE;NCC_NUEVE;NAA_NUEVE;EPA_NUEVE;VECES_EI_OP_AII;NAP_NUEVE;VECES_SIS_OP;NOTA_EI_OP_AII;CREDITOS_GRADO_DOS;CREDITOS_EI_OP_AIII;CREDITOS_GRADO_UNO;CREDITOS_FOGEP;CREDITOS_EI_OP_DI;CREDITOS_EI_OP_CII;PROMEDIO_SIETE;PROMEDIO_TRES;PROMEDIO_CINCO;PROMEDIO_SEIS;CREDITOS_EI_OP_BIII;RENDIMIENTO_DIEZ;PROMEDIO_DIEZ
40.0;42.0;44.0;44.0;43;36.0;1;50;0;1;45.0;0.0;46.0;50.0;1;1;1;12.0;6;4;1;0;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;44.10526315789474;34.47222222222222;39.26315789473684;45.833333333333336;3;3.0;43.46666666666667
33.0;50.0;45.0;45.0;35;39.0;1;50;50;1;38.5;0.0;34.0;33.0;2;1;1;9.0;5;3;1;1;2;1;1;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;37.05263157894737;32.666666666666664;35.86842105263158;35.52777777777778;3;3.0;42.861111111111114
47.0;43.0;38.0;45.0;43;47.0;1;0;0;1;0.0;0.0;37.0;47.0;0;0;1;12.0;5;4;1;0;1;1;0;12.0;4;2;1;0;1;49.0;3;3;1;2;3;3;44.21052631578947;36.833333333333336;38.473684210526315;40.166666666666664;3;3.0;42.36363636363637
44.0;45.0;49.0;45.0;48;44.0;1;50;50;1;50.0;0.0;47.0;50.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;47.473684210526315;41.611111111111114;43.421052631578945;44.72222222222222;3;4.0;48.0
32.0;0.0;41.0;41.0;0;46.0;1;0;0;0;46.0;0.0;35.0;0.0;1;0;1;12.0;4;4;1;0;1;0;0;12.0;4;2;1;0;0;47.0;3;3;1;2;3;3;41.3125;29.384615384615383;33.6764705882353;34.9375;3;3.0;40.625
32.0;40.0;45.0;42.0;42;37.0;1;50;50;1;47.0;0.0;43.0;30.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;36.54385964947368;32.47222222222222;29.078947367894738;38.72222222222222;3;3.0;43.666666666666664
42.0;43.0;44.0;44.0;47;42.0;1;50;50;1;37.0;0.0;47.0;50.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;44.36842105263158;38.166666666666664;37.31578947368421;42.0;3;3.0;44.27777777777778
40.0;45.0;46.0;44.0;39;30.0;1;50;50;1;0.0;0.0;43.0;48.0;0;1;1;12.0;5;4;1;1;1;1;0;12.0;4;2;1;0;1;49.0;3;3;1;2;3;3;44.578947368421055;37.333333333333336;36.421052631578945;44.5;3;3.0;44.666666666666664
37.0;46.0;43.0;44.0;41;41.0;1;50;46;1;40.0;3.0;47.0;50.0;1;1;1;12.0;6;5;1;1;1;1;1;15.0;4;2;2;1;1;9.0;3;3;1;2;3;3;43.26315789473684;34.888888888888886;37.21052631578947;41.72222222222222;3;3.0;42.888888888888886
21.0;42.0;41.0;41.0;0;47.0;2;50;45;1;42.0;0.0;44.0;37.0;1;1;1;12.0;5;4;1;1;1;0;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;43.05263157894737;36.47222222222222;40.1578947368421;38.166666666666664;3;3.0;40.13333333333333
35.0;36.0;45.0;45.0;34;33.0;1;0;0;1;40.0;0.0;34.5;37.0;1;0;1;12.0;6;4;1;0;2;1;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;36.421052631578945;33.69444444444444;34.8421052631579;37.05555555555556;3;2.0;38.214285714285715
40.0;44.0;45.0;43.0;39;45.0;1;42;42;1;41.0;0.0;37.0;41.0;1;1;1;15.0;6;5;1;1;1;1;0;15.0;5;2;1;0;1;41.0;3;3;1;2;3;3;41.0;33.05555555555556;37.94736842105263;42.27777777777778;3;3.0;41.94444444444444
41.0;45.0;40.0;41.5;49;41.0;1;47;47;1;42.0;0.0;40.0;47.0;1;1;1;12.0;6;4;2;1;1;1;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.31578947368421;37.388888888888886;39.05263157894737;43.27777777777778;3;3.0;44.333333333333336
44.0;36.0;42.0;42.0;40;33.0;1;50;45;1;48.0;0.0;36.0;37.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;42.473684210526315;37.22222222222222;37.05263157894737;37.388888888888886;3;3.0;42.833333333333336
33.0;33.0;41.0;43.0;0;31.0;1;50;50;1;38.0;0.0;38.0;38.0;1;1;1;12.0;5;4;1;1;2;0;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;39.73684210526316;36.166666666666664;34.68421052631579;41.166666666666664;3;3.0;40.13333333333333
48.0;42.0;43.0;45.0;43;45.0;1;50;50;1;45.0;0.0;46.0;48.0;1;1;1;15.0;6;5;1;1;1;1;0;15.0;5;2;1;0;1;40.0;3;3;1;2;3;3;39.05263157894737;40.22222222222222;44.1578947368421;44.0;3;4.0;45.27777777777778
0.0;0.0;0.0;26.0;30;14.5;0;0;0;0;13.0;6.0;0.0;20.0;1;0;0;3.0;1;3;1;0;0;1;0;9.0;1;1;1;2;1;37.0;3;3;1;2;3;3;33.4;34.916666666666664;33.875;36.53846153846154;3;1.0;21.5
38.0;40.0;43.0;43.0;39;30.0;1;50;50;1;44.0;0.0;38.0;43.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.73684210526316;35.0;36.1578947368421;43.333333333333336;3;3.0;43.0
30.0;38.0;45.0;40.0;49;30.0;1;0;0;1;47.0;0.0;35.0;46.0;1;0;1;12.0;6;4;1;0;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;42.73684210526316;34.0;35.68421052631579;40.0;3;3.0;42.642857142857146
30.0;35.0;41.0;42.0;43;34.0;1;0;0;1;0.0;3.0;42.5;23.5;0;0;1;6.0;5;3;1;0;2;1;2;9.0;2;2;0;1;2;0.0;3;3;1;2;3;3;35.1875;32.94444444444444;37.10526315789474;38.05555555555556;3;2.0;37.90909090909091
37.0;37.0;36.0;43.0;30;33.0;1;50;50;1;43.0;0.0;43.0;47.0;1;1;1;15.0;6;5;1;1;1;1;0;15.0;5;2;1;0;1;40.0;3;3;1;2;3;3;38.63157894736842;35.55555555555556;36.39473684210526;37.55555555555556;3;2.0;39.55555555555556
38.0;38.0;42.0;42.0;44;40.0;1;50;50;1;44.0;0.0;38.0;42.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.21052631578947;34.666666666666664;35.26315789473684;41.77777777777778;3;3.0;43.333333333333336
33.0;39.0;45.0;45.0;0;34.0;1;50;50;1;39.0;0.0;31.5;35.0;1;1;1;15.0;5;5;1;1;2;0;1;15.0;5;2;1;0;1;41.0;3;3;1;2;3;3;39.36842105263158;36.361111111111114;38.36842105263158;37.0;3;3.0;42.333333333333336
34.0;46.0;40.0;41.0;46;43.0;1;0;0;1;0.0;0.0;32.0;42.0;0;0;1;12.0;5;4;1;0;1;1;0;12.0;4;2;1;0;1;49.0;3;3;1;2;3;3;40.63157894736842;32.80555555555556;39.55263157894737;37.97222222222222;3;3.0;42.18181818181818
36.0;45.0;43.0;42.0;40;43.0;1;50;50;1;48.0;0.0;44.0;47.0;1;1;1;15.0;6;5;1;1;1;1;0;15.0;5;2;1;0;1;49.0;3;3;1;2;3;3;43.36842105263158;38.333333333333336;41.0;45.388888888888886;3;3.0;44.44444444444444
46.0;45.0;45.0;43.0;47;44.0;1;50;50;1;0.0;0.0;46.0;49.0;0;1;1;9.0;5;3;1;1;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;45.526315789473685;36.388888888888886;38.26315789473684;45.888888888888886;3;4.0;46.86666666666667
45.0;44.0;40.0;45.0;40;37.0;1;0;0;1;30.0;3.0;32.0;32.5;1;0;1;12.0;6;5;1;0;1;1;2;15.0;4;2;1;1;2;42.0;3;3;1;2;3;3;38.473684210526315;30.97222222222222;35.26315789473684;41.02777777777778;3;2.0;39.42857142857143
33.0;41.0;42.0;42.0;43;41.0;1;0;0;1;0.0;0.0;38.0;38.0;0;0;1;9.0;5;3;1;0;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;39.4375;31.805555555555557;31.157894736842106;35.611111111111114;3;3.0;40.36363636363637
39.0;43.0;40.0;40.0;0;42.0;1;44;44;1;41.5;0.0;49.0;47.0;2;1;1;12.0;6;4;1;1;1;0;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.26315789473684;33.55555555555556;40.89473684210526;38.05555555555556;3;3.0;41.833333333333336
35.0;38.0;40.0;40.0;0;32.0;1;0;0;1;35.5;0.0;41.0;42.0;2;0;1;12.0;6;4;1;0;1;0;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.421052631578945;35.416666666666664;33.078947368421055;38.111111111111114;3;2.0;37.31818181818182
37.0;37.0;38.0;35.0;0;42.0;1;42;42;1;38.5;0.0;38.0;37.0;2;1;1;12.0;6;4;1;1;1;0;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;43.89473684210526;32.638888888888886;38.68421052631579;38.833333333333336;3;2.0;38.833333333333336
42.0;44.0;45.0;50.0;49;43.0;1;50;50;1;0.0;0.0;46.0;46.0;0;1;1;12.0;5;4;1;1;1;1;0;12.0;4;2;1;0;1;47.0;3;3;1;2;3;3;45.10526315789474;36.94444444444444;39.10526315789474;45.611111111111114;3;4.0;46.53333333333333
35.0;41.0;42.0;45.0;34;30.0;1;50;50;1;43.0;0.0;35.0;48.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.63157894736842;35.52777777777778;35.526315789473685;43.77777777777778;3;3.0;41.666666666666664
35.0;45.0;40.0;40.0;0;38.0;1;48;48;1;45.5;0.0;40.0;45.0;2;1;1;12.0;6;4;1;1;1;0;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;40.94736842105263;37.5;38.26315789473684;42.22222222222222;3;3.0;43.56666666666667
37.0;42.0;45.0;45.0;0;42.0;1;50;50;1;42.0;0.0;49.0;48.0;2;1;1;12.0;6;4;1;1;1;0;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;42.89473684210526;35.833333333333336;36.5;37.888888888888886;3;3.0;44.06666666666667
37.0;45.0;45.0;45.0;0;35.0;1;50;50;1;43.5;0.0;47.0;34.0;2;1;1;12.0;6;4;1;1;1;0;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;42.473684210526315;35.72222222222222;40.36842105263158;41.111111111111114;3;3.0;44.96666666666667
32.0;47.0;45.0;45.0;0;45.0;1;50;50;1;43.5;0.0;49.0;30.0;2;1;1;12.0;6;4;1;1;1;0;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.78947368421053;34.638888889444445;36.55263157894737;38.20370370333333;3;3.0;44.7
39.0;42.0;39.0;44.0;0;34.5;1;44;44;1;39.0;0.0;35.0;42.0;1;1;1;12.0;5;4;1;1;1;0;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;38.63157894736842;34.833333333333336;35.05263157894737;38.388888888888886;3;3.0;40.93333333333333
35.0;50.0;40.0;44.0;0;32.0;1;50;50;1;42.5;0.0;49.0;41.0;2;1;1;12.0;6;4;1;1;1;0;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;38.21052631578947;30.333333333333332;33.89473684210526;40.97222222222222;3;3.0;44.5
0.0;43.0;0.0;0.0;0;0.0;0;0;0;1;0.0;0.0;0.0;0.0;0;0;0;3.0;0;1;0;0;0;0;0;3.0;1;2;1;0;0;31.0;3;3;1;2;3;3;0.0;34.0;36.27272727272727;38.857142857142854;3;3.0;43.0
38.0;37.0;35.0;28.5;45;38.0;1;0;0;1;0.0;3.0;41.0;42.0;0;0;1;9.0;5;4;2;0;1;1;1;12.0;3;2;1;1;1;30.0;3;3;1;2;3;3;38.111111111111114;35.19444444444444;38.1578947368421;43.44444444444444;3;2.0;38.81818181818182
34.0;41.0;37.0;42.0;48;40.0;1;0;0;1;0.0;0.0;32.0;31.0;0;0;1;9.0;5;3;1;0;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;41.611111111111114;34.83333333388889;37.28947368421053;37.388888888888886;3;3.0;40.54545454545455
0.0;0.0;0.0;0.0;0;30.0;0;0;0;0;0.0;0.0;0.0;30.0;0;0;0;3.0;2;1;0;0;0;0;0;3.0;1;2;0;0;1;0.0;3;3;1;2;3;3;19.0625;31.944444444444443;27.941176470588236;32.666666666666664;3;0.0;0.0
30.0;37.0;35.0;42.0;0;32.0;1;50;45;1;34.5;0.0;46.0;35.0;2;1;1;15.0;6;5;1;1;1;0;1;15.0;5;2;1;0;1;45.0;3;3;1;2;3;3;39.473684210526315;33.22222222222222;35.31578947368421;37.55555555555556;3;2.0;37.63333333333333
33.0;41.0;0.0;34.0;30;32.0;1;0;0;1;0.0;3.0;32.0;24.5;0;0;0;9.0;3;4;1;0;1;2;2;12.0;3;2;2;1;2;32.0;3;3;1;2;3;3;38.53846153846154;33.5;35.285714285714285;35.5;3;2.0;34.875
44.0;38.0;40.0;40.0;40;31.0;1;0;0;1;0.0;0.0;47.0;34.0;0;0;1;12.0;5;4;1;0;1;1;0;12.0;4;2;1;0;1;42.0;3;3;1;2;3;3;38.53333333333333;32.25;33.578947368421055;41.333333333333336;3;3.0;40.18181818181818
31.0;38.0;35.0;41.0;31;44.0;1;0;0;1;0.0;0.0;45.0;36.0;0;0;1;9.0;5;3;1;0;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;37.06666666666667;32.44444444444444;39.078947368421055;38.03333333333333;3;2.0;34.0
21.5;41.0;38.0;32.0;0;20.0;2;0;0;1;35.5;0.0;0.0;30.0;2;0;1;12.0;5;4;1;0;0;0;1;12.0;4;2;1;0;1;35.0;3;3;1;2;3;3;40.30769230769231;35.44444444444444;40.285714285714285;38.733333333333334;3;2.0;35.13636363636363
25.5;0.0;0.0;0.0;43;25.0;2;0;0;0;0.0;9.0;28.66666667;41.0;0;0;1;3.0;3;4;2;0;3;1;3;12.0;1;1;0;3;1;0.0;3;3;1;2;3;3;36.38461538461539;35.888888888888886;31.75;34.93333333333333;3;1.0;22.5
39.0;39.0;40.0;44.0;40;30.0;1;50;50;1;42.0;0.0;39.0;42.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.36842105263158;34.05555555611111;39.68421052631579;41.666666666666664;3;3.0;42.27777777777778
34.0;50.0;38.0;40.0;35;32.0;1;0;0;1;0.0;0.0;38.0;38.0;0;0;1;9.0;5;3;1;0;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;38.26315789473684;36.416666666666664;35.1578947368421;38.22222222222222;3;2.0;39.72727272727273
39.0;41.0;40.0;40.0;0;46.0;1;45;45;1;38.0;0.0;36.0;39.0;2;1;1;12.0;6;4;1;1;1;0;1;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;43.0;37.388888888888886;39.31578947368421;41.888888888888886;3;3.0;41.0
37.0;41.0;45.0;45.0;42;30.0;1;45;45;1;0.0;0.0;34.0;39.0;0;1;1;12.0;5;4;1;1;1;1;0;12.0;4;2;1;0;1;31.0;3;3;1;2;3;3;40.89473684210526;33.111111111111114;38.78947368421053;40.666666666666664;3;3.0;42.53333333333333
41.0;44.0;33.0;44.0;48;35.0;1;0;0;1;0.0;0.0;42.0;47.0;0;0;1;12.0;5;4;1;0;1;1;0;12.0;4;2;1;0;1;45.0;3;3;1;2;3;3;42.26315789473684;24.416666666111112;39.55263157894737;39.333333333333336;3;3.0;41.54545454545455
30.0;50.0;39.0;43.0;42;40.0;1;50;50;1;0.0;0.0;40.0;46.0;0;1;1;9.0;5;3;1;1;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;43.1578947368421;35.138888888888886;37.526315789473685;43.5;3;3.0;43.53333333333333
30.0;0.0;30.0;40.0;0;41.0;1;0;0;0;0.0;0.0;0.0;0.0;0;0;1;3.0;3;1;1;0;0;0;0;3.0;1;2;0;0;0;0.0;3;3;1;2;3;3;34.53846153846154;34.52777777777778;35.88235294117647;34.03333333333333;3;1.0;30.0
34.0;36.0;37.0;37.0;0;42.0;1;50;50;1;41.0;0.0;47.0;34.0;1;1;1;12.0;5;4;1;1;1;0;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;39.1578947368421;35.5;35.578947368421055;38.55555555555556;3;3.0;40.666666666666664
32.0;50.0;46.0;46.0;47;47.0;1;0;0;1;50.0;0.0;50.0;38.0;1;0;1;12.0;6;4;1;0;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;44.0;32.30555555555556;39.421052631578945;38.111111111111114;3;4.0;45.92857142857143
35.0;42.0;32.0;41.0;0;29.5;1;0;0;1;37.0;0.0;42.0;45.0;1;0;1;12.0;5;4;1;0;1;0;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;40.31578947368421;33.24999999944444;32.55263157894737;39.05555555555556;3;2.0;36.63636363636363
49.0;50.0;45.0;45.0;44;45.0;1;44;44;1;0.0;0.0;44.0;40.0;0;1;1;9.0;5;3;1;1;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;46.10526315789474;38.833333333333336;39.68421052631579;42.833333333333336;3;4.0;46.06666666666667
39.0;46.0;31.0;41.0;0;32.5;1;0;0;1;40.0;3.0;37.0;26.5;1;0;1;9.0;5;4;1;0;1;0;1;12.0;3;2;0;1;2;0.0;3;3;1;2;3;3;40.5;31.333333333888888;32.078947368421055;37.06666666666667;3;2.0;39.0
45.0;42.0;50.0;45.0;0;45.0;1;50;50;1;47.0;0.0;49.0;47.0;2;1;1;15.0;6;5;1;1;1;0;0;15.0;5;2;1;0;1;49.0;3;3;1;2;3;3;46.421052631578945;36.666666666666664;41.78947368421053;44.388888888888886;3;4.0;47.13333333333333
41.0;46.0;35.0;45.0;39;38.0;1;42;42;1;40.0;0.0;45.0;48.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.63157894736842;39.388888888888886;43.68421052631579;43.0;3;3.0;40.55555555555556
0.0;38.0;19.0;34.0;0;41.0;0;0;0;1;37.0;0.0;0.0;34.0;1;0;1;9.0;4;3;1;0;0;0;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;36.06666666666667;31.13888888888889;32.57142857142857;32.43333333333333;3;2.0;31.333333333333332
34.0;41.0;45.0;45.0;41;34.0;1;50;50;1;45.0;0.0;42.0;44.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.36842105263158;34.361111111111114;36.73684210526316;38.388888888888886;3;3.0;43.55555555555556
38.0;42.0;45.0;45.0;44;39.0;1;50;50;1;0.0;0.0;35.0;46.0;0;1;1;9.0;5;3;1;1;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;46.89473684210526;36.861111111111114;37.078947368421055;40.44444444444444;3;3.0;44.6
40.0;45.0;42.0;50.0;44;42.0;1;44;44;1;0.0;0.0;44.0;45.0;0;1;1;12.0;5;4;1;1;1;1;0;12.0;4;2;1;0;1;45.0;3;3;1;2;3;3;44.05263157894737;37.72222222222222;41.21052631578947;46.111111111111114;3;3.0;43.266666666666666
37.0;47.0;42.0;50.0;42;41.0;1;50;50;1;50.0;0.0;48.0;45.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;42.94736842105263;37.94444444444444;42.73684210526316;42.55555555555556;3;4.0;45.388888888888886
42.0;44.0;35.0;40.0;41;30.0;1;44;44;1;45.0;0.0;44.0;50.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;41.421052631578945;39.833333333333336;38.578947368421055;43.166666666666664;3;3.0;41.94444444444444
33.0;39.0;40.0;37.0;44;29.0;1;50;45;1;49.0;0.0;36.0;38.0;1;1;1;15.0;6;5;1;1;1;1;1;15.0;5;2;1;0;1;47.0;3;3;1;2;3;3;40.473684210526315;33.138888888888886;36.94736842105263;36.611111111111114;3;3.0;42.611111111111114
32.0;50.0;41.0;44.0;43;40.0;1;50;50;1;0.0;0.0;41.0;46.0;0;1;1;9.0;5;3;1;1;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;43.21052631578947;36.388888888888886;38.578947368421055;42.166666666666664;3;3.0;44.4
33.0;40.0;35.0;39.0;40;45.0;1;50;50;1;45.0;0.0;31.0;36.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;40.10526315789474;36.44444444444444;35.73684210526316;38.333333333333336;3;3.0;41.44444444444444
38.0;39.0;45.0;45.0;43;43.0;1;0;0;1;49.0;0.0;34.0;44.0;1;0;1;12.0;6;4;1;0;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;42.421052631578945;34.05555555555556;36.94736842105263;38.94444444444444;3;3.0;43.142857142857146
34.0;45.0;38.0;45.0;39;44.0;1;50;45;1;42.0;0.0;42.0;33.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;39.73684210526316;33.52777777777778;38.31578947368421;39.333333333333336;3;3.0;41.388888888888886
35.0;48.0;43.0;44.0;45;35.0;1;50;50;1;44.0;0.0;46.0;38.0;1;1;1;15.0;6;5;1;1;1;1;0;15.0;5;2;1;0;1;34.0;3;3;1;2;3;3;39.73684210526316;34.75;38.10526315789474;41.5;3;3.0;45.0
37.0;39.0;42.0;42.0;45;44.0;1;46;46;1;48.0;0.0;41.0;43.0;1;1;1;15.0;6;5;1;1;1;1;0;15.0;5;2;1;0;1;30.0;3;3;1;2;3;3;43.421052631578945;36.083333333333336;35.578947368421055;40.55555555555556;3;3.0;43.333333333333336
40.0;38.0;44.0;44.0;45;50.0;1;45;45;1;48.0;0.0;44.0;39.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;43.0;35.166666666666664;39.63157894736842;42.5;3;3.0;43.611111111111114
38.0;47.0;40.0;40.0;46;37.0;1;0;0;1;41.0;0.0;36.0;40.0;1;0;1;12.0;6;4;1;0;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;39.473684210526315;32.083333333333336;36.94736842105263;37.55555555555556;3;3.0;42.714285714285715
37.0;50.0;40.0;42.0;35;39.0;1;0;0;1;0.0;0.0;36.0;34.0;0;0;1;12.0;5;4;1;0;1;1;0;12.0;4;2;1;0;1;46.0;3;3;1;2;3;3;38.73684210526316;36.55555555555556;36.26315789473684;40.888888888888886;3;3.0;40.81818181818182
40.0;50.0;45.0;45.0;44;50.0;1;48;48;1;49.0;0.0;46.0;44.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;42.10526315789474;35.611111111111114;41.473684210526315;44.111111111111114;3;4.0;46.44444444444444
32.0;44.0;37.0;37.0;43;36.0;1;0;0;1;0.0;0.0;35.0;47.0;0;0;1;9.0;5;3;1;0;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;31.433333333333334;29.96296296444445;32.526315789473685;39.0;3;2.0;39.63636363636363
30.0;47.0;45.0;46.0;43;33.0;1;0;0;1;0.0;3.0;46.0;22.5;0;0;1;6.0;5;3;1;0;1;1;1;9.0;2;2;0;1;2;0.0;3;3;1;2;3;3;39.0;31.555555555555557;34.44736842105263;34.74074074111112;3;3.0;42.27272727272727
38.0;35.0;44.0;41.0;43;35.0;1;0;0;1;45.0;0.0;45.0;42.0;1;0;1;12.0;6;4;1;0;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;40.125;30.750000000555556;36.21052631578947;40.5;3;3.0;41.214285714285715
37.0;37.0;45.0;46.0;41;42.0;1;0;0;1;44.0;0.0;44.0;34.0;1;0;1;15.0;6;5;1;0;1;1;0;15.0;5;2;1;0;1;49.0;3;3;1;2;3;3;40.6875;31.555555555555557;33.421052631578945;41.333333333333336;3;3.0;41.07142857142857
38.0;47.0;45.0;40.0;42;46.0;1;0;0;1;36.0;0.0;34.0;37.0;1;0;1;12.0;6;4;1;0;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;43.05263157894737;32.916666666666664;38.0;39.666666666666664;3;3.0;41.857142857142854
40.0;38.0;45.0;35.0;46;45.0;1;50;50;1;46.0;0.0;37.0;35.0;1;1;1;15.0;6;5;1;1;1;1;0;15.0;5;2;1;0;1;43.0;3;3;1;2;3;3;43.73684210526316;39.22222222222222;37.78947368421053;40.94444444444444;3;3.0;44.72222222222222
43.0;50.0;48.0;44.0;48;47.0;1;50;50;1;49.0;0.0;36.0;38.0;1;1;1;15.0;6;5;1;1;1;1;0;15.0;5;2;1;0;1;30.0;3;3;1;2;3;3;45.94736842105263;40.77777777777778;42.8421052631579;46.44444444444444;3;4.0;48.388888888888886
40.0;44.0;46.0;44.0;41;36.5;1;50;50;1;0.0;0.0;37.0;45.0;0;1;1;9.0;5;3;1;1;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;44.94736842105263;39.611111111111114;36.8421052631579;39.611111111111114;3;3.0;44.86666666666667
44.0;50.0;47.0;44.0;46;48.0;1;50;50;1;49.0;0.0;42.0;38.0;1;1;1;15.0;6;5;1;1;1;1;0;15.0;5;2;1;0;1;40.0;3;3;1;2;3;3;45.21052631578947;39.55555555555556;41.31578947368421;43.55555555555556;3;4.0;48.0
41.0;41.0;43.0;44.0;44;41.0;1;50;50;1;0.0;0.0;46.0;45.0;0;1;1;12.0;5;4;1;1;1;1;0;12.0;4;2;1;0;1;35.0;3;3;1;2;3;3;44.63157894736842;39.05555555555556;42.94736842105263;46.72222222222222;3;3.0;44.4
46.0;50.0;45.0;45.0;47;39.0;1;50;50;1;49.0;0.0;39.0;38.0;1;1;1;12.0;6;4;1;1;1;1;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;43.10526315789474;36.111111111111114;37.421052631578945;44.55555555555556;3;4.0;48.05555555555556
38.0;38.0;42.0;36.0;0;41.0;1;45;50;1;47.0;0.0;32.0;42.0;1;1;1;12.0;5;4;1;1;1;0;0;12.0;4;2;0;0;1;0.0;3;3;1;2;3;3;40.73684210526316;33.166666666666664;37.421052631578945;38.05555555555556;3;3.0;43.46666666666667
31.0;32.0;38.0;38.0;39;43.0;1;0;0;1;40.0;0.0;33.0;31.0;1;0;1;9.0;5;3;1;0;1;1;0;9.0;3;2;0;0;1;0.0;3;3;1;2;3;3;36.86666666666667;34.375;31.657894736842106;36.166666666666664;3;2.0;36.357142857142854
