NOTA_INGECO;NOTA_DDP;NOTA_CTRL;NOTA_CONEM;NOTA_TDE;VECES_INGECO;PROMEDIO_CUATRO;VECES_IO_DOS;VECES_DDP;NAC_CINCO;NOTAS_RDC;VECES_CTRL;VECES_RDC;NOTA_IO_DOS;VECES_CONEM;NOTA_EL_DOS;VECES_CEM;VECES_TDE;NCP_CINCO;NCC_CINCO;NOTA_GENH;EPA_CINCO;VECES_INSE;NOTA_ASD;NCA_CINCO;NAA_CINCO;NOTA_INSE;NOTA_IO_UNO;NOTA_IYM;PROMEDIO_CINCO;VECES_IYM;CAR_CINCO;NOTA_CEM;NAP_CINCO;CREDITOS_TDE;CREDITOS_IO_DOS;CREDITOS_INGECO;NOTA_EE_UNO;CREDITOS_CONEM;CREDITOS_RDC;CREDITOS_DDP;CREDITOS_CTRL;RENDIMIENTO_SEIS;PROMEDIO_SEIS
36;42;35;31;40;1;36.588235294117645;1;1;7;34;1;1;31;2;33;4;1;0.0;17.0;33;2;1;37;17.0;7;40;35;39;37.1764705882353;1;1;36;0;3;2;2;39;3;2;3;2;2.0;35.94117647058823
37;41;33;41;35;3;33.76470588235294;2;1;4;0;1;0;33;3;37;3;2;0.0;9.0;38;2;1;32;9.0;4;33;0;0;32.888888888888886;0;3;30;0;3;2;2;0;3;2;3;2;2.0;37.13333333333333
44;46;31;40;37;1;37.23529411764706;1;1;7;39;1;1;31;1;38;1;2;0.0;17.0;50;2;3;34;17.0;7;33;35;44;38.529411764705884;2;2;30;0;3;2;2;43;3;2;3;2;2.0;38.76470588235294
0;25;0;0;0;0;26.0;0;1;1;0;0;0;0;0;21;0;0;0.0;3.0;0;2;0;0;3.0;1;0;0;0;35.0;0;0;0;0;3;2;2;35;3;2;3;2;1.0;25.0
18;33;0;0;0;1;33.857142857142854;0;1;1;0;0;0;0;0;0;0;0;0.0;3.0;0;2;0;0;3.0;1;0;0;0;40.0;0;0;0;0;3;2;2;40;3;2;3;2;1.0;27.0
38;33;36;33;43;2;34.529411764705884;1;1;7;39;1;1;38;1;41;3;2;0.0;17.0;30;2;1;39;17.0;7;35;32;36;36.294117647058826;3;2;33;0;3;2;2;46;3;2;3;2;2.0;37.0
50;49;40;32;40;2;37.470588235294116;1;1;7;37;1;1;36;1;35;1;1;0.0;17.0;50;2;1;32;17.0;7;38;32;43;39.588235294117645;1;0;30;0;3;2;2;50;3;2;3;2;3.0;40.529411764705884
0;33;0;0;0;0;29.7;0;1;2;0;0;0;0;0;0;2;0;3.0;6.0;0;1;0;0;3.0;1;0;0;0;21.5;0;1;13;1;3;2;2;30;3;2;3;2;2.0;33.0
0;0;0;0;0;0;28.636363636363637;0;0;4;0;0;0;0;0;34;1;0;8.0;11.0;0;1;0;10;3.0;1;0;0;26;22.0;1;0;4;3;3;2;2;44;3;2;3;2;0.0;0.0
41;47;43;38;43;1;39.23529411764706;1;1;7;44;1;1;39;1;44;1;1;0.0;17.0;33;2;1;40;17.0;7;40;39;40;38.529411764705884;1;0;36;0;3;2;2;41;3;2;3;2;3.0;42.23529411764706
0;0;0;0;0;0;32.88235294117647;0;0;1;0;0;0;0;0;37;0;0;0.0;2.0;0;2;1;0;2.0;1;45;0;0;45.0;0;0;0;0;3;2;2;0;3;2;3;2;0.0;0.0
33;47;37;32;42;2;35.0;1;1;7;37;1;1;38;1;37;2;1;0.0;17.0;33;2;1;33;17.0;7;36;30;40;35.11764705882353;1;1;34;0;3;2;2;37;3;2;3;2;2.0;38.411764705882355
42;50;36;38;41;1;37.11764705882353;1;1;7;30;1;1;45;1;39;1;1;0.0;17.0;37;2;1;44;17.0;7;35;43;47;40.23529411764706;1;0;32;0;3;2;2;43;3;2;3;2;3.0;40.76470588235294
35;47;32;30;40;1;38.294117647058826;1;1;7;42;1;1;32;1;42;2;1;0.0;17.0;39;2;1;30;17.0;7;41;31;44;38.294117647058826;1;1;30;0;3;2;2;49;3;2;3;2;2.0;37.23529411764706
38;42;30;30;38;2;38.8235294117647;1;1;7;40;1;1;36;2;34;1;1;0.0;17.0;31;2;1;42;17.0;7;37;35;44;37.35294117647059;1;0;32;0;3;2;2;39;3;2;3;2;2.0;36.35294117647059
39;50;35;42;41;1;40.294117647058826;1;1;7;43;1;1;42;1;42;1;1;0.0;17.0;36;2;1;43;17.0;7;35;44;47;40.11764705882353;1;0;32;0;3;2;2;43;3;2;3;2;3.0;42.1764705882353
40;47;40;33;38;1;36.470588235294116;1;1;7;37;1;1;38;1;36;2;1;0.0;17.0;38;2;1;38;17.0;7;39;39;37;38.05882352941177;1;1;35;0;3;2;2;41;3;2;3;2;2.0;39.05882352941177
32;41;30;31;36;1;32.94117647058823;1;1;7;39;3;1;36;3;30;1;1;0.0;17.0;30;2;1;35;17.0;7;35;40;30;33.23529411764706;1;1;30;0;3;2;2;35;3;2;3;2;2.0;35.1764705882353
30;42;30;37;42;1;38.76470588235294;1;1;7;41;1;1;38;2;31;4;1;0.0;17.0;32;2;1;43;17.0;7;35;36;46;40.294117647058826;1;1;35;0;3;2;2;50;3;2;3;2;2.0;37.705882352941174
33;42;41;43;45;1;35.88235294117647;1;1;7;43;1;1;34;1;32;1;1;0.0;17.0;38;2;1;46;17.0;7;38;39;47;41.35294117647059;1;0;33;0;3;2;2;47;3;2;3;2;3.0;40.705882352941174
38;42;43;30;40;3;38.1764705882353;1;1;7;42;1;1;30;1;35;3;1;0.0;17.0;37;2;1;40;17.0;7;38;47;50;42.0;1;1;30;0;3;2;2;50;3;2;3;2;2.0;37.76470588235294
49;47;35;49;37;1;34.64705882352941;1;1;6;42;1;1;30;2;34;3;1;0.0;14.0;35;2;1;37;14.0;6;39;31;40;35.92857142857143;1;1;33;0;3;2;2;0;3;2;3;2;3.0;41.8235294117647
45;42;34;31;38;1;38.588235294117645;1;1;7;40;1;1;40;1;32;2;1;0.0;17.0;34;2;1;41;17.0;7;36;36;50;40.23529411764706;1;1;30;0;3;2;2;50;3;2;3;2;2.0;38.294117647058826
38;46;45;36;39;1;40.588235294117645;1;1;7;40;1;1;41;1;35;1;1;0.0;17.0;34;2;1;42;17.0;7;42;41;46;41.11764705882353;1;0;31;0;3;2;2;50;3;2;3;2;3.0;40.64705882352941
40;47;31;39;40;1;38.294117647058826;1;1;7;41;1;1;36;1;35;2;1;0.0;17.0;33;2;1;30;17.0;7;40;37;46;37.64705882352941;1;1;32;0;3;2;2;42;3;2;3;2;2.0;39.64705882352941
33;47;34;34;39;1;39.411764705882355;1;1;7;41;1;1;32;2;40;2;1;0.0;17.0;31;2;1;37;17.0;7;43;40;50;39.11764705882353;1;1;32;0;3;2;2;39;3;2;3;2;2.0;37.64705882352941
34;36;30;35;42;1;36.588235294117645;1;1;7;39;1;1;31;2;36;3;1;0.0;17.0;32;2;1;42;17.0;7;39;33;30;36.23529411764706;1;2;32;0;3;2;2;46;3;2;3;2;2.0;35.705882352941174
35;50;30;0;0;1;35.294117647058826;0;2;5;38;1;1;0;0;34;2;0;3.0;12.0;50;2;1;40;9.0;4;39;0;39;34.0;1;1;11;1;3;2;2;0;3;2;3;2;2.0;39.55555555555556
42;46;44;40;41;1;44.705882352941174;1;1;7;43;1;1;39;1;45;1;1;0.0;17.0;33;2;1;41;17.0;7;41;39;48;39.64705882352941;1;0;33;0;3;2;2;41;3;2;3;2;3.0;42.1764705882353
39;46;42;30;43;1;35.94117647058823;1;1;7;41;1;1;36;1;36;2;1;0.0;17.0;34;2;1;42;17.0;7;41;41;50;41.0;1;1;30;0;3;2;2;47;3;2;3;2;2.0;39.588235294117645
38;30;12;21;18;1;34.1764705882353;1;2;6;38;1;1;45;1;32;3;1;0.0;14.0;36;2;2;30;14.0;6;35;33;33;32.857142857142854;1;2;31;0;3;2;2;0;3;2;3;2;1.0;27.823529411764707
36;41;30;30;31;2;34.76470588235294;1;1;7;39;3;1;31;1;30;2;1;0.0;17.0;34;2;1;33;17.0;7;41;32;38;37.294117647058826;1;1;30;0;3;2;2;50;3;2;3;2;2.0;34.0
27;0;24;34;39;2;38.1764705882353;1;0;7;41;2;1;30;1;34;2;1;0.0;17.0;39;2;1;36;17.0;7;45;38;34;39.411764705882355;1;1;39;0;3;2;2;45;3;2;3;2;2.0;33.07142857142857
32;42;30;30;38;1;36.1764705882353;2;1;7;37;1;1;36;2;30;2;1;0.0;17.0;37;2;1;30;17.0;7;40;34;42;35.470588235294116;1;1;30;0;3;2;2;35;3;2;3;2;2.0;35.294117647058826
0;0;0;0;0;0;33.2;0;0;4;32;0;1;0;0;38;2;0;3.0;9.0;32;2;2;35;6.0;3;42;0;0;31.555555555555557;0;2;22;1;3;2;2;0;3;2;3;2;2.0;32.0
33;33;30;30;36;1;36.705882352941174;1;1;7;38;1;1;40;1;36;2;1;0.0;17.0;37;2;1;40;17.0;7;38;32;33;35.470588235294116;1;1;30;0;3;2;2;40;3;2;3;2;2.0;34.05882352941177
45;41;36;34;31;2;35.76470588235294;1;1;7;38;1;1;37;3;33;2;1;0.0;17.0;31;2;1;43;17.0;7;32;34;34;35.88235294117647;1;1;30;0;3;2;2;46;3;2;3;2;2.0;37.05882352941177
48;39;41;35;43;1;39.411764705882355;1;1;7;40;1;1;36;1;38;2;1;0.0;17.0;35;2;1;40;17.0;7;38;47;43;41.411764705882355;1;2;35;0;3;2;2;50;3;2;3;2;3.0;40.05882352941177
32;40;30;39;41;1;35.35294117647059;1;1;7;43;1;1;30;2;31;4;1;0.0;17.0;30;2;1;39;17.0;7;41;30;45;38.529411764705884;1;1;34;0;3;2;2;46;3;2;3;2;2.0;37.05882352941177
0;4;0;0;0;0;33.4;1;1;6;33;0;1;16;0;38;3;0;3.0;14.0;34;1;1;33;11.0;5;32;36;0;28.928571428571427;0;2;10;1;3;2;2;35;3;2;3;2;1.0;15.714285714285714
36;42;36;38;43;1;38.11764705882353;1;1;7;42;1;1;31;2;39;1;1;0.0;17.0;31;2;1;30;17.0;7;36;39;49;39.470588235294116;1;0;34;0;3;2;2;50;3;2;3;2;2.0;38.76470588235294
32;38;38;34;41;1;31.294117647058822;2;1;7;39;3;1;30;3;30;3;2;0.0;17.0;32;2;1;32;17.0;7;43;30;31;35.705882352941174;2;2;30;0;3;2;2;50;3;2;3;2;2.0;36.294117647058826
0;40;0;0;0;0;36.23076923076923;1;1;3;0;0;0;25;0;37;2;0;0.0;8.0;0;2;0;0;8.0;3;0;38;35;34.25;1;2;31;0;3;2;2;0;3;2;3;2;2.0;34.0
0;0;0;0;0;0;27.666666666666668;0;0;5;0;0;0;0;0;30;4;0;6.0;12.0;0;1;1;31;6.0;3;34;34;23;27.25;2;3;20;2;3;2;2;0;3;2;3;2;0.0;0.0
0;0;0;0;0;0;25.76923076923077;0;0;3;0;0;0;0;0;43;3;0;5.0;7.0;0;1;1;0;2.0;1;31;0;0;17.0;0;1;19;2;3;2;2;0;3;2;3;2;0.0;0.0
40;34;43;37;41;1;35.88235294117647;1;1;7;43;1;1;44;2;35;1;1;0.0;17.0;31;2;1;40;17.0;7;32;32;39;35.470588235294116;1;0;32;0;3;2;2;40;3;2;3;2;2.0;39.76470588235294
32;44;46;33;35;1;34.0;1;1;7;40;1;1;33;1;32;1;1;0.0;17.0;30;2;1;33;17.0;7;30;41;39;36.94117647058823;1;0;32;0;3;2;2;49;3;2;3;2;2.0;37.529411764705884
39;46;43;31;42;1;39.1764705882353;1;1;7;41;1;1;38;1;44;3;1;0.0;17.0;38;2;1;34;17.0;7;39;45;39;40.05882352941177;1;1;44;0;3;2;2;40;3;2;3;2;2.0;39.94117647058823
39;50;33;37;40;2;37.1764705882353;1;1;7;38;1;1;32;2;36;1;1;0.0;17.0;34;2;1;31;17.0;7;34;37;49;37.88235294117647;1;0;32;0;3;2;2;43;3;2;3;2;2.0;39.11764705882353
0;39;0;0;0;0;34.92307692307692;0;1;5;0;0;0;0;0;35;3;0;3.0;12.0;0;2;1;41;9.0;4;31;36;0;34.5;0;1;27;1;3;2;2;39;3;2;3;2;2.0;39.0
46;42;43;32;43;1;38.0;1;1;7;41;1;1;38;1;34;1;1;0.0;17.0;32;2;1;43;17.0;7;40;44;44;40.411764705882355;1;0;31;0;3;2;2;48;3;2;3;2;3.0;40.411764705882355
42;34;40;32;31;1;35.64705882352941;1;1;7;40;1;1;33;2;39;1;1;0.0;17.0;34;2;1;39;17.0;7;36;41;41;39.88235294117647;1;0;35;0;3;2;2;50;3;2;3;2;2.0;35.35294117647059
38;45;32;34;34;1;36.11764705882353;3;1;7;47;1;1;34;1;34;1;1;0.0;17.0;33;2;1;39;17.0;7;39;35;44;39.05882352941177;1;0;30;0;3;2;2;50;3;2;3;2;2.0;37.705882352941174
0;48;50;0;0;0;34.0;0;1;6;0;1;0;0;0;32;2;0;2.0;14.0;24;2;3;37;12.0;5;37;32;42;34.0;1;3;30;1;3;2;2;0;3;2;3;2;4.0;48.8
39;39;36;42;34;2;34.23529411764706;1;1;7;36;1;1;16;1;33;1;1;0.0;17.0;30;2;1;39;17.0;7;39;33;35;34.23529411764706;1;0;30;0;3;2;2;35;3;2;3;2;2.0;35.23529411764706
39;39;33;43;0;2;36.705882352941174;1;1;7;39;1;1;22;1;40;1;0;0.0;17.0;30;2;1;37;17.0;7;37;46;41;36.705882352941174;1;0;30;0;3;2;2;37;3;2;3;2;2.0;36.57142857142857
39;44;41;40;30;1;34.529411764705884;1;1;7;37;1;1;42;2;30;2;1;0.0;17.0;34;2;2;33;17.0;7;44;37;46;38.76470588235294;1;2;35;0;3;2;2;40;3;2;3;2;2.0;38.8235294117647
0;46;32;23;16;0;37.0;1;1;6;39;1;1;36;1;39;3;1;0.0;14.0;31;2;1;34;14.0;6;30;46;47;37.07142857142857;1;1;32;0;3;2;2;0;3;2;3;2;2.0;31.266666666666666
0;0;0;0;0;0;32.588235294117645;0;0;3;0;0;0;0;0;38;0;0;0.0;6.0;0;2;1;35;6.0;3;34;36;0;35.0;0;0;0;0;3;2;2;0;3;2;3;2;0.0;0.0
36;34;30;33;33;1;35.470588235294116;1;1;7;31;3;1;30;3;33;3;1;0.0;17.0;30;2;1;34;17.0;7;31;30;31;34.294117647058826;1;1;30;0;3;2;2;50;3;2;3;2;2.0;32.588235294117645
37;48;34;36;32;1;36.1764705882353;1;1;7;37;1;1;44;1;36;2;1;0.0;17.0;31;2;1;37;17.0;7;35;44;30;33.35294117647059;1;1;31;0;3;2;2;30;3;2;3;2;2.0;38.35294117647059
30;34;37;44;43;1;37.8235294117647;1;1;6;44;1;1;30;1;34;2;1;0.0;14.0;32;2;1;43;14.0;6;36;40;38;37.214285714285715;1;1;35;0;3;2;2;0;3;2;3;2;2.0;37.94117647058823
36;44;32;42;34;1;40.35294117647059;1;1;6;40;1;1;30;2;40;3;1;0.0;14.0;30;2;1;38;14.0;6;36;38;44;38.285714285714285;1;1;40;0;3;2;2;0;3;2;3;2;2.0;37.411764705882355
31;45;34;31;36;1;34.88235294117647;1;1;6;44;1;1;30;1;33;2;1;0.0;14.0;31;2;1;39;14.0;6;34;36;30;32.857142857142854;1;1;30;0;3;2;2;0;3;2;3;2;2.0;36.11764705882353
0;34;0;0;0;0;31.529411764705884;0;1;5;36;0;1;0;0;39;3;0;3.0;12.0;40;2;1;34;9.0;4;39;0;34;33.083333333333336;1;2;23;1;3;2;2;0;3;2;3;2;2.0;34.8
44;46;37;30;38;2;35.588235294117645;1;1;6;45;1;1;32;1;36;2;1;0.0;14.0;35;2;1;40;14.0;6;38;40;50;39.42857142857143;1;1;32;0;3;2;2;0;3;2;3;2;2.0;38.705882352941174
0;0;50;0;0;0;33.25;0;0;5;0;1;0;0;0;36;2;0;3.0;12.0;0;2;1;36;9.0;4;30;32;44;33.833333333333336;1;1;26;1;3;2;2;0;3;2;3;2;4.0;50.0
42;45;31;45;34;1;38.411764705882355;1;1;6;39;1;1;30;1;36;3;1;0.0;14.0;35;2;1;38;14.0;6;41;37;36;35.714285714285715;1;1;30;0;3;2;2;0;3;2;3;2;2.0;38.588235294117645
36;41;44;42;34;1;37.0;1;1;6;40;1;1;30;1;32;2;1;0.0;14.0;33;2;1;40;14.0;6;40;35;45;37.642857142857146;1;1;32;0;3;2;2;0;3;2;3;2;2.0;38.294117647058826
0;37;0;24;0;0;36.05882352941177;0;1;4;0;0;0;0;1;41;1;0;2.0;9.0;26;2;1;0;7.0;3;37;43;0;35.22222222222222;0;0;35;1;3;2;2;0;3;2;3;2;2.0;30.5
36;41;35;38;31;1;34.35294117647059;1;1;6;38;1;1;32;2;33;1;1;0.0;14.0;31;2;1;36;14.0;6;30;31;34;32.214285714285715;1;1;31;0;3;2;2;0;3;2;3;2;2.0;36.0
0;0;0;0;0;0;35.6;0;0;4;0;0;0;0;0;28;1;0;0.0;9.0;0;2;1;31;9.0;4;34;35;0;33.55555555555556;0;0;34;0;3;2;2;0;3;2;3;2;0.0;0.0
35;0;0;0;0;1;37.11764705882353;0;0;6;0;0;0;0;0;35;1;0;0.0;14.0;38;2;1;31;14.0;6;35;31;44;35.142857142857146;1;0;30;0;3;2;2;0;3;2;3;2;2.0;35.0
0;34;27;1;8;0;33.23529411764706;1;1;5;39;2;1;30;1;33;3;1;0.0;11.0;33;2;1;33;11.0;5;31;35;0;32.72727272727273;0;1;32;0;3;2;2;0;3;2;3;2;1.0;21.4
37;37;40;30;34;1;35.411764705882355;2;1;6;40;1;1;31;1;33;2;1;0.0;14.0;33;2;1;35;14.0;6;40;33;40;36.0;1;1;34;0;3;2;2;0;3;2;3;2;2.0;35.23529411764706
32;42;40;38;42;1;38.23529411764706;1;1;6;40;1;1;33;1;36;2;1;0.0;14.0;35;2;1;38;14.0;6;37;44;48;39.142857142857146;1;1;32;0;3;2;2;0;3;2;3;2;2.0;38.588235294117645
30;35;30;38;32;1;32.294117647058826;1;1;6;37;1;1;39;2;30;1;1;0.0;14.0;35;2;1;30;14.0;6;30;35;34;33.142857142857146;1;0;34;0;3;2;2;0;3;2;3;2;2.0;34.529411764705884
44;37;32;49;40;2;37.1764705882353;1;1;6;41;1;1;32;2;34;1;1;0.0;14.0;37;2;1;39;14.0;6;35;37;42;37.42857142857143;1;0;34;0;3;2;2;0;3;2;3;2;2.0;39.76470588235294
36;46;31;34;35;1;36.88235294117647;1;1;6;44;1;1;32;1;37;1;1;0.0;14.0;37;2;1;36;14.0;6;42;46;40;38.42857142857143;1;0;32;0;3;2;2;0;3;2;3;2;2.0;37.11764705882353
44;41;35;35;38;1;37.35294117647059;1;1;6;40;1;1;30;2;31;1;1;0.0;14.0;31;2;1;41;14.0;6;34;39;43;36.785714285714285;1;0;32;0;3;2;2;0;3;2;3;2;2.0;37.64705882352941
37;38;31;39;30;1;37.588235294117645;3;1;6;39;2;1;38;1;36;3;1;0.0;14.0;30;2;1;31;14.0;6;33;43;31;33.714285714285715;1;1;35;0;3;2;2;0;3;2;3;2;2.0;35.94117647058823
32;46;33;36;39;1;36.470588235294116;1;1;6;40;1;1;33;1;37;3;1;0.0;14.0;32;2;1;36;14.0;6;38;44;41;37.714285714285715;2;2;35;0;3;2;2;0;3;2;3;2;2.0;37.588235294117645
33;42;13;30;33;1;36.705882352941174;2;1;6;30;1;1;36;2;39;3;1;0.0;14.0;32;2;1;34;14.0;6;36;38;34;33.92857142857143;1;1;31;0;3;2;2;0;3;2;3;2;2.0;31.705882352941178
37;39;44;34;38;1;34.11764705882353;2;1;6;42;1;1;32;1;32;2;1;0.0;14.0;32;2;1;36;14.0;6;38;39;44;37.0;1;1;32;0;3;2;2;0;3;2;3;2;2.0;37.8235294117647
30;44;44;49;32;2;37.0;1;1;6;42;1;1;38;2;41;1;1;0.0;14.0;34;2;1;32;14.0;6;35;40;49;37.285714285714285;1;0;31;0;3;2;2;0;3;2;3;2;3.0;40.1764705882353
43;44;31;0;0;1;34.11764705882353;1;1;6;37;1;1;30;0;31;3;0;3.0;14.0;30;2;1;31;11.0;5;35;43;39;34.0;1;2;27;1;3;2;2;0;3;2;3;2;2.0;37.63636363636363
30;39;31;30;38;2;40.35294117647059;1;1;6;37;1;1;30;2;39;4;1;0.0;14.0;31;2;1;35;14.0;6;42;39;40;36.0;1;1;30;0;3;2;2;0;3;2;3;2;2.0;33.94117647058823
34;0;0;0;0;1;37.94117647058823;1;0;6;38;0;1;35;0;39;3;0;3.0;14.0;31;2;1;35;11.0;5;45;39;35;34.5;1;1;26;1;3;2;2;0;3;2;3;2;2.0;35.666666666666664
50;50;47;46;41;1;41.529411764705884;1;1;6;44;1;1;43;1;39;1;1;0.0;14.0;41;2;1;45;14.0;6;39;38;37;38.5;1;0;34;0;3;2;2;0;3;2;3;2;4.0;45.8235294117647
38;33;33;41;33;1;32.588235294117645;1;1;6;36;1;1;31;1;31;3;1;0.0;14.0;31;2;1;35;14.0;6;40;43;42;36.714285714285715;1;1;30;0;3;2;2;0;3;2;3;2;2.0;35.11764705882353
0;41;0;0;0;0;33.666666666666664;0;1;4;0;0;0;0;0;30;2;0;3.0;9.0;0;2;1;35;6.0;3;41;33;0;30.88888888888889;0;1;20;1;3;2;2;0;3;2;3;2;3.0;41.0
39;31;37;35;36;1;35.588235294117645;1;1;6;45;1;1;32;1;33;3;1;0.0;14.0;37;2;1;42;14.0;6;34;43;30;36.214285714285715;1;2;35;0;3;2;2;0;3;2;3;2;2.0;36.0
43;31;38;32;37;1;35.8235294117647;1;1;6;43;1;1;34;1;36;1;1;0.0;14.0;37;2;1;35;14.0;6;34;42;30;34.857142857142854;1;0;34;0;3;2;2;0;3;2;3;2;2.0;36.23529411764706
41;44;45;30;30;1;39.705882352941174;1;1;6;42;1;1;39;1;38;1;1;0.0;14.0;33;2;1;35;14.0;6;43;45;33;37.5;1;0;38;0;3;2;2;0;3;2;3;2;2.0;38.0
38;39;38;42;35;1;38.705882352941174;1;1;6;44;1;1;32;2;38;2;1;0.0;14.0;31;2;1;40;14.0;6;42;39;34;35.42857142857143;1;1;30;0;3;2;2;0;3;2;3;2;2.0;38.35294117647059
36;43;31;42;32;1;37.470588235294116;1;1;6;37;1;1;41;1;32;1;1;0.0;14.0;32;2;2;37;14.0;6;45;35;31;36.5;1;1;40;0;3;2;2;0;3;2;3;2;2.0;37.705882352941174
44;41;31;33;36;2;35.1764705882353;1;1;6;39;2;1;30;1;32;2;1;0.0;14.0;30;2;1;35;14.0;6;34;32;42;34.357142857142854;1;1;31;0;3;2;2;0;3;2;3;2;2.0;36.35294117647059
49;50;49;46;39;1;38.76470588235294;1;1;6;48;1;1;47;1;33;1;1;0.0;14.0;41;2;1;43;14.0;6;40;44;44;41.142857142857146;1;0;36;0;3;2;2;0;3;2;3;2;4.0;46.529411764705884
45;0;0;0;0;3;35.61538461538461;0;0;4;0;0;0;0;0;35;2;0;3.0;10.0;0;2;0;34;7.0;3;0;35;40;33.0;1;1;24;1;3;2;2;0;3;2;3;2;3.0;45.0
41;50;34;30;39;1;38.05882352941177;1;1;6;36;1;1;37;1;31;1;1;0.0;14.0;34;2;1;40;14.0;6;37;41;30;34.57142857142857;1;0;30;0;3;2;2;0;3;2;3;2;2.0;38.411764705882355
32;42;30;35;32;1;36.94117647058823;1;1;6;37;1;1;32;3;31;2;1;0.0;14.0;30;2;1;35;14.0;6;39;37;45;37.07142857142857;1;1;34;0;3;2;2;0;3;2;3;2;2.0;34.64705882352941
0;0;0;0;0;0;29.764705882352942;2;0;6;0;0;0;13;0;30;4;0;10.0;14.0;5;1;1;9;4.0;2;37;32;1;17.214285714285715;2;4;24;4;3;2;2;0;3;2;3;2;1.0;13.0
0;0;0;0;0;0;33.8;0;0;4;0;0;0;0;0;36;1;0;6.0;10.0;0;1;0;35;4.0;2;0;30;22;25.3;1;0;19;2;3;2;2;0;3;2;3;2;0.0;0.0
44;33;40;38;37;1;37.23529411764706;1;1;6;45;1;1;44;1;37;2;1;0.0;14.0;38;2;1;37;14.0;6;37;42;40;37.642857142857146;1;1;33;0;3;2;2;0;3;2;3;2;2.0;39.411764705882355
0;0;0;0;0;0;33.88235294117647;0;0;5;0;0;0;0;0;31;0;0;0.0;11.0;30;2;1;35;11.0;5;41;31;41;36.09090909090909;2;2;0;0;3;2;2;0;3;2;3;2;0.0;0.0
36;39;44;40;40;1;37.23529411764706;1;1;6;41;1;1;36;1;37;1;1;0.0;14.0;32;2;1;37;14.0;6;39;47;30;36.07142857142857;1;0;35;0;3;2;2;0;3;2;3;2;2.0;39.470588235294116
32;33;33;44;40;1;37.64705882352941;1;1;6;40;1;1;38;1;31;2;1;0.0;14.0;34;2;1;41;14.0;6;40;46;40;39.07142857142857;1;1;35;0;3;2;2;0;3;2;3;2;2.0;37.470588235294116
33;41;30;30;36;1;35.94117647058823;1;1;6;39;2;1;35;2;35;2;1;0.0;14.0;30;2;1;38;14.0;6;34;43;42;36.357142857142854;1;2;31;0;3;2;2;0;3;2;3;2;2.0;35.0
0;0;0;0;0;0;34.64705882352941;0;0;5;41;0;1;0;0;31;3;0;3.0;12.0;0;2;1;33;9.0;4;42;39;44;35.0;1;1;20;1;3;2;2;0;3;2;3;2;3.0;41.0
36;41;35;38;36;2;36.05882352941177;1;1;6;36;1;1;40;2;38;2;1;0.0;14.0;34;2;1;37;14.0;6;38;33;34;35.07142857142857;1;1;35;0;3;2;2;0;3;2;3;2;2.0;37.588235294117645
0;0;31;0;0;0;34.705882352941174;1;0;5;30;1;2;31;0;39;2;0;3.0;11.0;38;2;1;37;8.0;4;36;32;0;33.63636363636363;0;1;28;1;3;2;2;0;3;2;3;2;2.0;30.666666666666668
31;42;42;45;41;1;37.94117647058823;1;1;6;41;1;1;35;1;38;2;1;0.0;14.0;39;2;1;36;14.0;6;32;45;38;37.57142857142857;1;1;36;0;3;2;2;0;3;2;3;2;3.0;40.11764705882353
34;43;40;34;32;1;34.94117647058823;1;1;6;38;1;1;33;1;33;2;1;0.0;14.0;30;2;1;37;14.0;6;40;42;43;37.785714285714285;2;2;34;0;3;2;2;0;3;2;3;2;2.0;36.294117647058826
37;40;36;30;30;2;33.411764705882355;1;1;6;30;3;2;33;2;38;2;1;0.0;14.0;34;2;1;41;14.0;6;30;30;32;32.57142857142857;1;2;30;0;3;2;2;0;3;2;3;2;2.0;33.64705882352941
40;42;32;39;33;2;34.470588235294116;1;1;6;37;1;1;35;1;35;2;1;0.0;14.0;31;2;1;36;14.0;6;34;30;31;31.785714285714285;1;1;30;0;3;2;2;0;3;2;3;2;2.0;37.05882352941177
32;38;31;37;32;1;35.588235294117645;1;2;6;36;1;1;37;2;34;2;2;0.0;14.0;30;2;1;44;14.0;6;41;41;31;35.357142857142854;1;1;30;0;3;2;2;0;3;2;3;2;2.0;34.88235294117647
30;43;42;45;33;1;38.705882352941174;1;1;6;40;1;1;40;1;40;2;1;0.0;14.0;37;2;1;37;14.0;6;35;39;39;36.57142857142857;1;1;33;0;3;2;2;0;3;2;3;2;2.0;39.23529411764706
39;42;41;31;37;1;38.76470588235294;1;1;6;45;1;1;40;1;35;2;1;0.0;14.0;33;2;1;39;14.0;6;35;43;37;37.07142857142857;1;1;36;0;3;2;2;0;3;2;3;2;2.0;38.8235294117647
40;0;0;0;0;2;39.0;0;0;0;0;0;0;0;0;39;0;0;0.0;0.0;0;1;0;0;0.0;0;0;0;0;0.0;0;0;0;0;3;2;2;0;3;2;3;2;2.0;40.0
37;41;33;30;42;3;34.294117647058826;2;1;6;42;2;1;40;1;30;3;2;0.0;14.0;33;2;1;35;14.0;6;39;32;39;35.714285714285715;1;1;35;0;3;2;2;0;3;2;3;2;2.0;37.8235294117647
49;43;42;46;33;2;36.529411764705884;1;1;6;38;1;1;30;2;34;2;1;0.0;14.0;30;2;1;35;14.0;6;33;41;30;32.714285714285715;1;1;30;0;3;2;2;0;3;2;3;2;3.0;40.23529411764706
