NOTA_INGECO;NOTA_DDP;NOTA_CTRL;NOTA_CONEM;NOTA_TDE;VECES_INGECO;PROMEDIO_CUATRO;VECES_IO_DOS;VECES_DDP;NAC_CINCO;NOTAS_RDC;VECES_CTRL;VECES_RDC;NOTA_IO_DOS;VECES_CONEM;NOTA_EL_DOS;VECES_CEM;VECES_TDE;NCP_CINCO;NCC_CINCO;NOTA_GENH;EPA_CINCO;VECES_INSE;NOTA_ASD;NCA_CINCO;NAA_CINCO;NOTA_INSE;NOTA_IO_UNO;NOTA_IYM;PROMEDIO_CINCO;VECES_IYM;CAR_CINCO;NOTA_CEM;NAP_CINCO;CREDITOS_TDE;CREDITOS_IO_DOS;CREDITOS_INGECO;NOTA_EE_UNO;CREDITOS_CONEM;CREDITOS_RDC;CREDITOS_DDP;CREDITOS_CTRL;RENDIMIENTO_SEIS;PROMEDIO_SEIS
33;0;0;0;0;2;33.46153846153846;0;0;2;0;0;0;0;0;34;1;0;5.0;5.0;0;1;0;0;0.0;0;0;16;0;10.6;0;0;7;2;3;2;2;0;3;2;3;2;2.0;33.0
40;33;34;41;37;1;34.23529411764706;1;1;6;33;2;1;42;2;35;1;1;0.0;14.0;32;2;1;31;14.0;6;35;35;37;33.357142857142854;1;0;30;0;3;2;2;0;3;2;3;2;2.0;37.11764705882353
1;47;0;0;0;1;35.333333333333336;0;1;2;0;0;0;0;0;38;2;0;3.0;5.0;0;2;0;0;2.0;1;0;37;0;32.2;0;2;29;1;3;2;2;0;3;2;3;2;1.0;28.6
0;0;0;0;0;0;31.0;0;0;2;0;0;0;0;0;37;1;0;0.0;5.0;0;2;1;0;5.0;2;32;0;0;35.6;0;0;38;0;3;2;2;0;3;2;3;2;0.0;0.0
0;47;8;0;0;0;35.0;0;1;6;22;1;1;0;0;38;3;0;5.0;14.0;38;1;1;33;9.0;4;5;38;33;26.142857142857142;1;3;13;2;3;2;2;0;3;2;3;2;1.0;28.714285714285715
30;50;41;40;41;1;38.0;1;1;6;46;1;1;34;2;40;2;1;0.0;14.0;30;2;1;35;14.0;6;38;41;34;35.357142857142854;1;1;35;0;3;2;2;0;3;2;3;2;3.0;40.88235294117647
38;50;36;39;37;1;39.470588235294116;1;1;6;44;1;1;32;1;45;2;1;0.0;14.0;34;2;1;40;14.0;6;41;40;37;36.92857142857143;1;2;32;0;3;2;2;0;3;2;3;2;2.0;39.88235294117647
35;46;32;33;43;1;32.411764705882355;1;1;6;36;1;1;32;1;37;1;1;0.0;14.0;38;2;1;35;14.0;6;33;34;41;35.214285714285715;1;0;30;0;3;2;2;0;3;2;3;2;2.0;37.411764705882355
40;47;49;36;41;1;41.705882352941174;1;1;6;46;1;1;45;1;39;1;1;0.0;14.0;33;2;1;48;14.0;6;42;41;49;41.642857142857146;1;0;36;0;3;2;2;0;3;2;3;2;3.0;43.05882352941177
37;0;0;0;0;1;34.0;0;0;3;0;0;0;0;0;38;1;0;3.0;8.0;0;1;0;0;5.0;2;0;34;40;29.125;1;0;15;1;3;2;2;0;3;2;3;2;2.0;37.0
31;44;33;36;38;1;35.11764705882353;1;1;6;41;1;1;31;1;31;2;1;0.0;14.0;30;2;1;37;14.0;6;35;36;39;35.357142857142854;1;1;34;0;3;2;2;0;3;2;3;2;2.0;36.8235294117647
34;0;0;0;0;2;32.92307692307692;0;0;4;0;0;0;0;0;37;1;0;6.0;10.0;0;1;0;37;4.0;2;0;30;23;21.5;1;1;4;2;3;2;2;0;3;2;3;2;2.0;34.0
42;41;31;41;44;1;38.529411764705884;1;1;6;41;1;1;44;1;40;1;1;0.0;14.0;32;2;1;42;14.0;6;41;43;46;38.857142857142854;1;0;30;0;3;2;2;0;3;2;3;2;3.0;40.8235294117647
34;42;31;46;41;1;36.88235294117647;2;1;6;39;1;1;31;1;31;1;1;0.0;14.0;31;2;1;35;14.0;6;39;30;33;33.214285714285715;2;2;32;0;3;2;2;0;3;2;3;2;2.0;38.64705882352941
43;46;34;30;39;1;38.588235294117645;1;1;6;42;1;1;30;1;40;2;1;0.0;14.0;30;2;1;41;14.0;6;35;41;46;39.214285714285715;1;1;39;0;3;2;2;0;3;2;3;2;2.0;37.8235294117647
49;46;37;44;41;1;38.705882352941174;1;1;6;45;1;1;33;1;41;1;1;0.0;14.0;36;2;1;41;14.0;6;39;39;46;39.714285714285715;1;0;36;0;3;2;2;0;3;2;3;2;3.0;42.411764705882355
32;47;31;0;0;1;35.470588235294116;0;2;5;38;1;1;0;0;36;2;0;3.0;12.0;30;2;1;34;9.0;4;42;0;34;30.916666666666668;1;1;19;1;3;2;2;0;3;2;3;2;2.0;38.111111111111114
42;34;33;33;36;1;35.11764705882353;2;1;6;42;1;1;45;1;37;1;2;0.0;14.0;30;2;1;36;14.0;6;33;37;46;35.714285714285715;1;0;30;0;3;2;2;0;3;2;3;2;2.0;37.23529411764706
41;45;33;32;41;1;36.11764705882353;1;1;6;40;1;1;38;1;34;2;1;0.0;14.0;34;2;1;30;14.0;6;39;43;47;38.0;1;1;33;0;3;2;2;0;3;2;3;2;2.0;38.705882352941174
