VECES_ECO;NOTA_L_UNO;NOTA_ASP;NOTA_ELECPOT;NOTA_ECO;NOTA_MAQEL;VECES_ASP;NAC_CINCO;NOTA_AUTO;NOTA_DDP;NOTAS_RDC;VECES_ELECPOT;VECES_AUTO;VECES_MAQEL;NCC_SEIS;NCA_SEIS;VECES_IO_DOS;NAC_SEIS;NOTA_CONEM;NOTA_CTRL;NAA_SEIS;NOTA_EI_UNO;NOTA_INGECO;NCP_SEIS;PROMEDIO_SEIS;PROMEDIO_CUATRO;NOTA_TDE;EPA_SEIS;VECES_DDP;VECES_EI_UNO;NAP_SEIS;VECES_L_UNO;CAR_SEIS;CREDITOS_MAQEL;CREDITOS_EI_UNO;CREDITOS_AUTO;VECES_INGECO;CREDITOS_L_UNO;CREDITOS_ASP;CREDITOS_ELECPOT;CREDITOS_ECO;RENDIMIENTO_SIETE;PROMEDIO_SIETE
1;42;41;31;31;31;2;7;37;42;34;1;1;2;17.0;17.0;1;7;31;35;7;38;36;0.0;35.94117647058823;36.588235294117645;40;2;1;1;0;1;1;3;3;2;1;2;3;3;2;2.0;35.72222222222222
2;0;0;0;32;32;0;4;30;41;0;0;3;3;15.0;15.0;2;6;41;33;6;0;37;0.0;37.13333333333333;33.76470588235294;35;2;1;0;0;0;4;3;3;2;3;2;3;3;2;2.0;31.428571428571427
1;42;41;31;37;37;1;7;30;46;39;1;1;1;17.0;17.0;1;7;40;31;7;37;44;0.0;38.76470588235294;37.23529411764706;37;2;1;1;0;1;1;3;3;2;1;2;3;3;2;2.0;36.44444444444444
1;44;36;34;39;39;3;7;37;33;39;1;3;2;17.0;17.0;1;7;33;36;7;32;38;0.0;37.0;34.529411764705884;43;2;1;1;0;1;2;3;3;2;2;2;3;3;2;2.0;36.833333333333336
1;44;38;31;36;36;3;7;30;49;37;2;1;1;17.0;17.0;1;7;32;40;7;46;50;0.0;40.529411764705884;37.470588235294116;40;2;1;1;0;1;1;3;3;2;2;2;3;3;2;2.0;37.388888888888886
1;41;30;30;42;42;1;7;39;47;44;1;1;1;17.0;17.0;1;7;38;43;7;39;41;0.0;42.23529411764706;39.23529411764706;43;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;37.05555555555556
1;43;35;31;35;35;1;7;37;47;37;1;1;1;17.0;17.0;1;7;32;37;7;39;33;0.0;38.411764705882355;35.0;42;2;1;1;0;1;1;3;3;2;2;2;3;3;2;2.0;36.111111111111114
2;44;30;31;34;34;2;7;30;50;30;1;1;2;17.0;17.0;1;7;38;36;7;32;42;0.0;40.76470588235294;37.11764705882353;41;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;33.166666666666664
1;40;30;30;33;33;1;7;40;47;42;1;1;3;17.0;17.0;1;7;30;32;7;34;35;0.0;37.23529411764706;38.294117647058826;40;2;1;1;0;2;0;3;3;2;1;2;3;3;2;2.0;33.72222222222222
1;35;40;30;30;30;2;7;39;42;40;1;1;2;17.0;17.0;1;7;30;30;7;36;38;0.0;36.35294117647059;38.8235294117647;38;2;1;1;0;1;2;3;3;2;2;2;3;3;2;2.0;34.22222222222222
1;50;36;30;30;30;2;7;37;50;43;1;2;1;17.0;17.0;1;7;42;35;7;33;39;0.0;42.1764705882353;40.294117647058826;41;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;34.5
1;40;30;32;32;32;1;7;41;47;37;1;1;1;17.0;17.0;1;7;33;40;7;42;40;0.0;39.05882352941177;36.470588235294116;38;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;35.22222222222222
1;41;36;33;34;34;4;7;30;41;39;3;1;1;17.0;17.0;1;7;31;30;7;32;32;0.0;35.1764705882353;32.94117647058823;36;2;1;1;0;1;2;3;3;2;1;2;3;3;2;2.0;34.166666666666664
1;47;40;38;48;48;1;7;39;42;41;1;2;1;17.0;17.0;1;7;37;30;7;39;30;0.0;37.705882352941174;38.76470588235294;42;2;1;1;0;1;1;3;3;2;1;2;3;3;2;3.0;42.388888888888886
1;50;38;32;36;36;1;7;37;42;43;1;1;1;17.0;17.0;1;7;43;41;7;42;33;0.0;40.705882352941174;35.88235294117647;45;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;38.333333333333336
2;48;31;30;39;39;1;7;36;42;42;1;1;2;17.0;17.0;1;7;30;43;7;34;38;0.0;37.76470588235294;38.1764705882353;40;2;1;1;0;1;1;3;3;2;3;2;3;3;2;2.0;36.0
1;40;34;30;38;38;3;6;31;47;42;1;1;1;17.0;17.0;1;7;49;35;7;37;49;0.0;41.8235294117647;34.64705882352941;37;2;1;1;0;1;1;3;3;2;1;2;3;3;2;2.0;35.27777777777778
1;48;41;30;30;30;2;7;37;42;40;1;1;2;17.0;17.0;1;7;31;34;7;40;45;0.0;38.294117647058826;38.588235294117645;38;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;36.27777777777778
1;43;39;30;34;34;1;7;33;46;40;1;1;1;17.0;17.0;1;7;36;45;7;45;38;0.0;40.64705882352941;40.588235294117645;39;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;36.888888888888886
1;44;45;30;40;40;2;7;42;47;41;1;1;3;17.0;17.0;1;7;39;31;7;40;40;0.0;39.64705882352941;38.294117647058826;40;2;1;1;0;2;0;3;3;2;1;2;3;3;2;2.0;39.833333333333336
1;41;43;30;30;30;2;7;34;47;41;1;2;1;17.0;17.0;1;7;34;34;7;39;33;0.0;37.64705882352941;39.411764705882355;39;2;1;1;0;1;1;3;3;2;1;2;3;3;2;2.0;35.333333333333336
1;50;30;34;32;32;1;7;30;36;39;1;1;1;17.0;17.0;1;7;35;30;7;42;34;0.0;35.705882352941174;36.588235294117645;42;2;1;1;0;1;1;3;3;2;1;2;3;3;2;2.0;35.44444444444444
1;45;0;0;0;0;0;5;24;50;38;0;3;0;9.0;9.0;0;4;0;30;4;40;35;0.0;39.55555555555556;35.294117647058826;0;2;2;1;0;1;1;3;3;2;1;2;3;3;2;1.0;28.666666666666668
1;46;33;30;31;31;1;7;40;46;43;1;1;1;17.0;17.0;1;7;40;44;7;45;42;0.0;42.1764705882353;44.705882352941174;41;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;36.166666666666664
1;50;42;30;36;36;2;7;35;46;41;1;1;1;17.0;17.0;1;7;30;42;7;43;39;0.0;39.588235294117645;35.94117647058823;43;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;38.611111111111114
1;39;0;0;0;0;0;6;4;30;38;0;2;0;17.0;9.0;1;7;21;12;4;23;38;8.0;27.823529411764707;34.1764705882353;18;1;2;1;3;1;1;3;3;2;1;2;3;3;2;1.0;17.22222222222222
1;50;30;30;32;32;1;7;34;41;39;3;3;2;17.0;17.0;1;7;30;30;7;38;36;0.0;34.0;34.76470588235294;31;2;1;1;0;1;2;3;3;2;2;2;3;3;2;2.0;34.55555555555556
1;40;4;0;27;27;1;7;27;0;41;0;1;3;14.0;10.0;1;6;34;24;4;31;27;4.0;33.07142857142857;38.1764705882353;39;2;0;1;2;1;2;3;3;2;2;2;3;3;2;1.0;24.933333333333334
1;40;30;33;30;30;1;7;30;42;37;2;1;1;17.0;17.0;2;7;30;30;7;39;32;0.0;35.294117647058826;36.1764705882353;38;2;1;1;0;1;2;3;3;2;1;2;3;3;2;2.0;33.111111111111114
1;42;39;30;30;30;2;7;30;33;38;3;1;2;17.0;17.0;1;7;30;30;7;34;33;0.0;34.05882352941177;36.705882352941174;36;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;33.5
3;50;43;30;35;35;3;7;31;41;38;1;3;1;17.0;17.0;1;7;34;36;7;37;45;0.0;37.05882352941177;35.76470588235294;31;2;1;1;0;1;2;3;3;2;2;2;3;3;2;2.0;37.05555555555556
1;48;30;32;35;35;1;7;30;39;40;1;1;1;17.0;17.0;1;7;35;41;7;44;48;0.0;40.05882352941177;39.411764705882355;43;2;1;1;0;1;0;3;3;2;1;2;3;3;2;2.0;36.05555555555556
1;35;30;30;49;49;2;7;33;40;43;3;1;1;17.0;17.0;1;7;39;30;7;36;32;0.0;37.05882352941177;35.35294117647059;41;2;1;1;0;1;1;3;3;2;1;2;3;3;2;2.0;37.166666666666664
0;39;0;0;0;0;0;6;0;4;33;0;0;0;7.0;2.0;1;3;0;0;1;0;0;5.0;15.714285714285714;33.4;0;1;1;0;2;1;0;3;3;2;0;2;3;3;2;2.0;39.0
1;50;42;30;34;34;2;7;33;42;42;1;1;3;17.0;17.0;1;7;38;36;7;39;36;0.0;38.76470588235294;38.11764705882353;43;2;1;1;0;1;1;3;3;2;1;2;3;3;2;2.0;37.166666666666664
2;42;30;42;38;38;1;7;34;38;39;1;2;1;17.0;17.0;2;7;34;38;7;33;32;0.0;36.294117647058826;31.294117647058822;41;2;1;1;0;1;4;3;3;2;1;2;3;3;2;2.0;36.5
0;0;0;0;0;0;0;3;0;40;0;0;0;0;5.0;3.0;1;2;0;0;1;43;0;2.0;34.0;36.23076923076923;0;2;1;1;1;0;0;3;3;2;0;2;3;3;2;3.0;43.0
1;50;44;39;31;31;2;7;30;34;43;3;1;1;17.0;17.0;1;7;37;43;7;0;40;0.0;39.76470588235294;35.88235294117647;41;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;37.6
1;42;34;33;32;32;1;7;30;44;40;1;1;2;17.0;17.0;1;7;33;46;7;0;32;0.0;37.529411764705884;34.0;35;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;33.666666666666664
2;40;42;35;37;37;1;7;33;46;41;2;1;1;17.0;17.0;1;7;31;43;7;0;39;0.0;39.94117647058823;39.1764705882353;42;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;37.46666666666667
1;48;37;30;30;30;2;7;35;50;38;3;2;1;17.0;17.0;1;7;37;33;7;0;39;0.0;39.11764705882353;37.1764705882353;40;2;1;0;0;1;2;3;3;2;2;2;3;3;2;2.0;34.46666666666667
1;50;34;37;31;31;2;7;39;42;41;3;2;1;17.0;17.0;1;7;32;43;7;0;46;0.0;40.411764705882355;38.0;43;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;36.4
1;41;35;34;33;33;2;7;35;34;40;2;1;3;17.0;17.0;1;7;32;40;7;0;42;0.0;35.35294117647059;35.64705882352941;31;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;34.93333333333333
1;40;32;34;44;44;2;7;30;45;47;1;1;2;17.0;17.0;3;7;34;32;7;0;38;0.0;37.705882352941174;36.11764705882353;34;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;37.2
0;40;0;0;0;0;0;6;0;48;0;0;0;0;5.0;5.0;0;2;0;50;2;0;0;0.0;48.8;34.0;0;2;1;0;0;2;0;3;3;2;0;2;3;3;2;2.0;40.0
1;33;0;0;0;0;0;7;0;39;36;0;0;0;17.0;15.0;1;7;42;36;6;0;39;2.0;35.23529411764706;34.23529411764706;34;2;1;0;1;1;1;3;3;2;2;2;3;3;2;1.0;16.5
1;0;0;0;0;0;0;7;0;39;39;0;0;0;14.0;12.0;1;6;43;33;5;0;39;2.0;36.57142857142857;36.705882352941174;0;2;1;0;1;0;1;3;3;2;2;2;3;3;2;0.0;0.0
1;44;19;22;37;37;1;7;41;44;37;2;1;1;17.0;17.0;1;7;40;41;7;0;39;0.0;38.8235294117647;34.529411764705884;30;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;31.866666666666667
0;36;0;0;0;0;0;6;4;46;39;0;1;0;15.0;9.0;1;6;23;32;4;0;0;6.0;31.266666666666666;37.0;16;2;1;0;2;1;0;3;3;2;0;2;3;3;2;1.0;20.0
2;48;30;32;34;34;2;7;30;34;31;2;1;1;17.0;17.0;1;7;33;30;7;0;36;0.0;32.588235294117645;35.470588235294116;33;2;1;0;0;1;2;3;3;2;1;2;3;3;2;2.0;34.13333333333333
1;33;30;30;41;41;1;7;32;48;37;1;1;2;17.0;17.0;1;7;36;34;7;0;37;0.0;38.35294117647059;36.1764705882353;32;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;34.333333333333336
1;46;45;30;44;44;1;6;37;34;44;1;1;1;17.0;17.0;1;7;44;37;7;0;30;0.0;37.94117647058823;37.8235294117647;43;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;40.733333333333334
1;38;30;30;34;34;1;6;40;44;40;1;2;1;17.0;17.0;1;7;42;32;7;0;36;0.0;37.411764705882355;40.35294117647059;34;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;33.733333333333334
1;45;36;33;31;31;2;6;38;45;44;3;1;1;17.0;17.0;1;7;31;34;7;0;31;0.0;36.11764705882353;34.88235294117647;36;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;35.2
1;0;0;0;0;0;0;5;0;34;36;0;0;0;5.0;5.0;0;2;0;0;2;0;0;0.0;34.8;31.529411764705884;0;2;1;0;0;0;0;3;3;2;0;2;3;3;2;0.0;0.0
1;42;31;43;33;33;1;6;37;46;45;1;1;1;17.0;17.0;1;7;30;37;7;0;44;0.0;38.705882352941174;35.588235294117645;38;2;1;0;0;1;1;3;3;2;2;2;3;3;2;2.0;36.333333333333336
1;50;30;36;34;34;1;6;30;45;39;2;1;1;17.0;17.0;1;7;45;31;7;0;42;0.0;38.588235294117645;38.411764705882355;34;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;35.2
0;50;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0.0;0;1;0;0;0;0;28;2.0;28.0;35.0;0;1;0;0;1;3;0;3;3;2;1;2;3;3;2;4.0;50.0
1;42;33;30;31;31;1;6;30;41;40;1;1;2;17.0;17.0;1;7;42;44;7;0;36;0.0;38.294117647058826;37.0;34;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;32.53333333333333
0;39;0;0;0;0;0;4;0;37;0;0;0;0;6.0;3.0;0;2;24;0;1;0;0;3.0;30.5;36.05882352941177;0;2;1;0;1;1;0;3;3;2;0;2;3;3;2;2.0;39.0
2;40;31;36;30;30;1;6;34;41;38;2;1;1;17.0;17.0;1;7;38;35;7;0;36;0.0;36.0;34.35294117647059;31;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;33.266666666666666
1;0;0;0;0;0;0;5;0;34;39;0;0;0;15.0;7.0;1;6;1;27;3;0;0;8.0;21.4;33.23529411764706;8;1;1;0;3;0;1;3;3;2;0;2;3;3;2;0.0;0.0
1;31;21;0;16;16;1;6;35;37;40;0;1;2;17.0;17.0;2;7;30;40;7;0;37;0.0;35.23529411764706;35.411764705882355;34;2;1;0;0;1;1;3;3;2;1;2;3;3;2;1.0;22.916666666666668
1;40;38;37;30;30;2;6;36;42;40;2;1;1;17.0;17.0;1;7;38;40;7;0;32;0.0;38.588235294117645;38.23529411764706;42;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;35.13333333333333
1;35;31;31;36;36;1;6;31;35;37;2;1;1;17.0;17.0;1;7;38;30;7;0;30;0.0;34.529411764705884;32.294117647058826;32;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;33.2
1;47;30;30;35;35;1;6;47;37;41;1;3;1;17.0;17.0;1;7;49;32;7;0;44;0.0;39.76470588235294;37.1764705882353;40;2;1;0;0;1;2;3;3;2;2;2;3;3;2;2.0;36.2
1;47;32;36;30;30;1;6;30;46;44;2;1;2;17.0;17.0;1;7;34;31;7;0;36;0.0;37.11764705882353;36.88235294117647;35;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;33.86666666666667
1;44;40;30;30;30;2;6;30;41;40;1;1;2;17.0;17.0;1;7;35;35;7;0;44;0.0;37.64705882352941;37.35294117647059;38;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;33.86666666666667
1;46;32;30;32;32;3;6;30;38;39;1;3;1;17.0;17.0;3;7;39;31;7;0;37;0.0;35.94117647058823;37.588235294117645;30;2;1;0;0;1;2;3;3;2;1;2;3;3;2;2.0;33.2
