VECES_ECO;NOTA_L_UNO;NOTA_ASP;NOTA_ELECPOT;NOTA_ECO;NOTA_MAQEL;VECES_ASP;NAC_CINCO;NOTA_AUTO;NOTA_DDP;NOTAS_RDC;VECES_ELECPOT;VECES_AUTO;VECES_MAQEL;NCC_SEIS;NCA_SEIS;VECES_IO_DOS;NAC_SEIS;NOTA_CONEM;NOTA_CTRL;NAA_SEIS;NOTA_EI_UNO;NOTA_INGECO;NCP_SEIS;PROMEDIO_SEIS;PROMEDIO_CUATRO;NOTA_TDE;EPA_SEIS;VECES_DDP;VECES_EI_UNO;NAP_SEIS;VECES_L_UNO;CAR_SEIS;CREDITOS_MAQEL;CREDITOS_EI_UNO;CREDITOS_AUTO;VECES_INGECO;CREDITOS_L_UNO;CREDITOS_ASP;CREDITOS_ELECPOT;CREDITOS_ECO;RENDIMIENTO_SIETE;PROMEDIO_SIETE
1;37;31;30;30;30;1;6;34;46;40;1;1;1;17.0;17.0;1;7;36;33;7;0;32;0.0;37.588235294117645;36.470588235294116;39;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;31.666666666666668
4;50;17;27;33;33;3;6;34;42;30;2;1;2;17.0;15.0;2;7;30;13;6;0;33;2.0;31.705882352941178;36.705882352941174;33;2;1;0;1;3;2;3;3;2;1;2;3;3;2;2.0;31.0
1;35;30;34;36;36;1;6;36;39;42;1;2;3;17.0;17.0;2;7;34;44;7;0;37;0.0;37.8235294117647;34.11764705882353;38;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;34.266666666666666
1;43;37;30;30;30;3;6;33;44;42;1;1;2;17.0;17.0;1;7;49;44;7;0;30;0.0;40.1764705882353;37.0;32;2;1;0;0;1;2;3;3;2;2;2;3;3;2;2.0;33.53333333333333
2;0;0;0;0;0;0;6;0;44;37;0;0;0;11.0;11.0;1;5;0;31;5;0;43;0.0;37.63636363636363;34.11764705882353;0;2;1;0;0;0;0;3;3;2;1;2;3;3;2;0.0;0.0
1;46;20;30;40;40;2;6;34;39;37;2;3;1;17.0;17.0;1;7;30;31;7;0;30;0.0;33.94117647058823;40.35294117647059;38;2;1;0;0;1;2;3;3;2;2;2;3;3;2;2.0;34.0
1;36;0;0;0;0;0;6;20;0;38;0;1;0;6.0;6.0;1;3;0;0;3;0;34;0.0;35.666666666666664;37.94117647058823;0;2;0;0;0;1;0;3;3;2;1;2;3;3;2;1.0;18.666666666666668
1;45;30;45;37;37;1;6;32;50;44;1;1;1;17.0;17.0;1;7;46;47;7;0;50;0.0;45.8235294117647;41.529411764705884;41;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;37.6
1;38;37;37;31;31;1;6;33;33;36;1;2;1;17.0;17.0;1;7;41;33;7;0;38;0.0;35.11764705882353;32.588235294117645;33;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;34.6
1;49;34;39;48;48;1;6;33;31;45;1;1;2;17.0;17.0;1;7;35;37;7;0;39;0.0;36.0;35.588235294117645;36;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;41.53333333333333
1;43;39;37;41;41;2;6;30;31;43;1;1;2;17.0;17.0;1;7;32;38;7;0;43;0.0;36.23529411764706;35.8235294117647;37;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;38.6
1;44;13;0;33;33;3;6;12;44;42;0;2;1;17.0;17.0;1;7;30;45;7;0;41;0.0;38.0;39.705882352941174;30;2;1;0;0;1;0;3;3;2;1;2;3;3;2;1.0;26.333333333333332
1;41;36;36;35;35;1;6;30;39;44;1;2;2;17.0;17.0;1;7;42;38;7;0;38;0.0;38.35294117647059;38.705882352941174;35;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;35.53333333333333
1;42;35;35;32;32;1;6;41;43;37;1;2;1;17.0;17.0;1;7;42;31;7;0;36;0.0;37.705882352941174;37.470588235294116;32;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;35.733333333333334
2;38;31;38;30;30;1;6;37;41;39;1;2;2;17.0;17.0;1;7;33;31;7;0;44;0.0;36.35294117647059;35.1764705882353;36;2;1;0;0;1;2;3;3;2;2;2;3;3;2;2.0;33.8
1;48;30;50;31;31;1;6;30;50;48;1;1;1;17.0;17.0;1;7;46;49;7;0;49;0.0;46.529411764705884;38.76470588235294;39;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;36.733333333333334
1;37;30;37;34;34;2;6;39;50;36;1;2;2;17.0;17.0;1;7;30;34;7;0;41;0.0;38.411764705882355;38.05882352941177;39;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;34.86666666666667
1;35;36;36;30;30;1;6;33;42;37;1;3;1;17.0;17.0;1;7;35;30;7;0;32;0.0;34.64705882352941;36.94117647058823;32;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;33.46666666666667
1;39;35;37;37;37;1;6;31;33;45;1;2;1;17.0;17.0;1;7;38;40;7;0;44;0.0;39.411764705882355;37.23529411764706;37;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;36.06666666666667
1;32;30;31;30;30;2;6;34;39;41;1;1;1;17.0;17.0;1;7;40;44;7;0;36;0.0;39.470588235294116;37.23529411764706;40;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;31.0
1;43;33;32;36;36;1;6;36;33;40;1;2;1;17.0;17.0;1;7;44;33;7;0;32;0.0;37.470588235294116;37.64705882352941;40;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;35.53333333333333
1;43;37;38;32;32;3;6;31;41;39;1;1;1;17.0;17.0;1;7;30;30;7;0;33;0.0;35.0;35.94117647058823;36;2;1;0;0;1;2;3;3;2;1;2;3;3;2;2.0;35.53333333333333
0;33;0;0;0;0;0;5;0;0;41;0;0;0;2.0;2.0;0;1;0;0;1;0;0;0.0;41.0;34.64705882352941;0;2;0;0;0;1;0;3;3;2;0;2;3;3;2;2.0;33.0
1;44;38;30;40;40;1;6;36;41;36;2;2;1;17.0;17.0;1;7;38;35;7;0;36;0.0;37.588235294117645;36.05882352941177;36;2;1;0;0;1;2;3;3;2;2;2;3;3;2;2.0;37.6
1;40;30;30;37;37;1;6;31;42;41;2;1;2;17.0;17.0;1;7;45;42;7;0;31;0.0;40.11764705882353;37.94117647058823;41;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;33.8
2;37;50;30;37;37;2;6;31;43;38;1;1;1;17.0;17.0;1;7;34;40;7;0;34;0.0;36.294117647058826;34.94117647058823;32;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;37.4
1;34;30;36;32;32;1;6;32;40;30;1;2;1;17.0;17.0;1;7;30;36;7;0;37;0.0;33.64705882352941;33.411764705882355;30;2;1;0;0;2;4;3;3;2;2;2;3;3;2;2.0;32.666666666666664
1;38;30;34;39;39;1;6;35;42;37;1;1;3;17.0;17.0;1;7;39;32;7;0;40;0.0;37.05882352941177;34.470588235294116;33;2;1;0;0;1;1;3;3;2;2;2;3;3;2;2.0;35.53333333333333
1;50;34;35;43;43;3;6;30;38;36;1;1;2;17.0;17.0;1;7;37;31;7;0;32;0.0;34.88235294117647;35.588235294117645;32;2;2;0;0;1;3;3;3;2;1;2;3;3;2;2.0;38.8
1;40;30;34;37;37;1;6;36;43;40;2;2;2;17.0;17.0;1;7;45;42;7;0;30;0.0;39.23529411764706;38.705882352941174;33;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;35.266666666666666
1;31;30;40;31;31;1;6;33;42;45;2;1;1;17.0;17.0;1;7;31;41;7;0;39;0.0;38.8235294117647;38.76470588235294;37;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;32.86666666666667
0;41;0;0;0;0;0;0;0;0;0;0;0;0;2.0;2.0;0;1;0;0;1;0;40;0.0;40.0;39.0;0;2;0;0;0;1;1;3;3;2;2;2;3;3;2;3.0;41.0
1;45;37;32;38;38;2;6;37;41;42;1;2;2;17.0;17.0;2;7;30;33;7;0;37;0.0;37.8235294117647;34.294117647058826;42;2;1;0;0;1;4;3;3;2;3;2;3;3;2;2.0;37.4
1;43;39;38;34;34;2;6;31;43;38;1;1;2;17.0;17.0;1;7;46;42;7;0;49;0.0;40.23529411764706;36.529411764705884;33;2;1;0;0;1;2;3;3;2;2;2;3;3;2;2.0;36.6
1;41;30;34;38;38;2;6;36;33;33;1;2;2;17.0;17.0;1;7;41;34;7;0;40;0.0;37.11764705882353;34.23529411764706;37;2;1;0;0;1;2;3;3;2;1;2;3;3;2;2.0;35.733333333333334
0;0;0;0;0;0;0;6;0;47;22;0;0;0;7.0;3.0;0;3;0;8;1;0;0;4.0;28.714285714285715;35.0;0;1;1;0;2;0;0;3;3;2;0;2;3;3;2;0.0;0.0
1;43;46;40;45;45;1;6;34;50;46;2;1;1;17.0;17.0;1;7;40;41;7;0;30;0.0;40.88235294117647;38.0;41;2;1;0;0;1;1;3;3;2;1;2;3;3;2;3.0;42.46666666666667
1;44;33;36;35;35;1;6;32;50;44;1;1;1;17.0;17.0;1;7;39;36;7;0;38;0.0;39.88235294117647;39.470588235294116;37;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;35.6
1;35;42;40;44;44;1;6;30;46;36;1;2;1;17.0;17.0;1;7;33;32;7;0;35;0.0;37.411764705882355;32.411764705882355;43;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;39.733333333333334
1;48;50;47;46;46;1;6;35;47;46;1;1;1;17.0;17.0;1;7;36;49;7;0;40;0.0;43.05882352941177;41.705882352941174;41;2;1;0;0;1;0;3;3;2;1;2;3;3;2;4.0;45.8
1;43;35;38;38;38;1;6;32;44;41;1;1;1;17.0;17.0;1;7;36;33;7;0;31;0.0;36.8235294117647;35.11764705882353;38;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;37.266666666666666
2;33;0;0;0;0;0;4;0;0;0;0;0;0;2.0;2.0;0;1;0;0;1;0;34;0.0;34.0;32.92307692307692;0;2;0;0;0;2;1;3;3;2;2;2;3;3;2;1.0;16.5
1;48;43;30;42;42;1;6;40;41;41;1;1;1;17.0;17.0;1;7;41;31;7;0;42;0.0;40.8235294117647;38.529411764705884;44;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;40.333333333333336
2;41;33;31;30;30;2;6;30;42;39;1;2;1;17.0;17.0;2;7;46;31;7;0;34;0.0;38.64705882352941;36.88235294117647;41;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;32.266666666666666
2;49;34;39;39;39;1;6;30;46;42;1;1;1;17.0;17.0;1;7;30;34;7;0;43;0.0;37.8235294117647;38.588235294117645;39;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;38.13333333333333
1;46;34;45;36;36;1;6;34;46;45;1;1;1;17.0;17.0;1;7;44;37;7;0;49;0.0;42.411764705882355;38.705882352941174;41;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;38.46666666666667
1;38;0;0;0;0;0;5;27;47;38;0;1;0;9.0;9.0;0;4;0;31;4;0;32;0.0;38.111111111111114;35.470588235294116;0;2;2;0;0;1;1;3;3;2;1;2;3;3;2;1.0;21.666666666666668
3;45;34;34;38;38;1;6;41;34;42;1;2;2;17.0;17.0;2;7;33;33;7;0;42;0.0;37.23529411764706;35.11764705882353;36;2;1;0;0;1;2;3;3;2;1;2;3;3;2;2.0;37.733333333333334
2;44;30;39;33;33;2;6;30;45;40;1;1;1;17.0;17.0;1;7;32;33;7;0;41;0.0;38.705882352941174;36.11764705882353;41;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;34.666666666666664
1;39;36;30;30;30;2;6;31;46;40;1;2;1;17.0;17.0;2;7;39;36;7;0;47;0.0;39.88235294117647;37.705882352941174;37;2;1;0;0;1;2;3;3;2;1;2;3;3;2;2.0;32.53333333333333
1;43;36;37;35;35;1;6;33;47;43;1;1;2;17.0;17.0;1;7;40;42;7;0;44;0.0;41.35294117647059;37.23529411764706;38;2;2;0;0;1;1;3;3;2;1;2;3;3;2;2.0;36.4
1;35;32;32;37;37;3;6;31;46;41;1;1;1;17.0;17.0;2;7;32;32;7;0;43;0.0;36.88235294117647;36.11764705882353;33;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;33.93333333333333
1;50;31;31;32;32;1;6;34;48;41;1;1;1;17.0;17.0;1;7;33;40;7;0;45;0.0;39.23529411764706;41.94117647058823;32;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;34.266666666666666
1;36;35;35;37;37;1;6;39;31;38;1;2;1;17.0;17.0;1;7;35;30;7;0;37;0.0;33.94117647058823;33.1764705882353;33;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;36.333333333333336
1;35;39;30;31;31;2;6;30;46;42;1;1;1;17.0;17.0;1;7;35;35;7;0;44;0.0;38.294117647058826;36.35294117647059;34;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;32.8
1;50;34;30;31;31;1;6;40;47;44;1;2;1;17.0;17.0;1;7;38;34;7;0;38;0.0;37.64705882352941;35.23529411764706;31;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;35.13333333333333
1;47;40;34;31;31;3;6;30;36;36;2;1;1;17.0;17.0;1;7;38;40;7;0;37;0.0;37.11764705882353;40.1764705882353;37;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;35.4
1;38;0;0;0;0;0;6;21;49;42;0;1;0;11.0;11.0;1;5;0;35;5;0;31;0.0;38.63636363636363;34.411764705882355;0;2;1;0;0;1;0;3;3;2;1;2;3;3;2;1.0;19.666666666666668
1;40;33;41;36;36;2;6;32;40;37;1;1;1;17.0;17.0;1;7;41;30;7;0;30;0.0;37.11764705882353;35.88235294117647;36;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;36.4
2;39;0;0;0;0;0;6;0;44;0;0;0;0;10.0;5.0;1;4;22;23;2;0;0;5.0;30.6;35.76470588235294;0;2;1;0;2;1;0;3;3;2;0;2;3;3;2;1.0;19.5
1;41;40;42;40;40;1;6;41;46;38;2;2;1;17.0;17.0;1;7;36;40;7;0;38;0.0;40.35294117647059;36.88235294117647;44;2;1;0;0;2;0;3;3;2;1;2;3;3;2;3.0;40.666666666666664
1;44;39;39;33;33;1;6;32;48;44;1;1;1;17.0;17.0;1;7;33;38;7;0;43;0.0;40.88235294117647;39.0;44;2;1;0;0;1;2;3;3;2;2;2;3;3;2;2.0;36.733333333333334
1;31;32;38;47;47;2;6;36;41;40;1;2;1;17.0;17.0;1;7;46;36;7;0;40;0.0;39.11764705882353;35.05882352941177;36;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;38.6
0;32;0;0;0;0;0;1;0;0;0;0;0;0;2.0;2.0;0;1;0;0;1;0;33;0.0;33.0;31.307692307692307;0;2;0;0;0;1;1;3;3;2;3;2;3;3;2;2.0;32.0
2;31;0;0;0;0;0;1;0;0;0;0;0;0;2.0;2.0;0;1;0;0;1;0;36;0.0;36.0;24.0;0;2;0;0;0;1;1;3;3;2;2;2;3;3;2;1.0;15.5
0;0;0;0;0;0;0;1;0;44;0;0;0;0;5.0;5.0;0;2;0;0;2;0;32;0.0;39.2;29.23076923076923;0;2;1;0;0;0;1;3;3;2;3;2;3;3;2;0.0;0.0
1;45;36;30;39;39;1;6;34;44;40;1;1;1;17.0;17.0;1;7;43;30;7;0;44;0.0;38.76470588235294;34.8235294117647;36;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;36.733333333333334
1;45;30;36;49;49;1;6;33;36;44;1;1;1;17.0;17.0;1;7;42;35;7;0;30;0.0;38.11764705882353;37.88235294117647;36;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;39.93333333333333
1;50;37;36;43;43;1;6;34;42;40;1;1;1;17.0;17.0;1;7;43;30;7;0;39;0.0;39.23529411764706;35.588235294117645;44;2;1;0;0;1;2;3;3;2;2;2;3;3;2;3.0;40.13333333333333
1;40;33;31;43;43;1;6;39;50;44;1;2;1;17.0;17.0;1;7;44;35;7;0;37;0.0;41.411764705882355;42.1764705882353;40;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;37.666666666666664
1;47;0;0;0;0;0;6;17;0;42;0;1;0;6.0;6.0;1;3;0;0;3;0;31;0.0;34.666666666666664;33.35294117647059;0;2;0;0;0;1;1;3;3;2;2;2;3;3;2;1.0;21.333333333333332
1;50;35;34;36;36;1;6;37;46;45;2;1;1;17.0;17.0;1;7;47;35;7;0;34;0.0;40.294117647058826;39.0;38;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;37.4
1;48;34;45;45;45;1;6;33;37;40;1;1;1;17.0;17.0;1;7;31;39;7;0;45;0.0;36.35294117647059;39.705882352941174;32;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;41.6
2;44;31;41;43;43;2;6;40;47;31;1;1;1;17.0;17.0;1;7;36;30;7;0;40;0.0;37.411764705882355;38.1764705882353;37;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;39.93333333333333
1;0;0;0;0;0;0;6;0;40;30;0;0;0;9.0;7.0;2;4;0;27;3;0;0;2.0;32.888888888888886;34.470588235294116;0;2;1;0;1;0;2;3;3;2;0;2;3;3;2;0.0;0.0
1;49;32;36;35;35;2;6;39;45;40;1;2;1;17.0;17.0;1;7;32;43;7;0;42;0.0;39.705882352941174;38.705882352941174;36;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;37.0
1;41;36;37;42;42;1;6;32;46;31;2;1;1;17.0;17.0;1;7;33;34;7;0;30;0.0;36.94117647058823;38.470588235294116;37;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;38.333333333333336
1;44;37;48;48;48;1;6;40;50;39;1;1;1;17.0;17.0;1;7;33;46;7;0;50;0.0;42.1764705882353;42.05882352941177;34;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;44.2
1;50;40;31;45;45;2;6;30;50;44;1;1;1;17.0;17.0;1;7;35;33;7;0;30;0.0;38.411764705882355;37.8235294117647;36;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;39.86666666666667
1;47;40;31;49;49;2;6;37;40;32;1;1;1;17.0;17.0;1;7;37;31;7;0;43;0.0;37.76470588235294;36.05882352941177;43;2;1;0;0;1;1;3;3;2;1;2;3;3;2;3.0;41.733333333333334
1;42;31;48;48;48;1;6;38;41;38;1;1;1;17.0;17.0;1;7;33;41;7;0;40;0.0;38.88235294117647;41.529411764705884;35;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;42.46666666666667
1;50;41;48;45;45;1;6;43;38;41;1;1;1;17.0;17.0;1;7;37;38;7;0;40;0.0;38.88235294117647;41.23529411764706;34;2;1;0;0;1;0;3;3;2;1;2;3;3;2;4.0;45.2
1;49;38;40;40;40;3;6;32;48;43;2;1;1;17.0;17.0;1;7;30;36;7;0;44;0.0;38.529411764705884;39.05882352941177;37;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;39.733333333333334
1;0;0;0;0;0;0;6;5;35;40;0;1;0;9.0;9.0;0;4;0;32;4;0;32;0.0;34.77777777777778;38.94117647058823;0;2;1;0;0;0;1;3;3;2;2;2;3;3;2;1.0;2.5
1;41;30;40;43;43;1;6;30;50;42;1;1;1;17.0;17.0;1;7;36;30;7;0;47;0.0;40.8235294117647;38.470588235294116;44;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;37.8
1;39;34;42;41;41;2;6;30;40;30;2;2;1;17.0;17.0;1;7;35;35;7;0;34;0.0;37.0;37.529411764705884;44;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;38.06666666666667
2;42;32;30;48;48;1;6;39;42;43;2;2;1;17.0;17.0;1;7;31;30;7;0;40;0.0;35.705882352941174;35.1764705882353;32;2;1;0;0;1;1;3;3;2;2;2;3;3;2;2.0;39.2
1;43;41;48;47;47;1;6;32;48;43;1;1;1;17.0;17.0;1;7;41;41;7;0;43;0.0;41.705882352941174;42.588235294117645;34;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;43.46666666666667
1;41;41;30;40;40;1;6;39;47;43;2;2;1;17.0;17.0;1;7;36;36;7;0;32;0.0;39.05882352941177;37.64705882352941;41;2;1;0;0;1;2;3;3;2;1;2;3;3;2;2.0;38.2
1;50;37;42;38;38;1;6;35;49;40;1;1;1;17.0;17.0;1;7;34;34;7;0;39;0.0;38.294117647058826;37.05882352941177;38;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;39.8
2;39;38;37;50;50;1;6;30;41;30;1;2;1;17.0;17.0;1;7;44;30;7;0;35;0.0;37.0;35.76470588235294;38;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;40.86666666666667
1;43;0;0;0;0;0;6;0;44;14;0;0;0;11.0;7.0;1;5;0;2;3;0;31;4.0;27.09090909090909;36.35294117647059;0;1;1;0;2;1;0;3;3;2;1;2;3;3;2;1.0;21.5
1;37;0;0;0;0;0;5;0;41;0;0;0;0;7.0;7.0;2;3;0;0;3;0;45;0.0;40.142857142857146;34.588235294117645;0;2;1;0;0;1;2;3;3;2;2;2;3;3;2;1.0;18.5
1;44;0;0;0;0;0;5;0;34;30;0;0;0;15.0;10.0;0;6;20;26;4;0;30;5.0;29.866666666666667;37.07142857142857;38;1;1;0;2;1;1;3;3;2;2;2;3;3;2;1.0;22.0
1;44;40;30;43;43;1;6;30;40;43;1;2;1;17.0;17.0;1;7;37;37;7;0;32;0.0;38.35294117647059;37.411764705882355;41;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;38.2
1;39;33;47;45;45;1;6;30;40;42;1;2;1;17.0;17.0;1;7;40;30;7;0;32;0.0;37.411764705882355;35.588235294117645;38;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;40.2
1;41;30;41;39;39;1;6;35;43;40;1;2;1;17.0;17.0;1;7;36;40;7;0;30;0.0;38.8235294117647;37.0;41;2;1;0;0;1;1;3;3;2;2;2;3;3;2;2.0;37.333333333333336
0;0;0;0;0;0;0;3;0;45;0;0;0;0;5.0;5.0;0;2;0;0;2;0;33;0.0;40.2;32.0;0;2;1;0;0;0;1;3;3;2;2;2;3;3;2;0.0;0.0
1;38;0;0;0;0;0;6;0;36;0;0;0;0;5.0;5.0;0;2;0;0;2;0;37;0.0;36.4;37.23529411764706;0;2;1;0;0;1;0;3;3;2;1;2;3;3;2;1.0;19.0
1;40;40;41;37;37;1;6;30;47;37;1;1;1;17.0;17.0;1;7;38;44;7;0;39;0.0;40.705882352941174;39.1764705882353;39;2;1;0;0;2;0;3;3;2;1;2;3;3;2;2.0;37.86666666666667
1;40;36;31;44;44;1;6;42;50;39;1;2;1;17.0;17.0;1;7;44;35;7;0;39;0.0;40.88235294117647;36.529411764705884;41;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;39.0
1;44;38;33;49;49;1;6;34;50;40;1;1;1;17.0;17.0;1;7;37;40;7;0;39;0.0;41.35294117647059;39.23529411764706;40;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;40.93333333333333
1;40;30;31;34;34;1;6;30;46;42;2;1;1;17.0;17.0;1;7;30;31;7;0;30;0.0;36.11764705882353;35.8235294117647;36;2;1;0;0;1;2;3;3;2;1;2;3;3;2;2.0;32.86666666666667
1;37;33;36;43;43;1;6;37;45;36;1;1;1;17.0;17.0;1;7;36;42;7;0;45;0.0;40.0;39.0;39;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;38.0
1;48;0;0;0;0;0;6;0;0;0;0;0;0;8.0;0.0;0;3;13;0;0;0;21;8.0;13.875;33.411764705882355;10;1;0;0;3;1;1;3;3;2;2;2;3;3;2;1.0;24.0
1;45;30;48;47;47;1;6;43;50;45;1;1;1;17.0;17.0;1;7;37;44;7;0;43;0.0;42.588235294117645;39.1764705882353;41;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;43.0
1;44;37;33;46;46;1;6;36;50;37;1;1;1;17.0;17.0;1;7;33;40;7;0;40;0.0;40.1764705882353;39.0;40;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;40.0
2;48;34;36;45;45;1;6;34;42;39;1;1;1;17.0;17.0;1;7;41;32;7;0;45;0.0;39.705882352941174;39.294117647058826;40;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;39.93333333333333
1;45;30;30;35;35;2;6;30;50;43;1;1;1;17.0;17.0;1;7;37;30;7;0;47;0.0;40.35294117647059;36.11764705882353;39;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;33.666666666666664
1;42;41;33;46;46;1;6;36;50;31;1;1;1;17.0;17.0;1;7;41;37;7;0;30;0.0;38.64705882352941;36.94117647058823;40;2;1;0;0;1;0;3;3;2;1;2;3;3;2;3.0;40.53333333333333
2;36;37;30;34;34;1;6;37;44;45;2;1;1;17.0;17.0;1;7;36;32;7;0;37;0.0;38.705882352941174;33.64705882352941;40;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;34.46666666666667
1;39;33;42;31;31;4;6;30;40;34;3;3;1;17.0;17.0;2;7;36;32;7;0;38;0.0;37.23529411764706;40.76470588235294;43;2;1;0;0;1;3;3;3;2;2;2;3;3;2;2.0;34.53333333333333
1;40;30;43;38;38;1;6;37;47;45;1;1;1;17.0;17.0;1;7;37;34;7;0;45;0.0;41.705882352941174;39.8235294117647;45;2;1;0;0;1;0;3;3;2;1;2;3;3;2;2.0;37.53333333333333
1;45;35;35;30;30;1;6;31;47;42;2;3;1;17.0;17.0;1;7;50;30;7;0;39;0.0;41.294117647058826;35.76470588235294;39;2;1;0;0;1;3;3;3;2;1;2;3;3;2;2.0;34.13333333333333
1;32;30;33;30;30;1;6;39;50;38;1;2;1;17.0;17.0;1;7;30;40;7;0;34;0.0;38.705882352941174;32.411764705882355;42;2;1;0;0;2;1;3;3;2;1;2;3;3;2;2.0;32.06666666666667
1;41;32;31;30;30;1;6;35;43;41;2;2;1;17.0;17.0;1;7;32;32;7;0;31;0.0;36.294117647058826;34.588235294117645;40;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;32.733333333333334
1;42;0;0;0;0;0;6;14;43;43;0;1;0;15.0;12.0;0;6;40;30;5;0;39;3.0;37.13333333333333;32.76470588235294;28;2;1;0;1;1;0;3;3;2;1;2;3;3;2;1.0;18.666666666666668
2;39;41;32;35;35;3;6;38;43;35;2;1;1;17.0;17.0;2;7;30;40;7;0;32;0.0;37.8235294117647;37.8235294117647;42;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;36.53333333333333
1;35;34;35;31;31;1;6;35;50;42;1;2;2;17.0;15.0;1;7;40;24;6;0;31;2.0;37.294117647058826;32.35294117647059;32;2;1;0;1;1;1;3;3;2;1;2;3;3;2;2.0;33.46666666666667
1;30;36;32;32;32;1;6;30;44;42;2;2;1;17.0;17.0;1;7;31;37;7;0;30;0.0;36.94117647058823;35.11764705882353;41;2;1;0;0;1;3;3;3;2;2;2;3;3;2;2.0;32.266666666666666
1;0;0;0;0;0;0;6;0;35;35;0;1;0;17.0;10.0;2;7;11;9;4;0;9;7.0;24.941176470588236;34.705882352941174;38;1;1;0;3;0;4;3;3;2;2;2;3;3;2;0.0;0.0
1;30;39;33;31;31;3;6;25;45;30;2;3;1;17.0;17.0;2;7;30;31;7;0;30;0.0;33.23529411764706;36.529411764705884;30;2;1;0;0;1;1;3;3;2;1;2;3;3;2;2.0;32.06666666666667
1;40;32;30;32;32;1;6;35;50;36;1;1;1;17.0;17.0;1;7;31;40;7;0;35;0.0;39.470588235294116;39.705882352941174;44;2;1;0;0;2;0;3;3;2;1;2;3;3;2;2.0;33.06666666666667
