GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_CD&C;VECES_CD&C;CREDITOS_CD&C;NOTA_DITO;VECES_DITO;CREDITOS_DITO;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_ASES;VECES_ASES;CREDITOS_ASES;NOTA_TOP;VECES_TOP;CREDITOS_TOP;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_FOTO;VECES_FOTO;CREDITOS_FOTO;NOTA_SUELOS;VECES_SUELOS;CREDITOS_SUELOS;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_PROB;VECES_PROB;CREDITOS_PROB;NOTA_GEOGEO;VECES_GEOGEO;CREDITOS_GEOGEO;NOTA_PRII;VECES_PRII;CREDITOS_PRII;NOTA_GH&F;VECES_GH&F;CREDITOS_GH&F;NOTA_ECO_UNO;VECES_ECO_UNO;CREDITOS_ECO_UNO;NOTA_ME;VECES_ME;CREDITOS_ME;NOTA_EST;VECES_EST;CREDITOS_EST;NOTA_AGEO;VECES_AGEO;CREDITOS_AGEO;NOTA_BD;VECES_BD;CREDITOS_BD;NOTA_CARTO;VECES_CARTO;CREDITOS_CARTO;NOTAS_SISC;VECES_SISC;CREDITOS_SISC;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_GEO_FIS;VECES_GEO_FIS;CREDITOS_GEO_FIS;NOTA_SIG;VECES_SIG;CREDITOS_SIG;NOTA_LEGIC;VECES_LEGIC;CREDITOS_LEGIC;NOTA_ECO_DOS;VECES_ECO_DOS;CREDITO_ECO_DOS;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_GEO_SAL;VECES_GEO_SAL;CREDITOS_GEO_SAL;NOTA_PDI;VECES_PDI;CREDITOS_PDI;NOTA_PROCC;VECES_PROCC;CREDITOS_PROCC;NOTA_AVAP;VECES_AVAP;CREDITOS_AVAP;NOTA_ECONOMET;VECES_ECONOMET;CREDITOS_ECONOMET;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_FOTOD;VECES_FOTOD;CREDITOS_FOTOD;NOTA_AVAM;VECES_AVAM;CREDITOS_AVAM;NOTAS_MINV;VECES_MINV;CREDITOS_MINV;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_ORD_TER;VECES_ORD_TER;CREDITOS_ORD_TER;NOTA_TG_UNO;VECES_TG_UNO;CREDITOS_TG_UNO;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_VAL;VECES_VAL;CREDITOS_VAL;NOTA_PLADES;VECES_PLADES;CREDITOS_PLADES;NOTA_TG_DOS;VECES_TG_DOS;CREDITOS_TG_DOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_UNO;CAR_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;NCC_UNO;NCA_UNO;NCP_UNO;RENDIMIENTO_UNO;PROMEDIO_DOS;CAR_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NCC_DOS;NCA_DOS;NCP_DOS;RENDIMIENTO_DOS;PROMEDIO_TRES;CAR_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NCC_TRES;NCA_TRES;NCP_TRES;RENDIMIENTO_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;RENDIMIENTO_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;RENDIMIENTO_CINCO;PROMEDIO_SEIS;CAR_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;RENDIMIENTO_SEIS;PROMEDIO_SIETE;CAR_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;RENDIMIENTO_SIETE;PROMEDIO_OCHO;CAR_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;RENDIMIENTO_OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;RENDIMIENTO_NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;RENDIMIENTO_DIEZ
0;2;11;1;20;5;400.0;64.0;64.0;55.0;52.0;58.0;58.0;55.0;0.0;59.0;53.0;11;4;10;2;2012;1;2;31;1;4;40;1;2;37;2;1;37;1;2;30;2;3;32;1;1;36;1;2;32;1;3;38;1;3;31;3;3;40;1;2;34;3;3;35;2;3;35;1;1;42;1;3;34;1;3;31;1;3;39;1;3;36;1;2;33;1;3;39;1;2;35;2;3;40;1;1;41;1;2;40;1;3;47;1;3;40;1;3;36;2;2;30;3;2;43;1;2;36;1;3;30;1;3;34;1;3;35;1;3;30;1.0;2;34;1;2;45;1;1;37;2;2;30;1;3;30;1;3;35;1;2;41;1;2;37;1;2;35;1;2;42;1;3;30;1;3;41;1;2;39;1;2;35;1;2;41;1;2;37;1;3;40;1;3;40;1;2;34;1;2;32;1;2;0;0;3;32;1;3;44;1;2;0;0;3;44;1;3;45;1;2;39;1.0;3;31;1;2;37;1;3;45;1;3;9;64;63;1;10;33.93333333333333;2;7;7;0;2;15.0;15.0;0.0;2.0;34.705882352941174;3;6;6;0;2;17.0;17.0;0.0;2.0;35.77777777777778;0;7;7;0;2;18.0;18.0;0.0;2.0;40.35294117647059;1;7;7;0;2;17.0;17.0;0.0;3.0;34.611111111111114;2;7;7;0;2;18.0;18.0;0.0;2.0;33.13333333333333;1;7;7;0;2;15.0;15.0;0.0;2.0;36.875;0;7;7;0;2;16.0;16.0;0.0;2.0;37.5;0;6;6;0;2;14.0;14.0;0.0;2.0;40.6;0;4;4;0;2;10.0;10.0;0.0;3.0;38.63636363636363;0;4;4;0;2;11.0;11.0;0.0;2.0
0;2;11;1;20;5;371.0;76.0;76.0;55.0;55.0;54.0;54.0;45.0;0.0;36.0;30.0;11;4;10;3;2012;1;8;40;1;4;32;1;2;34;1;1;39;1;2;30;2;3;31;1;1;30;1;2;34;2;3;35;2;3;40;2;3;43;1;2;31;1;3;31;1;3;41;2;1;40;1;3;32;1;3;34;1;3;40;1;3;45;1;2;37;1;3;40;1;2;30;1;3;46;1;1;30;1;2;31;1;3;38;1;3;40;1;3;30;1;2;30;1;2;37;1;2;30;1;3;36;1;3;43;1;3;30;1;3;44;1.0;2;42;1;2;42;1;1;35;1;2;30;2;3;41;1;3;37;1;2;37;1;2;36;1;2;33;1;2;46;1;3;30;1;3;36;1;2;38;1;2;33;1;2;45;1;2;35;1;3;40;1;3;42;1;2;41;1;2;44;1;2;0;0;3;32;1;3;37;1;2;36;1;3;40;1;3;40;1;2;42;1.0;3;33;1;2;38;1;3;40;1;3;6;64;64;0;10;34.46666666666667;1;7;7;0;2;15.0;15.0;0.0;2.0;35.23529411764706;3;6;6;0;2;17.0;17.0;0.0;2.0;37.77777777777778;1;7;7;0;2;18.0;18.0;0.0;2.0;35.470588235294116;0;7;7;0;2;17.0;17.0;0.0;2.0;33.94444444444444;0;7;7;0;2;18.0;18.0;0.0;2.0;38.06666666666667;1;7;7;0;2;15.0;15.0;0.0;2.0;36.25;0;7;7;0;2;16.0;16.0;0.0;2.0;40.642857142857146;0;6;6;0;2;14.0;14.0;0.0;3.0;36.76923076923077;0;5;5;0;2;13.0;13.0;0.0;2.0;38.72727272727273;0;4;4;0;2;11.0;11.0;0.0;2.0
0;1;7;1;20;5;390.0;69.0;69.0;63.0;33.0;46.0;46.0;63.0;0.0;59.0;58.0;20;6;10;1;2012;1;5;5;2;4;6;3;2;25;3;1;38;3;2;5;2;3;14;3;1;3;2;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0.0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0.0;3;0;0;2;0;0;3;0;0;3;7;7;1;6;1;11.2;7;7;1;6;1;15.0;2.0;13.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;0;20;0;0;0;386.0;62.72;62.72;57.99;51.07;64.17;64.17;49.73;0.0;46.1;49.63;20;6;10;1;2012;1;5;11;1;4;3;1;2;7;1;1;0;1;2;3;1;3;0;1;1;0;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0.0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0.0;3;0;0;2;0;0;3;0;0;3;0;7;0;7;1;4.4;0;7;0;7;1;15.0;0.0;15.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;1;20;1;154;7;390.0;64.0;64.0;55.0;50.0;63.0;63.0;48.0;0.0;53.0;39.0;20;6;10;2;2012;1;8;31;1;4;38;1;2;39;1;1;35;1;2;30;1;3;34;1;1;32;1;2;41;2;3;33;1;3;36;1;3;41;1;2;41;1;3;37;1;3;30;1;1;33;1;3;36;1;3;37;2;3;39;1;3;43;1;2;37;1;3;39;1;2;36;1;3;42;1;1;40;1;2;32;1;3;43;1;3;45;1;3;31;1;2;34;1;2;33;1;2;33;1;3;38;1;3;42;1;3;32;1;3;43;1.0;2;34;1;2;47;1;1;42;1;2;30;1;3;41;1;3;33;1;2;32;1;2;45;1;2;38;1;2;46;1;3;35;1;3;45;1;2;41;1;2;38;1;2;44;1;2;30;1;3;32;1;3;33;1;2;38;1;2;34;1;2;0;0;3;40;1;3;42;1;2;0;0;3;39;1;3;50;1;2;40;1.0;3;39;1;2;41;1;3;50;1;3;2;64;63;1;10;33.13333333333333;0;7;7;0;2;15.0;15.0;0.0;2.0;38.0;1;6;6;0;2;17.0;17.0;0.0;2.0;36.77777777777778;1;7;7;0;2;18.0;18.0;0.0;2.0;39.294117647058826;0;7;7;0;2;17.0;17.0;0.0;2.0;35.05555555555556;0;7;7;0;2;18.0;18.0;0.0;2.0;37.6;0;7;7;0;2;15.0;15.0;0.0;2.0;41.0625;0;7;7;0;2;16.0;16.0;0.0;3.0;34.57142857142857;0;6;6;0;2;14.0;14.0;0.0;2.0;42.1;0;4;4;0;2;10.0;10.0;0.0;3.0;42.81818181818182;0;4;4;0;2;11.0;11.0;0.0;3.0
1;2;10;1;20;5;386.0;68.0;68.0;56.0;56.0;63.0;63.0;48.0;0.0;49.0;58.0;10;3;10;2;2012;1;2;32;3;4;39;1;2;39;1;1;33;1;2;30;3;3;34;1;1;41;1;2;30;2;3;38;2;3;30;2;3;34;1;2;32;2;3;35;1;3;33;1;1;45;1;3;31;1;3;31;1;3;33;1;3;36;1;2;40;1;3;41;1;2;32;1;3;41;1;1;33;1;2;39;1;3;31;1;3;43;1;3;34;1;2;31;3;2;35;1;2;30;1;3;30;1;3;34;1;3;36;1;3;39;1.0;2;36;1;2;45;1;1;36;2;2;32;1;3;30;1;3;30;1;2;40;1;2;31;1;2;39;1;2;34;1;3;31;1;3;33;1;2;30;2;2;34;1;2;46;1;2;45;1;3;35;1;3;37;1;2;31;1;2;36;1;2;0;0;3;30;1;3;39;1;2;0;0;3;39;1;3;50;1;2;39;1.0;3;36;1;2;34;2;3;50;1;3;10;64;63;1;10;34.46666666666667;2;7;7;0;2;15.0;15.0;0.0;2.0;33.11764705882353;4;6;6;0;2;17.0;17.0;0.0;2.0;35.833333333333336;0;7;7;0;2;18.0;18.0;0.0;2.0;36.705882352941174;0;7;7;0;2;17.0;17.0;0.0;2.0;32.77777777777778;1;7;7;0;2;18.0;18.0;0.0;2.0;34.2;1;7;7;0;2;15.0;15.0;0.0;2.0;33.0625;1;7;7;0;2;16.0;16.0;0.0;2.0;38.57142857142857;0;6;6;0;2;14.0;14.0;0.0;2.0;38.5;0;4;4;0;2;10.0;10.0;0.0;2.0;40.09090909090909;1;4;4;0;2;11.0;11.0;0.0;3.0
1;1;8;1;20;5;416.0;59.0;59.0;60.0;50.0;63.0;63.0;48.0;0.0;53.0;56.0;8;3;7;3;2012;1;5;26;2;4;45;1;2;39;1;1;41;1;2;26;2;3;38;1;1;30;1;2;13;1;3;0;0;3;0;0;3;39;1;2;0;0;3;30;1;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0.0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0.0;3;0;0;2;0;0;3;0;0;3;2;13;7;6;2;32.733333333333334;2;7;5;2;2;15.0;8.0;7.0;2.0;25.875;0;3;2;1;1;8.0;5.0;3.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
1;2;20;2;24;31;404.0;63.0;63.0;60.0;50.0;62.0;62.0;59.0;0.0;54.0;50.0;20;6;7;1;2012;1;5;26;3;4;45;1;2;38;1;1;40;1;2;28;3;3;36;1;1;31;1;2;32;1;3;0;0;3;0;0;3;32;1;2;27;2;3;33;1;3;29;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;32;1;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0.0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0.0;3;0;0;2;0;0;3;0;0;3;3;27;9;18;4;32.93333333333333;2;7;5;2;2;15.0;8.0;7.0;2.0;30.90909090909091;1;4;3;1;2;11.0;8.0;3.0;2.0;29.0;0;1;0;1;1;1.0;0.0;1.0;1.0;32.0;0;1;1;0;2;2.0;2.0;0.0;2.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
1;1;18;1;20;5;366.27;49.84;49.84;45.69;55.57;54.87;54.87;46.32;0.0;49.38;43.48;18;6;4;2;2012;1;5;46;2;4;43;1;2;37;2;1;41;1;2;19;3;3;35;1;1;33;1;2;0;0;3;2;2;3;0;2;3;0;0;2;0;0;3;0;0;3;3;3;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0.0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0.0;3;0;0;2;0;0;3;0;0;3;6;20;6;14;3;36.46666666666667;3;7;6;1;2;15.0;12.0;3.0;2.0;1.0;2;2;0;2;1;6.0;0.0;6.0;1.0;3.0;1;1;0;1;1;1.0;0.0;1.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
1;2;7;1;20;5;354.0;46.0;46.0;43.0;49.0;54.0;54.0;48.0;0.0;59.0;52.0;7;3;4;2;2012;1;5;27;2;4;36;1;2;32;1;1;40;1;2;22;2;3;35;1;1;31;1;2;12;1;3;0;0;3;0;0;3;38;1;2;0;0;3;30;1;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0.0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0.0;3;0;0;2;0;0;3;0;0;3;2;13;7;6;2;30.333333333333332;2;7;5;2;2;15.0;8.0;7.0;2.0;25.25;0;3;2;1;1;8.0;5.0;3.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;2;6;1;20;5;524.0;59.0;59.0;77.0;67.0;77.0;77.0;69.0;0.0;84.0;63.0;18;6;10;3;2012;3;5;3;1;4;0;1;2;0;1;1;0;1;2;1;1;3;0;1;1;0;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0.0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0.0;3;0;0;2;0;0;3;0;0;3;0;7;0;7;1;1.0;0;7;0;7;1;15.0;0.0;15.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;0;11;0;0;0;460.0;71.0;71.0;76.0;53.0;69.0;69.0;56.0;0.0;77.0;80.0;11;4;10;2;2012;3;5;0;1;4;0;1;2;0;1;1;0;1;2;0;1;3;0;1;1;0;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0.0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0.0;3;0;0;2;0;0;3;0;0;3;0;0;0;0;0;0.0;0;7;0;7;1;15.0;0.0;15.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
1;0;20;0;0;0;436.0;60.0;60.0;85.0;55.0;57.0;57.0;55.0;0.0;60.0;55.0;20;6;10;2;2012;3;8;38;1;4;48;1;2;43;1;1;37;1;2;40;1;3;43;1;1;38;1;2;34;1;3;33;1;3;30;1;3;40;1;2;41;1;3;46;1;3;33;1;1;34;1;3;31;1;3;37;1;3;44;1;3;40;1;2;43;1;3;43;1;2;35;1;3;45;1;1;45;1;2;41;1;3;46;1;3;50;1;3;32;1;2;44;1;2;36;1;2;32;1;3;47;1;3;46;1;3;32;1;3;49;1.0;2;42;1;2;45;1;1;42;1;2;30;1;3;30;1;3;42;1;2;45;1;2;43;1;2;46;1;2;47;1;3;35;1;3;31;1;2;33;1;2;36;1;2;49;1;2;41;1;3;38;1;3;47;1;2;46;2;2;44;1;2;0;0;3;33;1;3;44;1;2;0;0;3;39;1;3;50;1;2;50;1.0;3;30;1;2;41;1;3;50;1;3;1;64;63;1;10;40.266666666666666;0;7;7;0;2;15.0;15.0;0.0;3.0;37.1764705882353;0;6;6;0;2;17.0;17.0;0.0;2.0;37.77777777777778;0;7;7;0;2;18.0;18.0;0.0;2.0;43.35294117647059;0;7;7;0;2;17.0;17.0;0.0;3.0;38.611111111111114;0;7;7;0;2;18.0;18.0;0.0;2.0;38.333333333333336;0;7;7;0;2;15.0;15.0;0.0;2.0;39.0;0;7;7;0;2;16.0;16.0;0.0;2.0;43.5;1;6;6;0;2;14.0;14.0;0.0;3.0;40.4;0;4;4;0;2;10.0;10.0;0.0;3.0;43.90909090909091;0;4;4;0;2;11.0;11.0;0.0;3.0
