GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_DEM;VECES_DEM;CREDITOS_DEM;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_CIR_UNO;VECES_CIR_UNO;CREDITOS_CIR_UNO;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_HCI;VECES_HCI;CREDITOS_HCI;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_CIR_DOS;VECES_CIR_DOS;CREDITOS_CIR_DOS;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_EL_UNO;VECES_EL_UNO;CREDITOS_EL_UNO;NOTA_TERMO;VECES_TERMO;CREDITOS_TERMO;NOTA_MPI;VECES_MPI;CREDITOS_MPI;NOTA_PYE;VECES_PYE;CREDITOS_PYE;NOTA_ELD;VECES_ELD;CREDITOS_ELD;NOTA_EL_DOS;VECES_EL_DOS;CREDITOS_EL_DOS;NOTA_CIR_TRES;VECES_CIR_TRES;CREDITOS_CIR_TRES;NOTA_GEE;VECES_GEE;CREDITOS_GEE;NOTA_ME;VECES_ME;CREDITOS_ME;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_IYM;VECES_IYM;CREDITOS_IYM;NOTA_ASD;VECES_ASD;CREDITOS_ASD;NOTA_CEM;VECES_CEM;CREDITOS_CEM;NOTA_INSE;VECES_INSE;CREDITOS_INSE;NOTA_GENH;VECES_GENH;CREDITOS_GENH;NOTA_IO_UNO;VECES_IO_UNO;CREDITOS_IO_UNO;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_DDP;VECES_DDP;CREDITOS_DDP;NOTA_IO_DOS;VECES_IO_DOS;CREDITOS_IO_DOS;NOTA_CONEM;VECES_CONEM;CREDITOS_CONEM;NOTA_TDE;VECES_TDE;CREDITOS_TDE;NOTAS_RDC;VECES_RDC;CREDITOS_RDC;NOTA_CTRL;VECES_CTRL;CREDITOS_CTRL;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_ECO;VECES_ECO;CREDITOS_ECO;NOTA_AUTO;VECES_AUTO;CREDITOS_AUTO;NOTA_MAQEL;VECES_MAQEL;CREDITOS_MAQEL;NOTA_ELECPOT;VECES_ELECPOT;CREDITOS_ELECPOT;NOTA_ASP;VECES_ASP;CREDITOS_ASP;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_SUBEL;VECES_SUBEL;CREDITOS_SUBEL;NOTA_AIELEC;VECES_AIELEC;CREDITOS_AIELEC;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_ADMIN;VECES_ADMIN;CREDITOS_ADMIN;NOTA_PROTELEC;VECES_PROTELEC;CREDITOS_PROTELEC;NOTA_TGUNO;VECES_TGUNO;CREDITOS_TGUNO;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_TGDOS;VECES_TGDOS;CREDITOS_TGDOS;PROMEDIO_UNO;CAR_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;NCC_UNO;NCA_UNO;NCP_UNO;RENDIMIENTO_UNO;PROMEDIO_DOS;CAR_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NCC_DOS;NCA_DOS;NCP_DOS;RENDIMIENTO_DOS;PROMEDIO_TRES;CAR_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NCC_TRES;NCA_TRES;NCP_TRES;RENDIMIENTO_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;RENDIMIENTO_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;RENDIMIENTO_CINCO;PROMEDIO_SEIS;CAR_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;RENDIMIENTO_SEIS;PROMEDIO_SIETE;CAR_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;RENDIMIENTO_SIETE;PROMEDIO_OCHO;CAR_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;RENDIMIENTO_OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;RENDIMIENTO_NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;RENDIMIENTO_DIEZ
0;2;13;1;20;5;387.97;55.27;55.27;61.79;57.63;54.28;54.28;49.94;0;53.3;55.62;10;3;10;3;2011;3;2;36;1;4;42;1;3;49;1;1;35;1;2;50;1;1;45;1;3;35;1;3;30;1;3;42;1;1;30;1;3;45;1;3;40;2;3;39;1;2;47;1;1;30;1;3;32;2;3;45;1;3;32;2;3;36;1;3;34;1;3;43;1;2;40;2;2;34;1;3;48;1;3;30;3;2;35;1;2;32;1;3;0;0;3;32;1;3;44;1;2;30;2;3;39;1;2;31;1;2;34;1;2;34;1;2;40;1;3;37;1;2;35;1;3;44;1;3;30;1;2;35;2;2;39;1;2;0;0;3;41;1;2;30;2;2;41;1;3;42;2;3;34;2;3;0;0;3;38;1;2;45;2;2;45;1;1;33;1;2;31;1;3;31;1;2;0;0;3;33;1;2;0;0;2;0;0;3;40;1;1;43;1;2;31;2;2;40;1;2;0;0;2;0;0;3;0;0;3;43;1;2;39.94117647058823;0;7;7;0;2;17.0;17.0;0.0;2.0;37.625;1;7;7;0;2;16.0;16.0;0.0;2.0;34.833333333333336;2;6;6;0;2;18.0;18.0;0.0;2.0;37.529411764705884;2;7;7;0;2;17.0;17.0;0.0;2.0;34.42857142857143;1;6;6;0;2;14.0;14.0;0.0;2.0;37.0;1;7;7;0;2;17.0;17.0;0.0;2.0;38.06666666666667;3;6;6;0;2;15.0;15.0;0.0;2.0;36.0;1;6;6;0;2;12.0;12.0;0.0;2.0;37.111111111111114;1;5;5;0;2;9.0;9.0;0.0;2.0;43.0;0;1;1;0;2;2.0;2.0;0.0;3.0
0;1;21;1;39;30;382.27;57.88;57.88;61.79;54.03;58.25;58.25;62.09;0;44.08;57.29;20;6;10;1;2011;3;8;33;1;4;37;1;3;41;1;1;41;1;2;50;1;1;41;1;3;30;1;3;31;2;3;47;1;1;43;1;3;45;1;3;36;3;3;47;1;2;38;1;1;32;1;3;31;2;3;45;1;3;38;1;3;39;1;3;32;1;3;42;1;2;36;1;2;37;1;3;37;2;3;32;2;2;30;1;2;32;1;3;0;0;3;45;1;3;34;1;2;36;1;3;32;1;2;37;1;2;33;1;2;40;2;2;42;1;3;33;1;2;31;1;3;32;1;3;43;1;2;30;1;2;42;1;2;0;0;3;48;2;2;39;2;2;48;1;3;30;2;3;32;1;3;0;0;3;33;1;2;44;1;2;45;1;1;33;1;2;35;1;3;40;1;2;0;0;3;38;1;2;0;0;2;0;0;3;40;1;1;42;1;2;36;1;2;38;1;2;0;0;2;0;0;3;0;0;3;50;1;2;37.0;0;7;7;0;2;17.0;17.0;0.0;2.0;40.25;2;7;7;0;2;16.0;16.0;0.0;3.0;36.166666666666664;1;6;6;0;2;18.0;18.0;0.0;2.0;35.1764705882353;2;7;7;0;2;17.0;17.0;0.0;2.0;36.785714285714285;0;6;6;0;2;14.0;14.0;0.0;2.0;35.705882352941174;1;7;7;0;2;17.0;17.0;0.0;2.0;39.2;3;6;6;0;2;15.0;15.0;0.0;2.0;37.5;0;6;6;0;2;12.0;12.0;0.0;2.0;38.666666666666664;0;5;5;0;2;9.0;9.0;0.0;2.0;50.0;0;1;1;0;2;2.0;2.0;0.0;4.0
0;1;7;1;20;5;381.52;74.79;74.79;49.63;54.03;50.41;50.41;51.88;0;47.31;56.82;7;5;10;2;2011;3;7;31;1;4;35;1;3;37;1;1;31;1;2;45;1;1;42;1;3;33;1;3;31;1;3;37;2;1;41;1;3;36;2;3;30;2;3;40;1;2;42;1;1;27;1;3;15;1;3;36;2;3;27;1;3;21;1;3;21;1;3;39;1;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;35.1764705882353;0;7;7;0;2;17.0;17.0;0.0;2.0;35.8125;3;7;7;0;2;16.0;16.0;0.0;2.0;24.5;1;6;1;5;1;18.0;3.0;15.0;1.0;39.0;0;1;1;0;2;2.0;2.0;0.0;2.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;2;7;1;20;5;408.33;55.27;55.27;54.74;65.81;56.23;56.23;69.49;0;51.03;59.67;7;5;10;2;2011;3;5;9;1;4;9;1;3;14;1;1;21;1;2;0;1;1;13;1;3;12;1;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;11.411764705882353;0;7;0;7;1;17.0;0.0;17.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;0;20;0;0;0;388.6;62.48;62.48;58.08;57.48;44.17;44.17;47.86;0;58.95;44.92;20;6;10;2;2011;3;8;48;1;4;44;1;3;47;1;1;39;1;2;50;1;1;45;1;3;40;1;3;37;1;3;43;1;1;39;1;3;30;1;3;31;1;3;48;1;2;42;1;1;45;1;3;34;2;3;30;1;3;35;1;3;39;1;3;39;1;3;45;1;2;38;1;2;44;1;3;40;1;3;50;1;2;37;1;2;44;1;3;0;0;3;45;1;3;48;1;2;39;1;3;46;1;2;40;1;2;48;1;2;43;1;2;48;1;3;43;1;2;41;1;3;34;1;3;43;1;2;41;1;2;43;1;2;0;0;3;47;1;2;32;1;2;47;1;3;48;1;3;41;1;3;0;0;3;42;1;2;46;1;2;46;1;1;45;1;2;35;1;3;37;1;2;0;0;3;44;1;2;0;0;2;0;0;3;45;1;1;46;1;2;42;1;2;39;1;2;0;0;2;0;0;3;0;0;3;47;1;2;44.35294117647059;0;7;7;0;2;17.0;17.0;0.0;3.0;37.0;0;7;7;0;2;16.0;16.0;0.0;2.0;37.0;1;6;6;0;2;18.0;18.0;0.0;2.0;42.588235294117645;0;7;7;0;2;17.0;17.0;0.0;3.0;44.0;0;6;6;0;2;14.0;14.0;0.0;3.0;41.705882352941174;0;7;7;0;2;17.0;17.0;0.0;3.0;43.46666666666667;0;6;6;0;2;15.0;15.0;0.0;3.0;40.916666666666664;0;6;6;0;2;12.0;12.0;0.0;3.0;43.0;0;5;5;0;2;9.0;9.0;0.0;3.0;47.0;0;1;1;0;2;2.0;2.0;0.0;4.0
0;2;17;1;20;5;388.31;55.71;55.71;61.41;57.44;49.19;49.19;60.25;0;48.41;48.43;10;3;10;3;2011;3;5;37;1;4;40;1;3;0;1;1;20;3;2;50;1;1;48;1;3;25;3;3;33;2;3;12;1;1;35;2;3;37;2;3;0;0;3;36;1;2;35;1;1;0;0;3;0;0;3;37;2;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;33.94117647058823;2;7;4;3;1;17.0;11.0;6.0;2.0;33.38461538461539;3;6;5;1;2;13.0;12.0;1.0;2.0;37.0;1;1;1;0;2;3.0;3.0;0.0;2.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;1;7;1;20;5;382.86;66.56;66.56;49.63;55.8;60.29;60.29;55.79;0;39.03;61.66;7;5;10;2;2011;3;5;16;2;4;31;1;3;30;1;1;31;1;2;45;1;1;45;1;3;15;2;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;27.88235294117647;2;7;5;2;1;17.0;10.0;7.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;1;20;1;226;15;386.73;66.56;66.56;49.63;57.63;60.29;60.29;53.82;0;48.75;52.08;20;6;10;2;2011;3;5;21;2;4;42;1;3;38;1;1;34;2;2;45;1;1;43;1;3;32;1;3;0;0;3;23;2;1;0;0;3;12;2;3;0;0;3;23;2;2;37;1;1;0;0;3;0;0;3;12;2;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;8;1;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;34.470588235294116;2;7;6;1;2;17.0;13.0;4.0;2.0;20.285714285714285;3;4;1;3;1;7.0;1.0;6.0;1.0;12.0;1;1;0;1;1;3.0;0.0;3.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;8.0;0;1;0;1;1;2.0;0.0;2.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
1;1;16;1;20;5;376.31;66.56;66.56;52.29;53.65;58.25;58.25;45.29;0;46.43;54.45;16;2;10;3;2011;3;5;5;4;4;3;4;3;2;4;1;24;4;2;0;4;1;18;3;3;14;3;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;10.294117647058824;7;7;0;7;1;17.0;0.0;17.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;2;13;1;20;5;391.38;55.27;55.27;57.16;57.27;56.23;56.23;59.32;0;46.43;59.21;7;5;10;2;2011;3;2;42;1;4;40;1;3;49;1;1;39;1;2;50;1;1;46;1;3;35;1;3;36;2;3;47;1;1;30;1;3;31;1;3;37;3;3;42;1;2;44;1;1;30;1;3;31;1;3;31;1;3;37;1;3;47;1;3;32;1;3;43;1;2;32;2;2;40;1;3;34;1;3;35;1;2;39;1;2;40;2;3;0;0;3;31;2;3;39;1;2;30;1;3;41;1;2;38;1;2;43;1;2;32;1;2;47;1;3;35;1;2;36;2;3;41;1;3;43;2;2;36;1;2;41;1;2;0;0;3;40;1;2;39;2;2;40;1;3;30;2;3;41;1;3;0;0;3;40;1;2;39;1;2;48;1;1;34;1;2;33;2;3;39;1;2;0;0;3;44;1;2;0;0;2;0;0;3;46;1;1;38;1;2;32;1;2;40;1;2;0;0;2;0;0;3;0;0;3;48;2;2;41.64705882352941;0;7;7;0;2;17.0;17.0;0.0;3.0;36.0625;2;7;7;0;2;16.0;16.0;0.0;2.0;34.666666666666664;0;6;6;0;2;18.0;18.0;0.0;2.0;37.64705882352941;2;7;7;0;2;17.0;17.0;0.0;2.0;36.07142857142857;1;6;6;0;2;14.0;14.0;0.0;2.0;39.05882352941177;2;7;7;0;2;17.0;17.0;0.0;2.0;38.2;2;6;6;0;2;15.0;15.0;0.0;2.0;37.583333333333336;1;6;6;0;2;12.0;12.0;0.0;2.0;39.333333333333336;0;5;5;0;2;9.0;9.0;0.0;2.0;48.0;1;1;1;0;2;2.0;2.0;0.0;4.0
0;0;16;0;0;0;371.28;65.86;65.86;60.87;45.4;43.96;43.96;51.93;0;49.2;48.4;16;2;10;3;2011;3;5;33;1;4;41;1;3;49;1;1;33;1;2;50;1;1;32;1;3;33;2;3;38;3;3;41;1;1;30;1;3;33;1;3;30;2;3;47;1;2;39;1;1;30;2;3;26;2;3;33;1;3;24;2;3;31;2;3;30;2;3;41;1;2;24;1;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;23;3;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;34;1;2;0;0;3;0;2;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;41;1;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;36.1764705882353;1;7;7;0;2;17.0;17.0;0.0;2.0;35.4375;2;7;7;0;2;16.0;16.0;0.0;2.0;29.0;5;6;4;2;1;18.0;12.0;6.0;1.0;32.5;0;2;1;1;2;4.0;2.0;2.0;2.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;23.0;1;1;0;1;1;2.0;0.0;2.0;1.0;17.0;1;2;1;1;1;4.0;2.0;2.0;1.0;41.0;0;1;1;0;2;2.0;2.0;0.0;3.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;1;20;1;67;34;377.37;69.18;69.18;52.53;59.94;52.77;52.77;51.96;0;47.08;44.74;7;5;10;2;2011;3;5;10;1;4;11;1;3;6;1;1;20;1;2;0;1;1;6;1;3;7;1;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;9.294117647058824;0;7;0;7;1;17.0;0.0;17.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
0;2;10;1;20;5;375.01;63.47;63.47;59.57;46.58;52.31;52.31;51.3;0;55.62;56.82;10;3;10;2;2011;3;8;31;2;4;42;1;3;37;1;1;36;1;2;50;1;1;34;1;3;31;1;3;35;2;3;44;1;1;30;1;3;31;1;3;41;2;3;42;1;2;43;1;1;33;1;3;31;2;3;31;1;3;30;1;3;36;1;3;36;2;3;43;1;2;38;2;2;42;1;3;39;2;3;30;2;2;30;1;2;35;1;3;0;0;3;45;1;3;38;2;2;30;2;3;38;1;2;33;1;2;32;1;2;39;1;2;49;1;3;31;1;2;34;1;3;38;1;3;40;1;2;34;1;2;50;1;2;0;0;3;38;1;2;35;1;2;38;1;3;42;1;3;37;1;3;0;0;3;43;1;2;46;1;2;45;1;1;39;1;2;35;2;3;35;1;2;0;0;3;42;1;2;0;0;2;0;0;3;45;1;1;41;1;2;31;1;2;42;1;2;0;0;2;0;0;3;0;0;3;40;1;2;35.529411764705884;1;7;7;0;2;17.0;17.0;0.0;2.0;36.375;2;7;7;0;2;16.0;16.0;0.0;2.0;32.833333333333336;2;6;6;0;2;18.0;18.0;0.0;2.0;37.05882352941177;3;7;7;0;2;17.0;17.0;0.0;2.0;36.214285714285715;2;6;6;0;2;14.0;14.0;0.0;2.0;38.294117647058826;0;7;7;0;2;17.0;17.0;0.0;2.0;39.8;0;6;6;0;2;15.0;15.0;0.0;2.0;39.666666666666664;1;6;6;0;2;12.0;12.0;0.0;2.0;39.666666666666664;0;5;5;0;2;9.0;9.0;0.0;2.0;40.0;0;1;1;0;2;2.0;2.0;0.0;2.0
