NOTA_GEO_FIS;NOTA_L_DOS;NOTA_ECUA;CAR_CINCO;NOTA_CARTO;NOTA_LEGIC;NOTA_GEOGEO;NOTA_POO;NOTA_CFJC;NOTA_INGECO;VECES_L_DOS;NOTA_SUELOS;NOTA_FOTO;NAA_SEIS;NCA_SEIS;NOTA_HSE;NOTA_SIG;NOTA_ME;NOTA_EE_UNO;NOTA_PROGB;CAR_SEIS;VECES_CARTO;NOTA_TOP;LITERATURA_ICFES;VECES_EE_UNO;NOTAS_SISC;NCP_SEIS;VECES_BD;NCC_SEIS;NAP_SEIS;VECES_GEO_FIS;VECES_SIG;NAC_SEIS;EPA_SEIS;VECES_INGECO;PROMEDIO_DOS;PROMEDIO_UNO;PROMEDIO_CINCO;PROMEDIO_CUATRO;PROMEDIO_SEIS;VECES_LEGIC;CREDITOS_GEO_FIS;CREDITOS_L_DOS;CREDITOS_EE_UNO;CREDITOS_INGECO;CREDITOS_LEGIC;VECES_HSE;CREDITOS_SIG;RENDIMIENTO_SIETE;PROMEDIO_SIETE
0;27;0;0;0;0;0;0;38;0;1;31;36;1;2.0;0;0;0;33;38;0;0;30;70.87;1.0;0;2.0;0;4.0;1;0;0;2;2;0;30.41176470588235;33.86666666666667;0.0;42.0;30.0;0;3;2;2;2;2;0;3;0.0;0.0
32;37;30;1;34;35;36;32;45;31;2;44;31;7;15.0;41;30;32;39;35;1;1;34;64.91;1.0;31;0.0;1;15.0;0;1;1;7;2;1;33.05882352941177;33.333333333333336;33.05555555555556;37.529411764705884;34.06666666666667;1;3;2;2;2;2;1;3;2.0;34.75
43;39;31;1;42;36;31;43;36;35;1;38;30;7;15.0;48;33;37;40;36;1;1;35;64.91;1.0;30;0.0;1;15.0;0;3;1;7;2;1;33.94117647058823;34.266666666666666;34.333333333333336;37.529411764705884;38.4;1;3;2;2;2;2;1;3;2.0;38.375
0;0;0;0;0;0;0;0;2;0;0;27;34;0;0.0;0;0;0;0;33;0;0;30;60.16;0.0;0;0.0;0;0.0;0;0;0;0;1;0;33.27272727272727;36.6;0.0;35.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
30;41;31;1;36;43;32;42;36;41;2;34;37;7;15.0;40;35;30;38;33;2;1;32;58.33;1.0;30;0.0;1;15.0;0;2;1;7;2;1;35.23529411764706;38.733333333333334;34.111111111111114;39.705882352941174;37.4;1;3;2;2;2;2;1;3;2.0;39.875
30;45;38;0;44;45;41;40;44;36;1;36;42;7;15.0;44;40;38;50;38;0;1;35;58.33;1.0;35;0.0;1;15.0;0;1;1;7;2;1;34.11764705882353;36.4;37.05555555555556;37.11764705882353;40.4;1;3;2;2;2;2;1;3;3.0;42.4375
32;40;30;3;41;38;32;38;30;36;1;31;30;7;15.0;30;39;31;42;41;1;1;33;64.85;1.0;30;0.0;2;15.0;0;4;1;7;2;1;34.705882352941174;34.46666666666667;33.666666666666664;35.76470588235294;37.0;1;3;2;2;2;2;1;3;2.0;34.0
30;49;39;3;38;37;31;34;30;35;1;41;44;7;15.0;36;34;35;31;31;1;2;38;64.17;1.0;30;0.0;1;15.0;0;2;1;7;2;1;32.11764705882353;36.266666666666666;33.611111111111114;36.529411764705884;35.46666666666667;1;3;2;2;2;2;1;3;2.0;35.25
34;33;40;0;39;40;37;43;41;48;1;38;39;7;15.0;43;33;33;45;41;2;1;34;56.32;1.0;36;0.0;1;15.0;0;3;1;7;2;2;35.94117647058823;37.93333333333333;35.833333333333336;39.35294117647059;38.4;1;3;2;2;2;2;1;3;2.0;38.375
0;0;0;0;0;0;0;0;32;0;0;34;9;1;2.0;0;0;0;30;14;0;0;30;54.28;1.0;0;0.0;0;2.0;0;0;0;1;2;0;22.785714285714285;35.6;0.0;37.0;30.0;0;3;2;2;2;2;0;3;0.0;0.0
0;0;0;0;0;0;0;0;0;0;0;16;11;1;2.0;0;0;0;43;46;0;0;36;50.37;1.0;0;0.0;0;2.0;0;0;0;1;2;0;24.58823529411765;30.4;0.0;11.0;43.0;0;3;2;2;2;2;0;3;0.0;0.0
30;31;31;2;41;33;39;34;44;32;1;32;36;7;15.0;44;37;32;30;31;1;1;32;52.42;1.0;37;0.0;3;15.0;0;2;1;7;2;1;34.23529411764706;35.13333333333333;37.611111111111114;36.05882352941177;33.13333333333333;1;3;2;2;2;2;1;3;2.0;37.375
39;46;30;1;44;43;30;46;38;37;1;30;34;7;15.0;41;41;45;37;40;0;1;31;64.85;1.0;40;0.0;1;15.0;0;1;1;7;2;1;34.529411764705884;39.4;39.611111111111114;39.23529411764706;40.46666666666667;1;3;2;2;2;2;1;3;3.0;41.75
33;50;32;1;42;40;33;45;44;34;1;39;40;7;15.0;40;32;35;39;38;0;1;34;56.23;1.0;38;0.0;1;15.0;0;1;1;7;2;1;36.11764705882353;37.2;37.611111111111114;37.1764705882353;37.4;1;3;2;2;2;2;1;3;2.0;39.6875
0;0;30;2;30;0;34;33;30;29;0;35;32;1;1.0;41;0;28;0;30;0;1;37;59.95;0.0;30;2.0;2;3.0;1;0;0;2;2;1;32.94117647058823;35.0;33.611111111111114;36.333333333333336;33.0;0;3;2;2;2;2;1;3;2.0;33.8
0;32;32;4;45;37;30;40;30;20;1;38;41;4;8.0;33;31;7;0;30;1;2;33;58.33;0.0;31;2.0;3;10.0;1;0;2;5;2;1;32.64705882352941;33.333333333333336;30.27777777777778;30.41176470588235;30.4;1;3;2;2;2;2;1;3;1.0;19.285714285714285
31;37;33;2;44;35;32;45;38;36;1;34;42;7;15.0;46;35;39;36;41;0;1;44;58.25;1.0;37;0.0;1;15.0;0;1;1;7;2;1;39.23529411764706;38.8;39.55555555555556;40.1764705882353;35.46666666666667;1;3;2;2;2;2;1;3;2.0;38.125
0;0;0;0;41;0;0;30;32;0;0;33;32;1;1.0;43;0;0;0;36;0;1;30;60.38;0.0;0;0.0;1;1.0;0;0;0;1;2;0;32.23529411764706;33.2;35.5;45.333333333333336;43.0;0;3;2;2;2;2;1;3;0.0;0.0
0;0;0;0;0;0;0;0;13;0;0;46;35;0;0.0;0;0;0;0;34;0;0;36;61.03;0.0;0;0.0;0;0.0;0;0;0;0;1;0;28.647058823529413;33.06666666666667;0.0;32.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
36;40;34;2;41;38;35;50;40;37;1;38;43;7;15.0;42;38;38;31;34;0;1;43;52.31;1.0;30;0.0;1;15.0;0;1;1;7;2;1;38.0;39.4;38.77777777777778;38.470588235294116;37.06666666666667;1;3;2;2;2;2;1;3;2.0;37.625
44;37;38;0;43;40;30;40;42;39;1;38;39;7;15.0;41;40;33;46;35;0;1;38;54.35;1.0;40;0.0;1;15.0;0;1;1;7;2;1;35.8235294117647;37.0;38.666666666666664;39.1764705882353;41.13333333333333;1;3;2;2;2;2;1;3;3.0;42.9375
40;36;37;1;41;35;40;45;33;39;1;38;44;7;15.0;42;38;40;39;40;0;1;38;58.05;1.0;36;0.0;1;15.0;0;1;1;7;2;1;35.94117647058823;38.4;41.166666666666664;41.1764705882353;38.266666666666666;1;3;2;2;2;2;1;3;2.0;39.0625
31;47;32;0;38;34;30;50;38;33;1;32;40;7;15.0;42;32;33;43;32;0;1;37;62.78;1.0;33;0.0;1;15.0;0;1;1;7;2;1;33.64705882352941;37.86666666666667;37.333333333333336;38.1764705882353;36.333333333333336;1;3;2;2;2;2;1;3;2.0;36.6875
35;44;30;2;42;42;30;40;35;31;1;31;37;7;15.0;43;35;30;45;30;0;1;33;62.45;1.0;37;0.0;2;15.0;0;1;1;7;2;1;32.35294117647059;35.733333333333334;40.0;35.1764705882353;38.46666666666667;1;3;2;2;2;2;1;3;2.0;38.0625
37;41;32;0;40;40;36;50;46;34;1;45;43;7;15.0;45;34;32;47;31;0;1;33;56.32;1.0;32;0.0;1;15.0;0;1;1;7;2;1;34.1764705882353;36.93333333333333;36.166666666666664;37.94117647058823;38.8;1;3;2;2;2;2;1;3;2.0;39.3125
30;43;31;1;35;43;33;39;45;30;1;45;33;7;15.0;45;38;36;47;35;0;1;33;54.35;1.0;32;0.0;1;15.0;0;1;1;7;2;1;34.529411764705884;36.46666666666667;37.5;37.1764705882353;38.333333333333336;1;3;2;2;2;2;1;3;2.0;37.625
44;48;42;0;42;44;40;43;47;36;1;48;41;7;15.0;47;39;35;47;44;0;1;40;60.38;1.0;40;0.0;1;15.0;0;1;1;7;2;1;38.05882352941177;41.666666666666664;39.5;41.8235294117647;43.06666666666667;1;3;2;2;2;2;1;3;3.0;43.125
32;39;33;2;42;36;32;43;44;31;1;34;40;7;15.0;43;39;36;44;34;0;1;30;52.4;1.0;35;0.0;1;15.0;0;1;1;7;2;1;32.23529411764706;33.93333333333333;35.94444444444444;37.8235294117647;37.06666666666667;1;3;2;2;2;2;1;3;2.0;36.5
33;46;30;0;42;42;33;40;44;34;1;36;37;7;15.0;43;33;34;46;36;1;1;37;58.25;1.0;39;0.0;1;15.0;0;2;1;7;2;1;35.294117647058826;34.13333333333333;40.611111111111114;40.470588235294116;38.46666666666667;1;3;2;2;2;2;1;3;3.0;41.25
30;40;39;2;43;40;40;40;43;34;1;39;42;7;15.0;44;42;30;48;30;1;1;36;50.31;1.0;36;0.0;1;15.0;0;3;1;7;2;1;32.8235294117647;36.53333333333333;36.833333333333336;37.1764705882353;38.93333333333333;1;3;2;2;2;2;1;3;3.0;42.5
43;48;37;0;33;44;35;42;39;38;1;45;35;7;15.0;45;45;41;50;50;0;1;39;52.31;1.0;40;0.0;1;15.0;0;1;1;7;2;1;41.1764705882353;39.266666666666666;39.27777777777778;40.294117647058826;44.6;1;3;2;2;2;2;1;3;3.0;40.5
18;37;33;1;38;39;36;38;44;35;1;34;41;6;12.0;46;31;30;46;33;0;1;33;54.54;1.0;35;3.0;1;15.0;1;1;1;7;2;1;32.529411764705884;35.4;35.22222222222222;39.470588235294116;33.8;1;3;2;2;2;2;1;3;2.0;38.0625
32;39;34;1;37;42;33;43;37;36;1;45;42;7;15.0;47;38;30;47;32;1;1;38;52.31;1.0;33;0.0;1;15.0;0;1;1;7;2;2;35.529411764705884;34.666666666666664;34.166666666666664;38.05882352941177;39.0;1;3;2;2;2;2;1;3;2.0;39.4375
0;0;0;0;0;0;0;0;34;0;0;0;0;1;2.0;0;0;0;44;8;0;0;16;52.97;1.0;0;0.0;0;2.0;0;0;0;1;2;0;21.0;30.733333333333334;0.0;0.0;44.0;0;3;2;2;2;2;0;3;0.0;0.0
39;39;33;1;37;39;31;41;35;30;1;35;38;7;15.0;42;34;37;43;32;1;1;34;52.31;1.0;34;0.0;1;15.0;0;3;1;7;2;1;34.88235294117647;35.46666666666667;37.388888888888886;36.8235294117647;37.53333333333333;1;3;2;2;2;2;1;3;2.0;39.1875
30;37;30;1;34;39;40;39;35;32;1;37;43;7;15.0;41;42;43;36;32;1;1;34;56.37;1.0;31;0.0;1;15.0;0;1;1;7;2;2;33.470588235294116;36.53333333333333;38.388888888888886;40.05882352941177;36.333333333333336;1;3;2;2;2;2;1;3;3.0;40.875
0;43;0;0;33;0;0;42;37;0;1;31;34;3;5.0;44;0;0;37;35;0;1;34;46.27;1.0;31;0.0;0;5.0;0;0;0;3;2;0;34.35294117647059;33.0;32.0;35.333333333333336;40.8;0;3;2;2;2;2;1;3;0.0;0.0
0;0;0;0;0;0;0;0;0;0;0;46;41;0;0.0;0;0;0;0;35;0;0;35;55.57;0.0;0;0.0;0;0.0;0;0;0;0;1;0;34.72727272727273;32.266666666666666;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
0;0;0;0;0;0;0;0;45;0;0;0;0;0;0.0;0;0;0;0;30;0;0;33;56.23;0.0;0;0.0;0;0.0;0;0;0;0;1;0;32.42857142857143;35.2;33.0;39.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
30;40;42;0;44;43;42;41;41;41;1;34;44;7;15.0;40;41;31;46;38;0;1;31;58.33;1.0;40;0.0;1;15.0;0;1;1;7;2;1;35.1764705882353;39.06666666666667;36.94444444444444;37.705882352941174;39.53333333333333;1;3;2;2;2;2;1;3;2.0;39.8125
30;33;30;1;37;40;37;42;40;35;1;34;44;7;15.0;35;40;36;46;36;0;1;37;60.29;1.0;30;0.0;1;15.0;0;1;1;7;2;1;36.705882352941174;38.6;34.611111111111114;37.470588235294116;36.86666666666667;1;3;2;2;2;2;1;3;2.0;36.25
30;41;33;0;43;39;40;40;41;35;1;39;41;7;15.0;42;37;42;43;33;0;1;36;56.18;1.0;34;0.0;1;15.0;0;1;1;7;2;1;36.588235294117645;35.06666666666667;38.55555555555556;37.94117647058823;37.266666666666666;1;3;2;2;2;2;1;3;3.0;40.5
30;42;31;1;41;40;35;31;32;34;1;39;35;7;15.0;46;33;33;35;30;1;1;34;52.31;1.0;34;0.0;1;15.0;0;1;2;7;2;1;31.764705882352942;33.666666666666664;35.72222222222222;40.294117647058826;35.8;1;3;2;2;2;2;1;3;2.0;35.8125
33;40;35;1;41;39;36;43;43;34;1;38;41;7;15.0;39;31;36;36;34;1;1;34;56.37;1.0;39;0.0;1;15.0;0;2;1;7;2;1;36.294117647058826;36.06666666666667;39.05555555555556;40.470588235294116;35.266666666666666;1;3;2;2;2;2;1;3;2.0;38.5625
30;41;32;0;39;32;31;45;37;30;1;31;39;7;15.0;42;37;32;34;38;1;1;30;55.57;1.0;31;0.0;1;15.0;0;2;1;7;2;1;34.64705882352941;34.13333333333333;34.44444444444444;34.76470588235294;34.46666666666667;1;3;2;2;2;2;1;3;2.0;36.9375
30;43;40;0;42;40;44;38;38;35;1;37;46;7;15.0;46;39;30;43;35;0;1;37;54.35;1.0;36;0.0;1;15.0;0;1;1;7;2;1;35.88235294117647;38.733333333333334;37.05555555555556;36.64705882352941;38.333333333333336;1;3;2;2;2;2;1;3;3.0;41.1875
0;0;0;0;0;0;0;0;42;0;0;0;0;1;2.0;0;0;0;30;0;0;0;30;52.31;1.0;0;0.0;0;2.0;0;0;0;1;2;0;27.125;30.933333333333334;0.0;0.0;30.0;0;3;2;2;2;2;0;3;0.0;0.0
30;34;38;1;42;38;35;37;44;36;1;34;35;7;15.0;45;32;30;44;34;2;1;33;56.32;1.0;34;0.0;1;15.0;0;2;1;7;2;2;35.35294117647059;36.2;37.44444444444444;35.94117647058823;35.666666666666664;1;3;2;2;2;2;1;3;2.0;39.25
30;36;30;2;41;42;37;34;41;32;1;36;33;7;15.0;41;36;34;38;36;1;1;35;50.31;1.0;37;0.0;1;15.0;0;1;1;7;2;2;34.64705882352941;35.266666666666666;38.388888888888886;36.8235294117647;35.666666666666664;1;3;2;2;2;2;1;3;2.0;36.625
35;45;33;1;42;37;36;46;35;34;1;34;42;7;15.0;35;44;37;42;33;0;1;35;54.32;1.0;31;0.0;1;15.0;0;1;1;7;2;1;35.294117647058826;36.0;36.5;36.470588235294116;39.2;1;3;2;2;2;2;1;3;2.0;39.875
30;44;36;0;40;37;30;41;36;33;1;35;38;7;15.0;38;34;33;42;32;1;1;42;53.22;1.0;39;0.0;1;15.0;0;2;1;7;2;1;33.88235294117647;34.8;36.666666666666664;33.0;36.13333333333333;1;3;2;2;2;2;1;3;3.0;40.4375
35;40;30;0;39;35;43;40;34;33;1;36;43;7;15.0;39;38;41;44;42;0;1;31;50.31;1.0;35;0.0;1;15.0;0;1;1;7;2;1;34.88235294117647;36.0;36.72222222222222;39.588235294117645;37.46666666666667;1;3;2;2;2;2;1;3;3.0;41.375
40;31;32;2;35;38;30;45;36;41;1;30;42;7;15.0;41;30;30;34;33;2;1;30;56.23;1.0;37;0.0;1;15.0;0;2;1;7;2;2;33.294117647058826;34.06666666666667;34.55555555555556;31.533333333333335;35.93333333333333;1;3;2;2;2;2;1;3;2.0;35.8125
0;37;0;2;35;0;0;37;40;30;1;43;36;3;5.0;50;0;0;0;44;0;1;34;56.32;0.0;30;0.0;2;5.0;0;0;0;3;2;1;34.35294117647059;35.86666666666667;32.45454545454545;38.333333333333336;36.8;0;3;2;2;2;2;1;3;0.0;0.0
0;0;0;0;0;0;0;0;41;0;0;30;0;0;0.0;0;0;0;0;36;0;0;38;62.45;0.0;0;0.0;0;0.0;0;0;0;0;1;0;34.90909090909091;32.53333333333333;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
0;0;30;1;0;0;23;45;30;0;0;32;38;1;2.0;0;0;0;48;34;0;0;36;54.35;1.0;0;0.0;0;2.0;0;0;0;1;2;0;34.470588235294116;35.0;22.0;27.75;48.0;0;3;2;2;2;2;0;3;0.0;0.0
30;32;31;2;45;37;32;40;32;30;1;34;36;7;15.0;40;32;30;32;35;1;1;41;56.32;1.0;30;0.0;1;15.0;0;1;1;7;2;2;33.529411764705884;34.8;35.05555555555556;33.94117647058823;32.53333333333333;1;3;2;2;2;2;1;3;2.0;37.875
31;30;30;3;43;43;35;42;36;33;1;44;36;7;15.0;46;30;37;49;36;2;1;36;58.25;1.0;30;0.0;1;15.0;0;3;2;7;2;1;34.294117647058826;34.93333333333333;35.333333333333336;36.05882352941177;35.93333333333333;1;3;2;2;2;2;1;3;2.0;34.3125
36;39;35;1;38;39;33;43;40;30;1;35;32;7;15.0;43;38;30;33;30;0;1;45;56.37;1.0;36;0.0;1;15.0;0;1;1;7;2;1;35.0;35.4;34.0;39.11764705882353;36.46666666666667;1;3;2;2;2;2;1;3;2.0;36.0625
33;40;30;1;43;37;36;30;32;35;2;34;33;7;15.0;42;31;30;46;32;2;1;36;48.29;1.0;37;0.0;2;15.0;0;2;1;7;2;1;32.529411764705884;35.6;36.72222222222222;33.8235294117647;36.666666666666664;1;3;2;2;2;2;1;3;2.0;36.9375
0;0;0;0;0;0;0;0;37;0;0;33;30;0;0.0;0;0;0;0;31;0;0;30;54.35;0.0;0;0.0;0;0.0;0;0;0;0;1;0;31.636363636363637;35.46666666666667;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
32;47;30;1;39;42;38;45;41;35;1;36;37;7;15.0;44;44;32;35;35;0;1;38;54.28;1.0;30;0.0;1;15.0;0;1;1;7;2;1;37.705882352941174;39.93333333333333;35.55555555555556;39.588235294117645;39.333333333333336;1;3;2;2;2;2;1;3;3.0;40.875
30;34;36;3;30;36;32;44;42;31;2;30;32;7;15.0;45;30;38;43;39;3;1;35;56.32;1.0;37;0.0;1;15.0;0;1;2;7;2;1;34.94117647058823;36.4;34.77777777777778;35.35294117647059;34.2;1;3;2;2;2;2;2;3;2.0;34.6875
30;42;31;0;34;40;40;33;36;37;1;38;39;7;15.0;43;34;31;42;30;1;1;37;52.56;1.0;32;0.0;1;15.0;0;1;1;7;2;2;35.05882352941177;40.333333333333336;38.111111111111114;36.0;37.13333333333333;1;3;2;2;2;2;1;3;3.0;40.375
31;31;33;3;33;35;30;42;38;33;1;32;30;7;15.0;42;33;30;49;37;0;1;31;58.25;1.0;31;0.0;2;15.0;0;1;1;7;2;1;33.705882352941174;34.06666666666667;37.611111111111114;33.0;35.333333333333336;1;3;2;2;2;2;1;3;3.0;40.0625
30;37;30;2;34;38;37;35;41;35;1;33;32;7;15.0;40;30;34;35;30;0;1;37;52.4;1.0;37;0.0;1;15.0;0;1;1;7;2;1;34.529411764705884;34.06666666666667;33.388888888888886;38.0;34.0;1;3;2;2;2;2;1;3;2.0;38.9375
30;35;40;4;32;37;34;32;37;31;1;31;36;7;15.0;33;30;30;34;30;1;1;32;50.41;1.0;30;0.0;2;15.0;0;1;1;7;2;2;31.41176470588235;32.13333333333333;34.5;34.588235294117645;32.46666666666667;1;3;2;2;2;2;1;3;2.0;37.3125
0;0;0;0;0;0;0;0;38;0;0;0;0;0;0.0;0;0;0;0;28;0;0;32;58.8;0.0;0;0.0;0;0.0;0;0;0;0;1;0;29.90909090909091;34.86666666666667;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
39;44;39;0;44;37;38;47;44;33;1;38;45;7;15.0;44;37;35;45;40;0;1;40;58.25;1.0;37;0.0;1;15.0;0;1;1;7;2;1;37.76470588235294;37.6;40.166666666666664;39.1764705882353;39.333333333333336;1;3;2;2;2;2;1;3;3.0;44.0625
31;36;40;1;37;32;32;50;39;33;1;38;30;7;15.0;48;38;37;38;34;1;1;37;48.29;1.0;31;0.0;1;15.0;0;2;1;7;2;1;33.88235294117647;33.93333333333333;33.77777777777778;34.8235294117647;35.53333333333333;1;3;2;2;2;2;1;3;2.0;36.25
0;0;0;0;0;0;0;0;41;0;0;35;32;0;0.0;0;0;0;0;34;0;0;33;61.41;0.0;0;0.0;0;0.0;0;0;0;0;1;0;36.18181818181818;32.13333333333333;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
35;46;35;0;40;42;44;41;38;40;1;32;38;7;15.0;43;39;37;49;36;0;1;41;56.23;1.0;39;0.0;1;15.0;0;1;1;7;2;1;37.05882352941177;34.733333333333334;37.44444444444444;39.05882352941177;41.266666666666666;1;3;2;2;2;2;1;3;3.0;42.8125
0;0;0;0;0;0;0;25;34;0;0;32;21;0;0.0;0;0;0;0;32;0;0;32;58.33;0.0;0;0.0;0;0.0;0;0;0;0;1;0;32.90909090909091;31.466666666666665;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
38;46;37;0;42;45;41;30;36;42;1;34;39;7;15.0;44;42;45;50;39;0;1;45;48.29;1.0;41;0.0;1;15.0;0;1;1;7;2;1;39.705882352941174;36.4;43.0;40.64705882352941;43.333333333333336;1;3;2;2;2;2;1;3;3.0;44.375
32;40;33;1;42;40;34;34;46;34;1;36;30;7;15.0;44;35;32;44;30;0;1;32;56.74;1.0;30;0.0;2;15.0;0;1;1;7;2;1;34.05882352941177;33.13333333333333;34.666666666666664;34.0;37.4;1;3;2;2;2;2;1;3;2.0;37.25
44;45;37;0;41;44;42;37;43;47;1;31;39;7;15.0;44;40;35;44;30;0;1;35;56.23;1.0;37;0.0;1;15.0;0;1;1;7;2;1;36.64705882352941;36.6;37.94444444444444;41.05882352941177;43.733333333333334;1;3;2;2;2;2;1;3;3.0;41.4375
30;32;30;0;38;40;31;31;34;34;1;31;42;7;15.0;44;38;35;41;34;0;1;40;52.31;1.0;33;0.0;1;15.0;0;1;1;7;2;1;35.1764705882353;34.46666666666667;38.0;36.8235294117647;36.13333333333333;1;3;2;2;2;2;1;3;2.0;38.0
30;42;37;0;47;43;40;45;48;30;1;34;40;7;15.0;44;35;32;33;45;0;1;35;58.25;1.0;34;0.0;1;15.0;0;1;1;7;2;1;35.8235294117647;35.53333333333333;37.0;38.88235294117647;35.666666666666664;1;3;2;2;2;2;1;3;2.0;39.75
0;0;0;0;0;0;0;0;30;0;0;34;12;1;2.0;0;0;0;37;30;0;0;30;52.31;1.0;0;0.0;0;2.0;0;0;0;1;2;0;25.941176470588236;32.46666666666667;0.0;0.0;37.0;0;3;2;2;2;2;0;3;0.0;0.0
0;0;0;0;0;0;0;0;0;0;0;40;0;0;0.0;0;0;0;0;23;0;0;34;54.28;0.0;0;0.0;0;0.0;0;0;0;0;1;0;28.09090909090909;32.86666666666667;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
0;42;31;0;43;0;35;47;43;34;1;34;30;4;7.0;39;0;31;30;36;0;1;38;62.55;1.0;39;0.0;1;7.0;0;0;0;4;2;1;33.88235294117647;36.93333333333333;35.69230769230769;38.0;35.857142857142854;0;3;2;2;2;2;1;3;0.0;0.0
0;0;0;0;0;0;0;19;35;0;0;0;31;0;0.0;0;0;0;0;30;0;0;35;50.41;0.0;0;0.0;0;0.0;0;0;0;0;1;0;32.27272727272727;32.6;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
0;0;21;0;0;0;0;0;36;0;0;35;33;0;0.0;0;0;0;0;30;0;0;35;50.37;0.0;0;0.0;0;0.0;0;0;0;0;1;0;31.8;36.46666666666667;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
16;39;32;5;45;32;33;39;30;33;1;34;45;6;12.0;42;36;32;48;34;2;2;33;50.41;1.0;30;3.0;2;15.0;1;1;2;7;2;2;33.294117647058826;36.0;37.05555555555556;36.588235294117645;33.46666666666667;1;3;2;2;2;2;1;3;1.0;28.76923076923077
36;41;37;1;42;42;36;49;42;36;1;43;37;7;15.0;44;42;31;48;33;1;1;41;91.0;1.0;37;0.0;1;15.0;0;2;1;7;2;1;35.76470588235294;38.333333333333336;39.22222222222222;40.294117647058826;40.8;1;3;2;2;2;2;1;3;3.0;41.75
30;40;30;2;36;33;34;31;36;31;2;32;38;7;15.0;43;32;35;41;35;2;1;30;77.0;1.0;30;0.0;1;15.0;0;3;1;7;2;1;34.76470588235294;32.333333333333336;34.611111111111114;39.470588235294116;34.6;1;3;2;2;2;2;1;3;2.0;34.9375
34;38;36;0;37;43;42;45;37;30;1;34;41;7;15.0;42;32;43;41;30;0;1;32;53.0;1.0;30;0.0;1;15.0;0;1;1;7;2;1;32.23529411764706;33.4;36.77777777777778;40.1764705882353;36.266666666666666;1;3;2;2;2;2;1;3;2.0;38.75
30;35;37;4;38;33;31;42;37;36;1;35;40;7;15.0;41;35;30;36;32;0;1;36;58.0;1.0;30;0.0;2;15.0;0;1;1;7;2;1;33.23529411764706;35.0;35.166666666666664;35.1764705882353;34.4;1;3;2;2;2;2;1;3;2.0;37.8125
31;40;32;1;41;34;39;33;30;33;1;39;38;7;15.0;36;40;32;50;45;2;1;32;91.0;1.0;30;0.0;1;15.0;0;3;1;7;2;2;34.76470588235294;34.0;34.333333333333336;39.1764705882353;37.53333333333333;1;3;2;2;2;2;1;3;2.0;39.8125
0;0;4;0;0;0;0;34;30;0;0;35;40;2;3.0;41;0;0;39;30;0;0;32;68.0;1.0;0;0.0;1;3.0;0;0;0;2;2;0;31.88235294117647;33.13333333333333;4.0;30.555555555555557;39.666666666666664;0;3;2;2;2;2;1;3;0.0;0.0
38;36;39;1;40;33;38;39;30;37;1;36;37;7;15.0;37;36;36;35;34;1;1;34;63.0;1.0;30;0.0;1;15.0;0;2;1;7;2;1;35.1764705882353;32.733333333333334;34.388888888888886;39.705882352941174;36.06666666666667;1;3;2;2;2;2;1;3;3.0;41.0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;46;0;0;48;68.0;0.0;0;0.0;0;0.0;0;0;0;0;1;0;46.0;44.86666666666667;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
0;0;0;0;0;0;0;30;26;0;0;0;35;0;0.0;0;0;0;0;34;0;0;30;69.0;0.0;0;0.0;0;0.0;0;0;0;0;1;0;30.235294117647058;31.533333333333335;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
0;0;0;0;0;0;0;0;24;0;0;0;28;0;0.0;0;0;0;0;25;0;0;30;69.0;0.0;0;0.0;0;0.0;0;0;0;0;1;0;26.058823529411764;33.6;0.0;37.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
30;32;39;2;42;40;37;38;32;31;1;39;42;7;15.0;39;30;33;38;40;1;1;39;57.0;1.0;32;0.0;1;15.0;0;2;1;7;2;1;36.64705882352941;36.333333333333336;36.833333333333336;36.0;33.4;1;3;2;2;2;2;1;3;3.0;42.25
0;44;30;2;43;37;32;48;35;30;1;40;30;6;12.0;44;36;42;42;30;0;1;32;78.0;1.0;30;0.0;2;12.0;0;0;1;6;2;1;31.058823529411764;33.666666666666664;34.666666666666664;36.294117647058826;38.166666666666664;1;3;2;2;2;2;1;3;1.0;26.692307692307693
35;47;44;0;46;42;31;50;47;40;1;40;48;7;15.0;42;44;43;47;42;0;1;46;69.0;1.0;30;0.0;1;15.0;0;1;1;7;2;1;44.0;35.06666666666667;40.77777777777778;40.88235294117647;42.06666666666667;1;3;2;2;2;2;1;3;3.0;42.5
