NOTA_EE_DOS;NCC_CINCO;NOTA_ADMICRO;PROMEDIO_TRES;NOTA_FCD;NAP_CINCO;NOTA_VARCOM;NOTA_TFM;PROMEDIO_CINCO;VECES_ADMICRO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;NAC_CINCO;NCA_CINCO;NOTA_EL_DOS;PROMEDIO_CUATRO;NOTA_ONDAS;EPA_CINCO;NOTA_CAMPOS;BIOLOGIA_ICFES;VECES_FOU;VECES_ONDAS;NOTA_EL_TRES;CAR_CINCO;NCP_CINCO;NAA_CINCO;NOTA_FOU;VECES_EL_TRES;VECES_TFM;NOTA_PROGAPL;NOTA_FIS_DOS;VECES_EE_DOS;VECES_FCD;CREDITOS_FOU;CREDITOS_EL_TRES;CREDITOS_EE_DOS;CREDITOS_ADMICRO;RENDIMIENTO_SEIS;PROMEDIO_SEIS
36.0;15.0;31.5;32.083333333333336;39.0;1;25.5;30.0;31.144444444;2;436.0;63.0;65.0;6;13.0;44.0;35.294117647058826;22.33333333;2;35.0;63.0;2;3;33.0;4;2.0;5;33.5;2;1;30.0;34.0;1;1;2;3;2;3;3.0;41.46875
50.0;15.0;46.0;38.888888888888886;40.0;0;40.0;31.0;38.56666666666667;1;413.37;81.17;57.99;6;15.0;42.0;40.1764705882353;44.0;2;34.0;54.06;1;1;30.5;1;0.0;6;34.0;2;1;41.0;40.0;1;1;2;3;2;3;2.0;39.875
48.0;15.0;40.0;36.69444444444444;46.0;0;33.0;48.0;41.2;1;425.0;75.0;60.0;6;15.0;44.0;39.794117647058826;37.0;2;34.0;55.0;1;1;34.0;0;0.0;6;41.0;1;1;35.5;36.0;1;1;2;3;2;3;3.0;40.1875
50.0;15.0;32.0;39.27777777777778;41.0;2;39.0;30.0;32.733333333333334;1;437.0;63.0;65.0;6;11.0;36.0;38.94117647058823;24.0;2;31.0;77.0;3;2;35.0;2;4.0;4;26.0;1;1;45.0;36.0;1;1;2;3;2;3;2.0;32.75
0.0;5.0;0.0;26.5;40.0;1;16.0;36.0;21.6;0;434.0;64.0;69.0;2;3.0;0.0;28.083333333333332;0.0;1;24.0;68.0;0;0;0.0;0;2.0;1;0.0;0;1;25.0;32.0;1;1;2;3;2;3;0.0;0.0
0.0;2.0;0.0;12.0;0.0;1;0.0;0.0;0.0;0;442.0;76.0;59.0;1;0.0;0.0;33.8;0.0;1;0.0;76.0;0;0;0.0;0;2.0;0;0.0;0;0;35.0;43.0;1;0;2;3;2;3;0.0;0.0
46.0;15.0;40.0;33.47222222222222;31.0;2;30.0;32.0;33.96666666666667;1;421.0;76.0;55.0;6;10.0;32.0;32.470588235294116;29.0;2;24.0;58.0;1;2;22.5;2;5.0;4;38.0;2;1;45.0;33.0;1;1;2;3;2;3;2.0;38.0
42.0;15.0;41.0;34.138888888888886;43.0;1;38.0;47.0;37.666666666666664;1;378.0;55.0;52.0;6;12.0;42.0;40.64705882352941;33.0;2;30.0;55.0;1;1;27.0;1;3.0;5;35.0;2;1;50.0;35.0;1;1;2;3;2;3;3.0;40.03125
50.0;15.0;32.0;33.44444444444444;38.0;1;23.5;31.0;33.4;1;375.21;60.6;47.15;6;13.0;43.0;34.588235294117645;33.0;2;30.0;53.24;2;1;32.0;2;2.0;5;25.0;2;1;31.0;33.0;1;1;2;3;2;3;3.0;42.59375
0.0;2.0;0.0;43.333333333333336;0.0;1;0.0;0.0;0.0;0;468.0;72.0;80.0;1;0.0;0.0;41.0;0.0;1;0.0;65.0;0;0;0.0;0;2.0;0;0.0;0;0;41.0;24.0;1;0;2;3;2;3;1.0;11.666666666666666
44.0;15.0;44.0;34.888888888888886;41.0;1;32.33333333;24.5;34.833333333333336;1;462.0;84.0;68.0;6;12.0;39.0;32.56862745058824;39.0;2;33.0;57.0;2;1;30.0;2;3.0;5;30.5;1;2;19.0;20.0;1;1;2;3;2;3;2.0;37.78125
0.0;7.0;0.0;26.583333332777777;40.0;1;26.5;30.0;22.285714285714285;0;469.0;75.0;70.0;3;5.0;20.0;30.941176470588236;33.0;1;31.0;58.0;0;1;0.0;0;2.0;2;0.0;0;1;34.0;33.0;1;1;2;3;2;3;1.0;20.0
50.0;15.0;35.0;39.44444444444444;42.0;0;26.5;47.0;37.733333333333334;1;443.0;89.0;68.0;6;15.0;36.0;37.11764705882353;32.0;2;38.0;53.0;2;1;30.0;1;0.0;6;33.0;1;1;32.0;37.0;1;1;2;3;2;3;2.0;39.875
39.0;15.0;35.0;34.166666666666664;34.0;1;30.0;30.0;31.4;1;427.0;74.0;75.0;6;13.0;39.0;37.411764705882355;31.0;2;31.0;62.0;3;1;30.0;1;2.0;5;23.0;1;1;45.0;36.0;1;1;2;3;2;3;3.0;40.0625
37.0;15.0;27.5;29.694444444444443;34.0;3;27.0;17.0;28.633333333333333;2;419.0;100.0;59.0;6;7.0;31.0;30.215686274705885;29.0;1;21.33333333;46.0;1;2;34.0;3;8.0;3;31.0;1;2;22.66666667;35.0;1;2;2;3;2;3;2.0;33.59375
41.0;15.0;34.0;34.638888888888886;37.0;1;17.33333333;32.0;30.666666666666668;2;442.0;65.0;72.0;6;13.0;37.0;32.33333333294118;36.0;2;32.5;55.0;2;1;32.0;2;2.0;5;6.0;1;1;42.0;38.0;1;1;2;3;2;3;2.0;38.291666666666664
0.0;2.0;0.0;13.0;32.0;1;0.0;0.0;0.0;0;420.0;72.0;72.0;1;0.0;0.0;38.5;0.0;1;0.0;51.0;0;0;0.0;0;2.0;0;0.0;0;0;45.0;18.0;1;1;2;3;2;3;0.0;0.0
44.0;15.0;36.0;35.388888888888886;38.0;1;31.0;30.0;33.55555555466667;1;406.0;79.0;75.0;6;13.0;36.0;36.0;33.33333333;2;34.0;51.0;3;3;34.0;3;2.0;5;24.33333333;1;2;42.0;32.0;1;1;2;3;2;3;2.0;39.0625
40.0;15.0;26.0;36.94444444444444;40.0;1;27.0;31.0;31.066666666666666;2;437.0;68.0;65.0;6;12.0;39.0;34.470588235294116;30.5;2;30.0;69.0;1;2;30.0;2;3.0;5;32.0;1;1;33.0;31.0;1;1;2;3;2;3;2.0;34.6875
38.0;15.0;22.5;32.5;39.0;4;32.0;20.0;24.777777777333334;2;453.73;78.55;54.57;6;4.0;41.0;35.48888888933334;32.0;1;21.66666667;62.09;3;1;20.5;4;11.0;2;21.33333333;2;2;37.0;47.0;1;1;2;3;2;3;1.0;22.153846153076923
39.0;15.0;26.5;35.166666666666664;41.0;2;28.0;25.5;30.666666666666668;2;439.0;65.0;72.0;6;9.0;40.0;37.05882352941177;33.0;2;35.0;60.0;1;2;32.0;3;6.0;4;32.0;1;2;31.0;32.0;1;1;2;3;2;3;2.0;34.96875
42.0;15.0;39.0;40.666666666666664;48.0;0;36.0;31.0;34.666666666666664;1;436.0;79.0;60.0;6;15.0;36.0;40.64705882352941;32.0;2;32.0;60.0;2;1;33.0;1;0.0;6;31.5;1;1;45.0;37.0;1;1;2;3;2;3;3.0;40.25
49.0;15.0;27.5;32.25;39.0;1;25.33333333;31.0;33.233333333333334;2;436.59;72.55;66.74;6;12.0;24.0;32.039215685882354;34.0;2;21.0;79.45;1;1;31.0;1;3.0;5;32.0;1;1;39.0;32.0;1;1;2;3;2;3;2.0;36.75
0.0;5.0;5.0;20.266666666666666;41.0;2;0.0;0.0;3.0;1;425.0;75.0;69.0;2;0.0;0.0;34.0;0.0;1;0.0;63.0;0;0;0.0;0;5.0;0;0.0;0;0;39.0;30.0;1;1;2;3;2;3;0.0;0.0
0.0;2.0;0.0;39.666666666666664;0.0;1;0.0;0.0;0.0;0;434.0;65.0;69.0;1;0.0;0.0;37.0;0.0;1;0.0;63.0;0;0;0.0;0;2.0;0;0.0;0;0;37.0;28.5;1;0;2;3;2;3;0.0;0.0
42.0;15.0;31.5;35.111111111111114;40.0;0;26.0;33.0;33.9;2;453.0;60.0;63.0;6;15.0;32.0;37.35294117647059;39.0;2;30.0;51.0;1;1;31.0;1;0.0;6;30.0;1;1;43.0;40.0;1;1;2;3;2;3;2.0;37.75
18.0;10.0;28.0;32.25;39.0;4;41.0;0.0;25.1;1;455.0;85.0;45.0;4;0.0;25.0;31.58823529411765;22.0;1;32.0;59.0;0;1;29.0;0;10.0;0;0.0;1;0;19.0;28.5;1;1;2;3;2;3;3.0;41.333333333333336
0.0;5.0;0.0;35.833333333333336;40.0;2;0.0;0.0;0.0;0;428.0;54.0;76.0;2;0.0;37.0;32.76923076923077;0.0;1;0.0;61.0;0;0;0.0;0;5.0;0;0.0;1;0;37.0;30.0;1;1;2;3;2;3;1.0;15.0
43.0;15.0;34.0;31.86111111111111;46.0;1;33.0;32.33333333;33.79999999933333;1;427.0;79.0;59.0;6;13.0;45.0;40.64705882352941;36.0;2;29.5;62.0;2;1;31.0;2;2.0;5;28.5;1;3;43.0;36.0;1;1;2;3;2;3;2.0;35.6875
45.0;15.0;45.0;34.0;38.0;2;28.5;36.0;34.21111111066667;1;427.0;74.0;60.0;6;10.0;34.0;36.705882352941174;24.33333333;2;31.0;58.0;1;3;22.5;3;5.0;4;32.0;2;2;41.0;31.5;1;1;2;3;2;3;3.0;41.875
44.0;15.0;40.0;39.27777777777778;46.0;0;37.0;34.0;37.06666666666667;1;407.0;75.0;65.0;6;15.0;36.0;39.294117647058826;36.5;2;39.0;51.0;1;2;37.0;1;0.0;6;31.0;1;1;36.0;34.0;1;1;2;3;2;3;3.0;42.75
49.0;15.0;45.0;32.80555555555556;38.0;0;33.0;35.0;39.2;1;423.0;64.0;63.0;6;15.0;39.0;36.411764705882355;41.0;2;30.0;58.0;1;1;36.0;0;0.0;6;30.0;1;1;40.0;33.0;1;1;2;3;2;3;3.0;43.3125
0.0;2.0;0.0;8.333333333333334;12.0;1;0.0;0.0;0.0;0;435.0;64.0;63.0;1;0.0;0.0;20.625;0.0;1;0.0;68.0;0;0;0.0;0;2.0;0;0.0;0;0;23.0;30.0;1;1;2;3;2;3;1.0;12.0
0.0;2.0;0.0;21.88888888888889;0.0;1;0.0;0.0;0.0;0;418.0;75.0;60.0;1;0.0;0.0;29.6;0.0;1;0.0;55.0;0;0;0.0;0;2.0;0;0.0;0;0;31.0;35.0;1;0;2;3;2;3;1.0;6.666666666666667
50.0;15.0;37.0;32.77777777777778;28.5;0;32.0;31.0;38.8;1;430.0;69.0;59.0;6;15.0;37.0;36.088235294117645;35.0;2;40.0;68.0;1;1;42.0;0;0.0;6;41.0;1;1;35.0;20.66666667;1;2;2;3;2;3;3.0;44.9375
45.0;15.0;34.0;38.05555555555556;45.0;0;28.66666667;34.0;36.0;1;401.0;65.0;71.0;6;15.0;34.0;35.54901960823529;32.0;2;30.0;57.0;1;1;34.0;0;0.0;6;40.0;1;1;30.0;31.0;1;1;2;3;2;3;2.0;33.46875
0.0;2.0;0.0;16.833333333333332;0.0;1;0.0;0.0;0.0;0;393.0;72.0;72.0;1;0.0;0.0;33.0;0.0;1;0.0;63.0;0;0;0.0;0;2.0;0;0.0;0;0;33.0;28.5;1;0;2;3;2;3;0.0;0.0
0.0;2.0;0.0;6.777777777777778;2.5;1;0.0;0.0;0.0;0;420.0;68.0;65.0;1;0.0;0.0;22.1875;0.0;1;0.0;55.0;0;0;0.0;0;2.0;0;0.0;0;0;32.0;39.0;1;2;2;3;2;3;0.0;0.0
0.0;2.0;0.0;24.88888888888889;44.0;1;0.0;0.0;0.0;0;396.0;71.0;71.0;1;0.0;0.0;39.5;0.0;1;0.0;60.0;0;0;0.0;0;2.0;0;0.0;0;0;35.0;29.0;1;1;2;3;2;3;0.0;0.0
40.0;15.0;31.0;33.083333333333336;37.0;0;21.5;39.0;35.4;1;404.0;75.0;65.0;6;15.0;34.0;33.05882352941177;38.0;2;34.0;53.0;1;1;35.0;0;0.0;6;30.0;1;1;30.0;31.0;1;1;2;3;2;3;2.0;37.9375
0.0;2.0;0.0;27.88888888888889;39.0;1;0.0;0.0;0.0;0;412.0;63.0;65.0;1;0.0;12.5;27.681818181818183;0.0;1;0.0;51.0;0;0;0.0;0;2.0;0;0.0;0;0;36.0;18.5;1;1;2;3;2;3;0.0;0.0
42.0;15.0;35.0;34.97222222222222;42.0;1;28.66666667;19.0;31.8;1;425.64;81.33;48.41;6;12.0;36.0;34.960784314117646;31.0;2;23.0;61.57;1;1;35.0;1;3.0;5;32.0;1;2;31.0;28.0;1;1;2;3;2;3;2.0;39.09375
0.0;2.0;0.0;20.266666666666666;0.0;1;0.0;0.0;0.0;0;421.0;72.0;57.0;1;0.0;0.0;32.4;0.0;1;0.0;62.0;0;0;0.0;0;2.0;0;0.0;0;0;34.0;27.66666667;1;0;2;3;2;3;0.0;0.0
42.0;15.0;33.0;32.138888888888886;39.0;0;24.0;39.0;35.333333333333336;1;405.0;74.0;62.0;6;15.0;43.0;34.94117647058823;34.0;2;35.0;55.0;1;1;34.0;0;0.0;6;30.0;1;1;24.0;31.5;1;1;2;3;2;3;3.0;42.125
39.0;15.0;34.0;36.666666666666664;36.0;1;27.0;38.0;33.555555555999995;1;436.0;64.0;51.0;6;13.0;44.0;34.38235294117647;29.66666667;2;32.5;55.0;1;3;30.0;2;2.0;5;30.0;2;1;26.5;36.0;1;1;2;3;2;3;2.0;38.0
0.0;2.0;0.0;17.5;0.0;1;0.0;0.0;0.0;0;403.0;75.0;60.0;1;0.0;0.0;39.0;0.0;1;0.0;51.0;0;0;0.0;0;2.0;0;0.0;0;0;39.0;33.0;1;0;2;3;2;3;0.0;0.0
0.0;2.0;0.0;16.888888888944443;0.0;1;15.33333333;0.0;0.0;0;408.19;73.57;60.67;1;0.0;0.0;24.96296296222222;0.0;1;0.0;56.82;0;0;0.0;0;2.0;0;0.0;0;0;39.0;31.0;1;0;2;3;2;3;0.0;0.0
46.0;15.0;29.5;31.25;32.5;4;33.0;29.66666667;31.833333334;2;407.66;70.78;61.79;6;5.0;22.5;32.529411764705884;22.5;1;31.5;57.8;2;2;37.0;4;10.0;2;26.0;1;3;35.0;20.0;1;2;2;3;2;3;2.0;37.84615384615385
45.0;15.0;39.0;38.388888888888886;40.0;0;39.0;32.0;36.06666666666667;1;397.0;69.0;63.0;6;15.0;43.0;38.588235294117645;35.0;2;31.0;55.0;1;1;36.0;0;0.0;6;30.0;1;1;35.0;31.0;1;1;2;3;2;3;2.0;38.03125
46.0;15.0;40.0;35.861111111111114;39.0;0;32.0;33.0;37.6;1;403.0;59.0;70.0;6;15.0;40.0;36.76470588235294;40.0;2;32.0;51.0;1;1;31.0;1;0.0;6;40.0;3;1;30.0;30.0;1;1;2;3;2;3;2.0;39.4375
0.0;2.0;0.0;23.11111111111111;5.0;1;0.0;0.0;0.0;0;388.0;65.0;66.0;1;0.0;0.0;22.25;0.0;1;0.0;58.0;0;0;0.0;0;2.0;0;0.0;0;0;31.0;31.0;1;1;2;3;2;3;1.0;5.0
48.0;15.0;36.0;33.52777777777778;32.0;0;33.0;35.0;35.36666666666667;1;402.0;59.0;69.0;6;15.0;42.0;34.205882352941174;31.0;2;30.0;53.0;1;1;32.5;1;0.0;6;31.0;2;1;28.5;37.0;1;1;2;3;2;3;2.0;39.375
43.0;15.0;41.0;36.666666666666664;50.0;0;36.0;38.0;38.4;1;404.0;71.0;55.0;6;15.0;36.0;39.11764705882353;36.5;2;35.0;49.0;2;2;40.0;2;0.0;6;30.0;1;1;31.0;30.0;1;1;2;3;2;3;3.0;41.1875
48.0;15.0;39.0;32.91666666722222;38.0;1;23.5;42.0;35.93333333333333;1;409.0;64.0;59.0;6;13.0;42.0;35.705882352941174;25.0;2;33.0;51.0;1;2;30.0;2;2.0;5;30.0;2;1;38.0;33.0;1;1;2;3;2;3;2.0;36.5625
50.0;15.0;40.0;34.916666666666664;35.0;0;27.5;35.0;36.93333333333333;1;412.0;65.0;62.0;6;15.0;45.0;36.88235294117647;38.0;2;30.0;60.0;1;1;31.0;1;0.0;6;30.0;2;1;40.0;36.0;1;1;2;3;2;3;2.0;37.5625
0.0;2.0;0.0;17.333333333333332;0.0;1;0.0;0.0;0.0;0;398.0;64.0;63.0;1;0.0;0.0;30.0;0.0;1;0.0;48.0;0;0;0.0;0;2.0;0;0.0;0;0;30.0;34.0;1;0;2;3;2;3;0.0;0.0
37.0;15.0;37.0;34.75;48.0;1;21.66666667;27.0;34.93333333333333;1;405.0;68.0;60.0;6;12.0;38.0;35.43137254941176;38.0;2;39.0;63.0;1;1;34.0;1;3.0;5;40.0;1;2;25.0;36.0;1;1;2;3;2;3;1.0;29.609375
38.0;15.0;42.0;35.47222222222222;33.0;2;28.0;29.5;34.56666666666667;1;399.0;65.0;62.0;6;10.0;32.5;33.205882352941174;32.5;2;33.0;60.0;3;2;35.0;3;5.0;4;29.0;1;2;30.0;33.0;1;2;2;3;2;3;2.0;35.937499999375
0.0;2.0;0.0;33.77777777777778;33.5;1;0.0;0.0;0.0;0;415.0;51.0;65.0;1;0.0;0.0;24.85;0.0;1;0.0;58.0;0;0;0.0;0;2.0;0;0.0;0;0;20.0;29.0;1;2;2;3;2;3;0.0;0.0
47.0;15.0;50.0;37.47222222222222;44.0;1;30.0;34.0;37.93333333333333;1;406.0;60.0;59.0;6;13.0;40.0;39.294117647058826;35.0;2;34.0;59.0;2;1;34.0;1;2.0;5;25.5;1;1;40.0;40.0;1;1;2;3;2;3;3.0;42.6875
43.0;15.0;40.0;35.916666666666664;35.0;0;34.0;30.0;34.53333333333333;1;428.0;75.0;62.0;6;15.0;40.0;34.05882352941177;36.0;2;27.5;57.0;1;1;30.0;1;0.0;6;30.0;2;1;33.0;29.5;1;1;2;3;2;3;2.0;35.625
48.0;15.0;32.0;36.5;43.0;1;30.0;31.0;33.46666666666667;2;422.0;62.0;59.0;6;13.0;37.0;37.0;32.5;2;32.0;60.0;2;2;33.0;3;2.0;5;26.5;1;1;39.0;41.0;1;1;2;3;2;3;3.0;40.75
45.0;15.0;34.0;36.75000000055556;44.0;1;37.0;32.0;34.355555556;1;381.0;63.0;52.0;6;13.0;34.0;39.0;25.66666667;2;39.0;59.0;1;3;34.0;1;2.0;5;37.0;1;1;46.0;35.0;1;1;2;3;2;3;2.0;36.25
50.0;15.0;40.0;41.27777777777778;46.0;0;37.0;38.0;40.13333333333333;1;419.0;63.0;49.0;6;15.0;45.0;42.294117647058826;36.0;2;36.0;59.0;1;1;40.0;0;0.0;6;38.0;1;1;42.0;41.0;1;1;2;3;2;3;3.0;41.75
0.0;2.0;0.0;21.166666667333335;30.5;1;0.0;0.0;0.0;0;382.0;86.0;51.0;1;0.0;0.0;29.0625;0.0;1;0.0;48.0;0;0;0.0;0;2.0;0;0.0;0;0;32.0;32.0;1;2;2;3;2;3;1.0;15.0
40.0;15.0;47.0;43.888888888888886;45.0;0;30.0;35.0;39.8;1;475.0;91.0;72.0;6;15.0;43.0;39.411764705882355;30.0;2;32.0;58.0;1;1;47.0;0;0.0;6;35.0;1;1;40.0;38.0;1;1;2;3;2;3;3.0;41.3125
44.0;15.0;36.0;33.861111111111114;39.0;0;31.0;31.0;34.0;1;467.0;97.0;64.0;6;15.0;45.0;36.705882352941174;31.0;2;33.0;63.0;1;1;33.0;0;0.0;6;30.0;1;1;30.0;33.5;1;1;2;3;2;3;3.0;42.4375
43.0;15.0;43.0;36.611111111111114;41.0;1;30.0;30.0;36.755555556;1;456.0;81.0;69.0;6;13.0;30.0;32.8235294117647;23.66666667;2;30.0;56.0;1;3;37.0;1;2.0;5;44.0;1;1;23.0;38.0;1;1;2;3;2;3;2.0;38.78125
39.0;15.0;47.0;41.166666666666664;41.0;0;39.0;38.0;38.46666666666667;1;460.0;91.0;57.0;6;15.0;42.0;41.705882352941174;32.0;2;33.0;59.0;1;1;34.0;0;0.0;6;39.0;1;1;50.0;42.0;1;1;2;3;2;3;3.0;41.9375
49.0;15.0;34.0;36.55555555555556;31.0;0;31.5;34.0;34.93333333333333;1;473.0;74.0;67.0;6;15.0;40.0;38.8235294117647;31.5;2;30.0;73.0;1;2;33.0;1;0.0;6;30.0;1;1;46.0;31.0;1;1;2;3;2;3;3.0;41.8125
30.0;15.0;45.0;40.22222222222222;41.0;0;33.0;38.0;35.13333333333333;1;441.0;96.0;62.0;6;15.0;43.0;40.529411764705884;30.0;2;33.0;59.0;2;1;30.0;1;0.0;6;34.0;1;1;41.0;40.0;1;1;2;3;2;3;3.0;41.625
38.0;15.0;33.0;37.333333333333336;39.0;0;25.33333333;31.0;35.13333333333333;1;444.0;91.0;65.0;6;15.0;38.0;34.74509803882353;34.0;2;27.0;52.0;1;1;33.0;0;0.0;6;46.0;1;1;27.0;30.0;1;1;2;3;2;3;3.0;40.625
49.0;15.0;37.0;39.0;45.0;0;34.0;32.0;35.8;1;452.0;90.0;61.0;6;15.0;44.0;40.0;30.0;2;32.0;72.0;1;1;36.0;0;0.0;6;32.0;1;1;37.0;37.0;1;1;2;3;2;3;3.0;43.25
0.0;15.0;36.0;29.611111111666666;41.0;3;30.0;19.5;23.41111111066667;1;445.0;84.0;66.0;6;8.0;37.0;35.05882352941177;17.33333333;1;33.0;63.0;1;3;30.0;2;7.0;3;30.0;1;4;26.0;26.33333333;1;1;2;3;2;3;2.0;30.615384615384617
35.0;15.0;37.0;38.22222222222222;37.0;1;29.66666667;31.0;32.755555556;1;462.0;76.0;65.0;6;13.0;42.0;35.31372549058823;21.66666667;2;31.0;71.0;1;3;30.0;1;2.0;5;42.0;1;1;30.0;32.0;1;1;2;3;2;3;3.0;40.5
46.0;15.0;39.0;36.55555555555556;33.0;1;27.5;40.0;38.0;1;438.0;77.0;73.0;6;13.0;44.0;35.35294117647059;28.5;2;32.0;59.0;1;2;36.0;1;2.0;5;38.0;1;1;35.0;34.0;1;1;2;3;2;3;3.0;41.75
30.0;15.0;38.0;32.416666666666664;40.0;1;30.0;31.0;33.644444444;1;462.0;69.0;68.0;6;13.0;25.33333333;33.41176470529412;41.0;2;28.5;68.0;3;1;35.0;1;2.0;5;25.33333333;1;1;41.0;33.0;1;1;2;3;2;3;2.0;36.59375
50.0;15.0;48.0;39.333333333333336;36.0;0;31.0;32.0;39.666666666666664;1;454.0;85.0;55.0;6;15.0;40.0;35.76470588235294;30.5;2;32.0;69.0;1;2;42.0;1;0.0;6;34.0;1;1;30.0;31.0;1;1;2;3;2;3;3.0;43.25
48.0;15.0;39.0;37.388888888888886;44.0;0;35.0;32.0;38.13333333333333;1;443.0;85.0;60.0;6;15.0;35.0;38.05882352941177;34.0;2;32.0;61.0;1;2;39.0;1;0.0;6;39.0;1;1;36.0;32.0;1;1;2;3;2;3;3.0;42.5
0.0;2.0;0.0;30.97222222222222;0.0;1;3.5;0.0;0.0;0;447.0;80.0;62.0;1;0.0;0.0;32.333333333333336;0.0;1;0.0;59.0;0;0;0.0;0;2.0;0;0.0;0;0;40.0;36.0;1;0;2;3;2;3;1.0;10.0
0.0;15.0;26.5;32.80555555555556;33.0;3;30.0;27.0;26.966666666666665;2;438.0;90.0;57.0;6;7.0;17.5;29.470588235294116;31.0;1;30.5;57.0;1;1;38.0;2;8.0;3;34.0;1;2;21.5;26.33333333;1;1;2;3;2;3;2.0;30.96875
45.0;15.0;39.0;33.916666666666664;44.0;2;21.66666667;29.5;35.38888888933333;1;424.0;90.0;64.0;6;10.0;29.0;32.72549019647059;29.66666667;2;30.5;58.0;1;3;38.0;2;5.0;4;31.0;1;2;31.0;30.0;1;1;2;3;2;3;2.0;35.0625
41.0;15.0;43.0;32.5;38.0;0;30.0;32.0;36.86666666666667;1;457.0;74.0;62.0;6;15.0;28.0;33.13333333333333;38.0;2;31.0;71.0;2;1;36.0;2;0.0;6;31.0;1;2;39.0;29.0;1;1;2;3;2;3;2.0;30.428571428571427
48.0;15.0;42.0;38.611111111111114;43.0;0;29.0;37.0;40.333333333333336;1;438.0;77.0;66.0;6;15.0;38.0;38.23529411764706;38.0;2;32.0;68.0;1;1;40.0;0;0.0;6;38.0;1;1;45.0;36.0;1;1;2;3;2;3;2.0;39.75
34.0;15.0;40.0;32.22222222222222;42.0;1;33.0;40.0;36.733333333333334;1;446.0;81.0;65.0;6;13.0;27.0;33.88235294117647;27.5;2;32.5;64.0;1;2;42.0;1;2.0;5;31.0;1;1;30.0;30.0;1;1;2;3;2;3;2.0;36.875
44.0;15.0;34.0;36.22222222222222;47.0;2;30.0;35.0;33.555555555999995;1;441.0;77.0;65.0;6;11.0;37.0;37.05882352941177;28.66666667;2;30.0;62.0;2;3;31.0;2;4.0;4;29.0;1;1;30.0;33.0;1;1;2;3;2;3;3.0;40.75
43.0;15.0;37.0;34.30555555555556;42.0;1;33.0;34.0;35.06666666666667;1;416.0;85.0;70.0;6;13.0;31.0;35.44117647058823;26.5;2;32.0;54.0;1;2;38.0;2;2.0;5;30.0;1;2;34.5;30.0;1;1;2;3;2;3;1.0;28.571428571428573
44.0;15.0;35.0;38.72222222222222;40.0;1;32.0;30.0;33.46666666666667;1;449.0;76.0;60.0;6;13.0;43.0;37.23529411764706;25.5;2;34.0;73.0;1;2;36.0;1;2.0;5;30.0;1;1;30.0;34.0;1;1;2;3;2;3;3.0;41.125
49.0;15.0;33.0;32.80555555555556;39.0;0;27.5;35.0;35.13333333333333;1;446.0;77.0;61.0;6;15.0;39.0;36.94117647058823;37.0;2;29.0;77.0;2;1;30.0;1;0.0;6;30.5;1;1;39.0;30.0;1;1;2;3;2;3;3.0;41.8125
47.0;15.0;47.0;38.638888888888886;41.0;1;29.0;36.0;38.93333333333333;1;432.0;80.0;65.0;6;13.0;40.0;40.0;26.5;2;30.0;59.0;1;2;40.0;1;2.0;5;34.0;1;1;47.0;34.0;1;1;2;3;2;3;3.0;42.9375
44.0;15.0;41.0;37.416666666666664;34.0;0;28.5;36.0;36.666666666666664;1;436.0;73.0;67.0;6;15.0;30.0;33.44117647058823;33.0;2;31.0;64.0;1;1;35.0;1;0.0;6;30.0;1;2;32.5;36.0;1;1;2;3;2;3;2.0;37.8125
0.0;2.0;0.0;17.944444444444443;0.0;1;0.0;0.0;0.0;0;426.0;77.0;67.0;1;0.0;0.0;27.3;0.0;1;0.0;61.0;0;0;0.0;0;2.0;0;0.0;0;0;25.5;35.0;1;0;2;3;2;3;0.0;0.0
41.0;15.0;35.0;37.55555555555556;35.0;1;31.0;30.0;32.266666666666666;1;431.0;77.0;64.0;6;13.0;35.0;33.88235294117647;27.0;2;32.0;52.0;2;2;31.0;2;2.0;5;30.0;1;1;30.0;34.5;1;1;2;3;2;3;2.0;37.78125
50.0;15.0;43.0;34.94444444444444;41.0;1;30.0;32.0;37.46666666666667;1;438.0;74.0;66.0;6;13.0;41.0;36.88235294117647;42.0;2;27.5;68.0;2;1;32.0;2;2.0;5;28.5;2;1;38.0;36.0;1;1;2;3;2;3;2.0;38.5625
41.0;15.0;35.0;35.27777777777778;38.0;1;26.33333333;30.5;32.233333333333334;1;438.0;70.0;66.0;6;13.0;42.0;37.27450980352941;25.0;2;34.0;58.0;1;2;31.0;2;2.0;5;31.0;1;2;37.0;30.0;1;1;2;3;2;3;2.0;39.4375
0.0;15.0;36.0;27.333333333888888;34.0;2;22.5;31.0;28.155555556;1;426.0;80.0;62.0;6;11.0;24.0;30.6;27.66666667;1;29.5;59.0;1;3;30.0;1;4.0;4;38.0;1;1;41.0;32.0;1;1;2;3;2;3;1.0;27.392857142857142
39.0;15.0;38.0;35.02777777777778;44.0;0;37.0;43.0;37.333333333333336;1;427.0;77.0;65.0;6;15.0;29.5;35.85294117647059;36.0;2;34.0;59.0;2;1;35.0;1;0.0;6;31.0;1;1;33.0;33.0;1;1;2;3;2;3;2.0;36.785714285714285
38.0;15.0;32.0;33.5;41.0;1;25.0;37.0;33.7;1;437.0;80.0;59.0;6;12.0;37.0;35.588235294117645;30.0;2;30.0;60.0;1;1;27.5;2;3.0;5;40.0;2;2;42.0;36.0;1;1;2;3;2;3;2.0;33.437500000625
