NOTA_EE_DOS;NCC_CINCO;NOTA_ADMICRO;PROMEDIO_TRES;NOTA_FCD;NAP_CINCO;NOTA_VARCOM;NOTA_TFM;PROMEDIO_CINCO;VECES_ADMICRO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;NAC_CINCO;NCA_CINCO;NOTA_EL_DOS;PROMEDIO_CUATRO;NOTA_ONDAS;EPA_CINCO;NOTA_CAMPOS;BIOLOGIA_ICFES;VECES_FOU;VECES_ONDAS;NOTA_EL_TRES;CAR_CINCO;NCP_CINCO;NAA_CINCO;NOTA_FOU;VECES_EL_TRES;VECES_TFM;NOTA_PROGAPL;NOTA_FIS_DOS;VECES_EE_DOS;VECES_FCD;CREDITOS_FOU;CREDITOS_EL_TRES;CREDITOS_EE_DOS;CREDITOS_ADMICRO;RENDIMIENTO_SEIS;PROMEDIO_SEIS
41.0;15.0;48.0;38.666666666666664;45.0;0;30.0;39.0;40.333333333333336;1;425.35;52.15;63.02;6;15.0;33.5;37.6764705882353;38.0;2;35.0;57.84;1;1;38.0;0;0.0;6;36.0;1;1;45.0;35.0;1;1;2;3;2;3;3.0;41.0625
46.0;15.0;46.0;36.388888888888886;45.0;0;30.0;42.0;38.6;1;439.37;58.89;50.09;6;15.0;33.5;38.55882352941177;30.0;2;30.0;57.84;1;1;33.0;0;0.0;6;32.0;1;1;40.0;35.0;1;1;2;3;2;3;3.0;42.1875
48.0;15.0;33.0;33.72222222222222;45.0;1;28.5;31.0;33.166666666666664;1;438.01;65.25;51.55;6;12.0;36.0;36.0;38.0;2;38.0;61.19;1;1;24.5;2;3.0;5;30.0;2;2;40.0;30.0;1;1;2;3;2;3;2.0;31.9375
0.0;2.0;0.0;22.333333333333332;0.0;1;0.0;0.0;0.0;0;415.35;61.4;55.85;1;0.0;0.0;46.0;0.0;1;0.0;55.79;0;0;0.0;0;2.0;0;0.0;0;0;50.0;30.0;1;0;2;3;2;3;1.0;5.0
0.0;15.0;19.33333333;35.888888888888886;44.0;3;43.0;30.0;24.066666666666666;3;410.64;65.16;56.51;6;7.0;18.0;33.88235294117647;41.0;1;29.0;55.99;1;1;23.66666667;3;8.0;3;30.0;3;2;30.0;35.0;1;1;2;3;2;3;1.0;26.625000000625
0.0;15.0;8.0;30.138888888333334;33.66666667;5;35.0;29.33333333;20.755555555999997;1;433.01;66.35;50.09;6;2.0;34.0;36.05882353;34.0;1;30.0;53.85;3;1;26.66666667;3;13.0;1;25.66666667;3;3;40.0;30.0;1;3;2;3;2;3;2.0;30.09090909090909
36.0;15.0;15.5;31.333333333333332;43.0;2;32.0;31.0;27.033333334;2;424.25;62.52;54.01;6;9.0;35.0;36.73529411764706;33.0;1;49.0;56.94;1;1;22.66666667;2;6.0;4;30.0;3;1;27.5;30.0;1;1;2;3;2;3;1.0;27.656249999375
47.0;15.0;41.0;37.111111111111114;40.0;0;30.0;38.0;36.266666666666666;1;420.67;60.8;54.25;6;15.0;29.0;37.529411764705884;30.0;2;30.0;46.76;1;1;31.0;0;0.0;6;30.0;1;1;45.0;40.0;1;1;2;3;2;3;3.0;40.3125
45.0;15.0;38.0;34.833333333333336;33.0;0;38.0;39.0;36.86666666666667;1;453.65;78.81;55.16;6;15.0;32.0;37.529411764705884;38.0;2;35.0;46.74;1;1;32.0;0;0.0;6;30.0;1;1;45.0;40.0;1;1;2;3;2;3;3.0;40.75
40.0;15.0;41.0;35.333333333333336;48.0;0;36.0;36.0;36.733333333333334;1;419.64;48.4;46.37;6;15.0;31.0;39.88235294117647;33.0;2;34.0;55.53;2;1;35.0;1;0.0;6;34.5;1;1;45.0;35.0;1;1;2;3;2;3;3.0;41.3125
42.0;15.0;32.0;36.27777777777778;39.0;1;38.0;36.0;33.53333333333333;1;493.37;70.26;55.56;6;13.0;35.0;37.94117647058823;34.0;2;35.0;61.56;2;1;31.0;1;2.0;5;27.0;1;1;35.0;35.0;1;1;2;3;2;3;2.0;32.5625
0.0;8.0;13.0;27.611111110555555;46.0;3;0.0;0.0;5.25;1;436.66;74.56;56.0;3;0.0;35.0;39.36363636363637;0.0;1;0.0;52.41;0;0;1.0;0;8.0;0;0.0;1;0;40.0;28.0;1;1;2;3;2;3;0.0;0.0
45.0;15.0;40.0;36.638888888888886;45.0;0;42.0;33.0;36.666666666666664;1;474.76;73.76;50.58;6;15.0;40.0;41.8235294117647;33.0;2;41.0;59.3;1;2;35.0;1;0.0;6;35.0;1;1;40.0;40.0;1;1;2;3;2;3;2.0;36.125
37.0;15.0;31.0;32.77777777777778;39.0;3;24.0;30.0;29.222222222666666;1;465.38;70.26;62.86;6;8.0;22.5;31.852941176470587;26.0;1;30.0;57.16;3;2;26.0;3;7.0;3;25.66666667;3;1;35.0;30.0;1;1;2;3;2;3;2.0;33.687499999375
33.0;15.0;41.0;35.138888888888886;33.0;0;33.0;30.0;34.53333333333333;1;458.67;70.11;65.6;6;15.0;30.0;35.05882352941177;42.0;2;37.0;50.78;1;1;31.0;0;0.0;6;31.0;1;1;35.0;35.0;1;1;2;3;2;3;2.0;37.6875
39.0;15.0;35.0;34.55555555555556;45.0;0;31.5;33.0;33.6;1;456.59;73.76;65.37;6;15.0;43.0;40.529411764705884;36.0;2;32.5;57.16;1;1;30.0;0;0.0;6;30.0;1;1;45.0;40.0;1;1;2;3;2;3;2.0;34.4375
42.0;15.0;33.0;38.333333333333336;46.0;0;37.0;33.0;35.06666666666667;1;489.12;67.01;58.27;6;15.0;31.66666667;39.47058823588235;37.0;2;38.0;56.82;1;1;36.0;0;0.0;6;31.0;1;1;40.0;40.0;1;1;2;3;2;3;2.0;35.4375
45.0;2.0;0.0;27.166666666111112;0.0;0;3.0;0.0;45.0;0;460.85;64.24;65.37;1;2.0;0.0;23.181818181818183;0.0;2;4.0;61.56;0;0;0.0;0;0.0;1;0.0;0;0;35.0;30.0;1;0;2;3;2;3;0.0;0.0
43.0;15.0;50.0;38.333333333333336;49.0;0;34.0;38.0;40.733333333333334;1;473.69;67.13;60.41;6;15.0;30.0;39.88235294117647;34.0;2;32.0;51.06;1;1;37.0;0;0.0;6;41.0;1;1;45.0;35.0;1;1;2;3;2;3;3.0;44.4375
40.0;15.0;38.0;36.666666666666664;49.0;0;33.0;33.0;35.666666666666664;1;482.04;73.57;55.86;6;15.0;45.0;43.0;40.0;2;41.0;50.78;1;1;34.0;0;0.0;6;30.0;1;1;45.0;40.0;1;1;2;3;2;3;3.0;43.125
0.0;2.0;0.0;16.58823529411765;0.0;1;0.0;0.0;0.0;0;518.4;77.8;60.41;1;0.0;0.0;45.0;0.0;1;0.0;57.16;0;0;0.0;0;2.0;0;0.0;0;0;45.0;27.0;1;0;2;3;2;3;0.0;0.0
45.0;15.0;41.0;40.5;49.0;0;36.0;39.0;40.2;1;473.81;70.26;53.11;6;15.0;34.0;41.411764705882355;35.0;2;35.0;49.05;1;1;39.0;0;0.0;6;43.0;1;1;45.0;40.0;1;1;2;3;2;3;3.0;44.1875
35.0;15.0;32.0;34.77777777777778;30.0;2;24.5;29.0;31.966666666666665;1;434.09;53.81;66.0;6;9.0;34.0;33.705882352941174;39.0;2;33.0;50.92;1;1;29.5;2;6.0;4;30.0;2;2;40.0;30.0;1;2;2;3;2;3;1.0;29.6875
0.0;2.0;0.0;24.566666666666666;28.0;1;0.0;0.0;0.0;0;466.5;73.57;58.27;1;0.0;8.0;26.0;0.0;1;0.0;46.76;0;0;0.0;0;2.0;0;0.0;0;0;40.0;35.0;1;1;2;3;2;3;0.0;0.0
47.0;15.0;34.0;36.72222222222222;38.0;0;30.0;38.0;37.6;1;498.57;82.69;53.11;6;15.0;27.5;37.38235294117647;43.0;2;33.0;73.34;2;1;34.0;2;0.0;6;33.0;1;3;45.0;35.0;1;1;2;3;2;3;3.0;41.8125
0.0;15.0;23.33333333;27.277777778333334;30.0;6;34.0;21.5;20.5;3;443.47;54.03;53.43;6;0.0;30.0;31.039215685882354;24.0;1;29.0;61.16;3;3;23.66666667;5;15.0;0;27.0;3;2;35.0;35.0;1;1;2;3;2;3;1.0;18.0
46.0;15.0;33.0;32.638888888888886;46.0;1;35.0;28.66666667;33.866666667333334;1;424.04;47.41;50.09;6;12.0;35.0;38.76470588235294;30.0;2;31.0;53.85;1;1;35.0;1;3.0;5;33.0;1;3;40.0;30.0;1;1;2;3;2;3;2.0;34.375
40.0;15.0;39.0;38.72222222222222;48.0;0;33.5;32.0;36.8;1;475.92;61.53;62.86;6;15.0;30.5;40.088235294117645;34.0;2;31.0;57.16;1;1;37.0;0;0.0;6;40.0;1;1;45.0;30.0;1;1;2;3;2;3;3.0;41.0
46.0;15.0;45.0;37.77777777777778;50.0;2;36.0;38.0;36.48888888933333;1;484.29;70.26;70.76;6;11.0;44.0;41.8235294117647;27.66666667;2;30.0;61.56;2;3;33.0;2;4.0;4;26.0;1;1;45.0;35.0;1;1;2;3;2;3;3.0;42.8125
43.0;15.0;36.0;31.75;43.0;1;28.0;34.0;34.0;1;475.42;64.16;55.86;6;13.0;30.0;34.0;29.0;2;31.0;56.82;1;2;32.0;1;2.0;5;30.0;1;1;35.0;28.5;1;1;2;3;2;3;2.0;35.5
44.0;11.0;26.0;29.61111111111111;37.0;2;31.0;17.5;28.59090909090909;1;436.84;64.16;42.59;4;5.0;34.0;34.46666666666667;0.0;1;0.0;56.82;0;0;32.0;1;6.0;2;0.0;1;2;30.0;35.0;1;1;2;3;2;3;0.0;0.0
0.0;2.0;0.0;17.083333333333332;0.0;1;0.0;0.0;0.0;0;453.56;58.94;65.37;1;0.0;0.0;31.0;0.0;1;0.0;53.07;0;0;0.0;0;2.0;0;0.0;0;0;35.0;30.0;1;0;2;3;2;3;0.0;0.0
44.0;15.0;31.0;38.44444444444444;45.0;0;38.0;31.0;36.0;1;462.82;70.26;57.99;6;15.0;44.0;40.35294117647059;38.0;2;34.0;57.16;1;1;40.0;1;0.0;6;35.0;1;3;35.0;35.0;1;1;2;3;2;3;3.0;42.125
40.0;15.0;31.0;32.333333333333336;39.0;3;29.5;28.0;30.4;2;512.2;88.88;60.67;6;8.0;30.0;35.588235294117645;24.5;1;36.0;58.93;2;2;31.0;4;7.0;3;28.5;1;3;35.0;30.0;1;1;2;3;2;3;2.0;35.23958333375
45.0;15.0;45.0;37.5;49.0;0;44.0;38.0;42.06666666666667;1;499.96;73.57;50.94;6;15.0;40.0;44.0;40.0;2;35.0;56.82;1;1;40.0;0;0.0;6;46.0;1;1;45.0;40.0;1;1;2;3;2;3;3.0;43.5625
39.0;15.0;40.0;33.55555555555556;45.0;0;27.0;38.0;36.666666666666664;1;474.61;70.26;57.99;6;15.0;32.0;34.607843137647066;32.0;2;25.66666667;61.56;1;1;36.0;0;0.0;6;33.0;1;1;40.0;35.0;1;1;2;3;2;3;2.0;36.25
0.0;8.0;1.0;29.25;42.0;3;18.5;8.0;3.375;1;473.64;82.69;53.11;3;0.0;12.5;26.1;0.0;1;6.0;51.06;0;0;0.0;0;8.0;0;0.0;0;1;35.0;35.0;1;1;2;3;2;3;0.0;0.0
37.0;15.0;31.0;35.94444444444444;39.0;2;26.5;31.0;30.733333333333334;1;472.11;64.09;63.27;6;10.0;30.0;33.705882352941174;25.0;2;34.0;56.75;2;2;28.0;3;5.0;4;33.5;2;1;35.0;35.0;1;1;2;3;2;3;2.0;34.8125
48.0;15.0;36.0;37.05555555555556;37.0;1;26.0;37.0;34.06666666666667;1;488.99;61.0;53.57;6;13.0;32.0;34.529411764705884;22.0;2;34.0;67.41;2;2;30.0;2;2.0;5;31.0;1;1;40.0;35.0;1;1;2;3;2;3;2.0;33.5625
0.0;2.0;0.0;22.055555555555557;0.0;1;0.0;0.0;0.0;0;467.14;77.58;48.33;1;0.0;0.0;36.0;0.0;1;0.0;54.77;0;0;0.0;0;2.0;0;0.0;0;0;40.0;33.0;1;0;2;3;2;3;0.0;0.0
43.0;15.0;33.0;33.583333333333336;29.0;0;39.0;39.0;36.266666666666666;1;477.39;82.45;50.94;6;15.0;29.0;32.11764705882353;32.0;2;30.0;58.93;1;1;38.0;0;0.0;6;32.0;1;1;30.0;35.0;1;2;2;3;2;3;2.0;37.15625
35.0;15.0;36.0;32.02777777777778;47.0;0;30.0;30.0;33.2;1;462.1;70.26;55.56;6;15.0;27.0;36.11764705882353;32.0;2;27.5;59.3;1;1;30.0;0;0.0;6;38.0;1;1;35.0;30.0;1;1;2;3;2;3;3.0;41.3125
33.0;15.0;43.0;35.5;46.0;1;39.0;38.0;35.06666666666667;1;481.88;70.11;58.27;6;13.0;37.0;39.705882352941174;31.0;2;31.0;63.55;2;1;33.0;1;2.0;5;28.0;1;1;40.0;35.0;1;1;2;3;2;3;2.0;37.6875
42.0;15.0;30.0;33.111111111666666;38.0;2;30.5;30.5;31.566666666666666;1;454.68;70.11;58.27;6;10.0;22.5;34.26470588235294;33.0;2;30.0;56.82;2;1;29.0;3;5.0;4;27.5;3;2;40.0;30.0;1;1;2;3;2;3;2.0;38.6875
39.0;15.0;37.0;34.166666666666664;49.0;1;33.0;34.0;33.63333333333333;1;464.09;67.01;58.27;6;13.0;32.0;40.35294117647059;29.5;2;34.0;58.93;1;2;31.5;2;2.0;5;30.0;2;1;45.0;35.0;1;1;2;3;2;3;2.0;39.9375
30.0;15.0;33.0;36.0;47.0;0;36.0;34.0;31.533333333333335;1;474.19;67.01;53.43;6;15.0;46.0;40.529411764705884;31.0;2;34.0;54.77;1;1;30.0;0;0.0;6;30.0;1;1;40.0;40.0;1;1;2;3;2;3;1.0;24.604166666875
46.0;15.0;41.0;41.44444444444444;46.0;0;37.0;38.0;37.333333333333336;1;499.93;77.8;55.56;6;15.0;43.0;42.11764705882353;32.0;2;32.0;61.56;2;1;35.0;1;0.0;6;31.0;1;1;45.0;40.0;1;1;2;3;2;3;2.0;39.25
43.0;15.0;32.0;38.27777777777778;40.0;2;31.0;28.5;33.36666666666667;1;507.62;77.58;55.86;6;10.0;26.5;33.029411764705884;38.0;2;33.0;58.93;2;1;34.0;2;5.0;4;27.5;1;2;30.0;35.0;1;1;2;3;2;3;3.0;43.75
36.0;15.0;41.0;31.708333333333332;44.0;0;31.0;39.0;36.333333333333336;1;466.51;70.26;57.99;6;15.0;42.0;39.411764705882355;30.0;2;30.0;49.05;1;1;31.0;1;0.0;6;40.0;2;1;40.0;35.0;1;1;2;3;2;3;2.0;32.375
40.0;15.0;30.0;31.694444444444443;42.0;1;30.0;30.0;32.4;1;465.4;70.11;53.43;6;12.0;38.0;35.05882352941177;37.0;2;30.0;52.77;1;1;24.0;1;3.0;5;40.0;3;1;30.0;35.0;1;1;2;3;2;3;2.0;36.5625
41.0;15.0;36.0;38.888888888888886;48.0;0;34.0;38.0;36.266666666666666;1;472.77;70.26;65.37;6;15.0;34.0;41.23529411764706;36.0;2;32.0;59.3;2;2;33.0;2;0.0;6;34.5;1;1;45.0;45.0;1;1;2;3;2;3;3.0;41.1875
0.0;10.0;0.0;28.333333333333332;25.5;4;33.0;22.66666667;14.800000001;0;509.68;62.84;56.34;4;0.0;31.0;32.38235294117647;26.5;1;40.0;68.0;0;2;9.0;2;10.0;0;0.0;1;3;35.0;35.0;1;2;2;3;2;3;1.0;23.2
41.0;15.0;37.0;35.72222222222222;47.0;0;27.0;36.0;35.0;1;467.77;74.12;60.0;6;15.0;32.0;38.94117647058823;33.0;2;30.0;57.49;1;1;30.0;0;0.0;6;34.0;1;1;45.0;35.0;1;1;2;3;2;3;3.0;43.9375
0.0;15.0;36.0;35.333333333333336;41.0;3;31.0;36.0;28.533333333333335;1;487.71;70.26;57.99;6;8.0;30.0;37.266666666666666;29.5;1;34.0;57.16;1;2;29.0;2;7.0;3;33.0;2;1;40.0;35.0;1;1;2;3;2;3;2.0;31.454545454545453
37.0;15.0;31.0;35.888888888888886;40.0;1;33.0;27.5;31.7;1;468.45;70.26;57.99;6;12.0;28.0;37.35294117647059;36.0;2;34.0;53.07;1;1;30.0;1;3.0;5;32.0;1;2;45.0;30.0;1;1;2;3;2;3;2.0;34.71875
40.0;15.0;36.0;33.0;47.0;1;34.0;33.0;33.53333333333333;1;471.06;64.16;55.86;6;13.0;30.0;38.411764705882355;34.0;2;30.0;58.93;2;1;33.0;1;2.0;5;24.5;1;1;40.0;35.0;1;1;2;3;2;3;2.0;34.249999999375
45.0;15.0;32.0;35.138888888888886;47.0;1;32.0;31.0;31.966666666666665;1;485.75;64.24;60.41;6;13.0;39.0;39.8235294117647;30.0;2;34.0;59.3;2;1;30.5;3;2.0;5;24.5;2;2;45.0;35.0;1;1;2;3;2;3;2.0;35.8125
39.0;15.0;42.0;33.77777777777778;44.0;2;32.0;24.5;32.833333333333336;1;474.1;70.11;63.1;6;10.0;33.0;36.411764705882355;25.5;2;30.0;56.82;1;2;30.0;3;5.0;4;37.0;2;2;40.0;30.0;1;1;2;3;2;3;2.0;36.5625
41.0;15.0;37.0;32.333333333333336;44.0;1;39.0;31.66666667;33.277777778;1;441.96;67.01;63.1;6;12.0;36.0;39.470588235294116;33.0;2;37.0;56.82;3;2;27.5;4;3.0;5;31.33333333;2;3;45.0;35.0;1;1;2;3;2;3;2.0;39.4375
43.0;15.0;43.0;40.166666666666664;48.0;0;37.0;40.0;41.13333333333333;1;476.94;70.11;55.86;6;15.0;34.0;41.94117647058823;45.0;2;39.0;50.78;1;1;42.0;0;0.0;6;33.0;1;1;45.0;45.0;1;1;2;3;2;3;4.0;45.375
43.0;15.0;36.0;37.5;48.0;0;36.0;34.0;34.86666666666667;1;480.17;70.26;53.11;6;15.0;46.0;42.0;32.0;2;34.0;63.98;1;1;31.0;0;0.0;6;35.0;1;1;40.0;35.0;1;1;2;3;2;3;2.0;38.5625
39.0;15.0;50.0;43.05555555555556;47.0;0;37.0;37.0;41.06666666666667;1;478.04;61.49;65.6;6;15.0;30.0;40.470588235294116;32.0;2;34.0;58.93;1;1;43.0;0;0.0;6;42.0;1;1;45.0;40.0;1;1;2;3;2;3;2.0;37.375
0.0;15.0;17.5;31.13888888888889;35.0;5;26.5;32.66666667;21.700000000666666;2;453.99;67.19;63.27;6;3.0;33.0;36.1764705882353;21.0;1;31.0;59.08;2;2;29.0;5;12.0;1;23.0;2;3;50.0;35.0;1;1;2;3;2;3;1.0;26.615384615384617
30.0;15.0;31.0;35.72222222222222;47.0;1;30.0;31.5;30.5;1;492.45;88.88;58.27;6;12.0;34.0;39.76470588235294;31.0;2;35.0;54.77;1;2;28.0;3;3.0;5;32.0;2;2;45.0;30.0;1;1;2;3;2;3;2.0;36.875
0.0;2.0;0.0;18.52777777777778;0.0;1;15.0;0.0;0.0;0;484.24;95.93;46.84;1;0.0;0.0;29.444444444444443;0.0;1;0.0;49.87;0;0;0.0;0;2.0;0;0.0;0;0;35.0;35.0;1;0;2;3;2;3;1.0;3.5
0.0;2.0;0.0;12.272727272727273;0.0;1;0.0;0.0;0.0;0;477.22;73.76;65.37;1;0.0;0.0;45.0;0.0;1;0.0;61.56;0;0;0.0;0;2.0;0;0.0;0;0;45.0;35.0;1;0;2;3;2;3;0.0;0.0
0.0;2.0;0.0;23.333333333333332;8.5;1;0.0;0.0;0.0;0;418.33;46.62;53.43;1;0.0;6.0;21.772727272727273;0.0;1;0.0;48.79;0;0;0.0;0;2.0;0;0.0;0;0;40.0;39.0;1;2;2;3;2;3;0.0;0.0
0.0;2.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0;445.7;89.15;60.41;1;0.0;0.0;45.0;0.0;1;0.0;44.9;0;0;0.0;0;2.0;0;0.0;0;0;45.0;30.0;1;0;2;3;2;3;0.0;0.0
45.0;15.0;36.0;35.0;35.0;2;28.33333333;25.5;32.166666666666664;1;490.98;77.8;53.11;6;9.0;21.0;32.62745098;30.0;2;30.0;47.0;2;1;29.0;3;6.0;4;30.5;2;2;40.0;30.0;1;1;2;3;2;3;2.0;34.84375
40.0;15.0;26.5;32.27777777777778;42.0;4;35.0;24.0;29.58888888933333;2;479.09;61.53;65.37;6;5.0;32.0;37.11764705882353;25.5;1;30.0;57.16;3;2;34.0;4;10.0;2;29.66666667;1;2;35.0;30.0;1;1;2;3;2;3;2.0;33.291666666875
0.0;2.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0;511.0;67.13;60.41;1;0.0;0.0;45.0;0.0;1;0.0;66.64;0;0;0.0;0;2.0;0;0.0;0;0;45.0;30.0;1;0;2;3;2;3;0.0;0.0
0.0;13.0;18.0;28.13888888888889;38.0;5;31.0;13.5;15.038461537692307;2;460.78;70.11;55.86;5;0.0;37.0;34.411764705882355;0.0;1;13.5;50.78;2;0;26.33333333;4;13.0;0;11.0;3;2;45.0;30.0;1;1;2;3;2;3;1.0;10.5
45.0;15.0;50.0;34.5;48.0;0;30.0;37.0;42.2;1;470.65;73.76;60.41;6;15.0;37.0;39.0;41.0;2;37.0;51.06;1;1;40.0;0;0.0;6;40.0;1;1;40.0;50.0;1;1;2;3;2;3;4.0;45.4375
42.0;15.0;34.5;31.86111111111111;43.0;0;39.0;37.0;36.3;2;469.52;70.26;57.99;6;15.0;34.0;39.588235294117645;44.0;2;30.0;51.06;1;1;30.0;2;0.0;6;34.0;1;3;46.0;30.0;1;1;2;3;2;3;2.0;39.9375
50.0;15.0;30.0;32.33333333388889;46.0;3;19.66666667;29.0;31.055555555999998;1;458.77;74.56;58.4;6;7.0;29.33333333;32.313725489999996;20.66666667;1;33.0;56.75;2;3;28.5;4;8.0;3;31.0;2;3;40.0;30.0;1;1;2;3;2;3;2.0;36.75
36.0;15.0;40.0;35.22222222222222;46.0;0;40.0;32.0;34.6;1;490.84;67.01;63.1;6;15.0;34.0;39.64705882352941;33.0;2;30.0;52.77;1;1;33.0;1;0.0;6;33.0;1;2;40.0;35.0;1;1;2;3;2;3;3.0;40.9375
45.0;15.0;38.0;34.666666666666664;38.0;0;31.0;43.0;39.8;1;469.75;67.01;55.86;6;15.0;19.5;34.970588235294116;39.0;2;35.0;56.82;1;1;38.0;1;0.0;6;36.0;1;3;40.0;35.0;1;1;2;3;2;3;2.0;38.15625
41.0;13.0;31.0;32.99999999944444;42.0;3;36.0;26.5;25.692307692307693;1;470.02;70.11;55.86;5;5.0;19.0;36.06666666666667;0.0;1;0.0;69.2;1;0;20.5;2;8.0;2;9.0;2;2;40.0;30.0;1;1;2;3;2;3;1.0;20.25
44.0;15.0;37.0;35.0;42.0;0;42.0;37.0;36.93333333333333;1;504.01;70.11;60.67;6;15.0;30.0;39.35294117647059;35.0;2;36.0;56.82;1;2;34.0;1;0.0;6;36.0;1;1;45.0;30.0;1;1;2;3;2;3;2.0;39.125
0.0;2.0;0.0;20.194444444444443;0.0;1;0.0;0.0;0.0;0;457.44;67.01;58.27;1;0.0;0.0;31.0;0.0;1;0.0;58.93;0;0;0.0;0;2.0;0;0.0;0;0;31.0;34.0;1;0;2;3;2;3;0.0;0.0
37.0;15.0;34.0;34.333333333333336;48.0;0;28.5;37.0;35.8;1;501.71;67.01;53.43;6;15.0;35.0;40.35294117647059;39.0;2;31.0;63.55;1;1;34.0;1;0.0;6;35.0;1;2;50.0;35.0;1;1;2;3;2;3;2.0;36.96875
0.0;2.0;0.0;15.0;0.0;1;0.0;0.0;0.0;0;465.32;55.8;63.43;1;0.0;0.0;30.0;0.0;1;0.0;68.0;0;0;0.0;0;2.0;0;0.0;0;0;30.0;37.0;1;0;2;3;2;3;0.0;0.0
47.0;15.0;46.0;43.0;50.0;0;46.0;47.0;41.733333333333334;1;463.19;64.24;55.56;6;15.0;46.0;44.294117647058826;43.0;2;34.0;53.07;1;1;31.0;0;0.0;6;37.0;1;1;45.0;45.0;1;1;2;3;2;3;3.0;44.3125
37.0;15.0;33.0;30.416666666666668;42.0;2;35.0;29.0;31.4;1;468.11;67.13;50.58;6;9.0;36.0;36.76470588235294;36.0;2;30.0;55.09;1;1;25.0;2;6.0;4;32.0;2;2;35.0;30.0;1;1;2;3;2;3;2.0;34.8125
45.0;15.0;41.0;37.833333333333336;48.0;0;35.0;33.0;38.8;1;454.29;67.01;55.86;6;15.0;37.0;40.88235294117647;31.0;2;36.0;50.78;1;1;42.0;0;0.0;6;41.0;1;1;40.0;40.0;1;1;2;3;2;3;4.0;46.0625
40.0;15.0;31.0;36.111111111111114;47.0;1;40.0;38.0;34.8;1;444.52;56.43;67.99;6;13.0;34.0;40.0;43.0;2;31.0;47.0;2;1;30.0;2;2.0;5;29.5;1;3;45.0;35.0;1;1;2;3;2;3;2.0;35.75
50.0;15.0;35.0;38.666666666666664;41.0;0;40.0;38.0;38.266666666666666;1;463.46;64.24;57.99;6;15.0;42.0;40.411764705882355;42.0;2;30.0;57.16;1;1;33.0;0;0.0;6;36.0;1;1;40.0;31.0;1;1;2;3;2;3;3.0;41.4375
0.0;7.0;0.0;22.124999999444444;0.0;3;31.0;14.0;10.0;0;442.98;65.16;61.41;3;0.0;0.0;32.55555555555556;0.0;1;0.0;55.99;1;0;0.0;0;7.0;0;14.0;0;1;33.0;40.0;1;0;2;3;2;3;0.0;0.0
0.0;2.0;0.0;32.111111111111114;0.0;1;0.0;0.0;0.0;0;454.11;64.16;60.67;1;0.0;0.0;30.571428571428573;0.0;1;0.0;46.76;0;0;0.0;0;2.0;0;0.0;0;0;30.0;36.0;1;0;2;3;2;3;0.0;0.0
42.0;15.0;28.5;33.55555555555556;45.0;3;27.5;33.0;31.7;2;474.39;61.53;55.56;6;8.0;21.0;35.294117647058826;29.5;1;34.0;53.07;2;2;32.0;4;7.0;3;26.0;1;2;45.0;35.0;1;1;2;3;2;3;2.0;34.78125
37.0;15.0;41.0;37.27777777777778;44.0;1;42.0;46.0;36.666666666666664;1;476.36;73.76;45.15;6;13.0;30.0;39.23529411764706;32.0;2;31.0;55.09;2;1;32.0;3;2.0;5;27.5;2;2;45.0;35.0;1;1;2;3;2;3;3.0;42.1875
0.0;15.0;36.0;24.194444443888887;25.33333333;5;38.0;26.5;23.54444444466667;1;472.04;64.24;53.11;6;3.0;31.0;33.17647058764706;19.0;1;35.0;66.64;3;3;29.66666667;4;12.0;1;19.33333333;3;2;35.0;39.0;1;3;2;3;2;3;1.0;24.321428571428573
46.0;15.0;30.0;31.47222222222222;41.0;1;28.0;34.0;33.4;1;451.88;73.76;53.11;6;13.0;24.5;35.088235294117645;26.5;2;30.0;55.09;2;2;34.0;2;2.0;5;31.0;1;1;40.0;35.0;1;1;2;3;2;3;2.0;34.125
49.0;15.0;30.0;36.333333333333336;45.0;1;35.0;34.0;33.9;1;459.42;67.13;55.56;6;12.0;31.0;37.76470588235294;31.0;2;35.0;57.16;1;1;29.5;1;3.0;5;34.0;2;1;40.0;30.0;1;1;2;3;2;3;3.0;41.1875
50.0;15.0;44.0;37.166666666666664;44.0;0;39.0;44.0;40.93333333333333;1;484.24;67.13;55.56;6;15.0;42.0;41.411764705882355;42.0;2;35.0;61.56;1;1;34.0;0;0.0;6;32.0;1;1;40.0;35.0;1;1;2;3;2;3;3.0;42.625
15.0;2.0;0.0;25.388888888833335;2.0;1;13.0;0.0;15.0;0;471.63;64.24;53.11;1;0.0;0.0;22.3;0.0;1;0.0;63.98;0;0;0.0;0;2.0;0;0.0;0;0;35.0;35.0;1;1;2;3;2;3;1.0;21.0
29.0;15.0;35.0;34.52777777777778;36.0;2;29.5;34.0;31.800000000666667;1;480.95;63.73;59.61;6;10.0;36.0;35.8235294117647;35.0;2;30.5;57.84;2;1;24.66666667;3;5.0;4;34.0;3;3;45.0;40.0;1;1;2;3;2;3;2.0;37.3125
45.0;15.0;26.0;35.94444444444444;36.0;2;31.5;30.0;32.79999999933333;2;466.32;68.11;48.62;6;9.0;40.0;37.470588235294116;37.0;2;32.0;55.46;1;1;27.33333333;2;6.0;4;39.0;3;1;45.0;28.5;1;1;2;3;2;3;2.0;36.39583333375
