GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;RENDIMIENTO_UNO;PROMEDIO_UNO
0;1;16;1;19;5;452.0;90.0;90.0;62.0;61.0;58.0;58.0;61.0;0.0;55.0;74.0;16;2;9;3;2014;2;37.93333333333333
0;2;8;1;19;5;447.0;78.0;78.0;74.0;65.0;54.0;54.0;67.0;0.0;48.0;68.0;13;1;9;4;2014;2;38.8
0;2;16;1;19;5;458.0;65.0;65.0;74.0;76.0;62.0;62.0;57.0;0.0;61.0;80.0;7;5;9;2;2014;2;34.33333333333334
0;1;10;1;19;5;445.0;78.0;78.0;70.0;69.0;56.0;56.0;59.0;0.0;56.0;71.0;10;3;9;2;2014;2;33.76923076923077
0;2;10;1;19;5;437.0;74.0;74.0;74.0;62.0;60.0;60.0;49.0;0.0;59.0;77.0;8;3;9;3;2014;2;39.86666666666667
0;1;8;1;19;5;443.0;88.0;88.0;56.0;69.0;68.0;68.0;49.0;0.0;52.0;39.0;8;3;9;2;2014;1;28.13333333333333
0;2;10;1;19;5;441.0;65.0;65.0;80.0;59.0;58.0;58.0;59.0;0.0;56.0;83.0;10;3;9;3;2014;2;34.07692307692308
1;2;11;1;19;5;459.0;74.0;74.0;65.0;66.0;65.0;65.0;60.0;0.0;66.0;63.0;11;5;9;3;2014;2;39.2
0;2;1;1;19;5;448.0;71.0;71.0;69.0;89.0;56.0;56.0;62.0;0.0;42.0;83.0;10;3;9;3;2014;2;39.83333333333334
0;2;10;1;19;5;453.0;74.0;74.0;66.0;65.0;68.0;68.0;64.0;0.0;59.0;58.0;10;3;9;2;2014;2;38.46666666666667
0;1;5;1;19;5;428.0;68.0;68.0;80.0;65.0;60.0;60.0;45.0;0.0;58.0;43.0;19;5;9;1;2014;2;33.6
1;1;8;1;19;5;461.0;68.0;68.0;69.0;70.0;62.0;62.0;65.0;0.0;62.0;68.0;8;3;9;3;2014;2;36.93333333333333
0;1;15;1;19;5;426.0;71.0;71.0;80.0;56.0;58.0;58.0;61.0;0.0;47.0;74.0;19;5;9;2;2014;2;30.23076923076923
1;2;17;1;19;5;453.0;74.0;74.0;66.0;59.0;60.0;60.0;59.0;0.0;59.0;63.0;11;5;9;4;2014;1;23.0
0;1;4;1;19;5;448.0;74.0;74.0;66.0;65.0;71.0;71.0;64.0;0.0;55.0;57.0;4;4;9;2;2014;1;27.46666666666667
0;2;11;1;19;5;458.0;71.0;71.0;65.0;59.0;67.0;67.0;68.0;0.0;56.0;60.0;10;3;9;3;2014;1;23.82222222222223
0;1;8;1;19;5;451.0;60.0;60.0;74.0;77.0;65.0;65.0;55.0;0.0;56.0;54.0;8;3;9;2;2014;2;32.93333333333333
0;1;14;1;19;5;419.0;89.0;89.0;70.0;48.0;52.0;52.0;55.0;0.0;50.0;77.0;16;2;9;3;2014;2;38.06666666666667
0;1;8;1;19;5;440.0;70.0;70.0;75.0;71.0;56.0;56.0;58.0;0.0;57.0;56.0;8;3;9;2;2014;2;36.86666666666667
0;1;1;1;19;5;456.0;78.0;78.0;62.0;62.0;62.0;62.0;67.0;0.0;59.0;59.0;1;5;9;4;2014;2;34.2
0;2;1;1;19;5;457.0;75.0;75.0;62.0;77.0;60.0;60.0;62.0;0.0;56.0;57.0;1;5;9;3;2014;2;38.53333333333333
1;1;4;1;19;5;435.0;62.0;62.0;80.0;69.0;60.0;60.0;55.0;0.0;52.0;59.0;4;4;9;2;2014;2;34.4
1;2;19;1;19;5;448.0;83.0;83.0;59.0;62.0;62.0;62.0;55.0;0.0;59.0;50.0;19;5;9;1;2014;2;35.33333333333334
1;2;18;1;19;5;435.0;75.0;75.0;70.0;56.0;62.0;62.0;58.0;0.0;53.0;56.0;8;3;9;2;2014;2;35.4
1;1;10;1;19;5;437.0;78.0;78.0;66.0;69.0;62.0;62.0;55.0;0.0;55.0;68.0;10;3;9;2;2014;2;36.6
0;1;19;1;19;5;459.0;65.0;65.0;70.0;77.0;60.0;60.0;62.0;0.0;70.0;74.0;19;5;9;2;2014;2;38.26666666666667
0;2;17;1;19;5;434.0;71.0;71.0;74.0;53.0;60.0;60.0;58.0;0.0;59.0;71.0;20;6;9;2;2014;1;29.23076923076923
0;2;16;1;19;5;437.0;78.0;78.0;66.0;59.0;60.0;60.0;61.0;0.0;52.0;51.0;8;3;9;2;2014;2;37.86666666666667
0;2;2;1;19;5;420.0;71.0;71.0;80.0;56.0;50.0;50.0;53.0;0.0;53.0;53.0;13;1;9;2;2014;1;16.46666666666667
1;2;7;1;19;5;450.0;65.0;65.0;66.0;69.0;67.0;67.0;62.0;0.0;53.0;89.0;8;3;9;3;2014;2;35.93333333333333
1;2;15;1;19;5;425.0;83.0;83.0;62.0;65.0;65.0;65.0;57.0;0.0;46.0;60.0;15;3;9;3;2014;2;35.2
0;2;11;1;19;5;431.0;54.0;54.0;80.0;65.0;71.0;71.0;55.0;0.0;51.0;89.0;11;5;9;3;2014;1;23.8
0;2;14;1;19;5;439.0;68.0;68.0;70.0;62.0;64.0;64.0;62.0;0.0;56.0;77.0;14;2;9;3;2014;2;33.2
0;1;4;1;19;5;463.0;65.0;65.0;59.0;69.0;71.0;71.0;57.0;0.0;65.0;100.0;10;3;9;3;2014;1;13.30769230769231
0;1;9;1;19;5;434.0;71.0;71.0;66.0;62.0;65.0;65.0;59.0;0.0;46.0;56.0;9;4;9;3;2014;1;8.76923076923077
0;2;13;1;19;5;440.0;74.0;74.0;62.0;77.0;60.0;60.0;53.0;0.0;53.0;66.0;8;3;9;3;2014;2;36.13333333333333
1;2;9;1;19;5;419.0;71.0;71.0;70.0;62.0;67.0;67.0;49.0;0.0;48.0;71.0;9;4;9;3;2014;2;36.6
1;1;16;1;19;5;437.0;74.0;74.0;62.0;65.0;67.0;67.0;64.0;0.0;46.0;60.0;16;2;9;3;2014;2;36.06666666666667
1;2;1;1;19;5;443.0;70.0;70.0;64.0;58.0;64.0;64.0;58.0;0.0;58.0;83.0;1;5;9;2;2014;2;37.0
0;1;8;1;19;5;438.0;71.0;71.0;66.0;61.0;62.0;62.0;57.0;0.0;58.0;54.0;8;3;9;2;2014;1;23.46666666666666
1;2;4;1;19;5;439.0;71.0;71.0;66.0;59.0;60.0;60.0;59.0;0.0;58.0;68.0;4;4;9;2;2014;2;37.73333333333333
1;2;4;1;19;5;440.0;71.0;71.0;62.0;69.0;60.0;60.0;55.0;0.0;50.0;56.0;15;3;9;3;2014;2;36.66666666666666
1;1;4;1;19;5;444.0;65.0;65.0;66.0;62.0;64.0;64.0;53.0;0.0;62.0;59.0;4;4;9;2;2014;2;39.06666666666667
1;1;16;1;19;5;425.0;68.0;68.0;74.0;59.0;56.0;56.0;61.0;0.0;50.0;54.0;7;5;9;2;2014;2;37.6
1;1;7;1;19;5;449.0;65.0;65.0;66.0;65.0;65.0;65.0;71.0;0.0;56.0;57.0;7;5;9;2;2014;2;38.53333333333333
1;2;14;1;19;5;451.0;83.0;83.0;50.0;69.0;64.0;64.0;64.0;0.0;56.0;63.0;10;3;9;3;2014;2;39.63333333333333
1;2;8;1;19;5;459.0;68.0;68.0;62.0;69.0;56.0;56.0;71.0;0.0;61.0;66.0;8;3;9;3;2014;2;34.43333333333333
0;1;10;1;19;5;429.0;71.0;71.0;66.0;61.0;65.0;65.0;55.0;0.0;52.0;56.0;9;4;9;3;2014;2;36.23333333333333
0;1;7;1;19;5;417.0;68.0;68.0;74.0;65.0;56.0;56.0;51.0;0.0;48.0;59.0;7;5;9;2;2014;2;35.2
1;2;19;1;19;5;454.0;76.0;76.0;47.0;52.0;91.0;91.0;55.0;0.0;69.0;68.0;6;5;9;2;2014;1;3.384615384615385
0;2;8;1;19;5;416.0;83.0;83.0;62.0;65.0;58.0;58.0;55.0;0.0;41.0;58.0;8;3;9;3;2014;1;28.71794871794872
0;2;11;1;19;5;414.0;62.0;62.0;80.0;54.0;58.0;58.0;57.0;0.0;46.0;47.0;11;5;9;2;2014;2;34.69230769230769
0;2;11;1;19;5;436.0;75.0;75.0;62.0;54.0;64.0;64.0;59.0;0.0;61.0;74.0;11;5;9;3;2014;2;33.23076923076923
0;1;8;1;19;5;433.0;61.0;61.0;75.0;63.0;56.0;56.0;60.0;0.0;57.0;63.0;18;3;9;2;2014;2;31.76923076923077
0;1;10;1;19;5;426.0;75.0;75.0;62.0;69.0;62.0;62.0;55.0;0.0;44.0;58.0;20;7;9;3;2014;1;14.30769230769231
1;2;11;1;19;5;460.0;68.0;68.0;59.0;76.0;62.0;62.0;67.0;0.0;69.0;59.0;11;5;9;2;2014;2;37.9
0;2;11;1;19;5;447.0;75.0;75.0;56.0;70.0;62.0;62.0;60.0;0.0;59.0;74.0;11;5;9;2;2014;2;36.6
0;2;17;1;19;5;451.0;75.0;75.0;53.0;77.0;62.0;62.0;57.0;0.0;59.0;77.0;10;3;9;2;2014;1;24.92307692307692
0;2;16;1;19;5;424.0;78.0;78.0;59.0;66.0;65.0;65.0;53.0;0.0;49.0;59.0;16;2;9;3;2014;2;34.4
1;2;15;1;19;5;422.0;71.0;71.0;66.0;54.0;62.0;62.0;55.0;0.0;48.0;89.0;15;3;9;3;2014;2;38.93333333333333
1;1;8;1;19;5;448.0;74.0;74.0;56.0;65.0;62.0;62.0;57.0;0.0;69.0;80.0;8;3;9;2;2014;2;37.26666666666667
0;2;17;1;19;5;439.0;65.0;65.0;66.0;61.0;62.0;62.0;64.0;0.0;58.0;100.0;16;2;9;3;2014;1;28.69230769230769
0;2;17;1;19;5;463.0;74.0;74.0;50.0;88.0;60.0;60.0;71.0;0.0;61.0;63.0;16;2;9;3;2014;2;35.26666666666667
0;2;1;1;19;5;415.0;68.0;68.0;70.0;56.0;62.0;62.0;53.0;0.0;47.0;51.0;10;3;9;3;2014;1;28.61538461538462
0;1;12;1;19;5;437.0;74.0;74.0;62.0;64.0;55.0;55.0;71.0;0.0;53.0;59.0;12;3;9;3;2014;2;33.16666666666666
0;2;10;1;19;5;446.0;71.0;71.0;55.0;70.0;64.0;64.0;55.0;0.0;59.0;74.0;11;5;9;3;2014;1;8.0
1;2;11;2;19;5;392.0;67.0;67.0;55.0;53.0;63.0;63.0;56.0;0.0;42.0;94.0;10;3;7;3;2014;2;34.84615384615385
0;2;8;1;19;5;362.0;46.0;46.0;62.0;55.0;58.0;58.0;58.0;0.0;33.0;83.0;8;3;7;2;2014;1;26.97435897435897
1;1;9;1;19;5;380.0;58.0;58.0;40.0;54.0;58.0;58.0;59.0;0.0;52.0;66.0;9;4;7;3;2014;2;31.0
0;1;1;1;19;5;436.0;68.0;68.0;74.0;59.0;60.0;60.0;51.0;0.0;61.0;52.0;1;5;6;1;2014;1;24.46153846153846
0;1;10;1;19;5;418.0;65.0;65.0;62.0;61.0;54.0;54.0;45.0;0.0;65.0;68.0;10;3;6;2;2014;2;36.33333333333334
0;1;9;1;19;5;396.0;57.0;57.0;59.0;62.0;58.0;58.0;55.0;0.0;48.0;58.0;9;4;6;2;2014;2;32.82051282051282
1;1;19;1;19;5;387.0;67.0;67.0;50.0;55.0;61.0;61.0;52.0;0.0;52.0;52.0;19;5;6;2;2014;2;35.2
0;1;10;1;19;5;458.0;74.0;74.0;79.0;70.0;52.0;52.0;60.0;0.0;54.0;54.0;10;3;9;3;2014;1;9.461538461538462
0;2;19;1;19;5;468.0;64.0;64.0;73.0;62.0;64.0;64.0;63.0;0.0;58.0;70.0;19;5;9;1;2014;1;8.076923076923077
0;1;10;1;19;5;436.0;74.0;74.0;74.0;57.0;65.0;65.0;51.0;0.0;56.0;58.0;7;5;9;2;2014;1;22.92307692307692
1;1;10;1;19;5;436.0;68.0;68.0;74.0;59.0;65.0;65.0;51.0;0.0;51.0;43.0;10;3;9;3;2014;2;31.53846153846154
0;1;10;1;19;5;436.0;83.0;83.0;62.0;69.0;58.0;58.0;59.0;0.0;48.0;57.0;9;4;9;3;2014;1;26.61538461538462
0;2;2;1;19;5;430.0;75.0;75.0;70.0;59.0;62.0;62.0;57.0;0.0;52.0;66.0;14;2;9;3;2014;1;27.84615384615385
1;1;16;1;19;5;437.0;71.0;71.0;65.0;66.0;64.0;64.0;55.0;0.0;53.0;50.0;8;3;9;2;2014;2;34.26666666666667
0;2;8;1;19;5;438.0;75.0;75.0;62.0;69.0;62.0;62.0;53.0;0.0;58.0;60.0;8;3;9;3;2014;2;35.53333333333333
1;1;8;1;19;5;437.0;86.0;86.0;55.0;59.0;62.0;62.0;63.0;0.0;53.0;43.0;19;5;9;2;2014;1;23.30769230769231
0;2;7;1;19;5;438.0;74.0;74.0;59.0;69.0;67.0;67.0;55.0;0.0;51.0;58.0;20;6;9;2;2014;2;34.26666666666667
0;1;14;1;19;5;442.0;71.0;71.0;62.0;69.0;60.0;60.0;45.0;0.0;66.0;57.0;9;4;9;3;2014;3;40.33333333333334
1;1;19;1;19;5;440.0;74.0;74.0;62.0;62.0;60.0;60.0;72.0;0.0;51.0;53.0;19;5;9;1;2014;2;35.26666666666667
0;1;8;1;19;5;388.0;89.0;89.0;70.0;59.0;48.0;48.0;47.0;0.0;37.0;47.0;15;3;9;3;2014;2;35.26666666666667
1;1;16;1;19;5;428.0;65.0;65.0;74.0;59.0;56.0;56.0;59.0;0.0;58.0;39.0;16;2;9;3;2014;2;34.48717948717949
0;1;10;1;19;5;450.0;74.0;74.0;53.0;65.0;65.0;65.0;59.0;0.0;61.0;66.0;10;3;9;2;2014;2;34.0
0;1;11;1;19;5;432.0;60.0;60.0;70.0;54.0;67.0;67.0;55.0;0.0;58.0;54.0;8;3;9;2;2014;2;35.06666666666667
0;2;16;1;19;5;436.0;68.0;68.0;62.0;69.0;58.0;58.0;55.0;0.0;56.0;46.0;18;3;9;3;2014;2;37.6
0;2;7;1;19;5;432.0;60.0;60.0;69.0;77.0;58.0;58.0;53.0;0.0;54.0;74.0;7;5;9;1;2014;2;32.5
1;2;4;1;19;5;427.0;76.0;76.0;59.0;55.0;68.0;68.0;55.0;0.0;60.0;50.0;4;4;9;2;2014;2;35.86666666666667
0;1;4;1;19;5;434.0;58.0;58.0;70.0;77.0;60.0;60.0;59.0;0.0;53.0;54.0;4;4;9;2;2014;1;16.96153846153846
0;2;11;1;19;5;414.0;71.0;71.0;70.0;62.0;52.0;52.0;53.0;0.0;51.0;47.0;11;5;9;3;2014;1;25.26923076923077
0;2;1;1;19;5;426.0;68.0;68.0;66.0;65.0;56.0;56.0;62.0;0.0;46.0;60.0;1;5;9;3;2014;2;31.96153846153846
0;2;7;1;19;5;447.0;68.0;68.0;56.0;77.0;64.0;64.0;57.0;0.0;62.0;74.0;7;5;9;1;2014;2;35.93333333333333
0;2;7;1;19;5;433.0;71.0;71.0;62.0;66.0;54.0;54.0;58.0;0.0;56.0;59.0;7;5;9;2;2014;3;40.6
0;1;8;1;19;5;412.0;59.0;59.0;74.0;56.0;67.0;67.0;49.0;0.0;50.0;39.0;8;3;9;3;2014;2;34.76923076923077
0;2;4;1;19;5;433.0;71.0;71.0;59.0;76.0;62.0;62.0;61.0;0.0;52.0;57.0;4;4;9;2;2014;1;12.30769230769231
0;2;7;1;19;5;441.0;65.0;65.0;62.0;70.0;60.0;60.0;60.0;0.0;63.0;47.0;7;5;9;2;2014;1;10.38461538461539
1;2;8;1;19;5;432.0;65.0;65.0;66.0;59.0;62.0;62.0;59.0;0.0;65.0;74.0;8;3;9;3;2014;2;36.03333333333333
0;2;19;1;19;5;423.0;75.0;75.0;56.0;59.0;71.0;71.0;55.0;0.0;50.0;66.0;19;5;9;3;2014;1;13.76923076923077
1;2;8;1;19;5;426.0;65.0;65.0;65.0;70.0;60.0;60.0;53.0;0.0;54.0;51.0;8;3;9;3;2014;2;32.8
0;2;8;1;19;5;415.0;65.0;65.0;74.0;69.0;48.0;48.0;55.0;0.0;55.0;66.0;8;3;9;3;2014;2;37.2
0;2;10;1;19;5;424.0;74.0;74.0;62.0;59.0;52.0;52.0;58.0;0.0;54.0;57.0;10;3;9;3;2014;1;28.0
0;1;19;1;19;5;440.0;58.0;58.0;66.0;65.0;58.0;58.0;64.0;0.0;56.0;51.0;20;6;9;2;2014;1;29.07692307692308
1;2;4;1;19;5;423.0;65.0;65.0;66.0;61.0;62.0;62.0;55.0;0.0;58.0;68.0;4;4;9;2;2014;3;40.46666666666667
0;2;4;1;19;5;433.0;63.0;63.0;66.0;56.0;58.0;58.0;59.0;0.0;65.0;45.0;15;3;9;3;2014;2;33.43333333333333
0;1;18;1;19;5;426.0;65.0;65.0;62.0;88.0;54.0;54.0;55.0;0.0;43.0;63.0;18;3;9;3;2014;2;38.23333333333333
0;1;10;1;19;5;412.0;65.0;65.0;70.0;56.0;56.0;56.0;53.0;0.0;55.0;59.0;10;3;9;3;2014;1;7.0
1;2;11;1;19;5;423.0;68.0;68.0;62.0;77.0;54.0;54.0;59.0;0.0;46.0;48.0;11;5;9;2;2014;2;32.38461538461539
1;1;9;1;19;5;409.0;62.0;62.0;73.0;66.0;52.0;52.0;53.0;0.0;51.0;54.0;9;4;9;3;2014;1;22.23076923076923
0;2;1;1;19;5;419.0;65.0;65.0;66.0;59.0;58.0;58.0;59.0;0.0;53.0;74.0;1;5;9;3;2014;1;12.4
0;2;11;1;19;5;423.0;68.0;68.0;62.0;65.0;56.0;56.0;61.0;0.0;50.0;71.0;11;5;9;3;2014;2;39.0
0;2;11;1;19;5;406.0;62.0;62.0;73.0;57.0;56.0;56.0;53.0;0.0;51.0;63.0;11;5;9;3;2014;2;31.82222222222222
1;1;10;1;19;5;443.0;65.0;65.0;59.0;55.0;60.0;60.0;58.0;0.0;77.0;58.0;11;5;9;3;2014;1;17.17777777777778
1;1;6;1;19;5;422.0;65.0;65.0;66.0;52.0;58.0;58.0;55.0;0.0;65.0;53.0;18;3;9;2;2014;2;39.2
0;2;11;1;19;5;419.0;80.0;80.0;53.0;57.0;60.0;60.0;59.0;0.0;50.0;75.0;11;5;9;2;2014;1;20.26923076923077
1;1;8;1;19;5;416.0;62.0;62.0;65.0;62.0;62.0;62.0;46.0;0.0;54.0;71.0;8;3;9;2;2014;2;35.33333333333334
1;2;2;1;19;5;426.0;68.0;68.0;59.0;65.0;60.0;60.0;55.0;0.0;58.0;71.0;11;5;9;3;2014;2;36.4
1;2;4;1;19;5;424.0;78.0;78.0;53.0;65.0;56.0;56.0;59.0;0.0;52.0;60.0;18;3;9;2;2014;2;37.8
1;2;5;1;19;5;419.0;65.0;65.0;66.0;59.0;56.0;56.0;55.0;0.0;59.0;46.0;5;6;9;2;2014;2;37.26666666666667
0;2;6;1;19;5;423.0;71.0;71.0;59.0;57.0;60.0;60.0;55.0;0.0;62.0;57.0;20;6;9;3;2014;2;32.96666666666667
1;1;18;1;19;5;425.0;57.0;57.0;65.0;70.0;65.0;65.0;55.0;0.0;54.0;74.0;18;3;9;2;2014;2;39.56666666666667
0;1;5;1;19;5;422.0;68.0;68.0;59.0;65.0;65.0;65.0;57.0;0.0;56.0;48.0;5;6;9;1;2014;2;36.4
0;1;18;1;19;5;419.0;71.0;71.0;59.0;66.0;58.0;58.0;62.0;0.0;48.0;53.0;18;3;9;2;2014;2;32.66666666666666
1;2;10;1;19;5;414.0;74.0;74.0;59.0;56.0;60.0;60.0;62.0;0.0;51.0;60.0;10;3;9;3;2014;2;32.2
1;1;1;1;19;5;421.0;65.0;65.0;62.0;55.0;65.0;65.0;58.0;0.0;59.0;53.0;1;5;9;3;2014;1;14.2
0;2;19;1;19;5;415.0;68.0;68.0;60.0;56.0;63.0;63.0;59.0;0.0;49.0;53.0;19;5;9;2;2014;1;28.69230769230769
1;1;19;1;19;5;418.0;68.0;68.0;65.0;59.0;53.0;53.0;55.0;0.0;69.0;36.0;19;5;9;3;2014;1;14.96153846153846
1;2;12;1;19;5;416.0;68.0;68.0;60.0;57.0;63.0;63.0;64.0;0.0;47.0;53.0;8;3;9;2;2014;1;29.73333333333333
0;1;18;1;19;5;411.0;68.0;68.0;62.0;65.0;56.0;56.0;53.0;0.0;50.0;58.0;18;3;9;2;2014;1;26.0
0;2;11;1;19;5;406.0;57.0;57.0;74.0;65.0;52.0;52.0;53.0;0.0;51.0;42.0;11;5;9;3;2014;2;32.03846153846154
0;2;11;1;19;5;412.0;59.0;59.0;66.0;65.0;65.0;65.0;57.0;0.0;48.0;71.0;19;5;9;2;2014;1;3.0
0;2;8;1;19;5;400.0;60.0;60.0;70.0;59.0;58.0;58.0;47.0;0.0;47.0;68.0;8;3;9;3;2014;2;32.66666666666666
1;1;18;1;19;5;413.0;65.0;65.0;59.0;61.0;68.0;68.0;49.0;0.0;52.0;63.0;4;4;9;2;2014;2;35.43333333333333
0;2;5;1;19;5;416.0;62.0;62.0;62.0;69.0;62.0;62.0;53.0;0.0;51.0;74.0;5;6;9;2;2014;1;18.92307692307692
0;1;2;1;19;5;409.0;71.0;71.0;62.0;59.0;52.0;52.0;47.0;0.0;61.0;66.0;12;3;9;3;2014;1;28.93589743589743
0;1;12;1;19;5;412.0;65.0;65.0;62.0;70.0;50.0;50.0;51.0;0.0;46.0;51.0;3;1;9;2;2014;1;11.96153846153846
0;1;8;1;19;5;411.0;60.0;60.0;66.0;54.0;58.0;58.0;57.0;0.0;52.0;58.0;8;3;9;2;2014;2;35.0
0;2;9;1;19;5;390.0;60.0;60.0;74.0;52.0;52.0;52.0;59.0;0.0;36.0;40.0;9;4;9;3;2014;2;32.53333333333333
0;1;8;1;19;5;388.0;64.0;64.0;48.0;49.0;52.0;52.0;53.0;0.0;51.0;47.0;8;3;7;1;2014;1;19.25641025641026
0;1;10;1;19;5;362.0;60.0;60.0;56.0;43.0;56.0;56.0;53.0;0.0;43.0;45.0;8;3;7;2;2014;1;28.6025641025641
1;2;10;1;19;5;356.87;50.18;50.18;56.97;52.28;50.31;50.31;49.94;0.0;51.03;52.08;19;5;7;2;2014;1;28.11538461538462
0;1;8;1;19;5;366.0;52.0;52.0;45.0;57.0;44.0;44.0;58.0;0.0;58.0;65.0;8;3;7;2;2014;2;31.66666666666667
0;1;5;1;19;5;404.0;54.0;54.0;62.0;51.0;54.0;54.0;62.0;0.0;56.0;42.0;5;6;4;1;2014;2;31.73333333333333
1;2;10;1;19;5;370.0;47.0;47.0;56.0;52.0;56.0;56.0;59.0;0.0;44.0;71.0;10;3;4;3;2014;1;25.51111111111111
0;1;11;1;19;5;397.0;59.0;59.0;66.0;54.0;52.0;52.0;59.0;0.0;46.0;58.0;11;5;5;2;2014;2;31.69230769230769
1;2;8;1;19;5;411.0;65.0;65.0;56.0;66.0;48.0;48.0;65.0;0.0;46.0;57.0;8;3;9;2;2014;3;41.33333333333334
0;2;11;1;19;5;449.0;85.0;85.0;73.0;59.0;57.0;57.0;64.0;0.0;49.0;57.0;11;5;9;3;2015;2;31.21111111111111
1;2;9;1;19;5;443.0;77.0;77.0;74.0;57.0;57.0;57.0;62.0;0.0;53.0;75.0;9;4;9;3;2015;2;31.23076923076923
0;2;18;1;19;5;462.0;65.0;65.0;77.0;59.0;55.0;55.0;69.0;0.0;65.0;60.0;18;3;9;2;2015;1;29.91025641025641
0;2;11;1;19;5;443.0;70.0;70.0;61.0;65.0;61.0;61.0;65.0;0.0;58.0;83.0;11;5;9;2;2015;1;23.61538461538462
0;1;8;1;19;5;433.0;69.0;69.0;60.0;83.0;60.0;60.0;54.0;0.0;48.0;39.0;20;6;9;2;2015;2;34.30769230769231
1;2;1;3;19;5;420.0;65.0;65.0;69.0;60.0;61.0;61.0;53.0;0.0;55.0;75.0;1;5;9;4;2015;2;35.15384615384615
1;2;9;1;19;5;406.0;77.0;77.0;65.0;57.0;55.0;55.0;54.0;0.0;42.0;60.0;9;4;9;3;2015;2;35.83333333333334
0;2;18;0;19;5;419.0;56.0;56.0;73.0;63.0;63.0;63.0;55.0;0.0;46.0;46.0;18;3;9;2;2015;1;27.21794871794872
0;2;11;1;19;5;418.0;71.0;71.0;62.0;66.0;65.0;65.0;60.0;0.0;51.0;56.0;11;5;9;3;2015;1;19.69230769230769
1;2;18;1;19;5;427.0;78.0;78.0;53.0;57.0;60.0;60.0;55.0;0.0;59.0;89.0;14;2;9;3;2015;2;32.76923076923077
0;1;9;1;19;5;420.0;70.0;70.0;62.0;61.0;57.0;57.0;62.0;0.0;50.0;60.0;9;4;9;3;2015;1;16.53846153846154
1;1;12;1;19;5;373.0;50.0;50.0;53.0;56.0;62.0;62.0;53.0;0.0;40.0;59.0;13;1;7;3;2015;2;34.26666666666667
1;1;7;1;19;5;400.0;76.0;76.0;59.0;58.0;50.0;50.0;48.0;0.0;59.0;47.0;7;5;4;2;2015;2;34.96666666666667
1;1;11;1;19;5;363.0;63.0;63.0;53.0;57.0;54.0;54.0;55.0;0.0;38.0;46.0;11;5;6;2;2015;2;35.73333333333333
0;2;7;1;19;5;444.0;86.0;86.0;69.0;52.0;58.0;58.0;58.0;0.0;59.0;53.0;7;5;9;1;2015;1;12.91025641025641
1;1;9;1;19;5;378.0;59.0;59.0;56.0;54.0;54.0;54.0;55.0;0.0;47.0;47.0;9;4;5;2;2015;2;36.6
1;2;10;1;19;5;387.0;74.0;68.0;0.0;0.0;0.0;78.0;78.0;0.0;0.0;73.0;10;3;9;3;2015;3;42.93333333333333
0;2;8;1;19;5;377.0;74.0;68.0;0.0;0.0;0.0;72.0;75.0;0.0;0.0;93.0;9;4;9;4;2015;2;35.06666666666667
1;1;18;1;19;5;357.0;89.0;77.0;0.0;0.0;0.0;67.0;66.0;0.0;0.0;88.0;8;3;9;2;2015;2;39.23333333333333
0;2;12;1;19;5;372.0;75.0;65.0;0.0;0.0;0.0;75.0;72.0;0.0;0.0;93.0;12;3;9;3;2015;2;36.07692307692308
0;2;7;1;19;5;358.0;81.0;84.0;0.0;0.0;0.0;72.0;71.0;0.0;0.0;71.0;7;5;9;2;2015;1;26.38461538461538
1;2;7;1;19;5;358.0;77.0;74.0;0.0;0.0;0.0;67.0;72.0;0.0;0.0;93.0;7;5;9;2;2015;1;27.5
0;1;12;1;19;5;361.0;77.0;68.0;0.0;0.0;0.0;72.0;70.0;0.0;0.0;75.0;12;3;9;3;2015;2;36.26666666666667
0;1;11;1;19;5;359.0;66.0;65.0;0.0;0.0;0.0;72.0;81.0;0.0;0.0;75.0;11;5;9;3;2015;1;12.88461538461539
0;1;13;1;19;5;349.0;72.0;65.0;0.0;0.0;0.0;69.0;77.0;0.0;0.0;73.0;8;3;9;2;2015;1;26.61538461538462
0;2;10;1;19;5;356.0;74.0;74.0;0.0;0.0;0.0;58.0;71.0;0.0;0.0;73.0;10;3;9;3;2015;1;17.23076923076923
1;1;14;1;19;5;348.0;72.0;74.0;0.0;0.0;0.0;67.0;73.0;0.0;0.0;85.0;16;2;9;3;2015;2;31.07692307692308
0;1;8;1;19;5;338.0;79.0;77.0;0.0;0.0;0.0;61.0;72.0;0.0;0.0;57.0;8;3;9;3;2015;1;13.47435897435898
0;2;16;1;19;5;347.0;75.0;74.0;0.0;0.0;0.0;65.0;70.0;0.0;0.0;88.0;16;2;9;3;2015;2;35.13333333333333
1;2;10;1;19;5;343.0;79.0;74.0;0.0;0.0;0.0;61.0;69.0;0.0;0.0;65.0;10;3;9;3;2015;2;36.13333333333333
0;2;16;1;19;5;345.0;69.0;71.0;0.0;0.0;0.0;70.0;75.0;0.0;0.0;84.0;16;2;9;3;2015;2;33.01111111111111
