GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;RENDIMIENTO_UNO;PROMEDIO_UNO
0;0;8;0;0;0;358.0;83.0;77.0;0.0;0.0;0.0;67.0;72.0;0.0;0.0;57.0;8;3;9;2;2015;2;30.46153846153846
0;0;20;0;0;0;356.0;81.0;81.0;0.0;0.0;0.0;67.0;74.0;0.0;0.0;59.0;20;6;9;2;2015;1;2.692307692307693
0;0;7;0;0;0;362.0;79.0;81.0;0.0;0.0;0.0;59.0;74.0;0.0;0.0;61.0;7;5;9;2;2015;2;31.4
1;0;12;0;0;0;371.0;75.0;67.0;0.0;0.0;0.0;65.0;69.0;0.0;0.0;95.0;12;3;9;3;2015;1;28.92307692307692
0;0;6;0;0;0;347.0;79.0;70.0;0.0;0.0;0.0;64.0;75.0;0.0;0.0;49.0;19;5;9;2;2015;2;32.8
1;0;16;0;0;0;361.0;75.0;77.0;0.0;0.0;0.0;69.0;70.0;0.0;0.0;74.0;14;2;9;3;2015;2;35.2
1;0;20;0;0;0;352.0;73.0;77.0;0.0;0.0;0.0;71.0;75.0;0.0;0.0;60.0;20;6;9;3;2015;2;31.56666666666667
0;0;6;0;0;0;335.0;86.0;81.0;0.0;0.0;0.0;59.0;69.0;0.0;0.0;70.0;6;5;9;2;2015;2;35.8
0;0;8;0;0;0;342.0;81.0;81.0;0.0;0.0;0.0;69.0;70.0;0.0;0.0;49.0;8;3;9;2;2015;1;30.0
1;0;11;0;0;0;347.0;81.0;86.0;0.0;0.0;0.0;62.0;68.0;0.0;0.0;62.0;11;5;9;2;2015;2;35.46666666666667
0;0;20;0;0;0;358.0;71.0;73.0;0.0;0.0;0.0;67.0;72.0;0.0;0.0;72.0;20;6;9;3;2015;1;22.61538461538462
1;0;20;0;0;0;353.0;73.0;81.0;0.0;0.0;0.0;69.0;72.0;0.0;0.0;62.0;20;6;9;1;2015;2;34.13333333333333
0;0;20;0;0;0;337.0;77.0;77.0;0.0;0.0;0.0;64.0;75.0;0.0;0.0;49.0;20;6;9;2;2015;1;27.86666666666667
0;0;8;0;0;0;355.0;73.0;77.0;0.0;0.0;0.0;67.0;70.0;0.0;0.0;72.0;8;3;9;2;2015;2;30.26666666666667
1;0;20;0;0;0;349.0;79.0;70.0;0.0;0.0;0.0;59.0;68.0;0.0;0.0;68.0;20;6;9;3;2015;2;30.9
0;0;20;0;0;0;348.0;71.0;73.0;0.0;0.0;0.0;59.0;76.0;0.0;0.0;65.0;20;6;9;3;2015;2;30.92307692307692
0;0;10;0;0;0;345.0;75.0;73.0;0.0;0.0;0.0;64.0;72.0;0.0;0.0;43.0;11;5;9;2;2015;1;21.57692307692308
1;0;4;0;0;0;345.0;79.0;86.0;0.0;0.0;0.0;62.0;67.0;0.0;0.0;66.0;20;7;9;2;2015;2;34.8
0;0;11;0;0;0;337.0;75.0;73.0;0.0;0.0;0.0;61.0;74.0;0.0;0.0;65.0;11;5;9;2;2015;2;34.86666666666667
1;0;20;0;0;0;349.0;70.0;73.0;0.0;0.0;0.0;69.0;72.0;0.0;0.0;62.0;20;6;9;2;2015;2;34.63333333333333
0;0;20;0;0;0;355.0;67.0;62.0;0.0;0.0;0.0;73.0;72.0;0.0;0.0;65.0;20;6;9;3;2015;2;34.73333333333333
0;0;20;0;0;0;346.0;67.0;67.0;0.0;0.0;0.0;69.0;76.0;0.0;0.0;62.0;20;6;9;2;2015;2;33.46666666666667
1;0;20;0;0;0;335.0;77.0;86.0;0.0;0.0;0.0;59.0;72.0;0.0;0.0;55.0;20;6;9;2;2015;2;37.8
0;0;20;0;0;0;441.0;68.0;68.0;83.0;71.0;57.0;57.0;58.0;0.0;50.0;49.0;20;6;9;3;2015;1;22.61538461538462
0;0;20;0;0;0;415.0;84.0;84.0;60.0;56.0;60.0;60.0;49.0;0.0;48.0;45.0;20;6;9;2;2015;2;30.92307692307692
1;0;16;0;0;0;438.0;65.0;65.0;60.0;56.0;78.0;78.0;52.0;0.0;69.0;52.0;7;5;9;2;2015;1;3.538461538461538
0;0;20;0;0;0;351.0;79.0;81.0;0.0;0.0;0.0;65.0;70.0;0.0;0.0;43.0;10;3;4;3;2015;1;17.30769230769231
1;0;18;0;0;0;356.0;75.0;73.0;0.0;0.0;0.0;64.0;76.0;0.0;0.0;53.0;18;3;6;2;2015;2;35.86666666666667
1;0;20;0;0;0;299.0;65.0;64.0;0.0;0.0;0.0;62.0;61.0;0.0;0.0;37.0;20;6;5;1;2015;1;18.93589743589744
0;0;20;0;0;0;310.0;53.0;54.0;0.0;0.0;0.0;65.0;64.0;0.0;0.0;62.0;20;6;5;0;2015;1;22.23076923076923
1;0;20;0;0;0;296.0;62.0;64.0;0.0;0.0;0.0;56.0;58.0;0.0;0.0;55.0;20;6;5;2;2015;1;27.20512820512821
0;0;20;0;0;0;419.56;63.47;63.47;62.03;61.2;58.25;58.25;63.88;0.0;51.03;53.27;20;6;9;3;2015;2;33.53333333333333
0;0;20;0;0;0;401.0;73.0;73.0;57.0;62.0;63.0;63.0;54.0;0.0;33.0;35.0;11;5;9;2;2015;1;17.53846153846154
0;0;20;0;0;0;355.0;70.0;73.0;0.0;0.0;0.0;76.0;68.0;0.0;0.0;58.0;20;6;9;1;2015;2;34.43333333333333
0;0;8;0;0;0;337.0;71.0;77.0;0.0;0.0;0.0;59.0;75.0;0.0;0.0;59.0;16;2;9;3;2015;2;34.43333333333333
0;0;10;0;0;0;348.0;71.0;76.0;0.0;0.0;0.0;68.0;70.0;0.0;0.0;60.0;19;5;9;1;2015;2;33.56666666666667
0;0;16;0;0;0;341.0;77.0;77.0;0.0;0.0;0.0;64.0;68.0;0.0;0.0;58.0;20;6;9;3;2015;2;33.33333333333334
1;0;11;0;0;0;341.0;73.0;67.0;0.0;0.0;0.0;62.0;72.0;0.0;0.0;67.0;11;5;9;3;2015;1;28.69230769230769
1;0;1;0;0;0;337.0;71.0;77.0;0.0;0.0;0.0;61.0;75.0;0.0;0.0;57.0;11;5;9;2;2015;2;35.26666666666667
0;0;18;0;0;0;369.0;83.0;81.0;0.0;0.0;0.0;73.0;70.0;0.0;0.0;68.0;18;3;9;2;2015;2;33.8
0;0;15;0;0;0;367.0;87.0;0.0;0.0;0.0;0.0;63.0;70.0;67.0;0.0;93.0;15;3;9;3;2016;2;38.06666666666667
0;0;7;0;0;0;373.0;80.0;0.0;0.0;0.0;0.0;69.0;71.0;78.0;0.0;76.0;7;5;9;2;2016;2;31.23076923076923
0;0;1;0;0;0;356.0;87.0;0.0;0.0;0.0;0.0;60.0;70.0;68.0;0.0;70.0;11;5;9;2;2016;2;34.61538461538461
1;0;1;0;0;0;374.0;80.0;0.0;0.0;0.0;0.0;73.0;76.0;74.0;0.0;64.0;11;5;9;3;2016;2;37.0
1;0;18;0;0;0;377.0;88.0;0.0;0.0;0.0;0.0;65.0;84.0;67.0;0.0;68.0;15;3;9;3;2016;2;37.8
0;0;8;0;0;0;352.0;84.0;0.0;0.0;0.0;0.0;63.0;70.0;70.0;0.0;54.0;4;4;9;2;2016;2;37.86666666666667
1;0;9;0;0;0;354.0;84.0;0.0;0.0;0.0;0.0;65.0;71.0;63.0;0.0;71.0;9;4;9;3;2016;1;24.4
0;0;10;0;0;0;383.0;93.0;0.0;0.0;0.0;0.0;74.0;74.0;62.0;0.0;88.0;10;3;9;3;2016;2;39.38461538461539
0;0;1;0;0;0;387.0;87.0;0.0;0.0;0.0;0.0;73.0;78.0;70.0;0.0;82.0;1;5;9;3;2016;2;34.84615384615385
1;0;10;0;0;0;358.0;80.0;0.0;0.0;0.0;0.0;71.0;70.0;65.0;0.0;73.0;10;3;9;3;2016;2;34.80769230769231
0;0;9;0;0;0;378.0;82.0;0.0;0.0;0.0;0.0;65.0;74.0;81.0;0.0;76.0;8;3;9;2;2016;2;37.06666666666667
1;0;19;0;0;0;368.0;96.0;0.0;0.0;0.0;0.0;67.0;67.0;65.0;0.0;73.0;19;5;9;1;2016;2;37.2
1;0;9;0;0;0;364.0;90.0;0.0;0.0;0.0;0.0;71.0;62.0;68.0;0.0;74.0;9;4;9;3;2016;2;38.84615384615385
0;0;9;0;0;0;405.0;96.0;0.0;0.0;0.0;0.0;69.0;90.0;70.0;0.0;77.0;9;4;9;3;2016;3;41.73333333333333
1;0;20;0;0;0;364.0;84.0;0.0;0.0;0.0;0.0;65.0;70.0;68.0;0.0;85.0;20;6;9;2;2016;1;17.61538461538462
0;0;20;0;0;0;353.0;77.0;0.0;0.0;0.0;0.0;75.0;73.0;64.0;0.0;52.0;20;6;9;2;2016;1;27.38461538461538
1;0;7;0;0;0;367.0;93.0;0.0;0.0;0.0;0.0;74.0;71.0;56.0;0.0;71.0;19;5;9;2;2016;2;34.11538461538461
0;0;6;0;0;0;382.0;84.0;0.0;0.0;0.0;0.0;73.0;72.0;76.0;0.0;79.0;6;5;9;3;2016;2;35.33333333333334
0;0;8;0;0;0;365.0;82.0;0.0;0.0;0.0;0.0;63.0;76.0;74.0;0.0;63.0;8;3;9;3;2016;3;41.76923076923077
1;0;16;0;0;0;371.0;74.0;0.0;0.0;0.0;0.0;67.0;71.0;84.0;0.0;77.0;7;5;9;2;2016;3;40.26666666666667
0;0;9;0;0;0;372.0;74.0;0.0;0.0;0.0;0.0;71.0;70.0;81.0;0.0;80.0;9;4;9;3;2016;1;12.53846153846154
0;0;8;0;0;0;367.0;82.0;0.0;0.0;0.0;0.0;69.0;71.0;67.0;0.0;88.0;8;3;9;2;2016;2;37.84615384615385
1;0;11;0;0;0;395.0;100.0;0.0;0.0;0.0;0.0;76.0;76.0;65.0;0.0;77.0;11;5;9;2;2016;3;40.73333333333333
0;0;4;0;0;0;368.0;82.0;0.0;0.0;0.0;0.0;65.0;79.0;70.0;0.0;70.0;4;4;9;3;2016;2;37.66666666666666
0;0;15;0;0;0;366.0;84.0;0.0;0.0;0.0;0.0;69.0;77.0;63.0;0.0;73.0;15;3;9;3;2016;2;37.13333333333333
1;0;20;0;0;0;362.0;82.0;0.0;0.0;0.0;0.0;74.0;65.0;70.0;0.0;67.0;4;4;9;3;2016;1;20.0
1;0;11;0;0;0;379.0;77.0;0.0;0.0;0.0;0.0;69.0;81.0;76.0;0.0;76.0;11;5;9;2;2016;2;36.13333333333333
1;0;5;0;0;0;367.0;80.0;0.0;0.0;0.0;0.0;71.0;71.0;74.0;0.0;67.0;5;6;9;1;2016;2;32.15384615384615
0;0;11;0;0;0;367.0;82.0;0.0;0.0;0.0;0.0;57.0;90.0;68.0;0.0;63.0;11;5;9;2;2016;1;13.84615384615385
0;0;8;0;0;0;356.0;78.0;0.0;0.0;0.0;0.0;61.0;76.0;68.0;0.0;77.0;8;3;9;3;2016;2;36.23333333333333
1;0;7;0;0;0;370.0;78.0;0.0;0.0;0.0;0.0;73.0;72.0;68.0;0.0;88.0;7;5;9;2;2016;1;1.384615384615385
0;0;8;0;0;0;362.0;84.0;0.0;0.0;0.0;0.0;63.0;74.0;68.0;0.0;73.0;8;3;9;2;2016;1;26.5
0;0;11;0;0;0;369.0;80.0;0.0;0.0;0.0;0.0;80.0;71.0;62.0;0.0;80.0;11;5;9;3;2016;1;10.23076923076923
0;0;6;0;0;0;372.0;90.0;0.0;0.0;0.0;0.0;62.0;78.0;66.0;0.0;79.0;6;5;9;3;2016;1;4.538461538461538
0;0;1;0;0;0;367.0;89.0;0.0;0.0;0.0;0.0;69.0;68.0;65.0;0.0;80.0;1;5;9;3;2016;2;38.96666666666667
0;0;2;0;0;0;380.0;87.0;0.0;0.0;0.0;0.0;67.0;74.0;76.0;0.0;76.0;13;1;9;4;2016;2;33.63333333333333
1;0;8;0;0;0;393.0;80.0;0.0;0.0;0.0;0.0;93.0;74.0;70.0;0.0;70.0;8;3;9;2;2016;3;40.63333333333333
0;0;11;0;0;0;354.0;78.0;0.0;0.0;0.0;0.0;65.0;80.0;57.0;0.0;80.0;11;5;9;3;2016;1;5.461538461538462
0;0;9;0;0;0;338.0;87.0;0.0;0.0;0.0;0.0;58.0;71.0;56.0;0.0;63.0;9;4;9;2;2016;1;20.30769230769231
1;0;10;0;0;0;375.0;70.0;0.0;0.0;0.0;0.0;80.0;70.0;76.0;0.0;88.0;20;6;9;2;2016;1;2.615384615384615
1;0;1;0;0;0;386.0;82.0;0.0;0.0;0.0;0.0;80.0;81.0;66.0;0.0;77.0;1;5;9;3;2016;0;0.0
0;0;11;0;0;0;369.0;78.0;0.0;0.0;0.0;0.0;67.0;74.0;74.0;0.0;80.0;11;5;9;4;2016;1;13.0
1;0;12;0;0;0;371.0;84.0;0.0;0.0;0.0;0.0;76.0;64.0;70.0;0.0;82.0;12;3;9;3;2016;1;15.92307692307692
0;0;10;0;0;0;455.0;100.0;0.0;0.0;0.0;0.0;84.0;96.0;86.0;0.0;85.0;10;3;9;3;2016;1;1.076923076923077
0;0;1;0;0;0;398.0;93.0;0.0;0.0;0.0;0.0;69.0;83.0;74.0;0.0;79.0;9;4;9;3;2016;0;0.0
1;0;18;0;0;0;374.0;82.0;0.0;0.0;0.0;0.0;74.0;71.0;68.0;0.0;88.0;18;3;9;3;2016;3;41.0
0;0;9;0;0;0;373.0;84.0;0.0;0.0;0.0;0.0;71.0;71.0;72.0;0.0;77.0;9;4;9;2;2016;1;13.92307692307692
0;0;8;0;0;0;361.0;84.0;0.0;0.0;0.0;0.0;65.0;70.0;76.0;0.0;53.0;8;3;9;2;2016;1;7.615384615384615
0;0;7;0;0;0;373.0;75.0;0.0;0.0;0.0;0.0;77.0;84.0;65.0;0.0;68.0;7;5;9;3;2016;2;35.73333333333333
1;0;15;0;0;0;347.0;90.0;0.0;0.0;0.0;0.0;53.0;69.0;68.0;0.0;63.0;15;3;9;3;2016;1;13.76923076923077
0;0;8;0;0;0;352.0;82.0;0.0;0.0;0.0;0.0;62.0;73.0;70.0;0.0;54.0;8;3;9;2;2016;1;5.5
0;0;8;0;0;0;355.0;78.0;0.0;0.0;0.0;0.0;69.0;73.0;62.0;0.0;77.0;8;3;9;3;2016;2;32.61538461538461
0;0;11;0;0;0;352.0;80.0;0.0;0.0;0.0;0.0;67.0;79.0;60.0;0.0;58.0;11;5;9;2;2016;2;32.1
1;0;18;0;0;0;374.0;84.0;0.0;0.0;0.0;0.0;71.0;68.0;79.0;0.0;67.0;18;3;9;2;2016;2;39.56666666666667
1;0;17;0;0;0;355.0;87.0;0.0;0.0;0.0;0.0;60.0;71.0;68.0;0.0;64.0;16;2;9;3;2016;3;40.4
1;0;10;0;0;0;352.0;89.0;0.0;0.0;0.0;0.0;60.0;75.0;59.0;0.0;65.0;10;3;9;3;2016;2;35.4
0;0;10;0;0;0;385.0;85.0;0.0;0.0;0.0;0.0;72.0;73.0;77.0;0.0;79.0;10;3;9;3;2016;2;32.69230769230769
1;0;8;0;0;0;374.0;77.0;0.0;0.0;0.0;0.0;77.0;79.0;66.0;0.0;76.0;8;3;9;3;2016;2;38.6
0;0;10;0;0;0;387.0;92.0;0.0;0.0;0.0;0.0;60.0;87.0;74.0;0.0;67.0;10;3;9;2;2016;1;5.538461538461538
0;0;10;0;0;0;356.0;76.0;0.0;0.0;0.0;0.0;62.0;76.0;70.0;0.0;73.0;10;3;9;3;2016;1;29.1
0;0;3;0;0;0;351.0;83.0;0.0;0.0;0.0;0.0;58.0;70.0;68.0;0.0;76.0;5;6;9;2;2016;2;32.07692307692308
0;0;20;0;0;0;357.0;84.0;0.0;0.0;0.0;0.0;62.0;67.0;70.0;0.0;79.0;20;6;9;3;2016;2;33.86666666666667
1;0;9;0;0;0;342.0;84.0;0.0;0.0;0.0;0.0;57.0;76.0;58.0;0.0;64.0;10;3;9;2;2016;2;37.53333333333333
0;0;11;0;0;0;348.0;84.0;0.0;0.0;0.0;0.0;60.0;71.0;68.0;0.0;55.0;11;5;9;3;2016;2;37.33333333333334
0;0;15;0;0;0;403.0;90.0;0.0;0.0;0.0;0.0;80.0;74.0;74.0;0.0;94.0;8;3;9;3;2016;2;39.26666666666667
1;0;13;0;0;0;359.0;84.0;0.0;0.0;0.0;0.0;69.0;67.0;63.0;0.0;85.0;8;3;9;4;2016;2;36.43333333333333
0;0;10;0;0;0;360.0;82.0;0.0;0.0;0.0;0.0;67.0;73.0;65.0;0.0;74.0;8;3;9;3;2016;1;23.76923076923077
0;0;9;0;0;0;382.0;100.0;0.0;0.0;0.0;0.0;63.0;74.0;68.0;0.0;79.0;9;4;9;3;2016;2;34.73076923076923
0;0;5;0;0;0;372.0;80.0;0.0;0.0;0.0;0.0;74.0;74.0;65.0;0.0;88.0;6;5;9;3;2016;1;19.04166666666667
1;0;1;0;0;0;355.0;84.0;0.0;0.0;0.0;0.0;63.0;67.0;65.0;0.0;85.0;11;5;9;2;2016;2;37.46153846153846
0;0;10;0;0;0;381.0;78.0;0.0;0.0;0.0;0.0;71.0;76.0;76.0;0.0;88.0;10;3;9;3;2016;1;24.23076923076923
1;0;11;0;0;0;378.0;80.0;0.0;0.0;0.0;0.0;74.0;73.0;76.0;0.0;74.0;11;5;9;2;2016;1;21.46153846153846
0;0;7;0;0;0;380.0;87.0;0.0;0.0;0.0;0.0;67.0;81.0;70.0;0.0;74.0;8;3;9;2;2016;3;40.8
1;0;11;0;0;0;371.0;80.0;0.0;0.0;0.0;0.0;71.0;76.0;65.0;0.0;88.0;11;5;9;3;2016;2;38.33333333333334
1;0;16;0;0;0;383.0;76.0;0.0;0.0;0.0;0.0;80.0;76.0;72.0;0.0;85.0;16;2;9;3;2016;2;38.53333333333333
1;0;4;0;0;0;381.0;84.0;0.0;0.0;0.0;0.0;77.0;74.0;68.0;0.0;82.0;18;3;9;3;2016;1;23.84615384615385
0;0;11;0;0;0;382.0;78.0;0.0;0.0;0.0;0.0;73.0;76.0;79.0;0.0;76.0;11;5;9;3;2016;2;34.23076923076923
0;0;18;0;0;0;366.0;93.0;0.0;0.0;0.0;0.0;62.0;76.0;65.0;0.0;64.0;3;1;9;2;2016;2;37.2
0;0;1;0;0;0;372.0;74.0;0.0;0.0;0.0;0.0;67.0;73.0;84.0;0.0;73.0;1;5;9;3;2016;3;41.2
0;0;6;0;0;0;371.0;80.0;0.0;0.0;0.0;0.0;71.0;76.0;67.0;0.0;82.0;8;3;9;2;2016;1;22.30769230769231
0;0;6;0;0;0;316.0;63.0;0.0;0.0;0.0;0.0;62.0;67.0;68.0;0.0;41.0;18;3;7;3;2016;2;38.73333333333333
0;0;8;0;0;0;289.0;68.0;0.0;0.0;0.0;0.0;47.0;57.0;62.0;0.0;49.0;8;3;7;2;2016;2;36.96666666666667
1;0;8;0;0;0;349.0;79.0;0.0;0.0;0.0;0.0;67.0;63.0;74.0;0.0;59.0;8;3;4;2;2016;2;38.13333333333333
0;0;19;0;0;0;311.0;68.0;0.0;0.0;0.0;0.0;61.0;66.0;58.0;0.0;49.0;5;6;7;2;2016;1;16.19230769230769
1;0;20;0;0;0;285.0;54.0;0.0;0.0;0.0;0.0;54.0;58.0;61.0;0.0;60.0;7;5;7;2;2016;3;40.33333333333334
0;0;1;0;0;0;292.0;65.0;0.0;0.0;0.0;0.0;58.0;54.0;58.0;0.0;55.0;5;6;5;2;2016;2;32.56666666666667
1;0;1;0;0;0;289.0;60.0;0.0;0.0;0.0;0.0;63.0;56.0;53.0;0.0;55.0;8;3;5;2;2016;1;13.07692307692308
1;0;20;0;0;0;292.0;53.0;0.0;0.0;0.0;0.0;63.0;64.0;59.0;0.0;42.0;20;6;5;0;2016;1;24.64102564102564
0;0;10;0;0;0;358.0;81.0;0.0;0.0;0.0;0.0;66.0;68.0;72.0;0.0;70.0;10;3;9;3;2016;2;37.93333333333333
0;0;11;0;0;0;351.0;78.0;0.0;0.0;0.0;0.0;67.0;70.0;63.0;0.0;79.0;11;5;9;2;2016;2;38.66666666666666
0;0;4;0;0;0;358.0;74.0;0.0;0.0;0.0;0.0;67.0;74.0;72.0;0.0;70.0;8;3;9;2;2016;1;25.69230769230769
0;0;17;0;0;0;353.0;78.0;0.0;0.0;0.0;0.0;63.0;71.0;70.0;0.0;73.0;7;5;9;2;2016;3;40.16666666666666
0;0;3;0;0;0;356.0;78.0;0.0;0.0;0.0;0.0;71.0;70.0;67.0;0.0;68.0;8;3;9;3;2016;2;38.46666666666667
0;0;11;0;0;0;349.0;75.0;0.0;0.0;0.0;0.0;65.0;75.0;64.0;0.0;70.0;11;5;9;3;2016;2;38.46666666666667
0;0;12;0;0;0;363.0;76.0;0.0;0.0;0.0;0.0;67.0;71.0;78.0;0.0;68.0;11;5;9;2;2016;2;37.46666666666667
0;0;9;0;0;0;344.0;82.0;0.0;0.0;0.0;0.0;55.0;74.0;65.0;0.0;67.0;9;4;9;3;2016;1;23.38461538461538
0;0;9;0;0;0;361.0;80.0;0.0;0.0;0.0;0.0;69.0;66.0;72.0;0.0;77.0;9;4;9;2;2016;2;33.0
1;0;10;0;0;0;356.0;79.0;0.0;0.0;0.0;0.0;71.0;67.0;67.0;0.0;74.0;10;3;9;3;2016;2;38.69230769230769
0;0;11;0;0;0;356.0;72.0;0.0;0.0;0.0;0.0;67.0;76.0;67.0;0.0;79.0;11;5;9;2;2016;2;37.13333333333333
0;0;10;0;0;0;350.0;82.0;0.0;0.0;0.0;0.0;61.0;68.0;67.0;0.0;77.0;10;3;9;2;2016;2;34.69230769230769
0;0;20;0;0;0;361.0;74.0;0.0;0.0;0.0;0.0;62.0;74.0;78.0;0.0;74.0;20;6;9;3;2016;2;35.23076923076923
0;0;12;0;0;0;361.0;78.0;0.0;0.0;0.0;0.0;76.0;67.0;74.0;0.0;54.0;12;3;9;3;2016;1;16.38461538461538
0;0;1;0;0;0;358.0;70.0;0.0;0.0;0.0;0.0;71.0;78.0;72.0;0.0;57.0;1;5;9;3;2016;1;25.76923076923077
0;0;20;0;0;0;356.0;70.0;0.0;0.0;0.0;0.0;80.0;76.0;65.0;0.0;53.0;20;6;9;3;2016;2;37.2
0;0;16;0;0;0;358.0;81.0;0.0;0.0;0.0;0.0;71.0;66.0;68.0;0.0;73.0;16;2;9;3;2016;2;33.46153846153846
0;0;9;0;0;0;371.0;74.0;0.0;0.0;0.0;0.0;85.0;66.0;72.0;0.0;74.0;9;4;9;3;2016;2;36.53333333333333
0;0;1;0;0;0;350.0;77.0;0.0;0.0;0.0;0.0;63.0;73.0;65.0;0.0;77.0;1;5;9;2;2016;2;35.23076923076923
0;0;7;0;0;0;352.0;78.0;0.0;0.0;0.0;0.0;67.0;72.0;65.0;0.0;68.0;7;5;9;2;2016;2;36.7
0;0;7;0;0;0;346.0;76.0;0.0;0.0;0.0;0.0;69.0;74.0;62.0;0.0;57.0;7;5;9;2;2016;1;1.769230769230769
0;0;8;0;0;0;347.0;80.0;0.0;0.0;0.0;0.0;62.0;70.0;70.0;0.0;57.0;8;3;9;2;2016;2;31.38461538461538
0;0;8;0;0;0;354.0;77.0;0.0;0.0;0.0;0.0;71.0;69.0;68.0;0.0;65.0;8;3;9;3;2016;2;39.93333333333333
1;0;8;0;0;0;358.0;74.0;0.0;0.0;0.0;0.0;73.0;71.0;72.0;0.0;60.0;8;3;9;2;2016;2;39.86666666666667
0;0;10;0;0;0;351.0;76.0;0.0;0.0;0.0;0.0;65.0;73.0;68.0;0.0;67.0;10;3;9;3;2016;2;32.23076923076923
0;0;20;0;0;0;357.0;72.0;0.0;0.0;0.0;0.0;71.0;71.0;68.0;0.0;82.0;10;3;9;3;2016;2;36.03846153846154
0;0;20;0;0;0;353.0;74.0;0.0;0.0;0.0;0.0;71.0;71.0;65.0;0.0;74.0;20;6;9;2;2016;2;32.88461538461539
0;0;10;0;0;0;413.0;100.0;0.0;0.0;0.0;0.0;80.0;75.0;76.0;0.0;82.0;10;3;9;3;2016;2;35.6
0;0;20;0;0;0;382.0;90.0;0.0;0.0;0.0;0.0;80.0;68.0;72.0;0.0;63.0;8;3;9;2;2016;1;4.461538461538462
0;0;9;0;0;0;366.0;87.0;0.0;0.0;0.0;0.0;69.0;69.0;67.0;0.0;75.0;9;4;9;3;2016;2;32.76923076923077
0;0;6;0;0;0;368.0;81.0;0.0;0.0;0.0;0.0;69.0;74.0;71.0;0.0;71.0;6;5;9;3;2016;1;29.07692307692308
0;0;1;0;0;0;369.0;80.0;0.0;0.0;0.0;0.0;71.0;73.0;70.0;0.0;77.0;1;5;9;3;2016;2;32.43333333333333
0;0;6;0;0;0;367.0;74.0;0.0;0.0;0.0;0.0;72.0;77.0;70.0;0.0;75.0;6;5;9;2;2016;2;34.13333333333333
0;0;8;0;0;0;360.0;77.0;0.0;0.0;0.0;0.0;67.0;73.0;68.0;0.0;80.0;19;5;9;2;2016;1;21.23076923076923
0;0;19;0;0;0;351.0;88.0;0.0;0.0;0.0;0.0;60.0;65.0;64.0;0.0;82.0;19;5;9;1;2016;1;13.76923076923077
1;0;13;0;0;0;357.0;78.0;0.0;0.0;0.0;0.0;69.0;71.0;68.0;0.0;70.0;2;1;9;3;2016;2;35.5
1;0;20;0;0;0;354.0;84.0;0.0;0.0;0.0;0.0;69.0;66.0;67.0;0.0;62.0;10;3;9;2;2016;2;34.86666666666667
0;0;4;0;0;0;362.0;70.0;0.0;0.0;0.0;0.0;72.0;75.0;75.0;0.0;66.0;7;5;9;2;2016;2;35.03333333333333
0;0;10;0;0;0;351.0;78.0;0.0;0.0;0.0;0.0;71.0;71.0;63.0;0.0;64.0;10;3;9;3;2016;2;32.57692307692308
0;0;8;0;0;0;357.0;80.0;0.0;0.0;0.0;0.0;63.0;67.0;78.0;0.0;64.0;8;3;9;2;2016;2;30.43589743589743
0;0;11;0;0;0;354.0;74.0;0.0;0.0;0.0;0.0;67.0;73.0;72.0;0.0;62.0;11;5;9;2;2016;1;22.19230769230769
1;0;11;0;0;0;347.0;81.0;0.0;0.0;0.0;0.0;65.0;70.0;71.0;0.0;42.0;11;5;9;3;2016;1;22.65384615384615
1;0;1;0;0;0;362.0;73.0;0.0;0.0;0.0;0.0;68.0;70.0;77.0;0.0;77.0;1;5;9;4;2016;2;32.66666666666666
0;0;20;0;0;0;357.0;72.0;0.0;0.0;0.0;0.0;65.0;72.0;72.0;0.0;85.0;20;6;9;2;2016;1;29.23076923076923
0;0;4;0;0;0;353.0;75.0;0.0;0.0;0.0;0.0;63.0;70.0;72.0;0.0;77.0;4;4;9;2;2016;2;32.4
1;0;17;0;0;0;352.0;67.0;0.0;0.0;0.0;0.0;73.0;78.0;72.0;0.0;44.0;17;2;9;2;2016;2;31.46153846153846
0;0;12;0;0;0;338.0;84.0;0.0;0.0;0.0;0.0;64.0;67.0;62.0;0.0;49.0;11;5;9;3;2016;2;37.5
1;0;8;0;0;0;349.0;70.0;0.0;0.0;0.0;0.0;63.0;74.0;65.0;0.0;91.0;8;3;9;3;2016;2;34.03333333333333
1;0;20;0;0;0;346.0;76.0;0.0;0.0;0.0;0.0;67.0;70.0;65.0;0.0;65.0;14;2;9;3;2016;1;27.76923076923077
0;0;20;0;0;0;342.0;76.0;0.0;0.0;0.0;0.0;63.0;71.0;62.0;0.0;74.0;20;6;9;2;2016;2;33.26666666666667
0;0;11;0;0;0;330.0;82.0;0.0;0.0;0.0;0.0;57.0;71.0;57.0;0.0;58.0;11;5;9;3;2016;1;27.23076923076923
0;0;10;0;0;0;357.0;65.0;0.0;0.0;0.0;0.0;71.0;74.0;72.0;0.0;82.0;10;3;9;3;2016;1;10.30769230769231
