NOTA_EI_OP_AII;NOTA_GES_CAL_VAL_SOFT;NOTA_EI_OP_CI;NOTA_SIS_OP;VECES_EI_OP_AII;VECES_SIS_OP;NOTA_ING_ECONOMICA;VECES_EI_OP_CI;NAC_OCHO;VECES_GES_CAL_VAL_SOFT;VECES_EI_OP_AI;NOTA_REDES_COM_TRES;NCC_OCHO;NOTA_EI_OP_BII;VECES_EI_OP_BII;NOTA_EI_OP_AI;VECES_EI_OP_BI;CAR_OCHO;VECES_DIS_ARQ_SOFT;NOTA_CIBERNETICA_TRES;NAP_OCHO;NOTA_DIS_ARQ_SOFT;VECES_ING_ECONOMICA;EPA_OCHO;NCP_OCHO;NCA_OCHO;NAA_OCHO;CREDITOS_EI_OP_AII;CREDITOS_EI_OP_CI;CREDITOS_EI_OP_BII;CREDITOS_SIS_OP;CREDITOS_GES_CAL_VAL_SOFT;PROMEDIO_SIETE;PROMEDIO_TRES;PROMEDIO_CINCO;PROMEDIO_SEIS;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
0.0;43.0;42.0;30.0;0;1;37.0;1;6;1;1;33.0;16.0;46.0;1;42.0;1;0;1;45.0;0;48.0;1;2;0.0;16.0;6;3;3;3;3;3;36.54385964947368;32.47222222222222;29.078947367894738;38.72222222222222;3.0;40.25
0.0;47.0;44.0;50.0;0;1;42.0;1;6;1;1;46.0;16.0;41.0;1;43.0;1;0;1;49.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;44.36842105263158;38.166666666666664;37.31578947368421;42.0;4.0;45.5
49.0;43.0;44.0;48.0;1;1;30.0;1;5;1;1;45.0;13.0;0.0;0;46.0;0;0;1;46.0;0;47.0;1;2;0.0;13.0;5;3;3;3;3;3;44.578947368421055;37.333333333333336;36.421052631578945;44.5;4.0;46.0
9.0;47.0;44.0;50.0;2;1;41.0;1;6;1;1;43.0;16.0;33.0;1;37.0;1;0;1;48.0;0;47.0;1;2;0.0;16.0;6;3;3;3;3;3;43.26315789473684;34.888888888888886;37.21052631578947;41.72222222222222;2.0;36.6
0.0;44.0;41.0;37.0;0;1;47.0;1;5;1;1;35.0;13.0;49.0;1;44.0;0;0;1;41.0;0;43.0;1;2;0.0;13.0;5;3;3;3;3;3;43.05263157894737;36.47222222222222;40.1578947368421;38.166666666666664;3.0;42.75
0.0;34.5;45.0;37.0;0;1;33.0;1;6;2;1;35.0;16.0;30.0;1;40.0;1;0;1;42.0;0;39.0;1;2;0.0;16.0;6;3;3;3;3;3;36.421052631578945;33.69444444444444;34.8421052631579;37.05555555555556;2.0;36.625
41.0;37.0;43.0;41.0;1;1;45.0;1;6;1;1;48.0;16.0;42.0;1;44.0;1;0;1;49.0;0;41.0;1;2;0.0;16.0;6;3;3;3;3;3;41.0;33.05555555555556;37.94736842105263;42.27777777777778;3.0;40.8
0.0;40.0;41.5;47.0;0;1;41.0;2;6;1;1;46.0;16.0;41.0;1;42.0;1;0;1;45.0;0;46.0;1;2;0.0;16.0;6;3;3;3;3;3;41.31578947368421;37.388888888888886;39.05263157894737;43.27777777777778;3.0;42.375
0.0;36.0;42.0;37.0;0;1;33.0;1;6;1;1;46.0;16.0;44.0;1;44.0;1;0;1;46.0;0;48.0;1;2;0.0;16.0;6;3;3;3;3;3;42.473684210526315;37.22222222222222;37.05263157894737;37.388888888888886;2.0;39.75
0.0;38.0;43.0;38.0;0;1;31.0;1;5;2;1;39.0;13.0;50.0;1;33.0;0;0;1;44.0;0;45.0;1;2;0.0;13.0;5;3;3;3;3;3;39.73684210526316;36.166666666666664;34.68421052631579;41.166666666666664;3.0;42.25
40.0;46.0;45.0;48.0;1;1;45.0;1;6;1;1;50.0;16.0;46.0;1;44.0;1;0;1;44.0;0;47.0;1;2;0.0;16.0;6;3;3;3;3;3;39.05263157894737;40.22222222222222;44.1578947368421;44.0;3.0;45.0
37.0;0.0;26.0;20.0;1;1;14.5;1;1;0;0;0.0;2.0;0.0;0;0.0;0;1;0;0.0;1;0.0;2;1;2.0;0.0;0;3;3;3;3;3;33.4;34.916666666666664;33.875;36.53846153846154;1.0;27.666666666666668
0.0;38.0;43.0;43.0;0;1;30.0;1;6;1;1;39.0;16.0;40.0;1;42.0;1;1;1;34.0;0;47.0;2;2;0.0;16.0;6;3;3;3;3;3;41.73684210526316;35.0;36.1578947368421;43.333333333333336;3.0;41.0
0.0;35.0;40.0;46.0;0;1;30.0;1;6;1;1;46.0;16.0;46.0;1;39.0;1;0;1;43.0;0;49.0;1;2;0.0;16.0;6;3;3;3;3;3;42.73684210526316;34.0;35.68421052631579;40.0;3.0;41.75
0.0;42.5;42.0;23.5;0;2;34.0;1;5;2;1;32.0;13.0;0.0;0;44.0;0;0;1;40.0;0;44.0;1;2;0.0;13.0;5;3;3;3;3;3;35.1875;32.94444444444444;37.10526315789474;38.05555555555556;2.0;36.0
40.0;43.0;43.0;47.0;1;1;33.0;1;6;1;1;46.0;16.0;38.0;1;30.0;1;0;1;37.0;0;45.0;1;2;0.0;16.0;6;3;3;3;3;3;38.63157894736842;35.55555555555556;36.39473684210526;37.55555555555556;3.0;42.2
0.0;38.0;42.0;42.0;0;1;40.0;1;6;1;1;42.0;16.0;40.0;1;42.0;1;0;1;40.0;0;47.0;1;2;0.0;16.0;6;3;3;3;3;3;41.21052631578947;34.666666666666664;35.26315789473684;41.77777777777778;3.0;40.5
41.0;31.5;45.0;35.0;1;1;34.0;1;5;2;1;38.0;13.0;49.0;1;44.0;0;0;1;44.0;0;44.0;1;2;0.0;13.0;5;3;3;3;3;3;39.36842105263158;36.361111111111114;38.36842105263158;37.0;3.0;40.3
49.0;32.0;41.0;42.0;1;1;43.0;1;5;1;1;38.0;13.0;0.0;0;42.0;0;0;1;47.0;0;46.0;1;2;0.0;13.0;5;3;3;3;3;3;40.63157894736842;32.80555555555556;39.55263157894737;37.97222222222222;3.0;41.0
49.0;44.0;42.0;47.0;1;1;43.0;1;6;1;1;40.0;16.0;43.0;1;46.0;1;0;1;44.0;0;47.0;1;2;0.0;16.0;6;3;3;3;3;3;43.36842105263158;38.333333333333336;41.0;45.388888888888886;3.0;45.0
0.0;46.0;43.0;49.0;0;1;44.0;1;5;1;1;50.0;13.0;0.0;0;46.0;0;0;1;41.0;0;50.0;1;2;0.0;13.0;5;3;3;3;3;3;45.526315789473685;36.388888888888886;38.26315789473684;45.888888888888886;4.0;46.0
42.0;32.0;45.0;32.5;1;2;37.0;1;6;1;1;43.0;16.0;9.0;3;44.0;1;0;1;48.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;38.473684210526315;30.97222222222222;35.26315789473684;41.02777777777778;2.0;32.1
0.0;38.0;42.0;38.0;0;1;41.0;1;5;1;1;35.0;13.0;0.0;0;40.0;0;0;1;40.0;0;44.0;1;2;0.0;13.0;5;3;3;3;3;3;39.4375;31.805555555555557;31.157894736842106;35.611111111111114;2.0;39.333333333333336
0.0;49.0;40.0;47.0;0;1;42.0;1;6;1;1;47.0;16.0;47.0;2;43.0;1;0;1;37.0;0;48.0;1;2;0.0;16.0;6;3;3;3;3;3;41.26315789473684;33.55555555555556;40.89473684210526;38.05555555555556;4.0;45.75
0.0;41.0;40.0;42.0;0;1;32.0;1;6;1;1;36.0;16.0;37.75;3;30.0;1;0;1;36.0;0;30.0;1;2;0.0;16.0;6;3;3;3;3;3;41.421052631578945;35.416666666666664;33.078947368421055;38.111111111111114;3.0;40.1875
0.0;38.0;35.0;37.0;0;1;42.0;1;6;1;1;40.0;16.0;43.5;2;45.0;1;0;1;44.0;0;44.0;1;2;0.0;16.0;6;3;3;3;3;3;43.89473684210526;32.638888888888886;38.68421052631579;38.833333333333336;2.0;38.375
50.0;0.0;0.0;0.0;1;0;0.0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;0;1;0.0;0.0;0;3;3;3;3;3;0.0;0.0;0.0;0.0;4.0;50.0
47.0;46.0;50.0;46.0;1;1;43.0;1;5;1;1;48.0;13.0;0.0;0;44.0;0;0;1;45.0;0;50.0;1;2;0.0;13.0;5;3;3;3;3;3;45.10526315789474;36.94444444444444;39.10526315789474;45.611111111111114;4.0;47.25
0.0;35.0;45.0;48.0;0;1;30.0;1;6;1;1;48.0;16.0;33.0;1;43.0;1;0;1;48.0;0;46.0;1;2;0.0;16.0;6;3;3;3;3;3;41.63157894736842;35.52777777777778;35.526315789473685;43.77777777777778;3.0;40.25
0.0;40.0;40.0;45.0;0;1;38.0;1;6;1;1;47.0;16.0;45.5;2;42.0;1;0;1;45.0;0;47.0;1;2;0.0;16.0;6;3;3;3;3;3;40.94736842105263;37.5;38.26315789473684;42.22222222222222;3.0;42.625
0.0;49.0;45.0;48.0;0;1;42.0;1;6;1;1;47.0;16.0;45.5;2;43.0;1;0;1;45.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;42.89473684210526;35.833333333333336;36.5;37.888888888888886;4.0;46.875
0.0;47.0;45.0;34.0;0;1;35.0;1;6;1;1;49.0;16.0;47.5;2;38.0;1;0;1;45.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;42.473684210526315;35.72222222222222;40.36842105263158;41.111111111111114;3.0;43.375
0.0;49.0;45.0;30.0;0;1;45.0;1;6;1;1;50.0;16.0;42.5;2;43.0;1;0;1;43.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;41.78947368421053;34.638888889444445;36.55263157894737;38.20370370333333;3.0;41.625
0.0;35.0;44.0;42.0;0;1;34.5;1;5;1;1;48.0;13.0;50.0;1;44.0;0;1;1;46.0;0;44.0;2;2;0.0;13.0;5;3;3;3;3;3;38.63157894736842;34.833333333333336;35.05263157894737;38.388888888888886;3.0;42.75
0.0;49.0;44.0;41.0;0;1;32.0;1;6;1;1;38.0;16.0;48.0;2;44.0;1;0;1;44.0;0;49.0;1;2;0.0;16.0;6;3;3;3;3;3;38.21052631578947;30.333333333333332;33.89473684210526;40.97222222222222;4.0;45.5
30.0;41.0;28.5;42.0;1;1;38.0;2;5;1;1;42.0;13.0;0.0;0;40.0;0;0;1;39.0;0;46.0;1;2;0.0;13.0;5;3;3;3;3;3;38.111111111111114;35.19444444444444;38.1578947368421;43.44444444444444;2.0;35.375
0.0;32.0;42.0;31.0;0;1;40.0;1;5;1;1;42.0;13.0;0.0;0;43.0;0;0;1;47.0;0;46.0;1;2;0.0;13.0;5;3;3;3;3;3;41.611111111111114;34.83333333388889;37.28947368421053;37.388888888888886;2.0;35.0
0.0;0.0;0.0;30.0;0;1;30.0;0;2;0;0;31.0;4.0;0.0;0;0.0;0;0;0;0.0;0;0.0;1;2;0.0;4.0;2;3;3;3;3;3;19.0625;31.944444444444443;27.941176470588236;32.666666666666664;1.0;30.0
45.0;46.0;42.0;35.0;1;1;32.0;1;6;1;1;42.0;16.0;33.0;2;40.0;1;0;1;41.0;0;46.0;1;2;0.0;16.0;6;3;3;3;3;3;39.473684210526315;33.22222222222222;35.31578947368421;37.55555555555556;3.0;40.2
32.0;32.0;34.0;24.5;2;2;32.0;1;3;1;0;42.0;6.0;0.0;0;0.0;0;1;0;26.0;1;0.0;1;2;2.0;4.0;2;3;3;3;3;3;38.53846153846154;33.5;35.285714285714285;35.5;2.0;30.625
42.0;47.0;40.0;34.0;1;1;31.0;1;5;1;1;48.0;13.0;0.0;0;0.0;0;0;1;43.0;1;32.0;1;1;3.0;10.0;4;3;3;3;3;3;38.53333333333333;32.25;33.578947368421055;41.333333333333336;3.0;40.75
0.0;45.0;41.0;36.0;0;1;44.0;1;5;1;1;47.0;13.0;0.0;0;41.0;0;0;1;38.0;0;32.0;1;2;0.0;13.0;5;3;3;3;3;3;37.06666666666667;32.44444444444444;39.078947368421055;38.03333333333333;3.0;40.666666666666664
35.0;0.0;32.0;30.0;1;1;20.0;1;5;0;1;32.5;12.0;43.5;2;40.0;1;1;0;42.0;1;0.0;1;2;2.0;10.0;4;3;3;3;3;3;40.30769230769231;35.44444444444444;40.285714285714285;38.733333333333334;2.0;35.125
0.0;28.66666667;0.0;41.0;0;1;25.0;2;3;3;2;46.0;7.0;12.0;3;23.0;0;2;0;0.0;2;0.0;2;2;5.0;2.0;1;3;3;3;3;3;36.38461538461539;35.888888888888886;31.75;34.93333333333333;1.0;20.4166666675
0.0;39.0;44.0;42.0;0;1;30.0;1;6;1;1;46.0;16.0;42.0;1;34.0;1;0;1;41.0;0;46.0;1;2;0.0;16.0;6;3;3;3;3;3;41.36842105263158;34.05555555611111;39.68421052631579;41.666666666666664;3.0;41.75
0.0;38.0;40.0;38.0;0;1;32.0;1;5;1;2;39.0;13.0;0.0;0;29.5;0;2;1;25.0;2;40.0;1;2;5.0;8.0;3;3;3;3;3;3;38.26315789473684;36.416666666666664;35.1578947368421;38.22222222222222;2.0;38.666666666666664
0.0;36.0;40.0;39.0;0;1;46.0;1;6;1;1;50.0;16.0;46.0;2;38.0;1;0;1;45.0;0;49.0;1;2;0.0;16.0;6;3;3;3;3;3;43.0;37.388888888888886;39.31578947368421;41.888888888888886;3.0;40.25
31.0;34.0;45.0;39.0;1;1;30.0;1;5;1;1;36.0;13.0;0.0;0;37.0;0;0;1;45.0;0;48.0;1;2;0.0;13.0;5;3;3;3;3;3;40.89473684210526;33.111111111111114;38.78947368421053;40.666666666666664;2.0;37.25
45.0;42.0;44.0;47.0;1;1;35.0;1;5;1;1;43.0;13.0;0.0;0;31.0;0;0;1;41.0;0;45.0;1;2;0.0;13.0;5;3;3;3;3;3;42.26315789473684;24.416666666111112;39.55263157894737;39.333333333333336;3.0;44.5
0.0;40.0;43.0;46.0;0;1;40.0;1;5;1;1;48.0;13.0;0.0;0;35.0;0;0;1;46.0;0;50.0;1;2;0.0;13.0;5;3;3;3;3;3;43.1578947368421;35.138888888888886;37.526315789473685;43.5;3.0;43.0
0.0;0.0;12.0;0.0;0;0;39.0;1;2;0;2;0.0;5.0;0.0;0;13.5;0;1;0;0.0;1;0.0;1;1;3.0;2.0;1;3;3;3;3;3;39.142857142857146;31.5;23.823529411705884;32.76923076923077;1.0;12.0
0.0;0.0;40.0;0.0;0;0;41.0;1;3;0;0;47.0;8.0;0.0;0;0.0;0;0;1;0.0;0;34.0;1;2;0.0;8.0;3;3;3;3;3;3;34.53846153846154;34.52777777777778;35.88235294117647;34.03333333333333;2.0;40.0
0.0;47.0;37.0;34.0;0;1;42.0;1;5;1;1;45.0;13.0;48.0;1;47.0;0;0;1;44.0;0;42.0;1;2;0.0;13.0;5;3;3;3;3;3;39.1578947368421;35.5;35.578947368421055;38.55555555555556;3.0;41.5
50.0;0.0;0.0;0.0;1;0;0.0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;0;1;0.0;0.0;0;3;3;3;3;3;0.0;0.0;0.0;0.0;4.0;50.0
50.0;0.0;0.0;0.0;1;0;0.0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;0;1;0.0;0.0;0;3;3;3;3;3;0.0;0.0;0.0;0.0;4.0;50.0
0.0;50.0;46.0;38.0;0;1;47.0;1;6;1;1;43.0;16.0;45.0;1;47.0;1;0;1;50.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;44.0;32.30555555555556;39.421052631578945;38.111111111111114;3.0;44.75
0.0;42.0;41.0;45.0;0;1;29.5;1;5;1;1;38.0;13.0;48.0;1;40.0;0;1;1;30.0;1;48.0;2;2;2.0;11.0;4;3;3;3;3;3;40.31578947368421;33.24999999944444;32.55263157894737;39.05555555555556;3.0;44.0
0.0;44.0;45.0;40.0;0;1;45.0;1;5;1;1;47.0;13.0;0.0;0;45.0;0;0;1;44.0;0;50.0;1;2;0.0;13.0;5;3;3;3;3;3;46.10526315789474;38.833333333333336;39.68421052631579;42.833333333333336;3.0;43.0
0.0;37.0;41.0;26.5;0;2;32.5;1;5;1;1;37.0;13.0;46.0;1;45.0;0;1;1;42.0;0;43.0;2;2;0.0;13.0;5;3;3;3;3;3;40.5;31.333333333888888;32.078947368421055;37.06666666666667;2.0;37.625
49.0;49.0;45.0;47.0;1;1;45.0;1;6;1;1;50.0;16.0;37.0;1;45.0;1;0;1;48.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;46.421052631578945;36.666666666666664;41.78947368421053;44.388888888888886;4.0;45.4
0.0;45.0;45.0;48.0;0;1;38.0;1;6;1;1;47.0;16.0;40.0;1;40.0;1;0;1;50.0;0;49.0;1;2;0.0;16.0;6;3;3;3;3;3;41.63157894736842;39.388888888888886;43.68421052631579;43.0;3.0;44.5
0.0;0.0;34.0;34.0;0;1;41.0;1;4;0;1;42.0;9.0;41.0;1;44.0;0;0;0;42.0;0;0.0;1;2;0.0;9.0;4;3;3;3;3;3;36.06666666666667;31.13888888888889;32.57142857142857;32.43333333333333;2.0;36.333333333333336
0.0;42.0;45.0;44.0;0;1;34.0;1;6;1;1;41.0;16.0;40.0;1;43.0;1;0;1;50.0;0;46.0;1;2;0.0;16.0;6;3;3;3;3;3;41.36842105263158;34.361111111111114;36.73684210526316;38.388888888888886;3.0;42.75
0.0;35.0;45.0;46.0;0;1;39.0;1;5;1;1;48.0;13.0;0.0;0;45.0;0;0;1;50.0;0;50.0;1;2;0.0;13.0;5;3;3;3;3;3;46.89473684210526;36.861111111111114;37.078947368421055;40.44444444444444;3.0;42.0
45.0;44.0;50.0;45.0;1;1;42.0;1;5;1;1;50.0;13.0;0.0;0;45.0;0;0;1;50.0;0;50.0;1;2;0.0;13.0;5;3;3;3;3;3;44.05263157894737;37.72222222222222;41.21052631578947;46.111111111111114;4.0;46.0
0.0;48.0;50.0;45.0;0;1;41.0;1;6;1;1;47.0;16.0;36.0;1;42.0;1;0;1;50.0;0;45.0;1;2;0.0;16.0;6;3;3;3;3;3;42.94736842105263;37.94444444444444;42.73684210526316;42.55555555555556;3.0;44.75
0.0;44.0;40.0;50.0;0;1;30.0;1;6;1;1;47.0;16.0;42.0;1;44.0;1;0;1;47.0;0;46.0;1;2;0.0;16.0;6;3;3;3;3;3;41.421052631578945;39.833333333333336;38.578947368421055;43.166666666666664;3.0;44.0
47.0;36.0;37.0;38.0;1;1;29.0;1;6;1;1;36.0;16.0;44.0;2;45.0;1;1;1;36.0;1;45.0;2;2;2.0;14.0;5;3;3;3;3;3;40.473684210526315;33.138888888888886;36.94736842105263;36.611111111111114;3.0;40.4
0.0;41.0;44.0;46.0;0;1;40.0;1;5;1;1;48.0;13.0;0.0;0;43.0;0;0;1;46.0;0;49.0;1;2;0.0;13.0;5;3;3;3;3;3;43.21052631578947;36.388888888888886;38.578947368421055;42.166666666666664;3.0;43.666666666666664
0.0;31.0;39.0;36.0;0;1;45.0;1;6;1;1;36.0;16.0;36.0;1;45.0;1;0;1;36.0;0;30.0;1;2;0.0;16.0;6;3;3;3;3;3;40.10526315789474;36.44444444444444;35.73684210526316;38.333333333333336;2.0;35.5
0.0;34.0;45.0;44.0;0;1;43.0;1;6;1;1;42.0;16.0;41.0;1;46.0;1;0;1;47.0;0;49.0;1;2;0.0;16.0;6;3;3;3;3;3;42.421052631578945;34.05555555555556;36.94736842105263;38.94444444444444;3.0;41.0
0.0;42.0;45.0;33.0;0;1;44.0;1;6;1;1;39.0;16.0;44.0;1;35.0;1;0;1;45.0;0;42.0;1;2;0.0;16.0;6;3;3;3;3;3;39.73684210526316;33.52777777777778;38.31578947368421;39.333333333333336;3.0;41.0
34.0;46.0;44.0;38.0;1;1;35.0;1;6;1;1;48.0;16.0;44.0;1;45.0;1;0;1;40.0;0;48.0;1;2;0.0;16.0;6;3;3;3;3;3;39.73684210526316;34.75;38.10526315789474;41.5;3.0;41.2
30.0;41.0;42.0;43.0;1;1;44.0;1;6;1;1;44.0;16.0;43.0;1;46.0;1;0;1;46.0;0;45.0;1;2;0.0;16.0;6;3;3;3;3;3;43.421052631578945;36.083333333333336;35.578947368421055;40.55555555555556;2.0;39.8
0.0;44.0;44.0;39.0;0;1;50.0;1;6;1;1;44.0;16.0;45.0;1;46.0;1;0;1;46.0;0;46.0;1;2;0.0;16.0;6;3;3;3;3;3;43.0;35.166666666666664;39.63157894736842;42.5;3.0;43.0
0.0;36.0;40.0;40.0;0;1;37.0;1;6;1;1;37.0;16.0;40.0;1;50.0;1;0;1;40.0;0;34.0;1;2;0.0;16.0;6;3;3;3;3;3;39.473684210526315;32.083333333333336;36.94736842105263;37.55555555555556;2.0;39.0
46.0;36.0;42.0;34.0;1;1;39.0;1;5;1;2;37.0;13.0;0.0;0;31.5;0;2;1;21.5;1;41.0;1;2;2.0;11.0;4;3;3;3;3;3;38.73684210526316;36.55555555555556;36.26315789473684;40.888888888888886;2.0;39.5
0.0;46.0;45.0;44.0;0;1;50.0;1;6;1;1;46.0;16.0;44.0;1;40.0;1;0;1;45.0;0;46.0;1;2;0.0;16.0;6;3;3;3;3;3;42.10526315789474;35.611111111111114;41.473684210526315;44.111111111111114;3.0;44.75
0.0;35.0;37.0;47.0;0;1;36.0;1;5;1;2;37.0;13.0;0.0;0;23.0;0;2;1;38.0;1;47.0;2;2;3.0;10.0;4;3;3;3;3;3;31.433333333333334;29.96296296444445;32.526315789473685;39.0;2.0;39.666666666666664
0.0;46.0;46.0;22.5;0;2;33.0;1;5;1;1;35.0;13.0;0.0;0;33.0;0;2;2;15.5;1;35.5;1;2;2.0;11.0;4;3;3;3;3;3;39.0;31.555555555555557;34.44736842105263;34.74074074111112;2.0;38.166666666666664
0.0;45.0;41.0;42.0;0;1;35.0;1;6;1;1;37.0;16.0;30.0;1;37.0;1;0;1;42.0;0;47.0;1;2;0.0;16.0;6;3;3;3;3;3;40.125;30.750000000555556;36.21052631578947;40.5;2.0;39.5
49.0;44.0;46.0;34.0;1;1;42.0;1;6;1;1;41.0;16.0;34.0;1;41.0;1;0;1;40.0;0;49.0;1;2;0.0;16.0;6;3;3;3;3;3;40.6875;31.555555555555557;33.421052631578945;41.333333333333336;3.0;41.4
0.0;34.0;40.0;37.0;0;1;46.0;1;6;1;1;41.0;16.0;40.0;1;41.0;1;0;1;32.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;43.05263157894737;32.916666666666664;38.0;39.666666666666664;2.0;37.75
43.0;37.0;35.0;35.0;1;1;45.0;1;6;1;1;46.0;16.0;45.0;1;33.0;1;0;1;46.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;43.73684210526316;39.22222222222222;37.78947368421053;40.94444444444444;2.0;39.0
30.0;36.0;44.0;38.0;1;1;47.0;1;6;1;1;49.0;16.0;43.0;1;47.0;1;0;1;46.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;45.94736842105263;40.77777777777778;42.8421052631579;46.44444444444444;2.0;38.2
0.0;37.0;44.0;45.0;0;1;36.5;1;5;1;1;43.0;13.0;0.0;0;44.0;0;1;1;44.0;0;47.0;2;2;0.0;13.0;5;3;3;3;3;3;44.94736842105263;39.611111111111114;36.8421052631579;39.611111111111114;3.0;42.0
40.0;42.0;44.0;38.0;1;1;48.0;1;6;1;1;46.0;16.0;45.0;1;47.0;1;0;1;46.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;45.21052631578947;39.55555555555556;41.31578947368421;43.55555555555556;3.0;41.8
35.0;46.0;44.0;45.0;1;1;41.0;1;5;1;1;47.0;13.0;0.0;0;40.0;0;0;1;46.0;0;50.0;1;2;0.0;13.0;5;3;3;3;3;3;44.63157894736842;39.05555555555556;42.94736842105263;46.72222222222222;3.0;42.5
0.0;39.0;45.0;38.0;0;1;39.0;1;6;1;1;46.0;16.0;43.0;1;40.0;1;0;1;44.0;0;48.0;1;2;0.0;16.0;6;3;3;3;3;3;43.10526315789474;36.111111111111114;37.421052631578945;44.55555555555556;3.0;41.25
0.0;32.0;36.0;42.0;0;1;41.0;1;5;1;1;46.0;13.0;43.0;1;44.0;0;0;1;44.0;0;48.0;1;2;0.0;13.0;5;3;3;3;3;3;40.73684210526316;33.166666666666664;37.421052631578945;38.05555555555556;2.0;38.25
0.0;33.0;38.0;31.0;0;1;43.0;1;5;1;1;0.0;14.0;0.0;0;0.0;1;2;3;23.0;3;20.66666667;1;1;9.0;5.0;2;3;3;3;3;3;36.86666666666667;34.375;31.657894736842106;36.166666666666664;2.0;34.0
49.0;30.0;0.0;0.0;1;0;45.0;0;1;1;0;0.0;2.0;0.0;0;0.0;0;0;0;0.0;0;0.0;1;2;0.0;2.0;1;3;3;3;3;3;19.0;30.33333333222222;31.318181818181817;14.5;2.0;39.5
0.0;39.0;41.0;37.0;0;1;36.0;1;6;1;1;41.0;16.0;18.5;2;40.0;1;0;1;40.0;0;47.0;1;2;0.0;16.0;6;3;3;3;3;3;40.421052631578945;35.888888888888886;36.86842105263158;40.388888888888886;2.0;33.875
41.0;34.0;44.0;45.0;1;1;46.0;1;6;1;1;41.0;16.0;45.5;2;45.0;1;0;1;41.0;0;36.0;1;2;0.0;16.0;6;3;3;3;3;3;41.421052631578945;33.333333333333336;38.3421052631579;40.22222222222222;3.0;41.9
0.0;44.0;44.0;45.0;0;1;47.0;1;5;1;1;48.0;13.0;0.0;0;50.0;0;0;1;45.0;0;48.0;1;2;0.0;13.0;5;3;3;3;3;3;44.78947368421053;38.611111111111114;40.26315789473684;44.888888888888886;3.0;44.333333333333336
49.0;45.0;45.0;47.0;1;1;47.0;1;6;1;1;50.0;16.0;45.0;1;43.0;1;0;1;47.0;0;50.0;1;2;0.0;16.0;6;3;3;3;3;3;45.26315789473684;37.77777777777778;45.05263157894737;40.05555555555556;4.0;46.2
0.0;26.5;37.0;45.0;0;1;30.0;1;6;2;1;40.0;16.0;0.0;1;33.0;1;0;1;36.0;0;43.0;1;2;0.0;16.0;6;3;3;3;3;3;37.611111111111114;33.22222222222222;32.21052631526316;41.72222222222222;1.0;27.125
0.0;0.0;40.0;0.0;0;1;10.0;1;4;0;1;5.0;11.0;0.0;0;37.0;0;1;1;0.0;2;48.0;2;2;4.0;7.0;2;3;3;3;3;3;29.2;33.28125;33.031250000625;33.194444444999995;1.0;20.0
0.0;43.0;32.0;45.0;0;1;32.0;1;5;1;1;37.0;13.0;0.0;0;40.0;0;0;1;46.0;0;36.0;1;2;0.0;13.0;5;3;3;3;3;3;35.5625;27.63888888888889;34.94736842105263;35.53333333333333;2.0;40.0
49.0;14.5;35.0;32.0;1;1;27.0;1;6;2;2;34.0;16.0;39.5;2;27.0;1;2;1;41.0;2;45.0;4;2;5.0;11.0;4;3;3;3;3;3;34.94736842105263;34.27777777777778;36.26315789473684;33.08333333388889;2.0;34.0
0.0;48.0;45.0;32.0;0;1;48.0;1;5;1;1;48.0;13.0;0.0;0;50.0;0;0;1;33.0;0;48.0;1;2;0.0;13.0;5;3;3;3;3;3;43.31578947368421;36.94444444444444;37.578947368421055;39.5;3.0;41.666666666666664
0.0;39.0;43.0;40.0;0;1;50.0;1;5;1;1;44.0;13.0;0.0;0;44.0;0;0;1;34.0;0;50.0;1;2;0.0;13.0;5;3;3;3;3;3;45.94736842105263;34.80555555555556;39.526315789473685;43.44444444444444;3.0;40.666666666666664
0.0;38.0;40.0;42.0;0;1;48.0;1;6;1;1;45.0;16.0;40.5;2;45.0;1;0;1;40.0;0;47.0;1;2;0.0;16.0;6;3;3;3;3;3;42.63157894736842;34.44444444444444;38.94736842105263;40.888888888888886;3.0;40.125
0.0;44.0;50.0;39.0;0;1;47.0;1;6;1;1;47.0;16.0;43.0;1;44.0;1;0;1;49.0;0;49.0;1;2;0.0;16.0;6;3;3;3;3;3;43.73684210526316;37.55555555555556;39.68421052631579;41.77777777777778;3.0;44.0
