NOTA_FOTO;NOTA_POO;NOTA_L_DOS;NOTA_FOTOD;NOTA_AVAM;NOTA_AVAP;NOTA_EI_CUATRO;NOTA_L_TRES;NOTA_EI_UNO;NOTA_ECONOMET;NOTA_FGEP;NOTA_ECUA;NOTA_GEOGEO;NOTA_EI_TRES;NCC_OCHO;VECES_FGEP;NAC_OCHO;VECES_FOTOD;NAA_OCHO;CAR_CINCO;CAR_OCHO;VECES_EI_CUATRO;VECES_L_TRES;NCP_OCHO;NCA_OCHO;EPA_OCHO;VECES_AVAM;VECES_EI_TRES;NAP_OCHO;CREDITOS_L_TRES;PROMEDIO_CINCO;PROMEDIO_SEIS;PROMEDIO_SIETE;PROMEDIO_OCHO;CREDITOS_FOTOD;CREDITOS_FGEP;CREDITOS_EI_CUATRO;CREDITOS_AVAM;CREDITOS_EI_TRES;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
39;45;45;36;43;38;30;41;35;35;39;30;37;43;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;37.55555555555556;40.2;35.9375;38.357142857142854;2;2;3;2;3;2.0;39.07692307692308
40;45;43;33;38;34;39;35;43;31;39;37;30;31;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;34.611111111111114;38.13333333333333;37.0625;35.714285714285715;2;2;3;2;3;3.0;42.0
40;40;39;30;37;36;30;39;47;36;32;37;37;12;14.0;1;6;1;5;1;1;3;1;3.0;11.0;1;1;1;1;2;36.888888888888886;38.4;38.214285714285715;28.714285714285715;2;2;3;2;3;2.0;34.63636363636363
30;30;46;36;35;30;38;37;45;38;38;30;40;42;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;36.22222222222222;39.93333333333333;41.5;38.0;2;2;3;2;3;3.0;40.1
30;41;40;31;34;38;37;35;42;40;41;31;33;31;14.0;1;6;1;6;3;1;1;1;0.0;14.0;2;1;2;0;2;33.833333333333336;36.4;38.625;34.714285714285715;2;2;3;2;3;2.0;36.76923076923077
43;37;43;31;38;36;33;42;45;34;37;33;31;37;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;36.27777777777778;38.93333333333333;38.125;36.142857142857146;2;2;3;2;3;2.0;39.2
30;31;41;31;36;33;37;34;33;40;31;37;36;30;14.0;1;6;2;6;0;1;1;1;0.0;14.0;2;1;1;0;2;34.166666666666664;36.06666666666667;37.5;33.214285714285715;2;2;3;2;3;2.0;36.84615384615385
35;40;45;31;38;39;37;42;44;43;41;32;31;37;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;37.44444444444444;40.86666666666667;39.4375;37.57142857142857;2;2;3;2;3;2.0;39.0
36;50;45;40;39;33;41;34;45;42;39;34;42;37;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;37.666666666666664;42.4;40.1875;38.42857142857143;2;2;3;2;3;3.0;43.1
40;35;42;33;41;41;34;43;37;41;43;39;30;35;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;39.111111111111114;40.53333333333333;39.3125;37.642857142857146;2;2;3;2;3;3.0;41.5
34;39;45;35;39;39;42;33;42;32;35;34;35;32;14.0;1;6;2;6;3;1;1;1;0.0;14.0;2;1;1;0;2;36.44444444444444;38.46666666666667;38.625;36.142857142857146;2;2;3;2;3;3.0;40.4
42;39;45;39;43;38;39;42;45;45;44;42;41;36;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;40.55555555555556;42.06666666666667;40.75;40.07142857142857;2;2;3;2;3;3.0;42.92307692307692
31;42;41;31;42;42;36;39;44;37;33;40;37;31;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;34.833333333333336;40.53333333333333;38.4375;35.07142857142857;2;2;3;2;3;3.0;40.90909090909091
40;34;39;30;36;33;41;30;34;31;36;30;35;30;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;32.94444444444444;35.4;34.5;34.07142857142857;2;2;3;2;3;3.0;40.69230769230769
36;50;38;37;40;32;37;42;48;36;33;45;37;37;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;36.55555555555556;37.8;40.6875;37.57142857142857;2;2;3;2;3;3.0;40.30769230769231
40;43;33;40;43;40;41;38;35;35;41;37;30;40;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;37.44444444444444;37.06666666666667;39.9375;40.5;2;2;3;2;3;3.0;41.0
32;40;38;34;42;37;38;37;31;39;32;36;38;37;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;34.888888888888886;36.333333333333336;38.9375;36.785714285714285;2;2;3;2;3;2.0;39.27272727272727
34;38;34;30;39;40;41;37;45;37;35;36;39;40;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;38.111111111111114;35.86666666666667;41.0;37.5;2;2;3;2;3;2.0;38.46153846153846
34;34;33;35;33;38;41;43;40;34;46;37;34;36;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;34.888888888888886;36.266666666666666;38.25;38.92857142857143;2;2;3;2;3;3.0;40.8
40;45;33;42;44;41;41;40;39;44;43;39;30;40;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;41.166666666666664;39.06666666666667;42.125;41.5;2;2;3;2;3;3.0;44.0
40;35;37;37;44;36;40;35;47;33;35;38;37;34;14.0;1;6;2;6;0;1;1;1;0.0;14.0;2;1;1;0;2;38.0;40.46666666666667;40.25;37.42857142857143;2;2;3;2;3;2.0;38.07692307692308
35;30;40;35;41;39;41;42;34;32;39;31;34;38;14.0;1;6;1;6;3;0;1;1;0.0;14.0;2;1;1;0;2;35.05555555555556;38.2;39.6875;39.357142857142854;2;2;3;2;3;3.0;44.0
45;38;0;0;0;0;0;0;0;0;0;37;32;0;0.0;0;0;0;0;4;0;0;0;0.0;0.0;1;0;0;0;2;27.833333333333332;28.0;43.0;0.0;2;2;3;2;3;0.0;0.0
35;39;41;30;40;36;37;40;37;40;38;33;39;42;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;35.888888888888886;37.666666666666664;41.625;38.07142857142857;2;2;3;2;3;3.0;40.76923076923077
35;39;44;32;38;35;41;42;44;38;45;42;35;50;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;36.388888888888886;40.733333333333334;37.1875;41.92857142857143;2;2;3;2;3;3.0;42.5
33;30;41;34;35;40;36;43;40;30;37;36;34;38;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;39.22222222222222;41.13333333333333;37.0;37.142857142857146;2;2;3;2;3;2.0;37.30769230769231
35;43;46;34;35;33;36;33;45;34;33;30;38;47;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;34.666666666666664;38.8;41.4375;37.07142857142857;2;2;3;2;3;3.0;41.7
40;33;45;33;37;33;44;48;33;38;43;30;33;43;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;35.166666666666664;42.53333333333333;40.0;41.642857142857146;2;2;3;2;3;2.0;38.6
40;35;32;33;34;39;36;39;34;33;36;30;30;41;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;32.833333333333336;36.2;36.125;36.785714285714285;2;2;3;2;3;2.0;35.5
44;35;35;34;47;39;35;37;35;34;40;31;33;34;14.0;1;6;1;6;2;1;2;1;0.0;14.0;2;1;1;0;2;35.27777777777778;37.8;36.625;37.357142857142854;2;2;3;2;3;2.0;37.75
40;35;40;38;41;39;37;39;49;42;41;41;37;30;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;36.44444444444444;41.6;42.25;37.07142857142857;2;2;3;2;3;2.0;39.0
35;45;39;36;42;38;41;43;41;37;42;39;30;37;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;38.05555555555556;39.333333333333336;37.1875;40.0;2;2;3;2;3;2.0;39.5
38;50;36;30;40;32;37;46;42;35;47;32;40;33;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;38.333333333333336;36.6;37.4375;38.285714285714285;2;2;3;2;3;3.0;42.30769230769231
35;50;43;47;38;41;38;39;45;42;45;30;39;43;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;37.5;40.266666666666666;40.9375;41.5;2;2;3;2;3;2.0;39.8
30;50;40;31;40;36;37;42;38;32;37;30;32;37;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;34.72222222222222;39.86666666666667;38.25;37.285714285714285;2;2;3;2;3;2.0;38.92307692307692
39;39;38;34;35;41;38;39;45;38;36;33;30;31;14.0;2;6;1;6;0;1;1;1;0.0;14.0;2;1;1;0;2;36.94444444444444;36.13333333333333;39.8125;35.357142857142854;2;2;3;2;3;2.0;39.90909090909091
43;30;34;34;36;35;40;41;44;38;40;36;37;40;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;36.22222222222222;37.46666666666667;38.4375;38.714285714285715;2;2;3;2;3;2.0;37.9
40;45;46;40;40;41;44;38;43;41;43;40;32;40;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;38.611111111111114;40.86666666666667;41.3125;41.0;2;2;3;2;3;3.0;41.90909090909091
35;43;33;36;43;37;37;39;40;45;44;30;30;38;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;36.166666666666664;37.666666666666664;40.75;39.214285714285715;2;2;3;2;3;2.0;39.8
31;50;43;30;42;36;36;42;39;35;33;30;38;40;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;34.166666666666664;39.0;39.6875;37.285714285714285;2;2;3;2;3;2.0;38.45454545454545
41;35;44;37;38;32;30;43;38;34;41;32;34;37;14.0;2;6;1;6;1;1;1;1;0.0;14.0;2;1;1;0;2;38.333333333333336;40.8;38.375;37.07142857142857;2;2;3;2;3;3.0;43.7
40;35;39;35;40;31;32;39;41;40;40;35;30;37;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;36.5;39.46666666666667;39.625;36.785714285714285;2;2;3;2;3;3.0;41.4
35;50;36;38;41;40;39;43;43;30;42;39;37;37;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;33.833333333333336;40.06666666666667;37.6875;39.714285714285715;2;2;3;2;3;3.0;41.5
35;14;0;0;0;0;0;0;0;0;0;31;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;0;0;0;2;0.0;0.0;0.0;0.0;2;2;3;2;3;0.0;0.0
31;30;35;35;38;43;40;39;36;31;39;31;40;34;14.0;1;6;1;6;4;0;1;1;0.0;14.0;2;1;1;0;2;33.72222222222222;35.266666666666666;37.375;37.42857142857143;2;2;3;2;3;3.0;42.8
38;38;47;43;42;38;36;41;48;34;32;32;38;39;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;36.888888888888886;40.46666666666667;40.375;38.642857142857146;2;2;3;2;3;3.0;44.61538461538461
40;30;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;0;0;0;2;19.0;0.0;0.0;0.0;2;2;3;2;3;0.0;0.0
30;43;38;42;41;37;37;38;37;39;45;32;37;33;14.0;2;6;1;6;2;1;1;1;0.0;14.0;2;1;1;0;2;35.27777777777778;36.733333333333334;40.625;38.714285714285715;2;2;3;2;3;2.0;38.92307692307692
44;38;43;39;37;38;36;46;44;34;30;30;35;39;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;34.5;37.86666666666667;41.4375;37.785714285714285;2;2;3;2;3;3.0;41.6
37;43;35;34;38;30;37;43;42;32;36;40;38;31;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;32.94444444444444;33.266666666666666;36.9375;36.142857142857146;2;2;3;2;3;1.0;27.0
41;31;0;0;0;0;0;0;0;0;0;36;37;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;0;0;0;2;7.0;30.0;0.0;0.0;2;2;3;2;3;0.0;0.0
35;42;37;43;41;38;33;41;35;42;45;32;40;35;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;35.05555555555556;38.0;39.6875;38.857142857142854;2;2;3;2;3;3.0;41.38461538461539
33;45;0;0;0;0;0;0;0;0;0;30;24;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;0;0;0;2;30.0;0.0;0.0;0.0;2;2;3;2;3;0.0;0.0
37;44;39;39;37;32;37;44;45;37;43;40;36;36;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;36.333333333333336;37.2;40.5;38.92857142857143;2;2;3;2;3;3.0;41.69230769230769
38;42;47;39;44;43;46;45;41;33;33;44;33;42;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;38.0;41.4;40.125;41.857142857142854;2;2;3;2;3;3.0;41.3
36;41;0;0;0;0;0;0;0;0;0;36;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0.0;1;0;0;0;2;35.1;0.0;0.0;0.0;2;2;3;2;3;0.0;0.0
35;45;38;38;41;36;33;42;39;39;31;37;33;36;14.0;1;6;1;6;3;0;1;1;0.0;14.0;2;1;1;0;2;37.888888888888886;35.0;38.6875;36.5;2;2;3;2;3;3.0;40.38461538461539
36;45;36;31;42;37;38;39;41;37;34;35;34;36;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;35.111111111111114;37.333333333333336;39.25;36.714285714285715;2;2;3;2;3;3.0;43.38461538461539
39;31;39;30;42;41;36;40;42;37;30;31;37;31;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;34.833333333333336;36.733333333333334;38.9375;34.642857142857146;2;2;3;2;3;3.0;41.69230769230769
40;34;47;36;32;42;39;47;33;40;37;38;37;38;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;36.22222222222222;39.6;39.0625;38.214285714285715;2;2;3;2;3;3.0;40.38461538461539
37;40;45;42;31;41;33;41;43;33;34;30;32;41;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;37.27777777777778;36.53333333333333;38.5;37.0;2;2;3;2;3;3.0;40.15384615384615
40;30;39;30;41;38;41;39;39;33;44;36;42;42;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;35.833333333333336;38.2;37.125;39.785714285714285;2;2;3;2;3;3.0;40.38461538461539
30;43;43;34;36;36;33;31;42;41;46;30;37;42;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;36.27777777777778;36.13333333333333;39.25;37.07142857142857;2;2;3;2;3;2.0;38.3
32;31;40;35;41;37;39;47;33;34;33;31;40;32;14.0;1;6;1;6;3;0;1;1;0.0;14.0;2;1;1;0;2;34.666666666666664;38.13333333333333;37.875;37.5;2;2;3;2;3;3.0;40.72727272727273
30;43;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;0;0;0;2;22.0;40.0;0.0;0.0;2;2;3;2;3;0.0;0.0
35;40;33;33;40;36;37;36;45;31;48;32;40;37;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;34.55555555555556;34.733333333333334;38.625;38.285714285714285;2;2;3;2;3;3.0;40.6
38;47;46;40;37;33;40;34;45;41;45;34;36;42;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;34.611111111111114;37.86666666666667;42.9375;39.857142857142854;2;2;3;2;3;3.0;41.8
33;42;37;33;34;31;36;43;45;32;38;40;37;30;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;35.44444444444444;36.86666666666667;36.375;35.285714285714285;2;2;3;2;3;2.0;39.4
32;45;44;32;43;42;38;40;38;34;40;36;34;35;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;35.44444444444444;43.13333333333333;39.5625;37.785714285714285;2;2;3;2;3;3.0;41.2
40;41;43;39;40;40;37;41;43;36;38;39;32;37;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;34.888888888888886;38.733333333333334;39.3125;38.42857142857143;2;2;3;2;3;2.0;36.38461538461539
32;35;41;38;45;41;37;44;41;34;37;38;40;39;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;39.111111111111114;41.666666666666664;38.6875;39.714285714285715;2;2;3;2;3;3.0;41.8
45;45;43;49;40;41;37;47;41;38;46;32;37;30;14.0;1;6;2;6;2;1;1;1;0.0;14.0;2;1;1;0;2;40.111111111111114;37.666666666666664;38.8125;40.357142857142854;2;2;3;2;3;3.0;42.15384615384615
32;35;42;30;37;30;32;38;42;32;30;37;34;34;14.0;1;6;1;6;3;0;1;1;0.0;14.0;2;1;1;0;2;33.72222222222222;36.2;36.6875;33.42857142857143;2;2;3;2;3;2.0;37.75
40;48;40;38;40;38;37;46;38;40;39;33;38;30;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;36.5;40.86666666666667;42.3125;37.642857142857146;2;2;3;2;3;3.0;41.84615384615385
36;42;37;30;40;38;35;43;43;42;33;34;31;31;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;37.0;35.4;40.3125;35.0;2;2;3;2;3;2.0;37.92307692307692
32;39;0;0;0;0;0;0;0;0;0;19;0;0;0.0;0;0;0;0;3;0;0;0;0.0;0.0;1;0;0;0;2;23.692307692307693;12.666666666666666;0.0;0.0;2;2;3;2;3;0.0;0.0
40;44;45;36;40;37;38;45;46;45;40;36;41;42;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;37.77777777777778;39.13333333333333;41.9375;40.142857142857146;2;2;3;2;3;3.0;44.5
31;31;42;36;39;33;37;45;43;39;36;30;31;33;14.0;1;6;2;6;3;1;1;1;0.0;14.0;2;1;1;0;2;35.833333333333336;35.46666666666667;38.8125;37.285714285714285;2;2;3;2;3;3.0;41.2
37;33;37;33;40;35;38;40;38;34;43;31;36;34;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;33.94444444444444;35.93333333333333;36.0625;37.714285714285715;2;2;3;2;3;2.0;39.9
31;50;39;35;42;40;32;40;40;34;33;30;39;39;14.0;1;6;1;6;2;2;1;2;0.0;14.0;2;1;2;0;2;36.888888888888886;39.733333333333334;42.0;36.642857142857146;2;2;3;2;3;3.0;41.30769230769231
36;37;31;32;45;37;42;36;37;33;32;31;41;39;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;39.0;38.2;42.5;38.07142857142857;2;2;3;2;3;3.0;43.53846153846154
30;36;38;35;32;39;37;38;46;39;37;37;39;33;14.0;1;6;1;6;4;0;1;1;0.0;14.0;2;1;1;0;2;35.44444444444444;38.0;41.4375;35.285714285714285;2;2;3;2;3;2.0;38.0
30;32;39;0;0;0;0;0;0;0;0;30;31;0;0.0;0;0;0;0;1;0;0;0;0.0;0.0;1;0;0;0;2;29.454545454545453;39.6;0.0;0.0;2;2;3;2;3;0.0;0.0
38;48;38;35;40;38;36;0;44;33;37;30;32;37;12.0;1;5;1;5;2;0;1;0;0.0;12.0;2;1;1;0;2;36.5;35.8;38.25;36.916666666666664;2;2;3;2;3;3.0;40.23076923076923
41;37;46;33;41;31;38;44;37;39;37;31;42;35;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;33.27777777777778;38.53333333333333;41.5625;37.785714285714285;2;2;3;2;3;3.0;42.63636363636363
36;45;40;35;45;34;34;43;35;34;39;40;31;37;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;36.888888888888886;39.6;39.4375;38.357142857142854;2;2;3;2;3;3.0;41.3
36;40;31;33;41;34;38;37;31;36;35;30;40;37;14.0;1;6;2;6;0;1;1;1;0.0;14.0;2;1;1;0;2;33.166666666666664;34.0;38.3125;36.92857142857143;2;2;3;2;3;2.0;38.5
37;39;39;44;41;39;37;42;45;38;32;41;39;32;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;34.94444444444444;37.266666666666666;40.3125;37.5;2;2;3;2;3;2.0;39.84615384615385
33;43;0;0;0;0;0;0;45;0;0;32;31;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;0;0;0;2;35.94444444444444;31.75;21.0;0.0;2;2;3;2;3;0.0;0.0
30;34;31;35;32;38;33;33;38;37;37;30;37;35;14.0;1;6;2;6;2;1;1;1;0.0;14.0;2;1;1;0;2;34.05555555555556;36.733333333333334;37.3125;34.142857142857146;2;2;3;2;3;2.0;38.38461538461539
43;45;42;31;38;30;36;40;35;40;33;33;35;41;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;37.5;39.2;39.5625;36.785714285714285;2;2;3;2;3;2.0;39.5
40;34;39;42;40;34;41;42;42;40;39;33;35;37;14.0;1;6;1;6;2;1;1;3;0.0;14.0;2;1;1;0;2;36.388888888888886;39.13333333333333;37.875;40.0;2;2;3;2;3;2.0;38.0
32;40;39;33;40;38;36;40;33;31;33;30;34;35;14.0;1;6;2;6;1;1;1;1;0.0;14.0;2;1;1;0;2;35.22222222222222;35.8;38.25;36.07142857142857;2;2;3;2;3;2.0;39.76923076923077
35;34;40;37;38;30;38;43;33;39;39;33;39;32;14.0;1;6;1;6;3;0;1;1;0.0;14.0;2;1;1;0;2;40.0;37.8;37.0625;37.42857142857143;2;2;3;2;3;2.0;38.8
33;44;47;36;39;39;37;31;39;31;36;34;30;35;14.0;1;6;1;6;1;2;1;2;0.0;14.0;2;1;2;0;2;36.833333333333336;36.4;34.8125;35.714285714285715;2;2;3;2;3;3.0;40.30769230769231
30;42;33;32;38;35;38;47;39;37;39;32;30;32;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;36.77777777777778;36.6;37.0625;37.285714285714285;2;2;3;2;3;3.0;40.76923076923077
33;33;37;37;38;35;31;44;42;35;36;38;37;40;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;35.388888888888886;36.666666666666664;38.3125;37.357142857142854;2;2;3;2;3;3.0;41.23076923076923
36;34;46;43;40;41;38;39;43;47;33;40;44;38;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;35.166666666666664;38.266666666666666;40.625;38.42857142857143;2;2;3;2;3;3.0;43.61538461538461
36;45;41;0;0;0;0;30;0;0;36;31;38;0;4.0;1;2;0;2;2;0;0;1;0.0;4.0;2;0;0;0;2;30.11111111111111;35.0;4.0;33.0;2;2;3;2;3;3.0;44.0
37;42;37;30;38;31;39;40;40;30;35;35;32;38;14.0;1;6;1;6;3;1;1;2;0.0;14.0;2;1;1;0;2;34.166666666666664;34.86666666666667;35.8125;36.92857142857143;2;2;3;2;3;3.0;40.2
40;33;43;0;0;0;0;0;15;0;0;30;35;0;0.0;0;0;0;0;1;0;0;0;0.0;0.0;1;0;0;0;2;31.444444444444443;30.714285714285715;15.0;0.0;2;2;3;2;3;2.0;40.0
37;40;42;0;0;0;0;0;0;0;38;31;34;0;2.0;1;1;0;1;2;0;0;0;0.0;2.0;2;0;0;0;2;29.77777777777778;39.0;31.0;38.0;2;2;3;2;3;0.0;0.0
37;39;0;34;34;30;30;0;39;35;30;37;36;33;12.0;1;5;2;5;3;2;1;0;0.0;12.0;2;2;1;0;2;32.611111111111114;35.0;36.4375;32.083333333333336;2;2;3;2;3;2.0;34.75
35;45;43;32;35;35;39;45;44;37;40;40;38;49;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;36.5;39.666666666666664;38.5;40.57142857142857;2;2;3;2;3;3.0;40.3
41;30;35;43;37;30;37;37;45;32;38;31;40;38;14.0;1;6;1;6;4;0;1;1;0.0;14.0;2;1;1;0;2;33.333333333333336;34.0;35.8125;38.214285714285715;2;2;3;2;3;2.0;38.46153846153846
32;45;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;2;0;0;0;0.0;0.0;1;0;0;0;2;35.5;20.428571428571427;11.0;0.0;2;2;3;2;3;0.0;0.0
30;43;41;35;36;36;39;46;43;31;40;38;38;37;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;35.0;36.666666666666664;38.5625;38.714285714285715;2;2;3;2;3;2.0;38.8
34;30;46;30;36;36;36;41;45;34;32;36;40;35;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;34.44444444444444;37.8;39.0;35.07142857142857;2;2;3;2;3;3.0;43.0
35;41;35;32;34;37;41;39;40;36;48;32;42;37;14.0;2;6;1;6;1;2;1;1;0.0;14.0;2;2;1;0;2;36.77777777777778;37.53333333333333;36.5625;38.57142857142857;2;2;3;2;3;2.0;39.72727272727273
31;37;0;0;0;0;0;0;0;0;0;27;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;0;0;0;2;6.0;0.0;0.0;0.0;2;2;3;2;3;0.0;0.0
41;50;50;37;44;40;36;44;44;41;35;42;40;39;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;35.05555555555556;41.13333333333333;41.0;38.92857142857143;2;2;3;2;3;3.0;43.6
39;43;37;33;40;39;39;42;39;36;39;38;41;37;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;37.77777777777778;38.53333333333333;41.125;38.285714285714285;2;2;3;2;3;3.0;41.2
35;34;42;39;43;40;43;42;45;30;34;37;38;41;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;39.0;42.46666666666667;42.5625;40.57142857142857;2;2;3;2;3;3.0;41.0
39;44;38;46;45;30;31;46;33;35;35;38;34;42;14.0;1;6;1;6;2;0;1;1;0.0;14.0;2;1;1;0;2;35.55555555555556;36.666666666666664;36.8125;40.214285714285715;2;2;3;2;3;2.0;38.07692307692308
38;47;43;40;41;34;37;40;43;40;48;43;39;41;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;41.44444444444444;43.13333333333333;41.0625;40.857142857142854;2;2;3;2;3;3.0;44.3
40;36;36;31;34;30;30;32;42;30;47;30;30;37;14.0;1;6;2;6;2;2;1;1;0.0;14.0;2;2;1;0;2;36.22222222222222;35.2;35.625;34.92857142857143;2;2;3;2;3;2.0;39.1
37;31;41;40;39;38;45;46;39;37;37;38;39;42;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;37.94444444444444;39.0;39.0;41.785714285714285;2;2;3;2;3;4.0;45.8
47;49;47;35;38;34;36;49;46;39;34;43;38;38;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;39.05555555555556;40.93333333333333;41.4375;38.142857142857146;2;2;3;2;3;4.0;45.6
30;40;43;34;37;37;34;43;46;34;33;30;35;39;14.0;1;6;1;6;1;0;1;1;0.0;14.0;2;1;1;0;2;33.0;36.86666666666667;39.6875;36.642857142857146;2;2;3;2;3;3.0;41.23076923076923
34;37;31;30;38;40;35;41;48;31;38;31;33;37;14.0;1;6;1;6;3;0;1;1;0.0;14.0;2;1;1;0;2;33.72222222222222;37.2;38.125;36.42857142857143;2;2;3;2;3;2.0;40.0
35;50;41;37;39;34;43;44;47;42;43;31;38;39;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;35.94444444444444;40.733333333333334;41.125;40.857142857142854;2;2;3;2;3;4.0;45.6
42;33;36;36;34;34;39;37;41;36;34;34;32;32;14.0;1;6;1;6;0;0;1;1;0.0;14.0;2;1;1;0;2;36.0;37.06666666666667;39.375;35.357142857142854;2;2;3;2;3;3.0;41.0
