NOTA_ECUA;NOTA_TERMO;NOTA_CIR_DOS;NOTA_FIS_DOS;NOTA_EL_UNO;VECES_ECUA;NOTA_FIS_TRES;NOTA_MULTI;NCP_DOS;PROMEDIO_DOS;NCA_DOS;VECES_TERMO;VECES_EL_UNO;VECES_MULTI;VECES_CIR_DOS;NAA_DOS;NAP_DOS;EPA_DOS;VECES_CIR_UNO;VECES_FIS_TRES;NOTA_INT;NOTA_POO;NOTA_EYB;NOTA_HCI;NOTA_CIR_UNO;NCC_DOS;NAC_DOS;NOTA_DEM;VECES_FIS_DOS;VECES_INT;VECES_POO;CAR_DOS;CREDITOS_MULTI;CREDITOS_FIS_TRES;CREDITOS_CIR_DOS;CREDITOS_TERMO;CREDITOS_EL_UNO;CREDITOS_ECUA;RENDIMIENTO_TRES;PROMEDIO_TRES
37;31;44;45;37;1;45;34;0.0;37.75;16.0;1;1;1;2;7;0;2;1;1;31;33;40;39;40;16.0;7;38;1;1;1;0;3;3;3;3;3;3;2.0;38.0
35;38;30;30;35;1;30;38;0.0;33.5625;16.0;1;2;1;1;7;0;2;2;1;35;34;30;39;34;16.0;7;39;1;2;1;2;3;3;3;3;3;3;2.0;34.333333333333336
37;45;43;34;41;1;34;41;0.0;38.4375;16.0;1;1;1;1;7;0;2;1;1;30;45;47;37;36;16.0;7;49;1;1;1;0;3;3;3;3;3;3;3.0;40.166666666666664
37;44;30;39;36;1;39;46;0.0;42.0625;16.0;1;1;1;1;7;0;2;1;1;45;47;40;40;41;16.0;7;37;1;1;1;0;3;3;3;3;3;3;2.0;38.666666666666664
32;44;36;44;35;1;44;32;0.0;40.5625;16.0;1;1;1;1;7;0;2;1;1;36;45;43;50;32;16.0;7;42;1;1;1;0;3;3;3;3;3;3;2.0;37.166666666666664
44;45;36;37;40;1;37;48;0.0;39.75;16.0;1;1;1;1;7;0;2;1;1;43;45;41;46;30;16.0;7;43;1;1;1;0;3;3;3;3;3;3;3.0;41.666666666666664
32;42;36;32;36;1;32;41;0.0;34.8125;16.0;1;1;1;1;7;0;2;1;1;30;36;38;39;35;16.0;7;43;1;1;1;0;3;3;3;3;3;3;2.0;36.5
35;45;44;33;30;1;33;39;0.0;36.3125;16.0;1;1;1;1;7;0;2;1;1;33;42;42;40;30;16.0;7;43;1;1;1;0;3;3;3;3;3;3;2.0;37.666666666666664
33;43;46;34;40;1;34;35;0.0;38.1875;16.0;1;1;1;1;7;0;2;1;1;38;47;42;37;31;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;38.5
33;37;39;34;42;1;34;33;0.0;38.0;16.0;1;1;1;1;7;0;2;2;1;36;39;46;50;36;16.0;7;31;1;1;1;1;3;3;3;3;3;3;2.0;36.333333333333336
0;0;0;30;0;0;30;0;6.0;30.375;10.0;0;0;0;0;5;2;2;2;1;29;32;40;41;20;16.0;7;32;1;3;1;2;3;3;3;3;3;3;1.0;30.0
31;31;20;43;31;1;43;31;0.0;36.375;16.0;1;2;1;2;7;0;2;3;2;30;40;34;38;34;16.0;7;35;2;1;2;3;3;3;3;3;3;3;2.0;31.166666666666668
31;43;33;34;31;2;34;31;0.0;35.6875;16.0;1;1;1;2;7;0;2;3;1;31;38;39;50;31;16.0;7;41;1;2;1;2;3;3;3;3;3;3;2.0;33.833333333333336
0;27;23;30;41;1;30;0;0.0;32.4375;16.0;3;1;0;2;7;0;2;2;1;30;34;35;37;33;16.0;7;31;1;3;1;2;3;3;3;3;3;3;1.0;24.2
0;24;0;34;0;0;34;0;3.0;32.8125;13.0;1;0;0;0;6;1;2;3;1;30;32;38;44;26;16.0;7;39;1;3;1;2;3;3;3;3;3;3;1.0;29.0
31;31;32;35;31;1;35;26;0.0;35.5;16.0;2;1;2;3;7;0;2;2;1;30;39;36;37;37;16.0;7;36;1;2;1;2;3;3;3;3;3;3;2.0;31.0
0;32;7;31;3;0;31;0;3.0;33.0;13.0;1;2;0;2;6;1;2;3;1;14;41;42;50;34;16.0;7;34;1;3;1;3;3;3;3;3;3;3;1.0;18.25
0;0;0;32;0;0;32;0;3.0;35.4375;13.0;0;0;0;0;6;1;2;2;1;38;39;42;39;27;16.0;7;36;1;2;1;2;3;3;3;3;3;3;2.0;32.0
0;0;0;30;0;0;30;0;11.0;25.0625;5.0;0;0;0;0;3;4;1;1;2;16;25;29;50;15;16.0;7;35;2;1;2;4;3;3;3;3;3;3;1.0;30.0
40;34;44;36;40;1;36;39;0.0;37.125;16.0;2;1;1;1;7;0;2;1;1;33;41;40;42;33;16.0;7;43;1;2;1;1;3;3;3;3;3;3;2.0;38.833333333333336
0;0;0;40;0;0;40;0;0.0;39.0;10.0;0;0;0;0;5;0;2;0;2;0;39;38;36;0;10.0;5;41;2;0;2;2;3;3;3;3;3;3;2.0;40.0
0;6;0;32;0;0;32;0;9.0;28.6875;7.0;1;0;0;0;4;3;1;3;1;24;28;39;34;19;16.0;7;38;1;4;4;3;3;3;3;3;3;3;1.0;19.0
31;42;33;35;33;2;35;30;0.0;39.125;16.0;1;1;1;3;7;0;2;1;1;38;42;47;41;35;16.0;7;41;1;1;1;0;3;3;3;3;3;3;2.0;34.0
31;30;35;40;34;2;40;30;0.0;35.6875;16.0;1;1;1;2;7;0;2;2;1;31;31;44;34;33;16.0;7;44;1;2;1;2;3;3;3;3;3;3;2.0;33.333333333333336
0;0;0;33;0;0;33;0;5.0;33.06666666666667;10.0;0;0;0;0;4;2;2;1;1;23;46;24;40;34;15.0;6;0;1;1;1;0;3;3;3;3;3;3;2.0;33.0
32;45;31;45;38;1;45;33;0.0;41.1875;16.0;1;1;1;2;7;0;2;3;2;30;47;43;47;40;16.0;7;40;2;1;1;2;3;3;3;3;3;3;2.0;37.333333333333336
36;37;44;33;37;1;33;38;0.0;38.0;16.0;1;1;1;1;7;0;2;2;1;31;46;44;42;36;16.0;7;40;1;1;1;1;3;3;3;3;3;3;2.0;37.5
20;0;17;41;38;2;41;21;0.0;36.23076923076923;13.0;0;1;2;3;5;0;2;1;3;31;44;0;30;31;13.0;5;0;3;2;1;2;3;3;3;3;3;3;1.0;27.4
36;33;17;39;32;1;39;30;0.0;34.9375;16.0;3;1;1;3;7;0;2;3;2;30;31;35;36;37;16.0;7;42;2;2;1;3;3;3;3;3;3;3;2.0;31.166666666666668
40;30;21;42;48;2;42;30;0.0;37.125;16.0;1;2;2;3;7;0;2;2;2;33;34;42;41;33;16.0;7;43;2;3;1;3;3;3;3;3;3;3;2.0;35.166666666666664
0;0;0;0;0;0;0;0;0.0;35.9;10.0;0;0;0;0;5;0;2;1;0;0;30;45;50;30;10.0;5;39;0;0;1;0;3;3;3;3;3;3;0.0;0.0
30;36;21;43;30;1;43;31;0.0;39.4375;16.0;1;1;1;2;7;0;2;3;3;34;39;46;35;38;16.0;7;42;3;2;1;3;3;3;3;3;3;3;2.0;31.833333333333332
37;44;35;36;32;1;36;42;0.0;34.3125;16.0;1;1;1;2;7;0;2;1;1;30;30;44;36;33;16.0;7;38;1;1;1;0;3;3;3;3;3;3;2.0;37.666666666666664
32;0;0;31;0;1;31;30;3.0;31.5;9.0;0;0;2;0;4;1;2;0;2;31;26;37;40;0;12.0;5;0;2;3;2;3;3;3;3;3;3;3;2.0;31.0
33;35;33;42;37;1;42;31;0.0;37.0;16.0;1;1;1;2;7;0;2;2;1;32;34;37;41;39;16.0;7;36;1;1;1;1;3;3;3;3;3;3;2.0;35.166666666666664
16;0;0;44;0;1;44;0;3.0;32.266666666666666;12.0;0;0;0;0;5;1;2;1;2;37;34;43;41;4;15.0;6;0;2;2;1;2;3;3;3;3;3;3;1.0;30.0
0;0;0;36;0;0;36;0;6.0;31.8125;10.0;0;0;0;0;5;2;2;2;2;27;37;40;39;18;16.0;7;36;2;3;2;4;3;3;3;3;3;3;2.0;36.0
37;35;31;45;45;1;45;38;0.0;42.6875;16.0;1;1;1;2;7;0;2;2;1;41;43;48;44;39;16.0;7;39;1;2;1;2;3;3;3;3;3;3;2.0;38.5
0;0;0;37;0;0;37;0;3.0;34.69230769230769;10.0;1;0;0;0;5;1;2;3;2;39;0;33;44;26;13.0;6;35;2;3;0;3;3;3;3;3;3;3;1.0;18.5
36;36;38;31;33;2;31;32;0.0;35.625;16.0;1;1;2;2;7;0;2;2;1;33;43;33;46;34;16.0;7;35;1;2;1;2;3;3;3;3;3;3;2.0;34.333333333333336
32;34;36;44;35;1;44;35;0.0;38.625;16.0;1;1;1;3;7;0;2;1;1;30;38;45;41;36;16.0;7;43;1;2;1;1;3;3;3;3;3;3;2.0;36.0
33;39;44;47;39;1;47;37;0.0;40.5;16.0;1;1;1;1;7;0;2;1;1;30;44;47;39;35;16.0;7;47;1;1;1;0;3;3;3;3;3;3;2.0;39.833333333333336
34;42;30;35;34;2;35;34;0.0;38.125;16.0;1;1;1;4;7;0;2;1;1;38;40;42;45;33;16.0;7;43;1;1;1;0;3;3;3;3;3;3;2.0;34.833333333333336
7;21;9;31;19;1;31;18;0.0;34.0;16.0;1;1;1;1;7;0;2;1;1;35;38;36;34;32;16.0;7;30;1;2;1;3;3;3;3;3;3;3;1.0;17.5
37;35;41;47;34;1;47;37;0.0;41.1875;16.0;1;1;1;1;7;0;2;1;1;33;44;46;50;34;16.0;7;43;1;1;1;0;3;3;3;3;3;3;2.0;38.5
40;44;33;44;34;1;44;40;0.0;41.0625;16.0;1;1;1;2;7;0;2;1;2;35;46;43;49;36;16.0;7;39;2;1;1;1;3;3;3;3;3;3;2.0;39.166666666666664
34;33;0;43;31;2;43;36;0.0;36.733333333333334;15.0;1;1;3;0;6;0;2;3;2;30;41;37;36;33;15.0;6;0;2;2;1;3;3;3;3;3;3;3;2.0;35.4
0;0;0;35;0;0;35;0;8.0;21.916666666666668;4.0;0;0;0;0;2;3;1;1;1;11;0;0;50;25;12.0;5;0;1;1;0;0;3;3;3;3;3;3;2.0;35.0
32;47;30;45;37;2;45;43;0.0;39.875;16.0;1;1;1;2;7;0;2;2;2;40;42;41;42;30;16.0;7;43;2;2;1;3;3;3;3;3;3;3;2.0;39.0
0;0;0;10;0;0;10;0;16.0;7.5;0.0;0;0;0;0;0;7;1;1;1;8;3;15;7;3;16.0;7;11;1;1;1;0;3;3;3;3;3;3;1.0;10.0
39;33;32;44;38;1;44;33;0.0;39.375;16.0;1;1;1;3;7;0;2;1;2;30;48;40;38;36;16.0;7;38;2;1;1;1;3;3;3;3;3;3;2.0;36.5
38;35;36;33;47;1;33;36;0.0;37.1875;16.0;1;1;1;1;7;0;2;1;1;41;34;44;50;30;16.0;7;43;1;1;1;0;3;3;3;3;3;3;2.0;37.5
40;35;28;38;40;1;38;35;0.0;36.1875;16.0;3;1;2;3;7;0;2;1;1;30;37;40;45;32;16.0;7;43;1;1;1;1;3;3;3;3;3;3;2.0;36.0
31;32;33;32;34;1;32;41;0.0;35.375;16.0;1;1;1;2;7;0;2;2;1;36;41;33;40;30;16.0;7;43;1;2;1;2;3;3;3;3;3;3;2.0;33.833333333333336
0;0;0;21;0;0;21;0;12.0;20.153846153846153;1.0;0;0;0;0;1;5;1;1;1;14;0;27;16;16;13.0;6;39;1;1;0;0;3;3;3;3;3;3;1.0;21.0
36;44;45;43;42;1;43;41;0.0;39.5625;16.0;1;1;1;2;7;0;2;1;1;31;46;45;37;32;16.0;7;50;1;1;1;0;3;3;3;3;3;3;3.0;41.833333333333336
30;42;26;30;39;2;30;32;0.0;34.625;16.0;1;1;1;2;7;0;2;3;2;30;40;35;38;32;16.0;7;50;2;2;1;3;3;3;3;3;3;3;2.0;33.166666666666664
28;40;26;42;34;2;42;25;0.0;35.8125;16.0;1;1;2;2;7;0;2;1;2;32;33;35;40;33;16.0;7;43;2;1;1;2;3;3;3;3;3;3;2.0;32.5
40;32;39;31;31;2;31;32;0.0;36.25;16.0;1;1;2;1;7;0;2;1;1;34;37;48;45;30;16.0;7;43;1;2;2;2;3;3;3;3;3;3;2.0;34.166666666666664
0;0;0;8;0;0;8;0;6.0;25.7;4.0;0;0;0;0;3;2;1;0;1;0;21;43;47;0;10.0;5;37;1;0;1;0;3;3;3;3;3;3;1.0;8.0
31;31;36;30;39;1;30;36;0.0;37.125;16.0;1;1;1;3;7;0;2;1;1;37;42;47;41;30;16.0;7;42;1;1;1;0;3;3;3;3;3;3;2.0;33.833333333333336
0;0;0;30;0;0;30;28;3.0;35.0625;13.0;0;0;2;0;6;1;2;2;1;33;42;42;44;27;16.0;7;37;1;1;2;2;3;3;3;3;3;3;1.0;29.0
42;0;0;30;0;1;30;28;0.0;33.6875;16.0;0;0;1;0;7;0;2;3;1;32;36;36;41;31;16.0;7;39;1;2;2;3;3;3;3;3;3;3;2.0;33.333333333333336
40;44;33;45;35;1;45;40;0.0;42.625;16.0;1;1;1;1;7;0;2;1;2;39;48;45;36;40;16.0;7;40;2;1;1;1;3;3;3;3;3;3;2.0;39.5
0;0;0;0;0;0;0;0;3.0;31.714285714285715;4.0;0;0;0;0;3;1;2;0;0;0;26;35;35;0;7.0;4;39;0;0;1;0;3;3;3;3;3;3;0.0;0.0
0;0;0;3;0;0;3;0;6.0;21.3;4.0;0;0;0;0;3;2;1;0;1;0;18;35;43;0;10.0;5;37;1;0;1;1;3;3;3;3;3;3;1.0;3.0
34;35;33;31;47;1;31;30;0.0;37.5;16.0;1;1;1;2;7;0;2;1;1;31;48;41;41;35;16.0;7;42;1;1;1;0;3;3;3;3;3;3;2.0;35.0
35;44;36;47;48;1;47;37;0.0;41.3125;16.0;1;1;1;2;7;0;2;1;2;41;43;47;41;30;16.0;7;43;2;1;1;1;3;3;3;3;3;3;3.0;41.166666666666664
42;38;36;35;43;1;35;41;0.0;39.5625;16.0;1;1;1;1;7;0;2;1;1;42;47;41;50;30;16.0;7;39;1;2;1;1;3;3;3;3;3;3;2.0;39.166666666666664
40;39;42;45;40;1;45;35;0.0;41.375;16.0;1;1;1;1;7;0;2;2;2;44;38;42;31;43;16.0;7;37;2;2;1;3;3;3;3;3;3;3;3.0;40.166666666666664
19;35;6;45;31;2;45;41;0.0;34.3125;16.0;1;1;1;1;7;0;2;2;2;31;30;32;36;31;16.0;7;38;2;2;1;3;3;3;3;3;3;3;1.0;29.5
0;0;0;30;0;0;30;0;6.0;25.923076923076923;7.0;0;0;0;0;4;2;1;0;2;23;11;32;41;0;13.0;6;40;2;3;3;4;3;3;3;3;3;3;1.0;30.0
0;0;0;11;0;0;11;0;6.0;22.8;4.0;0;0;0;0;2;3;1;0;2;0;30;24;31;0;10.0;5;26;2;0;2;4;3;3;3;3;3;3;1.0;11.0
19;36;0;43;0;1;43;17;3.0;36.1875;13.0;1;0;1;0;6;1;2;1;1;32;36;44;44;23;16.0;7;45;1;1;2;1;3;3;3;3;3;3;1.0;28.75
0;0;0;20;0;0;20;0;3.0;32.0;7.0;0;0;0;0;4;1;2;0;2;0;31;44;36;0;10.0;5;43;2;0;2;2;3;3;3;3;3;3;1.0;20.0
32;34;32;45;36;2;45;30;0.0;37.625;16.0;1;1;1;2;7;0;2;2;1;30;30;39;47;40;16.0;7;42;1;1;1;1;3;3;3;3;3;3;2.0;34.833333333333336
38;32;31;45;39;1;45;32;0.0;40.25;16.0;1;1;1;2;7;0;2;3;1;31;43;47;38;36;16.0;7;47;1;2;1;2;3;3;3;3;3;3;2.0;36.166666666666664
27;21;15;36;21;1;36;27;0.0;35.8125;16.0;1;1;1;1;7;0;2;2;2;31;41;40;42;30;16.0;7;37;2;1;1;3;3;3;3;3;3;3;1.0;24.5
35;39;34;30;39;1;30;45;0.0;37.0;16.0;1;1;1;2;7;0;2;1;1;37;39;48;42;31;16.0;7;43;1;1;1;0;3;3;3;3;3;3;2.0;37.0
0;0;0;37;0;0;37;0;1.0;33.38461538461539;12.0;0;0;0;0;5;1;2;0;2;33;35;36;35;0;13.0;6;12;2;2;2;3;3;3;3;3;3;3;2.0;37.0
0;0;0;12;0;0;12;0;6.0;20.285714285714285;1.0;0;0;0;0;1;3;1;0;2;0;0;23;37;0;7.0;4;23;2;0;0;3;3;3;3;3;3;3;1.0;12.0
37;32;31;31;47;1;31;30;0.0;36.0625;16.0;1;1;1;1;7;0;2;3;1;36;30;42;44;37;16.0;7;47;1;2;1;2;3;3;3;3;3;3;2.0;34.666666666666664
24;30;26;33;31;2;33;30;0.0;35.4375;16.0;2;2;2;2;7;0;2;2;1;38;30;47;39;30;16.0;7;41;1;3;1;2;3;3;3;3;3;3;1.0;29.0
30;36;31;31;36;1;31;33;0.0;36.375;16.0;2;1;1;2;7;0;2;2;1;35;30;42;43;41;16.0;7;44;1;2;1;2;3;3;3;3;3;3;2.0;32.833333333333336
30;33;30;31;42;1;31;35;0.0;35.625;16.0;2;1;1;2;7;0;2;2;1;32;40;39;43;36;16.0;7;32;1;1;1;1;3;3;3;3;3;3;2.0;33.5
33;37;37;34;46;1;34;41;0.0;38.75;16.0;1;1;1;2;7;0;2;1;1;35;43;37;50;40;16.0;7;40;1;1;1;1;3;3;3;3;3;3;2.0;38.0
33;31;32;35;36;1;35;39;0.0;34.3125;16.0;1;1;2;3;7;0;2;2;1;30;33;38;45;32;16.0;7;38;1;1;1;1;3;3;3;3;3;3;2.0;34.333333333333336
14;35;0;34;0;1;34;12;3.0;34.9375;13.0;1;0;1;0;6;1;2;1;2;31;45;45;40;19;16.0;7;42;2;1;1;2;3;3;3;3;3;3;1.0;23.75
0;28;0;31;0;0;31;17;3.0;33.625;13.0;1;0;1;0;6;1;2;1;1;32;43;39;33;24;16.0;7;37;1;3;1;2;3;3;3;3;3;3;1.0;25.333333333333332
38;32;32;30;41;2;30;34;0.0;37.1875;16.0;1;1;1;3;7;0;2;2;1;33;45;42;41;33;16.0;7;47;1;3;1;2;3;3;3;3;3;3;2.0;34.5
36;33;27;43;43;1;43;30;0.0;38.4375;16.0;1;1;1;3;7;0;2;1;1;35;34;43;46;33;16.0;7;48;1;2;1;1;3;3;3;3;3;3;2.0;35.333333333333336
39;44;32;35;41;1;35;33;0.0;37.75;16.0;1;1;1;2;7;0;2;2;1;32;45;40;42;33;16.0;7;47;1;2;1;2;3;3;3;3;3;3;2.0;37.333333333333336
0;0;1;44;38;0;44;0;3.0;35.8125;13.0;0;1;0;1;6;1;2;1;1;17;42;42;41;30;16.0;7;49;1;2;1;1;3;3;3;3;3;3;1.0;27.666666666666668
0;0;0;0;0;0;0;0;3.0;22.142857142857142;4.0;0;0;0;0;3;1;1;0;0;0;0;34;47;0;7.0;4;40;0;0;1;0;3;3;3;3;3;3;0.0;0.0
35;37;37;38;43;2;38;36;0.0;35.625;16.0;1;1;1;2;7;0;2;2;1;31;31;40;42;37;16.0;7;37;1;2;1;2;3;3;3;3;3;3;2.0;37.666666666666664
36;36;42;38;35;2;38;43;0.0;37.875;16.0;2;1;2;1;7;0;2;1;1;32;41;48;43;33;16.0;7;35;1;1;1;0;3;3;3;3;3;3;2.0;38.333333333333336
36;43;33;40;33;2;40;30;0.0;37.4375;16.0;1;1;2;1;7;0;2;2;1;31;41;43;37;34;16.0;7;38;1;2;1;2;3;3;3;3;3;3;2.0;35.833333333333336
33;39;31;33;30;1;33;31;0.0;33.9375;16.0;1;2;1;2;7;0;2;2;2;32;30;38;45;33;16.0;7;38;2;1;2;4;3;3;3;3;3;3;2.0;32.833333333333336
35;41;40;35;38;1;35;34;0.0;42.6875;16.0;1;2;1;2;7;0;2;2;1;47;50;40;50;38;16.0;7;43;1;2;1;3;3;3;3;3;3;3;2.0;37.166666666666664
32;41;30;37;34;1;37;33;0.0;38.375;16.0;1;1;1;1;7;0;2;1;1;38;40;38;35;39;16.0;7;41;1;1;1;0;3;3;3;3;3;3;2.0;34.5
30;44;31;35;36;1;35;35;0.0;37.6875;16.0;1;1;1;1;7;0;2;2;1;31;35;35;46;48;16.0;7;40;1;1;1;1;3;3;3;3;3;3;2.0;35.166666666666664
30;44;30;32;36;1;32;36;0.0;39.2;15.0;1;1;1;1;6;0;2;1;1;36;40;47;47;41;15.0;6;0;1;1;1;0;3;3;3;3;3;3;2.0;34.666666666666664
0;32;0;33;0;0;33;0;3.0;32.25;13.0;1;0;0;0;6;1;2;2;2;32;32;37;35;26;16.0;7;38;2;1;1;2;3;3;3;3;3;3;2.0;32.5
30;43;36;30;36;1;30;35;0.0;37.125;16.0;1;1;2;3;7;0;2;2;2;36;44;43;32;36;16.0;7;38;2;1;1;2;3;3;3;3;3;3;2.0;35.0
31;37;42;30;34;2;30;30;0.0;35.9375;16.0;1;1;2;3;7;0;2;1;1;35;36;43;43;32;16.0;7;47;1;1;1;0;3;3;3;3;3;3;2.0;34.0
36;45;34;43;35;1;43;36;0.0;39.25;16.0;1;1;1;3;7;0;2;1;1;42;34;41;40;34;16.0;7;47;1;2;1;1;3;3;3;3;3;3;2.0;38.166666666666664
0;0;0;31;0;0;31;0;6.0;29.8125;10.0;0;0;0;0;5;2;1;1;1;24;38;38;34;15;16.0;7;43;1;1;1;0;3;3;3;3;3;3;2.0;31.0
30;35;33;30;37;1;30;30;0.0;36.1875;16.0;1;2;1;2;7;0;2;3;2;36;32;41;47;37;16.0;7;45;2;2;1;3;3;3;3;3;3;3;2.0;32.5
0;33;0;34;0;0;34;0;6.0;29.6875;10.0;1;0;0;0;5;2;1;1;2;27;30;30;40;22;16.0;7;36;2;1;1;1;3;3;3;3;3;3;2.0;33.5
32;30;30;37;38;1;37;40;0.0;39.5625;16.0;1;1;1;1;7;0;2;1;1;35;38;43;48;41;16.0;7;46;1;2;1;1;3;3;3;3;3;3;2.0;34.5
33;43;30;38;41;1;38;37;0.0;40.3125;16.0;1;1;1;1;7;0;2;1;1;36;48;44;41;35;16.0;7;45;1;1;1;0;3;3;3;3;3;3;2.0;37.0
0;0;0;37;0;0;37;0;3.0;31.8125;13.0;0;0;0;0;6;1;2;1;2;17;31;37;36;33;16.0;7;45;2;2;1;2;3;3;3;3;3;3;2.0;37.0
37;43;35;35;38;1;35;37;0.0;38.9375;16.0;1;1;1;2;7;0;2;1;1;36;45;45;42;34;16.0;7;41;1;1;1;0;3;3;3;3;3;3;2.0;37.5
35;45;30;33;39;1;33;35;0.0;39.5625;16.0;1;1;1;2;7;0;2;2;1;33;49;44;47;36;16.0;7;45;1;1;1;1;3;3;3;3;3;3;2.0;36.166666666666664
34;42;31;31;42;1;31;41;0.0;37.5;16.0;1;1;1;1;7;0;2;1;1;38;45;31;47;36;16.0;7;41;1;2;1;1;3;3;3;3;3;3;2.0;36.833333333333336
30;42;36;31;35;1;31;31;0.0;37.3125;16.0;1;1;2;3;7;0;2;2;3;34;45;40;50;31;16.0;7;44;3;2;1;4;3;3;3;3;3;3;2.0;34.166666666666664
0;0;0;19;0;0;19;0;3.0;34.6;7.0;0;0;0;0;4;1;2;0;1;0;42;36;50;0;10.0;5;41;1;0;1;1;3;3;3;3;3;3;1.0;19.0
31;46;30;49;39;1;49;42;0.0;42.375;16.0;1;1;1;1;7;0;2;1;1;38;42;46;38;39;16.0;7;44;1;1;1;0;3;3;3;3;3;3;2.0;39.5
43;37;22;32;46;1;32;33;0.0;35.4375;16.0;1;1;1;3;7;0;2;2;1;35;30;43;35;37;16.0;7;44;1;2;1;2;3;3;3;3;3;3;2.0;35.5
43;41;45;30;34;1;30;41;0.0;37.25;16.0;1;1;1;2;7;0;2;2;1;32;43;45;40;38;16.0;7;37;1;2;1;2;3;3;3;3;3;3;2.0;39.0
0;0;0;0;0;0;0;0;0.0;42.0;2.0;0;0;0;0;2;0;2;0;0;0;0;0;40;0;2.0;2;44;0;0;0;0;3;3;3;3;3;3;0.0;0.0
33;35;33;36;36;1;36;30;0.0;39.6875;16.0;2;1;1;3;7;0;2;2;3;37;44;38;32;46;16.0;7;38;3;1;1;2;3;3;3;3;3;3;2.0;33.833333333333336
35;40;32;30;34;1;30;37;0.0;33.875;16.0;1;2;2;2;7;0;2;3;2;31;37;33;41;33;16.0;7;42;2;1;1;2;3;3;3;3;3;3;2.0;34.666666666666664
31;36;45;32;31;1;32;30;0.0;31.75;16.0;2;1;2;3;7;0;2;2;3;30;30;35;40;30;16.0;7;32;3;1;1;2;3;3;3;3;3;3;2.0;34.166666666666664
30;46;34;30;33;1;30;33;0.0;33.5;16.0;1;2;3;3;7;0;2;3;2;34;35;30;44;33;16.0;7;36;2;2;1;3;3;3;3;3;3;3;2.0;34.333333333333336
44;43;36;35;37;1;35;36;0.0;38.9375;16.0;1;1;1;1;7;0;2;1;1;36;44;40;41;37;16.0;7;46;1;1;1;0;3;3;3;3;3;3;2.0;38.5
0;0;0;23;0;0;23;0;3.0;30.1;7.0;0;0;0;0;4;1;2;0;1;32;0;32;42;0;10.0;5;30;1;1;0;0;3;3;3;3;3;3;1.0;23.0
30;34;33;37;41;1;37;46;0.0;37.625;16.0;1;1;1;1;7;0;2;2;1;37;33;38;48;39;16.0;7;40;1;1;1;2;3;3;3;3;3;3;2.0;36.833333333333336
27;0;0;17;0;1;17;17;6.0;22.583333333333332;6.0;0;0;1;0;3;2;1;1;2;30;0;31;0;9;12.0;5;41;2;1;0;1;3;3;3;3;3;3;1.0;20.333333333333332
0;0;0;3;0;0;3;0;3.0;21.857142857142858;4.0;0;0;0;0;3;1;1;0;1;0;0;31;42;0;7.0;4;40;1;0;0;0;3;3;3;3;3;3;1.0;3.0
37;32;11;39;31;1;39;6;0.0;36.6875;16.0;2;1;1;1;7;0;2;2;1;35;33;41;41;34;16.0;7;41;1;2;2;5;3;3;3;3;3;3;1.0;26.0
35;30;30;35;31;3;35;33;0.0;34.6875;16.0;1;3;2;1;7;0;2;3;3;30;30;43;41;35;16.0;7;38;3;1;1;2;3;3;3;3;3;3;2.0;32.333333333333336
32;33;43;31;30;2;31;30;0.0;33.5625;16.0;1;1;2;3;7;0;2;1;1;32;30;37;40;33;16.0;7;45;1;1;1;0;3;3;3;3;3;3;2.0;33.166666666666664
35;33;39;32;48;1;32;32;0.0;34.6875;16.0;1;2;1;2;7;0;2;1;1;34;36;39;30;32;16.0;7;45;1;1;1;0;3;3;3;3;3;3;2.0;36.5
30;33;34;37;46;2;37;30;0.0;35.0625;16.0;1;2;1;3;7;0;2;3;1;31;40;37;31;34;16.0;7;30;1;1;1;1;3;3;3;3;3;3;2.0;35.0
34;36;32;37;37;1;37;39;0.0;36.75;16.0;1;1;1;1;7;0;2;2;1;30;36;39;42;38;16.0;7;45;1;1;1;1;3;3;3;3;3;3;2.0;35.833333333333336
40;42;36;43;45;1;43;36;0.0;39.5625;16.0;1;1;1;1;7;0;2;1;1;36;45;39;31;37;16.0;7;41;1;1;1;0;3;3;3;3;3;3;3.0;40.333333333333336
36;42;31;32;35;1;32;30;0.0;35.625;16.0;1;2;1;1;7;0;2;1;2;37;37;33;47;33;16.0;7;40;2;1;1;1;3;3;3;3;3;3;2.0;34.333333333333336
36;39;30;30;32;3;30;34;0.0;34.5;16.0;1;1;2;1;7;0;2;2;2;33;44;33;40;30;16.0;7;35;2;1;1;2;3;3;3;3;3;3;2.0;33.5
30;40;30;31;32;1;31;30;0.0;34.25;16.0;1;3;1;1;7;0;2;1;1;31;41;38;30;33;16.0;7;34;1;1;1;1;3;3;3;3;3;3;2.0;32.166666666666664
0;0;0;0;0;0;0;0;3.0;29.53846153846154;10.0;0;0;0;0;5;1;1;1;0;31;31;41;31;17;13.0;6;34;0;2;1;1;3;3;3;3;3;3;0.0;0.0
0;0;0;19;0;0;19;0;5.0;25.6;5.0;0;0;0;0;3;2;1;0;1;0;30;20;35;0;10.0;5;34;1;0;1;0;3;3;3;3;3;3;1.0;19.0
0;0;0;40;0;0;40;0;6.0;32.125;10.0;0;0;0;0;5;2;2;1;1;22;38;31;44;26;16.0;7;30;1;1;1;0;3;3;3;3;3;3;2.0;40.0
