NOTA_METODOS_NUM;NOTA_A_SISTEMAS;NOTA_MOD_PROG_UNO;NOTA_MAT_DIS;NOTA_HOMBRE;NOTA_GT_DOS;VECES_A_SISTEMAS;VECES_HOMBRE;NCC_TRES;NAA_DOS;NAA_TRES;NOTA_FUND_BASES;NAC_TRES;NCA_TRES;NOTA_PROG_AVANZADA;VECES_MAT_DIS;VECES_MAT_ESP;NCA_DOS;NOTA_SEGUNDA_LENGUA_TRES;NOTA_DIFERENCIAL;NOTA_MAT_ESP;VECES_METODOS_NUM;EPA_TRES;NCP_TRES;NOTA_TGS;VECES_MULTIVARIADO;VECES_PROG_AVANZADA;NOTA_FISICA_DOS;VECES_MOD_PROG_UNO;VECES_FUND_BASES;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;VECES_SEGUNDA_LENGUA_TRES;VECES_GT_DOS;CAR_TRES;NOTA_MULTIVARIADO;NOTA_EE_DOS;NOTA_ECUACIONES;NAP_TRES;NAC_DOS;VECES_TGS;CREDITOS_MOD_PROG_UNO;CREDITOS_MAT_ESP;CREDITOS_A_SISTEMAS;CREDITOS_SEGUNDA_LENGUA_TRES;CREDITOS_METODOS_NUM;CREDITOS_MAT_DIS;CREDITOS_HOMBRE;CREDITOS_GT_DOS;CREDITOS_FUND_BASES;PROMEDIO_UNO;PROMEDIO_DOS;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
42.0;42.0;39.0;32.0;43.0;47;1;1;18.0;8;7;40.0;7;18.0;43.0;1;1;19.0;45.0;34.0;32.0;1;2;0.0;40.0;1;1;38.0;1;1;43.0;1;1;1;0;40.0;43;34.0;0;8;1;3;3;2;2;1;3;1;1;2;38.77777777777778;39.526315789473685;2.0;38.611111111111114
0.0;0.0;0.0;0.0;0.0;0;0;0;5.0;3;2;0.0;2;5.0;46.0;0;0;8.0;0.0;21.66666667;0.0;0;2;0.0;39.0;0;1;0.0;0;0;0.0;0;0;0;0;0.0;0;0.0;0;5;1;3;3;2;2;1;3;1;1;2;33.53703703777777;27.035714285714285;0.0;0.0
40.0;40.0;41.0;27.0;0.0;45;1;0;16.0;6;5;39.0;6;13.0;39.0;2;1;14.0;34.0;25.0;30.0;1;2;3.0;40.0;1;1;21.33333333;1;1;45.0;3;1;1;1;30.0;0;37.0;1;7;1;3;3;2;2;1;3;1;1;2;35.333333333333336;32.3235294117647;2.0;35.588235294117645
34.0;30.0;31.0;30.0;41.0;50;1;1;18.0;7;6;32.0;7;15.0;31.0;1;1;16.0;38.0;36.0;30.0;1;2;3.0;39.0;2;1;31.0;1;1;40.0;1;1;1;1;27.5;40;30.0;1;8;1;3;3;2;2;1;3;1;1;2;35.333333333333336;34.81578947368421;2.0;33.22222222222222
35.0;42.0;32.0;30.5;40.0;46;1;1;18.0;8;7;30.0;7;18.0;35.0;2;1;19.0;0.0;34.0;30.0;1;2;0.0;42.0;1;1;36.0;1;1;43.0;1;0;1;0;32.0;40;32.0;0;8;1;3;3;2;2;1;3;1;1;2;37.611111111111114;39.0;2.0;33.90625
42.0;0.0;14.0;0.0;40.0;0;0;1;11.0;5;2;0.0;4;5.0;34.0;0;0;13.0;0.0;31.0;0.0;1;1;6.0;34.0;2;1;11.0;1;0;0.0;1;0;0;1;16.0;0;0.0;2;6;1;3;3;2;2;1;3;1;1;2;39.19444444444444;32.96875;1.0;24.8
42.0;33.0;30.0;30.0;39.0;50;1;1;18.0;6;7;28.0;7;18.0;41.0;1;1;13.0;44.0;27.0;30.0;1;2;0.0;30.0;1;1;33.0;1;2;46.0;1;1;1;0;32.0;42;34.0;0;8;1;3;3;2;2;1;3;1;1;2;33.583333333333336;33.92105263105263;2.0;33.94444444444444
42.0;36.0;39.0;0.0;0.0;0;1;0;8.0;4;1;0.0;3;3.0;33.0;0;0;9.0;0.0;31.0;0.0;1;1;5.0;29.33333333;1;1;0.0;1;0;0.0;0;0;0;1;23.0;0;0.0;2;6;3;3;3;2;2;1;3;1;1;2;36.1875;30.59999999933333;2.0;38.5
42.0;30.0;31.0;40.0;45.0;50;1;1;18.0;7;7;30.0;7;18.0;31.0;1;1;16.0;40.0;29.0;36.0;1;2;0.0;33.0;2;1;33.0;1;1;40.0;1;1;1;1;33.0;40;32.0;0;8;1;3;3;2;2;1;3;1;1;2;34.22222222222222;34.6578947368421;2.0;36.55555555555556
42.0;0.0;16.0;0.0;0.0;0;0;0;13.0;4;3;0.0;5;7.0;41.0;0;0;10.0;0.0;21.0;0.0;1;2;6.0;36.0;1;1;20.0;1;0;38.0;1;0;0;0;28.0;0;0.0;2;6;1;3;3;2;2;1;3;1;1;2;32.75;32.5;1.0;22.5
35.0;45.0;32.0;31.0;43.0;50;1;1;18.0;8;6;30.5;7;16.0;36.0;1;2;19.0;42.0;35.0;31.0;1;2;2.0;44.0;1;1;31.0;1;2;20.0;1;1;1;2;31.0;42;32.5;1;8;1;3;3;2;2;1;3;1;1;2;41.05555555555556;37.89473684210526;2.0;35.833333333333336
34.0;36.0;33.0;29.5;41.0;50;1;1;18.0;8;6;31.0;7;15.0;31.0;2;1;19.0;43.0;29.5;30.0;1;2;3.0;42.0;1;1;26.5;1;1;42.0;2;1;1;1;36.0;39;33.0;1;8;1;3;3;2;2;1;3;1;1;2;36.333333333333336;38.18421052631579;2.0;34.583333333333336
35.0;37.0;32.0;32.0;45.0;50;1;1;18.0;7;6;30.0;7;15.0;38.0;1;1;16.0;44.0;37.0;37.0;1;2;3.0;40.0;2;1;31.0;1;1;47.0;1;1;1;2;29.0;45;30.5;1;8;1;3;3;2;2;1;3;1;1;2;39.77777777777778;37.18421052631579;2.0;36.388888888888886
35.0;37.0;32.0;39.0;42.0;50;1;1;18.0;7;6;30.0;7;15.0;32.0;1;1;16.0;42.0;35.0;44.0;1;2;3.0;40.0;2;1;30.0;1;1;46.0;1;1;1;2;32.0;46;29.0;1;8;1;3;3;2;2;1;3;1;1;2;40.27777777777778;36.473684210526315;2.0;38.333333333333336
0.0;30.0;31.0;0.0;0.0;0;1;0;8.0;2;2;23.0;3;5.0;30.0;0;0;5.0;0.0;28.0;0.0;0;1;3.0;33.0;0;1;22.0;1;1;0.0;2;0;0;1;0.0;0;0.0;1;6;1;3;3;2;2;1;3;1;1;2;31.966666666666665;27.156250000625;1.0;28.428571428571427
35.0;36.0;32.0;33.5;39.0;50;1;1;18.0;7;6;31.0;7;15.0;30.0;2;1;16.0;40.0;33.0;30.0;1;2;3.0;42.0;2;1;31.0;1;1;32.0;1;1;1;2;29.5;31;32.0;1;8;1;3;3;2;2;1;3;1;1;2;37.888888888888886;38.18421052631579;2.0;34.69444444444444
35.0;37.0;43.0;42.0;44.0;50;1;1;18.0;7;7;37.0;7;18.0;33.0;1;2;16.0;45.0;31.0;33.0;1;2;0.0;40.0;1;1;33.0;1;1;46.0;1;1;1;1;37.0;42;31.0;0;8;1;3;3;2;2;1;3;1;1;2;38.388888888888886;35.8421052631579;3.0;40.05555555555556
35.0;40.0;36.0;38.0;40.0;50;1;1;18.0;8;7;39.0;7;18.0;31.0;1;2;19.0;39.0;29.5;35.5;1;2;0.0;39.0;1;1;34.0;1;1;43.0;1;1;1;0;32.0;42;34.0;0;8;1;3;3;2;2;1;3;1;1;2;36.0;40.578947368421055;2.0;38.30555555555556
43.0;37.0;11.0;16.0;0.0;0;1;0;16.0;4;4;31.0;6;10.0;27.0;1;1;11.0;34.0;22.66666667;10.0;1;1;6.0;34.0;1;2;19.0;1;1;42.0;2;1;0;3;30.0;0;32.0;2;6;1;3;3;2;2;1;3;1;1;2;32.12037037111111;31.687499999375;1.0;22.375
45.0;30.0;25.0;32.0;41.0;45;1;1;18.0;7;4;28.33333333;7;10.0;34.0;1;1;16.0;38.0;30.0;30.0;1;1;8.0;18.66666667;3;1;23.66666667;2;3;46.0;3;1;1;3;24.66666667;35;31.0;3;8;3;3;3;2;2;1;3;1;1;2;33.833333333333336;33.10526315789474;2.0;32.48148148111111
36.0;30.0;32.0;30.0;40.0;0;1;1;18.0;7;5;33.0;7;12.0;30.0;1;2;18.0;46.0;31.0;27.5;1;2;6.0;38.0;2;1;30.5;1;1;40.0;2;1;0;3;26.0;38;25.5;2;7;1;3;3;2;2;1;3;1;1;2;37.916666666666664;34.111111111111114;2.0;33.088235294117645
43.0;42.0;29.0;32.0;23.5;50;1;2;18.0;5;5;30.0;7;12.0;27.5;1;1;10.0;43.0;23.66666667;31.0;1;2;6.0;30.0;2;2;25.66666667;2;1;35.0;3;1;1;5;34.0;36;30.0;2;8;1;3;3;2;2;1;3;1;1;2;35.59259259333333;32.60526315789474;2.0;34.583333333333336
0.0;0.0;0.0;0.0;0.0;0;0;0;14.0;7;4;41.0;5;11.0;45.0;0;0;17.0;0.0;30.0;0.0;0;2;3.0;43.0;1;1;31.0;0;1;0.0;1;0;0;0;32.0;0;16.0;1;7;1;3;3;2;2;1;3;1;1;2;40.55555555555556;41.94117647058823;3.0;41.0
42.0;40.0;36.0;32.0;34.0;50;1;1;18.0;4;5;26.0;7;13.0;30.0;1;1;7.0;44.0;21.66666667;30.0;1;2;5.0;28.5;2;1;27.0;1;2;36.0;2;1;1;3;32.0;38;32.0;2;8;2;3;3;2;2;1;3;1;1;2;33.98148148222222;31.342105263157894;2.0;35.55555555555556
44.0;41.0;41.0;35.0;41.0;50;1;1;18.0;5;6;37.0;7;15.0;29.5;1;1;11.0;41.0;30.0;31.0;1;2;3.0;30.0;1;2;33.0;1;1;41.0;1;1;1;1;30.0;40;31.0;1;8;1;3;3;2;2;1;3;1;1;2;34.083333333333336;30.684210525789474;2.0;38.55555555555556
43.0;41.0;35.0;38.0;44.0;50;1;1;18.0;6;7;33.0;7;18.0;44.0;1;1;13.0;45.0;31.0;33.0;1;2;0.0;40.0;1;1;36.0;1;1;42.0;1;1;1;0;30.0;46;40.0;0;8;1;3;3;2;2;1;3;1;1;2;37.833333333333336;34.68421052631579;2.0;38.5
43.0;43.0;43.0;39.0;48.0;38;1;1;18.0;8;7;38.0;7;18.0;43.0;1;1;19.0;44.0;36.0;37.0;1;2;0.0;42.0;1;1;38.0;1;1;48.0;1;1;1;0;42.0;46;31.0;0;8;1;3;3;2;2;1;3;1;1;2;42.94444444444444;42.94736842105263;3.0;40.888888888888886
44.0;46.0;44.0;35.0;41.0;45;1;1;18.0;6;7;34.0;7;18.0;40.0;1;1;13.0;32.0;32.0;30.0;1;2;0.0;39.0;1;1;42.0;1;1;38.0;1;1;1;0;38.0;41;39.0;0;8;1;3;3;2;2;1;3;1;1;2;38.05555555555556;34.578947367894735;2.0;37.833333333333336
0.0;0.0;0.0;0.0;0.0;0;0;0;16.0;6;2;0.0;6;5.0;9.5;0;0;15.0;45.0;30.0;0.0;0;1;11.0;0.0;2;2;4.0;0;0;37.0;1;1;0;2;14.0;0;34.0;4;7;1;3;3;2;2;1;3;1;1;2;31.916666666666668;34.470588235294116;3.0;45.0
43.0;41.0;31.0;8.0;0.0;0;1;0;16.0;5;3;33.0;6;7.0;40.0;1;0;13.0;1.0;30.0;0.0;1;1;9.0;36.0;1;1;19.66666667;1;1;43.0;3;1;0;1;0.0;0;0.0;3;6;1;3;3;2;2;1;3;1;1;2;38.22222222222222;32.499999999375;1.0;23.846153846153847
43.0;43.0;43.0;32.0;47.0;50;1;1;18.0;8;7;44.0;7;18.0;32.0;1;2;19.0;47.0;32.0;28.0;1;2;0.0;43.0;1;1;39.0;1;1;47.0;1;1;1;0;34.0;50;39.0;0;8;1;3;3;2;2;1;3;1;1;2;41.888888888888886;39.8421052631579;2.0;39.833333333333336
38.0;38.0;43.0;43.0;48.0;50;1;1;18.0;8;7;42.0;7;18.0;36.0;1;1;19.0;46.0;39.0;39.0;1;2;0.0;47.0;1;1;37.0;1;1;46.0;1;1;1;0;32.0;44;38.0;0;8;1;3;3;2;2;1;3;1;1;2;43.0;43.78947368421053;3.0;42.388888888888886
37.0;35.0;38.0;37.0;42.0;50;1;1;18.0;7;6;42.0;7;15.0;37.0;1;1;16.0;46.0;30.0;33.0;1;2;3.0;47.0;2;1;37.0;1;1;42.0;1;1;1;1;24.0;41;32.0;1;8;1;3;3;2;2;1;3;1;1;2;38.5;34.473684211052635;2.0;38.833333333333336
43.0;35.0;30.0;33.0;42.0;48;1;1;18.0;8;5;37.0;7;13.0;30.0;1;2;19.0;39.0;35.0;24.0;1;2;5.0;37.0;1;1;27.0;1;1;26.0;3;1;1;2;31.0;45;39.0;2;8;1;3;3;2;2;1;3;1;1;2;36.611111111111114;35.578947368421055;2.0;34.22222222222222
44.0;39.0;7.0;40.0;0.0;0;1;0;14.0;2;1;14.0;5;2.0;16.0;1;0;5.0;0.0;32.0;0.0;1;1;12.0;30.33333333;2;2;23.0;1;1;0.0;1;0;0;4;12.0;0;5.333333333;4;6;3;3;3;2;2;1;3;1;1;2;35.03125;27.71875;1.0;26.454545454545453
37.0;40.0;35.0;42.0;39.0;50;1;1;16.0;6;6;34.0;6;16.0;36.0;1;0;14.0;0.0;31.0;0.0;1;2;0.0;36.0;1;1;30.0;1;1;0.0;1;0;1;1;30.0;41;36.0;0;7;2;3;3;2;2;1;3;1;1;2;37.416666666666664;35.26470588235294;2.0;38.84615384615385
42.0;35.0;30.0;0.0;41.0;0;1;1;16.0;6;3;34.0;6;8.0;35.0;1;1;15.0;38.0;30.5;0.0;1;1;8.0;29.0;3;1;18.33333333;1;1;34.0;3;1;0;3;22.33333333;0;30.0;3;7;2;3;3;2;2;1;3;1;1;2;38.6875;35.88235294117647;1.0;22.764705882352942
38.0;0.0;0.0;0.0;0.0;0;0;0;10.0;4;2;0.0;4;4.0;23.0;0;0;10.0;0.0;31.0;0.0;1;1;6.0;35.0;0;1;25.0;0;0;41.0;1;0;0;0;0.0;0;0.0;2;6;1;3;3;2;2;1;3;1;1;2;33.9375;31.15625;2.0;38.0
0.0;0.0;0.0;0.0;0.0;0;0;0;14.0;5;0;0.0;5;0.0;14.0;0;0;13.0;0.0;32.0;0.0;0;1;14.0;17.0;1;1;26.0;0;0;0.0;1;0;0;0;19.0;0;14.0;5;6;1;3;3;2;2;1;3;1;1;2;36.5625;32.15625;0.0;0.0
36.0;35.0;31.5;25.5;0.0;0;1;0;18.0;6;2;25.66666667;7;4.0;17.33333333;2;1;16.0;41.0;36.0;7.0;1;1;14.0;27.5;2;3;28.33333333;2;3;46.0;3;1;0;5;28.5;50;25.5;5;6;2;3;3;2;2;1;3;1;1;2;36.44444444444444;36.0;1.0;26.95833333375
42.0;31.0;30.0;33.0;44.0;50;1;1;18.0;7;5;29.33333333;7;12.0;42.0;1;2;16.0;39.0;26.5;24.5;1;2;6.0;34.0;1;1;28.5;1;3;40.0;2;1;1;3;38.0;42;29.5;2;8;2;3;3;2;2;1;3;1;1;2;39.111111111111114;35.71052631578947;2.0;33.17592592555556
42.0;37.0;30.0;37.0;44.0;50;1;1;18.0;7;6;32.0;7;15.0;30.0;1;1;16.0;33.0;30.0;30.0;1;2;3.0;34.0;2;1;30.0;1;1;45.0;1;1;1;3;30.0;44;28.0;1;8;2;3;3;2;2;1;3;1;1;2;35.27777777777778;34.31578947368421;2.0;35.05555555555556
39.0;43.0;43.0;31.0;46.0;45;1;1;18.0;8;6;38.0;7;15.0;34.0;1;1;19.0;43.0;32.0;37.0;1;2;3.0;45.0;1;1;29.0;1;1;46.0;2;1;1;1;37.0;42;43.0;1;8;1;3;3;2;2;1;3;1;1;2;40.111111111111114;38.578947368421055;2.0;39.5
43.0;42.0;30.5;37.0;47.0;50;1;1;18.0;7;7;31.0;7;18.0;41.0;1;1;16.0;43.0;32.0;36.0;1;2;0.0;30.0;1;1;35.0;2;2;43.0;1;1;1;0;34.0;42;40.0;0;8;1;3;3;2;2;1;3;1;1;2;37.361111111111114;39.81578947368421;2.0;37.916666666666664
44.0;30.0;32.5;26.5;39.0;50;1;1;18.0;6;6;31.0;7;15.0;45.0;2;1;13.0;32.0;29.0;36.0;1;2;3.0;30.0;2;1;30.0;2;1;40.0;1;1;1;2;23.0;31;34.0;1;8;1;3;3;2;2;1;3;1;1;2;35.55555555555556;35.73684210526316;2.0;33.55555555555556
32.0;44.0;41.0;30.0;42.0;50;1;1;16.0;6;4;30.0;6;11.0;40.0;1;3;14.0;0.0;25.0;16.66666667;1;2;5.0;28.0;1;1;26.5;1;1;0.0;2;0;1;2;37.0;35;32.0;2;7;2;3;3;2;2;1;3;1;1;2;33.55555555555556;33.05882352941177;2.0;33.437500000625
0.0;0.0;0.0;0.0;0.0;0;0;0;4.0;2;1;0.0;2;2.0;0.0;0;0;4.0;38.0;14.0;0.0;0;2;2.0;24.0;0;0;0.0;0;0;42.0;0;1;0;0;0.0;0;0.0;1;3;1;3;3;2;2;1;3;1;1;2;26.583333333333332;28.642857142857142;2.0;38.0
22.0;41.0;38.0;30.0;34.5;47;1;2;18.0;6;5;39.0;7;12.0;34.0;1;2;13.0;37.0;30.0;23.5;2;1;6.0;30.0;1;1;16.5;1;1;35.0;2;1;1;3;30.0;30;22.0;2;8;1;3;3;2;2;1;3;1;1;2;33.40740740722222;32.55263157894737;2.0;34.0
43.0;30.0;31.0;30.0;39.0;45;2;1;18.0;7;7;24.0;7;18.0;43.0;1;1;16.0;38.0;21.0;38.0;1;2;0.0;31.0;1;1;30.0;1;2;41.0;1;1;1;1;30.0;34;32.0;0;8;1;3;3;2;2;1;3;1;1;2;32.611111111111114;33.94736842157895;2.0;33.77777777777778
44.0;38.0;40.0;40.0;42.0;45;1;1;18.0;7;7;34.0;7;18.0;34.0;1;1;16.0;38.0;24.0;36.0;1;2;0.0;43.0;2;1;30.0;1;1;40.0;2;1;1;2;30.0;44;43.0;0;8;1;3;3;2;2;1;3;1;1;2;35.22222222222222;34.28947368421053;2.0;38.833333333333336
0.0;0.0;0.0;0.0;0.0;0;0;0;4.0;2;1;0.0;2;2.0;0.0;0;0;4.0;0.0;21.33333333;0.0;0;2;2.0;28.0;0;0;0.0;0;0;0.0;0;0;0;0;0.0;47;0.0;1;4;1;3;3;2;2;1;3;1;1;2;34.26851851777778;21.5;0.0;0.0
32.0;0.0;0.0;0.0;0.0;0;0;0;2.0;3;1;0.0;1;2.0;0.0;0;0;7.0;0.0;24.5;0.0;1;2;0.0;39.0;0;0;0.0;0;0;0.0;0;0;0;0;0.0;0;0.0;0;6;1;3;3;2;2;1;3;1;1;2;36.0;28.125;2.0;32.0
38.0;42.0;35.5;30.0;44.0;50;1;1;18.0;8;7;42.0;7;18.0;31.0;1;1;19.0;46.0;29.5;32.0;1;2;0.0;38.0;1;1;31.5;2;1;44.0;2;1;1;1;30.0;43;33.0;0;8;1;3;3;2;2;1;3;1;1;2;37.55555555555556;36.10526315789474;2.0;38.02777777777778
38.0;38.0;35.0;33.0;0.0;0;1;0;18.0;4;7;32.0;7;18.0;38.0;1;0;11.0;0.0;29.0;0.0;1;2;0.0;35.0;1;1;30.0;1;1;30.0;1;0;0;1;42.0;44;30.0;0;5;1;3;3;2;2;1;3;1;1;2;34.27777777777778;32.357142857142854;2.0;34.72727272727273
34.0;40.0;38.0;35.0;42.0;50;1;1;18.0;8;7;30.0;7;18.0;33.0;1;1;19.0;42.0;32.0;31.0;1;2;0.0;44.0;1;1;31.0;1;1;37.0;2;1;1;1;30.0;40;32.0;0;8;1;3;3;2;2;1;3;1;1;2;38.5;36.8421052631579;2.0;36.77777777777778
44.0;46.0;43.0;39.0;41.0;50;1;1;18.0;6;7;40.0;7;18.0;41.0;1;1;13.0;46.0;30.0;40.0;1;2;0.0;47.0;1;1;34.0;1;1;38.0;1;1;1;0;33.0;43;32.0;0;8;1;3;3;2;2;1;3;1;1;2;37.0;35.60526315789474;3.0;42.5
29.5;45.0;41.0;38.0;38.0;50;1;1;18.0;6;7;36.0;7;18.0;46.0;1;1;14.0;40.0;33.5;34.0;2;2;0.0;46.0;1;1;33.0;1;1;39.0;1;1;1;0;31.0;38;45.0;0;8;1;3;3;2;2;1;3;1;1;2;37.77777777777778;34.26315789473684;2.0;38.80555555555556
0.0;0.0;0.0;0.0;0.0;0;0;0;8.0;4;2;0.0;3;5.0;43.0;0;0;10.0;0.0;24.5;0.0;0;1;3.0;0.0;0;1;0.0;0;0;38.0;1;0;0;0;0.0;0;0.0;1;6;0;3;3;2;2;1;3;1;1;2;34.9375;29.90625;0.0;0.0
32.0;32.0;34.0;33.0;40.0;40;1;1;18.0;7;6;34.0;7;15.0;27.5;1;1;16.0;46.0;24.33333333;36.0;1;2;3.0;33.0;1;2;30.0;1;1;41.0;1;1;1;2;32.0;40;32.5;1;8;1;3;3;2;2;1;3;1;1;2;36.74074074000001;36.21052631578947;2.0;35.833333333333336
44.0;30.0;34.0;33.0;44.0;50;1;1;18.0;8;6;37.0;7;15.0;39.0;1;2;19.0;40.0;27.5;27.5;1;2;3.0;42.0;2;1;30.0;1;1;35.0;2;1;1;2;28.0;42;33.0;1;8;1;3;3;2;2;1;3;1;1;2;37.0;35.89473684210526;2.0;35.30555555555556
0.0;0.0;0.0;0.0;0.0;0;0;0;9.0;2;2;0.0;4;4.0;0.0;0;0;4.0;0.0;24.0;0.0;0;1;5.0;29.5;0;0;20.0;0;0;30.0;1;0;0;1;0.0;36;0.0;2;6;2;3;3;2;2;1;3;1;1;2;29.555555555555557;23.46875;0.0;0.0
45.0;40.0;34.0;34.0;31.0;50;1;1;18.0;5;5;30.0;7;12.0;33.0;1;3;10.0;34.0;20.0;12.33333333;1;2;6.0;36.0;2;1;30.0;1;1;39.0;1;1;1;2;29.0;37;27.5;2;8;1;3;3;2;2;1;3;1;1;2;34.388888888888886;29.315789474210526;2.0;31.944444443888887
0.0;0.0;0.0;0.0;0.0;0;0;0;5.0;3;2;0.0;2;5.0;44.0;0;0;8.0;0.0;23.5;0.0;0;2;0.0;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0.0;50;0.0;0;4;0;3;3;2;2;1;3;1;1;2;36.333333333333336;33.68181818181818;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0;0;0;11.0;4;3;0.0;4;8.0;40.0;0;0;11.0;0.0;30.0;0.0;0;2;3.0;39.0;0;1;25.0;0;0;0.0;1;0;0;0;0.0;0;31.0;1;5;1;3;3;2;2;1;3;1;1;2;38.388888888888886;30.571428571428573;0.0;0.0
38.0;42.0;41.0;41.0;45.0;50;1;1;18.0;8;7;40.0;7;18.0;37.0;1;1;19.0;42.0;32.5;30.0;1;2;0.0;45.0;1;1;32.0;1;1;42.0;1;1;1;0;41.0;46;32.0;0;8;1;3;3;2;2;1;3;1;1;2;40.27777777777778;39.0;2.0;39.833333333333336
42.0;43.0;42.0;39.0;44.0;50;1;1;18.0;8;7;38.0;7;18.0;43.0;1;1;19.0;38.0;31.5;30.0;1;2;0.0;38.0;1;1;39.0;1;1;43.0;1;1;1;0;32.0;42;34.0;0;8;1;3;3;2;2;1;3;1;1;2;38.94444444444444;37.78947368421053;2.0;39.27777777777778
45.0;22.5;29.5;33.0;0.0;0;2;0;18.0;4;5;13.5;7;13.0;30.0;1;1;8.0;37.0;32.0;34.0;1;2;5.0;29.0;1;1;22.5;2;2;30.0;2;1;0;2;34.0;43;30.0;2;8;2;3;3;2;2;1;3;1;1;2;35.388888888888886;28.263157894210526;2.0;30.03125
37.0;35.0;31.0;31.0;44.0;45;1;1;18.0;7;7;46.0;7;18.0;38.0;2;2;16.0;43.0;42.0;23.0;1;2;0.0;39.0;1;1;32.0;1;1;47.0;1;1;1;0;30.0;44;30.0;0;8;1;3;3;2;2;1;3;1;1;2;41.77777777777778;38.5;2.0;34.94444444444444
34.0;31.0;39.0;34.0;45.0;50;1;1;18.0;8;7;39.0;7;18.0;43.0;1;1;19.0;43.0;43.0;33.0;1;2;0.0;39.0;1;1;34.0;1;1;38.0;1;1;1;0;30.0;40;36.0;0;8;1;3;3;2;2;1;3;1;1;2;41.333333333333336;38.78947368421053;2.0;37.388888888888886
34.0;2.5;0.0;31.0;0.0;0;2;0;16.0;2;2;14.0;6;5.0;7.0;1;0;4.0;0.0;34.0;0.0;1;1;11.0;33.5;3;3;8.666666667;0;2;14.0;3;0;0;4;9.0;0;30.0;4;6;2;3;3;2;2;1;3;1;1;2;38.5;24.343750000625;1.0;20.0
45.0;33.0;34.0;27.5;43.0;46;1;1;18.0;8;7;31.0;7;18.0;36.0;2;1;19.0;36.0;37.0;33.0;1;2;0.0;32.0;1;1;30.0;1;1;42.0;1;1;1;0;30.0;45;33.0;0;8;1;3;3;2;2;1;3;1;1;2;39.72222222222222;34.76315789473684;2.0;34.30555555555556
43.0;40.0;38.0;36.0;40.0;50;1;1;18.0;5;7;38.0;7;18.0;31.5;1;1;11.0;37.0;30.0;41.0;1;2;0.0;35.0;1;2;33.0;1;1;43.0;1;1;1;1;30.0;44;45.0;0;8;1;3;3;2;2;1;3;1;1;2;35.638888888888886;32.0;2.0;39.333333333333336
44.0;35.0;40.0;33.0;42.0;50;1;1;18.0;6;7;31.0;7;18.0;38.0;1;2;13.0;35.0;33.0;21.5;1;2;0.0;36.0;1;1;34.0;1;1;42.0;1;1;1;0;35.0;41;32.0;0;8;1;3;3;2;2;1;3;1;1;2;37.611111111111114;34.763157895263156;2.0;34.52777777777778
36.0;33.0;43.0;38.0;48.0;50;1;1;18.0;8;7;34.0;7;18.0;35.0;1;1;19.0;49.0;30.0;36.0;1;2;0.0;36.0;1;1;30.0;1;1;46.0;1;1;1;0;30.0;46;32.0;0;8;1;3;3;2;2;1;3;1;1;2;40.44444444444444;36.8421052631579;2.0;39.833333333333336
47.0;35.0;41.0;34.0;40.0;0;1;1;18.0;5;5;35.0;7;12.0;46.0;1;1;12.0;41.0;32.0;30.0;1;2;6.0;42.0;2;1;30.0;1;1;38.0;1;1;0;2;29.5;45;25.0;2;7;1;3;3;2;2;1;3;1;1;2;38.611111111111114;31.833333333333332;2.0;36.705882352941174
31.0;43.0;41.0;36.0;44.0;0;1;1;18.0;6;7;34.0;7;18.0;31.0;1;2;13.0;32.0;20.0;16.0;1;2;0.0;30.0;1;1;33.0;1;1;38.0;1;2;0;1;33.0;30;30.0;0;8;1;3;3;2;2;1;3;1;1;2;30.27777777777778;31.47368421;2.0;33.64705882352941
45.0;22.5;2.0;0.0;0.0;0;2;0;14.0;6;3;0.0;5;8.0;32.0;0;0;16.0;0.0;30.0;0.0;1;1;6.0;30.0;3;1;11.0;2;0;0.0;3;0;0;2;5.0;0;30.0;2;6;1;3;3;2;2;1;3;1;1;2;35.666666666666664;32.4375;1.0;16.0
34.0;40.0;34.5;29.5;44.0;50;1;1;18.0;7;6;30.0;7;15.0;36.0;2;1;16.0;44.0;36.0;30.0;1;2;3.0;34.0;1;1;28.0;2;1;39.0;2;1;1;1;32.0;43;33.0;1;8;1;3;3;2;2;1;3;1;1;2;37.111111111111114;35.5;2.0;35.44444444444444
30.0;39.0;38.0;35.0;43.0;45;1;1;18.0;4;4;37.0;7;11.0;25.0;1;1;8.0;48.0;37.0;32.0;1;1;7.0;25.5;1;2;34.0;1;1;26.0;1;1;1;3;30.0;38;31.0;3;8;2;3;3;2;2;1;3;1;1;2;34.26851851833333;29.94736842105263;2.0;37.833333333333336
43.0;38.0;36.0;29.0;43.0;42;1;1;18.0;5;6;27.5;7;15.0;30.0;2;1;10.0;38.0;30.0;34.0;1;2;3.0;34.0;3;1;34.0;1;2;42.0;1;1;1;1;28.66666667;40;33.0;1;8;1;3;3;2;2;1;3;1;1;2;34.02777777777778;32.078947367894735;2.0;35.111111111111114
34.0;39.0;0.0;0.0;0.0;50;1;0;11.0;4;1;0.0;4;2.0;13.0;0;0;8.0;0.0;30.0;0.0;1;1;9.0;36.0;1;3;0.0;0;0;0.0;0;0;1;1;25.0;0;18.0;3;7;1;3;3;2;2;1;3;1;1;2;33.02777777777778;29.41176470588235;3.0;40.5
