NOTA_METODOS_NUM;NOTA_A_SISTEMAS;NOTA_MOD_PROG_UNO;NOTA_MAT_DIS;NOTA_HOMBRE;NOTA_GT_DOS;VECES_A_SISTEMAS;VECES_HOMBRE;NCC_TRES;NAA_DOS;NAA_TRES;NOTA_FUND_BASES;NAC_TRES;NCA_TRES;NOTA_PROG_AVANZADA;VECES_MAT_DIS;VECES_MAT_ESP;NCA_DOS;NOTA_SEGUNDA_LENGUA_TRES;NOTA_DIFERENCIAL;NOTA_MAT_ESP;VECES_METODOS_NUM;EPA_TRES;NCP_TRES;NOTA_TGS;VECES_MULTIVARIADO;VECES_PROG_AVANZADA;NOTA_FISICA_DOS;VECES_MOD_PROG_UNO;VECES_FUND_BASES;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;VECES_SEGUNDA_LENGUA_TRES;VECES_GT_DOS;CAR_TRES;NOTA_MULTIVARIADO;NOTA_EE_DOS;NOTA_ECUACIONES;NAP_TRES;NAC_DOS;VECES_TGS;CREDITOS_MOD_PROG_UNO;CREDITOS_MAT_ESP;CREDITOS_A_SISTEMAS;CREDITOS_SEGUNDA_LENGUA_TRES;CREDITOS_METODOS_NUM;CREDITOS_MAT_DIS;CREDITOS_HOMBRE;CREDITOS_GT_DOS;CREDITOS_FUND_BASES;PROMEDIO_UNO;PROMEDIO_DOS;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
32.0;50.0;42.0;37.0;31.0;50;1;1;18.0;7;7;30.0;7;18.0;49.0;1;1;16.0;39.0;24.5;45.0;1;2;0.0;40.0;1;1;42.0;1;1;42.0;1;1;1;0;35.0;44;33.0;0;8;1;3;3;2;2;1;3;1;1;2;30.38888888888889;36.026315789473685;3.0;40.166666666666664
39.0;43.0;40.0;45.0;40.0;35;1;1;18.0;8;7;45.0;7;18.0;49.0;1;1;19.0;41.0;24.5;35.0;1;2;0.0;39.0;2;1;33.0;1;1;33.0;1;1;1;1;31.5;48;30.0;0;8;1;3;3;2;2;1;3;1;1;2;35.5;39.63157894736842;3.0;40.666666666666664
0.0;0.0;0.0;0.0;0.0;0;0;0;5.0;4;2;0.0;2;5.0;49.0;0;0;8.0;0.0;23.5;0.0;0;2;0.0;0.0;0;1;0.0;0;0;36.0;0;0;0;0;0.0;0;0.0;0;6;0;3;3;2;2;1;3;1;1;2;32.875;31.75;0.0;0.0
37.0;38.0;29.0;36.0;0.0;0;1;0;16.0;8;5;28.0;6;13.0;30.0;1;1;19.0;42.0;27.0;31.0;1;2;3.0;47.0;3;1;30.0;2;2;38.0;1;1;0;1;26.66666667;0;30.0;1;8;1;3;3;2;2;1;3;1;1;2;31.61111111111111;35.526315789473685;2.0;33.8125
43.0;42.0;0.0;0.0;0.0;0;1;0;15.0;8;5;17.5;6;12.0;0.0;1;0;19.0;40.0;35.0;0.0;1;2;3.0;42.0;3;0;31.0;0;2;43.0;1;1;0;1;26.33333333;36;38.0;1;8;1;3;3;2;2;1;3;1;1;2;34.77777777777778;37.39473684210526;1.0;24.2
33.0;46.0;34.0;35.0;31.0;50;1;1;16.0;5;4;35.0;6;10.0;50.0;1;1;11.0;0.0;31.0;32.0;1;2;6.0;43.0;2;1;31.5;1;1;0.0;2;0;1;3;20.5;37;25.66666667;2;8;1;3;3;2;2;1;3;1;1;2;31.333333333333332;33.473684210526315;2.0;36.1875
38.0;42.0;40.0;38.0;45.0;50;1;1;18.0;8;6;31.0;7;15.0;38.0;1;2;19.0;42.0;27.5;31.0;1;2;3.0;42.0;2;1;30.0;1;1;46.0;1;1;1;1;28.0;40;32.0;1;8;1;3;3;2;2;1;3;1;1;2;32.05555555555556;40.05263157894737;2.0;38.333333333333336
38.0;43.0;33.0;43.0;42.0;50;1;1;18.0;7;7;43.0;7;18.0;39.0;1;1;16.0;45.0;33.0;31.0;1;2;0.0;38.0;2;1;30.0;2;1;43.0;1;1;1;1;31.0;50;31.0;0;8;1;3;3;2;2;1;3;1;1;2;33.22222222222222;34.81578947368421;2.0;39.611111111111114
37.0;43.0;32.5;23.66666667;0.0;0;1;0;18.0;5;6;37.0;7;15.0;43.0;3;1;12.0;39.0;35.0;17.0;1;2;3.0;32.0;2;1;36.0;2;1;30.0;1;1;0;2;24.5;38;30.0;1;7;1;3;3;2;2;1;3;1;1;2;34.94444444444444;34.44444444444444;2.0;30.906250000625
0.0;0.0;0.0;0.0;0.0;0;0;0;6.0;4;1;0.0;2;3.0;50.0;0;0;11.0;0.0;31.0;0.0;0;2;3.0;0.0;0;1;14.0;0;0;0.0;1;0;0;0;0.0;0;0.0;1;5;0;3;3;2;2;1;3;1;1;2;34.1875;34.92307692307692;0.0;0.0
38.0;33.0;32.0;38.0;35.0;50;1;1;18.0;8;7;37.0;7;18.0;42.0;1;1;19.0;41.0;36.0;31.0;1;2;0.0;40.0;1;1;30.0;1;1;45.0;1;1;1;0;40.0;47;38.0;0;8;1;3;3;2;2;1;3;1;1;2;34.333333333333336;40.31578947368421;2.0;36.0
38.0;45.0;33.0;38.0;44.0;50;1;1;18.0;8;7;31.0;7;18.0;36.0;1;1;19.0;29.5;38.0;37.0;1;2;0.0;33.0;1;1;31.0;1;1;42.0;1;2;1;0;34.0;33;37.0;0;8;1;3;3;2;2;1;3;1;1;2;29.47222222222222;43.1578947368421;2.0;37.05555555555556
38.0;35.0;44.0;40.0;42.0;50;1;1;16.0;7;6;40.0;6;16.0;50.0;1;0;17.0;0.0;35.0;0.0;1;2;0.0;37.0;1;1;30.5;1;1;0.0;2;0;1;1;32.0;41;30.0;0;7;1;3;3;2;2;1;3;1;1;2;32.333333333333336;38.55882352941177;3.0;40.92307692307692
0.0;0.0;0.0;0.0;0.0;0;0;0;6.0;4;2;0.0;2;6.0;50.0;0;0;10.0;0.0;30.0;0.0;0;2;0.0;0.0;0;1;36.0;0;0;0.0;1;0;0;0;0.0;0;0.0;0;5;0;3;3;2;2;1;3;1;1;2;36.875;34.96153846153846;0.0;0.0
30.0;39.0;34.0;38.0;0.0;50;1;0;18.0;5;6;38.0;7;15.0;37.0;1;1;11.0;32.0;30.0;30.0;1;2;3.0;39.0;3;1;32.0;1;1;32.0;1;2;1;1;27.66666667;33;32.0;1;8;1;3;3;2;2;1;3;1;1;2;33.111111111111114;35.421052631578945;2.0;35.529411764705884
42.0;37.0;29.5;30.0;0.0;0;1;0;16.0;3;5;34.0;6;13.0;25.33333333;1;1;8.0;0.0;36.0;36.0;1;2;3.0;32.0;1;3;31.0;2;1;0.0;1;0;0;1;31.0;42;30.0;1;5;1;3;3;2;2;1;3;1;1;2;33.0;29.535714286428572;2.0;33.607142857142854
38.0;44.0;41.0;35.0;45.0;50;1;1;16.0;5;6;37.0;6;16.0;35.0;1;1;10.0;0.0;35.0;43.0;1;2;0.0;36.0;1;1;39.0;1;1;0.0;1;0;1;0;35.0;46;30.0;0;8;1;3;3;2;2;1;3;1;1;2;37.05555555555556;34.8421052631579;3.0;40.75
43.0;0.0;30.0;36.0;0.0;40;0;0;12.0;5;3;37.0;4;9.0;37.0;1;1;11.0;37.0;31.0;30.0;1;2;3.0;0.0;1;1;17.0;1;1;0.0;2;1;1;1;35.0;0;38.0;1;7;0;3;3;2;2;1;3;1;1;2;34.65625;35.529411764705884;2.0;34.6
38.0;40.0;38.0;40.0;41.0;50;1;1;18.0;8;7;33.0;7;18.0;35.0;1;1;19.0;42.0;35.0;40.0;1;2;0.0;40.0;1;1;38.0;1;1;38.0;1;1;1;0;35.0;44;37.0;0;8;1;3;3;2;2;1;3;1;1;2;37.27777777777778;39.578947368421055;2.0;39.611111111111114
40.0;41.0;46.0;45.0;45.0;50;1;1;18.0;8;7;47.0;7;18.0;43.0;1;1;19.0;42.0;32.0;43.0;1;2;0.0;43.0;1;1;41.0;1;1;49.0;1;1;1;0;40.0;49;31.0;0;8;1;3;3;2;2;1;3;1;1;2;39.166666666666664;39.8421052631579;3.0;44.27777777777778
40.0;40.0;38.0;44.0;42.0;40;1;1;18.0;8;6;44.0;7;15.0;33.0;1;2;19.0;45.0;28.5;30.5;1;2;3.0;34.0;1;1;19.5;1;1;48.0;2;1;1;1;33.0;41;31.0;1;8;1;3;3;2;2;1;3;1;1;2;31.88888888888889;39.78947368421053;2.0;39.861111111111114
41.0;39.0;40.0;41.0;44.0;50;1;1;18.0;8;7;35.0;7;18.0;39.0;1;1;19.0;43.0;34.0;40.0;1;2;0.0;39.0;1;1;40.0;1;1;49.0;1;1;1;0;42.0;41;40.0;0;8;1;3;3;2;2;1;3;1;1;2;35.333333333333336;43.94736842105263;3.0;40.666666666666664
40.0;42.0;47.0;46.0;45.0;50;1;1;18.0;8;7;41.0;7;18.0;43.0;1;1;19.0;48.0;37.0;42.0;1;2;0.0;34.0;1;1;41.0;1;1;45.0;1;1;1;0;42.0;50;46.0;0;8;1;3;3;2;2;1;3;1;1;2;43.611111111111114;43.473684210526315;3.0;44.55555555555556
0.0;19.0;0.0;0.0;0.0;50;1;0;5.0;3;1;14.0;2;2.0;9.0;0;0;6.0;0.0;25.0;0.0;0;1;3.0;37.0;0;2;0.0;0;1;0.0;0;0;1;1;0.0;0;0.0;1;7;1;3;3;2;2;1;3;1;1;2;31.8125;20.647058823529413;1.0;23.2
0.0;0.0;0.0;0.0;0.0;0;0;0;9.0;2;2;35.0;3;6.0;38.0;0;0;5.0;0.0;35.0;0.0;0;1;3.0;0.0;3;1;0.0;0;1;0.0;0;0;0;2;14.66666667;0;35.5;1;6;0;3;3;2;2;1;3;1;1;2;37.583333333333336;28.375;2.0;35.0
43.0;44.0;37.0;0.0;0.0;0;1;0;13.0;5;3;0.0;5;7.0;38.0;0;0;13.0;0.0;36.0;0.0;1;1;6.0;43.0;0;1;21.5;1;0;38.0;2;0;0;1;0.0;0;8.0;2;6;1;3;3;2;2;1;3;1;1;2;35.25;37.40625;3.0;40.333333333333336
0.0;0.0;0.0;0.0;0.0;0;0;0;4.0;4;2;0.0;2;4.0;0.0;0;0;8.0;0.0;30.0;0.0;0;2;0.0;36.0;0;0;0.0;0;0;34.0;0;0;0;0;0.0;0;0.0;0;7;1;3;3;2;2;1;3;1;1;2;28.03125;24.676470588235293;0.0;0.0
42.0;43.0;41.0;31.0;45.0;50;1;1;18.0;7;7;45.0;7;18.0;36.0;1;2;16.0;49.0;36.0;28.5;1;2;0.0;37.0;1;1;35.0;1;1;49.0;1;1;1;0;41.0;43;35.0;0;8;1;3;3;2;2;1;3;1;1;2;33.30555555555556;36.36842105263158;2.0;39.583333333333336
40.0;43.0;44.0;40.0;45.0;50;1;1;18.0;8;7;40.0;7;18.0;42.0;1;1;19.0;45.0;42.0;33.0;1;2;0.0;37.0;1;1;36.0;1;1;44.0;1;1;1;0;42.0;41;38.0;0;8;1;3;3;2;2;1;3;1;1;2;38.55555555555556;40.31578947368421;3.0;41.22222222222222
40.0;42.0;40.0;40.0;44.0;50;1;1;16.0;7;6;31.0;6;16.0;49.0;1;1;16.0;27.0;31.0;40.0;1;2;0.0;36.0;2;1;37.0;1;1;34.0;1;1;1;1;32.5;0;35.0;0;8;1;3;3;2;2;1;3;1;1;2;40.27777777777778;35.44736842105263;2.0;38.55555555555556
35.0;40.0;43.0;42.0;47.0;50;1;1;18.0;7;7;35.0;7;18.0;48.0;1;1;16.0;35.0;34.0;30.0;1;2;0.0;36.0;1;1;32.0;1;1;30.0;1;1;1;0;37.0;42;34.0;0;8;1;3;3;2;2;1;3;1;1;2;35.5;37.78947368421053;2.0;38.72222222222222
33.0;49.0;31.5;27.0;21.5;50;1;2;16.0;6;4;30.0;6;10.0;34.0;1;0;14.0;0.0;31.0;0.0;1;1;6.0;35.0;2;1;31.0;2;1;0.0;1;0;1;2;27.0;30;24.0;2;7;1;3;3;2;2;1;3;1;1;2;26.25;32.794117647058826;2.0;33.69230769230769
37.0;41.0;35.0;32.0;45.0;50;1;1;18.0;6;5;34.0;7;12.0;35.0;1;1;14.0;43.0;27.0;35.0;1;2;6.0;30.0;2;1;32.0;1;1;42.0;2;1;1;3;29.0;33;21.0;2;7;1;3;3;2;2;1;3;1;1;2;31.333333333333332;35.64705882411765;2.0;37.44444444444444
28.5;43.0;36.0;0.0;44.0;45;1;1;16.0;7;3;43.0;6;7.0;49.0;0;0;16.0;0.0;26.0;0.0;2;1;9.0;40.0;2;1;20.0;2;1;0.0;2;0;1;2;22.5;43;0.0;3;8;1;3;3;2;2;1;3;1;1;2;36.44444444444444;35.421052631578945;2.0;39.75
41.0;43.0;45.0;38.0;38.0;44;1;1;18.0;8;4;28.5;7;9.0;37.0;1;1;19.0;35.0;30.0;33.0;1;1;9.0;30.0;3;1;28.0;1;2;34.0;2;1;1;3;26.33333333;33;26.5;3;8;1;3;3;2;2;1;3;1;1;2;31.77777777777778;35.31578947368421;2.0;38.0
37.0;38.0;19.66666667;29.33333333;40.0;50;1;1;18.0;5;4;31.0;7;10.0;36.0;3;1;11.0;37.0;25.5;30.0;1;1;8.0;31.0;2;1;29.5;3;1;37.0;2;1;1;2;28.0;26;33.0;3;7;1;3;3;2;2;1;3;1;1;2;29.166666666666668;31.470588234705883;2.0;32.0
32.0;37.0;30.0;36.0;0.0;50;1;0;14.0;6;5;47.0;5;14.0;30.0;1;2;14.0;0.0;25.0;27.5;1;2;0.0;35.0;2;1;36.0;1;1;0.0;1;0;1;1;31.0;0;30.0;0;7;1;3;3;2;2;1;3;1;1;2;35.166666666666664;33.17647058882353;2.0;35.36666666666667
40.0;46.0;41.0;35.0;43.0;50;1;1;18.0;7;6;36.0;7;15.0;39.0;1;1;16.0;23.0;30.0;31.0;1;2;3.0;35.0;1;1;30.0;1;1;37.0;1;1;1;1;32.0;46;29.66666667;1;8;1;3;3;2;2;1;3;1;1;2;37.611111111111114;36.8421052631579;2.0;36.888888888888886
31.0;43.0;37.0;33.0;40.0;45;1;1;18.0;4;6;31.5;7;15.0;26.0;1;1;9.0;0.0;32.0;41.0;1;2;3.0;38.0;1;2;39.0;1;2;42.0;1;0;1;1;31.0;47;34.0;1;7;1;3;3;2;2;1;3;1;1;2;35.5;30.27777777777778;2.0;37.375
43.0;40.0;38.0;44.0;40.0;0;1;1;16.0;6;6;44.0;6;16.0;30.0;1;1;13.0;39.0;27.0;30.0;1;2;0.0;33.0;1;2;35.0;1;1;33.0;1;1;0;1;34.0;0;40.0;0;8;1;3;3;2;2;1;3;1;1;2;27.194444444444443;33.73684210526316;2.0;39.11764705882353
43.0;44.0;22.5;31.0;43.0;0;1;1;14.0;5;4;37.0;5;11.0;37.0;1;0;12.0;0.0;31.0;0.0;1;2;3.0;43.0;3;1;31.0;2;1;0.0;1;0;0;1;24.0;0;33.0;1;7;1;3;3;2;2;1;3;1;1;2;36.875;33.388888889444445;2.0;34.041666666666664
42.0;37.0;44.0;34.0;0.0;48;1;0;18.0;6;4;38.0;7;9.0;30.0;1;0;13.0;40.0;34.0;0.0;1;1;9.0;30.0;2;1;26.66666667;1;1;43.0;3;1;1;3;29.5;41;23.5;3;8;1;3;3;2;2;1;3;1;1;2;37.333333333333336;33.68421052631579;2.0;39.57142857142857
40.0;38.0;33.0;38.0;35.0;50;1;1;16.0;6;5;42.0;6;13.0;35.0;1;0;13.0;0.0;30.0;0.0;1;2;3.0;32.0;1;1;32.0;1;1;0.0;1;0;1;0;36.0;38;28.0;1;8;1;3;3;2;2;1;3;1;1;2;28.52777777777778;32.71052631578947;2.0;38.30769230769231
40.0;41.0;42.0;48.0;46.0;50;1;1;18.0;8;7;48.0;7;18.0;38.0;1;1;19.0;48.0;34.0;40.0;1;2;0.0;42.0;1;1;32.5;1;1;49.0;2;1;1;1;40.0;44;37.0;0;8;1;3;3;2;2;1;3;1;1;2;35.77777777777778;40.68421052631579;3.0;44.44444444444444
42.0;42.0;43.0;40.0;0.0;36;1;0;18.0;7;7;31.0;7;18.0;34.0;1;2;16.0;42.0;33.5;20.5;1;2;0.0;36.0;1;1;38.0;1;1;46.0;1;1;1;0;31.0;45;34.0;0;8;1;3;3;2;2;1;3;1;1;2;36.44444444444444;37.1578947368421;2.0;36.38235294117647
40.0;39.0;40.0;36.0;0.0;50;1;0;16.0;5;6;34.0;6;16.0;48.0;1;1;10.0;0.0;23.5;30.0;1;2;0.0;37.0;1;1;30.0;1;1;0.0;1;0;1;0;35.0;38;33.0;0;8;1;3;3;2;2;1;3;1;1;2;29.86111111111111;33.31578947315789;2.0;36.93333333333333
40.0;38.0;37.0;41.0;40.0;41;1;1;16.0;5;6;42.0;6;16.0;36.0;1;0;10.0;0.0;28.5;0.0;1;2;0.0;31.0;1;1;37.0;1;1;0.0;1;0;1;0;43.0;37;34.0;0;8;1;3;3;2;2;1;3;1;1;2;32.27777777777778;32.31578947368421;2.0;39.61538461538461
30.0;40.0;37.0;46.0;0.0;0;1;0;18.0;6;3;21.66666667;7;7.0;40.0;1;3;16.0;0.0;40.0;12.0;1;1;11.0;37.0;2;1;28.5;1;3;27.0;2;0;0;4;24.5;46;19.5;4;7;2;3;3;2;2;1;3;1;1;2;39.05555555555556;36.166666666666664;2.0;31.30952381
33.0;42.0;30.5;32.0;0.0;0;1;0;13.0;3;5;18.0;5;13.0;39.0;1;0;7.0;41.0;22.66666667;0.0;1;2;0.0;37.0;0;1;32.5;2;1;30.0;2;1;0;1;0.0;0;31.0;0;6;1;3;3;2;2;1;3;1;1;2;26.342592593333332;31.25;2.0;32.5
0.0;0.0;0.0;0.0;48.0;0;0;1;8.0;4;1;0.0;3;2.0;12.0;0;0;11.0;0.0;40.0;0.0;0;1;6.0;40.0;0;1;24.0;0;0;0.0;1;0;0;0;0.0;0;0.0;2;5;1;3;3;2;2;1;3;1;1;2;37.111111111111114;30.857142857142858;4.0;48.0
41.0;0.0;0.0;0.0;0.0;0;0;0;2.0;2;1;0.0;1;2.0;0.0;0;0;4.0;0.0;21.5;0.0;1;2;0.0;45.0;0;0;0.0;0;0;0.0;0;0;0;0;0.0;0;0.0;0;5;1;3;3;2;2;1;3;1;1;2;16.8645833330625;14.958333333333334;3.0;41.0
30.0;46.0;43.0;0.0;0.0;0;1;0;10.0;5;4;28.0;4;10.0;32.0;0;0;13.0;0.0;38.0;0.0;1;2;0.0;39.0;0;1;30.0;1;1;0.0;1;0;0;0;0.0;47;0.0;0;6;1;3;3;2;2;1;3;1;1;2;41.0;31.03125;2.0;38.375
39.0;0.0;0.0;0.0;0.0;0;0;0;18.0;3;3;0.0;7;7.0;24.5;0;0;6.0;0.0;22.33333333;0.0;1;1;11.0;47.0;1;2;33.0;0;0;22.5;1;0;0;2;24.0;41;25.0;4;7;1;3;3;2;2;1;3;1;1;2;27.35185185111111;28.583333333888888;2.0;39.0
42.0;45.0;44.0;37.0;40.0;0;1;1;18.0;6;6;35.0;7;15.0;48.0;1;0;13.0;44.0;35.0;0.0;1;2;3.0;39.0;1;1;30.0;1;1;42.0;1;1;0;1;33.0;33;27.66666667;1;8;1;3;3;2;2;1;3;1;1;2;33.72222222222222;35.63157894736842;3.0;40.92857142857143
41.0;40.0;19.33333333;30.0;37.0;50;1;1;18.0;4;5;38.0;7;12.0;24.5;1;1;7.0;46.0;26.0;32.0;1;2;6.0;40.0;3;2;39.0;3;1;47.0;1;1;1;2;28.0;38;30.0;2;8;1;3;3;2;2;1;3;1;1;2;33.166666666666664;29.657894737368423;2.0;34.44444444388889
41.0;48.0;30.0;35.0;45.0;0;1;1;16.0;6;5;35.0;6;13.0;30.0;1;2;15.0;0.0;32.0;31.0;1;2;3.0;40.0;1;1;28.0;1;1;30.0;3;0;0;2;33.0;0;31.5;1;7;1;3;3;2;2;1;3;1;1;2;39.27777777777778;36.361111111111114;2.0;36.0
42.0;48.0;33.0;42.0;45.0;50;1;1;18.0;7;5;36.0;7;13.0;39.0;1;2;16.0;44.0;30.0;23.5;1;2;5.0;40.0;1;1;26.0;1;1;28.0;3;1;1;2;31.0;42;33.0;2;8;1;3;3;2;2;1;3;1;1;2;36.05555555555556;35.10526315842105;2.0;38.25
38.0;45.0;33.0;37.0;44.0;50;1;1;18.0;6;6;33.0;7;15.0;50.0;1;1;13.0;43.0;31.0;33.0;1;2;3.0;38.0;2;1;37.0;1;2;34.0;1;1;1;1;21.5;42;34.0;1;8;1;3;3;2;2;1;3;1;1;2;35.94444444444444;36.13157894736842;2.0;37.94444444444444
34.0;42.0;49.0;33.0;40.0;50;1;1;16.0;6;4;43.0;6;11.0;32.0;1;3;13.0;36.0;26.0;24.33333333;1;1;5.0;31.0;1;1;34.0;1;1;27.5;1;1;1;2;30.0;0;24.0;2;8;1;3;3;2;2;1;3;1;1;2;36.05555555555556;33.31578947368421;2.0;38.055555555
31.0;40.0;36.0;29.0;0.0;0;1;0;16.0;4;5;32.0;6;13.0;20.0;2;1;9.0;44.0;22.5;30.0;1;2;3.0;31.0;1;2;32.0;1;1;36.0;2;1;0;2;34.0;0;30.0;1;7;1;3;3;2;2;1;3;1;1;2;32.833333333333336;30.277777777222223;2.0;34.25
34.0;21.0;32.0;40.0;0.0;50;2;0;18.0;5;6;41.0;7;15.0;34.0;1;1;10.0;41.0;31.0;30.0;1;2;3.0;38.0;1;1;24.66666667;1;1;34.0;3;1;1;1;32.0;36;36.0;1;8;1;3;3;2;2;1;3;1;1;2;34.666666666666664;34.473684211052635;2.0;35.05882352941177
42.0;43.0;35.0;31.0;45.0;50;1;1;18.0;4;7;40.0;7;18.0;34.0;1;1;8.0;40.0;26.0;34.0;1;2;0.0;39.0;1;1;32.0;1;1;48.0;1;1;1;0;30.0;44;38.0;0;8;1;3;3;2;2;1;3;1;1;2;29.22222222222222;34.34210526263158;2.0;37.94444444444444
42.0;30.0;35.0;44.0;45.0;50;1;1;18.0;7;7;31.0;7;18.0;35.0;1;1;16.0;46.0;31.0;37.0;1;2;0.0;37.0;1;1;30.66666667;1;1;32.5;3;1;1;2;36.0;38;30.0;0;8;1;3;3;2;2;1;3;1;1;2;31.083333333333332;35.8421052631579;2.0;38.833333333333336
23.0;0.0;0.0;0.0;0.0;0;0;0;5.0;4;2;0.0;2;5.0;33.0;0;0;10.0;0.0;21.0;0.0;2;2;0.0;38.0;0;2;0.0;0;0;0.0;0;0;0;1;0.0;0;0.0;0;6;1;3;3;2;2;1;3;1;1;2;30.34375;28.71875;1.0;23.0
0.0;0.0;0.0;0.0;0.0;0;0;0;5.0;3;2;0.0;2;5.0;33.0;0;0;8.0;0.0;19.0;0.0;0;2;0.0;35.0;0;1;0.0;0;0;0.0;0;0;0;0;0.0;0;0.0;0;4;1;3;3;2;2;1;3;1;1;2;30.5625;31.954545454545453;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0;0;0;13.0;8;5;0.0;5;13.0;39.0;0;0;19.0;0.0;35.0;0.0;0;2;0.0;36.0;0;1;38.0;0;0;42.0;1;0;0;0;0.0;0;37.0;0;8;1;3;3;2;2;1;3;1;1;2;39.27777777777778;39.78947368421053;0.0;0.0
42.0;38.0;35.0;38.0;43.0;50;1;1;18.0;8;7;42.0;7;18.0;33.0;1;1;19.0;47.0;24.5;31.0;1;2;0.0;36.0;1;1;30.0;1;1;45.0;1;1;1;1;34.0;34;30.0;0;8;1;3;3;2;2;1;3;1;1;2;33.888888888888886;39.526315789473685;2.0;38.94444444444444
42.0;50.0;44.0;43.0;42.0;42;1;1;18.0;7;6;32.0;7;15.0;41.0;1;1;16.0;0.0;41.0;36.0;1;2;3.0;33.0;1;1;35.0;1;1;46.0;1;0;1;1;31.0;42;26.0;1;8;1;3;3;2;2;1;3;1;1;2;35.0;37.5;3.0;41.1875
31.0;50.0;42.0;36.0;46.0;50;1;1;18.0;7;7;30.0;7;18.0;31.0;1;0;16.0;42.0;29.0;0.0;1;2;0.0;41.0;1;1;39.0;1;1;46.0;1;1;1;0;34.0;34;32.0;0;8;1;3;3;2;2;1;3;1;1;2;37.94444444444444;38.36842105210526;3.0;40.333333333333336
40.0;50.0;38.0;49.0;44.0;50;1;1;18.0;7;7;38.0;7;18.0;38.0;1;1;16.0;38.0;27.5;30.0;1;2;0.0;39.0;1;1;32.0;1;1;44.0;1;1;1;0;35.0;45;36.0;0;8;1;3;3;2;2;1;3;1;1;2;38.0;37.89473684210526;3.0;40.94444444444444
42.0;34.0;40.0;26.0;40.0;0;1;1;16.0;5;5;38.0;6;13.0;39.0;2;0;12.0;0.0;23.5;0.0;1;2;3.0;36.0;2;1;31.0;1;1;30.0;1;0;0;2;28.0;0;31.5;1;7;1;3;3;2;2;1;3;1;1;2;31.0;36.16666666611111;2.0;35.333333333333336
40.0;39.0;41.0;44.0;47.0;50;1;1;18.0;8;6;40.0;7;15.0;40.0;1;1;19.0;46.0;31.0;42.0;1;2;3.0;34.0;1;1;18.0;1;1;45.0;2;1;1;1;34.0;43;34.0;1;8;1;3;3;2;2;1;3;1;1;2;38.94444444444444;39.0;3.0;42.666666666666664
42.0;41.0;39.0;38.0;0.0;50;1;0;15.0;7;4;35.0;6;9.0;40.0;1;1;16.0;35.0;28.5;45.0;1;2;6.0;39.0;2;1;0.0;1;1;42.0;0;1;1;1;26.0;33;28.0;2;8;1;3;3;2;2;1;3;1;1;2;33.638888888888886;36.76315789473684;2.0;40.0
39.0;47.0;40.0;40.0;41.0;50;1;1;18.0;8;7;37.0;7;18.0;39.0;1;1;19.0;43.0;30.5;37.0;1;2;0.0;34.0;1;1;33.0;1;1;48.0;1;1;1;0;33.0;45;33.0;0;8;1;3;3;2;2;1;3;1;1;2;38.666666666666664;40.63157894736842;3.0;40.833333333333336
40.0;45.0;38.0;39.0;44.0;50;1;1;18.0;7;7;46.0;7;18.0;33.0;1;1;16.0;43.0;26.5;33.0;1;2;0.0;38.0;1;1;30.0;1;1;44.0;1;1;1;0;38.0;45;33.0;0;8;1;3;3;2;2;1;3;1;1;2;34.5;37.921052631578945;3.0;40.666666666666664
34.0;46.0;42.0;30.0;30.0;0;1;1;18.0;6;7;31.0;7;18.0;40.0;1;1;13.0;41.0;26.0;30.0;1;2;0.0;36.0;2;1;32.0;1;1;43.0;1;1;0;1;31.0;30;30.0;0;8;1;3;3;2;2;1;3;1;1;2;30.11111111111111;36.5;2.0;35.64705882352941
32.0;41.0;40.0;42.0;46.0;50;1;1;18.0;8;6;29.5;7;16.0;41.0;1;1;19.0;0.0;38.0;31.0;1;2;2.0;46.0;1;1;38.0;1;2;20.0;1;0;1;1;36.0;45;40.0;1;8;1;3;3;2;2;1;3;1;1;2;39.888888888888886;44.68421052631579;2.0;38.0
39.0;42.0;44.0;41.0;42.0;50;1;1;18.0;8;6;34.0;7;15.0;32.0;1;1;19.0;41.0;33.0;30.0;1;2;3.0;41.0;1;1;22.0;1;1;35.0;2;1;1;1;30.0;32;36.0;1;8;1;3;3;2;2;1;3;1;1;2;35.0;39.63157894736842;2.0;39.44444444444444
37.0;41.0;43.0;40.0;39.0;50;1;1;16.0;8;6;34.0;6;16.0;38.0;1;1;19.0;0.0;31.0;37.0;1;2;0.0;42.0;2;1;39.0;1;1;0.0;1;0;1;1;30.0;39;30.0;0;8;1;3;3;2;2;1;3;1;1;2;32.44444444444444;37.473684210526315;2.0;39.75
32.0;31.0;42.0;35.0;0.0;50;1;0;18.0;5;6;30.0;7;16.0;31.0;1;1;11.0;25.0;30.0;42.0;1;2;2.0;34.0;1;1;33.0;1;1;29.5;1;2;1;1;30.0;34;33.0;1;8;1;3;3;2;2;1;3;1;1;2;32.94444444444444;32.763157895263156;2.0;35.94117647058823
42.0;39.0;33.0;30.0;41.0;50;1;1;18.0;6;6;34.0;7;16.0;36.0;1;1;13.0;0.0;25.0;30.0;1;2;2.0;42.0;1;1;34.0;1;1;22.5;1;0;1;1;34.0;36;33.0;1;8;1;3;3;2;2;1;3;1;1;2;30.61111111111111;35.6578947368421;2.0;34.875
