NUMERO;PROMEDIO_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_TEXTOS;NOTA_EE_UNO;PROMEDIO_DOS;NCC_DOS;NCA_DOS;NAA_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_PBASICA;NOTA_EE_DOS;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ESTADISTICA_UNO;VECES_ESTADISTICA_UNO;CREDITOS_ESTADISTICA_UNO;NOTA_TERMODINAMICA;VECES_TERMODINAMICA;CREDITOS_TERMODINAMICA;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_PORIENTADA;VECES_PORIENTADA;CREDITOS_PORIENTADA;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
30;35.06666666666667;6;25.0;40.0;45.0;43.0;36.5625;16;14;5;30.0;35.0;27.5;40.0;40.0;0;15;15;0;6;6;0;2;30.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;42.0;1;2;40.0;1;3;35.0;1;2;2;35.27777777777778
39;37.0;7;30.0;40.0;40.0;45.0;35.46875;16;13;5;35.0;27.5;40.0;35.0;45.0;1;15;12;3;6;5;1;2;22.5;2;3;45.0;1;3;0.0;0;3;35.0;1;2;41.0;1;2;35.0;1;3;41.0;1;2;2;36.22222222222222
50;23.71794871794872;4;12.0;12.66666666666667;30.0;0.0;23.6;6;3;1;0.0;0.0;0.0;35.0;0.0;0;6;3;3;2;1;1;1;0.0;0;3;20.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;35.0;1;3;0.0;0;2;1;30.0
51;32.69230769230769;5;32.5;0.0;40.0;15.0;32.5;6;6;2;0.0;0.0;0.0;35.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
54;29.73333333333333;6;19.0;35.0;30.0;40.0;33.125;16;13;5;20.0;30.0;39.0;40.0;31.0;2;15;9;6;6;4;2;1;26.0;4;3;22.5;2;3;0.0;0;3;30.0;1;2;34.0;1;2;30.0;1;3;32.0;1;2;2;30.72222222222222
55;35.33333333333334;6;25.0;45.0;40.0;40.0;38.375;16;16;6;40.0;35.0;35.0;40.0;32.0;0;15;15;0;6;6;0;2;35.0;1;3;40.0;1;3;0.0;0;3;35.0;1;2;42.0;1;2;40.0;1;3;43.0;1;2;2;36.66666666666666
57;39.66666666666666;7;35.0;40.0;40.0;45.0;40.3125;16;16;6;30.0;45.0;30.0;45.0;45.0;0;15;15;0;6;6;0;2;30.0;1;3;40.0;1;3;0.0;0;3;45.0;1;2;41.0;1;2;45.0;1;3;43.0;1;2;3;40.55555555555556
87;36.53333333333333;7;35.0;40.0;30.0;44.0;33.6875;16;16;6;35.0;30.0;32.0;30.0;35.0;0;15;15;0;6;6;0;2;35.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;43.0;1;2;30.0;1;3;40.0;1;2;2;35.83333333333334
88;35.55555555555555;6;23.33333333333333;40.0;40.0;45.0;31.96428571428572;14;8;3;21.66666666666667;22.5;0.0;40.0;45.0;1;9;3;6;3;1;2;1;15.0;1;3;35.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;25.0;2;3;0.0;0;2;1;23.75
115;32.33333333333334;5;27.5;27.5;30.0;40.0;26.875;12;3;1;22.5;22.5;0.0;35.0;0.0;1;9;6;3;3;2;1;2;30.0;1;3;27.5;2;3;0.0;0;3;0.0;0;2;0.0;0;2;35.0;1;3;0.0;0;2;1;19.68181818181818
119;16.73160173160173;0;15.42857142857143;0.0;15.0;0.0;27.5;4;1;1;0.0;0.0;0.0;25.0;0.0;2;6;0;6;2;0;2;1;0.0;0;3;18.5;4;3;0.0;0;3;0.0;0;2;0.0;0;2;25.0;2;3;0.0;0;2;1;25.0
120;34.73333333333333;7;30.0;30.0;40.0;43.0;37.05882352941177;17;17;7;35.0;30.0;30.0;50.0;45.0;0;15;15;0;6;6;0;2;35.0;1;3;40.0;1;3;0.0;0;3;30.0;1;2;34.0;1;2;45.0;1;3;40.0;1;2;2;38.77777777777778
122;20.03846153846154;3;15.0;4.0;30.0;0.0;15.66666666666667;9;0;0;9.0;0.0;0.0;25.0;0.0;2;6;0;6;2;0;2;1;0.0;0;3;10.33333333333333;3;3;0.0;0;3;0.0;0;2;0.0;0;2;21.66666666666667;3;3;0.0;0;2;0;0.0
127;35.06666666666667;7;30.0;40.0;35.0;38.0;38.52941176470588;17;17;7;35.0;35.0;30.0;45.0;45.0;0;15;15;0;6;6;0;2;40.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;36.0;1;2;45.0;1;3;40.0;1;2;2;35.66666666666666
130;29.77777777777778;5;21.66666666666667;30.0;22.5;45.0;27.61764705882353;17;8;4;21.66666666666667;27.5;31.0;35.0;30.0;1;15;12;3;6;5;1;2;30.0;1;3;25.0;2;3;0.0;0;3;40.0;1;2;35.0;1;2;35.0;1;3;32.0;1;2;2;33.75
133;34.73333333333333;6;22.5;40.0;35.0;38.0;39.0;16;16;6;40.0;35.0;40.0;45.0;47.0;0;15;15;0;6;6;0;2;45.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;40.0;1;2;40.0;1;3;40.0;1;2;2;37.38888888888889
134;30.2;6;22.5;35.0;30.0;34.0;29.96875;16;13;5;30.0;22.5;35.0;30.0;36.0;1;15;12;3;6;5;1;2;30.0;1;3;40.0;1;3;0.0;0;3;34.0;1;2;41.0;1;2;27.5;2;3;40.0;1;2;2;30.16666666666667
135;32.78888888888888;5;23.33333333333333;35.0;45.0;38.0;34.0;17;9;4;30.0;27.5;28.5;45.0;43.0;3;15;8;7;6;3;3;1;27.5;2;3;30.0;1;3;0.0;0;3;26.0;2;2;38.0;1;2;30.0;1;3;29.0;2;2;2;30.13888888888889
139;32.69230769230769;5;25.0;40.0;30.0;0.0;27.08333333333333;12;3;1;25.0;25.0;0.0;35.0;0.0;1;11;8;3;4;3;1;2;21.0;3;3;35.0;1;3;0.0;0;3;30.0;1;2;0.0;0;2;35.0;1;3;0.0;0;2;2;30.9375
143;35.73333333333333;7;30.0;40.0;30.0;38.0;35.9375;16;16;6;40.0;30.0;35.0;40.0;35.0;1;15;15;0;6;6;0;2;35.0;2;3;35.0;1;3;0.0;0;3;35.0;1;2;39.0;1;2;40.0;1;3;43.0;1;2;2;37.63888888888889
153;20.09615384615385;3;12.5;0.0;15.0;35.0;17.85;10;3;1;12.0;0.0;0.0;30.0;0.0;1;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;17.5;4;3;0.0;0;2;1;15.0
156;28.36666666666667;4;20.0;26.5;35.0;40.0;28.16666666666667;12;9;3;17.66666666666667;30.0;0.0;35.0;0.0;3;9;0;9;3;0;3;1;13.66666666666667;3;3;17.66666666666667;3;3;0.0;0;3;0.0;0;2;0.0;0;2;20.0;3;3;0.0;0;2;1;17.57142857142857
160;19.84615384615385;3;12.0;0.0;15.0;35.0;20.41666666666667;9;3;1;11.25;0.0;0.0;35.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;15.0
167;31.66666666666667;6;22.5;32.5;45.0;35.0;34.375;16;10;4;30.0;27.5;40.0;45.0;40.0;0;15;15;0;6;6;0;2;30.0;1;3;35.0;1;3;0.0;0;3;40.0;1;2;30.0;1;2;35.0;1;3;35.0;1;2;2;32.61111111111111
170;31.36363636363636;4;30.0;0.0;0.0;45.0;35.0;3;3;1;0.0;0.0;0.0;35.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
174;35.4;6;22.5;40.0;35.0;43.0;36.09375;16;13;5;35.0;35.0;30.0;45.0;45.0;0;15;15;0;6;6;0;2;40.0;1;3;30.0;1;3;0.0;0;3;40.0;1;2;40.0;1;2;35.0;1;3;42.0;1;2;2;36.55555555555556
179;35.8;7;30.0;35.0;40.0;41.0;35.71875;16;13;5;40.0;22.5;42.0;40.0;45.0;0;15;15;0;6;6;0;2;35.0;1;3;45.0;1;3;0.0;0;3;40.0;1;2;38.0;1;2;35.0;1;3;41.0;1;2;2;32.36111111111111
190;37.46666666666667;7;30.0;40.0;40.0;41.0;35.625;16;16;6;40.0;30.0;30.0;40.0;45.0;0;15;15;0;6;6;0;2;35.0;1;3;40.0;1;3;0.0;0;3;50.0;1;2;42.0;1;2;40.0;1;3;50.0;1;2;2;34.80555555555556
192;35.57777777777778;6;26.66666666666667;40.0;40.0;41.0;33.1875;16;16;6;35.0;30.0;31.0;30.0;47.0;0;15;15;0;6;6;0;2;30.0;1;3;40.0;1;3;0.0;0;3;45.0;1;2;43.0;1;2;30.0;1;3;44.0;1;2;2;33.80555555555556
193;32.51111111111111;6;26.66666666666667;40.0;35.0;33.0;35.5;16;16;6;40.0;35.0;34.0;35.0;40.0;0;15;15;0;6;6;0;2;35.0;1;3;35.0;1;3;0.0;0;3;34.0;1;2;39.0;1;2;35.0;1;3;35.0;1;2;2;35.55555555555556
194;31.64444444444445;6;21.66666666666667;30.0;35.0;39.0;30.03125;16;10;4;22.5;35.0;39.0;30.0;35.0;2;15;10;5;6;4;2;2;27.5;2;3;30.0;1;3;0.0;0;3;38.0;1;2;21.5;2;2;30.0;1;3;38.0;1;2;1;29.83333333333333
197;33.63636363636363;5;30.0;0.0;35.0;0.0;25.0;12;6;2;15.0;15.0;0.0;35.0;0.0;0;6;0;6;2;0;2;1;0.0;0;3;15.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;15.0;1;3;0.0;0;2;1;22.5
198;20.57692307692308;1;15.0;0.0;15.0;25.0;19.28571428571428;7;0;0;0.0;0.0;0.0;25.0;0.0;1;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;15.0;2;3;0.0;0;2;0;0.0
207;33.5;6;25.0;35.0;40.0;40.0;32.6875;16;11;4;30.0;30.0;28.5;45.0;38.0;0;15;15;0;6;6;0;2;30.0;1;3;35.0;1;3;0.0;0;3;30.0;1;2;45.0;1;2;45.0;1;3;40.0;1;2;2;33.08333333333334
211;33.66666666666666;6;25.0;30.0;40.0;45.0;36.375;16;16;6;35.0;40.0;30.0;45.0;36.0;0;15;15;0;6;6;0;2;40.0;1;3;40.0;1;3;0.0;0;3;31.0;1;2;40.0;1;2;35.0;1;3;39.0;1;2;2;34.30555555555556
212;31.26666666666667;6;22.5;40.0;30.0;37.0;32.28125;16;7;3;25.0;22.5;39.0;45.0;43.0;0;15;15;0;6;6;0;2;40.0;1;3;35.0;1;3;0.0;0;3;30.0;1;2;30.0;1;2;45.0;1;3;50.0;1;2;2;32.66666666666666
213;31.0;6;22.5;30.0;35.0;40.0;31.0625;16;13;5;30.0;30.0;34.0;35.0;37.0;0;15;15;0;6;6;0;2;30.0;1;3;30.0;1;3;0.0;0;3;35.0;1;2;43.0;1;2;35.0;1;3;35.0;1;2;2;33.63888888888889
223;38.33333333333334;7;30.0;40.0;40.0;40.0;32.71875;16;13;5;30.0;22.5;35.0;40.0;43.0;0;15;15;0;6;6;0;2;30.0;1;3;35.0;1;3;0.0;0;3;35.0;1;2;40.0;1;2;40.0;1;3;38.0;1;2;2;36.38888888888889
225;27.30769230769231;4;22.5;0.0;20.0;30.0;35.0;6;3;1;0.0;0.0;0.0;45.0;0.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;15.0;1;3;0.0;0;2;1;30.0
231;31.81818181818182;3;25.0;0.0;0.0;25.0;35.0;3;3;1;0.0;0.0;0.0;35.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
243;33.38461538461539;5;32.0;0.0;25.0;38.0;24.59333333333333;15;5;2;18.8;19.0;0.0;40.0;30.0;1;6;0;6;2;0;2;1;0.0;0;3;15.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;22.5;2;3;0.0;0;2;1;22.5
264;32.33333333333334;6;30.0;40.0;30.0;35.0;31.25;12;6;2;35.0;25.0;0.0;40.0;0.0;2;9;6;3;3;2;1;1;12.33333333333333;3;3;30.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;30.0;2;3;0.0;0;2;2;30.5
266;38.0;7;35.0;40.0;35.0;45.0;36.875;16;16;6;40.0;30.0;40.0;40.0;45.0;0;15;15;0;6;6;0;2;45.0;1;3;50.0;1;3;0.0;0;3;45.0;1;2;35.0;1;2;40.0;1;3;41.0;1;2;2;40.0
274;33.83333333333334;5;25.0;40.0;35.0;45.0;31.375;16;10;4;30.0;25.0;37.0;40.0;34.0;0;15;15;0;6;6;0;2;30.0;1;3;35.0;1;3;0.0;0;3;40.0;1;2;39.0;1;2;30.0;1;3;34.0;1;2;2;31.5
275;33.66666666666666;6;25.0;35.0;40.0;35.0;31.375;16;10;4;35.0;25.0;32.0;35.0;39.0;1;15;12;3;6;5;1;2;30.0;1;3;27.5;2;3;0.0;0;3;35.0;1;2;44.0;1;2;30.0;1;3;50.0;1;2;2;32.58333333333334
279;39.33333333333334;7;35.0;45.0;40.0;40.0;39.25;16;16;6;35.0;40.0;35.0;45.0;39.0;0;15;15;0;6;6;0;2;40.0;1;3;35.0;1;3;0.0;0;3;45.0;1;2;39.0;1;2;30.0;1;3;47.0;1;2;3;40.55555555555556
280;44.0;7;45.0;45.0;45.0;40.0;38.4375;16;16;6;45.0;30.0;40.0;40.0;35.0;0;15;15;0;6;6;0;2;35.0;1;3;40.0;1;3;0.0;0;3;45.0;1;2;45.0;1;2;35.0;1;3;45.0;1;2;2;39.16666666666666
284;32.33333333333334;6;22.5;30.0;35.0;50.0;29.5;16;7;3;22.5;22.5;31.0;40.0;40.0;1;15;15;0;6;6;0;2;31.0;1;3;30.0;2;3;0.0;0;3;31.0;1;2;50.0;1;2;40.0;1;3;40.0;1;2;2;34.5
285;32.8;6;25.0;40.0;30.0;41.0;29.171875;16;5;2;22.75;25.0;25.5;40.0;35.0;1;15;15;0;6;6;0;2;30.0;1;3;30.0;1;3;0.0;0;3;37.0;1;2;41.0;1;2;32.5;2;3;38.0;1;2;2;30.12037037037037
286;37.66666666666666;6;25.0;40.0;45.0;40.0;35.9375;16;16;6;35.0;35.0;30.0;45.0;40.0;0;15;15;0;6;6;0;2;35.0;1;3;40.0;1;3;0.0;0;3;42.0;1;2;44.0;1;2;45.0;1;3;45.0;1;2;2;38.72222222222222
288;35.33333333333334;7;35.0;40.0;35.0;35.0;32.5;14;11;4;30.0;27.5;0.0;35.0;40.0;2;13;7;6;5;3;2;2;30.0;1;3;25.0;2;3;0.0;0;3;33.0;1;2;0.0;0;2;27.5;2;3;41.0;1;2;1;28.22727272727273
291;30.66666666666667;6;21.25;30.0;35.0;40.0;27.39285714285714;14;5;2;21.25;15.25;0.0;40.0;37.0;1;9;3;6;3;1;2;1;18.0;1;3;25.0;2;3;0.0;0;3;0.0;0;2;0.0;0;2;40.0;1;3;0.0;0;2;2;30.625
293;38.33333333333334;7;35.0;30.0;45.0;40.0;38.65625;16;16;6;35.0;35.0;42.0;45.0;46.0;1;15;12;3;6;5;1;2;25.0;2;3;45.0;1;3;0.0;0;3;43.0;1;2;44.0;1;2;30.0;1;3;45.0;1;2;2;37.61111111111111
295;33.77777777777778;6;21.66666666666667;40.0;40.0;45.0;34.0625;16;16;6;30.0;30.0;39.0;45.0;31.0;0;15;15;0;6;6;0;2;35.0;1;3;40.0;1;3;0.0;0;3;32.0;1;2;41.0;1;2;45.0;1;3;39.0;1;2;2;35.88888888888889
296;34.86666666666667;7;30.0;35.0;40.0;34.0;32.59375;16;10;4;30.0;25.0;37.0;40.0;40.0;0;15;15;0;6;6;0;2;35.0;1;3;30.0;1;3;0.0;0;3;35.0;1;2;41.0;1;2;30.0;1;3;35.0;1;2;2;34.30555555555556
297;34.66666666666666;7;30.0;35.0;45.0;35.0;32.14285714285715;14;11;4;30.0;15.0;0.0;45.0;45.0;0;6;3;3;2;1;1;2;0.0;0;3;25.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;35.0;1;3;0.0;0;2;1;30.0
302;29.03846153846154;4;20.0;0.0;40.0;35.0;22.5;6;3;1;15.0;0.0;0.0;30.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
304;37.86666666666667;7;30.0;40.0;45.0;49.0;34.46875;16;13;5;30.0;27.5;37.0;40.0;40.0;0;15;15;0;6;6;0;2;30.0;1;3;45.0;1;3;0.0;0;3;34.0;1;2;33.0;1;2;30.0;1;3;38.0;1;2;2;35.91666666666666
312;24.23076923076923;3;15.0;0.0;15.0;40.0;30.0;6;3;1;0.0;0.0;0.0;45.0;0.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;15.0;1;3;0.0;0;2;0;0.0
313;38.33333333333334;7;35.0;45.0;40.0;40.0;36.3125;16;16;6;35.0;35.0;30.0;45.0;43.0;0;15;15;0;6;6;0;2;30.0;1;3;45.0;1;3;0.0;0;3;44.0;1;2;46.0;1;2;45.0;1;3;45.0;1;2;2;37.22222222222222
315;38.33333333333334;7;35.0;45.0;40.0;40.0;38.8125;16;16;6;35.0;30.0;35.0;45.0;43.0;0;15;15;0;6;6;0;2;35.0;1;3;45.0;1;3;0.0;0;3;35.0;1;2;43.0;1;2;45.0;1;3;37.0;1;2;2;38.61111111111111
322;33.4;6;25.0;40.0;30.0;48.0;32.6875;16;16;6;30.0;30.0;34.0;35.0;40.0;0;15;15;0;6;6;0;2;30.0;1;3;35.0;1;3;0.0;0;3;42.0;1;2;39.0;1;2;35.0;1;3;50.0;1;2;2;30.75
331;45.0;1;0.0;0.0;0.0;45.0;45.0;2;2;1;0.0;0.0;0.0;0.0;45.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;50.0;1;2;3;45.0
333;35.92307692307692;6;30.0;45.0;41.0;0.0;29.16666666666667;15;7;3;23.33333333333333;22.5;27.5;30.0;0.0;0;10;10;0;4;4;0;2;0.0;0;3;39.0;1;3;35.0;1;3;32.0;1;2;35.0;1;2;0.0;0;3;0.0;0;2;1;3.714285714285714
336;42.0;7;35.0;45.0;45.0;45.0;43.23529411764706;17;17;7;40.0;40.0;45.0;45.0;45.0;0;18;18;0;7;7;0;2;40.0;1;3;40.0;1;3;40.0;1;3;35.0;1;2;40.0;1;2;30.0;1;3;46.0;1;2;3;43.05555555555556
337;35.86666666666667;6;27.5;50.0;35.0;44.0;27.52941176470588;17;12;5;20.0;30.0;30.0;35.0;9.0;2;12;5;7;5;2;3;1;27.5;2;3;0.0;0;3;0.0;0;3;25.0;2;2;35.0;1;2;35.0;1;3;15.0;1;2;1;2.4
338;35.8;7;30.0;45.0;35.0;41.0;37.35294117647059;17;17;7;45.0;30.0;30.0;40.0;40.0;0;18;18;0;7;7;0;2;30.0;1;3;30.0;1;3;35.0;1;3;35.0;1;2;35.0;1;2;35.0;1;3;42.0;1;2;2;33.61111111111111
339;37.66666666666666;7;30.0;45.0;40.0;40.0;34.94117647058823;17;17;7;30.0;30.0;30.0;40.0;42.0;0;18;18;0;7;7;0;2;30.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;35.0;1;2;35.0;1;3;39.0;1;2;2;35.5
340;35.73333333333333;7;30.0;45.0;40.0;43.0;31.88235294117647;17;8;4;27.5;23.33333333333333;30.0;40.0;41.0;2;18;12;6;7;5;2;2;27.33333333333333;3;3;35.0;1;3;29.0;3;3;34.0;1;2;35.0;1;2;40.0;1;3;45.0;1;2;2;34.27777777777778
342;29.09090909090909;4;17.5;40.0;0.0;0.0;24.16666666666667;12;4;2;15.0;0.0;15.0;40.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;30.0;1;2;0.0;0;3;0.0;0;2;0;0.0
343;36.92307692307692;6;35.0;45.0;30.0;0.0;28.53333333333333;15;12;5;35.0;12.66666666666667;30.0;30.0;0.0;1;7;4;3;3;2;1;1;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;35.0;1;2;16.66666666666667;3;3;0.0;0;2;1;30.0
345;40.33333333333334;7;30.0;45.0;45.0;50.0;36.73529411764706;17;14;6;35.0;27.5;35.0;40.0;46.0;0;18;18;0;7;7;0;2;30.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;40.0;1;2;35.0;1;3;38.0;1;2;3;41.77777777777778
346;33.01282051282051;4;26.66666666666667;45.0;35.0;0.0;27.79666666666667;15;7;3;24.4;21.75;24.25;30.0;0.0;3;16;4;12;6;2;4;1;7.0;2;3;8.0;2;3;0.0;1;3;30.0;1;2;35.0;1;2;22.5;2;3;0.0;0;2;1;15.0
350;31.81818181818182;5;30.0;35.0;0.0;0.0;22.98333333333333;15;0;0;23.25;25.0;25.0;25.0;0.0;2;7;2;5;3;1;2;1;15.66666666666667;3;3;0.0;0;3;0.0;0;3;12.75;4;2;35.0;1;2;0.0;0;3;0.0;0;2;1;21.0
351;39.0;7;30.0;50.0;45.0;45.0;33.23529411764706;17;11;5;25.0;21.66666666666667;30.0;45.0;40.0;0;18;18;0;7;7;0;2;30.0;1;3;41.0;1;3;30.0;1;3;30.0;1;2;40.0;1;2;30.0;1;3;50.0;1;2;2;37.27777777777778
352;39.66666666666666;7;30.0;45.0;35.0;50.0;38.47058823529412;17;17;7;40.0;35.0;30.0;45.0;42.0;1;18;18;0;7;7;0;2;35.0;1;3;40.0;1;3;35.0;1;3;35.0;1;2;35.0;1;2;32.5;2;3;45.0;1;2;2;37.16666666666666
355;39.0;7;30.0;45.0;40.0;50.0;36.91176470588236;17;14;6;30.0;27.5;30.0;50.0;40.0;1;16;13;3;6;5;1;2;30.0;1;3;30.0;1;3;29.66666666666667;3;3;30.0;1;2;35.0;1;2;35.0;1;3;0.0;0;2;2;33.6875
356;37.07692307692308;6;30.0;45.0;41.0;0.0;32.33333333333334;15;9;4;30.0;28.33333333333333;30.0;45.0;0.0;2;16;10;6;6;4;2;2;20.0;3;3;39.0;1;3;26.5;2;3;32.0;1;2;35.0;1;2;41.0;1;3;0.0;0;2;1;30.0
359;36.6;7;30.0;40.0;40.0;42.0;31.67647058823529;17;14;6;30.0;27.5;30.0;30.0;38.0;2;18;15;3;7;6;1;2;22.5;2;3;38.0;1;3;30.0;1;3;30.0;1;2;40.0;1;2;30.0;2;3;43.0;1;2;2;37.5625
361;35.0;7;30.0;35.0;35.0;40.0;31.97058823529412;17;14;6;30.0;22.5;30.0;30.0;43.0;3;18;10;8;7;4;3;1;27.5;2;3;35.0;1;3;27.0;4;3;27.5;2;2;35.0;1;2;30.0;1;3;43.0;1;2;2;32.9375
362;34.33333333333334;6;25.0;35.0;40.0;50.0;37.1764705882353;17;17;7;35.0;35.0;30.0;45.0;41.0;0;18;18;0;7;7;0;2;30.0;1;3;30.0;1;3;35.0;1;3;35.0;1;2;35.0;1;2;30.0;1;3;43.0;1;2;2;35.72222222222222
363;41.13333333333333;7;45.0;40.0;45.0;41.0;40.1764705882353;17;17;7;45.0;35.0;35.0;45.0;44.0;0;18;18;0;7;7;0;2;45.0;1;3;44.0;1;3;30.0;1;3;35.0;1;2;40.0;1;2;35.0;1;3;40.0;1;2;2;33.6875
367;34.73333333333333;7;30.0;35.0;40.0;43.0;39.76470588235294;17;17;7;40.0;35.0;30.0;45.0;43.0;0;18;18;0;7;7;0;2;35.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;40.0;1;2;35.0;1;3;43.0;1;2;2;38.77777777777778
368;25.0;2;20.0;35.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;0;0.0
369;30.03333333333333;5;27.5;30.0;30.0;34.0;31.29411764705882;17;14;6;30.0;25.0;30.0;35.0;36.0;2;16;10;6;6;4;2;1;30.0;1;3;24.33333333333333;3;3;26.33333333333333;3;3;30.0;1;2;30.0;1;2;30.0;1;3;0.0;0;2;2;31.21875
373;29.59444444444444;4;26.66666666666667;35.0;46.0;17.0;30.41176470588235;17;12;5;27.0;30.0;31.0;40.0;12.0;2;18;10;8;7;4;3;1;25.0;3;3;34.0;1;3;27.0;2;3;35.0;1;2;35.0;1;2;31.0;1;3;11.0;1;2;2;32.5
374;31.59090909090909;4;30.0;35.0;0.0;0.0;28.46153846153846;13;7;3;22.5;25.0;0.0;35.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;30.0;1;2;0.0;0;3;0.0;0;2;0;0.0
375;34.33333333333334;7;30.0;30.0;35.0;50.0;32.41176470588236;17;17;7;30.0;30.0;30.0;35.0;38.0;0;18;18;0;7;7;0;2;30.0;1;3;45.0;1;3;30.0;1;3;30.0;1;2;30.0;1;2;31.0;1;3;42.0;1;2;2;36.94444444444444
379;31.36363636363636;5;30.0;30.0;0.0;0.0;26.83333333333333;15;6;3;21.66666666666667;30.0;30.0;23.33333333333333;0.0;3;13;4;9;5;2;3;1;12.5;2;3;19.0;2;3;20.5;2;3;33.0;1;2;40.0;1;2;0.0;0;3;0.0;0;2;0;0.0
388;20.0;3;20.0;35.0;5.0;10.0;32.66666666666666;15;10;4;30.0;35.0;25.0;40.0;0.0;3;10;4;6;4;2;2;1;13.0;3;3;13.0;2;3;0.0;0;3;34.0;1;2;30.0;2;2;0.0;0;3;0.0;0;2;1;3.0
390;21.81818181818182;3;17.5;30.0;0.0;0.0;15.0;6;0;0;0.0;0.0;0.0;15.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;30.0;1;2;0.0;0;3;0.0;0;2;0;0.0
391;25.0;3;20.0;30.0;0.0;0.0;27.14285714285714;7;4;2;15.0;0.0;0.0;0.0;0.0;1;2;0;2;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;25.0;3;2;0.0;0;3;0.0;0;2;0;0.0
393;36.8;7;35.0;40.0;40.0;41.0;39.23529411764706;17;17;7;30.0;45.0;30.0;45.0;41.0;0;18;18;0;7;7;0;2;30.0;1;3;35.0;1;3;40.0;1;3;35.0;1;2;45.0;1;2;35.0;1;3;50.0;1;2;2;39.88888888888889
394;33.93333333333333;6;27.5;35.0;35.0;37.0;37.41176470588236;17;17;7;35.0;40.0;30.0;50.0;38.0;1;18;18;0;7;7;0;2;33.0;2;3;39.0;1;3;35.0;1;3;30.0;1;2;40.0;1;2;50.0;1;3;33.0;1;2;2;35.94444444444444
396;24.77692307692308;3;22.4;35.0;0.0;0.0;18.09333333333333;15;4;2;18.8;0.0;0.0;30.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;0;0.0
