NUMERO;PROMEDIO_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_TEXTOS;NOTA_EE_UNO;PROMEDIO_DOS;NCC_DOS;NCA_DOS;NAA_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_PBASICA;NOTA_EE_DOS;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ESTADISTICA_UNO;VECES_ESTADISTICA_UNO;CREDITOS_ESTADISTICA_UNO;NOTA_TERMODINAMICA;VECES_TERMODINAMICA;CREDITOS_TERMODINAMICA;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_PORIENTADA;VECES_PORIENTADA;CREDITOS_PORIENTADA;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
1002;35.3;7;33.0;32.0;43.0;43.0;36.02941176470588;17;14;6;36.0;32.0;31.0;44.0;45.0;0;18;18;0;7;7;0;2;33.0;1;3;40.0;1;3;30.0;1;3;31.0;1;2;43.0;1;2;36.0;1;3;42.0;1;2;2;37.88888888888889
1003;33.86666666666667;7;31.0;33.0;42.0;37.0;31.13333333333333;15;10;4;18.66666666666667;30.0;27.0;43.0;0.0;2;16;13;3;6;5;1;1;21.0;2;3;31.0;1;3;30.0;2;3;32.0;1;2;34.0;1;2;30.0;1;3;0.0;0;2;1;26.91666666666666
1006;33.53846153846154;6;30.0;30.0;44.0;0.0;0.5714285714285714;14;0;0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1007;30.6;4;30.0;28.0;42.0;22.0;37.41176470588236;17;17;7;31.0;37.0;30.0;50.0;43.0;0;18;18;0;7;7;0;2;31.0;1;3;46.0;1;3;30.0;1;3;32.0;1;2;39.0;1;2;50.0;1;3;48.0;1;2;2;38.0
1008;37.06666666666667;7;34.0;33.0;41.0;48.0;36.05882352941177;17;17;7;32.0;33.0;35.0;38.0;44.0;1;18;15;3;7;6;1;2;34.0;1;3;37.0;1;3;43.0;1;3;35.0;1;2;42.0;1;2;25.0;2;3;43.0;1;2;2;39.77777777777778
1010;32.86666666666667;4;26.5;30.0;40.0;47.0;35.88235294117647;17;17;7;32.0;30.0;32.0;46.0;44.0;1;18;18;0;7;7;0;2;37.0;1;3;30.0;2;3;35.0;1;3;31.0;1;2;39.0;1;2;46.0;1;3;38.0;1;2;2;37.11111111111111
1011;30.06666666666667;4;23.5;28.5;39.0;34.0;32.23529411764706;17;11;5;25.0;35.0;31.0;33.0;42.0;0;18;18;0;7;7;0;2;35.0;1;3;31.0;1;3;39.0;1;3;43.0;1;2;34.0;1;2;33.0;1;3;38.0;1;2;2;34.27777777777778
1012;28.74444444444445;4;22.66666666666667;30.0;39.0;40.0;25.0;9;1;1;26.0;0.0;22.0;0.0;0.0;1;4;0;4;2;0;2;1;0.0;0;3;0.0;0;3;0.0;0;3;26.5;2;2;5.0;1;2;0.0;0;3;0.0;0;2;1;14.0
1013;33.6;6;30.0;31.0;41.0;43.0;33.26470588235294;17;11;5;29.5;27.0;35.0;39.0;38.0;0;16;16;0;6;6;0;2;40.0;1;3;46.0;1;3;38.0;1;3;33.0;1;2;40.0;1;2;39.0;1;3;0.0;0;2;1;29.84615384615385
1015;34.46153846153846;4;35.0;28.0;41.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1020;24.61538461538462;3;18.0;36.0;43.0;0.0;14.66666666666667;9;0;0;21.0;0.0;0.0;7.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1021;35.2;7;32.0;36.0;41.0;41.0;35.58823529411764;17;17;7;32.0;31.0;32.0;38.0;45.0;1;18;18;0;7;7;0;2;38.0;1;3;36.0;1;3;34.5;2;3;39.0;1;2;40.0;1;2;35.0;1;3;45.0;1;2;2;39.66666666666666
1023;35.7;6;30.0;39.0;41.0;50.0;34.5;17;11;5;35.0;26.5;32.0;39.0;46.0;1;18;18;0;7;7;0;2;31.0;3;3;43.0;1;3;30.0;1;3;32.0;1;2;40.0;1;2;31.0;1;3;39.0;1;2;2;35.83333333333334
1025;36.63333333333333;7;30.0;39.0;42.0;44.0;36.70588235294117;17;17;7;30.0;40.0;40.0;44.0;36.0;2;18;18;0;7;7;0;2;31.0;1;3;30.0;1;3;31.5;2;3;34.0;2;2;40.0;1;2;40.0;1;3;42.0;1;2;2;36.11111111111111
1026;38.06666666666667;7;35.0;39.0;43.0;45.0;34.52941176470588;17;11;5;28.0;29.0;42.0;42.0;38.0;0;18;18;0;7;7;0;2;33.0;1;3;31.0;1;3;40.0;1;3;46.0;1;2;39.0;1;2;35.0;1;3;48.0;1;2;2;38.88888888888889
1027;36.2;7;33.0;34.0;36.0;45.0;35.64705882352941;17;14;6;27.0;31.0;34.0;44.0;45.0;0;18;18;0;7;7;0;2;30.0;1;3;33.0;1;3;30.0;1;3;32.0;1;2;41.0;1;2;35.0;1;3;45.0;1;2;2;37.51851851851851
1029;27.73076923076923;3;19.5;36.0;38.0;0.0;9.857142857142858;7;0;0;9.0;0.0;0.0;0.0;0.0;0;2;0;2;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;29.0;1;2;0.0;0;3;0.0;0;2;0;0.0
1030;33.6;4;27.0;43.0;44.0;40.0;30.23529411764706;17;11;5;22.5;30.0;32.0;34.0;38.0;1;18;15;3;7;6;1;2;20.0;2;3;32.0;1;3;33.0;1;3;30.0;1;2;48.0;1;2;34.0;1;3;44.0;1;2;2;34.05555555555556
1031;38.93333333333333;7;34.0;42.0;44.0;42.0;43.29411764705883;17;17;7;44.0;37.0;44.0;50.0;48.0;0;18;18;0;7;7;0;2;39.0;1;3;39.0;1;3;34.0;1;3;33.0;1;2;40.0;1;2;50.0;1;3;43.0;1;2;3;40.94444444444444
1033;33.0;7;30.0;37.0;41.0;30.0;29.3125;16;5;2;32.0;28.0;29.0;27.0;45.0;0;10;8;2;4;3;1;1;34.0;1;3;0.0;0;3;35.0;1;3;6.0;1;2;38.0;1;2;0.0;0;3;0.0;0;2;0;0.0
1035;27.17948717948718;3;22.33333333333333;30.0;39.0;0.0;25.66666666666667;12;3;2;18.0;23.0;42.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;38.0;1;2;0.0;0;3;0.0;0;2;0;0.0
1036;30.66666666666667;3;23.66666666666667;35.0;39.0;0.0;30.5;14;6;2;23.66666666666667;30.0;28.5;44.0;0.0;1;7;4;3;3;2;1;1;0.0;0;3;20.0;1;3;0.0;0;3;31.5;2;2;37.0;1;2;0.0;0;3;0.0;0;2;1;27.0
1038;31.28888888888889;4;24.33333333333333;30.0;47.0;44.0;31.70588235294118;17;9;4;24.0;24.66666666666667;27.5;45.0;39.0;0;18;18;0;7;7;0;2;33.0;1;3;31.0;1;3;31.0;1;3;32.0;1;2;47.0;1;2;45.0;1;3;37.0;1;2;2;31.49074074074074
1039;30.46153846153846;4;26.33333333333333;30.0;38.0;0.0;25.63333333333333;15;6;3;12.66666666666667;21.0;40.0;30.5;0.0;0;4;4;0;2;2;0;2;0.0;0;3;0.0;0;3;0.0;0;3;35.0;1;2;39.0;1;2;0.0;0;3;0.0;0;2;1;22.0
1040;34.6;6;30.0;32.5;40.0;44.0;33.8235294117647;17;8;4;28.0;22.5;37.0;45.0;45.0;0;18;18;0;7;7;0;2;33.0;1;3;50.0;1;3;41.0;1;3;34.0;1;2;35.0;1;2;45.0;1;3;40.0;1;2;2;34.38888888888889
1043;39.0;7;38.0;36.0;36.0;50.0;34.1764705882353;17;14;6;28.0;30.0;30.0;35.0;42.0;1;18;18;0;7;7;0;2;37.0;1;3;37.0;1;3;42.0;1;3;32.0;1;2;43.0;1;2;30.0;2;3;40.0;1;2;2;33.72222222222222
1052;30.0;4;21.0;47.0;32.0;0.0;21.61538461538462;13;6;2;30.0;3.0;0.0;31.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1053;46.15384615384615;6;50.0;47.0;50.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1054;32.56410256410256;4;27.33333333333333;47.0;34.0;0.0;29.07692307692308;13;10;4;30.0;22.0;0.0;31.0;0.0;2;7;3;4;3;1;2;1;0.0;0;3;0.0;0;3;0.0;0;3;26.5;2;2;16.0;2;2;31.0;1;3;0.0;0;2;0;0.0
1057;32.93333333333333;5;24.0;47.0;31.0;47.0;32.05882352941177;17;8;4;26.5;27.5;30.0;36.0;46.0;0;18;18;0;7;7;0;2;31.0;1;3;35.0;1;3;32.0;1;3;32.0;1;2;37.0;1;2;36.0;1;3;37.0;1;2;2;35.72222222222222
1062;30.46153846153846;4;17.0;47.0;43.0;0.0;0.0;3;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;42.0;1;2;0.0;0;3;0.0;0;2;0;0.0
1063;28.35897435897436;4;15.66666666666667;47.0;47.0;0.0;22.0;6;3;1;0.0;0.0;0.0;38.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1064;40.66666666666666;7;40.0;47.0;40.0;48.0;37.13333333333333;15;15;6;40.0;35.0;30.0;45.0;0.0;0;16;16;0;6;6;0;2;39.0;1;3;40.0;1;3;47.0;1;3;38.0;1;2;41.0;1;2;40.0;1;3;0.0;0;2;3;44.625
1066;31.65384615384615;5;36.0;47.0;37.0;0.0;2.5;6;0;0;0.0;0.0;0.0;0.0;0.0;0;4;0;4;2;0;2;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;1;2;0.0;1;2;0.0;0;3;0.0;0;2;0;0.0
1073;37.66666666666666;7;37.0;31.0;47.0;43.0;36.05882352941177;17;17;7;41.0;32.0;30.0;44.0;31.0;1;18;18;0;7;7;0;2;30.0;2;3;42.0;1;3;36.0;1;3;40.0;1;2;35.0;1;2;30.0;1;3;42.0;1;2;2;32.94444444444444
1074;32.61538461538461;5;31.5;41.0;30.0;0.0;29.43333333333333;15;7;3;27.5;30.0;23.0;37.0;0.0;1;11;9;2;4;3;1;2;40.0;1;3;0.0;0;3;33.0;1;3;18.5;2;2;0.0;0;2;37.0;1;3;0.0;0;2;0;0.0
1077;23.96153846153846;4;12.0;35.0;33.0;0.0;24.0;3;0;0;24.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;31.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1079;25.76923076923077;3;25.66666666666667;32.0;30.0;0.0;16.25;4;0;0;13.5;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1082;31.55555555555555;5;28.33333333333333;37.0;32.0;33.0;36.8235294117647;17;14;6;37.0;29.0;41.0;43.0;41.0;0;18;18;0;7;7;0;2;45.0;1;3;41.0;1;3;35.0;1;3;32.0;1;2;33.0;1;2;37.0;1;3;38.0;1;2;2;34.44444444444444
1083;31.28888888888889;5;26.33333333333333;32.5;35.0;43.0;29.23333333333333;15;10;4;29.5;36.0;5.0;30.0;0.0;0;13;4;9;5;2;3;1;2.0;1;3;13.0;1;3;6.0;1;3;33.0;1;2;42.0;1;2;0.0;0;3;0.0;0;2;3;43.0
1088;29.26666666666667;5;19.5;32.0;38.0;43.0;31.0;7;4;2;0.0;0.0;0.0;36.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1092;27.70512820512821;3;24.0;30.0;31.0;0.0;35.06666666666667;15;15;6;30.0;38.0;41.0;38.0;0.0;1;12;9;3;4;3;1;1;30.0;1;3;31.0;1;3;18.0;2;3;0.0;0;2;0.0;0;2;30.0;1;3;0.0;0;2;2;30.2
1093;32.2;6;30.0;34.0;32.0;36.0;33.37777777777778;15;10;4;29.5;36.5;27.33333333333333;40.0;0.0;1;16;13;3;6;5;1;2;31.0;1;3;25.0;2;3;32.0;1;3;33.0;1;2;38.0;1;2;40.0;1;3;0.0;0;2;2;35.4375
1094;33.43333333333333;6;28.0;35.0;37.0;40.0;33.88235294117647;17;8;4;28.5;27.5;40.0;36.0;48.0;1;16;13;3;6;5;1;2;30.0;1;3;35.0;1;3;29.5;2;3;33.0;1;2;31.0;1;2;36.0;1;3;0.0;0;2;2;32.84615384615385
1095;37.66666666666666;7;33.5;42.0;40.0;46.0;32.52941176470588;17;15;6;33.0;36.0;29.0;34.0;30.0;0;16;16;0;6;6;0;2;32.0;1;3;30.0;1;3;46.0;1;3;31.0;1;2;31.0;1;2;34.0;1;3;0.0;0;2;2;35.57692307692308
1096;30.61538461538462;5;27.5;31.0;36.0;0.0;22.86666666666667;15;6;2;35.0;7.0;17.5;31.0;0.0;0;4;0;4;2;0;2;1;0.0;0;3;0.0;0;3;0.0;0;3;19.0;1;2;0.0;1;2;0.0;0;3;0.0;0;2;0;0.0
1097;30.06666666666667;5;24.0;33.0;37.0;42.0;32.0;17;8;4;24.5;28.5;37.0;39.0;43.0;2;18;15;3;7;6;1;2;19.5;2;3;35.0;1;3;42.0;1;3;30.5;2;2;32.0;1;2;39.0;1;3;46.0;1;2;2;35.4
1098;38.66666666666666;7;38.0;39.0;40.0;44.0;35.8235294117647;17;17;7;30.0;38.0;30.0;42.0;41.0;0;18;18;0;7;7;0;2;40.0;1;3;30.0;1;3;48.0;1;3;34.0;1;2;37.0;1;2;41.0;1;3;43.0;1;2;3;42.625
1099;30.78888888888889;4;24.33333333333333;27.5;38.0;39.0;23.68888888888889;15;7;3;10.5;12.5;28.66666666666667;32.0;0.0;1;7;5;2;3;2;1;2;0.0;0;3;0.0;0;3;0.0;0;3;28.0;2;2;43.0;1;2;32.0;1;3;0.0;0;2;2;32.6
1101;31.32222222222222;5;23.0;31.0;33.0;49.0;30.47058823529412;17;7;3;25.5;26.5;40.0;34.0;42.0;0;18;18;0;7;7;0;2;47.0;1;3;39.0;1;3;38.0;1;3;33.0;1;2;30.0;1;2;34.0;1;3;42.0;1;2;2;33.33333333333334
1102;26.28205128205128;2;20.33333333333333;29.0;33.0;0.0;27.2;10;4;2;22.0;0.0;0.0;30.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;34.0;1;2;0.0;0;3;0.0;0;2;0;0.0
1104;34.33333333333334;7;31.0;39.0;35.0;35.0;35.26470588235294;17;14;6;29.5;32.0;33.0;40.0;49.0;1;18;18;0;7;7;0;2;31.0;1;3;37.0;2;3;42.0;1;3;31.0;1;2;36.0;1;2;40.0;1;3;33.0;1;2;2;35.0
1105;37.2;7;34.0;36.0;40.0;46.0;37.94117647058823;17;17;7;34.0;37.0;32.0;42.0;48.0;0;18;18;0;7;7;0;2;39.0;1;3;40.0;1;3;49.0;1;3;34.0;1;2;38.0;1;2;42.0;1;3;44.0;1;2;3;44.22222222222222
1106;33.55555555555556;5;26.33333333333333;37.0;35.0;49.0;31.67647058823529;17;9;4;28.5;31.0;28.0;34.0;44.0;0;18;18;0;7;7;0;2;48.0;1;3;39.0;1;3;43.0;1;3;31.0;1;2;47.0;1;2;34.0;1;3;46.0;1;2;3;41.72222222222222
1109;30.8;5;24.0;30.0;37.0;37.0;26.0;8;2;1;22.0;0.0;0.0;0.0;35.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1110;20.8;3;11.5;34.0;33.0;19.0;1.5;6;0;0;3.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1121;34.36666666666667;5;29.5;34.0;37.0;46.0;33.58888888888889;15;13;5;31.0;34.0;27.66666666666667;37.0;0.0;0;16;16;0;6;6;0;2;34.0;1;3;32.0;1;3;33.0;1;3;33.0;1;2;31.0;1;2;37.0;1;3;0.0;0;2;2;34.125
1124;25.21794871794872;3;18.33333333333333;32.0;32.0;0.0;15.75;12;3;1;6.0;0.0;5.0;35.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1125;27.23076923076923;2;24.5;32.0;25.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1126;37.26666666666667;6;29.0;37.0;50.0;45.0;33.3235294117647;17;14;6;27.5;36.0;32.0;36.0;36.0;0;18;18;0;7;7;0;2;37.0;1;3;30.0;1;3;46.0;1;3;44.0;1;2;41.0;1;2;36.0;1;3;42.0;1;2;2;39.72222222222222
1127;37.6;7;34.0;30.0;50.0;44.0;37.38235294117647;17;17;7;33.5;32.0;39.0;43.0;44.0;0;18;18;0;7;7;0;2;40.0;1;3;35.0;1;3;45.0;1;3;31.0;1;2;37.0;1;2;40.0;1;3;43.0;1;2;3;40.88888888888889
1128;26.76666666666667;3;22.66666666666667;26.66666666666667;33.0;33.0;31.16666666666667;15;7;3;25.0;19.5;26.5;40.0;0.0;0;11;8;3;4;3;1;1;0.0;0;3;33.0;1;3;6.0;1;3;33.0;1;2;0.0;0;2;34.0;1;3;0.0;0;2;1;29.93333333333333
1131;33.33333333333334;6;27.0;32.0;35.0;49.0;37.47058823529412;17;15;6;37.0;37.0;27.5;47.0;45.0;0;18;18;0;7;7;0;2;35.0;1;3;35.0;1;3;39.0;1;3;31.0;1;2;39.0;1;2;47.0;1;3;47.0;1;2;2;38.33333333333334
1133;27.74358974358974;4;25.66666666666667;35.0;31.0;0.0;22.66666666666667;9;0;0;23.0;0.0;0.0;25.5;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1134;35.73333333333333;6;30.0;42.0;50.0;43.0;36.58823529411764;17;17;7;31.0;37.0;36.0;38.0;49.0;0;18;18;0;7;7;0;2;30.0;1;3;44.0;1;3;45.0;1;3;30.0;1;2;41.0;1;2;38.0;1;3;44.0;1;2;2;39.63888888888889
1136;31.23333333333333;5;25.0;36.0;34.0;44.0;34.1764705882353;17;14;6;33.5;25.5;31.0;39.0;44.0;0;18;18;0;7;7;0;2;38.0;1;3;33.0;1;3;41.0;1;3;34.0;1;2;36.0;1;2;39.0;1;3;44.0;1;2;2;34.80555555555556
1137;30.9;5;24.0;34.0;34.0;42.0;33.58823529411764;17;11;5;32.5;29.5;30.0;41.0;44.0;1;13;10;3;5;4;1;1;9.5;2;3;32.0;1;3;0.0;0;3;30.0;1;2;33.0;1;2;41.0;1;3;0.0;0;2;1;26.85714285714286
1140;31.35897435897436;3;26.66666666666667;44.0;41.0;0.0;24.3;15;9;4;22.5;1.0;34.0;34.0;0.0;0;4;4;0;2;2;0;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;40.0;1;2;0.0;0;3;0.0;0;2;2;39.0
1141;34.36666666666667;6;30.0;39.0;39.0;48.0;33.1764705882353;17;14;6;30.0;26.0;30.0;41.0;41.0;0;18;18;0;7;7;0;2;34.0;1;3;47.0;1;3;41.0;1;3;31.0;1;2;40.0;1;2;41.0;1;3;42.0;1;2;2;36.38888888888889
1144;30.05128205128205;3;21.66666666666667;42.0;42.0;0.0;31.75;12;9;4;19.0;0.0;39.0;38.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;38.0;1;2;0.0;0;3;0.0;0;2;0;0.0
1145;32.15555555555555;5;26.33333333333333;43.0;39.0;36.0;31.55882352941176;17;6;3;28.5;27.0;26.5;42.0;44.0;1;18;18;0;7;7;0;2;36.0;2;3;37.0;1;3;36.0;1;3;32.0;1;2;45.0;1;2;42.0;1;3;46.0;1;2;2;37.05555555555556
1146;29.84444444444444;4;22.66666666666667;40.0;34.0;38.0;30.2;15;12;5;35.0;10.0;30.0;42.0;0.0;0;7;5;2;3;2;1;2;0.0;0;3;0.0;0;3;0.0;0;3;12.0;1;2;41.0;1;2;35.0;1;3;0.0;0;2;1;21.8
1147;31.74444444444445;4;25.0;42.0;34.0;44.0;32.64705882352941;17;8;4;21.5;27.5;30.0;45.0;45.0;0;18;18;0;7;7;0;2;44.0;1;3;38.0;1;3;31.0;1;3;33.0;1;2;44.0;1;2;45.0;1;3;50.0;1;2;2;36.94444444444444
1149;27.46153846153846;4;15.0;42.0;40.0;0.0;22.7;10;1;1;18.0;0.0;0.0;27.5;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1152;31.86666666666667;6;30.0;37.0;30.0;42.0;35.61764705882353;17;17;7;31.5;31.0;36.0;40.0;36.0;1;18;18;0;7;7;0;2;47.0;1;3;42.0;1;3;33.5;2;3;32.0;1;2;34.0;1;2;40.0;1;3;43.0;1;2;2;33.6875
1156;35.93333333333333;6;34.0;44.0;43.0;45.0;36.35294117647059;17;17;7;40.0;33.0;32.0;39.0;33.0;2;18;15;3;7;6;1;2;34.0;1;3;26.5;2;3;33.0;2;3;31.0;1;2;42.0;1;2;32.0;1;3;46.0;1;2;2;34.61111111111111
1159;35.03333333333333;6;30.0;36.0;40.0;47.0;32.05882352941177;17;8;4;28.0;20.0;34.0;41.0;42.0;0;18;18;0;7;7;0;2;31.0;1;3;40.0;1;3;41.0;1;3;37.0;1;2;42.0;1;2;38.0;1;3;37.0;1;2;2;35.0
1164;28.92307692307692;4;31.0;30.0;39.0;0.0;21.125;12;0;0;20.0;15.5;0.0;27.5;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1165;35.06666666666667;4;26.0;28.0;50.0;50.0;41.35294117647059;17;17;7;32.0;50.0;41.0;47.0;43.0;0;18;18;0;7;7;0;2;49.0;1;3;48.0;1;3;45.0;1;3;42.0;1;2;46.0;1;2;47.0;1;3;50.0;1;2;3;42.83333333333334
1166;31.16666666666667;5;25.0;32.5;40.0;42.0;27.9;15;6;3;25.5;18.0;34.0;38.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;43.0;1;2;0.0;0;3;0.0;0;2;2;34.6
1167;34.96666666666667;4;28.0;37.0;50.0;43.0;38.58823529411764;17;17;7;40.0;38.0;41.0;35.0;43.0;0;18;18;0;7;7;0;2;49.0;1;3;48.0;1;3;41.0;1;3;38.0;1;2;44.0;1;2;35.0;1;3;50.0;1;2;3;41.27777777777778
1169;14.44871794871795;2;6.0;40.0;6.0;0.0;44.0;3;3;1;0.0;0.0;0.0;44.0;0.0;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;44.0;1;3;0.0;0;2;0;0.0
1171;33.3;6;30.0;34.0;38.0;48.0;37.47058823529412;17;14;6;33.0;25.66666666666667;34.0;50.0;45.0;0;18;18;0;7;7;0;2;47.0;1;3;36.0;1;3;37.0;1;3;35.0;1;2;45.0;1;2;50.0;1;3;44.0;1;2;2;33.86111111111111
1173;39.0;7;30.0;45.0;50.0;47.0;42.14705882352941;17;17;7;35.5;50.0;43.0;46.0;45.0;0;18;18;0;7;7;0;2;34.0;1;3;36.0;1;3;43.0;1;3;48.0;1;2;49.0;1;2;41.0;1;3;47.0;1;2;3;40.61111111111111
1174;39.26666666666667;7;35.0;45.0;45.0;49.0;40.64705882352941;17;17;7;36.0;42.0;43.0;44.0;45.0;0;18;18;0;7;7;0;2;46.0;1;3;42.0;1;3;49.0;1;3;39.0;1;2;38.0;1;2;44.0;1;3;47.0;1;2;3;42.875
1175;32.80769230769231;4;28.5;45.0;36.0;0.0;32.33333333333334;9;6;2;19.0;0.0;0.0;45.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1176;29.15384615384615;4;23.0;45.0;35.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
1178;36.93333333333333;7;32.0;45.0;43.0;43.0;35.11764705882353;17;17;7;30.0;30.0;34.0;41.0;46.0;0;18;18;0;7;7;0;2;37.0;1;3;40.0;1;3;40.0;1;3;36.0;1;2;37.0;1;2;41.0;1;3;36.0;1;2;3;40.08333333333334
1179;35.2;7;31.0;45.0;35.0;40.0;38.1764705882353;17;15;6;35.0;33.0;29.5;42.0;45.0;0;18;18;0;7;7;0;2;32.0;1;3;32.0;1;3;31.0;1;3;37.0;1;2;47.0;1;2;42.0;1;3;49.0;1;2;1;29.92307692307692
1180;40.8;7;36.0;45.0;50.0;41.0;37.64705882352941;17;17;7;32.0;30.0;43.0;43.0;48.0;0;18;18;0;7;7;0;2;39.0;1;3;32.0;1;3;35.0;1;3;37.0;1;2;46.0;1;2;43.0;1;3;47.0;1;2;2;37.88888888888889
1181;29.73333333333333;3;27.0;45.0;27.0;23.0;29.3;15;9;4;32.0;24.5;30.0;31.0;0.0;3;16;16;0;6;6;0;2;33.0;1;3;30.5;2;3;31.5;2;3;33.0;2;2;33.0;1;2;31.0;1;3;0.0;0;2;2;30.53846153846154
1183;37.8;7;33.0;45.0;41.0;46.0;36.41176470588236;17;17;7;32.0;33.0;32.0;44.0;42.0;0;18;18;0;7;7;0;2;42.0;1;3;47.0;1;3;47.0;1;3;36.0;1;2;41.0;1;2;41.0;1;3;46.0;1;2;3;41.72222222222222
1184;38.0;7;30.0;45.0;43.0;49.0;41.41176470588236;17;17;7;41.0;44.0;35.0;48.0;46.0;0;18;18;0;7;7;0;2;41.0;1;3;30.0;1;3;38.0;1;3;37.0;1;2;40.0;1;2;48.0;1;3;45.0;1;2;3;41.11111111111111
1185;30.76923076923077;4;21.0;45.0;50.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0.0
