"NUMERO","ID","GENERO","TIPO_COLEGIO","LOCALIDAD_COLEGIO","CALENDARIO","MUNICIPIO","DEPARTAMENTO","PG_ICFES","CON_MAT_ICFES","APT_MAT_ICFES","FISICA_ICFES","QUIMICA_ICFES","APT_VERB_ICFES","LITERATURA_ICFES","BIOLOGIA_ICFES","SOCIALES_ICFES","FILOSOFIA_ICFES","IDIOMA_ICFES","LOCALIDAD","INSCRIPCION","ESTRATO","ANO_INGRESO","CORTE_INGRESO","ESTADO_FINAL","NOTA_DIFERENCIAL","VECES_DIFERENCIAL","CREDITOS_DIFERENCIAL","NOTA_DIBUJO","VECES_DIBUJO","CREDITOS_DIBUJO","NOTA_QUIMICA","VECES_QUIMICA","CREDITOS_QUIMICA","NOTA_CFJC","VECES_CFJC","CREDITOS_CFJC","NOTA_TEXTOS","VECES_TEXTOS","CREDITOS_TEXTOS","NOTA_SEMINARIO","VECES_SEMINARIO","CREDITOS_SEMINARIO","NOTA_EE_UNO","VECES_EE_UNO","CREDITOS_EE_UNO","NOTA_ALGEBRA","VECES_ALGEBRA","CREDITOS_ALGEBRA","NOTA_INTEGRAL","VECES_INTEGRAL","CREDITOS_INTEGRAL","NOTA_FISICA_UNO","VECES_FISICA_UNO","CREDITOS_FISICA_UNO","NOTA_MATERIALES","VECES_MATERIALES","CREDITOS_MATERIALES","NOTA_DEMOCRACIA","VECES_DEMOCRACIA","CREDITOS_DEMOCRACIA","NOTA_PBASICA","VECES_PBASICA","CREDITOS_PBASICA","NOTA_EE_DOS","VECES_EE_DOS","CREDITOS_EE_DOS","NOTA_MULTIVARIADO","VECES_MULTIVARIADO","CREDITOS_MULTIVARIADO","NOTA_ESTADISTICA_UNO","VECES_ESTADISTICA_UNO","CREDITOS_ESTADISTICA_UNO","NOTA_TERMODINAMICA","VECES_TERMODINAMICA","CREDITOS_TERMODINAMICA","NOTA_TGS","VECES_TGS","CREDITOS_TGS","NOTA_ETICA","VECES_ETICA","CREDITOS_ETICA","NOTA_PORIENTADA","VECES_PORIENTADA","CREDITOS_PORIENTADA","NOTA_EE_TRES","VECES_EE_TRES","CREDITOS_EE_TRES","NOTA_ECONOMIA_UNO","VECES_ECONOMIA_UNO","CREDITOS_ECONOMIA_UNO","NOTA_ECUACIONES","VECES_ECUACIONES","CREDITOS_ECUACIONES","NOTA_ESTADISTICA_DOS","VECES_ESTADISTICA_DOS","CREDITOS_ESTADISTICA_DOS","NOTA_FISICA_DOS","VECES_FISICA_DOS","CREDITOS_FISICA_DOS","NOTA_MECANICA","VECES_MECANICA","CREDITOS_MECANICA","NOTA_PROCESOSQ","VECES_PROCESOSQ","CREDITOS_PROCESOSQ","NOTA_EE_CUATRO","VECES_EE_CUATRO","CREDITOS_EE_CUATRO","NOTA_METODOLOGIA","VECES_METODOLOGIA","CREDITOS_METODOLOGIA","NOTA_FISICA_TRES","VECES_FISICA_TRES","CREDITOS_FISICA_TRES","NOTA_CONTABILIDAD","VECES_CONTABILIDAD","CREDITOS_CONTABILIDAD","NOTA_PROCESOSM","VECES_PROCESOSM","CREDITOS_PROCESOSM","NOTA_ADMINISTRACION","VECES_ADMINISTRACION","CREDITOS_ADMINISTRACION","NOTA_LENGUA_UNO","VECES_LENGUA_UNO","CREDITOS_LENGUA_UNO","NOTA_EI_UNO","VECES_EI_UNO","CREDITOS_EI_UNO","NOTA_EI_DOS","VECES_EI_DOS","CREDITOS_EI_DOS","NOTA_ECONOMIA_DOS","VECES_ECONOMIA_DOS","CREDITOS_ECONOMIA_DOS","NOTA_PLINEAL","VECES_PLINEAL","CREDITOS_PLINEAL","NOTA_DERECHO","VECES_DERECHO","CREDITOS_DERECHO","NOTA_IECONOMICA","VECES_IECONOMICA","CREDITOS_IECONOMICA","NOTA_DISENO","VECES_DISENO","CREDITOS_DISENO","NOTA_METODOS","VECES_METODOS","CREDITOS_METODOS","NOTA_SEGURIDAD","VECES_SEGURIDAD","CREDITOS_SEGURIDAD","NOTA_EI_TRES","VECES_EI_TRES","CREDITOS_EI_TRES","NOTA_EMPRENDIMIENTO","VECES_EMPRENDIMIENTO","CREDITOS_EMPRENDIMIENTO","NOTA_GRAFOS","VECES_GRAFOS","CREDITOS_GRAFOS","NOTA_CALIDAD_UNO","VECES_CALIDAD_UNO","CREDITOS_CALIDAD_UNO","NOTA_MERCADOTECNIA","VECES_MERCADOTECNIA","CREDITOS_MERCADOTECNIA","NOTA_ERGONOMIA","VECES_ERGONOMIA","CREDITOS_ERGONOMIA","NOTA_HOMBRE","VECES_HOMBRE","CREDITOS_HOMBRE","NOTA_EI_CUATRO","VECES_EI_CUATRO","CREDITOS_EI_CUATRO","NOTA_EI_CINCO","VECES_EI_CINCO","CREDITOS_EI_CINCO","NOTA_LOG_UNO","VECES_LOG_UNO","CREDITOS_LOG_UNO","NOTA_GOPERACIONES","VECES_GOPERACIONES","CREDITOS_GOPERACIONES","NOTA_CALIDAD_DOS","VECES_CALIDAD_DOS","CREDITOS_CALIDAD_DOS","NOTA_GAMBIENTAL","VECES_GAMBIENTAL","CREDITOS_GAMBIENTAL","NOTA_LENGUA_DOS","VECES_LENGUA_DOS","CREDITOS_LENGUA_DOS","NOTA_CONTEXTO","VECES_CONTEXTO","CREDITOS_CONTEXTO","NOTA_EI_SEIS","VECES_EI_SEIS","CREDITOS_EI_SEIS","NOTA_EI_SIETE","VECES_EI_SIETE","CREDITOS_EI_SIETE","NOTA_GRADO_UNO","VECES_GRADO_UNO","CREDITOS_GRADO_UNO","NOTA_LOG_DOS","VECES_LOG_DOS","CREDITOS_LOG_DOS","NOTA_DECISION","VECES_DECISION","CREDITOS_DECISION","NOTA_PRODUCCION","VECES_PRODUCCION","CREDITOS_PRODUCCION","NOTA_FINANZAS","VECES_FINANZAS","CREDITOS_FINANZAS","NOTA_GIT","VECES_GIT","CREDITOS_GIT","NOTA_GTH","VECES_GTH","CREDITOS_GTH","NOTA_HISTORIA","VECES_HISTORIA","CREDITOS_HISTORIA","NOTA_GRADO_DOS","VECES_GRADO_DOS","CREDITOS_GRADO_DOS","NOTA_LOG_TRES","VECES_LOG_TRES","CREDITOS_LOG_TRES","NOTA_SIMULACION","VECES_SIMULACION","CREDITOS_SIMULACION","NOTA_FORMULACION","VECES_FORMULACION","CREDITOS_FORMULACION","NOTA_GERENCIA","VECES_GERENCIA","CREDITOS_GERENCIA","NOTA_LENGUA_TRES","VECES_LENGUA_TRES","CREDITOS_LENGUA_TRES","NOTA_EI_OCHO","VECES_EI_OCHO","CREDITOS_EI_OCHO","NOTA_EI_NUEVE","VECES_EI_NUEVE","CREDITOS_EI_NUEVE"
"137","3.1781119705922E+19","MASCULINO","OFICIAL","LOS MARTIRES","A","BOGOTA","BOGOTA","475.58","53.2","53.2","61.41","55.7","51.21","51.21","67.71","0","48.41","69.48","LOS MARTIRES","NORMAL","3","2008","3","NO SUP. PRUEBA ACAD.","16.666666666667","3","4","0","0","2","18.333333333333","3","3","40","1","1","0","0","2","40","1","1","0","0","2","15","2","3","0","0","3","15","2","3","0","0","0","50","1","1","30","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","3.1781119707504E+19","FEMENINO","OFICIAL","PUENTE ARANDA","A","BOGOTA","BOGOTA","406.34","53.2","53.2","46.84","54.01","49.19","49.19","53.95","0","41.05","42.2","PUENTE ARANDA","DESPLAZADOS","3","2008","3","ABANDONO","20","3","4","0","0","2","30","1","3","40","1","1","30","1","2","40","1","1","0","0","2","30","1","3","14.666666666667","6","3","25","2","3","0","0","0","0","0","0","32","4","3","0","0","0","0","0","0","40","1","3","0","0","0","0","0","0","0","0","0","32","4","3","0","0","0","30","1","2","0","0","0","21.666666666667","3","3","4.5","2","3","2","1","2","3","1","3","0","0","0","20.25","4","1","20.5","4","3","0","0","0","0","0","0","0","1","2","0","0","0","25","1","2","30","2","2","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","3.1781119709087E+19","MASCULINO","NO REGISTRA","ENGATIVA","NO REGISTRA","NO REGISTRA","NO REGISTRA","452.34","58.01","58.01","64.28","58.17","55.7","55.7","52.56","0","56.96","56.28","ENGATIVA","NORMAL","3","2008","3","NO SUP. PRUEBA ACAD.","25","3","4","40","1","2","35","1","3","40","1","1","30","1","2","40","1","1","0","0","2","25","3","3","25","2","3","23.333333333333","3","3","0","0","0","0","0","0","35","1","3","0","0","0","21","3","3","35","1","3","0","0","0","30","1","2","0","0","0","35","1","3","0","0","0","30","1","2","0","0","0","32.5","2","3","0","0","0","0","0","0","30","1","3","0","0","0","32.5","2","1","21.666666666667","3","3","40","1","2","35","1","3","30","1","2","0","0","0","0","0","0","0","0","0","31","1","2","0","0","0","0","0","0","30","1","2","30","1","2","35","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","1","2","30","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","1","2","0","0","0","0","0","0","0","0","0","0","0","0","30","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"140","3.1781119712252E+19","MASCULINO","NO OFICIAL","USAQUEN","A","BOGOTA","BOGOTA","452.92","60.49","60.49","58.93","57.44","53.22","53.22","65","0","46.04","61.22","USAQUEN","NORMAL","4","2008","3","EGRESADO","25","2","4","35","1","2","30","1","3","35","1","1","45","1","2","40","1","1","40","1","2","25","2","3","40","1","3","35","1","3","34.5","2","2","0","0","0","35","1","3","37","1","2","27.5","2","3","30","1","3","0","0","0","40","1","2","38","1","2","35","1","3","45","1","2","35","1","2","35","1","3","32.5","2","3","27.5","2","3","25","2","2","30","1","3","42","1","2","35","1","1","22.5","2","3","40","1","2","30","1","3","35","1","2","0","0","0","0","0","0","0","0","0","40","1","2","26.5","2","3","41","1","1","35","1","2","35","1","2","30","1","3","45","1","2","0","0","0","0","0","0","32","1","2","37","1","2","40","1","2","42","1","2","40","1","1","0","0","0","0","0","0","24","2","2","36.5","2","3","35","1","2","43","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1","2","43","1","2","32","1","3","30","1","2","45","1","2","38","1","2","0","0","0","0","0","0","34","1","3","28","2","3","35","1","2","39","1","2","0","0","0","0","0","0","0","0","0"
"141","3.1781119713834E+19","MASCULINO","OFICIAL","KENNEDY","A","BOGOTA","BOGOTA","433.38","60.49","60.49","58.93","52.34","59.48","59.48","60.25","0","41.05","67.6","KENNEDY","NORMAL","2","2008","3","EGRESADO","30","2","4","30","1","2","30","1","3","35","1","1","30","1","2","40","1","1","38","1","2","40","1","3","40","1","3","30","2","3","30","1","2","40","1","1","35","1","3","50","1","2","25","2","3","35","1","3","0","0","0","30","1","2","40","1","2","35","1","3","40","1","2","30","1","2","35","1","3","25","2","3","35","1","3","30","1","2","35","1","3","40","1","2","22.5","2","1","25","2","3","35","1","2","40","1","3","30","1","2","0","0","0","0","0","0","0","0","0","33","2","2","23.5","2","3","44","1","1","30","1","2","35","1","2","30","1","3","35","1","2","0","0","0","0","0","0","42","1","2","33","1","2","22.5","2","2","39","1","2","22.5","2","1","0","0","0","0","0","0","32","1","2","29.5","2","3","33","1","2","30","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","1","2","18.5","2","2","29","2","3","25","4","2","30","1","2","32","1","2","0","0","0","0","0","0","31","1","3","27.5","2","3","30","1","2","30","1","2","0","0","0","0","0","0","0","0","0"
"142","3.1781119715417E+19","MASCULINO","NO OFICIAL","TUNJUELITO","A","BOGOTA","BOGOTA","460.26","72.55","72.55","46.84","57.44","55.25","55.25","60.25","0","48.41","65.86","TUNJUELITO","NORMAL","2","2008","3","NO SUP. PRUEBA ACAD.","30","2","4","40","1","2","40","1","3","40","1","1","35","1","2","40","1","1","41","1","2","35","1","3","40","1","3","40","1","3","33","1","2","0","0","0","45","1","3","36","1","2","45","1","3","45","1","3","0","0","0","30","1","2","33","1","2","45","1","3","37","1","2","35","1","2","30","1","3","40","1","3","35","1","3","35","1","2","35","1","3","50","1","2","30","1","1","35","1","3","35","1","2","35","1","3","35","1","2","0","0","0","38","1","2","0","0","0","35","1","2","24.5","2","3","44","1","1","35","1","2","30","1","2","30","1","3","43","1","2","0","0","0","0","0","0","41","1","2","36","1","2","34","1","2","35","1","2","35","1","1","0","0","0","0","0","0","36","1","2","23","2","3","24","2","2","30","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","2","2","31","1","2","16","2","3","22.666666666667","3","2","30","1","2","40","1","2","0","0","0","0","0","0","32","2","3","2.3333333333333","3","3","0","0","0","38","1","2","0","0","0","0","0","0","0","0","0"
"143","3.1781119717E+19","MASCULINO","NO REGISTRA","TUNJUELITO","NO REGISTRA","NO REGISTRA","NO REGISTRA","482.15","81.5","81.5","66.74","50.66","49.19","49.19","60.25","0","41.05","69.48","TUNJUELITO","NORMAL","2","2008","3","EGRESADO","30","1","4","40","1","2","40","1","3","40","1","1","30","1","2","40","1","1","38","1","2","40","1","3","30","1","3","35","1","3","35","1","2","0","0","0","40","1","3","35","1","2","35","2","3","35","1","3","0","0","0","35","1","2","39","1","2","40","1","3","43","1","2","40","1","2","35","1","3","40","1","3","35","1","3","40","1","2","32.5","2","3","45","1","2","30","1","1","30","1","3","40","1","2","45","1","3","40","1","2","0","0","0","46","1","2","0","0","0","35","1","2","25","2","3","37","1","1","40","1","2","35","1","2","40","1","3","35","1","2","0","0","0","0","0","0","41","1","2","42","1","2","35","1","2","35","1","2","45","1","1","0","0","0","0","0","0","30.5","2","2","31","3","3","38","1","2","40","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","1","2","20","2","2","49","1","3","35","1","2","31","2","2","41","1","2","0","0","0","0","0","0","31","1","3","34","1","3","35","1","2","40","1","2","0","0","0","0","0","0","0","0","0"
"144","3.1781119718582E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","FUNZA","CUNDINAMARCA","445.13","55.8","55.8","65.89","54.05","59.11","59.11","50.05","0","60.49","41.7","FUERA DE BOGOTA","NORMAL","2","2008","3","NO SUP. PRUEBA ACAD.","15","1","4","0","0","2","15","1","3","15","1","1","0","0","2","15","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","15","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"145","3.1781119720165E+19","MASCULINO","NO OFICIAL","CIUDAD BOLIVAR","A","BOGOTA","BOGOTA","434.27","72.55","72.55","61.41","52.34","59.48","59.48","60.25","0","46.04","53.32","CIUDAD BOLIVAR","NORMAL","2","2008","3","NO SUP. PRUEBA ACAD.","21.666666666667","3","4","40","1","2","25","2","3","30","1","1","45","1","2","35","1","1","40","1","2","30","1","3","22.5","2","3","30","2","3","0","0","0","0","0","0","40","1","3","40","1","2","32","1","3","35","1","3","0","0","0","32","1","2","0","0","0","40","1","3","0","0","0","35","1","2","4","1","3","25","2","3","5","1","3","8","1","2","40","1","3","0","0","0","30","1","1","21.666666666667","3","3","27.5","2","2","30","1","3","30","1","2","0","0","0","40","1","2","0","0","0","30","1","2","0","0","0","0","0","0","27.5","2","2","40","1","2","35","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","1","2","40","1","2","35","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","2","0","0","0","41","1","2","0","0","0","0","0","0","0","0","0","0","0","0","38","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"146","3.1781119721747E+19","MASCULINO","OFICIAL","KENNEDY","A","BOGOTA","BOGOTA","434.02","62.82","62.82","58.93","54.01","55.25","55.25","47.79","0","50.76","55.84","KENNEDY","NORMAL","3","2008","3","ABANDONO","15","2","4","0","0","2","15","1","3","30","1","1","0","0","2","40","1","1","25","1","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","35","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","3.178111972333E+19","FEMENINO","OFICIAL","FUERA DE BOGOTA","A","BUCARAMANGA","SANTANDER","453.44","62.82","62.82","58.93","57.44","49.19","49.19","53.95","0","38.35","54.57","KENNEDY","NORMAL","3","2008","3","NO SUP. PRUEBA ACAD.","14.8","5","4","0","0","2","27.5","2","3","30","1","1","35","1","2","45","1","1","35","1","2","19.25","4","3","0","0","3","0","0","3","0","0","0","0","0","0","40","3","3","40","1","2","0","0","0","30","1","3","0","0","0","0","0","0","0","0","0","23.333333333333","3","3","0","0","0","35","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","3.1781119724912E+19","MASCULINO","NO OFICIAL","BOSA","A","BOGOTA","BOGOTA","453.76","62.82","62.82","56.51","54.01","61.76","61.76","58.09","0","41.05","83.41","BOSA","NORMAL","2","2008","3","NO SUP. PRUEBA ACAD.","15","1","4","0","0","2","15","1","3","15","1","1","0","0","2","15","1","1","25","1","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","15","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"149","3.1781119726495E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","GARAGOA","BOYACA","444.16","69.99","69.99","54.12","47.22","59.48","59.48","47.79","0","46.04","62.69","FUERA DE BOGOTA","NORMAL","2","2008","3","ABANDONO","20","5","4","40","1","2","27.5","2","3","35","1","1","40","1","2","40","1","1","40","1","2","10","7","3","5.5","4","3","12.125","8","3","0","0","0","0","0","0","35","1","3","0","0","0","0","0","0","11","4","3","0","0","0","0","0","0","16","1","2","35","1","3","0","0","0","30","1","2","0","0","0","0","2","3","0","0","0","0","0","0","22.75","4","3","0","0","0","22.5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","3.1781119728078E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","INIRIDA","GUAINIA","413.87","39.38","39.38","58.68","45.87","59.11","59.11","55.53","0","51.78","0","RAFAEL URIBE URIBE","INDIGENAS","3","2008","3","ABANDONO","30","1","4","15","2","2","30","1","3","35","1","1","30","1","2","40","1","1","35","1","2","30","1","3","27.5","2","3","16.666666666667","3","3","0","0","0","0","0","0","40","1","3","0","0","0","15","1","3","15","1","3","0","0","0","0","0","0","0","0","0","30","1","3","0","0","0","35","1","2","0","0","0","0","0","0","0","0","0","0","0","0","15","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"151","3.178111972966E+19","MASCULINO","NO OFICIAL","FONTIBON","F","BOGOTA","BOGOTA","453.18","63.9","63.9","54.31","60.31","57.57","57.57","61.53","0","56.96","40.5","FONTIBON","NORMAL","2","2008","3","NO SUP. PRUEBA ACAD.","11.5","8","4","0","0","2","8.1666666666667","6","3","20","1","1","15","2","2","40","1","1","35","1","2","12.428571428571","7","3","0","0","3","16.142857142857","7","3","0","0","0","0","0","0","27.5","4","3","0","0","0","0","0","0","4","3","3","0","0","0","14","2","2","0","0","0","10.25","4","3","0","0","0","30","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"152","3.1781119731243E+19","FEMENINO","OFICIAL","FUERA DE BOGOTA","A","VILLAVICENCIO","META","493.16","75.27","75.27","58.93","63.27","53.22","53.22","74.54","0","48.41","111.94","KENNEDY","NORMAL","2","2008","3","ABANDONO","30","1","4","0","0","2","40","1","3","35","1","1","0","0","2","40","1","1","45","1","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","40","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","3.1781119732825E+19","MASCULINO","NO REGISTRA","FUERA DE BOGOTA","NO REGISTRA","NO REGISTRA","NO REGISTRA","449.16","67.05","67.05","51.8","60.31","57.57","57.57","55.49","0","54.32","49.51","SUBA","NORMAL","3","2008","3","NO SUP. PRUEBA ACAD.","12.5","6","4","0","0","2","13.75","4","3","30","1","1","15","2","2","40","1","1","35","1","2","12","5","3","0","0","3","15","4","3","0","0","0","7.5","2","1","30","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.5","4","3","0","0","0","15","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
