iter	MultiClass
252	0.9325415131
253	0.931980131
254	0.9312544538
255	0.9305706181
256	0.9299341128
257	0.9294301478
258	0.9288308094
259	0.9281957204
260	0.9274308725
261	0.9268162046
262	0.9262884388
263	0.9257939274
264	0.9251673134
265	0.9246248236
266	0.9240979681
267	0.9234339769
268	0.9228455687
269	0.9221715656
270	0.921582311
271	0.9211602106
272	0.9206534761
273	0.9202896936
274	0.9198243922
275	0.9192256331
276	0.9186487265
277	0.9181327268
278	0.9177817592
279	0.917227818
280	0.9167126917
281	0.9162138312
282	0.9156930155
283	0.915168268
284	0.9146647184
285	0.9141045446
286	0.9135035331
287	0.9129889528
288	0.9124395595
289	0.9120078799
290	0.9114630742
291	0.9110239513
292	0.9105850161
293	0.910209589
294	0.9097170349
295	0.909261722
296	0.9086609294
297	0.9083105852
298	0.9079815461
299	0.9076756394
300	0.9069944231
301	0.9065325329
302	0.9060581121
303	0.9057210822
304	0.9052058771
305	0.9047962107
306	0.9042368951
307	0.903845159
308	0.9033221413
309	0.9029164111
310	0.9024666592
311	0.9020872949
312	0.9015761706
313	0.9012704156
314	0.9008591776
315	0.9005186899
316	0.9001537804
317	0.8997152699
318	0.8992918597
319	0.8988505284
320	0.8985218426
321	0.8980976589
322	0.8976653066
323	0.8972497725
324	0.8969538318
325	0.896644104
326	0.8962963702
327	0.8959327487
328	0.8954519935
329	0.8950852833
330	0.8947934129
331	0.8944015216
332	0.8940771663
333	0.8937332426
334	0.8934263831
335	0.8931218525
336	0.8927535354
337	0.8924542499
338	0.8921237832
339	0.891694189
340	0.8913821382
341	0.8909978121
342	0.8905790226
343	0.8902794427
344	0.8899248628
345	0.8895834184
346	0.889296425
347	0.8888971788
348	0.8886308975
349	0.888246609
350	0.8878938575
351	0.8874198287
352	0.8869748639
353	0.8866647438
354	0.8863447262
355	0.8860324331
356	0.8857497203
357	0.8853861389
358	0.8850213028
359	0.8845920413
360	0.8843652266
361	0.8840289089
362	0.8836605982
363	0.8833733531
364	0.8831492086
365	0.8828468096
366	0.8826042993
367	0.8823535203
368	0.8820405313
369	0.8817000453
370	0.8813343152
371	0.8810028878
372	0.8806900248
373	0.8803446508
374	0.8800687396
375	0.8797890662
376	0.8794609862
377	0.8792160103
378	0.8790336904
379	0.8786853299
380	0.8783786674
381	0.8780030074
382	0.8777746674
383	0.8775111778
384	0.8772744134
385	0.8770399523
386	0.8768291235
387	0.8765391455
388	0.8762451282
389	0.8759761148
390	0.8757190523
391	0.8754319654
392	0.8751896108
393	0.8749402356
394	0.8747245488
395	0.8745004747
396	0.8742294727
397	0.8739931012
398	0.8737746563
399	0.8734855517
400	0.8732995504
401	0.8730537186
402	0.8728038722
403	0.8726013294
404	0.8724015314
405	0.8721344727
406	0.8719128307
407	0.871746167
408	0.8714928526
409	0.8712624943
410	0.8710069762
411	0.8707231481
412	0.8705318284
413	0.8702817514
414	0.8700473731
415	0.8698015
416	0.8696396017
417	0.8694068649
418	0.8691625129
419	0.8689300887
420	0.8687512623
421	0.8684739042
422	0.868312528
423	0.8681270321
424	0.8678738532
425	0.867678763
426	0.8674879008
427	0.8671839191
428	0.8669356149
429	0.8667637772
430	0.8665309542
431	0.8663843454
432	0.8661769253
433	0.8659760922
434	0.8657804967
435	0.8655587666
436	0.8653436709
437	0.8651605387
438	0.8650131886
439	0.8648503772
440	0.8646802849
441	0.8645016428
442	0.8643113499
443	0.8641409226
444	0.8639244401
445	0.8636922412
446	0.8635173831
447	0.863358265
448	0.8631843161
449	0.8629285371
450	0.8627659329
451	0.8625889495
452	0.8624598261
453	0.8622353871
454	0.8620197039
455	0.8618875624
456	0.8617273279
457	0.861567458
458	0.8613725136
459	0.8611801605
460	0.8609752522
461	0.8608054216
462	0.860589925
463	0.8604516557
464	0.8602742283
465	0.8600589494
466	0.8598829142
467	0.8596655426
468	0.8595356444
469	0.8593533817
470	0.8592105369
471	0.8590444167
472	0.8588472266
473	0.8587354641
474	0.8585448031
475	0.8584050711
476	0.8582138281
477	0.8580150702
478	0.8577969256
479	0.8576076214
480	0.857428766
481	0.8572663523
482	0.8571144613
483	0.8569827768
484	0.8567953543
485	0.8566813809
486	0.8565422588
487	0.8564129039
488	0.8562409676
489	0.8560997484
490	0.855917323
491	0.8557786306
492	0.8556104675
493	0.8554538423
494	0.8553377463
495	0.8551814595
496	0.8549960024
497	0.8548396471
498	0.8547344986
499	0.8545574086
500	0.8544445161
501	0.8542888318
502	0.8541091073
503	0.8539601019
504	0.8537825541
505	0.8536054051
506	0.8534301239
507	0.8533006189
508	0.8531745351
509	0.8530133443
510	0.8528790454
511	0.8526793928
512	0.8525155042
513	0.8523080724
514	0.8521796549
515	0.8520188773
516	0.851875027
517	0.8517150046
518	0.8515496071
519	0.8514213496
520	0.8513054026
521	0.8511744925
522	0.8510678387
523	0.8509630883
524	0.8508115266
525	0.8506859259
526	0.8505381978
527	0.8504229254
528	0.8502998329
529	0.8501506304
530	0.8500140389
531	0.8498474722
532	0.8497203415
533	0.849554174
534	0.8494141424
535	0.8492699357
536	0.8491164478
537	0.8489977994
538	0.8488347789
539	0.8486891804
540	0.8485494097
541	0.8484103246
542	0.8482649044
543	0.8480927633
544	0.8479690734
545	0.8478521698
546	0.8477164535
547	0.8475505818
548	0.84741558
549	0.8472923514
550	0.8471675055
551	0.8470491028
552	0.8468889605
553	0.8467350504
554	0.8465737189
555	0.8464591732
556	0.8463528299
557	0.8462702373
558	0.8461162306
559	0.84599546
560	0.8458959979
561	0.8457670157
562	0.8456104601
563	0.8454915365
564	0.8453794261
565	0.8452074222
566	0.8451157828
567	0.8449835163
568	0.8448639802
569	0.8447063464
570	0.8445802179
571	0.8444695561
572	0.8442822206
573	0.844188596
574	0.8440441795
575	0.8438857521
576	0.8437718201
577	0.843634189
578	0.8435187073
579	0.8434053428
580	0.8432776868
581	0.8431454857
582	0.8430209348
583	0.8429201388
584	0.842833267
585	0.842750511
586	0.8426259408
587	0.8425142359
588	0.8424029424
589	0.8422457565
590	0.8421515895
591	0.8420178871
592	0.8419012358
593	0.8417943207
594	0.8416708664
595	0.8415314456
596	0.8414403105
597	0.8413009013
598	0.841206069
599	0.8410633169
600	0.8409610404
601	0.840864608
602	0.8407537376
603	0.8406306343
604	0.8405390522
605	0.8404379541
606	0.8403502257
607	0.8402469503
608	0.8401429602
609	0.8400326934
610	0.8399489161
611	0.8398348537
612	0.8397160265
613	0.8396018367
614	0.8394872222
615	0.8393774408
616	0.8392665418
617	0.8391515173
618	0.8390295261
619	0.838910119
620	0.8387899244
621	0.8386894871
622	0.8385799007
623	0.8384860915
624	0.8383847348
625	0.8382970902
626	0.8381634311
627	0.8380667328
628	0.8379750635
629	0.837839426
630	0.8377096021
631	0.8376418708
632	0.8375678586
633	0.8374426035
634	0.8373179251
635	0.8372312014
636	0.8370930997
637	0.8369906018
638	0.8368899404
639	0.8367896794
640	0.8366832455
641	0.8366179135
642	0.8364715261
643	0.8363711611
644	0.8362533601
645	0.8361728292
646	0.8360843502
647	0.8359437633
648	0.8358661278
649	0.8357808404
650	0.8356714792
651	0.8355619811
652	0.8354779006
653	0.8353919271
654	0.8352737571
655	0.835190655
656	0.8350807062
657	0.8349947011
658	0.8348973835
659	0.834788839
660	0.8347127595
661	0.8346106369
662	0.834509294
663	0.8344074304
664	0.8343306534
665	0.8342166564
666	0.8341524172
667	0.8340494811
668	0.8339250348
669	0.8338291911
670	0.8337529425
671	0.8336367539
672	0.8335109467
673	0.8334340221
674	0.8333677234
675	0.8333036283
676	0.8331933308
677	0.8331188363
678	0.8330136902
679	0.832901327
680	0.8328267827
681	0.8327516022
682	0.8326778414
683	0.8326030855
684	0.8325338282
685	0.8324490887
686	0.8323563277
687	0.8322739633
688	0.8321990083
689	0.8321116107
690	0.8320445927
691	0.8319739874
692	0.8318813297
693	0.8318050669
694	0.8317395244
695	0.8316505845
696	0.8315529119
697	0.8314749427
698	0.8314184614
699	0.8313474631
700	0.8312658505
701	0.8311746456
702	0.831071763
703	0.8309513995
704	0.8308659898
705	0.8307867887
706	0.830694443
707	0.830608143
708	0.8305343658
709	0.83044129
710	0.830342752
711	0.8302333762
712	0.8301622114
713	0.8300648895
714	0.8299850108
715	0.8299108582
716	0.8298065898
717	0.8297083627
718	0.829629302
719	0.8295569234
720	0.8294614355
721	0.8293667362
722	0.8292963762
723	0.8292020217
724	0.82912768
725	0.8290466643
726	0.8289725609
727	0.8288958919
728	0.828842635
729	0.82876049
730	0.8286873398
731	0.828613961
732	0.8285291449
733	0.8284621735
734	0.8283836529
735	0.8283198172
736	0.8282559641
737	0.8281638553
738	0.828072589
739	0.8279725449
740	0.8279075213
741	0.8278230468
742	0.8277614703
743	0.8277079457
744	0.8276389745
745	0.8275504268
746	0.8274850286
747	0.8274093248
748	0.827338856
749	0.8272766653
750	0.8272169029
751	0.8271353114
752	0.8270605662
753	0.8269957017
754	0.8269331216
755	0.826873716
756	0.8267961006
757	0.8267073604
758	0.8266380268
759	0.8265551793
760	0.8264984619
761	0.826419808
762	0.8263285715
763	0.8262392531
764	0.8261481627
765	0.8260585371
766	0.826004695
767	0.8259307653
768	0.825841594
769	0.8257685216
770	0.8257028619
771	0.825615079
772	0.8255586511
773	0.8254943959
774	0.8254223174
775	0.8253605516
776	0.8252992891
777	0.8252491293
778	0.8251848662
779	0.8251184817
780	0.8250371878
781	0.8249596081
782	0.8249063689
783	0.8248228801
784	0.8247368805
785	0.8246694325
786	0.824578158
787	0.8245181654
788	0.824457278
789	0.8243656495
790	0.8243000921
791	0.8242301345
792	0.8241573513
793	0.8240883275
794	0.8240006045
795	0.8238987822
796	0.823831146
797	0.8237790787
798	0.8236803962
799	0.8236039697
800	0.8235447164
801	0.823485412
802	0.8234085054
803	0.8233287776
804	0.8232525174
805	0.8231771996
806	0.8231149303
807	0.823049081
808	0.8229970379
809	0.8229336005
810	0.8228688192
811	0.8227643582
812	0.8226823269
813	0.8225991132
814	0.8225188603
815	0.8224453666
816	0.8223859249
817	0.822309776
818	0.8222507328
819	0.8221899992
820	0.8221149112
821	0.8220390008
822	0.8219809448
823	0.821892795
824	0.8218300408
825	0.8217613812
826	0.8217037434
827	0.8216323266
828	0.8215590447
829	0.8214789945
830	0.82141016
831	0.8213373926
832	0.8212817214
833	0.8212199527
834	0.8211608861
835	0.8211016838
836	0.8210232039
837	0.8209537483
838	0.8208643233
839	0.8207963103
840	0.8207274935
841	0.8206411128
842	0.8205850027
843	0.820520643
844	0.8204463472
845	0.8203636752
846	0.8203048372
847	0.8202370198
848	0.820178819
849	0.8201049159
850	0.8200206439
851	0.8199665954
852	0.8198937729
853	0.8198326846
854	0.8197409844
855	0.8196497123
856	0.8195818624
857	0.819519793
858	0.8194589021
859	0.8193766277
860	0.8193179214
861	0.8192568261
862	0.8191978004
863	0.8191464251
864	0.8190986543
865	0.8190403856
866	0.8189745999
867	0.8188952642
868	0.8188260194
869	0.8187691469
870	0.8187003312
871	0.8186097432
872	0.8185522867
873	0.8184994131
874	0.8184337543
875	0.8183638804
876	0.8182982309
877	0.8182293639
878	0.8181744438
879	0.8181108155
880	0.8180532428
881	0.8180145986
882	0.8179353781
883	0.8178770169
884	0.8177983357
885	0.8177173477
886	0.8176618065
887	0.8175955068
888	0.817516027
889	0.8174484857
890	0.8173707842
891	0.8173034869
892	0.8172575653
893	0.8171821033
894	0.8171396939
895	0.8170725162
896	0.8170256251
897	0.816958514
898	0.8168893169
899	0.816838496
900	0.8167925674
901	0.8167352992
902	0.8166807442
903	0.8166326292
904	0.8165684125
905	0.8165298415
906	0.8164687071
907	0.8163940173
908	0.8163269695
909	0.816257056
910	0.8161791852
911	0.8161209865
912	0.8160612053
913	0.816008961
914	0.8159636727
915	0.8159098222
916	0.8158409277
917	0.815759144
918	0.8156833379
919	0.8156264706
920	0.8155795948
921	0.8155171182
922	0.8154582134
923	0.8153950306
924	0.8153236269
925	0.8152612323
926	0.8152142041
927	0.8151536309
928	0.8150931522
929	0.8150482771
930	0.8149950812
931	0.8149512328
932	0.8148960555
933	0.8148386934
934	0.8147733586
935	0.814721233
936	0.8146583959
937	0.8146003102
938	0.8145233906
939	0.8144684262
940	0.8144165088
941	0.8143417714
942	0.8142961399
943	0.8142377397
944	0.8141841205
945	0.8141272238
946	0.8140744825
947	0.8140175395
948	0.8139640405
949	0.8139243543
950	0.8138482951
951	0.8137858957
952	0.8137469823
953	0.8136808254
954	0.8136107177
955	0.8135428348
956	0.8134849647
957	0.8134033048
958	0.8133438022
959	0.8132888781
960	0.8132289752
961	0.813147829
962	0.8130915985
963	0.8130427662
964	0.8129800012
965	0.8129233836
966	0.8128779296
967	0.8128457201
968	0.8127864225
969	0.8127166674
970	0.8126473371
971	0.8125674146
972	0.8125048169
973	0.8124604413
974	0.8124135417
975	0.8123466984
976	0.812288997
977	0.8122289124
978	0.8121306832
979	0.8120671198
980	0.8120256086
981	0.8119615781
982	0.8119030392
983	0.8118311382
984	0.8117676776
985	0.8117136584
986	0.811662157
987	0.8116062554
988	0.8115385213
989	0.8114925317
990	0.8114435575
991	0.8113941242
992	0.8113197589
993	0.8112610323
994	0.8112071692
995	0.8111686526
996	0.8111135502
997	0.8110516282
998	0.8109942901
999	0.810947146
