iter	Passed	Remaining
551	1325	1075
552	1326	1072
553	1327	1069
554	1329	1065
555	1330	1062
556	1331	1058
557	1332	1055
558	1333	1052
559	1334	1048
560	1335	1045
561	1337	1042
562	1340	1040
563	1343	1038
564	1345	1035
565	1347	1032
566	1349	1030
567	1350	1027
568	1352	1024
569	1354	1021
570	1356	1018
571	1358	1016
572	1359	1013
573	1361	1010
574	1363	1007
575	1364	1004
576	1366	1001
577	1368	999
578	1371	996
579	1373	994
580	1376	992
581	1378	989
582	1380	987
583	1381	984
584	1384	981
585	1385	979
586	1387	976
587	1390	974
588	1392	971
589	1394	968
590	1396	966
591	1397	963
592	1399	960
593	1401	957
594	1403	955
595	1405	952
596	1407	949
597	1410	948
598	1412	945
599	1414	943
600	1416	940
601	1418	938
602	1421	935
603	1423	933
604	1425	930
605	1427	928
606	1429	925
607	1431	923
608	1433	920
609	1435	917
610	1439	916
611	1441	913
612	1442	910
613	1444	908
614	1446	905
615	1447	902
616	1449	899
617	1451	896
618	1452	894
619	1454	891
620	1455	888
621	1456	885
622	1458	882
623	1459	879
624	1460	876
625	1462	873
626	1463	870
627	1464	867
628	1466	864
629	1467	861
630	1468	858
631	1469	855
632	1471	852
633	1472	849
634	1473	846
635	1474	843
636	1475	840
637	1476	837
638	1478	835
639	1479	832
640	1480	829
641	1481	826
642	1483	823
643	1485	821
644	1486	818
645	1488	815
646	1489	812
647	1490	809
648	1491	806
649	1492	803
650	1493	800
651	1494	797
652	1495	794
653	1497	792
654	1498	789
655	1499	786
656	1500	783
657	1501	780
658	1503	777
659	1504	774
660	1505	772
661	1506	769
662	1508	766
663	1509	763
664	1510	761
665	1512	758
666	1513	755
667	1514	752
668	1515	750
669	1516	747
670	1518	744
671	1519	741
672	1520	738
673	1521	735
674	1522	732
675	1523	730
676	1524	727
677	1525	724
678	1526	721
679	1528	719
680	1529	716
681	1532	714
682	1534	712
683	1536	709
684	1537	707
685	1539	704
686	1543	703
687	1545	701
688	1549	699
689	1551	696
690	1552	694
691	1554	692
692	1556	689
693	1558	687
694	1561	685
695	1564	683
696	1566	680
697	1567	678
698	1569	675
699	1573	674
700	1576	672
701	1579	670
702	1581	668
703	1583	665
704	1587	664
705	1589	661
706	1592	660
707	1594	657
708	1595	655
709	1597	652
710	1600	650
711	1602	648
712	1604	645
713	1605	643
714	1607	640
715	1610	638
716	1612	636
717	1613	633
718	1615	631
719	1617	629
720	1619	626
721	1620	624
722	1622	621
723	1624	619
724	1626	616
725	1627	614
726	1629	611
727	1630	609
728	1632	606
729	1633	604
730	1635	601
731	1636	599
732	1637	596
733	1651	598
734	1653	596
735	1655	593
736	1656	591
737	1657	588
738	1658	585
739	1659	582
740	1660	580
741	1661	577
742	1662	574
743	1663	572
744	1664	569
745	1665	566
746	1666	564
747	1667	561
748	1668	558
749	1669	556
750	1669	553
751	1671	551
752	1672	548
753	1673	545
754	1674	543
755	1675	540
756	1676	538
757	1677	535
758	1678	532
759	1679	530
760	1680	527
761	1681	525
762	1682	522
763	1683	519
764	1684	517
765	1685	514
766	1686	512
767	1687	509
768	1688	507
769	1689	504
770	1690	502
771	1691	499
772	1693	497
773	1694	494
774	1695	492
775	1696	489
776	1697	487
777	1699	484
778	1701	482
779	1702	480
780	1703	477
781	1704	475
782	1706	472
783	1707	470
784	1708	467
785	1709	465
786	1710	462
787	1712	460
788	1713	458
789	1715	455
790	1716	453
791	1718	451
792	1720	449
793	1722	446
794	1725	444
795	1727	442
796	1729	440
797	1731	438
798	1734	436
799	1735	433
800	1737	431
801	1739	429
802	1741	427
803	1742	424
804	1744	422
805	1745	420
806	1747	417
807	1750	415
808	1754	414
809	1757	412
810	1759	410
811	1762	407
812	1763	405
813	1765	403
814	1767	401
815	1769	399
816	1772	396
817	1774	394
818	1776	392
819	1777	390
820	1779	387
821	1781	385
822	1784	383
823	1787	381
824	1789	379
825	1791	377
826	1793	375
827	1794	372
828	1796	370
829	1798	368
830	1800	366
831	1802	363
832	1803	361
833	1805	359
834	1806	357
835	1808	354
836	1809	352
837	1811	350
838	1812	347
839	1814	345
840	1815	343
841	1817	340
842	1818	338
843	1819	336
844	1821	334
845	1823	331
846	1824	329
847	1826	327
848	1827	325
849	1829	322
850	1830	320
851	1832	318
852	1833	315
853	1834	313
854	1836	311
855	1837	309
856	1838	306
857	1840	304
858	1841	302
859	1843	300
860	1844	297
861	1845	295
862	1847	293
863	1848	290
864	1850	288
865	1851	286
866	1853	284
867	1855	282
868	1857	280
869	1859	277
870	1861	275
871	1863	273
872	1865	271
873	1866	269
874	1868	266
875	1869	264
876	1871	262
877	1872	260
878	1874	258
879	1876	255
880	1879	253
881	1881	251
882	1882	249
883	1888	247
884	1904	247
885	1907	245
886	1921	244
887	1925	242
888	1928	240
889	1930	238
890	1933	236
891	1936	234
892	1939	232
893	1941	230
894	1944	228
895	1947	226
896	1949	223
897	1950	221
898	1952	219
899	1953	217
900	1955	214
901	1956	212
902	1958	210
903	1960	208
904	1962	206
905	1965	203
906	1967	201
907	1970	199
908	1974	197
909	1978	195
910	1981	193
911	1983	191
912	1985	189
913	1988	187
914	1990	184
915	1992	182
916	1995	180
917	2004	179
918	2007	176
919	2009	174
920	2010	172
921	2012	170
922	2014	168
923	2016	165
924	2018	163
925	2023	161
926	2025	159
927	2027	157
928	2029	155
929	2033	153
930	2036	150
931	2038	148
932	2040	146
933	2042	144
934	2045	142
935	2047	139
936	2049	137
937	2052	135
938	2055	133
939	2057	131
940	2059	129
941	2063	127
942	2066	124
943	2068	122
944	2071	120
945	2074	118
946	2076	116
947	2081	114
948	2084	112
949	2086	109
950	2087	107
951	2090	105
952	2093	103
953	2101	101
954	2103	99
955	2105	96
956	2107	94
957	2109	92
958	2111	90
959	2114	88
960	2116	85
961	2118	83
962	2120	81
963	2122	79
964	2124	77
965	2126	74
966	2128	72
967	2130	70
968	2132	68
969	2133	65
970	2135	63
971	2137	61
972	2140	59
973	2142	57
974	2144	54
975	2147	52
976	2149	50
977	2154	48
978	2156	46
979	2158	44
980	2161	41
981	2163	39
982	2165	37
983	2167	35
984	2173	33
985	2177	30
986	2182	28
987	2185	26
988	2189	24
989	2191	22
990	2193	19
991	2195	17
992	2204	15
993	2207	13
994	2209	11
995	2212	8
996	2214	6
997	2216	4
998	2219	2
999	2221	0
